,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
390,4,7:55.0,,Defensive rebound by Team,87,84
391,4,7:46.0,,Personal foul by Y. Ferrell (drawn by M. Robinson),87,84
392,4,7:32.0,,A. Trier misses 3-pt jump shot from 26 ft,87,84
393,4,7:28.0,Defensive rebound by Y. Ferrell,,87,84
394,4,7:16.0,H. Giles misses 2-pt hook shot from 4 ft,,87,84
395,4,7:14.0,,Defensive rebound by A. Trier,87,84
396,4,7:09.0,,L. Kornet misses 3-pt jump shot from 23 ft,87,84
397,4,7:06.0,,Offensive rebound by L. Kornet,87,84
398,4,7:02.0,,Shooting foul by C. Brewer (drawn by A. Trier),87,84
399,4,7:02.0,,A. Trier makes free throw 1 of 2,87,85
400,4,7:02.0,W. Cauley-Stein enters the game for C. Brewer,,87,85
401,4,7:02.0,D. Fox enters the game for Y. Ferrell,,87,85
402,4,7:02.0,B. Hield enters the game for H. Giles,,87,85
403,4,7:02.0,,A. Trier makes free throw 2 of 2,87,86
404,4,6:49.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,87,86
405,4,6:45.0,,Defensive rebound by M. Robinson,87,86
406,4,6:36.0,,E. Mudiay misses 2-pt layup from 1 ft,87,86
407,4,6:34.0,Defensive rebound by H. Barnes,,87,86
408,4,6:28.0,Personal foul by A. Trier (drawn by B. Bogdanović),,87,86
409,4,6:28.0,,D. Smith enters the game for A. Trier,87,86
410,4,6:13.0,B. Bogdanović misses 3-pt jump shot from 27 ft (block by M. Robinson),,87,86
411,4,6:09.0,,Defensive rebound by E. Mudiay,87,86
412,4,6:06.0,,L. Kornet makes 3-pt jump shot from 27 ft (assist by E. Mudiay),87,89
413,4,5:54.0,D. Fox makes 2-pt jump shot from 13 ft,,89,89
414,4,5:29.0,,Turnover by E. Mudiay (lost ball; steal by D. Fox),89,89
415,4,5:24.0,B. Hield misses 2-pt layup from 2 ft,,89,89
416,4,5:21.0,,Defensive rebound by D. Smith,89,89
417,4,5:14.0,,Shooting foul by D. Fox (drawn by D. Smith),89,89
418,4,5:14.0,,D. Smith misses free throw 1 of 2,89,89
419,4,5:14.0,,Offensive rebound by Team,89,89
420,4,5:14.0,N. Bjelica enters the game for B. Bogdanović,,89,89
421,4,5:14.0,,D. Smith makes free throw 2 of 2,89,90
422,4,5:03.0,D. Fox makes 2-pt jump shot from 20 ft,,91,90
423,4,4:41.0,,E. Mudiay misses 2-pt jump shot from 7 ft,91,90
424,4,4:38.0,Defensive rebound by H. Barnes,,91,90
425,4,4:28.0,H. Barnes misses 3-pt jump shot from 26 ft,,91,90
426,4,4:25.0,,Defensive rebound by L. Kornet,91,90
427,4,4:09.0,,M. Robinson misses 2-pt layup from 1 ft (block by N. Bjelica),91,90
428,4,4:07.0,Defensive rebound by N. Bjelica,,91,90
429,4,4:02.0,B. Hield misses 3-pt jump shot from 26 ft,,91,90
430,4,3:58.0,,Defensive rebound by M. Robinson,91,90
431,4,3:44.0,,D. Smith misses 3-pt jump shot from 25 ft,91,90
432,4,3:41.0,Defensive rebound by D. Fox,,91,90
433,4,3:37.0,Turnover by B. Hield (out of bounds lost ball),,91,90
434,4,3:37.0,,D. Dotson enters the game for E. Mudiay,91,90
435,4,3:22.0,,J. Jenkins misses 2-pt layup from 2 ft (block by B. Hield),91,90
436,4,3:19.0,Defensive rebound by W. Cauley-Stein,,91,90
437,4,3:09.0,D. Fox makes 2-pt jump shot from 20 ft,,93,90
438,4,3:08.0,,New York full timeout,93,90
439,4,3:08.0,,D. Jordan enters the game for L. Kornet,93,90
440,4,3:08.0,,L. Thomas enters the game for M. Robinson,93,90
441,4,2:49.0,,D. Smith makes 2-pt layup from 2 ft,93,92
442,4,2:24.0,D. Fox makes 2-pt layup from 3 ft (assist by N. Bjelica),,95,92
443,4,2:24.0,Shooting foul by D. Jordan (drawn by D. Fox),,95,92
444,4,2:24.0,D. Fox makes free throw 1 of 1,,96,92
445,4,2:12.0,,D. Smith makes 2-pt layup from 1 ft,96,94
446,4,2:12.0,,Technical foul by D. Smith,96,94
447,4,2:12.0,B. Hield makes technical free throw,,97,94
448,4,1:50.0,H. Barnes makes 2-pt jump shot from 9 ft,,99,94
449,4,1:35.0,,L. Thomas misses 3-pt jump shot from 23 ft,99,94
450,4,1:32.0,Defensive rebound by H. Barnes,,99,94
451,4,1:22.0,D. Fox makes 2-pt layup from 2 ft,,101,94
452,4,1:22.0,Shooting foul by L. Thomas (drawn by D. Fox),,101,94
453,4,1:22.0,D. Fox makes free throw 1 of 1,,102,94
454,4,1:13.0,,D. Smith misses 2-pt layup from 2 ft,102,94
455,4,1:11.0,Defensive rebound by W. Cauley-Stein,,102,94
456,4,0:59.0,H. Barnes misses 2-pt jump shot from 15 ft,,102,94
457,4,0:56.0,,Defensive rebound by J. Jenkins,102,94
458,4,0:45.0,,J. Jenkins misses 2-pt jump shot from 16 ft,102,94
459,4,0:43.0,Defensive rebound by W. Cauley-Stein,,102,94
460,4,0:26.0,B. Hield misses 3-pt jump shot from 27 ft,,102,94
461,4,0:23.0,,Defensive rebound by D. Dotson,102,94
462,4,0:16.0,,D. Dotson misses 3-pt jump shot from 26 ft,102,94
463,4,0:14.0,Defensive rebound by W. Cauley-Stein,,102,94
