,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
66,1,4:48.0,N. Bjelica misses 2-pt layup from 2 ft,,9,22
67,1,4:47.0,,Defensive rebound by M. Robinson,9,22
68,1,4:39.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by D. Smith),9,24
69,1,4:30.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Hield),,12,24
70,1,4:17.0,,D. Smith makes 2-pt layup from 2 ft,12,26
71,1,4:17.0,,Shooting foul by D. Fox (drawn by D. Smith),12,26
72,1,4:17.0,,D. Smith makes free throw 1 of 1,12,27
73,1,4:05.0,B. Hield misses 2-pt layup from 3 ft,,12,27
74,1,4:01.0,Offensive rebound by H. Giles,,12,27
75,1,4:01.0,H. Giles makes 2-pt dunk at rim,,14,27
76,1,3:59.0,,Turnover by K. Knox (step out of bounds),14,27
77,1,3:50.0,D. Fox misses 2-pt layup from 4 ft (block by M. Robinson),,14,27
78,1,3:48.0,,Defensive rebound by K. Knox,14,27
79,1,3:48.0,,D. Dotson enters the game for K. Knox,14,27
80,1,3:26.0,,D. Smith misses 3-pt jump shot from 28 ft,14,27
81,1,3:26.0,,Offensive rebound by Team,14,27
82,1,3:26.0,,Turnover by Team (shot clock),14,27
83,1,3:26.0,,E. Mudiay enters the game for D. Smith,14,27
84,1,3:15.0,H. Giles misses 2-pt layup from 3 ft,,14,27
85,1,3:15.0,Offensive rebound by Team,,14,27
86,1,3:03.0,D. Fox misses 2-pt jump shot from 12 ft,,14,27
87,1,2:58.0,B. Hield makes 2-pt dunk at rim,,16,27
88,1,2:58.0,Offensive rebound by B. Hield,,16,27
89,1,2:40.0,,H. Ellenson misses 3-pt jump shot from 23 ft,16,27
90,1,2:36.0,Defensive rebound by H. Giles,,16,27
91,1,2:31.0,B. Hield misses 3-pt jump shot from 25 ft,,16,27
92,1,2:27.0,,Defensive rebound by D. Dotson,16,27
93,1,2:21.0,,D. Dotson misses 2-pt layup from 2 ft,16,27
94,1,2:18.0,Defensive rebound by N. Bjelica,,16,27
95,1,2:18.0,Personal foul by E. Mudiay (drawn by D. Fox),,16,27
96,1,2:18.0,B. Bogdanović enters the game for H. Barnes,,16,27
97,1,2:18.0,C. Brewer enters the game for B. Hield,,16,27
98,1,2:18.0,D. Fox makes free throw 1 of 2,,17,27
99,1,2:18.0,D. Fox misses free throw 2 of 2,,17,27
100,1,2:17.0,Offensive rebound by N. Bjelica,,17,27
101,1,2:17.0,N. Bjelica makes 2-pt layup from 1 ft,,19,27
102,1,2:17.0,Shooting foul by H. Ellenson (drawn by N. Bjelica),,19,27
103,1,2:17.0,N. Bjelica makes free throw 1 of 1,,20,27
104,1,2:02.0,,A. Trier misses 2-pt jump shot from 21 ft,20,27
105,1,1:59.0,Defensive rebound by D. Fox,,20,27
106,1,1:53.0,N. Bjelica makes 2-pt layup at rim (assist by D. Fox),,22,27
107,1,1:48.0,,New York full timeout,22,27
108,1,1:48.0,,Personal foul by H. Giles (drawn by M. Robinson),22,27
109,1,1:40.0,,A. Trier misses 3-pt jump shot from 27 ft,22,27
110,1,1:36.0,,Offensive rebound by H. Ellenson,22,27
111,1,1:35.0,,H. Ellenson misses 2-pt layup from 3 ft (block by N. Bjelica),22,27
112,1,1:32.0,Defensive rebound by N. Bjelica,,22,27
113,1,1:17.0,N. Bjelica misses 2-pt layup from 1 ft,,22,27
114,1,1:15.0,,Defensive rebound by H. Ellenson,22,27
115,1,1:07.0,,Shooting foul by B. Bogdanović (drawn by D. Dotson),22,27
116,1,1:07.0,,Offensive rebound by Team,22,27
117,1,1:07.0,,D. Dotson misses free throw 1 of 2,22,27
118,1,1:07.0,,D. Dotson makes free throw 2 of 2,22,28
119,1,0:58.0,Turnover by D. Fox (bad pass; steal by H. Ellenson),,22,28
120,1,0:55.0,,A. Trier makes 2-pt layup from 2 ft,22,30
121,1,0:42.0,Personal foul by M. Robinson (drawn by B. Bogdanović),,22,30
122,1,0:42.0,B. Bogdanović makes free throw 1 of 2,,23,30
123,1,0:42.0,B. Bogdanović misses free throw 2 of 2,,23,30
124,1,0:38.0,Offensive rebound by B. Bogdanović,,23,30
125,1,0:35.0,H. Giles misses 2-pt hook shot from 4 ft,,23,30
126,1,0:33.0,Offensive rebound by H. Giles,,23,30
127,1,0:32.0,Turnover by H. Giles (lost ball; steal by M. Robinson),,23,30
128,1,0:32.0,,L. Thomas enters the game for H. Ellenson,23,30
129,1,0:28.0,,Turnover by M. Robinson (lost ball),23,30
130,1,0:03.0,N. Bjelica misses 2-pt jump shot from 4 ft,,23,30
131,1,0:01.0,,Defensive rebound by L. Thomas,23,30
132,1,0:00.0,,A. Trier misses 3-pt jump shot from 28 ft,23,30
133,1,0:00.0,,Offensive rebound by Team,23,30
134,2,11:43.0,N. Bjelica misses 2-pt layup from 2 ft,,23,30
135,2,11:40.0,,Defensive rebound by M. Robinson,23,30
136,2,11:20.0,,A. Trier misses 2-pt jump shot from 13 ft,23,30
137,2,11:17.0,,Offensive rebound by L. Thomas,23,30
138,2,11:16.0,,L. Thomas misses 2-pt layup from 2 ft,23,30
139,2,11:12.0,Defensive rebound by Y. Ferrell,,23,30
140,2,11:08.0,N. Bjelica misses 3-pt jump shot from 25 ft,,23,30
141,2,11:05.0,,Defensive rebound by E. Mudiay,23,30
142,2,10:53.0,,Turnover by E. Mudiay (bad pass; steal by N. Bjelica),23,30
143,2,10:48.0,C. Brewer makes 2-pt dunk at rim (assist by N. Bjelica),,25,30
144,2,10:20.0,,E. Mudiay makes 2-pt layup from 2 ft,25,32
145,2,10:07.0,H. Giles misses 2-pt jump shot from 8 ft,,25,32
146,2,10:05.0,,Defensive rebound by D. Dotson,25,32
147,2,9:56.0,,Turnover by A. Trier (bad pass; steal by N. Bjelica),25,32
148,2,9:56.0,Personal take foul by A. Trier (drawn by N. Bjelica),,25,32
149,2,9:45.0,Turnover by Y. Ferrell (bad pass),,25,32
150,2,9:45.0,,D. Smith enters the game for A. Trier,25,32
151,2,9:24.0,,D. Dotson misses 2-pt jump shot from 11 ft,25,32
152,2,9:21.0,Defensive rebound by Y. Ferrell,,25,32
153,2,9:16.0,Y. Ferrell misses 2-pt layup from 1 ft,,25,32
154,2,9:16.0,Offensive rebound by H. Giles,,25,32
155,2,9:16.0,Shooting foul by M. Robinson (drawn by H. Giles),,25,32
156,2,9:16.0,H. Giles makes free throw 1 of 2,,26,32
157,2,9:16.0,H. Giles makes free throw 2 of 2,,27,32
158,2,9:01.0,,L. Thomas misses 3-pt jump shot from 23 ft,27,32
159,2,8:59.0,,Offensive rebound by M. Robinson,27,32
160,2,8:59.0,,Shooting foul by H. Giles (drawn by M. Robinson),27,32
161,2,8:59.0,,M. Robinson makes free throw 1 of 2,27,33
162,2,8:59.0,H. Barnes enters the game for N. Bjelica,,27,33
163,2,8:59.0,B. Hield enters the game for C. Brewer,,27,33
164,2,8:59.0,,M. Robinson makes free throw 2 of 2,27,34
165,2,8:40.0,,Violation by Team (kicked ball),27,34
166,2,8:35.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,27,34
167,2,8:30.0,,Defensive rebound by E. Mudiay,27,34
168,2,8:28.0,,E. Mudiay makes 2-pt layup from 2 ft,27,36
169,2,8:15.0,Turnover by B. Bogdanović (traveling),,27,36
170,2,8:15.0,,D. Jordan enters the game for M. Robinson,27,36
171,2,8:03.0,,D. Dotson misses 2-pt layup from 2 ft,27,36
172,2,8:01.0,Defensive rebound by H. Barnes,,27,36
173,2,7:57.0,B. Hield misses 3-pt jump shot from 25 ft,,27,36
174,2,7:54.0,,Defensive rebound by L. Thomas,27,36
175,2,7:32.0,,E. Mudiay misses 3-pt jump shot from 29 ft,27,36
176,2,7:28.0,Defensive rebound by Y. Ferrell,,27,36
177,2,7:22.0,Y. Ferrell makes 2-pt jump shot from 11 ft,,29,36
178,2,7:01.0,,D. Dotson misses 2-pt jump shot from 12 ft,29,36
179,2,7:00.0,Defensive rebound by Team,,29,36
180,2,7:00.0,W. Cauley-Stein enters the game for H. Giles,,29,36
181,2,7:00.0,,K. Knox enters the game for L. Thomas,29,36
182,2,6:41.0,H. Barnes misses 2-pt jump shot from 12 ft,,29,36
183,2,6:37.0,,Defensive rebound by D. Smith,29,36
184,2,6:33.0,,D. Smith misses 2-pt jump shot from 8 ft,29,36
185,2,6:30.0,Defensive rebound by W. Cauley-Stein,,29,36
186,2,6:24.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,29,36
187,2,6:23.0,,Defensive rebound by Team,29,36
188,2,6:23.0,,New York full timeout,29,36
189,2,6:23.0,D. Fox enters the game for Y. Ferrell,,29,36
190,2,6:23.0,,A. Trier enters the game for D. Dotson,29,36
191,2,6:09.0,,Turnover by D. Jordan (traveling),29,36
192,2,5:53.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,29,36
193,2,5:48.0,Offensive rebound by W. Cauley-Stein,,29,36
194,2,5:48.0,W. Cauley-Stein misses 2-pt layup at rim,,29,36
195,2,5:48.0,Offensive rebound by W. Cauley-Stein,,29,36
196,2,5:45.0,W. Cauley-Stein makes 2-pt layup at rim,,31,36
197,2,5:29.0,,E. Mudiay makes 2-pt layup from 2 ft,31,38
198,2,5:22.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Hield),,34,38
199,2,4:54.0,,D. Smith misses 2-pt jump shot from 8 ft,34,38
200,2,4:50.0,,Offensive rebound by D. Jordan,34,38
201,2,4:50.0,,D. Jordan makes 2-pt dunk from 1 ft,34,40
202,2,4:34.0,Shooting foul by E. Mudiay (drawn by H. Barnes),,34,40
203,2,4:34.0,H. Barnes makes free throw 1 of 2,,35,40
204,2,4:34.0,,L. Thomas enters the game for E. Mudiay,35,40
205,2,4:34.0,H. Barnes makes free throw 2 of 2,,36,40
206,2,4:18.0,,Turnover by D. Smith (bad pass; steal by H. Barnes),36,40
207,2,4:14.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,38,40
208,2,4:07.0,,New York full timeout,38,40
209,2,3:57.0,,K. Knox misses 2-pt jump shot from 21 ft,38,40
210,2,3:55.0,Defensive rebound by B. Hield,,38,40
211,2,3:39.0,B. Hield misses 2-pt jump shot from 8 ft,,38,40
212,2,3:37.0,,Defensive rebound by D. Jordan,38,40
213,2,3:25.0,,D. Smith misses 2-pt jump shot from 21 ft,38,40
214,2,3:23.0,Defensive rebound by B. Bogdanović,,38,40
215,2,3:10.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,38,40
216,2,3:09.0,,Defensive rebound by D. Jordan,38,40
217,2,2:47.0,,K. Knox misses 2-pt jump shot from 6 ft,38,40
218,2,2:45.0,Defensive rebound by H. Barnes,,38,40
219,2,2:43.0,Shooting foul by L. Thomas (drawn by D. Fox),,38,40
220,2,2:43.0,D. Fox makes free throw 1 of 2,,39,40
221,2,2:43.0,N. Bjelica enters the game for B. Bogdanović,,39,40
222,2,2:43.0,,D. Dotson enters the game for L. Thomas,39,40
223,2,2:43.0,D. Fox makes free throw 2 of 2,,40,40
224,2,2:30.0,,Shooting foul by B. Hield (drawn by A. Trier),40,40
225,2,2:30.0,,Offensive rebound by Team,40,40
226,2,2:30.0,,A. Trier misses free throw 1 of 2,40,40
227,2,2:30.0,,A. Trier misses free throw 2 of 2,40,40
228,2,2:27.0,Defensive rebound by N. Bjelica,,40,40
229,2,2:16.0,Shooting foul by D. Jordan (drawn by H. Barnes),,40,40
230,2,2:16.0,H. Barnes makes free throw 1 of 2,,41,40
231,2,2:16.0,H. Barnes makes free throw 2 of 2,,42,40
232,2,1:59.0,,K. Knox makes 2-pt hook shot from 7 ft,42,42
233,2,1:49.0,B. Hield makes 2-pt layup from 2 ft,,44,42
234,2,1:31.0,Violation by Team (kicked ball),,44,42
235,2,1:21.0,,A. Trier makes 2-pt jump shot from 10 ft,44,44
236,2,1:08.0,D. Fox makes 2-pt jump shot from 20 ft,,46,44
237,2,0:57.0,,A. Trier makes 2-pt layup from 1 ft (assist by D. Smith),46,46
238,2,0:48.0,D. Fox misses 2-pt layup from 2 ft,,46,46
239,2,0:45.0,,Defensive rebound by D. Smith,46,46
240,2,0:42.0,,D. Jordan misses 2-pt layup from 3 ft,46,46
241,2,0:40.0,Defensive rebound by N. Bjelica,,46,46
242,2,0:36.0,B. Hield misses 2-pt layup from 1 ft,,46,46
243,2,0:36.0,Offensive rebound by W. Cauley-Stein,,46,46
244,2,0:36.0,W. Cauley-Stein makes 2-pt dunk at rim,,48,46
245,2,0:30.0,,D. Smith misses 3-pt jump shot from 26 ft,48,46
246,2,0:27.0,,Offensive rebound by Team,48,46
247,2,0:12.0,,K. Knox misses 3-pt jump shot from 26 ft,48,46
248,2,0:09.0,Defensive rebound by D. Fox,,48,46
249,2,0:01.0,Turnover by D. Fox (lost ball; steal by A. Trier),,48,46
250,2,0:00.0,,K. Knox misses 2-pt layup from 8 ft,48,46
251,2,0:00.0,,Offensive rebound by Team,48,46
252,3,11:40.0,D. Fox misses 3-pt jump shot from 27 ft,,48,46
253,3,11:37.0,,Defensive rebound by Team,48,46
254,3,11:13.0,,D. Jordan misses 2-pt hook shot from 3 ft,48,46
255,3,11:12.0,Defensive rebound by B. Hield,,48,46
256,3,11:05.0,H. Barnes misses 3-pt jump shot from 30 ft,,48,46
257,3,11:00.0,,Defensive rebound by L. Thomas,48,46
258,3,10:48.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by D. Smith),48,49
259,3,10:31.0,B. Hield misses 3-pt jump shot from 26 ft,,48,49
260,3,10:27.0,,Defensive rebound by L. Thomas,48,49
261,3,10:20.0,,D. Smith misses 3-pt jump shot from 25 ft,48,49
262,3,10:18.0,Defensive rebound by W. Cauley-Stein,,48,49
263,3,10:12.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,51,49
264,3,9:51.0,,D. Dotson misses 2-pt jump shot from 15 ft,51,49
265,3,9:47.0,Defensive rebound by W. Cauley-Stein,,51,49
266,3,9:37.0,D. Fox misses 3-pt jump shot from 23 ft,,51,49
267,3,9:37.0,,Defensive rebound by D. Jordan,51,49
268,3,9:19.0,,Turnover by K. Knox (traveling),51,49
269,3,9:12.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,54,49
270,3,9:12.0,,New York full timeout,54,49
271,3,9:00.0,,K. Knox misses 2-pt layup from 2 ft,54,49
272,3,8:59.0,,Offensive rebound by D. Jordan,54,49
273,3,8:59.0,,D. Jordan makes 2-pt layup from 1 ft,54,51
274,3,8:59.0,,Shooting foul by B. Bogdanović (drawn by D. Jordan),54,51
275,3,8:59.0,,D. Jordan makes free throw 1 of 1,54,52
276,3,8:43.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),,57,52
277,3,8:20.0,,L. Thomas misses 3-pt jump shot from 23 ft,57,52
278,3,8:18.0,,Offensive rebound by D. Jordan,57,52
279,3,8:15.0,,K. Knox misses 3-pt jump shot from 26 ft,57,52
280,3,8:11.0,Defensive rebound by W. Cauley-Stein,,57,52
281,3,8:05.0,Turnover by D. Fox (bad pass),,57,52
282,3,7:48.0,,D. Dotson makes 2-pt layup from 3 ft (assist by K. Knox),57,54
283,3,7:34.0,H. Barnes misses 2-pt jump shot from 11 ft,,57,54
284,3,7:32.0,,Defensive rebound by D. Jordan,57,54
285,3,7:25.0,,D. Smith makes 2-pt layup from 2 ft,57,56
286,3,7:20.0,Shooting foul by D. Jordan (drawn by D. Fox),,57,56
287,3,7:20.0,D. Fox makes free throw 1 of 2,,58,56
288,3,7:20.0,D. Fox misses free throw 2 of 2,,58,56
289,3,7:18.0,,Defensive rebound by L. Thomas,58,56
290,3,7:04.0,,K. Knox makes 2-pt layup from 1 ft (assist by D. Smith),58,58
291,3,7:04.0,Sacramento full timeout,,58,58
292,3,7:04.0,N. Bjelica enters the game for B. Bogdanović,,58,58
293,3,6:54.0,Personal foul by K. Knox (drawn by H. Barnes),,58,58
294,3,6:38.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,61,58
295,3,6:16.0,,L. Thomas makes 3-pt jump shot from 23 ft (assist by D. Dotson),61,61
296,3,6:00.0,W. Cauley-Stein misses 2-pt dunk from 2 ft,,61,61
297,3,5:58.0,,Defensive rebound by D. Jordan,61,61
298,3,5:54.0,,D. Dotson misses 2-pt jump shot from 21 ft,61,61
299,3,5:50.0,,D. Jordan makes 2-pt dunk at rim,61,63
300,3,5:50.0,,Offensive rebound by D. Jordan,61,63
301,3,5:37.0,N. Bjelica misses 3-pt jump shot from 29 ft,,61,63
302,3,5:35.0,,Defensive rebound by D. Jordan,61,63
303,3,5:24.0,,K. Knox misses 3-pt jump shot from 23 ft,61,63
304,3,5:21.0,Defensive rebound by N. Bjelica,,61,63
305,3,5:07.0,H. Barnes makes 2-pt jump shot from 11 ft (assist by D. Fox),,63,63
306,3,4:57.0,,D. Dotson misses 3-pt jump shot from 25 ft,63,63
307,3,4:54.0,Defensive rebound by W. Cauley-Stein,,63,63
308,3,4:46.0,B. Hield makes 3-pt jump shot from 27 ft (assist by D. Fox),,66,63
309,3,4:26.0,,D. Smith misses 2-pt layup from 3 ft,66,63
310,3,4:24.0,Defensive rebound by N. Bjelica,,66,63
311,3,4:24.0,Personal take foul by D. Smith (drawn by D. Fox),,66,63
312,3,4:24.0,H. Giles enters the game for W. Cauley-Stein,,66,63
313,3,4:24.0,,L. Kornet enters the game for D. Jordan,66,63
314,3,4:24.0,,E. Mudiay enters the game for K. Knox,66,63
315,3,4:24.0,,M. Robinson enters the game for D. Smith,66,63
316,3,4:24.0,,A. Trier enters the game for L. Thomas,66,63
317,3,4:08.0,H. Giles misses 2-pt jump shot from 20 ft,,66,63
318,3,4:04.0,,Defensive rebound by D. Dotson,66,63
319,3,3:54.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by D. Dotson),66,66
320,3,3:39.0,H. Giles makes 2-pt jump shot from 6 ft (assist by D. Fox),,68,66
321,3,3:21.0,,D. Dotson makes 2-pt jump shot from 16 ft (assist by L. Kornet),68,68
322,3,3:12.0,B. Hield makes 2-pt jump shot from 20 ft,,70,68
323,3,2:59.0,,L. Kornet misses 3-pt jump shot from 25 ft,70,68
324,3,2:56.0,Defensive rebound by H. Barnes,,70,68
325,3,2:49.0,H. Giles misses 2-pt hook shot from 4 ft,,70,68
326,3,2:48.0,Offensive rebound by H. Giles,,70,68
327,3,2:47.0,H. Giles misses 2-pt layup from 2 ft,,70,68
328,3,2:45.0,,Defensive rebound by E. Mudiay,70,68
329,3,2:42.0,,E. Mudiay misses 2-pt layup from 1 ft,70,68
330,3,2:38.0,Defensive rebound by B. Hield,,70,68
331,3,2:35.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,73,68
332,3,2:07.0,,Turnover by E. Mudiay (bad pass; steal by H. Giles),73,68
333,3,2:01.0,B. Hield misses 3-pt jump shot from 24 ft,,73,68
334,3,1:58.0,,Defensive rebound by M. Robinson,73,68
335,3,1:47.0,,D. Dotson misses 3-pt jump shot from 25 ft,73,68
336,3,1:44.0,Defensive rebound by N. Bjelica,,73,68
337,3,1:36.0,D. Fox makes 2-pt layup from 1 ft,,75,68
338,3,1:36.0,,New York full timeout,75,68
339,3,1:36.0,B. Bogdanović enters the game for H. Barnes,,75,68
340,3,1:36.0,C. Brewer enters the game for B. Hield,,75,68
341,3,1:25.0,,Shooting foul by D. Fox (drawn by A. Trier),75,68
342,3,1:25.0,,A. Trier misses free throw 1 of 2,75,68
343,3,1:25.0,,Offensive rebound by Team,75,68
344,3,1:25.0,,A. Trier misses free throw 2 of 2,75,68
345,3,1:21.0,Defensive rebound by C. Brewer,,75,68
346,3,1:07.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,78,68
347,3,0:50.0,,A. Trier misses 3-pt jump shot from 25 ft,78,68
348,3,0:48.0,Defensive rebound by D. Fox,,78,68
349,3,0:39.0,N. Bjelica misses 2-pt layup from 2 ft (block by M. Robinson),,78,68
350,3,0:39.0,Offensive rebound by Team,,78,68
351,3,0:39.0,,J. Jenkins enters the game for D. Dotson,78,68
352,3,0:26.0,D. Fox makes 2-pt layup from 2 ft,,80,68
353,3,0:05.0,,L. Kornet misses 3-pt jump shot from 28 ft,80,68
354,3,0:05.0,,Offensive rebound by M. Robinson,80,68
355,3,0:01.0,,M. Robinson misses 2-pt dunk at rim,80,68
356,3,0:01.0,Defensive rebound by B. Bogdanović,,80,68
357,3,0:00.0,B. Bogdanović misses 3-pt jump shot from 31 ft,,80,68
358,3,0:00.0,Offensive rebound by Team,,80,68
359,4,11:40.0,,J. Jenkins makes 3-pt jump shot from 23 ft (assist by E. Mudiay),80,71
360,4,11:22.0,N. Bjelica makes 2-pt layup from 2 ft (assist by B. Bogdanović),,82,71
361,4,10:56.0,,J. Jenkins makes 3-pt jump shot from 25 ft (assist by L. Kornet),82,74
362,4,10:36.0,N. Bjelica misses 3-pt jump shot from 28 ft,,82,74
363,4,10:34.0,,Defensive rebound by A. Trier,82,74
364,4,10:20.0,,Shooting foul by H. Giles (drawn by L. Kornet),82,74
365,4,10:20.0,,L. Kornet misses free throw 1 of 2,82,74
366,4,10:20.0,,Offensive rebound by Team,82,74
367,4,10:20.0,,L. Kornet makes free throw 2 of 2,82,75
368,4,10:02.0,Y. Ferrell makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,85,75
369,4,9:49.0,,J. Jenkins makes 3-pt jump shot from 26 ft (assist by E. Mudiay),85,78
370,4,9:28.0,Shooting foul by M. Robinson (drawn by B. Bogdanović),,85,78
371,4,9:28.0,B. Bogdanović makes free throw 1 of 2,,86,78
372,4,9:28.0,B. Bogdanović makes free throw 2 of 2,,87,78
373,4,9:12.0,,Shooting foul by N. Bjelica (drawn by M. Robinson),87,78
374,4,9:12.0,,M. Robinson makes free throw 1 of 2,87,79
375,4,9:12.0,,M. Robinson makes free throw 2 of 2,87,80
376,4,8:54.0,H. Giles misses 2-pt layup from 2 ft (block by L. Kornet),,87,80
377,4,8:51.0,,Defensive rebound by A. Trier,87,80
378,4,8:49.0,,Shooting foul by C. Brewer (drawn by A. Trier),87,80
379,4,8:49.0,,A. Trier makes free throw 1 of 2,87,81
380,4,8:49.0,,A. Trier makes free throw 2 of 2,87,82
381,4,8:32.0,C. Brewer misses 3-pt jump shot from 26 ft,,87,82
382,4,8:29.0,,Defensive rebound by M. Robinson,87,82
383,4,8:23.0,,A. Trier misses 3-pt jump shot from 26 ft,87,82
384,4,8:20.0,,Offensive rebound by M. Robinson,87,82
385,4,8:20.0,,M. Robinson makes 2-pt dunk from 1 ft,87,84
386,4,8:20.0,Sacramento full timeout,,87,84
387,4,8:20.0,H. Barnes enters the game for N. Bjelica,,87,84
388,4,8:08.0,Personal foul by M. Robinson (drawn by H. Giles),,87,84
389,4,7:56.0,H. Giles misses 2-pt hook shot from 6 ft,,87,84
