,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA CLIPPERS_ACTION,DETROIT_SCORE,LA CLIPPERS_SCORE
379,4,5:54.0,B. Brown misses 2-pt layup from 5 ft (block by M. Harrell),,97,92
380,4,5:51.0,,Defensive rebound by T. Harris,97,92
381,4,5:49.0,,P. Beverley misses 3-pt jump shot from 27 ft,97,92
382,4,5:45.0,Defensive rebound by B. Griffin,,97,92
383,4,5:40.0,Detroit full timeout,,97,92
384,4,5:24.0,B. Griffin misses 2-pt jump shot from 11 ft,,97,92
385,4,5:22.0,Offensive rebound by A. Drummond,,97,92
386,4,5:19.0,Turnover by A. Drummond (lost ball; steal by T. Harris),,97,92
387,4,5:15.0,,M. Harrell makes 2-pt layup from 1 ft (assist by T. Harris),97,94
388,4,4:53.0,R. Jackson misses 2-pt jump shot from 18 ft,,97,94
389,4,4:51.0,,Defensive rebound by D. Gallinari,97,94
390,4,4:45.0,,L. Williams makes 3-pt jump shot from 29 ft,97,97
391,4,4:25.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),,100,97
392,4,4:15.0,,L. Williams makes 2-pt layup from 1 ft,100,99
393,4,3:58.0,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),,102,99
394,4,3:41.0,,L. Williams misses 2-pt layup from 2 ft,102,99
395,4,3:39.0,Defensive rebound by A. Drummond,,102,99
396,4,3:22.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Griffin),,105,99
397,4,3:22.0,,LA Clippers full timeout,105,99
398,4,3:09.0,,Turnover by L. Williams (out of bounds lost ball),105,99
399,4,2:47.0,B. Griffin makes 2-pt hook shot from 3 ft,,107,99
400,4,2:38.0,,D. Gallinari misses 3-pt jump shot from 25 ft,107,99
401,4,2:36.0,,Offensive rebound by P. Beverley,107,99
402,4,2:29.0,,D. Gallinari misses 3-pt jump shot from 26 ft,107,99
403,4,2:27.0,,Offensive rebound by M. Harrell,107,99
404,4,2:27.0,,Shooting foul by B. Brown (drawn by M. Harrell),107,99
405,4,2:27.0,,M. Harrell misses free throw 1 of 2,107,99
406,4,2:27.0,,Offensive rebound by Team,107,99
407,4,2:27.0,,M. Harrell makes free throw 2 of 2,107,100
408,4,2:05.0,R. Jackson misses 2-pt layup from 3 ft (block by M. Harrell),,107,100
409,4,2:02.0,,Defensive rebound by M. Harrell,107,100
410,4,1:57.0,,T. Harris makes 2-pt jump shot from 12 ft (assist by P. Beverley),107,102
411,4,1:34.0,R. Bullock misses 3-pt jump shot from 27 ft,,107,102
412,4,1:33.0,Offensive rebound by A. Drummond,,107,102
413,4,1:33.0,Personal foul by P. Beverley (drawn by A. Drummond),,107,102
414,4,1:16.0,B. Griffin misses 3-pt jump shot from 23 ft,,107,102
415,4,1:13.0,,Defensive rebound by M. Harrell,107,102
416,4,1:13.0,,Shooting foul by R. Bullock (drawn by D. Gallinari),107,102
417,4,1:13.0,,D. Gallinari makes free throw 1 of 2,107,103
418,4,1:13.0,,D. Gallinari makes free throw 2 of 2,107,104
419,4,0:50.0,R. Jackson misses 3-pt jump shot from 26 ft,,107,104
420,4,0:46.0,Offensive rebound by R. Bullock,,107,104
421,4,0:46.0,R. Bullock misses 2-pt layup from 1 ft,,107,104
422,4,0:45.0,Offensive rebound by B. Brown,,107,104
423,4,0:33.0,B. Griffin misses 3-pt jump shot from 26 ft,,107,104
424,4,0:33.0,,Defensive rebound by D. Gallinari,107,104
425,4,0:33.0,,LA Clippers full timeout,107,104
426,4,0:28.0,Turnover by B. Griffin (step out of bounds),,107,104
427,4,0:28.0,,Turnover by M. Harrell (bad pass; steal by B. Griffin),107,104
428,4,0:21.0,,Turnover by L. Williams (bad pass; steal by B. Brown),107,104
429,4,0:20.0,Personal take foul by D. Gallinari (drawn by B. Brown),,107,104
430,4,0:20.0,B. Brown makes free throw 1 of 2,,108,104
431,4,0:20.0,B. Brown makes free throw 2 of 2,,109,104
432,4,0:20.0,,LA Clippers full timeout,109,104
433,4,0:10.0,,D. Gallinari misses 3-pt jump shot from 28 ft,109,104
434,4,0:08.0,Defensive rebound by B. Griffin,,109,104
