,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
32,1,8:11.0,,Shooting foul by T. Ferguson (drawn by C. McCollum),11,13
33,1,8:11.0,,C. McCollum makes free throw 1 of 2,11,14
34,1,8:11.0,D. Schröder enters the game for T. Ferguson,,11,14
35,1,8:11.0,,C. McCollum makes free throw 2 of 2,11,15
36,1,8:00.0,S. Adams makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,13,15
37,1,7:47.0,,Shooting foul by P. George (drawn by E. Freedom),13,15
38,1,7:47.0,,E. Freedom makes free throw 1 of 2,13,16
39,1,7:47.0,Oklahoma City full timeout,,13,16
40,1,7:47.0,,E. Freedom makes free throw 2 of 2,13,17
41,1,7:28.0,P. George misses 2-pt jump shot from 9 ft (block by M. Harkless),,13,17
42,1,7:26.0,,Defensive rebound by M. Harkless,13,17
43,1,7:09.0,,A. Aminu makes 2-pt jump shot from 5 ft (assist by M. Harkless),13,19
44,1,6:58.0,R. Westbrook misses 2-pt jump shot from 7 ft,,13,19
45,1,6:55.0,,Defensive rebound by A. Aminu,13,19
46,1,6:44.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by C. McCollum),13,22
47,1,6:33.0,Turnover by P. George (bad pass; steal by D. Lillard),,13,22
48,1,6:30.0,,Shooting foul by D. Schröder (drawn by D. Lillard),13,22
49,1,6:30.0,,D. Lillard misses free throw 1 of 2,13,22
50,1,6:30.0,,Offensive rebound by Team,13,22
51,1,6:30.0,,D. Lillard makes free throw 2 of 2,13,23
52,1,6:13.0,Shooting foul by M. Harkless (drawn by J. Grant),,13,23
53,1,6:13.0,J. Grant makes free throw 1 of 2,,14,23
54,1,6:13.0,,E. Turner enters the game for M. Harkless,14,23
55,1,6:13.0,J. Grant makes free throw 2 of 2,,15,23
56,1,5:59.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by E. Turner),15,26
57,1,5:50.0,R. Westbrook misses 2-pt layup from 2 ft (block by E. Freedom),,15,26
58,1,5:49.0,,Defensive rebound by D. Lillard,15,26
59,1,5:41.0,,C. McCollum misses 3-pt jump shot from 25 ft,15,26
60,1,5:39.0,,Offensive rebound by E. Freedom,15,26
61,1,5:38.0,,E. Freedom makes 2-pt layup from 1 ft,15,28
62,1,5:38.0,Oklahoma City full timeout,,15,28
63,1,5:19.0,S. Adams makes 2-pt hook shot from 4 ft,,17,28
64,1,4:53.0,,E. Freedom misses 3-pt jump shot from 25 ft,17,28
65,1,4:50.0,Defensive rebound by D. Schröder,,17,28
66,1,4:41.0,D. Schröder misses 2-pt jump shot from 16 ft,,17,28
67,1,4:39.0,Offensive rebound by J. Grant,,17,28
68,1,4:38.0,J. Grant makes 2-pt layup from 2 ft,,19,28
69,1,4:21.0,,Turnover by E. Turner (bad pass; steal by S. Adams),19,28
70,1,4:16.0,P. George misses 2-pt layup from 3 ft (block by A. Aminu),,19,28
71,1,4:14.0,,Defensive rebound by E. Turner,19,28
72,1,4:09.0,,C. McCollum misses 2-pt layup from 2 ft,19,28
73,1,4:09.0,,Offensive rebound by E. Freedom,19,28
74,1,4:05.0,,E. Freedom makes 2-pt layup from 1 ft,19,30
75,1,3:55.0,R. Westbrook misses 3-pt jump shot from 25 ft,,19,30
76,1,3:54.0,,Defensive rebound by E. Freedom,19,30
77,1,3:46.0,,D. Lillard makes 3-pt jump shot from 28 ft (assist by E. Turner),19,33
78,1,3:37.0,R. Westbrook makes 2-pt layup from 1 ft,,21,33
79,1,3:18.0,,Shooting foul by S. Adams (drawn by A. Aminu),21,33
80,1,3:18.0,,A. Aminu makes free throw 1 of 2,21,34
81,1,3:18.0,R. Felton enters the game for P. George,,21,34
82,1,3:18.0,,S. Curry enters the game for C. McCollum,21,34
83,1,3:18.0,,R. Hood enters the game for E. Turner,21,34
84,1,3:18.0,,A. Aminu makes free throw 2 of 2,21,35
85,1,2:59.0,R. Felton misses 3-pt jump shot from 24 ft,,21,35
86,1,2:56.0,,Defensive rebound by E. Freedom,21,35
87,1,2:45.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by E. Freedom),21,38
88,1,2:32.0,D. Schröder misses 3-pt jump shot from 25 ft,,21,38
89,1,2:29.0,,Defensive rebound by E. Freedom,21,38
90,1,2:21.0,,D. Lillard misses 3-pt jump shot from 25 ft,21,38
91,1,2:19.0,Defensive rebound by J. Grant,,21,38
92,1,2:12.0,S. Adams makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,23,38
93,1,1:49.0,,E. Freedom misses 2-pt jump shot from 16 ft,23,38
94,1,1:46.0,Defensive rebound by R. Westbrook,,23,38
95,1,1:36.0,J. Grant misses 2-pt layup from 1 ft (block by A. Aminu),,23,38
96,1,1:34.0,Offensive rebound by S. Adams,,23,38
97,1,1:27.0,R. Westbrook misses 3-pt jump shot from 25 ft,,23,38
98,1,1:23.0,,Defensive rebound by E. Freedom,23,38
99,1,1:14.0,,Turnover by R. Hood (step out of bounds),23,38
100,1,1:14.0,P. George enters the game for S. Adams,,23,38
101,1,1:14.0,M. Morris enters the game for J. Grant,,23,38
102,1,1:14.0,N. Noel enters the game for R. Westbrook,,23,38
103,1,1:14.0,,Z. Collins enters the game for A. Aminu,23,38
104,1,1:14.0,,M. Leonard enters the game for E. Freedom,23,38
105,1,1:00.0,D. Schröder makes 2-pt jump shot from 10 ft,,25,38
106,1,0:43.0,,D. Lillard misses 2-pt layup from 2 ft,25,38
107,1,0:42.0,Defensive rebound by P. George,,25,38
108,1,0:38.0,D. Schröder misses 3-pt jump shot from 25 ft,,25,38
109,1,0:33.0,Offensive rebound by N. Noel,,25,38
110,1,0:33.0,N. Noel misses 2-pt layup at rim,,25,38
111,1,0:33.0,,Defensive rebound by R. Hood,25,38
112,1,0:20.0,,Shooting foul by N. Noel (drawn by M. Leonard),25,38
113,1,0:20.0,,M. Leonard misses free throw 1 of 2,25,38
114,1,0:20.0,,Offensive rebound by Team,25,38
115,1,0:20.0,,E. Turner enters the game for D. Lillard,25,38
116,1,0:20.0,,M. Leonard makes free throw 2 of 2,25,39
117,1,0:00.0,M. Morris misses 2-pt jump shot from 18 ft,,25,39
118,1,0:00.0,Offensive rebound by Team,,25,39
119,2,11:39.0,,R. Hood misses 2-pt jump shot from 19 ft,25,39
120,2,11:36.0,Defensive rebound by N. Noel,,25,39
121,2,11:33.0,Shooting foul by R. Hood (drawn by D. Schröder),,25,39
122,2,11:33.0,D. Schröder makes free throw 1 of 2,,26,39
123,2,11:33.0,D. Schröder misses free throw 2 of 2,,26,39
124,2,11:29.0,,Defensive rebound by R. Hood,26,39
125,2,11:11.0,,R. Hood misses 2-pt jump shot from 6 ft,26,39
126,2,11:10.0,,Offensive rebound by Team,26,39
127,2,11:01.0,,E. Turner misses 2-pt layup from 2 ft,26,39
128,2,10:59.0,,Offensive rebound by E. Turner,26,39
129,2,10:59.0,,E. Turner makes 2-pt layup from 1 ft,26,41
130,2,10:44.0,D. Schröder misses 2-pt layup from 2 ft,,26,41
131,2,10:41.0,,Defensive rebound by E. Turner,26,41
132,2,10:34.0,,E. Turner misses 2-pt jump shot from 10 ft,26,41
133,2,10:30.0,Defensive rebound by P. George,,26,41
134,2,10:26.0,P. George misses 3-pt jump shot from 24 ft,,26,41
135,2,10:22.0,,Defensive rebound by Z. Collins,26,41
136,2,10:08.0,,Personal foul by R. Felton (drawn by M. Leonard),26,41
137,2,10:08.0,T. Ferguson enters the game for R. Felton,,26,41
138,2,10:01.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by R. Hood),26,44
139,2,9:49.0,M. Morris misses 3-pt jump shot from 23 ft,,26,44
140,2,9:47.0,Offensive rebound by N. Noel,,26,44
141,2,9:45.0,N. Noel makes 2-pt jump shot from 14 ft,,28,44
142,2,9:25.0,,R. Hood misses 2-pt jump shot from 12 ft,28,44
143,2,9:24.0,Defensive rebound by M. Morris,,28,44
144,2,9:20.0,Turnover by M. Morris (bad pass; steal by S. Curry),,28,44
145,2,9:14.0,,S. Curry makes 3-pt jump shot from 27 ft,28,47
146,2,9:08.0,P. George makes 3-pt jump shot from 22 ft (assist by T. Ferguson),,31,47
147,2,9:08.0,R. Westbrook enters the game for D. Schröder,,31,47
148,2,9:08.0,,M. Harkless enters the game for R. Hood,31,47
149,2,8:46.0,,S. Curry misses 2-pt jump shot from 6 ft,31,47
150,2,8:43.0,Defensive rebound by R. Westbrook,,31,47
151,2,8:40.0,Turnover by T. Ferguson (out of bounds lost ball),,31,47
152,2,8:23.0,,M. Leonard misses 2-pt jump shot from 12 ft,31,47
153,2,8:20.0,Defensive rebound by R. Westbrook,,31,47
154,2,8:14.0,R. Westbrook makes 2-pt layup at rim,,33,47
155,2,8:03.0,,Portland full timeout,33,47
156,2,8:03.0,S. Adams enters the game for N. Noel,,33,47
157,2,8:03.0,,C. McCollum enters the game for M. Leonard,33,47
158,2,7:50.0,,Turnover by M. Harkless (bad pass),33,47
159,2,7:38.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,36,47
160,2,7:21.0,,Shooting foul by T. Ferguson (drawn by C. McCollum),36,47
161,2,7:21.0,Technical foul by T. Ferguson,,36,47
162,2,7:21.0,,Technical foul by C. McCollum,36,47
163,2,7:21.0,,C. McCollum misses free throw 1 of 2,36,47
164,2,7:21.0,,Offensive rebound by Team,36,47
165,2,7:21.0,D. Schröder enters the game for T. Ferguson,,36,47
166,2,7:21.0,,D. Lillard enters the game for S. Curry,36,47
167,2,7:21.0,,C. McCollum makes free throw 2 of 2,36,48
168,2,7:07.0,P. George misses 3-pt jump shot from 30 ft,,36,48
169,2,7:01.0,,Defensive rebound by C. McCollum,36,48
170,2,6:56.0,,C. McCollum makes 2-pt jump shot from 3 ft,36,50
171,2,6:36.0,Turnover by R. Westbrook (bad pass; steal by D. Lillard),,36,50
172,2,6:29.0,,C. McCollum misses 3-pt jump shot from 25 ft,36,50
173,2,6:27.0,Defensive rebound by R. Westbrook,,36,50
174,2,6:25.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,36,50
175,2,6:25.0,R. Westbrook makes free throw 1 of 2,,37,50
176,2,6:25.0,J. Grant enters the game for M. Morris,,37,50
177,2,6:25.0,,A. Aminu enters the game for E. Turner,37,50
178,2,6:25.0,R. Westbrook makes free throw 2 of 2,,38,50
179,2,6:13.0,,Turnover by D. Lillard (bad pass),38,50
180,2,6:05.0,Personal foul by Z. Collins (drawn by S. Adams),,38,50
181,2,5:55.0,R. Westbrook misses 2-pt jump shot from 19 ft,,38,50
182,2,5:53.0,,Defensive rebound by C. McCollum,38,50
183,2,5:39.0,,Offensive foul by C. McCollum (drawn by D. Schröder),38,50
184,2,5:39.0,,Turnover by C. McCollum (offensive foul),38,50
185,2,5:39.0,,E. Freedom enters the game for Z. Collins,38,50
186,2,5:30.0,P. George misses 3-pt jump shot from 23 ft,,38,50
187,2,5:28.0,,Defensive rebound by C. McCollum,38,50
188,2,5:20.0,,C. McCollum makes 2-pt layup from 1 ft,38,52
189,2,5:00.0,D. Schröder makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,40,52
190,2,4:46.0,,Turnover by E. Freedom (traveling),40,52
191,2,4:40.0,J. Grant misses 3-pt jump shot from 25 ft,,40,52
192,2,4:38.0,Offensive rebound by S. Adams,,40,52
193,2,4:31.0,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),,42,52
194,2,4:13.0,,D. Lillard misses 3-pt jump shot from 28 ft,42,52
195,2,4:11.0,Defensive rebound by R. Westbrook,,42,52
196,2,4:06.0,R. Westbrook makes 2-pt layup from 1 ft,,44,52
197,2,4:06.0,,Portland full timeout,44,52
198,2,3:45.0,,D. Lillard misses 3-pt jump shot from 23 ft,44,52
199,2,3:44.0,Defensive rebound by Team,,44,52
200,2,3:35.0,Shooting foul by M. Harkless (drawn by R. Westbrook),,44,52
201,2,3:35.0,R. Westbrook makes free throw 1 of 2,,45,52
202,2,3:35.0,,R. Hood enters the game for M. Harkless,45,52
203,2,3:35.0,R. Westbrook makes free throw 2 of 2,,46,52
204,2,3:22.0,,Turnover by D. Lillard (bad pass; steal by D. Schröder),46,52
205,2,3:10.0,D. Schröder misses 3-pt jump shot from 26 ft,,46,52
206,2,3:08.0,,Defensive rebound by D. Lillard,46,52
207,2,2:59.0,,Turnover by D. Lillard (bad pass; steal by P. George),46,52
208,2,2:55.0,P. George misses 3-pt jump shot from 27 ft,,46,52
209,2,2:53.0,Offensive rebound by D. Schröder,,46,52
210,2,2:48.0,P. George misses 3-pt jump shot from 23 ft,,46,52
211,2,2:45.0,,Defensive rebound by A. Aminu,46,52
212,2,2:25.0,Violation by Team (kicked ball),,46,52
213,2,2:19.0,,C. McCollum misses 3-pt jump shot from 25 ft,46,52
214,2,2:15.0,Defensive rebound by R. Westbrook,,46,52
215,2,2:10.0,P. George misses 3-pt jump shot from 25 ft,,46,52
216,2,2:08.0,,Defensive rebound by E. Freedom,46,52
217,2,1:58.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. McCollum),46,54
218,2,1:43.0,S. Adams misses 2-pt dunk from 4 ft,,46,54
219,2,1:42.0,Offensive rebound by P. George,,46,54
220,2,1:33.0,D. Schröder misses 2-pt layup from 2 ft,,46,54
221,2,1:31.0,,Defensive rebound by E. Freedom,46,54
222,2,1:27.0,,Personal foul by P. George (drawn by D. Lillard),46,54
223,2,1:22.0,,C. McCollum misses 2-pt jump shot from 16 ft,46,54
224,2,1:18.0,Defensive rebound by D. Schröder,,46,54
225,2,1:13.0,P. George makes 2-pt dunk from 1 ft (assist by R. Westbrook),,48,54
226,2,0:47.0,,D. Lillard misses 3-pt jump shot from 26 ft,48,54
227,2,0:45.0,Defensive rebound by R. Westbrook,,48,54
228,2,0:41.0,Offensive foul by R. Westbrook (drawn by R. Hood),,48,54
229,2,0:41.0,Turnover by R. Westbrook (offensive foul),,48,54
230,2,0:33.0,,Turnover by A. Aminu (out of bounds lost ball),48,54
231,2,0:28.0,D. Schröder misses 3-pt jump shot from 26 ft,,48,54
232,2,0:26.0,,Defensive rebound by Team,48,54
233,2,0:26.0,,S. Curry enters the game for A. Aminu,48,54
234,2,0:06.0,,D. Lillard misses 2-pt jump shot from 22 ft,48,54
235,2,0:04.0,Defensive rebound by R. Westbrook,,48,54
236,2,0:01.0,Offensive foul by R. Westbrook (drawn by D. Lillard),,48,54
237,2,0:01.0,Turnover by R. Westbrook (offensive foul),,48,54
238,2,0:00.0,,Turnover by C. McCollum (bad pass; steal by P. George),48,54
239,2,0:00.0,Turnover by P. George (step out of bounds),,48,54
240,3,11:47.0,,M. Harkless misses 2-pt layup from 1 ft (block by J. Grant),48,54
241,3,11:47.0,,Offensive rebound by Team,48,54
242,3,11:38.0,,E. Freedom makes 2-pt jump shot from 19 ft,48,56
243,3,11:25.0,R. Westbrook makes 2-pt layup from 2 ft,,50,56
244,3,11:03.0,,Turnover by E. Freedom (traveling),50,56
245,3,10:51.0,R. Westbrook misses 2-pt jump shot from 16 ft,,50,56
246,3,10:49.0,,Defensive rebound by E. Freedom,50,56
247,3,10:30.0,,C. McCollum makes 2-pt jump shot from 5 ft,50,58
248,3,10:21.0,P. George misses 3-pt jump shot from 25 ft,,50,58
249,3,10:19.0,,Defensive rebound by E. Freedom,50,58
250,3,10:03.0,,M. Harkless makes 2-pt jump shot from 8 ft,50,60
251,3,9:50.0,P. George makes 2-pt layup from 2 ft,,52,60
252,3,9:40.0,,C. McCollum misses 2-pt jump shot from 5 ft,52,60
253,3,9:39.0,,Offensive rebound by A. Aminu,52,60
254,3,9:39.0,Violation by Team (kicked ball),,52,60
255,3,9:26.0,,D. Lillard misses 2-pt layup from 2 ft,52,60
256,3,9:23.0,,Offensive rebound by M. Harkless,52,60
257,3,9:23.0,,M. Harkless misses 2-pt dunk at rim,52,60
258,3,9:23.0,,Offensive rebound by M. Harkless,52,60
259,3,9:22.0,,M. Harkless misses 2-pt layup at rim,52,60
260,3,9:21.0,,Offensive rebound by E. Freedom,52,60
261,3,9:21.0,,E. Freedom misses 2-pt layup from 2 ft,52,60
262,3,9:21.0,Defensive rebound by Team,,52,60
263,3,9:14.0,R. Westbrook makes 2-pt layup from 4 ft,,54,60
264,3,8:49.0,,C. McCollum misses 2-pt jump shot from 21 ft,54,60
265,3,8:49.0,,Offensive rebound by Team,54,60
266,3,8:49.0,,Turnover by Team (shot clock),54,60
267,3,8:37.0,Offensive foul by S. Adams (drawn by E. Freedom),,54,60
268,3,8:37.0,Turnover by S. Adams (offensive foul),,54,60
269,3,8:24.0,,C. McCollum misses 2-pt jump shot from 7 ft,54,60
270,3,8:22.0,Defensive rebound by Team,,54,60
271,3,8:13.0,P. George misses 3-pt jump shot from 25 ft,,54,60
272,3,8:10.0,,Defensive rebound by D. Lillard,54,60
273,3,8:03.0,,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),54,62
274,3,7:53.0,Turnover by R. Westbrook (lost ball; steal by M. Harkless),,54,62
275,3,7:49.0,,A. Aminu misses 2-pt dunk from 1 ft (block by J. Grant),54,62
276,3,7:49.0,,Offensive rebound by Team,54,62
277,3,7:39.0,,D. Lillard misses 2-pt jump shot from 14 ft,54,62
278,3,7:38.0,,Offensive rebound by E. Freedom,54,62
279,3,7:36.0,,E. Freedom misses 2-pt layup from 2 ft,54,62
280,3,7:33.0,Defensive rebound by S. Adams,,54,62
281,3,7:30.0,Shooting foul by A. Aminu (drawn by R. Westbrook),,54,62
282,3,7:30.0,R. Westbrook makes free throw 1 of 2,,55,62
283,3,7:30.0,R. Westbrook makes free throw 2 of 2,,56,62
284,3,7:15.0,,C. McCollum misses 2-pt layup from 2 ft,56,62
285,3,7:14.0,,Offensive rebound by A. Aminu,56,62
286,3,7:14.0,,A. Aminu makes 2-pt dunk at rim,56,64
287,3,7:05.0,Offensive foul by J. Grant (drawn by D. Lillard),,56,64
288,3,7:05.0,Turnover by J. Grant (offensive foul),,56,64
289,3,6:47.0,,A. Aminu misses 2-pt layup from 1 ft (block by J. Grant),56,64
290,3,6:45.0,Defensive rebound by R. Westbrook,,56,64
291,3,6:35.0,J. Grant misses 2-pt jump shot from 5 ft,,56,64
292,3,6:32.0,,Defensive rebound by E. Freedom,56,64
293,3,6:27.0,,C. McCollum misses 2-pt jump shot from 5 ft,56,64
294,3,6:26.0,Defensive rebound by J. Grant,,56,64
295,3,6:19.0,Personal foul by M. Harkless (drawn by P. George),,56,64
296,3,6:19.0,,Portland full timeout,56,64
297,3,6:19.0,,R. Hood enters the game for M. Harkless,56,64
298,3,6:11.0,T. Ferguson misses 2-pt jump shot from 4 ft,,56,64
299,3,6:08.0,Offensive rebound by S. Adams,,56,64
300,3,6:00.0,R. Westbrook makes 2-pt jump shot from 9 ft,,58,64
301,3,6:00.0,D. Schröder enters the game for P. George,,58,64
302,3,5:39.0,,Turnover by C. McCollum (bad pass; steal by S. Adams),58,64
303,3,5:35.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),,60,64
304,3,5:19.0,,Personal foul by R. Westbrook (drawn by D. Lillard),60,64
305,3,5:05.0,,D. Lillard misses 2-pt layup from 2 ft,60,64
306,3,5:02.0,Defensive rebound by T. Ferguson,,60,64
307,3,4:56.0,R. Westbrook misses 3-pt jump shot from 25 ft,,60,64
308,3,4:55.0,Offensive rebound by J. Grant,,60,64
309,3,4:44.0,Turnover by S. Adams (bad pass; steal by E. Freedom),,60,64
310,3,4:31.0,,C. McCollum makes 2-pt jump shot from 3 ft,60,66
311,3,4:19.0,S. Adams makes 2-pt jump shot from 3 ft (assist by R. Westbrook),,62,66
312,3,3:57.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by C. McCollum),62,68
313,3,3:42.0,S. Adams misses 2-pt layup from 3 ft (block by E. Freedom),,62,68
314,3,3:39.0,Offensive rebound by S. Adams,,62,68
315,3,3:38.0,S. Adams misses 2-pt layup from 3 ft (block by A. Aminu),,62,68
316,3,3:36.0,Offensive rebound by S. Adams,,62,68
317,3,3:31.0,T. Ferguson misses 3-pt jump shot from 25 ft,,62,68
318,3,3:29.0,,Defensive rebound by A. Aminu,62,68
319,3,3:17.0,,D. Lillard makes 2-pt jump shot from 18 ft,62,70
320,3,2:54.0,J. Grant misses 2-pt layup from 1 ft,,62,70
321,3,2:52.0,,Defensive rebound by A. Aminu,62,70
322,3,2:42.0,,D. Lillard makes 2-pt layup from 1 ft (assist by E. Freedom),62,72
323,3,2:41.0,Oklahoma City full timeout,,62,72
324,3,2:41.0,P. George enters the game for S. Adams,,62,72
325,3,2:41.0,M. Morris enters the game for T. Ferguson,,62,72
326,3,2:41.0,N. Noel enters the game for J. Grant,,62,72
327,3,2:41.0,,S. Curry enters the game for C. McCollum,62,72
328,3,2:30.0,P. George makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,65,72
329,3,2:14.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by D. Lillard),65,74
330,3,1:59.0,R. Westbrook misses 2-pt jump shot from 6 ft (block by S. Curry),,65,74
331,3,1:56.0,,Defensive rebound by E. Freedom,65,74
332,3,1:56.0,,Personal foul by R. Westbrook (drawn by D. Lillard),65,74
333,3,1:56.0,R. Felton enters the game for R. Westbrook,,65,74
334,3,1:56.0,,Z. Collins enters the game for E. Freedom,65,74
335,3,1:44.0,,S. Curry misses 2-pt jump shot from 7 ft,65,74
336,3,1:41.0,Defensive rebound by R. Felton,,65,74
337,3,1:29.0,M. Morris makes 2-pt jump shot from 5 ft,,67,74
338,3,1:29.0,Shooting foul by Z. Collins (drawn by M. Morris),,67,74
339,3,1:29.0,M. Morris misses free throw 1 of 1,,67,74
340,3,1:27.0,,Defensive rebound by A. Aminu,67,74
341,3,1:19.0,,D. Lillard misses 3-pt jump shot from 28 ft,67,74
342,3,1:15.0,Defensive rebound by M. Morris,,67,74
343,3,1:09.0,D. Schröder misses 2-pt jump shot from 18 ft,,67,74
344,3,1:07.0,Offensive rebound by D. Schröder,,67,74
345,3,1:02.0,N. Noel makes 2-pt dunk from 1 ft (assist by M. Morris),,69,74
346,3,0:48.0,,Offensive foul by Z. Collins (drawn by N. Noel),69,74
347,3,0:48.0,,Turnover by Z. Collins (offensive foul),69,74
348,3,0:40.0,P. George misses 2-pt jump shot from 21 ft,,69,74
349,3,0:36.0,Offensive rebound by N. Noel,,69,74
350,3,0:31.0,Turnover by P. George (lost ball),,69,74
351,3,0:31.0,Loose ball foul by P. George (drawn by A. Aminu),,69,74
352,3,0:31.0,,A. Aminu makes free throw 1 of 2,69,75
353,3,0:31.0,,E. Turner enters the game for D. Lillard,69,75
354,3,0:31.0,,A. Aminu makes free throw 2 of 2,69,76
355,3,0:16.0,Offensive foul by R. Felton (drawn by S. Curry),,69,76
356,3,0:16.0,Turnover by R. Felton (offensive foul),,69,76
357,3,0:16.0,T. Ferguson enters the game for R. Felton,,69,76
358,3,0:16.0,J. Grant enters the game for M. Morris,,69,76
359,3,0:16.0,,D. Lillard enters the game for A. Aminu,69,76
360,3,0:16.0,,C. McCollum enters the game for E. Turner,69,76
361,3,0:00.0,,Turnover by D. Lillard (lost ball; steal by T. Ferguson),69,76
362,3,0:00.0,D. Schröder misses 3-pt jump shot from 38 ft,,69,76
363,3,0:00.0,Offensive rebound by Team,,69,76
364,4,11:50.0,Shooting foul by R. Hood (drawn by P. George),,69,76
365,4,11:50.0,P. George makes free throw 1 of 2,,70,76
366,4,11:50.0,P. George makes free throw 2 of 2,,71,76
367,4,11:36.0,,C. McCollum makes 2-pt jump shot from 18 ft,71,78
368,4,11:16.0,D. Schröder misses 2-pt layup from 1 ft,,71,78
369,4,11:13.0,Offensive rebound by N. Noel,,71,78
370,4,11:13.0,N. Noel makes 2-pt layup from 1 ft,,73,78
371,4,10:57.0,,Z. Collins makes 2-pt layup from 2 ft (assist by E. Turner),73,80
372,4,10:46.0,Turnover by M. Morris (lost ball; steal by E. Turner),,73,80
373,4,10:39.0,,S. Curry misses 3-pt jump shot from 24 ft,73,80
374,4,10:36.0,Defensive rebound by P. George,,73,80
375,4,10:26.0,N. Noel makes 2-pt jump shot from 7 ft (assist by D. Schröder),,75,80
376,4,10:07.0,,Turnover by Z. Collins (lost ball; steal by P. George),75,80
377,4,10:05.0,Shooting foul by Z. Collins (drawn by P. George),,75,80
378,4,10:05.0,P. George makes free throw 1 of 2,,76,80
379,4,10:05.0,P. George makes free throw 2 of 2,,77,80
380,4,10:02.0,,Personal foul by M. Morris (drawn by Z. Collins),77,80
381,4,9:52.0,,C. McCollum makes 2-pt jump shot from 7 ft,77,82
382,4,9:52.0,,Shooting foul by N. Noel (drawn by C. McCollum),77,82
383,4,9:52.0,,C. McCollum misses free throw 1 of 1,77,82
384,4,9:48.0,Defensive rebound by P. George,,77,82
385,4,9:36.0,R. Felton misses 2-pt jump shot from 9 ft,,77,82
386,4,9:34.0,Offensive rebound by N. Noel,,77,82
387,4,9:26.0,D. Schröder makes 2-pt layup from 1 ft,,79,82
388,4,9:00.0,,R. Hood makes 2-pt layup from 2 ft,79,84
389,4,8:43.0,D. Schröder makes 2-pt jump shot from 14 ft,,81,84
390,4,8:20.0,,C. McCollum misses 2-pt jump shot from 15 ft,81,84
391,4,8:18.0,Defensive rebound by P. George,,81,84
