,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,DETROIT_ACTION,MEMPHIS_SCORE,DETROIT_SCORE
386,4,5:31.0,Defensive rebound by B. Caboclo,,83,85
387,4,5:23.0,C. Parsons makes 2-pt layup from 5 ft,,85,85
388,4,5:01.0,,Shooting foul by C. Parsons (drawn by L. Galloway),85,85
389,4,5:01.0,,L. Galloway makes free throw 1 of 2,85,86
390,4,5:01.0,T. Dorsey enters the game for B. Caboclo,,85,86
391,4,5:01.0,J. Holiday enters the game for J. Carter,,85,86
392,4,5:01.0,,L. Galloway makes free throw 2 of 2,85,87
393,4,4:47.0,I. Rabb makes 2-pt dunk from 1 ft (assist by J. Holiday),,87,87
394,4,4:23.0,,L. Galloway misses 2-pt layup from 1 ft,87,87
395,4,4:23.0,Defensive rebound by D. Wright,,87,87
396,4,4:20.0,Personal foul by A. Drummond (drawn by D. Wright),,87,87
397,4,4:07.0,D. Wright makes 2-pt layup from 1 ft,,89,87
398,4,4:07.0,,Detroit full timeout,89,87
399,4,4:07.0,,B. Brown enters the game for L. Galloway,89,87
400,4,3:43.0,,B. Brown makes 2-pt layup from 1 ft (assist by I. Smith),89,89
401,4,3:25.0,Turnover by T. Dorsey (traveling),,89,89
402,4,3:07.0,,Turnover by A. Drummond (off goaltending),89,89
403,4,2:47.0,T. Dorsey misses 2-pt jump shot from 12 ft,,89,89
404,4,2:44.0,,Defensive rebound by B. Brown,89,89
405,4,2:33.0,,Personal foul by I. Rabb (drawn by A. Drummond),89,89
406,4,2:33.0,,A. Drummond makes free throw 1 of 2,89,90
407,4,2:33.0,,A. Drummond makes free throw 2 of 2,89,91
408,4,2:19.0,C. Parsons misses 3-pt jump shot from 27 ft,,89,91
409,4,2:15.0,Offensive rebound by D. Wright,,89,91
410,4,2:14.0,T. Dorsey misses 3-pt jump shot from 28 ft,,89,91
411,4,2:14.0,,Defensive rebound by I. Smith,89,91
412,4,1:54.0,,I. Smith makes 2-pt jump shot from 22 ft,89,93
413,4,1:33.0,Turnover by C. Parsons (bad pass; steal by A. Drummond),,89,93
414,4,1:14.0,,W. Ellington misses 3-pt jump shot from 24 ft,89,93
415,4,1:10.0,Defensive rebound by I. Rabb,,89,93
416,4,1:05.0,Shooting foul by B. Brown (drawn by T. Dorsey),,89,93
417,4,1:05.0,T. Dorsey misses free throw 1 of 2,,89,93
418,4,1:05.0,Offensive rebound by Team,,89,93
419,4,1:05.0,J. Carter enters the game for C. Parsons,,89,93
420,4,1:05.0,T. Dorsey makes free throw 2 of 2,,90,93
421,4,1:05.0,,Detroit full timeout,90,93
422,4,1:05.0,B. Caboclo enters the game for T. Dorsey,,90,93
423,4,1:05.0,,L. Galloway enters the game for B. Brown,90,93
424,4,0:50.0,,I. Smith makes 2-pt jump shot from 8 ft,90,95
425,4,0:50.0,Memphis full timeout,,90,95
426,4,0:50.0,C. Parsons enters the game for J. Carter,,90,95
427,4,0:50.0,,B. Brown enters the game for L. Kennard,90,95
428,4,0:45.0,B. Caboclo makes 3-pt jump shot from 24 ft (assist by D. Wright),,93,95
429,4,0:28.0,,I. Smith makes 2-pt layup from 3 ft,93,97
430,4,0:28.0,Memphis full timeout,,93,97
431,4,0:27.0,J. Holiday misses 3-pt jump shot from 26 ft,,93,97
432,4,0:25.0,,Defensive rebound by I. Smith,93,97
433,4,0:19.0,,Personal foul by B. Caboclo (drawn by W. Ellington),93,97
434,4,0:19.0,,W. Ellington makes free throw 1 of 2,93,98
435,4,0:19.0,,W. Ellington makes free throw 2 of 2,93,99
436,4,0:13.0,B. Caboclo misses 3-pt jump shot from 25 ft,,93,99
437,4,0:10.0,Offensive rebound by J. Holiday,,93,99
438,4,0:09.0,J. Holiday misses 3-pt jump shot from 25 ft,,93,99
439,4,0:07.0,,Defensive rebound by A. Drummond,93,99
440,4,0:07.0,,Personal foul by I. Rabb (drawn by A. Drummond),93,99
441,4,0:07.0,,A. Drummond makes free throw 1 of 2,93,100
442,4,0:07.0,,A. Drummond misses free throw 2 of 2,93,100
443,4,0:05.0,Defensive rebound by I. Rabb,,93,100
444,4,0:01.0,D. Wright misses 3-pt jump shot from 33 ft,,93,100
445,4,0:00.0,Offensive rebound by Team,,93,100
