,QUARTER,TIME_REMAINING,BOSTON_ACTION,ATLANTA_ACTION,BOSTON_SCORE,ATLANTA_SCORE
0,1,11:26.0,,Turnover by Team (shot clock),0,0
1,1,11:18.0,K. Irving misses 2-pt layup from 2 ft,,0,0
2,1,11:14.0,Offensive rebound by A. Baynes,,0,0
3,1,11:14.0,A. Baynes makes 2-pt layup from 1 ft,,2,0
4,1,11:04.0,,Turnover by J. Collins (bad pass; steal by J. Tatum),2,0
5,1,11:00.0,J. Brown misses 3-pt jump shot from 23 ft,,2,0
6,1,10:55.0,,Defensive rebound by D. Dedmon,2,0
7,1,10:48.0,,D. Dedmon makes 2-pt jump shot from 5 ft (assist by K. Bazemore),2,2
8,1,10:25.0,M. Morris misses 3-pt jump shot from 24 ft,,2,2
9,1,10:22.0,Offensive rebound by A. Baynes,,2,2
10,1,10:15.0,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Baynes),,5,2
11,1,10:04.0,,D. Dedmon makes 2-pt jump shot from 20 ft (assist by T. Young),5,4
12,1,9:51.0,K. Irving misses 3-pt jump shot from 25 ft,,5,4
13,1,9:43.0,,Defensive rebound by D. Dedmon,5,4
14,1,9:35.0,,T. Prince misses 2-pt layup from 5 ft,5,4
15,1,9:32.0,Defensive rebound by J. Brown,,5,4
16,1,9:27.0,Personal foul by T. Prince (drawn by J. Brown),,5,4
17,1,9:20.0,K. Irving makes 3-pt jump shot from 26 ft (assist by J. Brown),,8,4
18,1,9:04.0,,Shooting foul by A. Baynes (drawn by J. Collins),8,4
19,1,9:04.0,,J. Collins misses free throw 1 of 2,8,4
20,1,9:04.0,,Offensive rebound by Team,8,4
21,1,9:04.0,,J. Collins makes free throw 2 of 2,8,5
22,1,8:46.0,A. Baynes makes 2-pt hook shot from 8 ft (assist by J. Brown),,10,5
23,1,8:27.0,,T. Prince misses 3-pt jump shot from 26 ft,10,5
24,1,8:26.0,Defensive rebound by Team,,10,5
25,1,8:13.0,J. Brown makes 2-pt jump shot from 18 ft,,12,5
26,1,8:13.0,Away from play foul by T. Prince (drawn by A. Baynes),,12,5
27,1,8:13.0,,J. Lin enters the game for T. Prince,12,5
28,1,8:13.0,A. Baynes makes free throw 1 of 1,,13,5
29,1,8:02.0,,D. Dedmon misses 2-pt layup from 2 ft,13,5
30,1,7:59.0,Defensive rebound by M. Morris,,13,5
31,1,7:40.0,J. Brown misses 3-pt jump shot from 26 ft,,13,5
32,1,7:37.0,,Defensive rebound by J. Collins,13,5
33,1,7:29.0,,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),13,7
34,1,7:08.0,J. Tatum misses 2-pt layup at rim (block by T. Young),,13,7
35,1,7:07.0,Offensive rebound by Team,,13,7
36,1,7:07.0,,A. Len enters the game for D. Dedmon,13,7
37,1,6:59.0,J. Tatum makes 2-pt jump shot from 15 ft,,15,7
38,1,6:45.0,,J. Lin makes 2-pt layup from 1 ft,15,9
39,1,6:33.0,A. Baynes makes 3-pt jump shot from 26 ft (assist by K. Irving),,18,9
40,1,6:17.0,,T. Young makes 2-pt jump shot from 10 ft,18,11
41,1,6:05.0,K. Irving makes 2-pt jump shot from 23 ft (assist by A. Baynes),,20,11
42,1,5:54.0,,Shooting foul by J. Tatum (drawn by A. Len),20,11
43,1,5:54.0,,Atlanta full timeout,20,11
44,1,5:54.0,G. Hayward enters the game for J. Brown,,20,11
45,1,5:54.0,,K. Huerter enters the game for K. Bazemore,20,11
46,1,5:54.0,,O. Spellman enters the game for J. Collins,20,11
47,1,5:54.0,,A. Len makes free throw 1 of 2,20,12
48,1,5:54.0,,A. Len misses free throw 2 of 2,20,12
49,1,5:52.0,Defensive rebound by M. Morris,,20,12
50,1,5:29.0,G. Hayward makes 2-pt jump shot from 23 ft (assist by K. Irving),,22,12
51,1,5:29.0,,D. Bembry enters the game for T. Young,22,12
52,1,5:16.0,,J. Lin makes 2-pt jump shot from 15 ft,22,14
53,1,5:04.0,J. Tatum makes 2-pt jump shot from 18 ft (assist by K. Irving),,24,14
54,1,4:53.0,,Personal foul by K. Irving (drawn by J. Lin),24,14
55,1,4:50.0,,Turnover by A. Len (bad pass),24,14
56,1,4:37.0,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Baynes),,27,14
57,1,4:24.0,,A. Len misses 3-pt jump shot from 26 ft,27,14
58,1,4:21.0,Defensive rebound by J. Tatum,,27,14
59,1,4:17.0,J. Tatum makes 3-pt jump shot from 26 ft,,30,14
60,1,4:16.0,,Atlanta full timeout,30,14
61,1,4:16.0,M. Smart enters the game for K. Irving,,30,14
62,1,4:01.0,,K. Huerter makes 2-pt jump shot from 8 ft,30,16
63,1,3:47.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Baynes),,33,16
64,1,3:32.0,,J. Lin misses 3-pt jump shot from 26 ft,33,16
65,1,3:29.0,Defensive rebound by M. Morris,,33,16
66,1,3:20.0,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Smart),,36,16
67,1,3:02.0,,D. Bembry misses 3-pt jump shot from 25 ft,36,16
68,1,2:59.0,Defensive rebound by G. Hayward,,36,16
69,1,2:51.0,G. Hayward misses 2-pt jump shot from 13 ft,,36,16
70,1,2:50.0,Offensive rebound by Team,,36,16
71,1,2:50.0,,Loose ball foul by D. Bembry (drawn by A. Baynes),36,16
72,1,2:47.0,Turnover by A. Baynes (bad pass; steal by J. Lin),,36,16
73,1,2:44.0,,J. Lin makes 2-pt layup from 2 ft,36,18
74,1,2:35.0,Personal foul by K. Huerter (drawn by G. Hayward),,36,18
75,1,2:22.0,M. Morris makes 2-pt jump shot from 19 ft (assist by G. Hayward),,38,18
76,1,2:11.0,,Personal foul by M. Smart (drawn by J. Lin),38,18
77,1,2:11.0,T. Rozier enters the game for A. Baynes,,38,18
78,1,2:11.0,D. Theis enters the game for J. Tatum,,38,18
79,1,2:11.0,,J. Collins enters the game for A. Len,38,18
80,1,2:11.0,,D. Dedmon enters the game for O. Spellman,38,18
81,1,2:02.0,,Turnover by J. Collins (bad pass; steal by M. Morris),38,18
82,1,1:58.0,M. Morris misses 2-pt layup from 2 ft (block by D. Bembry),,38,18
83,1,1:55.0,,Defensive rebound by K. Huerter,38,18
84,1,1:52.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by K. Huerter),38,21
85,1,1:35.0,Shooting foul by J. Lin (drawn by M. Smart),,38,21
86,1,1:35.0,M. Smart makes free throw 1 of 2,,39,21
87,1,1:35.0,M. Smart makes free throw 2 of 2,,40,21
88,1,1:16.0,,D. Bembry misses 3-pt jump shot from 26 ft,40,21
89,1,1:14.0,,Offensive rebound by K. Huerter,40,21
90,1,1:11.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),40,23
91,1,0:49.0,M. Smart misses 2-pt jump shot from 8 ft (block by D. Bembry),,40,23
92,1,0:46.0,,Defensive rebound by J. Collins,40,23
93,1,0:42.0,,K. Huerter misses 3-pt jump shot from 26 ft,40,23
94,1,0:39.0,Defensive rebound by Team,,40,23
95,1,0:39.0,S. Ojeleye enters the game for M. Morris,,40,23
96,1,0:31.0,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by G. Hayward),,43,23
97,1,0:22.0,,J. Lin misses 2-pt layup from 2 ft (block by M. Smart),43,23
98,1,0:22.0,,Offensive rebound by Team,43,23
99,1,0:08.0,,D. Dedmon misses 2-pt jump shot from 12 ft,43,23
100,1,0:06.0,Defensive rebound by G. Hayward,,43,23
101,1,0:06.0,Personal foul by K. Huerter (drawn by G. Hayward),,43,23
102,1,0:06.0,G. Hayward makes free throw 1 of 2,,44,23
103,1,0:06.0,G. Hayward makes free throw 2 of 2,,45,23
104,1,0:00.0,,Turnover by J. Lin (bad pass; steal by M. Smart),45,23
105,2,11:46.0,T. Rozier misses 2-pt jump shot from 10 ft,,45,23
106,2,11:41.0,Offensive rebound by D. Theis,,45,23
107,2,11:41.0,D. Theis misses 2-pt layup from 1 ft,,45,23
108,2,11:40.0,,Defensive rebound by K. Bazemore,45,23
109,2,11:38.0,,T. Young misses 3-pt jump shot from 26 ft,45,23
110,2,11:35.0,Defensive rebound by S. Ojeleye,,45,23
111,2,11:30.0,G. Hayward makes 3-pt jump shot from 22 ft (assist by T. Rozier),,48,23
112,2,11:09.0,Violation by Team (kicked ball),,48,23
113,2,10:59.0,,J. Collins misses 2-pt layup from 3 ft (block by D. Theis),48,23
114,2,10:56.0,,Offensive rebound by J. Collins,48,23
115,2,10:55.0,,J. Collins makes 2-pt layup from 3 ft,48,25
116,2,10:37.0,S. Ojeleye misses 3-pt jump shot from 23 ft,,48,25
117,2,10:34.0,,Defensive rebound by K. Bazemore,48,25
118,2,10:24.0,,T. Prince misses 3-pt jump shot from 23 ft,48,25
119,2,10:21.0,Defensive rebound by T. Rozier,,48,25
120,2,10:13.0,S. Ojeleye misses 3-pt jump shot from 23 ft,,48,25
121,2,10:09.0,,Defensive rebound by D. Dedmon,48,25
122,2,9:58.0,,K. Bazemore misses 3-pt jump shot from 26 ft,48,25
123,2,9:55.0,Defensive rebound by D. Theis,,48,25
124,2,9:50.0,G. Hayward misses 3-pt jump shot from 26 ft,,48,25
125,2,9:47.0,,Defensive rebound by J. Collins,48,25
126,2,9:40.0,,T. Young misses 3-pt jump shot from 27 ft,48,25
127,2,9:37.0,Defensive rebound by G. Hayward,,48,25
128,2,9:34.0,Offensive foul by T. Rozier (drawn by J. Collins),,48,25
129,2,9:34.0,Turnover by T. Rozier (offensive foul),,48,25
130,2,9:22.0,,D. Dedmon misses 3-pt jump shot from 26 ft,48,25
131,2,9:18.0,Defensive rebound by S. Ojeleye,,48,25
132,2,9:08.0,M. Smart misses 3-pt jump shot from 25 ft,,48,25
133,2,9:04.0,,Defensive rebound by D. Dedmon,48,25
134,2,8:57.0,,K. Bazemore misses 2-pt layup from 3 ft,48,25
135,2,8:56.0,Defensive rebound by S. Ojeleye,,48,25
136,2,8:56.0,Personal foul by K. Bazemore (drawn by S. Ojeleye),,48,25
137,2,8:56.0,,J. Anderson enters the game for K. Bazemore,48,25
138,2,8:34.0,S. Ojeleye misses 2-pt jump shot from 13 ft,,48,25
139,2,8:32.0,,Defensive rebound by Team,48,25
140,2,8:32.0,Loose ball foul by D. Theis (drawn by D. Dedmon),,48,25
141,2,8:19.0,,Personal foul by G. Hayward (drawn by J. Collins),48,25
142,2,8:13.0,,Personal foul by D. Theis (drawn by T. Young),48,25
143,2,8:05.0,,J. Collins makes 2-pt layup from 2 ft (assist by T. Prince),48,27
144,2,7:53.0,Personal foul by T. Prince (drawn by M. Smart),,48,27
145,2,7:53.0,,D. Bembry enters the game for T. Prince,48,27
146,2,7:39.0,D. Theis makes 2-pt dunk from 2 ft (assist by G. Hayward),,50,27
147,2,7:26.0,,D. Dedmon misses 3-pt jump shot from 23 ft,50,27
148,2,7:21.0,Defensive rebound by S. Ojeleye,,50,27
149,2,7:12.0,Shooting foul by J. Collins (drawn by S. Ojeleye),,50,27
150,2,7:12.0,S. Ojeleye misses free throw 1 of 2,,50,27
151,2,7:12.0,Offensive rebound by Team,,50,27
152,2,7:12.0,,V. Carter enters the game for J. Collins,50,27
153,2,7:12.0,S. Ojeleye makes free throw 2 of 2,,51,27
