,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,INDIANA_ACTION,LA LAKERS_SCORE,INDIANA_SCORE
376,4,3:36.0,M. Beasley misses 2-pt layup from 2 ft,,88,128
377,4,3:35.0,,Defensive rebound by Team,88,128
378,4,3:16.0,,A. Holiday misses 2-pt jump shot from 4 ft,88,128
379,4,3:13.0,,Offensive rebound by D. Reed,88,128
380,4,3:12.0,,D. Reed makes 2-pt layup at rim,88,130
381,4,2:57.0,S. Mykhailiuk makes 2-pt layup from 1 ft (assist by M. Beasley),,90,130
382,4,2:40.0,,E. Sumner misses 2-pt jump shot from 4 ft,90,130
383,4,2:37.0,,Offensive rebound by E. Sumner,90,130
384,4,2:37.0,,E. Sumner makes 2-pt layup at rim,90,132
385,4,2:36.0,Turnover by K. Caldwell-Pope (inbound),,90,132
386,4,2:25.0,,A. Holiday makes 2-pt jump shot from 20 ft,90,134
387,4,2:10.0,S. Mykhailiuk misses 2-pt layup from 7 ft (block by T. Leaf),,90,134
388,4,2:07.0,,Defensive rebound by K. O'Quinn,90,134
389,4,2:03.0,,E. Sumner makes 2-pt layup from 1 ft (assist by K. O'Quinn),90,136
390,4,2:02.0,LA Lakers full timeout,,90,136
391,4,1:44.0,Shooting foul by E. Sumner (drawn by L. Stephenson),,90,136
392,4,1:44.0,L. Stephenson makes free throw 1 of 2,,91,136
393,4,1:44.0,L. Stephenson makes free throw 2 of 2,,92,136
394,4,1:28.0,,E. Sumner misses 3-pt jump shot from 30 ft,92,136
395,4,1:24.0,Defensive rebound by S. Mykhailiuk,,92,136
396,4,1:15.0,Shooting foul by A. Holiday (drawn by S. Mykhailiuk),,92,136
397,4,1:15.0,S. Mykhailiuk makes free throw 1 of 2,,93,136
398,4,1:15.0,S. Mykhailiuk makes free throw 2 of 2,,94,136
399,4,1:02.0,,T. Leaf misses 2-pt layup from 3 ft,94,136
400,4,1:00.0,Defensive rebound by K. Caldwell-Pope,,94,136
401,4,0:56.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,94,136
402,4,0:53.0,,Defensive rebound by A. Holiday,94,136
403,4,0:35.0,,T. Leaf misses 2-pt layup from 1 ft,94,136
404,4,0:33.0,Defensive rebound by M. Wagner,,94,136
405,4,0:25.0,M. Beasley misses 3-pt jump shot from 25 ft,,94,136
406,4,0:23.0,,Defensive rebound by T. Leaf,94,136
