,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
323,4,11:26.0,Shooting foul by E. İlyasova (drawn by J. Clarkson),,77,92
324,4,11:26.0,J. Clarkson makes free throw 1 of 2,,78,92
325,4,11:26.0,J. Clarkson makes free throw 2 of 2,,79,92
326,4,10:59.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,79,92
327,4,10:56.0,,Offensive rebound by G. Hill,79,92
328,4,10:56.0,,G. Hill makes 2-pt layup from 2 ft,79,94
329,4,10:30.0,Turnover by T. Thompson (lost ball; steal by E. Bledsoe),,79,94
330,4,10:30.0,C. Sexton enters the game for C. Osman,,79,94
331,4,10:30.0,,P. Connaughton enters the game for G. Hill,79,94
332,4,10:18.0,,E. Bledsoe makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),79,97
333,4,9:52.0,N. Stauskas makes 3-pt jump shot from 27 ft (assist by T. Thompson),,82,97
334,4,9:39.0,,S. Brown makes 2-pt dunk from 3 ft (assist by G. Antetokounmpo),82,99
335,4,9:26.0,Personal foul by E. İlyasova (drawn by J. Clarkson),,82,99
336,4,9:26.0,L. Nance enters the game for N. Stauskas,,82,99
337,4,9:26.0,,B. Lopez enters the game for E. İlyasova,82,99
338,4,9:18.0,T. Thompson makes 2-pt dunk from 1 ft (assist by J. Clarkson),,84,99
339,4,9:00.0,,Turnover by P. Connaughton (bad pass),84,99
340,4,8:45.0,Turnover by T. Thompson (bad pass; steal by P. Connaughton),,84,99
341,4,8:41.0,,S. Brown misses 2-pt layup from 3 ft,84,99
342,4,8:40.0,,Offensive rebound by P. Connaughton,84,99
343,4,8:40.0,,P. Connaughton misses 2-pt layup at rim,84,99
344,4,8:37.0,Defensive rebound by D. Nwaba,,84,99
345,4,8:28.0,J. Clarkson misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,84,99
346,4,8:24.0,Offensive rebound by J. Clarkson,,84,99
347,4,8:23.0,C. Sexton misses 3-pt jump shot from 27 ft,,84,99
348,4,8:20.0,,Defensive rebound by E. Bledsoe,84,99
349,4,8:17.0,,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),84,99
350,4,8:17.0,K. Love enters the game for T. Thompson,,84,99
351,4,8:17.0,,K. Middleton enters the game for S. Brown,84,99
352,4,8:10.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by B. Lopez),84,101
353,4,7:45.0,D. Nwaba makes 3-pt jump shot from 26 ft (assist by L. Nance),,87,101
354,4,7:33.0,,E. Bledsoe makes 3-pt jump shot from 28 ft,87,104
355,4,7:33.0,Cleveland full timeout,,87,104
356,4,7:25.0,Shooting foul by P. Connaughton (drawn by J. Clarkson),,87,104
357,4,7:25.0,J. Clarkson makes free throw 1 of 2,,88,104
358,4,7:25.0,J. Clarkson misses free throw 2 of 2,,88,104
359,4,7:21.0,,Defensive rebound by B. Lopez,88,104
360,4,7:10.0,,K. Middleton misses 3-pt jump shot from 23 ft,88,104
361,4,7:07.0,Defensive rebound by K. Love,,88,104
362,4,6:46.0,K. Love misses 3-pt jump shot from 28 ft,,88,104
363,4,6:43.0,,Defensive rebound by B. Lopez,88,104
364,4,6:38.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),88,104
365,4,6:27.0,K. Love misses 3-pt jump shot from 26 ft,,88,104
366,4,6:23.0,,Defensive rebound by B. Lopez,88,104
367,4,6:13.0,,K. Middleton makes 2-pt jump shot from 19 ft,88,106
368,4,6:01.0,J. Clarkson misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,88,106
369,4,6:00.0,Offensive rebound by C. Sexton,,88,106
370,4,6:00.0,Shooting foul by P. Connaughton (drawn by C. Sexton),,88,106
371,4,6:00.0,C. Sexton misses free throw 1 of 2,,88,106
372,4,6:00.0,Offensive rebound by Team,,88,106
373,4,6:00.0,C. Osman enters the game for D. Nwaba,,88,106
374,4,6:00.0,,G. Hill enters the game for G. Antetokounmpo,88,106
