,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
384,4,9:03.0,Turnover by T. Young (lost ball; steal by T. Jones),,92,95
385,4,8:59.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. Jones),92,97
386,4,8:59.0,,Shooting foul by A. Poythress (drawn by D. Šarić),92,97
387,4,8:59.0,J. Lin enters the game for T. Young,,92,97
388,4,8:59.0,,D. Šarić misses free throw 1 of 1,92,97
389,4,8:54.0,Defensive rebound by A. Poythress,,92,97
390,4,8:41.0,K. Bazemore makes 2-pt layup from 3 ft,,94,97
391,4,8:27.0,,D. Šarić makes 3-pt jump shot from 27 ft (assist by D. Rose),94,100
392,4,8:14.0,Personal foul by T. Jones (drawn by J. Lin),,94,100
393,4,8:14.0,J. Collins enters the game for A. Poythress,,94,100
394,4,8:14.0,,K. Towns enters the game for G. Dieng,94,100
395,4,8:04.0,K. Bazemore misses 2-pt jump shot from 12 ft,,94,100
396,4,8:01.0,,Defensive rebound by R. Covington,94,100
397,4,7:54.0,,D. Rose makes 3-pt jump shot from 27 ft,94,103
398,4,7:52.0,Atlanta full timeout,,94,103
399,4,7:29.0,D. Dedmon misses 2-pt jump shot from 15 ft,,94,103
400,4,7:25.0,,Defensive rebound by D. Rose,94,103
401,4,7:06.0,,D. Šarić misses 3-pt jump shot from 23 ft,94,103
402,4,7:02.0,Defensive rebound by J. Lin,,94,103
403,4,7:00.0,J. Lin misses 2-pt layup from 2 ft (block by R. Covington),,94,103
404,4,7:00.0,Offensive rebound by Team,,94,103
405,4,6:58.0,J. Collins misses 2-pt jump shot from 14 ft,,94,103
406,4,6:57.0,Offensive rebound by D. Bembry,,94,103
407,4,6:57.0,D. Bembry makes 2-pt layup at rim,,96,103
408,4,6:47.0,,Personal foul by D. Dedmon (drawn by R. Covington),96,103
409,4,6:47.0,,Violation by Team (delay of game),96,103
410,4,6:41.0,,R. Covington misses 3-pt jump shot from 26 ft,96,103
411,4,6:36.0,,Offensive rebound by K. Towns,96,103
412,4,6:34.0,,Turnover by K. Towns (bad pass; steal by J. Lin),96,103
413,4,6:21.0,K. Bazemore makes 2-pt jump shot from 10 ft (assist by D. Bembry),,98,103
414,4,6:03.0,,D. Rose misses 2-pt jump shot from 20 ft,98,103
415,4,6:00.0,,Offensive rebound by R. Covington,98,103
416,4,5:59.0,,Turnover by R. Covington (bad pass; steal by D. Bembry),98,103
417,4,5:55.0,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Bembry),,100,103
418,4,5:55.0,,Minnesota full timeout,100,103
419,4,5:55.0,V. Carter enters the game for D. Dedmon,,100,103
420,4,5:55.0,,A. Wiggins enters the game for T. Jones,100,103
421,4,5:41.0,,A. Wiggins misses 2-pt jump shot from 14 ft,100,103
422,4,5:39.0,Defensive rebound by K. Bazemore,,100,103
423,4,5:26.0,D. Bembry makes 2-pt layup from 2 ft (assist by J. Collins),,102,103
424,4,5:04.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by K. Towns),102,106
425,4,4:46.0,J. Collins makes 2-pt layup from 1 ft,,104,106
426,4,4:46.0,Shooting foul by K. Towns (drawn by J. Collins),,104,106
427,4,4:46.0,J. Collins makes free throw 1 of 1,,105,106
428,4,4:31.0,,A. Wiggins misses 3-pt jump shot from 26 ft,105,106
429,4,4:27.0,Defensive rebound by D. Bembry,,105,106
430,4,4:10.0,K. Bazemore misses 2-pt jump shot from 12 ft,,105,106
431,4,4:08.0,,Defensive rebound by K. Towns,105,106
432,4,4:05.0,,Shooting foul by D. Bembry (drawn by D. Rose),105,106
433,4,4:05.0,,D. Rose makes free throw 1 of 2,105,107
434,4,4:05.0,,D. Rose misses free throw 2 of 2,105,107
435,4,4:02.0,Defensive rebound by V. Carter,,105,107
436,4,3:52.0,V. Carter makes 3-pt jump shot from 25 ft,,108,107
437,4,3:28.0,,K. Towns makes 2-pt dunk from 2 ft (assist by D. Rose),108,109
438,4,3:17.0,V. Carter misses 3-pt jump shot from 27 ft,,108,109
439,4,3:15.0,Offensive rebound by Team,,108,109
440,4,3:15.0,D. Dedmon enters the game for V. Carter,,108,109
441,4,3:15.0,Atlanta full timeout,,108,109
442,4,3:10.0,J. Lin misses 2-pt jump shot from 14 ft,,108,109
443,4,3:07.0,,Defensive rebound by K. Towns,108,109
444,4,2:55.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Šarić),108,111
445,4,2:32.0,Shooting foul by R. Covington (drawn by K. Bazemore),,108,111
446,4,2:32.0,T. Young enters the game for J. Lin,,108,111
447,4,2:32.0,K. Bazemore misses free throw 1 of 2,,108,111
448,4,2:32.0,Offensive rebound by Team,,108,111
449,4,2:32.0,K. Bazemore misses free throw 2 of 2,,108,111
450,4,2:29.0,,Defensive rebound by A. Wiggins,108,111
451,4,2:10.0,,R. Covington misses 2-pt dunk from 1 ft,108,111
452,4,2:08.0,Defensive rebound by Team,,108,111
453,4,1:53.0,K. Bazemore misses 2-pt layup from 2 ft (block by K. Towns),,108,111
454,4,1:47.0,,Defensive rebound by D. Rose,108,111
455,4,1:26.0,,A. Wiggins misses 3-pt jump shot from 26 ft,108,111
456,4,1:23.0,,Offensive rebound by A. Wiggins,108,111
457,4,1:10.0,,D. Rose misses 2-pt jump shot from 20 ft,108,111
458,4,1:05.0,Defensive rebound by J. Collins,,108,111
459,4,0:55.0,Turnover by T. Young (back court),,108,111
460,4,0:41.0,,Personal foul by J. Collins (drawn by K. Towns),108,111
461,4,0:41.0,,K. Towns misses free throw 1 of 2,108,111
462,4,0:41.0,,Offensive rebound by Team,108,111
463,4,0:41.0,,T. Gibson enters the game for D. Šarić,108,111
464,4,0:41.0,,K. Towns makes free throw 2 of 2,108,112
465,4,0:34.0,D. Dedmon misses 3-pt jump shot from 25 ft,,108,112
466,4,0:30.0,Offensive rebound by Team,,108,112
467,4,0:27.0,K. Bazemore misses 3-pt jump shot from 26 ft,,108,112
468,4,0:23.0,Offensive rebound by T. Young,,108,112
469,4,0:21.0,J. Collins misses 2-pt layup from 2 ft,,108,112
470,4,0:20.0,Offensive rebound by J. Collins,,108,112
471,4,0:20.0,J. Collins makes 2-pt layup at rim,,110,112
472,4,0:20.0,,Minnesota full timeout,110,112
473,4,0:20.0,J. Anderson enters the game for T. Young,,110,112
474,4,0:20.0,,D. Šarić enters the game for T. Gibson,110,112
475,4,0:19.0,,Turnover by D. Šarić (bad pass; steal by K. Bazemore),110,112
476,4,0:17.0,K. Bazemore makes 2-pt dunk from 2 ft,,112,112
477,4,0:17.0,,Minnesota full timeout,112,112
478,4,0:00.0,,D. Rose misses 2-pt jump shot from 11 ft (block by J. Anderson),112,112
479,4,0:00.0,,Offensive rebound by R. Covington,112,112
480,1OT,4:46.0,,Personal foul by K. Bazemore (drawn by K. Towns),112,112
481,1OT,4:31.0,,A. Wiggins misses 2-pt jump shot from 14 ft,112,112
482,1OT,4:26.0,,Offensive rebound by D. Šarić,112,112
483,1OT,4:21.0,,R. Covington misses 3-pt jump shot from 23 ft,112,112
484,1OT,4:19.0,,Offensive rebound by R. Covington,112,112
485,1OT,4:17.0,,R. Covington makes 2-pt jump shot from 9 ft,112,114
486,1OT,4:02.0,T. Young misses 2-pt jump shot from 21 ft,,112,114
487,1OT,4:00.0,Offensive rebound by D. Dedmon,,112,114
488,1OT,3:58.0,T. Young makes 2-pt jump shot from 8 ft,,114,114
489,1OT,3:58.0,Shooting foul by K. Towns (drawn by T. Young),,114,114
490,1OT,3:58.0,,T. Jones enters the game for D. Rose,114,114
491,1OT,3:58.0,T. Young makes free throw 1 of 1,,115,114
492,1OT,3:45.0,,R. Covington makes 2-pt jump shot from 7 ft (assist by T. Jones),115,116
493,1OT,3:34.0,,Violation by Team (kicked ball),115,116
494,1OT,3:25.0,D. Dedmon misses 2-pt jump shot from 8 ft,,115,116
495,1OT,3:23.0,,Defensive rebound by K. Towns,115,116
496,1OT,3:09.0,,K. Towns misses 3-pt jump shot from 25 ft,115,116
497,1OT,3:04.0,Defensive rebound by K. Bazemore,,115,116
498,1OT,3:00.0,Turnover by K. Bazemore (lost ball; steal by A. Wiggins),,115,116
499,1OT,2:58.0,,Shooting foul by K. Bazemore (drawn by A. Wiggins),115,116
500,1OT,2:58.0,K. Huerter enters the game for K. Bazemore,,115,116
501,1OT,2:58.0,,A. Wiggins makes free throw 1 of 2,115,117
502,1OT,2:58.0,,A. Wiggins misses free throw 2 of 2,115,117
503,1OT,2:56.0,Defensive rebound by T. Young,,115,117
504,1OT,2:39.0,D. Bembry misses 2-pt jump shot from 8 ft,,115,117
505,1OT,2:34.0,,Defensive rebound by K. Towns,115,117
506,1OT,2:14.0,,R. Covington misses 3-pt jump shot from 26 ft,115,117
507,1OT,2:12.0,,Offensive rebound by K. Towns,115,117
508,1OT,2:01.0,,D. Šarić misses 3-pt jump shot from 24 ft,115,117
509,1OT,1:58.0,,Offensive rebound by K. Towns,115,117
510,1OT,1:54.0,,R. Covington misses 2-pt dunk at rim,115,117
511,1OT,1:52.0,Defensive rebound by D. Dedmon,,115,117
512,1OT,1:49.0,T. Young makes 3-pt jump shot from 25 ft,,118,117
513,1OT,1:35.0,,Personal foul by D. Dedmon (drawn by K. Towns),118,117
514,1OT,1:24.0,,D. Šarić misses 2-pt jump shot from 15 ft,118,117
515,1OT,1:23.0,Defensive rebound by Team,,118,117
516,1OT,1:13.0,T. Young misses 2-pt jump shot from 22 ft,,118,117
517,1OT,1:09.0,Offensive rebound by D. Dedmon,,118,117
518,1OT,1:09.0,D. Dedmon misses 2-pt layup at rim,,118,117
519,1OT,1:08.0,Offensive rebound by D. Dedmon,,118,117
520,1OT,1:04.0,T. Young misses 2-pt layup from 3 ft (block by K. Towns),,118,117
521,1OT,1:01.0,,Defensive rebound by R. Covington,118,117
522,1OT,0:49.0,,Shooting foul by K. Huerter (drawn by A. Wiggins),118,117
523,1OT,0:49.0,,A. Wiggins misses free throw 1 of 2,118,117
524,1OT,0:49.0,,Offensive rebound by Team,118,117
525,1OT,0:49.0,J. Anderson enters the game for T. Young,,118,117
526,1OT,0:49.0,,T. Gibson enters the game for D. Šarić,118,117
527,1OT,0:49.0,,A. Wiggins misses free throw 2 of 2,118,117
528,1OT,0:48.0,Defensive rebound by D. Bembry,,118,117
529,1OT,0:48.0,Atlanta full timeout,,118,117
530,1OT,0:48.0,T. Young enters the game for J. Anderson,,118,117
531,1OT,0:43.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by D. Bembry),,121,117
532,1OT,0:43.0,,Minnesota full timeout,121,117
533,1OT,0:43.0,J. Anderson enters the game for T. Young,,121,117
534,1OT,0:43.0,,D. Šarić enters the game for T. Gibson,121,117
535,1OT,0:36.0,,Shooting foul by J. Collins (drawn by K. Towns),121,117
536,1OT,0:36.0,,K. Towns makes free throw 1 of 2,121,118
537,1OT,0:36.0,T. Young enters the game for J. Anderson,,121,118
538,1OT,0:36.0,,T. Gibson enters the game for D. Šarić,121,118
539,1OT,0:36.0,,K. Towns makes free throw 2 of 2,121,119
540,1OT,0:15.0,K. Huerter misses 3-pt jump shot from 28 ft,,121,119
541,1OT,0:11.0,,Defensive rebound by A. Wiggins,121,119
542,1OT,0:04.0,,Shooting foul by T. Young (drawn by A. Wiggins),121,119
543,1OT,0:04.0,,A. Wiggins makes free throw 1 of 2,121,120
544,1OT,0:04.0,J. Anderson enters the game for T. Young,,121,120
545,1OT,0:04.0,,A. Wiggins misses free throw 2 of 2,121,120
546,1OT,0:02.0,Defensive rebound by D. Dedmon,,121,120
547,1OT,0:02.0,Atlanta full timeout,,121,120
548,1OT,0:02.0,V. Carter enters the game for J. Anderson,,121,120
549,1OT,0:02.0,J. Lin enters the game for D. Bembry,,121,120
550,1OT,0:02.0,T. Young enters the game for J. Collins,,121,120
551,1OT,0:02.0,Personal take foul by R. Covington (drawn by K. Huerter),,121,120
552,1OT,0:02.0,,J. Okogie enters the game for R. Covington,121,120
553,1OT,0:01.0,Personal take foul by T. Gibson (drawn by D. Dedmon),,121,120
554,1OT,0:01.0,D. Dedmon makes free throw 1 of 2,,122,120
555,1OT,0:01.0,J. Anderson enters the game for J. Lin,,122,120
556,1OT,0:01.0,D. Bembry enters the game for T. Young,,122,120
557,1OT,0:01.0,D. Dedmon makes free throw 2 of 2,,123,120
558,1OT,0:01.0,,Minnesota full timeout,123,120
559,1OT,0:01.0,,D. Šarić enters the game for T. Gibson,123,120
560,1OT,0:00.0,,J. Okogie misses 3-pt jump shot from 22 ft,123,120
561,1OT,0:00.0,,Offensive rebound by Team,123,120
