,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
36,1,7:36.0,,Shooting foul by M. Harkless (drawn by N. Bjelica),6,10
37,1,7:36.0,,N. Bjelica makes free throw 1 of 2,6,11
38,1,7:36.0,,K. Koufos enters the game for W. Cauley-Stein,6,11
39,1,7:36.0,,N. Bjelica misses free throw 2 of 2,6,11
40,1,7:34.0,Defensive rebound by A. Aminu,,6,11
41,1,7:26.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by D. Lillard),,9,11
42,1,7:09.0,,I. Shumpert misses 2-pt jump shot from 22 ft,9,11
43,1,7:07.0,Defensive rebound by J. Nurkić,,9,11
44,1,6:59.0,J. Nurkić misses 2-pt layup from 2 ft,,9,11
45,1,6:58.0,Offensive rebound by J. Nurkić,,9,11
46,1,6:58.0,Shooting foul by K. Koufos (drawn by J. Nurkić),,9,11
47,1,6:58.0,,Sacramento full timeout,9,11
48,1,6:58.0,J. Nurkić makes free throw 1 of 2,,10,11
49,1,6:58.0,J. Nurkić makes free throw 2 of 2,,11,11
50,1,6:38.0,,I. Shumpert misses 3-pt jump shot from 23 ft,11,11
51,1,6:35.0,Defensive rebound by A. Aminu,,11,11
52,1,6:29.0,C. McCollum misses 3-pt jump shot from 25 ft,,11,11
53,1,6:26.0,,Defensive rebound by N. Bjelica,11,11
54,1,6:18.0,,K. Koufos misses 2-pt hook shot from 11 ft,11,11
55,1,6:15.0,Defensive rebound by M. Harkless,,11,11
56,1,6:05.0,C. McCollum misses 2-pt jump shot from 14 ft,,11,11
57,1,6:03.0,,Defensive rebound by K. Koufos,11,11
58,1,5:56.0,,B. Hield misses 2-pt jump shot from 8 ft,11,11
59,1,5:53.0,Defensive rebound by J. Nurkić,,11,11
60,1,5:48.0,,Violation by Team (kicked ball),11,11
61,1,5:48.0,,B. Bogdanović enters the game for D. Fox,11,11
62,1,5:42.0,M. Harkless makes 2-pt layup from 3 ft (assist by J. Nurkić),,13,11
63,1,5:22.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),13,14
64,1,5:05.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,15,14
65,1,4:47.0,,N. Bjelica misses 3-pt jump shot from 25 ft,15,14
66,1,4:45.0,Defensive rebound by D. Lillard,,15,14
67,1,4:39.0,Shooting foul by N. Bjelica (drawn by J. Nurkić),,15,14
68,1,4:39.0,J. Nurkić makes free throw 1 of 2,,16,14
69,1,4:39.0,S. Curry enters the game for M. Harkless,,16,14
70,1,4:39.0,E. Turner enters the game for C. McCollum,,16,14
71,1,4:39.0,,J. Jackson enters the game for I. Shumpert,16,14
72,1,4:39.0,J. Nurkić misses free throw 2 of 2,,16,14
73,1,4:34.0,,Defensive rebound by K. Koufos,16,14
74,1,4:25.0,,Turnover by B. Bogdanović (bad pass; steal by J. Nurkić),16,14
75,1,4:18.0,J. Nurkić misses 2-pt hook shot from 6 ft,,16,14
76,1,4:16.0,,Defensive rebound by B. Bogdanović,16,14
77,1,4:11.0,,N. Bjelica makes 2-pt dunk from 1 ft (assist by B. Bogdanović),16,16
78,1,4:07.0,Turnover by J. Nurkić (bad pass; steal by J. Jackson),,16,16
79,1,4:04.0,,B. Hield makes 2-pt layup from 1 ft (assist by J. Jackson),16,18
80,1,3:51.0,D. Lillard makes 2-pt jump shot from 18 ft (assist by J. Nurkić),,18,18
81,1,3:34.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by K. Koufos),18,21
82,1,3:33.0,Portland full timeout,,18,21
83,1,3:33.0,Z. Collins enters the game for A. Aminu,,18,21
84,1,3:33.0,M. Leonard enters the game for J. Nurkić,,18,21
85,1,3:33.0,,Y. Ferrell enters the game for N. Bjelica,18,21
86,1,3:11.0,S. Curry makes 3-pt jump shot from 23 ft (assist by M. Leonard),,21,21
87,1,2:50.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,21,21
88,1,2:48.0,,Offensive rebound by B. Hield,21,21
89,1,2:40.0,,K. Koufos makes 2-pt layup from 4 ft (assist by B. Hield),21,23
90,1,2:15.0,Z. Collins misses 2-pt jump shot from 20 ft,,21,23
91,1,2:15.0,Offensive rebound by Team,,21,23
92,1,2:15.0,Turnover by Team (shot clock),,21,23
93,1,2:00.0,,Offensive foul by K. Koufos (drawn by Z. Collins),21,23
94,1,2:00.0,,Turnover by K. Koufos (offensive foul),21,23
95,1,2:00.0,M. Harkless enters the game for Z. Collins,,21,23
96,1,1:48.0,D. Lillard misses 2-pt jump shot from 12 ft,,21,23
97,1,1:46.0,,Defensive rebound by K. Koufos,21,23
98,1,1:41.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,21,23
99,1,1:37.0,Defensive rebound by M. Harkless,,21,23
100,1,1:33.0,Shooting foul by B. Bogdanović (drawn by D. Lillard),,21,23
101,1,1:33.0,D. Lillard makes free throw 1 of 3,,22,23
102,1,1:33.0,Z. Collins enters the game for M. Harkless,,22,23
103,1,1:33.0,,D. Fox enters the game for B. Hield,22,23
104,1,1:33.0,D. Lillard makes free throw 2 of 3,,23,23
105,1,1:33.0,D. Lillard makes free throw 3 of 3,,24,23
106,1,1:16.0,,Turnover by J. Jackson (traveling),24,23
107,1,0:56.0,Z. Collins misses 3-pt jump shot from 26 ft,,24,23
108,1,0:53.0,Offensive rebound by D. Lillard,,24,23
109,1,0:53.0,Personal foul by B. Bogdanović (drawn by D. Lillard),,24,23
110,1,0:53.0,D. Lillard makes free throw 1 of 2,,25,23
111,1,0:53.0,,W. Cauley-Stein enters the game for K. Koufos,25,23
112,1,0:53.0,D. Lillard makes free throw 2 of 2,,26,23
113,1,0:31.0,,B. Bogdanović misses 2-pt layup from 4 ft,26,23
114,1,0:30.0,,Offensive rebound by J. Jackson,26,23
115,1,0:30.0,,J. Jackson makes 2-pt layup from 2 ft,26,25
116,1,0:05.0,D. Lillard misses 3-pt jump shot from 24 ft,,26,25
117,1,0:05.0,,Defensive rebound by D. Fox,26,25
118,2,11:43.0,,Turnover by B. Bogdanović (bad pass; steal by S. Curry),26,25
119,2,11:37.0,S. Curry makes 2-pt jump shot from 23 ft,,28,25
120,2,11:27.0,,J. Jackson misses 3-pt jump shot from 26 ft,28,25
121,2,11:24.0,Defensive rebound by S. Curry,,28,25
122,2,11:20.0,Turnover by S. Curry (bad pass),,28,25
123,2,11:09.0,,Y. Ferrell makes 2-pt jump shot from 20 ft,28,27
124,2,10:56.0,Personal foul by J. Jackson (drawn by Z. Collins),,28,27
125,2,10:53.0,Z. Collins makes 2-pt hook shot from 4 ft (assist by E. Turner),,30,27
126,2,10:42.0,,Turnover by B. Bogdanović (lost ball; steal by S. Curry),30,27
127,2,10:37.0,S. Curry makes 2-pt layup from 1 ft,,32,27
128,2,10:31.0,,D. Fox makes 2-pt jump shot from 17 ft,32,29
129,2,10:11.0,N. Stauskas misses 3-pt jump shot from 25 ft,,32,29
130,2,10:07.0,,Defensive rebound by J. Jackson,32,29
131,2,10:01.0,,D. Fox misses 2-pt jump shot from 20 ft,32,29
132,2,9:59.0,Defensive rebound by Z. Collins,,32,29
133,2,9:50.0,Z. Collins misses 3-pt jump shot from 25 ft,,32,29
134,2,9:47.0,Offensive rebound by M. Leonard,,32,29
135,2,9:33.0,Turnover by M. Leonard (bad pass; steal by B. Bogdanović),,32,29
136,2,9:29.0,,Y. Ferrell makes 2-pt layup from 2 ft,32,31
137,2,9:12.0,S. Curry misses 3-pt jump shot from 26 ft,,32,31
138,2,9:11.0,,Defensive rebound by Team,32,31
139,2,9:11.0,Loose ball foul by Z. Collins (drawn by D. Fox),,32,31
140,2,9:11.0,,N. Bjelica enters the game for B. Bogdanović,32,31
141,2,9:11.0,,I. Shumpert enters the game for Y. Ferrell,32,31
142,2,8:52.0,,I. Shumpert makes 2-pt jump shot from 16 ft,32,33
143,2,8:43.0,Personal foul by N. Bjelica (drawn by Z. Collins),,32,33
144,2,8:43.0,C. McCollum enters the game for E. Turner,,32,33
145,2,8:35.0,S. Curry makes 3-pt jump shot from 26 ft (assist by Z. Collins),,35,33
146,2,8:24.0,,D. Fox misses 2-pt layup from 3 ft,35,33
147,2,8:21.0,Defensive rebound by M. Leonard,,35,33
148,2,8:06.0,C. McCollum makes 2-pt jump shot from 8 ft,,37,33
149,2,8:01.0,,Personal foul by C. McCollum (drawn by J. Jackson),37,33
150,2,7:52.0,,J. Jackson misses 2-pt jump shot from 10 ft,37,33
151,2,7:48.0,Defensive rebound by Z. Collins,,37,33
152,2,7:44.0,Offensive foul by M. Leonard (drawn by I. Shumpert),,37,33
153,2,7:44.0,Turnover by M. Leonard (offensive foul),,37,33
154,2,7:27.0,,D. Fox misses 2-pt jump shot from 21 ft,37,33
155,2,7:25.0,,Offensive rebound by N. Bjelica,37,33
156,2,7:25.0,,Shooting foul by N. Stauskas (drawn by N. Bjelica),37,33
157,2,7:25.0,,N. Bjelica misses free throw 1 of 2,37,33
158,2,7:25.0,,Offensive rebound by Team,37,33
159,2,7:25.0,,N. Bjelica makes free throw 2 of 2,37,34
160,2,7:17.0,C. McCollum makes 2-pt jump shot from 5 ft,,39,34
161,2,7:16.0,,Sacramento full timeout,39,34
162,2,6:59.0,,I. Shumpert makes 2-pt jump shot from 18 ft,39,36
163,2,6:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,42,36
164,2,6:31.0,,Turnover by D. Fox (bad pass; steal by S. Curry),42,36
165,2,6:26.0,Turnover by N. Stauskas (bad pass; steal by I. Shumpert),,42,36
166,2,6:20.0,,I. Shumpert misses 3-pt jump shot from 25 ft,42,36
167,2,6:16.0,Defensive rebound by M. Leonard,,42,36
168,2,6:06.0,Z. Collins misses 3-pt jump shot from 22 ft,,42,36
169,2,6:03.0,,Defensive rebound by J. Jackson,42,36
170,2,6:01.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,42,36
171,2,6:00.0,,Offensive rebound by Team,42,36
172,2,6:00.0,Loose ball foul by S. Curry (drawn by N. Bjelica),,42,36
173,2,6:00.0,A. Aminu enters the game for Z. Collins,,42,36
174,2,6:00.0,M. Harkless enters the game for M. Leonard,,42,36
175,2,6:00.0,J. Nurkić enters the game for N. Stauskas,,42,36
176,2,6:00.0,,B. Bogdanović enters the game for N. Bjelica,42,36
177,2,6:00.0,,B. Hield enters the game for J. Jackson,42,36
178,2,5:49.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft,42,36
179,2,5:45.0,Defensive rebound by J. Nurkić,,42,36
180,2,5:33.0,Shooting foul by D. Fox (drawn by S. Curry),,42,36
181,2,5:33.0,S. Curry makes free throw 1 of 2,,43,36
182,2,5:33.0,S. Curry makes free throw 2 of 2,,44,36
183,2,5:14.0,,D. Fox misses 2-pt jump shot from 6 ft,44,36
184,2,5:12.0,Defensive rebound by J. Nurkić,,44,36
185,2,5:07.0,S. Curry misses 3-pt jump shot from 25 ft,,44,36
186,2,5:04.0,,Defensive rebound by B. Hield,44,36
187,2,5:00.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,44,36
188,2,4:56.0,Defensive rebound by J. Nurkić,,44,36
189,2,4:47.0,C. McCollum makes 2-pt layup from 5 ft (assist by J. Nurkić),,46,36
190,2,4:34.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by I. Shumpert),46,39
191,2,4:24.0,C. McCollum makes 2-pt hook shot from 6 ft,,48,39
192,2,4:13.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),48,42
193,2,4:12.0,Portland full timeout,,48,42
194,2,4:12.0,D. Lillard enters the game for S. Curry,,48,42
195,2,4:12.0,,N. Bjelica enters the game for W. Cauley-Stein,48,42
196,2,3:57.0,M. Harkless makes 2-pt dunk from 1 ft (assist by D. Lillard),,50,42
197,2,3:41.0,,D. Fox misses 2-pt layup from 2 ft (block by J. Nurkić),50,42
198,2,3:37.0,Defensive rebound by M. Harkless,,50,42
199,2,3:25.0,C. McCollum misses 2-pt jump shot from 20 ft,,50,42
200,2,3:23.0,Offensive rebound by J. Nurkić,,50,42
201,2,3:21.0,J. Nurkić makes 2-pt hook shot from 2 ft,,52,42
202,2,3:09.0,,Shooting foul by C. McCollum (drawn by N. Bjelica),52,42
203,2,3:09.0,,N. Bjelica makes free throw 1 of 2,52,43
204,2,3:09.0,,N. Bjelica makes free throw 2 of 2,52,44
205,2,2:55.0,D. Lillard makes 2-pt layup from 2 ft,,54,44
206,2,2:46.0,,B. Hield misses 2-pt jump shot from 21 ft,54,44
207,2,2:46.0,,Offensive rebound by N. Bjelica,54,44
208,2,2:45.0,,N. Bjelica makes 2-pt layup from 1 ft,54,46
209,2,2:45.0,,Shooting foul by A. Aminu (drawn by N. Bjelica),54,46
210,2,2:45.0,,J. Jackson enters the game for D. Fox,54,46
211,2,2:45.0,,N. Bjelica makes free throw 1 of 1,54,47
212,2,2:35.0,Personal foul by N. Bjelica (drawn by J. Nurkić),,54,47
213,2,2:29.0,J. Nurkić makes 2-pt hook shot from 6 ft (assist by A. Aminu),,56,47
214,2,2:08.0,,B. Hield misses 3-pt jump shot from 26 ft (block by J. Nurkić),56,47
215,2,2:06.0,Defensive rebound by A. Aminu,,56,47
216,2,2:05.0,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),,58,47
217,2,1:43.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Hield),58,50
218,2,1:27.0,J. Nurkić makes 2-pt jump shot from 14 ft,,60,50
219,2,1:15.0,,Turnover by N. Bjelica (lost ball; steal by J. Nurkić),60,50
220,2,1:09.0,A. Aminu misses 2-pt layup from 6 ft (block by B. Hield),,60,50
221,2,1:09.0,Offensive rebound by Team,,60,50
222,2,1:09.0,,K. Koufos enters the game for N. Bjelica,60,50
223,2,1:09.0,Turnover by J. Nurkić (offensive foul),,60,50
224,2,1:09.0,Offensive foul by J. Nurkić (drawn by J. Jackson),,60,50
225,2,0:57.0,,Turnover by B. Bogdanović (lost ball; steal by J. Nurkić),60,50
226,2,0:41.0,C. McCollum makes 2-pt jump shot from 16 ft,,62,50
227,2,0:29.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,62,50
228,2,0:26.0,Defensive rebound by J. Nurkić,,62,50
229,2,0:10.0,Shooting foul by B. Bogdanović (drawn by J. Nurkić),,62,50
230,2,0:10.0,J. Nurkić makes free throw 1 of 2,,63,50
231,2,0:10.0,E. Turner enters the game for C. McCollum,,63,50
232,2,0:10.0,,N. Bjelica enters the game for K. Koufos,63,50
233,2,0:10.0,J. Nurkić makes free throw 2 of 2,,64,50
234,2,0:00.0,,N. Bjelica misses 2-pt jump shot from 17 ft,64,50
235,2,0:00.0,,Offensive rebound by Team,64,50
236,3,11:35.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,64,50
237,3,11:31.0,,Offensive rebound by N. Bjelica,64,50
238,3,11:30.0,,N. Bjelica makes 2-pt hook shot from 2 ft,64,52
239,3,11:18.0,D. Lillard misses 3-pt jump shot from 27 ft,,64,52
240,3,11:15.0,,Defensive rebound by W. Cauley-Stein,64,52
241,3,11:11.0,,B. Hield misses 2-pt layup from 3 ft (block by C. McCollum),64,52
242,3,11:11.0,,Offensive rebound by Team,64,52
243,3,11:04.0,,B. Hield makes 2-pt jump shot from 2 ft (assist by I. Shumpert),64,54
244,3,10:54.0,C. McCollum misses 3-pt jump shot from 25 ft,,64,54
245,3,10:52.0,,Defensive rebound by N. Bjelica,64,54
246,3,10:39.0,,B. Hield makes 2-pt jump shot from 22 ft (assist by W. Cauley-Stein),64,56
247,3,10:21.0,D. Lillard makes 2-pt layup from 2 ft (assist by J. Nurkić),,66,56
248,3,10:10.0,,Personal foul by C. McCollum (drawn by D. Fox),66,56
249,3,10:03.0,,I. Shumpert misses 2-pt jump shot from 19 ft,66,56
250,3,10:00.0,Defensive rebound by J. Nurkić,,66,56
251,3,9:55.0,Turnover by D. Lillard (bad pass; steal by I. Shumpert),,66,56
252,3,9:49.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by B. Hield),66,59
253,3,9:25.0,Turnover by C. McCollum (traveling),,66,59
254,3,9:14.0,,B. Hield misses 2-pt jump shot from 15 ft,66,59
255,3,9:10.0,Defensive rebound by A. Aminu,,66,59
256,3,9:09.0,Turnover by A. Aminu (offensive foul),,66,59
257,3,9:09.0,Offensive foul by A. Aminu (drawn by D. Fox),,66,59
258,3,9:01.0,,D. Fox misses 2-pt layup from 3 ft (block by J. Nurkić),66,59
259,3,8:59.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by M. Harkless),66,59
260,3,8:59.0,,Offensive rebound by W. Cauley-Stein,66,59
261,3,8:59.0,Defensive rebound by Team,,66,59
262,3,8:40.0,A. Aminu misses 2-pt jump shot from 5 ft,,66,59
263,3,8:37.0,Offensive rebound by J. Nurkić,,66,59
264,3,8:37.0,Portland full timeout,,66,59
265,3,8:28.0,J. Nurkić misses 2-pt hook shot from 6 ft,,66,59
266,3,8:26.0,,Defensive rebound by B. Hield,66,59
267,3,8:23.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,66,59
268,3,8:22.0,Defensive rebound by J. Nurkić,,66,59
269,3,8:22.0,Personal foul by B. Hield (drawn by J. Nurkić),,66,59
270,3,8:11.0,D. Lillard misses 3-pt jump shot from 25 ft,,66,59
271,3,8:08.0,,Defensive rebound by N. Bjelica,66,59
272,3,8:02.0,,I. Shumpert misses 2-pt jump shot from 14 ft,66,59
273,3,7:59.0,Defensive rebound by M. Harkless,,66,59
274,3,7:51.0,Personal foul by N. Bjelica (drawn by J. Nurkić),,66,59
275,3,7:41.0,Shooting foul by W. Cauley-Stein (drawn by J. Nurkić),,66,59
276,3,7:41.0,J. Nurkić makes free throw 1 of 2,,67,59
277,3,7:41.0,,H. Giles enters the game for N. Bjelica,67,59
278,3,7:41.0,J. Nurkić makes free throw 2 of 2,,68,59
279,3,7:26.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,68,59
280,3,7:23.0,,Offensive rebound by H. Giles,68,59
281,3,7:20.0,,B. Hield misses 2-pt jump shot from 19 ft,68,59
282,3,7:19.0,,Offensive rebound by W. Cauley-Stein,68,59
283,3,7:19.0,,Shooting foul by J. Nurkić (drawn by W. Cauley-Stein),68,59
284,3,7:19.0,,W. Cauley-Stein makes free throw 1 of 2,68,60
285,3,7:19.0,,W. Cauley-Stein misses free throw 2 of 2,68,60
286,3,7:16.0,Defensive rebound by M. Harkless,,68,60
287,3,7:02.0,Turnover by D. Lillard (bad pass; steal by D. Fox),,68,60
288,3,6:57.0,,H. Giles misses 2-pt layup from 2 ft,68,60
289,3,6:52.0,,Offensive rebound by W. Cauley-Stein,68,60
290,3,6:52.0,,W. Cauley-Stein makes 2-pt layup at rim,68,62
291,3,6:41.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by C. McCollum),,71,62
292,3,6:30.0,,D. Fox makes 2-pt jump shot from 9 ft,71,64
293,3,6:14.0,D. Lillard misses 3-pt jump shot from 25 ft,,71,64
294,3,6:11.0,,Defensive rebound by H. Giles,71,64
295,3,6:03.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,71,66
296,3,5:44.0,M. Harkless misses 2-pt jump shot from 6 ft,,71,66
297,3,5:43.0,,Defensive rebound by Team,71,66
298,3,5:21.0,,B. Hield misses 2-pt jump shot from 21 ft,71,66
299,3,5:18.0,Defensive rebound by J. Nurkić,,71,66
300,3,5:16.0,Shooting foul by I. Shumpert (drawn by A. Aminu),,71,66
301,3,5:16.0,A. Aminu makes free throw 1 of 2,,72,66
302,3,5:16.0,A. Aminu makes free throw 2 of 2,,73,66
303,3,5:03.0,,I. Shumpert misses 3-pt jump shot from 25 ft,73,66
304,3,4:59.0,Defensive rebound by A. Aminu,,73,66
305,3,4:54.0,D. Lillard misses 2-pt jump shot from 20 ft,,73,66
306,3,4:51.0,,Defensive rebound by I. Shumpert,73,66
307,3,4:45.0,,W. Cauley-Stein misses 2-pt layup from 5 ft,73,66
308,3,4:41.0,Defensive rebound by M. Harkless,,73,66
309,3,4:32.0,M. Harkless misses 2-pt layup from 4 ft,,73,66
310,3,4:30.0,,Defensive rebound by H. Giles,73,66
311,3,4:25.0,,D. Fox makes 2-pt layup from 1 ft,73,68
312,3,4:03.0,C. McCollum misses 3-pt jump shot from 25 ft,,73,68
313,3,4:00.0,,Defensive rebound by H. Giles,73,68
314,3,3:56.0,,Sacramento full timeout,73,68
315,3,3:56.0,S. Curry enters the game for M. Harkless,,73,68
316,3,3:56.0,E. Turner enters the game for C. McCollum,,73,68
317,3,3:56.0,,B. Bogdanović enters the game for W. Cauley-Stein,73,68
318,3,3:56.0,,J. Jackson enters the game for I. Shumpert,73,68
319,3,3:43.0,,D. Fox makes 2-pt layup from 2 ft,73,70
320,3,3:21.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by J. Nurkić),,76,70
321,3,3:10.0,,H. Giles misses 2-pt jump shot from 9 ft,76,70
322,3,3:07.0,,Offensive rebound by B. Hield,76,70
323,3,2:55.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,76,70
324,3,2:51.0,Defensive rebound by D. Lillard,,76,70
325,3,2:49.0,Personal foul by J. Jackson (drawn by J. Nurkić),,76,70
326,3,2:49.0,J. Nurkić makes free throw 1 of 2,,77,70
327,3,2:49.0,J. Nurkić makes free throw 2 of 2,,78,70
328,3,2:36.0,,Personal foul by A. Aminu (drawn by H. Giles),78,70
329,3,2:36.0,Z. Collins enters the game for A. Aminu,,78,70
330,3,2:36.0,M. Leonard enters the game for J. Nurkić,,78,70
331,3,2:36.0,,Y. Ferrell enters the game for D. Fox,78,70
332,3,2:26.0,,B. Bogdanović misses 2-pt jump shot from 11 ft,78,70
333,3,2:20.0,Defensive rebound by E. Turner,,78,70
334,3,2:08.0,Z. Collins misses 2-pt jump shot from 13 ft,,78,70
335,3,2:05.0,,Defensive rebound by B. Bogdanović,78,70
336,3,2:01.0,,H. Giles makes 2-pt dunk from 1 ft (assist by B. Bogdanović),78,72
337,3,1:33.0,S. Curry misses 2-pt jump shot from 15 ft,,78,72
338,3,1:29.0,,Defensive rebound by H. Giles,78,72
339,3,1:21.0,,Turnover by H. Giles (bad pass; steal by D. Lillard),78,72
340,3,1:16.0,D. Lillard misses 2-pt layup from 3 ft,,78,72
341,3,1:13.0,Offensive rebound by Z. Collins,,78,72
342,3,1:10.0,Z. Collins makes 2-pt layup from 1 ft,,80,72
343,3,0:58.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,80,72
344,3,0:55.0,Defensive rebound by D. Lillard,,80,72
345,3,0:43.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Lillard),,83,72
346,3,0:30.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jackson),83,75
347,3,0:06.0,Turnover by D. Lillard (bad pass; steal by Y. Ferrell),,83,75
348,3,0:00.0,,H. Giles makes 2-pt jump shot from 13 ft (assist by B. Bogdanović),83,77
349,4,11:44.0,E. Turner makes 2-pt jump shot from 11 ft,,85,77
350,4,11:28.0,,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),85,79
351,4,11:15.0,M. Leonard misses 2-pt dunk from 2 ft,,85,79
352,4,11:13.0,,Defensive rebound by H. Giles,85,79
353,4,11:06.0,,H. Giles makes 2-pt layup from 1 ft (assist by Y. Ferrell),85,81
354,4,10:46.0,M. Leonard misses 2-pt layup from 3 ft (block by H. Giles),,85,81
355,4,10:46.0,,Defensive rebound by Team,85,81
356,4,10:32.0,,J. Jackson misses 3-pt jump shot from 25 ft,85,81
357,4,10:28.0,Defensive rebound by Z. Collins,,85,81
358,4,10:20.0,N. Stauskas misses 3-pt jump shot from 24 ft,,85,81
359,4,10:18.0,,Defensive rebound by B. Bogdanović,85,81
360,4,10:15.0,,Y. Ferrell makes 2-pt layup from 2 ft (assist by B. Bogdanović),85,83
361,4,10:15.0,Portland full timeout,,85,83
362,4,9:56.0,Turnover by E. Turner (bad pass; steal by B. Bogdanović),,85,83
363,4,9:42.0,,Personal foul by N. Stauskas (drawn by J. Jackson),85,83
364,4,9:42.0,C. McCollum enters the game for E. Turner,,85,83
365,4,9:33.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,85,85
366,4,9:16.0,C. McCollum misses 2-pt layup from 2 ft,,85,85
367,4,9:14.0,,Defensive rebound by H. Giles,85,85
368,4,9:09.0,,Y. Ferrell makes 2-pt layup from 2 ft,85,87
369,4,8:55.0,Turnover by Z. Collins (lost ball; steal by H. Giles),,85,87
370,4,8:42.0,,B. Bogdanović makes 2-pt jump shot from 16 ft,85,89
371,4,8:42.0,Portland full timeout,,85,89
372,4,8:42.0,A. Aminu enters the game for Z. Collins,,85,89
373,4,8:42.0,D. Lillard enters the game for M. Leonard,,85,89
