,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,ORLANDO_ACTION,SACRAMENTO_SCORE,ORLANDO_SCORE
381,4,6:57.0,,Personal foul by T. Williams (drawn by J. Simmons),89,84
382,4,6:49.0,,Turnover by A. Gordon (traveling),89,84
383,4,6:36.0,B. Hield makes 2-pt jump shot from 17 ft (assist by M. Bagley),,91,84
384,4,6:17.0,,Personal foul by T. Williams (drawn by M. Bamba),91,84
385,4,6:08.0,,J. Simmons misses 2-pt layup from 6 ft (block by T. Williams),91,84
386,4,6:04.0,,Offensive rebound by J. Simmons,91,84
387,4,6:02.0,,T. Ross makes 3-pt jump shot from 29 ft (assist by J. Simmons),91,87
388,4,5:46.0,T. Williams misses 2-pt layup from 4 ft (block by M. Bamba),,91,87
389,4,5:40.0,Offensive rebound by M. Bagley,,91,87
390,4,5:39.0,Turnover by M. Bagley (lost ball; steal by A. Gordon),,91,87
391,4,5:35.0,,T. Ross misses 2-pt layup from 4 ft,91,87
392,4,5:35.0,,Offensive rebound by A. Gordon,91,87
393,4,5:27.0,,A. Gordon makes 2-pt dunk from 1 ft,91,89
394,4,5:19.0,T. Williams makes 3-pt jump shot from 23 ft (assist by D. Fox),,94,89
395,4,5:19.0,N. Bjelica enters the game for M. Bagley,,94,89
396,4,5:19.0,,D. Augustin enters the game for J. Grant,94,89
397,4,4:53.0,,J. Simmons misses 2-pt jump shot from 5 ft,94,89
398,4,4:53.0,,Offensive rebound by Team,94,89
399,4,4:50.0,,T. Ross makes 2-pt jump shot from 11 ft (assist by D. Augustin),94,91
400,4,4:28.0,T. Williams misses 3-pt jump shot from 26 ft,,94,91
401,4,4:28.0,,Defensive rebound by M. Bamba,94,91
402,4,4:20.0,Violation by Team (kicked ball),,94,91
403,4,4:20.0,,E. Fournier enters the game for T. Ross,94,91
404,4,4:01.0,,E. Fournier misses 2-pt jump shot from 18 ft,94,91
405,4,3:58.0,Defensive rebound by W. Cauley-Stein,,94,91
406,4,3:54.0,Personal foul by A. Gordon (drawn by D. Fox),,94,91
407,4,3:43.0,N. Bjelica misses 2-pt jump shot from 8 ft,,94,91
408,4,3:41.0,,Defensive rebound by M. Bamba,94,91
409,4,3:41.0,,T. Ross enters the game for E. Fournier,94,91
410,4,3:31.0,,Turnover by J. Simmons (bad pass; steal by D. Fox),94,91
411,4,3:30.0,D. Fox makes 2-pt layup from 2 ft,,96,91
412,4,3:30.0,,Violation by Team (def goaltending),96,91
413,4,3:30.0,Shooting foul by D. Augustin (drawn by D. Fox),,96,91
414,4,3:30.0,D. Fox misses free throw 1 of 1,,96,91
415,4,3:25.0,,Defensive rebound by T. Ross,96,91
416,4,3:25.0,,Orlando full timeout,96,91
417,4,3:25.0,J. Jackson enters the game for D. Fox,,96,91
418,4,3:14.0,,Turnover by M. Bamba (lost ball; steal by N. Bjelica),96,91
419,4,3:14.0,Sacramento full timeout,,96,91
420,4,3:14.0,D. Fox enters the game for J. Jackson,,96,91
421,4,2:57.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,96,91
422,4,2:55.0,,Defensive rebound by A. Gordon,96,91
423,4,2:47.0,,Turnover by A. Gordon (lost ball; steal by W. Cauley-Stein),96,91
424,4,2:43.0,T. Williams makes 2-pt layup from 2 ft (assist by D. Fox),,98,91
425,4,2:18.0,,J. Simmons misses 3-pt jump shot from 29 ft,98,91
426,4,2:15.0,Defensive rebound by N. Bjelica,,98,91
427,4,2:00.0,Shooting foul by D. Augustin (drawn by D. Fox),,98,91
428,4,2:00.0,D. Fox makes free throw 1 of 2,,99,91
429,4,2:00.0,,N. Vučević enters the game for M. Bamba,99,91
430,4,2:00.0,D. Fox misses free throw 2 of 2,,99,91
431,4,1:58.0,,Defensive rebound by N. Vučević,99,91
432,4,1:42.0,,T. Ross misses 2-pt jump shot from 20 ft,99,91
433,4,1:40.0,Defensive rebound by N. Bjelica,,99,91
434,4,1:28.0,B. Hield makes 2-pt jump shot from 19 ft,,101,91
435,4,1:28.0,,Orlando full timeout,101,91
436,4,1:28.0,,J. Isaac enters the game for A. Gordon,101,91
437,4,1:23.0,,T. Ross misses 3-pt jump shot from 25 ft (block by T. Williams),101,91
438,4,1:23.0,Defensive rebound by D. Fox,,101,91
439,4,1:22.0,Personal take foul by T. Ross (drawn by D. Fox),,101,91
440,4,1:22.0,D. Fox makes free throw 1 of 2,,102,91
441,4,1:22.0,D. Fox misses free throw 2 of 2,,102,91
442,4,1:22.0,,Defensive rebound by N. Vučević,102,91
443,4,1:11.0,,J. Simmons makes 3-pt jump shot from 26 ft (assist by J. Isaac),102,94
444,4,1:08.0,Personal foul by J. Isaac (drawn by N. Bjelica),,102,94
445,4,1:08.0,N. Bjelica misses free throw 1 of 2,,102,94
446,4,1:08.0,Offensive rebound by Team,,102,94
447,4,1:08.0,N. Bjelica makes free throw 2 of 2,,103,94
448,4,0:58.0,,Personal foul by T. Williams (drawn by J. Isaac),103,94
449,4,0:58.0,,J. Isaac makes free throw 1 of 2,103,95
450,4,0:58.0,,J. Isaac makes free throw 2 of 2,103,96
451,4,0:53.0,Turnover by N. Bjelica (bad pass; steal by J. Isaac),,103,96
452,4,0:48.0,,J. Simmons misses 3-pt jump shot from 28 ft,103,96
453,4,0:46.0,Defensive rebound by W. Cauley-Stein,,103,96
454,4,0:45.0,Personal take foul by T. Ross (drawn by B. Hield),,103,96
455,4,0:45.0,B. Hield makes free throw 1 of 2,,104,96
456,4,0:45.0,B. Hield makes free throw 2 of 2,,105,96
457,4,0:34.0,,T. Ross misses 3-pt jump shot from 29 ft,105,96
458,4,0:31.0,Defensive rebound by N. Bjelica,,105,96
459,4,0:29.0,Personal take foul by T. Ross (drawn by B. Hield),,105,96
460,4,0:29.0,B. Hield makes free throw 1 of 2,,106,96
461,4,0:29.0,F. Mason enters the game for W. Cauley-Stein,,106,96
462,4,0:29.0,B. Hield makes free throw 2 of 2,,107,96
463,4,0:17.0,,J. Isaac misses 3-pt jump shot from 26 ft,107,96
464,4,0:15.0,,Offensive rebound by N. Vučević,107,96
465,4,0:15.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),107,99
466,4,0:11.0,Turnover by F. Mason (bad pass),,107,99
467,4,0:08.0,,Turnover by J. Simmons (bad pass; steal by F. Mason),107,99
