,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
38,1,6:55.0,Def 3 sec tech foul by Team,,9,9
39,1,6:55.0,,Orlando full timeout,9,9
40,1,6:55.0,E. Turner enters the game for J. Layman,,9,9
41,1,6:55.0,D. Lillard misses technical free throw,,9,9
42,1,6:55.0,Offensive rebound by Team,,9,9
43,1,6:46.0,D. Lillard makes 2-pt dunk from 1 ft (assist by E. Turner),,11,9
44,1,6:31.0,,E. Fournier misses 2-pt jump shot from 15 ft,11,9
45,1,6:29.0,Defensive rebound by A. Aminu,,11,9
46,1,6:19.0,J. Nurkić makes 2-pt jump shot from 20 ft (assist by E. Turner),,13,9
47,1,5:59.0,,A. Gordon misses 3-pt jump shot from 25 ft,13,9
48,1,5:56.0,Defensive rebound by C. McCollum,,13,9
49,1,5:49.0,C. McCollum misses 2-pt jump shot from 20 ft,,13,9
50,1,5:44.0,Offensive rebound by J. Nurkić,,13,9
51,1,5:44.0,J. Nurkić makes 2-pt layup at rim,,15,9
52,1,5:31.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),15,12
53,1,5:04.0,C. McCollum misses 3-pt jump shot from 26 ft,,15,12
54,1,5:00.0,,Defensive rebound by D. Augustin,15,12
55,1,4:52.0,,A. Gordon misses 3-pt jump shot from 23 ft,15,12
56,1,4:50.0,Defensive rebound by J. Nurkić,,15,12
57,1,4:44.0,E. Turner makes 2-pt jump shot from 14 ft,,17,12
58,1,4:23.0,,N. Vučević makes 2-pt jump shot from 8 ft,17,14
59,1,4:05.0,D. Lillard misses 2-pt jump shot from 19 ft,,17,14
60,1,4:03.0,Offensive rebound by A. Aminu,,17,14
61,1,4:02.0,A. Aminu makes 2-pt jump shot from 20 ft,,19,14
62,1,3:45.0,,A. Gordon misses 3-pt jump shot from 26 ft,19,14
63,1,3:42.0,Defensive rebound by A. Aminu,,19,14
64,1,3:39.0,Personal foul by J. Isaac (drawn by E. Turner),,19,14
65,1,3:39.0,Z. Collins enters the game for A. Aminu,,19,14
66,1,3:39.0,M. Harkless enters the game for J. Nurkić,,19,14
67,1,3:39.0,,M. Bamba enters the game for A. Gordon,19,14
68,1,3:39.0,,T. Ross enters the game for J. Isaac,19,14
69,1,3:30.0,C. McCollum makes 2-pt jump shot from 8 ft (assist by Z. Collins),,21,14
70,1,3:07.0,,N. Vučević makes 2-pt layup from 1 ft,21,16
71,1,2:53.0,C. McCollum makes 2-pt jump shot from 10 ft,,23,16
72,1,2:41.0,,Shooting foul by C. McCollum (drawn by E. Fournier),23,16
73,1,2:41.0,Portland full timeout,,23,16
74,1,2:41.0,S. Curry enters the game for D. Lillard,,23,16
75,1,2:41.0,N. Stauskas enters the game for C. McCollum,,23,16
76,1,2:41.0,,J. Grant enters the game for D. Augustin,23,16
77,1,2:41.0,,E. Fournier makes free throw 1 of 2,23,17
78,1,2:41.0,,E. Fournier makes free throw 2 of 2,23,18
79,1,2:33.0,Z. Collins makes 3-pt jump shot from 27 ft (assist by E. Turner),,26,18
80,1,2:15.0,,T. Ross makes 2-pt jump shot from 15 ft (assist by J. Grant),26,20
81,1,1:58.0,E. Turner misses 2-pt layup from 1 ft (block by M. Bamba),,26,20
82,1,1:54.0,,Defensive rebound by M. Bamba,26,20
83,1,1:52.0,,Turnover by N. Vučević (bad pass),26,20
84,1,1:52.0,,J. Simmons enters the game for E. Fournier,26,20
85,1,1:38.0,N. Stauskas makes 2-pt layup from 1 ft,,28,20
86,1,1:25.0,,Turnover by T. Ross (bad pass),28,20
87,1,1:25.0,,A. Gordon enters the game for N. Vučević,28,20
88,1,1:12.0,S. Curry misses 2-pt jump shot from 21 ft,,28,20
89,1,1:07.0,,Defensive rebound by T. Ross,28,20
90,1,1:01.0,,T. Ross misses 2-pt jump shot from 17 ft,28,20
91,1,0:58.0,Defensive rebound by M. Harkless,,28,20
92,1,0:54.0,Turnover by E. Turner (bad pass),,28,20
93,1,0:36.0,,T. Ross makes 2-pt jump shot from 19 ft,28,22
94,1,0:13.0,Z. Collins makes 2-pt jump shot from 9 ft,,30,22
95,1,0:06.0,,Personal foul by Z. Collins (drawn by M. Bamba),30,22
96,1,0:01.0,,Turnover by M. Bamba (traveling),30,22
97,1,0:00.0,Z. Collins makes 3-pt jump shot from 32 ft (assist by E. Turner),,33,22
98,2,11:52.0,,T. Ross makes 2-pt jump shot from 21 ft (assist by M. Bamba),33,24
99,2,11:33.0,Personal foul by J. Simmons (drawn by S. Curry),,33,24
100,2,11:25.0,Turnover by Z. Collins (bad pass; steal by T. Ross),,33,24
101,2,11:12.0,,Turnover by J. Simmons (lost ball; steal by Z. Collins),33,24
102,2,11:02.0,N. Stauskas misses 3-pt jump shot from 23 ft,,33,24
103,2,10:59.0,,Defensive rebound by J. Grant,33,24
104,2,10:50.0,,T. Ross misses 3-pt jump shot from 25 ft,33,24
105,2,10:50.0,,Offensive rebound by A. Gordon,33,24
106,2,10:50.0,,Shooting foul by Z. Collins (drawn by A. Gordon),33,24
107,2,10:50.0,,A. Gordon misses free throw 1 of 2,33,24
108,2,10:50.0,,Offensive rebound by Team,33,24
109,2,10:50.0,,A. Gordon makes free throw 2 of 2,33,25
110,2,10:41.0,Z. Collins makes 2-pt dunk from 1 ft (assist by E. Turner),,35,25
111,2,10:23.0,,M. Bamba makes 2-pt jump shot from 19 ft (assist by A. Gordon),35,27
112,2,10:05.0,S. Curry makes 2-pt layup from 1 ft (assist by M. Harkless),,37,27
113,2,9:48.0,,J. Grant misses 2-pt jump shot from 9 ft (block by S. Curry),37,27
114,2,9:45.0,Defensive rebound by N. Stauskas,,37,27
115,2,9:41.0,M. Harkless misses 3-pt jump shot from 26 ft,,37,27
116,2,9:37.0,,Defensive rebound by A. Gordon,37,27
117,2,9:32.0,,Shooting foul by M. Harkless (drawn by A. Gordon),37,27
118,2,9:32.0,,A. Gordon misses free throw 1 of 2,37,27
119,2,9:32.0,,Offensive rebound by Team,37,27
120,2,9:32.0,,A. Gordon makes free throw 2 of 2,37,28
121,2,9:15.0,S. Curry makes 2-pt jump shot from 20 ft,,39,28
122,2,8:59.0,,M. Bamba misses 3-pt jump shot from 25 ft,39,28
123,2,8:56.0,,Offensive rebound by T. Ross,39,28
124,2,8:49.0,,T. Ross makes 3-pt jump shot from 28 ft (assist by J. Simmons),39,31
125,2,8:27.0,Turnover by N. Stauskas (bad pass; steal by J. Simmons),,39,31
126,2,8:18.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Simmons),39,34
127,2,8:17.0,Portland full timeout,,39,34
128,2,8:06.0,E. Turner makes 2-pt layup from 1 ft,,41,34
129,2,7:52.0,,Turnover by T. Ross (traveling),41,34
130,2,7:32.0,Z. Collins makes 2-pt layup from 1 ft (assist by S. Curry),,43,34
131,2,7:32.0,Shooting foul by A. Gordon (drawn by Z. Collins),,43,34
132,2,7:32.0,A. Aminu enters the game for S. Curry,,43,34
133,2,7:32.0,D. Lillard enters the game for M. Harkless,,43,34
134,2,7:32.0,C. McCollum enters the game for E. Turner,,43,34
135,2,7:32.0,,J. Isaac enters the game for A. Gordon,43,34
136,2,7:32.0,Z. Collins makes free throw 1 of 1,,44,34
137,2,7:17.0,,J. Grant misses 2-pt layup from 2 ft,44,34
138,2,7:14.0,Defensive rebound by N. Stauskas,,44,34
139,2,7:03.0,A. Aminu misses 3-pt jump shot from 27 ft,,44,34
140,2,6:59.0,Offensive rebound by Z. Collins,,44,34
141,2,6:57.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by Z. Collins),,47,34
142,2,6:40.0,,J. Simmons misses 2-pt jump shot from 4 ft,47,34
143,2,6:37.0,Defensive rebound by Z. Collins,,47,34
144,2,6:32.0,Offensive foul by C. McCollum (drawn by J. Simmons),,47,34
145,2,6:32.0,Turnover by C. McCollum (offensive foul),,47,34
146,2,6:32.0,J. Nurkić enters the game for Z. Collins,,47,34
147,2,6:32.0,E. Turner enters the game for C. McCollum,,47,34
148,2,6:32.0,,E. Fournier enters the game for T. Ross,47,34
149,2,6:24.0,,Shooting foul by N. Stauskas (drawn by J. Simmons),47,34
150,2,6:24.0,,J. Simmons makes free throw 1 of 2,47,35
151,2,6:24.0,,J. Simmons makes free throw 2 of 2,47,36
152,2,6:16.0,D. Lillard misses 3-pt jump shot from 26 ft,,47,36
153,2,6:14.0,,Defensive rebound by M. Bamba,47,36
154,2,6:05.0,,J. Simmons misses 2-pt jump shot from 9 ft,47,36
155,2,6:02.0,,Offensive rebound by M. Bamba,47,36
156,2,5:53.0,,J. Grant misses 3-pt jump shot from 25 ft,47,36
157,2,5:48.0,,Offensive rebound by J. Isaac,47,36
158,2,5:46.0,,J. Isaac misses 3-pt jump shot from 26 ft,47,36
159,2,5:42.0,Defensive rebound by D. Lillard,,47,36
160,2,5:42.0,,N. Vučević enters the game for M. Bamba,47,36
161,2,5:20.0,A. Aminu misses 3-pt jump shot from 25 ft,,47,36
162,2,5:17.0,Offensive rebound by D. Lillard,,47,36
163,2,5:13.0,N. Stauskas makes 2-pt layup from 1 ft (assist by D. Lillard),,49,36
164,2,5:01.0,,J. Isaac makes 2-pt layup from 1 ft (assist by J. Grant),49,38
165,2,4:44.0,Turnover by D. Lillard (lost ball; steal by N. Vučević),,49,38
166,2,4:33.0,,Personal foul by J. Nurkić (drawn by N. Vučević),49,38
167,2,4:33.0,,D. Augustin enters the game for J. Grant,49,38
168,2,4:25.0,,E. Fournier misses 2-pt hook shot from 3 ft,49,38
169,2,4:23.0,Defensive rebound by A. Aminu,,49,38
170,2,4:18.0,Shooting foul by N. Vučević (drawn by J. Nurkić),,49,38
171,2,4:18.0,J. Nurkić misses free throw 1 of 2,,49,38
172,2,4:18.0,Offensive rebound by Team,,49,38
173,2,4:18.0,J. Nurkić misses free throw 2 of 2,,49,38
174,2,4:15.0,,Defensive rebound by N. Vučević,49,38
175,2,4:02.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),49,40
176,2,3:42.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,51,40
177,2,3:17.0,,J. Isaac makes 2-pt jump shot from 21 ft (assist by N. Vučević),51,42
178,2,2:55.0,D. Lillard misses 2-pt layup from 2 ft (block by J. Isaac),,51,42
179,2,2:51.0,,Defensive rebound by N. Vučević,51,42
180,2,2:46.0,,J. Isaac makes 2-pt dunk from 2 ft (assist by E. Fournier),51,44
181,2,2:31.0,J. Nurkić misses 3-pt jump shot from 27 ft,,51,44
182,2,2:29.0,,Defensive rebound by J. Isaac,51,44
183,2,2:15.0,,N. Vučević misses 2-pt hook shot from 7 ft,51,44
184,2,2:12.0,Defensive rebound by A. Aminu,,51,44
185,2,2:12.0,Personal foul by J. Simmons (drawn by A. Aminu),,51,44
186,2,2:12.0,,Orlando full timeout,51,44
187,2,2:12.0,S. Curry enters the game for N. Stauskas,,51,44
188,2,2:12.0,,T. Ross enters the game for J. Simmons,51,44
189,2,1:51.0,D. Lillard misses 2-pt jump shot from 19 ft,,51,44
190,2,1:48.0,,Defensive rebound by E. Fournier,51,44
191,2,1:40.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),51,46
192,2,1:27.0,Personal foul by D. Augustin (drawn by D. Lillard),,51,46
193,2,1:27.0,D. Lillard makes free throw 1 of 2,,52,46
194,2,1:27.0,Z. Collins enters the game for J. Nurkić,,52,46
195,2,1:27.0,D. Lillard makes free throw 2 of 2,,53,46
196,2,1:14.0,,Personal foul by Z. Collins (drawn by N. Vučević),53,46
197,2,1:14.0,,N. Vučević makes free throw 1 of 2,53,47
198,2,1:14.0,J. Nurkić enters the game for Z. Collins,,53,47
199,2,1:14.0,,N. Vučević makes free throw 2 of 2,53,48
200,2,1:03.0,D. Lillard misses 3-pt jump shot from 27 ft,,53,48
201,2,0:59.0,,Defensive rebound by E. Fournier,53,48
202,2,0:53.0,,Turnover by E. Fournier (lost ball; steal by E. Turner),53,48
203,2,0:45.0,E. Turner makes 2-pt layup from 1 ft,,55,48
204,2,0:33.0,,Turnover by D. Augustin (bad pass; steal by D. Lillard),55,48
205,2,0:31.0,Shooting foul by N. Vučević (drawn by D. Lillard),,55,48
206,2,0:31.0,D. Lillard makes free throw 1 of 2,,56,48
207,2,0:31.0,,M. Bamba enters the game for N. Vučević,56,48
208,2,0:31.0,D. Lillard misses free throw 2 of 2,,56,48
209,2,0:26.0,Offensive rebound by J. Nurkić,,56,48
210,2,0:26.0,J. Nurkić misses 2-pt layup at rim,,56,48
211,2,0:24.0,,Defensive rebound by J. Isaac,56,48
212,2,0:08.0,,E. Fournier misses 3-pt jump shot from 26 ft,56,48
213,2,0:05.0,Defensive rebound by D. Lillard,,56,48
214,2,0:00.0,D. Lillard makes 2-pt layup from 2 ft,,58,48
215,3,11:51.0,,Personal foul by A. Aminu (drawn by A. Gordon),58,48
216,3,11:45.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by J. Isaac),58,50
217,3,11:26.0,J. Nurkić makes 2-pt hook shot from 3 ft (assist by C. McCollum),,60,50
218,3,11:13.0,,E. Fournier misses 3-pt jump shot from 27 ft,60,50
219,3,11:10.0,Defensive rebound by A. Aminu,,60,50
220,3,11:00.0,D. Lillard makes 3-pt jump shot from 27 ft,,63,50
221,3,10:41.0,,J. Isaac misses 3-pt jump shot from 27 ft,63,50
222,3,10:38.0,Defensive rebound by D. Lillard,,63,50
223,3,10:33.0,D. Lillard makes 3-pt jump shot from 28 ft,,66,50
224,3,10:16.0,,E. Fournier makes 3-pt jump shot from 27 ft,66,53
225,3,9:58.0,D. Lillard misses 3-pt jump shot from 27 ft,,66,53
226,3,9:55.0,,Defensive rebound by J. Isaac,66,53
227,3,9:50.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),66,56
228,3,9:34.0,Shooting foul by E. Fournier (drawn by C. McCollum),,66,56
229,3,9:34.0,C. McCollum makes free throw 1 of 2,,67,56
230,3,9:34.0,C. McCollum makes free throw 2 of 2,,68,56
231,3,9:24.0,,Offensive foul by A. Gordon (drawn by A. Aminu),68,56
232,3,9:24.0,,Turnover by A. Gordon (offensive foul),68,56
233,3,9:08.0,J. Nurkić misses 2-pt layup from 5 ft,,68,56
234,3,9:05.0,,Defensive rebound by N. Vučević,68,56
235,3,8:58.0,,E. Fournier makes 2-pt layup at rim,68,58
236,3,8:41.0,D. Lillard makes 2-pt layup from 1 ft,,70,58
237,3,8:24.0,,E. Fournier misses 3-pt jump shot from 26 ft,70,58
238,3,8:20.0,Defensive rebound by A. Aminu,,70,58
239,3,8:05.0,J. Nurkić misses 3-pt jump shot from 25 ft,,70,58
240,3,8:02.0,Offensive rebound by A. Aminu,,70,58
241,3,8:00.0,A. Aminu misses 2-pt layup at rim,,70,58
242,3,7:58.0,,Defensive rebound by N. Vučević,70,58
243,3,7:51.0,,A. Gordon makes 2-pt hook shot from 7 ft (assist by D. Augustin),70,60
244,3,7:29.0,C. McCollum makes 2-pt jump shot from 11 ft,,72,60
245,3,7:16.0,,D. Augustin makes 3-pt jump shot from 26 ft,72,63
246,3,6:52.0,A. Aminu misses 2-pt jump shot from 19 ft,,72,63
247,3,6:48.0,Offensive rebound by J. Nurkić,,72,63
248,3,6:48.0,J. Nurkić misses 2-pt layup from 1 ft,,72,63
249,3,6:47.0,,Defensive rebound by N. Vučević,72,63
250,3,6:42.0,,A. Gordon makes 2-pt layup at rim,72,65
251,3,6:42.0,,Shooting foul by M. Harkless (drawn by A. Gordon),72,65
252,3,6:42.0,,Orlando full timeout,72,65
253,3,6:42.0,,A. Gordon makes free throw 1 of 1,72,66
254,3,6:33.0,Personal foul by E. Fournier (drawn by C. McCollum),,72,66
255,3,6:23.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,74,66
256,3,6:05.0,,N. Vučević misses 2-pt jump shot from 12 ft,74,66
257,3,6:02.0,Defensive rebound by D. Lillard,,74,66
258,3,5:58.0,Shooting foul by N. Vučević (drawn by J. Nurkić),,74,66
259,3,5:58.0,J. Nurkić makes free throw 1 of 2,,75,66
260,3,5:58.0,E. Turner enters the game for M. Harkless,,75,66
261,3,5:58.0,,T. Ross enters the game for A. Gordon,75,66
262,3,5:58.0,J. Nurkić makes free throw 2 of 2,,76,66
263,3,5:42.0,,E. Fournier makes 2-pt layup from 2 ft,76,68
264,3,5:42.0,,Shooting foul by J. Nurkić (drawn by E. Fournier),76,68
265,3,5:42.0,,E. Fournier makes free throw 1 of 1,76,69
266,3,5:31.0,E. Turner makes 2-pt jump shot from 14 ft,,78,69
267,3,5:15.0,,E. Fournier misses 2-pt layup from 9 ft (block by J. Nurkić),78,69
268,3,5:15.0,Defensive rebound by J. Nurkić,,78,69
269,3,5:06.0,C. McCollum misses 2-pt layup from 1 ft,,78,69
270,3,5:02.0,Offensive rebound by C. McCollum,,78,69
271,3,5:02.0,C. McCollum misses 2-pt layup from 1 ft,,78,69
272,3,5:01.0,Offensive rebound by A. Aminu,,78,69
273,3,4:50.0,C. McCollum misses 2-pt jump shot from 6 ft,,78,69
274,3,4:46.0,,Defensive rebound by E. Fournier,78,69
275,3,4:40.0,,D. Augustin misses 2-pt layup from 1 ft,78,69
276,3,4:38.0,Defensive rebound by J. Nurkić,,78,69
277,3,4:30.0,D. Lillard makes 2-pt layup at rim,,80,69
278,3,4:15.0,,Def 3 sec tech foul by Team,80,69
279,3,4:15.0,,M. Bamba enters the game for J. Isaac,80,69
280,3,4:15.0,,D. Augustin makes technical free throw,80,70
281,3,4:15.0,Z. Collins enters the game for A. Aminu,,80,70
282,3,4:15.0,M. Leonard enters the game for J. Nurkić,,80,70
283,3,4:05.0,,T. Ross misses 2-pt jump shot from 16 ft,80,70
284,3,4:05.0,Defensive rebound by Z. Collins,,80,70
285,3,3:53.0,D. Lillard makes 2-pt layup from 2 ft,,82,70
286,3,3:32.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by T. Ross),82,73
287,3,3:14.0,D. Lillard makes 3-pt jump shot from 27 ft,,85,73
288,3,2:56.0,,Turnover by N. Vučević (traveling),85,73
289,3,2:56.0,Portland full timeout,,85,73
290,3,2:56.0,,A. Gordon enters the game for D. Augustin,85,73
291,3,2:56.0,,J. Grant enters the game for E. Fournier,85,73
292,3,2:56.0,,J. Simmons enters the game for N. Vučević,85,73
293,3,2:33.0,D. Lillard makes 2-pt jump shot from 14 ft,,87,73
294,3,2:21.0,,Personal foul by E. Turner (drawn by T. Ross),87,73
295,3,2:14.0,,A. Gordon makes 2-pt layup from 1 ft (assist by J. Grant),87,75
296,3,2:14.0,,Shooting foul by Z. Collins (drawn by A. Gordon),87,75
297,3,2:14.0,,A. Gordon misses free throw 1 of 1,87,75
298,3,2:14.0,,Offensive rebound by T. Ross,87,75
299,3,2:09.0,,T. Ross misses 3-pt jump shot from 23 ft,87,75
300,3,2:05.0,Defensive rebound by M. Leonard,,87,75
301,3,1:58.0,Shooting foul by M. Bamba (drawn by C. McCollum),,87,75
302,3,1:58.0,C. McCollum makes free throw 1 of 2,,88,75
303,3,1:58.0,C. McCollum makes free throw 2 of 2,,89,75
304,3,1:43.0,,M. Bamba makes 2-pt dunk from 1 ft (assist by J. Simmons),89,77
305,3,1:17.0,D. Lillard misses 3-pt jump shot from 28 ft,,89,77
306,3,1:14.0,,Defensive rebound by M. Bamba,89,77
307,3,1:07.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Simmons),89,80
308,3,0:54.0,D. Lillard makes 2-pt layup from 1 ft (assist by E. Turner),,91,80
309,3,0:46.0,,M. Bamba makes 2-pt dunk at rim (assist by J. Grant),91,82
310,3,0:36.0,Offensive foul by M. Leonard (drawn by J. Grant),,91,82
311,3,0:36.0,Turnover by M. Leonard (offensive foul),,91,82
312,3,0:36.0,A. Aminu enters the game for Z. Collins,,91,82
313,3,0:36.0,S. Curry enters the game for D. Lillard,,91,82
314,3,0:36.0,N. Stauskas enters the game for C. McCollum,,91,82
315,3,0:21.0,,J. Simmons misses 3-pt jump shot from 25 ft,91,82
316,3,0:19.0,,Offensive rebound by J. Grant,91,82
317,3,0:10.0,,J. Simmons makes 2-pt jump shot from 4 ft,91,84
318,3,0:04.0,Offensive foul by E. Turner (drawn by J. Simmons),,91,84
319,3,0:04.0,Turnover by E. Turner (offensive foul),,91,84
320,4,11:42.0,S. Curry makes 2-pt jump shot from 17 ft (assist by E. Turner),,93,84
321,4,11:24.0,,J. Simmons misses 2-pt layup from 6 ft (block by Z. Collins),93,84
322,4,11:24.0,,Offensive rebound by Team,93,84
323,4,11:16.0,,Turnover by J. Grant (lost ball; steal by Z. Collins),93,84
324,4,11:01.0,Z. Collins makes 2-pt jump shot from 16 ft (assist by S. Curry),,95,84
325,4,10:48.0,,Personal foul by S. Curry (drawn by J. Grant),95,84
326,4,10:40.0,,J. Simmons misses 2-pt jump shot from 7 ft,95,84
327,4,10:35.0,Defensive rebound by Z. Collins,,95,84
328,4,10:16.0,N. Stauskas misses 2-pt jump shot from 13 ft,,95,84
329,4,10:14.0,Offensive rebound by Z. Collins,,95,84
330,4,10:14.0,Z. Collins makes 2-pt layup from 1 ft,,97,84
331,4,10:14.0,,Violation by Team (def goaltending),97,84
332,4,9:58.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Bamba),97,87
333,4,9:45.0,N. Stauskas misses 2-pt layup from 3 ft (block by A. Gordon),,97,87
334,4,9:40.0,,Defensive rebound by A. Gordon,97,87
335,4,9:35.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by A. Gordon),97,90
336,4,9:18.0,N. Stauskas misses 3-pt jump shot from 27 ft,,97,90
337,4,9:18.0,,Defensive rebound by M. Bamba,97,90
338,4,9:03.0,,Shooting foul by N. Stauskas (drawn by J. Simmons),97,90
339,4,9:03.0,,J. Simmons makes free throw 1 of 2,97,91
340,4,9:03.0,,J. Simmons makes free throw 2 of 2,97,92
341,4,8:53.0,S. Curry makes 2-pt jump shot from 15 ft,,99,92
342,4,8:43.0,,Offensive rebound by M. Bamba,99,92
343,4,8:43.0,,J. Simmons misses 2-pt layup from 3 ft (block by E. Turner),99,92
344,4,8:43.0,,M. Bamba makes 2-pt layup from 2 ft,99,94
345,4,8:34.0,S. Curry makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,102,94
346,4,8:19.0,,J. Grant makes 2-pt jump shot from 16 ft (assist by J. Simmons),102,96
347,4,8:00.0,S. Curry misses 2-pt jump shot from 9 ft,,102,96
348,4,7:58.0,,Defensive rebound by M. Bamba,102,96
349,4,7:55.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by J. Grant),102,99
350,4,7:54.0,Portland full timeout,,102,99
351,4,7:54.0,D. Lillard enters the game for Z. Collins,,102,99
352,4,7:54.0,C. McCollum enters the game for N. Stauskas,,102,99
353,4,7:54.0,J. Nurkić enters the game for E. Turner,,102,99
354,4,7:41.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,105,99
355,4,7:21.0,,Turnover by A. Gordon (bad pass; steal by C. McCollum),105,99
356,4,7:14.0,D. Lillard makes 2-pt layup from 2 ft,,107,99
357,4,7:01.0,,Turnover by T. Ross (out of bounds lost ball),107,99
358,4,6:47.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,110,99
359,4,6:47.0,,Orlando full timeout,110,99
360,4,6:47.0,,J. Isaac enters the game for M. Bamba,110,99
361,4,6:47.0,,N. Vučević enters the game for A. Gordon,110,99
362,4,6:39.0,,Personal foul by M. Harkless (drawn by J. Isaac),110,99
363,4,6:34.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by T. Ross),110,101
364,4,6:19.0,D. Lillard misses 2-pt layup from 2 ft (block by N. Vučević),,110,101
365,4,6:15.0,,Defensive rebound by J. Grant,110,101
366,4,6:14.0,,Shooting foul by S. Curry (drawn by J. Isaac),110,101
367,4,6:14.0,,J. Isaac makes free throw 1 of 2,110,102
368,4,6:14.0,,J. Isaac makes free throw 2 of 2,110,103
369,4,6:04.0,Shooting foul by J. Isaac (drawn by J. Nurkić),,110,103
370,4,6:04.0,J. Nurkić makes free throw 1 of 2,,111,103
371,4,6:04.0,A. Aminu enters the game for M. Harkless,,111,103
372,4,6:04.0,J. Nurkić makes free throw 2 of 2,,112,103
373,4,5:53.0,,T. Ross misses 3-pt jump shot from 25 ft,112,103
374,4,5:49.0,Defensive rebound by A. Aminu,,112,103
375,4,5:39.0,Shooting foul by N. Vučević (drawn by D. Lillard),,112,103
376,4,5:39.0,D. Lillard makes free throw 1 of 3,,113,103
377,4,5:39.0,D. Lillard makes free throw 2 of 3,,114,103
378,4,5:39.0,,E. Fournier enters the game for J. Simmons,114,103
