,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,GOLDEN STATE_ACTION,NEW ORLEANS_SCORE,GOLDEN STATE_SCORE
0,1,11:43.0,A. Davis makes 2-pt layup from 3 ft (assist by J. Holiday),,2,0
1,1,11:43.0,Shooting foul by D. Green (drawn by A. Davis),,2,0
2,1,11:43.0,A. Davis makes free throw 1 of 1,,3,0
3,1,11:29.0,,K. Durant misses 2-pt jump shot from 12 ft,3,0
4,1,11:27.0,Defensive rebound by Team,,3,0
5,1,11:18.0,Personal foul by D. Jones (drawn by A. Davis),,3,0
6,1,11:03.0,E. Moore misses 2-pt hook shot from 8 ft,,3,0
7,1,11:02.0,,Defensive rebound by D. Green,3,0
8,1,10:58.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),3,2
9,1,10:47.0,T. Frazier misses 3-pt jump shot from 26 ft,,3,2
10,1,10:45.0,,Defensive rebound by D. Jones,3,2
11,1,10:41.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),3,5
12,1,10:31.0,N. Mirotić misses 3-pt jump shot from 26 ft,,3,5
13,1,10:29.0,,Defensive rebound by D. Green,3,5
14,1,10:20.0,,D. Jones makes 2-pt layup from 1 ft (assist by K. Durant),3,7
15,1,10:05.0,A. Davis misses 2-pt hook shot from 9 ft,,3,7
16,1,10:04.0,,Defensive rebound by K. Durant,3,7
17,1,10:00.0,,K. Thompson misses 3-pt jump shot from 31 ft,3,7
18,1,9:58.0,Defensive rebound by J. Holiday,,3,7
19,1,9:51.0,J. Holiday makes 3-pt jump shot from 26 ft,,6,7
20,1,9:44.0,,Turnover by S. Curry (bad pass; steal by J. Holiday),6,7
21,1,9:40.0,T. Frazier makes 2-pt layup from 2 ft (assist by J. Holiday),,8,7
22,1,9:32.0,,K. Thompson makes 2-pt layup from 3 ft (assist by D. Green),8,9
23,1,9:32.0,,Shooting foul by E. Moore (drawn by K. Thompson),8,9
24,1,9:32.0,,K. Thompson makes free throw 1 of 1,8,10
25,1,9:22.0,Shooting foul by D. Jones (drawn by J. Holiday),,8,10
26,1,9:22.0,J. Holiday makes free throw 1 of 2,,9,10
27,1,9:22.0,,K. Looney enters the game for D. Jones,9,10
28,1,9:22.0,J. Holiday makes free throw 2 of 2,,10,10
29,1,9:13.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by S. Curry),10,12
30,1,9:00.0,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Holiday),,12,12
31,1,8:40.0,,S. Curry makes 2-pt layup from 8 ft,12,14
32,1,8:30.0,Turnover by N. Mirotić (lost ball; steal by S. Curry),,12,14
33,1,8:25.0,,Turnover by K. Thompson (out of bounds lost ball),12,14
34,1,8:14.0,J. Holiday makes 3-pt jump shot from 25 ft,,15,14
35,1,7:59.0,,D. Green misses 2-pt jump shot from 6 ft,15,14
36,1,7:58.0,,Offensive rebound by K. Looney,15,14
37,1,7:58.0,,Offensive foul by D. Green (drawn by A. Davis),15,14
38,1,7:58.0,,Turnover by D. Green (offensive foul),15,14
39,1,7:45.0,J. Holiday misses 3-pt jump shot from 27 ft,,15,14
40,1,7:43.0,Offensive rebound by N. Mirotić,,15,14
41,1,7:43.0,N. Mirotić makes 2-pt layup at rim,,17,14
42,1,7:38.0,,S. Curry makes 3-pt jump shot from 30 ft,17,17
43,1,7:32.0,Personal foul by S. Curry (drawn by T. Frazier),,17,17
44,1,7:32.0,F. Jackson enters the game for T. Frazier,,17,17
45,1,7:32.0,,J. Jerebko enters the game for D. Green,17,17
46,1,7:20.0,E. Moore makes 2-pt hook shot from 8 ft (assist by J. Holiday),,19,17
47,1,7:07.0,,Turnover by K. Thompson (bad pass),19,17
48,1,6:59.0,J. Holiday makes 2-pt layup from 2 ft,,21,17
49,1,6:52.0,,Golden State full timeout,21,17
50,1,6:46.0,,S. Curry makes 2-pt jump shot from 7 ft,21,19
51,1,6:33.0,F. Jackson misses 3-pt jump shot from 27 ft,,21,19
52,1,6:31.0,,Defensive rebound by K. Thompson,21,19
53,1,6:23.0,,K. Thompson misses 2-pt jump shot from 21 ft,21,19
54,1,6:22.0,Defensive rebound by N. Mirotić,,21,19
55,1,6:08.0,N. Mirotić makes 2-pt layup from 2 ft (assist by A. Davis),,23,19
56,1,5:55.0,,K. Thompson makes 2-pt jump shot from 14 ft (assist by K. Looney),23,21
57,1,5:39.0,Personal foul by J. Jerebko (drawn by A. Davis),,23,21
58,1,5:39.0,A. Davis misses free throw 1 of 2,,23,21
59,1,5:39.0,Offensive rebound by Team,,23,21
60,1,5:39.0,J. Randle enters the game for N. Mirotić,,23,21
61,1,5:39.0,A. Davis makes free throw 2 of 2,,24,21
62,1,5:28.0,,K. Durant makes 2-pt jump shot from 11 ft (assist by J. Jerebko),24,23
