,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DALLAS_ACTION,NEW ORLEANS_SCORE,DALLAS_SCORE
0,1,11:46.0,F. Jackson misses 3-pt jump shot from 25 ft,,0,0
1,1,11:43.0,,Defensive rebound by J. Brunson,0,0
2,1,11:30.0,,L. Dončić misses 2-pt layup from 1 ft,0,0
3,1,11:27.0,Defensive rebound by J. Randle,,0,0
4,1,11:20.0,K. Williams misses 3-pt jump shot from 25 ft,,0,0
5,1,11:17.0,,Defensive rebound by D. Powell,0,0
6,1,11:13.0,,Turnover by T. Hardaway (bad pass),0,0
7,1,10:56.0,E. Payton misses 2-pt layup from 5 ft,,0,0
8,1,10:53.0,,Defensive rebound by L. Dončić,0,0
9,1,10:43.0,,J. Brunson makes 2-pt layup from 1 ft (assist by L. Dončić),0,2
10,1,10:43.0,,Shooting foul by K. Williams (drawn by J. Brunson),0,2
11,1,10:43.0,,J. Brunson makes free throw 1 of 1,0,3
12,1,10:25.0,Turnover by F. Jackson (bad pass; steal by T. Hardaway),,0,3
13,1,10:22.0,,T. Hardaway misses 3-pt jump shot from 26 ft,0,3
14,1,10:20.0,,Offensive rebound by D. Powell,0,3
15,1,10:18.0,,L. Dončić misses 3-pt jump shot from 28 ft,0,3
16,1,10:14.0,Defensive rebound by J. Randle,,0,3
17,1,10:06.0,A. Davis makes 3-pt jump shot from 25 ft (assist by E. Payton),,3,3
18,1,9:51.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Brunson),3,5
19,1,9:43.0,Shooting foul by D. Powell (drawn by A. Davis),,3,5
20,1,9:43.0,A. Davis makes free throw 1 of 2,,4,5
21,1,9:43.0,A. Davis makes free throw 2 of 2,,5,5
22,1,9:23.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),5,8
23,1,9:15.0,K. Williams makes 3-pt jump shot from 29 ft (assist by E. Payton),,8,8
24,1,9:01.0,,L. Dončić makes 2-pt dunk from 2 ft,8,10
25,1,8:47.0,Offensive foul by J. Randle (drawn by L. Dončić),,8,10
