,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
0,1,11:46.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by K. Huerter),0,3
1,1,11:20.0,M. Turner misses 2-pt layup from 3 ft,,0,3
2,1,11:17.0,,Defensive rebound by D. Dedmon,0,3
3,1,11:11.0,,D. Dedmon misses 3-pt jump shot from 25 ft,0,3
4,1,11:06.0,,Offensive rebound by Team,0,3
5,1,10:52.0,,K. Huerter misses 2-pt jump shot from 9 ft,0,3
6,1,10:50.0,Defensive rebound by Team,,0,3
7,1,10:42.0,Turnover by V. Oladipo (lost ball; steal by K. Bazemore),,0,3
8,1,10:38.0,,K. Bazemore makes 2-pt dunk from 1 ft,0,5
9,1,10:20.0,Shooting foul by J. Collins (drawn by T. Young),,0,5
10,1,10:20.0,T. Young makes free throw 1 of 2,,1,5
11,1,10:20.0,T. Young makes free throw 2 of 2,,2,5
12,1,10:05.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young),2,8
13,1,9:48.0,Loose ball foul by M. Turner (drawn by T. Young),,2,8
14,1,9:48.0,Turnover by M. Turner (turnover),,2,8
15,1,9:37.0,,D. Dedmon misses 3-pt jump shot from 23 ft,2,8
16,1,9:30.0,Defensive rebound by D. Collison,,2,8
17,1,9:24.0,T. Young misses 2-pt layup from 2 ft (block by J. Collins),,2,8
18,1,9:21.0,,Defensive rebound by K. Huerter,2,8
19,1,9:20.0,,K. Huerter misses 3-pt jump shot from 26 ft,2,8
20,1,9:18.0,,Offensive rebound by D. Dedmon,2,8
21,1,9:18.0,,Shooting foul by M. Turner (drawn by D. Dedmon),2,8
22,1,9:18.0,,D. Dedmon makes free throw 1 of 2,2,9
23,1,9:18.0,D. Sabonis enters the game for M. Turner,,2,9
24,1,9:18.0,,D. Dedmon makes free throw 2 of 2,2,10
25,1,9:07.0,V. Oladipo misses 3-pt jump shot from 25 ft,,2,10
26,1,9:03.0,,Defensive rebound by J. Collins,2,10
27,1,8:54.0,,K. Bazemore misses 3-pt jump shot from 23 ft,2,10
28,1,8:50.0,Defensive rebound by T. Young,,2,10
29,1,8:40.0,T. Young misses 2-pt layup from 1 ft,,2,10
30,1,8:38.0,Offensive rebound by D. Sabonis,,2,10
31,1,8:38.0,D. Sabonis misses 2-pt layup at rim,,2,10
32,1,8:38.0,Offensive rebound by D. Sabonis,,2,10
33,1,8:38.0,Shooting foul by J. Collins (drawn by D. Sabonis),,2,10
34,1,8:38.0,D. Sabonis misses free throw 1 of 2,,2,10
35,1,8:38.0,Offensive rebound by Team,,2,10
36,1,8:38.0,D. Sabonis misses free throw 2 of 2,,2,10
37,1,8:35.0,,Defensive rebound by D. Dedmon,2,10
38,1,8:19.0,,T. Young makes 2-pt jump shot from 3 ft (assist by K. Bazemore),2,12
39,1,8:13.0,Indiana full timeout,,2,12
40,1,8:13.0,,V. Carter enters the game for J. Collins,2,12
41,1,8:05.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,2,12
42,1,8:02.0,,Defensive rebound by D. Dedmon,2,12
43,1,8:00.0,,T. Young misses 2-pt layup from 4 ft (block by D. Collison),2,12
44,1,8:00.0,Defensive rebound by Team,,2,12
45,1,8:00.0,,D. Bembry enters the game for K. Huerter,2,12
46,1,7:47.0,D. Sabonis misses 2-pt jump shot from 11 ft,,2,12
47,1,7:44.0,,Defensive rebound by D. Dedmon,2,12
48,1,7:24.0,,Turnover by V. Carter (bad pass; steal by V. Oladipo),2,12
49,1,7:19.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,2,12
50,1,7:15.0,Offensive rebound by D. Sabonis,,2,12
51,1,7:14.0,Shooting foul by V. Carter (drawn by B. Bogdanović),,2,12
52,1,7:14.0,B. Bogdanović makes free throw 1 of 2,,3,12
53,1,7:14.0,B. Bogdanović makes free throw 2 of 2,,4,12
54,1,7:05.0,,Turnover by T. Young (bad pass),4,12
55,1,6:55.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,6,12
56,1,6:46.0,,T. Young makes 2-pt layup from 1 ft,6,14
57,1,6:26.0,D. Collison makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,9,14
58,1,6:09.0,,K. Bazemore misses 2-pt layup from 8 ft,9,14
59,1,6:05.0,Defensive rebound by V. Oladipo,,9,14
60,1,6:02.0,D. Collison makes 2-pt layup from 1 ft,,11,14
61,1,6:00.0,,Atlanta full timeout,11,14
62,1,6:00.0,,K. Huerter enters the game for K. Bazemore,11,14
63,1,6:00.0,,J. Lin enters the game for D. Dedmon,11,14
64,1,6:00.0,,A. Poythress enters the game for T. Young,11,14
65,1,5:37.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by J. Lin),11,17
66,1,5:19.0,D. Sabonis misses 2-pt layup from 6 ft (block by V. Carter),,11,17
67,1,5:16.0,,Defensive rebound by V. Carter,11,17
68,1,5:14.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by V. Carter),11,20
69,1,5:00.0,Shooting foul by A. Poythress (drawn by D. Sabonis),,11,20
70,1,5:00.0,D. Sabonis makes free throw 1 of 2,,12,20
71,1,5:00.0,D. Sabonis makes free throw 2 of 2,,13,20
72,1,4:46.0,,Turnover by D. Bembry (lost ball; steal by D. Collison),13,20
73,1,4:41.0,D. Collison makes 2-pt jump shot from 16 ft (assist by V. Oladipo),,15,20
74,1,4:27.0,,Turnover by D. Bembry (bad pass; steal by D. Sabonis),15,20
