,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
115,2,10:45.0,,Defensive rebound by J. Barea,34,34
116,2,10:34.0,,J. Barea misses 2-pt layup from 3 ft,34,34
117,2,10:29.0,Defensive rebound by C. Paul,,34,34
118,2,10:26.0,Personal foul by D. Powell (drawn by D. House),,34,34
119,2,10:20.0,C. Paul misses 3-pt jump shot from 25 ft,,34,34
120,2,10:16.0,Offensive rebound by C. Capela,,34,34
121,2,10:15.0,C. Capela misses 2-pt hook shot from 4 ft,,34,34
122,2,10:13.0,,Defensive rebound by D. Harris,34,34
123,2,10:08.0,,J. Barea makes 2-pt layup from 1 ft,34,36
124,2,10:00.0,C. Paul makes 2-pt layup from 1 ft,,36,36
125,2,9:45.0,,Personal foul by C. Capela (drawn by D. Powell),36,36
126,2,9:41.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Harris),36,38
127,2,9:33.0,D. House misses 3-pt jump shot from 25 ft,,36,38
128,2,9:30.0,,Defensive rebound by J. Barea,36,38
129,2,9:17.0,,W. Matthews misses 2-pt jump shot from 14 ft,36,38
130,2,9:11.0,Defensive rebound by D. House,,36,38
131,2,9:06.0,G. Green misses 3-pt jump shot from 23 ft,,36,38
132,2,9:04.0,,Defensive rebound by D. Powell,36,38
133,2,9:00.0,,Personal foul by E. Gordon (drawn by J. Barea),36,38
134,2,9:00.0,J. Ennis enters the game for G. Green,,36,38
135,2,9:00.0,J. Harden enters the game for C. Paul,,36,38
136,2,9:00.0,,H. Barnes enters the game for W. Matthews,36,38
137,2,8:47.0,,D. Finney-Smith makes 2-pt jump shot from 16 ft (assist by D. Powell),36,40
138,2,8:38.0,E. Gordon makes 2-pt layup from 1 ft (assist by J. Harden),,38,40
139,2,8:16.0,,J. Barea makes 3-pt jump shot from 25 ft,38,43
140,2,7:58.0,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),,40,43
141,2,7:31.0,,J. Barea misses 3-pt jump shot from 25 ft,40,43
142,2,7:30.0,,Offensive rebound by Team,40,43
143,2,7:30.0,,Turnover by Team (shot clock),40,43
144,2,7:17.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,42,43
145,2,7:17.0,,Dallas full timeout,42,43
146,2,7:17.0,P. Tucker enters the game for D. House,,42,43
147,2,7:17.0,,J. Brunson enters the game for J. Barea,42,43
148,2,7:17.0,,L. Dončić enters the game for D. Harris,42,43
149,2,7:17.0,,D. Jordan enters the game for D. Powell,42,43
150,2,7:01.0,,L. Dončić misses 2-pt layup from 2 ft,42,43
151,2,7:00.0,,Offensive rebound by L. Dončić,42,43
152,2,7:00.0,,L. Dončić misses 2-pt layup from 1 ft,42,43
153,2,6:59.0,,Offensive rebound by L. Dončić,42,43
154,2,6:58.0,,L. Dončić misses 2-pt layup from 1 ft,42,43
155,2,6:57.0,Defensive rebound by C. Capela,,42,43
156,2,6:45.0,J. Harden misses 2-pt jump shot from 15 ft,,42,43
157,2,6:41.0,,Defensive rebound by D. Jordan,42,43
158,2,6:32.0,,H. Barnes misses 3-pt jump shot from 23 ft,42,43
159,2,6:29.0,Defensive rebound by J. Harden,,42,43
160,2,6:25.0,Turnover by J. Harden (bad pass; steal by J. Brunson),,42,43
161,2,6:24.0,,Turnover by J. Brunson (palming),42,43
162,2,6:13.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Capela),,45,43
163,2,5:49.0,,H. Barnes makes 2-pt layup from 1 ft (assist by D. Jordan),45,45
164,2,5:36.0,E. Gordon makes 2-pt layup at rim,,47,45
165,2,5:16.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,47,45
166,2,5:13.0,,Offensive rebound by D. Jordan,47,45
167,2,5:12.0,,D. Jordan makes 2-pt dunk from 2 ft,47,47
168,2,4:50.0,Turnover by J. Ennis (bad pass; steal by L. Dončić),,47,47
169,2,4:44.0,,L. Dončić makes 2-pt layup at rim,47,49
170,2,4:44.0,Houston full timeout,,47,49
171,2,4:44.0,C. Paul enters the game for J. Ennis,,47,49
172,2,4:33.0,J. Harden makes 3-pt jump shot from 25 ft (assist by E. Gordon),,50,49
173,2,4:06.0,,Shooting foul by E. Gordon (drawn by L. Dončić),50,49
174,2,4:06.0,,L. Dončić makes free throw 1 of 3,50,50
175,2,4:06.0,,L. Dončić makes free throw 2 of 3,50,51
176,2,4:06.0,,L. Dončić makes free throw 3 of 3,50,52
177,2,3:44.0,J. Harden misses 3-pt jump shot from 25 ft,,50,52
178,2,3:40.0,,Defensive rebound by L. Dončić,50,52
179,2,3:35.0,,Turnover by L. Dončić (out of bounds lost ball),50,52
180,2,3:17.0,C. Paul misses 3-pt jump shot from 25 ft,,50,52
181,2,3:15.0,,Defensive rebound by H. Barnes,50,52
182,2,3:11.0,,J. Brunson misses 2-pt jump shot from 10 ft,50,52
183,2,3:07.0,,Offensive rebound by D. Jordan,50,52
184,2,3:07.0,,D. Jordan makes 2-pt layup from 1 ft,50,54
185,2,2:55.0,J. Harden makes 3-pt jump shot from 25 ft (assist by C. Paul),,53,54
186,2,2:27.0,,L. Dončić misses 3-pt jump shot from 25 ft,53,54
187,2,2:24.0,Defensive rebound by C. Capela,,53,54
188,2,2:20.0,Personal foul by D. Finney-Smith (drawn by J. Harden),,53,54
189,2,2:20.0,N. Hilário enters the game for C. Capela,,53,54
190,2,2:13.0,C. Paul makes 2-pt jump shot from 14 ft (assist by N. Hilário),,55,54
191,2,1:52.0,,Turnover by D. Jordan (bad pass),55,54
192,2,1:52.0,J. Ennis enters the game for E. Gordon,,55,54
193,2,1:52.0,,W. Matthews enters the game for D. Finney-Smith,55,54
194,2,1:34.0,P. Tucker misses 2-pt layup from 4 ft (block by D. Jordan),,55,54
195,2,1:32.0,,Defensive rebound by Team,55,54
196,2,1:32.0,,Personal foul by N. Hilário (drawn by L. Dončić),55,54
197,2,1:23.0,,Personal foul by P. Tucker (drawn by W. Matthews),55,54
198,2,1:23.0,,W. Matthews makes free throw 1 of 2,55,55
199,2,1:23.0,,W. Matthews makes free throw 2 of 2,55,56
200,2,1:09.0,C. Paul misses 2-pt jump shot from 13 ft,,55,56
201,2,1:05.0,,Defensive rebound by D. Jordan,55,56
202,2,0:59.0,,Turnover by W. Matthews (bad pass; steal by J. Ennis),55,56
203,2,0:56.0,C. Paul makes 2-pt layup from 1 ft (assist by J. Harden),,57,56
204,2,0:37.0,,H. Barnes misses 2-pt hook shot from 7 ft,57,56
205,2,0:35.0,Defensive rebound by J. Harden,,57,56
206,2,0:27.0,J. Harden misses 3-pt jump shot from 25 ft,,57,56
207,2,0:24.0,,Defensive rebound by W. Matthews,57,56
208,2,0:02.0,,Turnover by Team (shot clock),57,56
209,2,0:00.0,N. Hilário misses 3-pt jump shot from 33 ft,,57,56
210,2,0:00.0,Offensive rebound by Team,,57,56
211,3,11:43.0,J. Harden makes 3-pt jump shot from 26 ft,,60,56
212,3,11:23.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by J. Brunson),60,59
213,3,11:12.0,Turnover by J. Harden (bad pass; steal by D. Jordan),,60,59
214,3,11:08.0,,L. Dončić makes 2-pt jump shot from 9 ft,60,61
215,3,10:52.0,P. Tucker makes 2-pt layup from 4 ft (assist by C. Paul),,62,61
216,3,10:33.0,,W. Matthews misses 3-pt jump shot from 23 ft,62,61
217,3,10:31.0,Defensive rebound by C. Capela,,62,61
218,3,10:24.0,J. Ennis misses 3-pt jump shot from 23 ft,,62,61
219,3,10:21.0,,Defensive rebound by D. Jordan,62,61
220,3,10:10.0,,W. Matthews misses 2-pt jump shot from 5 ft,62,61
221,3,10:08.0,Defensive rebound by C. Capela,,62,61
222,3,10:01.0,Turnover by J. Harden (bad pass; steal by J. Brunson),,62,61
223,3,9:55.0,,J. Brunson makes 2-pt layup at rim,62,63
224,3,9:30.0,Turnover by C. Paul (bad pass),,62,63
225,3,9:17.0,,W. Matthews makes 2-pt layup at rim (assist by L. Dončić),62,65
226,3,9:04.0,Turnover by J. Harden (bad pass; steal by D. Jordan),,62,65
227,3,8:57.0,,Turnover by J. Brunson (bad pass; steal by P. Tucker),62,65
228,3,8:55.0,,Violation by Team (kicked ball),62,65
229,3,8:54.0,Turnover by J. Harden (bad pass; steal by J. Brunson),,62,65
230,3,8:50.0,,J. Brunson makes 2-pt dunk at rim,62,67
231,3,8:28.0,C. Paul makes 3-pt jump shot from 28 ft,,65,67
232,3,8:01.0,,D. Jordan misses 2-pt hook shot from 9 ft,65,67
233,3,7:56.0,,Offensive rebound by L. Dončić,65,67
234,3,7:56.0,,L. Dončić makes 2-pt layup at rim,65,69
235,3,7:50.0,C. Capela makes 2-pt dunk at rim (assist by C. Paul),,67,69
236,3,7:37.0,,Offensive foul by L. Dončić (drawn by C. Capela),67,69
237,3,7:37.0,,Turnover by L. Dončić (offensive foul),67,69
238,3,7:13.0,C. Paul misses 2-pt jump shot from 6 ft,,67,69
239,3,7:11.0,,Defensive rebound by D. Jordan,67,69
240,3,7:01.0,,J. Brunson makes 2-pt jump shot from 8 ft,67,71
241,3,6:34.0,J. Harden makes 2-pt layup from 1 ft,,69,71
242,3,6:13.0,,H. Barnes misses 2-pt jump shot from 14 ft,69,71
243,3,6:11.0,,Offensive rebound by H. Barnes,69,71
244,3,6:09.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),69,74
245,3,6:09.0,Houston full timeout,,69,74
246,3,6:09.0,E. Gordon enters the game for C. Capela,,69,74
247,3,6:09.0,G. Green enters the game for J. Ennis,,69,74
248,3,6:09.0,N. Hilário enters the game for C. Paul,,69,74
249,3,6:09.0,,D. Finney-Smith enters the game for W. Matthews,69,74
250,3,5:53.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,72,74
251,3,5:32.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by H. Barnes),72,77
252,3,5:02.0,P. Tucker misses 3-pt jump shot from 24 ft,,72,77
253,3,4:59.0,,Defensive rebound by D. Finney-Smith,72,77
254,3,4:56.0,,Turnover by L. Dončić (lost ball; steal by J. Harden),72,77
255,3,4:54.0,Clear path foul by D. Finney-Smith,,72,77
256,3,4:54.0,J. Harden makes clear path free throw 1 of 2,,73,77
257,3,4:54.0,J. Harden makes clear path free throw 2 of 2,,74,77
258,3,4:47.0,G. Green misses 2-pt jump shot from 13 ft,,74,77
259,3,4:47.0,,Defensive rebound by Team,74,77
260,3,4:47.0,Loose ball foul by N. Hilário (drawn by L. Dončić),,74,77
261,3,4:36.0,,H. Barnes misses 3-pt jump shot from 26 ft,74,77
262,3,4:31.0,,Offensive rebound by D. Jordan,74,77
263,3,4:31.0,,D. Jordan misses 2-pt dunk from 1 ft (block by J. Harden),74,77
264,3,4:31.0,,Offensive rebound by Team,74,77
265,3,4:24.0,,H. Barnes makes 2-pt layup at rim,74,79
266,3,4:00.0,J. Harden makes 3-pt jump shot from 26 ft,,77,79
267,3,4:00.0,,Turnover by D. Jordan (bad pass),77,79
268,3,4:00.0,,J. Barea enters the game for J. Brunson,77,79
269,3,3:16.0,G. Green misses 3-pt jump shot from 26 ft,,77,79
270,3,3:13.0,,Defensive rebound by L. Dončić,77,79
271,3,2:53.0,,L. Dončić misses 2-pt jump shot from 10 ft,77,79
272,3,2:49.0,Defensive rebound by E. Gordon,,77,79
273,3,2:41.0,Shooting foul by D. Finney-Smith (drawn by J. Harden),,77,79
274,3,2:41.0,,Dallas full timeout,77,79
275,3,2:41.0,D. House enters the game for E. Gordon,,77,79
276,3,2:41.0,C. Paul enters the game for P. Tucker,,77,79
277,3,2:41.0,,D. Harris enters the game for L. Dončić,77,79
278,3,2:41.0,,W. Matthews enters the game for D. Finney-Smith,77,79
279,3,2:41.0,,D. Powell enters the game for D. Jordan,77,79
280,3,2:41.0,J. Harden makes free throw 1 of 3,,78,79
281,3,2:41.0,J. Harden makes free throw 2 of 3,,79,79
282,3,2:41.0,J. Harden makes free throw 3 of 3,,80,79
283,3,2:24.0,,Offensive foul by D. Powell (drawn by N. Hilário),80,79
284,3,2:24.0,,Turnover by D. Powell (offensive foul),80,79
285,3,2:07.0,N. Hilário makes 2-pt dunk at rim (assist by J. Harden),,82,79
286,3,1:48.0,,W. Matthews misses 2-pt jump shot from 9 ft,82,79
287,3,1:45.0,,Offensive rebound by W. Matthews,82,79
288,3,1:40.0,,D. Harris misses 3-pt jump shot from 26 ft,82,79
289,3,1:37.0,Defensive rebound by C. Paul,,82,79
290,3,1:29.0,C. Paul misses 3-pt jump shot from 25 ft,,82,79
291,3,1:26.0,,Defensive rebound by J. Barea,82,79
292,3,1:20.0,,Turnover by J. Barea (bad pass; steal by N. Hilário),82,79
293,3,1:18.0,Personal foul by D. Harris (drawn by J. Harden),,82,79
294,3,1:04.0,Turnover by J. Harden (out of bounds lost ball),,82,79
295,3,0:55.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Barea),82,82
296,3,0:55.0,Houston full timeout,,82,82
297,3,0:36.0,J. Harden misses 3-pt jump shot from 25 ft,,82,82
298,3,0:34.0,Offensive rebound by G. Green,,82,82
299,3,0:26.0,J. Harden makes 2-pt layup from 1 ft,,84,82
300,3,0:15.0,,Personal foul by N. Hilário (drawn by D. Powell),84,82
301,3,0:06.0,,Shooting foul by D. House (drawn by W. Matthews),84,82
302,3,0:06.0,,W. Matthews makes free throw 1 of 2,84,83
303,3,0:06.0,,D. Finney-Smith enters the game for J. Barea,84,83
304,3,0:06.0,,W. Matthews makes free throw 2 of 2,84,84
305,3,0:01.0,J. Harden misses 3-pt jump shot from 25 ft,,84,84
306,3,0:01.0,Offensive rebound by Team,,84,84
307,4,11:47.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),84,87
308,4,11:28.0,C. Capela makes 2-pt layup at rim (assist by C. Paul),,86,87
309,4,11:08.0,,D. Powell misses 2-pt jump shot from 7 ft (block by J. Ennis),86,87
310,4,11:05.0,Defensive rebound by C. Capela,,86,87
311,4,10:58.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by C. Paul),,89,87
312,4,10:44.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by J. Barea),89,90
313,4,10:29.0,C. Paul misses 2-pt jump shot from 17 ft,,89,90
314,4,10:26.0,,Defensive rebound by D. Harris,89,90
315,4,10:22.0,,Personal foul by J. Ennis (drawn by D. Harris),89,90
316,4,10:15.0,,D. Harris misses 3-pt jump shot from 25 ft,89,90
317,4,10:12.0,Defensive rebound by J. Ennis,,89,90
318,4,10:07.0,E. Gordon misses 3-pt jump shot from 26 ft,,89,90
319,4,10:03.0,,Defensive rebound by D. Finney-Smith,89,90
320,4,9:56.0,,J. Barea misses 2-pt jump shot from 4 ft,89,90
321,4,9:55.0,Defensive rebound by C. Capela,,89,90
322,4,9:52.0,Shooting foul by W. Matthews (drawn by J. Ennis),,89,90
323,4,9:52.0,J. Ennis makes free throw 1 of 2,,90,90
324,4,9:52.0,J. Ennis makes free throw 2 of 2,,91,90
325,4,9:40.0,,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by D. Powell),91,92
326,4,9:33.0,Personal foul by D. Finney-Smith (drawn by C. Capela),,91,92
327,4,9:27.0,E. Gordon misses 3-pt jump shot from 27 ft,,91,92
328,4,9:23.0,,Defensive rebound by D. Harris,91,92
329,4,9:04.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,91,92
330,4,9:01.0,Defensive rebound by J. Ennis,,91,92
331,4,8:55.0,Personal foul by D. Harris (drawn by C. Paul),,91,92
332,4,8:49.0,J. Ennis misses 3-pt jump shot from 23 ft,,91,92
333,4,8:45.0,,Defensive rebound by D. Powell,91,92
334,4,8:30.0,,D. Powell misses 2-pt jump shot from 20 ft,91,92
335,4,8:28.0,Defensive rebound by C. Capela,,91,92
336,4,8:12.0,C. Paul makes 3-pt jump shot from 25 ft,,94,92
337,4,7:56.0,,Personal foul by J. Ennis (drawn by W. Matthews),94,92
338,4,7:56.0,,Dallas full timeout,94,92
339,4,7:56.0,J. Harden enters the game for J. Ennis,,94,92
340,4,7:42.0,,Turnover by D. Powell (traveling),94,92
341,4,7:42.0,,H. Barnes enters the game for D. Harris,94,92
342,4,7:42.0,,L. Dončić enters the game for W. Matthews,94,92
343,4,7:42.0,,D. Jordan enters the game for D. Powell,94,92
344,4,7:18.0,J. Harden misses 3-pt jump shot from 26 ft,,94,92
345,4,7:14.0,Offensive rebound by P. Tucker,,94,92
346,4,7:03.0,J. Harden misses 3-pt jump shot from 25 ft,,94,92
347,4,7:00.0,Offensive rebound by P. Tucker,,94,92
348,4,6:58.0,P. Tucker misses 2-pt layup from 1 ft,,94,92
349,4,6:58.0,Offensive rebound by C. Capela,,94,92
350,4,6:56.0,C. Capela misses 2-pt layup from 1 ft (block by H. Barnes),,94,92
351,4,6:56.0,,J. Brunson enters the game for J. Barea,94,92
352,4,6:56.0,Offensive rebound by Team,,94,92
353,4,6:56.0,N. Hilário enters the game for C. Capela,,94,92
354,4,6:48.0,C. Paul makes 2-pt jump shot from 14 ft,,96,92
355,4,6:31.0,,Personal foul by J. Harden (drawn by D. Jordan),96,92
356,4,6:17.0,,L. Dončić misses 3-pt jump shot from 27 ft,96,92
357,4,6:13.0,,Offensive rebound by D. Jordan,96,92
358,4,6:05.0,,H. Barnes misses 3-pt jump shot from 27 ft,96,92
359,4,6:01.0,Defensive rebound by J. Harden,,96,92
360,4,5:50.0,P. Tucker misses 3-pt jump shot from 23 ft,,96,92
361,4,5:47.0,,Defensive rebound by D. Jordan,96,92
362,4,5:34.0,,Turnover by H. Barnes (lost ball; steal by C. Paul),96,92
363,4,5:17.0,C. Paul misses 2-pt jump shot from 3 ft,,96,92
364,4,5:15.0,,Defensive rebound by D. Jordan,96,92
365,4,5:14.0,,Turnover by D. Jordan (bad pass),96,92
366,4,4:54.0,J. Harden makes 2-pt layup from 1 ft,,98,92
367,4,4:54.0,,Dallas full timeout,98,92
368,4,4:54.0,,W. Matthews enters the game for D. Finney-Smith,98,92
369,4,4:31.0,,W. Matthews misses 3-pt jump shot from 26 ft,98,92
370,4,4:26.0,Defensive rebound by P. Tucker,,98,92
371,4,4:08.0,C. Paul makes 2-pt jump shot from 11 ft,,100,92
372,4,3:48.0,,J. Brunson makes 2-pt jump shot from 10 ft,100,94
373,4,3:21.0,P. Tucker misses 2-pt jump shot from 9 ft,,100,94
374,4,3:19.0,Offensive rebound by P. Tucker,,100,94
375,4,3:09.0,Shooting foul by L. Dončić (drawn by N. Hilário),,100,94
376,4,3:09.0,N. Hilário makes free throw 1 of 2,,101,94
377,4,3:09.0,N. Hilário makes free throw 2 of 2,,102,94
378,4,2:49.0,,L. Dončić makes 3-pt jump shot from 23 ft (assist by W. Matthews),102,97
379,4,2:32.0,J. Harden misses 3-pt jump shot from 26 ft,,102,97
380,4,2:28.0,,Defensive rebound by D. Jordan,102,97
381,4,2:19.0,,W. Matthews misses 3-pt jump shot from 25 ft,102,97
382,4,2:18.0,,Offensive rebound by D. Jordan,102,97
383,4,2:18.0,,Personal foul by C. Paul (drawn by D. Jordan),102,97
384,4,2:18.0,C. Capela enters the game for N. Hilário,,102,97
385,4,2:05.0,,L. Dončić makes 3-pt jump shot from 26 ft,102,100
386,4,1:49.0,Personal foul by J. Brunson (drawn by C. Paul),,102,100
387,4,1:49.0,C. Paul misses free throw 1 of 2,,102,100
