,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
37,1,6:29.0,,Defensive rebound by K. Walker,14,15
38,1,6:25.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),14,17
39,1,6:03.0,R. Jackson misses 3-pt jump shot from 23 ft,,14,17
40,1,5:59.0,,Defensive rebound by M. Williams,14,17
41,1,5:52.0,,M. Williams misses 3-pt jump shot from 25 ft,14,17
42,1,5:50.0,,Offensive rebound by C. Zeller,14,17
43,1,5:48.0,,J. Lamb misses 2-pt layup from 2 ft,14,17
44,1,5:48.0,Defensive rebound by B. Griffin,,14,17
45,1,5:41.0,B. Griffin makes 2-pt layup from 2 ft,,16,17
46,1,5:41.0,,Loose ball foul by K. Walker (drawn by B. Griffin),16,17
47,1,5:41.0,B. Griffin makes free throw 1 of 1,,17,17
48,1,5:28.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),17,20
49,1,5:15.0,B. Griffin misses 2-pt jump shot from 19 ft,,17,20
50,1,5:11.0,Offensive rebound by A. Drummond,,17,20
51,1,5:06.0,Turnover by A. Drummond (lost ball; steal by K. Walker),,17,20
52,1,5:01.0,,K. Walker makes 2-pt layup from 2 ft,17,22
53,1,4:48.0,L. Kennard misses 2-pt jump shot from 19 ft,,17,22
54,1,4:45.0,,Defensive rebound by C. Zeller,17,22
55,1,4:38.0,,K. Walker misses 3-pt jump shot from 27 ft,17,22
56,1,4:35.0,Defensive rebound by A. Drummond,,17,22
57,1,4:24.0,B. Griffin misses 3-pt jump shot from 26 ft,,17,22
58,1,4:21.0,,Defensive rebound by K. Walker,17,22
59,1,4:15.0,,K. Walker misses 2-pt jump shot from 4 ft,17,22
60,1,4:15.0,,Offensive rebound by C. Zeller,17,22
61,1,4:11.0,,C. Zeller makes 2-pt layup from 1 ft,17,24
62,1,3:58.0,Personal foul by C. Zeller (drawn by A. Drummond),,17,24
63,1,3:58.0,,M. Bridges enters the game for N. Batum,17,24
64,1,3:58.0,Detroit full timeout,,17,24
65,1,3:58.0,J. Calderón enters the game for B. Brown,,17,24
66,1,3:58.0,L. Galloway enters the game for R. Jackson,,17,24
67,1,3:58.0,,W. Hernangómez enters the game for C. Zeller,17,24
68,1,3:45.0,L. Kennard misses 3-pt jump shot from 24 ft,,17,24
69,1,3:41.0,,Defensive rebound by M. Williams,17,24
70,1,3:31.0,,M. Bridges misses 2-pt layup from 3 ft (block by A. Drummond),17,24
71,1,3:31.0,,Offensive rebound by Team,17,24
72,1,3:25.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by J. Lamb),17,26
73,1,3:07.0,B. Griffin makes 2-pt layup from 2 ft (assist by L. Galloway),,19,26
74,1,2:52.0,,K. Walker misses 3-pt jump shot from 25 ft,19,26
75,1,2:49.0,Defensive rebound by L. Kennard,,19,26
76,1,2:41.0,L. Kennard misses 2-pt jump shot from 15 ft,,19,26
77,1,2:36.0,Offensive rebound by A. Drummond,,19,26
78,1,2:36.0,A. Drummond misses 2-pt layup from 1 ft,,19,26
79,1,2:36.0,Offensive rebound by A. Drummond,,19,26
80,1,2:36.0,A. Drummond makes 2-pt layup at rim,,21,26
81,1,2:19.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by K. Walker),21,28
82,1,2:04.0,L. Galloway misses 2-pt jump shot from 15 ft,,21,28
83,1,2:02.0,,Defensive rebound by M. Williams,21,28
84,1,1:54.0,,K. Walker misses 2-pt layup from 2 ft (block by A. Drummond),21,28
85,1,1:54.0,,Offensive rebound by Team,21,28
86,1,1:54.0,S. Johnson enters the game for A. Drummond,,21,28
87,1,1:54.0,Z. Pachulia enters the game for L. Kennard,,21,28
88,1,1:54.0,,T. Parker enters the game for J. Lamb,21,28
89,1,1:47.0,,Shooting foul by Z. Pachulia (drawn by K. Walker),21,28
90,1,1:47.0,,K. Walker makes free throw 1 of 2,21,29
91,1,1:47.0,,K. Walker makes free throw 2 of 2,21,30
92,1,1:37.0,J. Calderón makes 2-pt jump shot from 16 ft,,23,30
93,1,1:17.0,,K. Walker makes 2-pt jump shot from 19 ft,23,32
94,1,1:04.0,B. Griffin misses 3-pt jump shot from 25 ft,,23,32
95,1,1:02.0,Offensive rebound by L. Galloway,,23,32
96,1,0:57.0,B. Griffin makes 2-pt layup from 3 ft,,25,32
97,1,0:37.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by K. Walker),25,34
98,1,0:32.0,L. Galloway misses 3-pt jump shot from 26 ft,,25,34
99,1,0:29.0,,Defensive rebound by M. Williams,25,34
100,1,0:09.0,,W. Hernangómez makes 3-pt jump shot from 26 ft (assist by M. Williams),25,37
101,1,0:03.0,S. Johnson misses 2-pt layup from 3 ft (block by M. Bridges),,25,37
102,1,0:00.0,,Defensive rebound by W. Hernangómez,25,37
103,1,0:00.0,,K. Walker misses 3-pt jump shot from 25 ft,25,37
104,1,0:00.0,,Offensive rebound by Team,25,37
105,2,11:45.0,,M. Monk makes 2-pt dunk from 1 ft (assist by N. Batum),25,39
106,2,11:30.0,J. Calderón misses 3-pt jump shot from 25 ft,,25,39
107,2,11:26.0,,Defensive rebound by W. Hernangómez,25,39
108,2,11:17.0,Violation by Team (kicked ball),,25,39
109,2,11:03.0,,W. Hernangómez misses 2-pt jump shot from 20 ft,25,39
110,2,11:00.0,Defensive rebound by S. Johnson,,25,39
111,2,10:55.0,L. Galloway makes 2-pt layup from 2 ft (assist by Z. Pachulia),,27,39
112,2,10:34.0,,T. Parker misses 2-pt jump shot from 10 ft,27,39
113,2,10:32.0,Defensive rebound by J. Calderón,,27,39
114,2,10:22.0,Turnover by S. Johnson (lost ball; steal by T. Parker),,27,39
115,2,10:07.0,,T. Parker makes 2-pt layup from 6 ft (assist by F. Kaminsky),27,41
116,2,9:51.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by S. Johnson),,30,41
117,2,9:33.0,,W. Hernangómez makes 2-pt dunk from 1 ft (assist by T. Parker),30,43
118,2,9:27.0,Detroit full timeout,,30,43
119,2,9:16.0,L. Galloway misses 2-pt layup from 2 ft,,30,43
120,2,9:15.0,Offensive rebound by L. Galloway,,30,43
121,2,9:15.0,J. Leuer makes 2-pt layup from 2 ft (assist by L. Galloway),,32,43
122,2,9:15.0,Shooting foul by W. Hernangómez (drawn by J. Leuer),,32,43
123,2,9:15.0,J. Leuer makes free throw 1 of 1,,33,43
124,2,8:59.0,,M. Monk misses 2-pt layup from 9 ft,33,43
125,2,8:59.0,,Offensive rebound by Team,33,43
126,2,8:59.0,Loose ball foul by Z. Pachulia (drawn by M. Monk),,33,43
127,2,8:51.0,,T. Parker misses 2-pt jump shot from 16 ft,33,43
128,2,8:47.0,Defensive rebound by J. Calderón,,33,43
129,2,8:42.0,L. Galloway makes 3-pt jump shot from 28 ft (assist by S. Johnson),,36,43
130,2,8:42.0,Shooting foul by N. Batum (drawn by L. Galloway),,36,43
131,2,8:42.0,,M. Bridges enters the game for W. Hernangómez,36,43
132,2,8:42.0,L. Galloway makes free throw 1 of 1,,37,43
133,2,8:27.0,,Turnover by M. Monk (traveling),37,43
134,2,8:05.0,J. Calderón misses 2-pt jump shot from 18 ft,,37,43
135,2,8:02.0,Offensive rebound by Z. Pachulia,,37,43
136,2,8:01.0,Z. Pachulia misses 2-pt layup from 2 ft (block by M. Monk),,37,43
137,2,7:58.0,,Defensive rebound by N. Batum,37,43
138,2,7:55.0,,M. Monk misses 3-pt jump shot from 26 ft,37,43
139,2,7:55.0,Defensive rebound by S. Johnson,,37,43
140,2,7:45.0,J. Leuer makes 2-pt jump shot from 17 ft (assist by J. Calderón),,39,43
141,2,7:45.0,,Charlotte full timeout,39,43
142,2,7:45.0,,J. Lamb enters the game for N. Batum,39,43
143,2,7:45.0,,M. Williams enters the game for M. Monk,39,43
144,2,7:29.0,,Shooting foul by S. Johnson (drawn by F. Kaminsky),39,43
145,2,7:29.0,,F. Kaminsky makes free throw 1 of 2,39,44
146,2,7:29.0,,F. Kaminsky makes free throw 2 of 2,39,45
147,2,7:11.0,S. Johnson misses 2-pt jump shot from 14 ft,,39,45
148,2,7:11.0,Offensive rebound by Team,,39,45
149,2,7:11.0,,Loose ball foul by J. Lamb (drawn by Z. Pachulia),39,45
150,2,6:58.0,L. Galloway misses 2-pt jump shot from 18 ft,,39,45
151,2,6:56.0,,Defensive rebound by M. Bridges,39,45
152,2,6:44.0,,T. Parker makes 2-pt layup from 2 ft (assist by F. Kaminsky),39,47
153,2,6:31.0,Turnover by J. Leuer (lost ball; steal by T. Parker),,39,47
154,2,6:18.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by T. Parker),39,50
155,2,6:05.0,J. Calderón misses 2-pt jump shot from 15 ft,,39,50
156,2,6:01.0,,Defensive rebound by M. Williams,39,50
157,2,6:01.0,,Personal foul by S. Johnson (drawn by M. Bridges),39,50
158,2,6:01.0,A. Drummond enters the game for J. Calderón,,39,50
159,2,6:01.0,B. Griffin enters the game for J. Leuer,,39,50
160,2,6:01.0,R. Jackson enters the game for Z. Pachulia,,39,50
161,2,5:46.0,,J. Lamb makes 2-pt layup from 2 ft (assist by T. Parker),39,52
162,2,5:22.0,A. Drummond makes 2-pt layup from 2 ft (assist by B. Griffin),,41,52
163,2,5:07.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,41,52
164,2,5:04.0,Defensive rebound by S. Johnson,,41,52
165,2,4:59.0,R. Jackson makes 3-pt jump shot from 24 ft (assist by S. Johnson),,44,52
166,2,4:42.0,,M. Williams misses 3-pt jump shot from 23 ft,44,52
167,2,4:39.0,,Offensive rebound by F. Kaminsky,44,52
168,2,4:33.0,,Shooting foul by R. Jackson (drawn by F. Kaminsky),44,52
169,2,4:33.0,,F. Kaminsky misses free throw 1 of 2,44,52
170,2,4:33.0,,Offensive rebound by Team,44,52
171,2,4:33.0,B. Brown enters the game for L. Galloway,,44,52
172,2,4:33.0,L. Kennard enters the game for S. Johnson,,44,52
173,2,4:33.0,,K. Walker enters the game for T. Parker,44,52
174,2,4:33.0,,F. Kaminsky makes free throw 2 of 2,44,53
175,2,4:20.0,B. Griffin makes 2-pt layup from 4 ft,,46,53
176,2,4:11.0,,K. Walker misses 2-pt layup from 3 ft,46,53
177,2,4:09.0,Defensive rebound by B. Brown,,46,53
178,2,4:06.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by B. Brown),,49,53
179,2,3:40.0,,Personal foul by L. Kennard (drawn by F. Kaminsky),49,53
180,2,3:40.0,,F. Kaminsky misses free throw 1 of 2,49,53
181,2,3:40.0,,Offensive rebound by Team,49,53
182,2,3:40.0,,N. Batum enters the game for M. Bridges,49,53
183,2,3:40.0,,F. Kaminsky misses free throw 2 of 2,49,53
184,2,3:36.0,Defensive rebound by B. Griffin,,49,53
185,2,3:21.0,A. Drummond misses 2-pt layup from 2 ft,,49,53
186,2,3:19.0,,Defensive rebound by M. Williams,49,53
187,2,3:15.0,,J. Lamb misses 3-pt jump shot from 25 ft,49,53
188,2,3:15.0,Defensive rebound by Team,,49,53
189,2,3:15.0,,Loose ball foul by M. Williams (drawn by B. Griffin),49,53
190,2,3:15.0,,C. Zeller enters the game for F. Kaminsky,49,53
191,2,2:59.0,R. Jackson misses 3-pt jump shot from 25 ft,,49,53
192,2,2:56.0,,Defensive rebound by M. Williams,49,53
193,2,2:51.0,,Shooting foul by B. Griffin (drawn by J. Lamb),49,53
194,2,2:51.0,,J. Lamb makes free throw 1 of 2,49,54
195,2,2:51.0,,J. Lamb makes free throw 2 of 2,49,55
196,2,2:29.0,B. Brown misses 3-pt jump shot from 22 ft,,49,55
197,2,2:26.0,,Defensive rebound by N. Batum,49,55
198,2,2:22.0,,J. Lamb misses 2-pt layup from 4 ft (block by R. Jackson),49,55
199,2,2:22.0,Defensive rebound by Team,,49,55
200,2,2:01.0,Shooting foul by N. Batum (drawn by A. Drummond),,49,55
201,2,2:01.0,A. Drummond misses free throw 1 of 2,,49,55
202,2,2:01.0,Offensive rebound by Team,,49,55
203,2,2:01.0,A. Drummond makes free throw 2 of 2,,50,55
204,2,1:50.0,,Shooting foul by B. Brown (drawn by K. Walker),50,55
205,2,1:50.0,,K. Walker makes free throw 1 of 3,50,56
206,2,1:50.0,,K. Walker makes free throw 2 of 3,50,57
207,2,1:50.0,,K. Walker makes free throw 3 of 3,50,58
208,2,1:35.0,Turnover by A. Drummond (3 sec),,50,58
209,2,1:22.0,,K. Walker misses 2-pt jump shot from 13 ft,50,58
210,2,1:20.0,Defensive rebound by A. Drummond,,50,58
211,2,1:10.0,B. Griffin makes 2-pt layup from 1 ft,,52,58
212,2,0:55.0,,K. Walker misses 3-pt jump shot from 25 ft,52,58
213,2,0:53.0,Defensive rebound by B. Griffin,,52,58
214,2,0:47.0,A. Drummond misses 2-pt hook shot from 8 ft,,52,58
215,2,0:44.0,,Defensive rebound by J. Lamb,52,58
216,2,0:37.0,,C. Zeller misses 2-pt layup from 3 ft (block by L. Kennard),52,58
217,2,0:36.0,,Offensive rebound by J. Lamb,52,58
218,2,0:36.0,,J. Lamb makes 2-pt layup from 1 ft,52,60
219,2,0:20.0,L. Kennard makes 3-pt jump shot from 29 ft (assist by B. Griffin),,55,60
220,2,0:01.0,,K. Walker misses 2-pt layup from 2 ft (block by A. Drummond),55,60
221,2,0:01.0,,Offensive rebound by Team,55,60
222,3,11:38.0,,C. Zeller misses 3-pt jump shot from 25 ft,55,60
223,3,11:35.0,Defensive rebound by B. Brown,,55,60
224,3,11:18.0,B. Griffin misses 3-pt jump shot from 27 ft,,55,60
225,3,11:14.0,Offensive rebound by R. Jackson,,55,60
226,3,11:13.0,Shooting foul by M. Williams (drawn by B. Griffin),,55,60
227,3,11:13.0,B. Griffin misses free throw 1 of 2,,55,60
228,3,11:13.0,Offensive rebound by Team,,55,60
229,3,11:13.0,B. Griffin misses free throw 2 of 2,,55,60
230,3,11:07.0,,Defensive rebound by M. Williams,55,60
231,3,11:04.0,,K. Walker misses 2-pt layup from 3 ft (block by A. Drummond),55,60
232,3,11:01.0,Defensive rebound by B. Brown,,55,60
233,3,10:58.0,B. Griffin makes 2-pt dunk from 1 ft (assist by B. Brown),,57,60
234,3,10:47.0,,Turnover by C. Zeller (bad pass; steal by B. Brown),57,60
235,3,10:47.0,B. Brown makes 2-pt dunk from 2 ft,,59,60
236,3,10:47.0,,Charlotte full timeout,59,60
237,3,10:37.0,,Turnover by K. Walker (bad pass; steal by A. Drummond),59,60
238,3,10:31.0,A. Drummond makes 2-pt dunk from 2 ft,,61,60
239,3,10:20.0,,Shooting foul by L. Kennard (drawn by J. Lamb),61,60
240,3,10:20.0,,J. Lamb makes free throw 1 of 2,61,61
241,3,10:20.0,,J. Lamb makes free throw 2 of 2,61,62
242,3,10:08.0,Turnover by L. Kennard (bad pass),,61,62
243,3,9:51.0,,J. Lamb misses 2-pt layup from 3 ft,61,62
244,3,9:48.0,Defensive rebound by A. Drummond,,61,62
245,3,9:31.0,A. Drummond misses 2-pt layup from 6 ft (block by M. Williams),,61,62
246,3,9:28.0,Offensive rebound by A. Drummond,,61,62
247,3,9:27.0,A. Drummond makes 2-pt layup from 1 ft,,63,62
248,3,9:12.0,,N. Batum misses 3-pt jump shot from 25 ft,63,62
249,3,9:08.0,Defensive rebound by L. Kennard,,63,62
250,3,8:56.0,Turnover by R. Jackson (bad pass; steal by M. Williams),,63,62
251,3,8:46.0,,K. Walker misses 2-pt layup from 2 ft,63,62
252,3,8:44.0,,Offensive rebound by C. Zeller,63,62
253,3,8:43.0,,C. Zeller misses 2-pt hook shot from 3 ft,63,62
254,3,8:43.0,Defensive rebound by A. Drummond,,63,62
255,3,8:25.0,B. Brown makes 2-pt layup from 2 ft (assist by B. Griffin),,65,62
256,3,8:13.0,,C. Zeller misses 2-pt layup from 2 ft (block by B. Brown),65,62
257,3,8:13.0,,Offensive rebound by C. Zeller,65,62
258,3,8:13.0,,Personal foul by B. Griffin (drawn by C. Zeller),65,62
259,3,8:03.0,,Shooting foul by B. Brown (drawn by K. Walker),65,62
260,3,8:03.0,,K. Walker makes free throw 1 of 2,65,63
261,3,8:03.0,,K. Walker makes free throw 2 of 2,65,64
262,3,7:50.0,R. Jackson misses 3-pt jump shot from 26 ft,,65,64
263,3,7:45.0,,Defensive rebound by J. Lamb,65,64
264,3,7:42.0,,K. Walker misses 2-pt layup from 3 ft (block by B. Brown),65,64
265,3,7:42.0,,Offensive rebound by Team,65,64
266,3,7:37.0,,J. Lamb misses 3-pt jump shot from 25 ft,65,64
267,3,7:35.0,Defensive rebound by A. Drummond,,65,64
268,3,7:27.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by R. Jackson),,68,64
269,3,7:10.0,,M. Williams misses 3-pt jump shot from 25 ft,68,64
270,3,7:08.0,Defensive rebound by L. Kennard,,68,64
271,3,6:54.0,A. Drummond misses 2-pt jump shot from 18 ft,,68,64
272,3,6:51.0,,Defensive rebound by M. Williams,68,64
273,3,6:43.0,,K. Walker makes 3-pt jump shot from 25 ft,68,67
274,3,6:20.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by L. Kennard),,71,67
275,3,6:09.0,,Personal foul by B. Brown (drawn by K. Walker),71,67
276,3,5:57.0,,K. Walker misses 2-pt layup from 2 ft,71,67
277,3,5:55.0,Defensive rebound by B. Griffin,,71,67
278,3,5:52.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by B. Griffin),,74,67
279,3,5:51.0,,Charlotte full timeout,74,67
280,3,5:51.0,,T. Parker enters the game for N. Batum,74,67
281,3,5:37.0,,M. Williams misses 3-pt jump shot from 25 ft,74,67
282,3,5:34.0,Defensive rebound by A. Drummond,,74,67
283,3,5:26.0,Personal foul by M. Williams (drawn by B. Griffin),,74,67
284,3,5:15.0,R. Jackson misses 3-pt jump shot from 25 ft,,74,67
285,3,5:13.0,,Defensive rebound by Team,74,67
286,3,4:52.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by C. Zeller),74,70
287,3,4:34.0,Shooting foul by C. Zeller (drawn by B. Brown),,74,70
288,3,4:34.0,B. Brown misses free throw 1 of 2,,74,70
289,3,4:34.0,Offensive rebound by Team,,74,70
290,3,4:34.0,B. Brown misses free throw 2 of 2,,74,70
291,3,4:34.0,,Defensive rebound by C. Zeller,74,70
292,3,4:25.0,,Personal foul by R. Jackson (drawn by T. Parker),74,70
293,3,4:25.0,,T. Parker makes free throw 1 of 2,74,71
294,3,4:25.0,L. Galloway enters the game for L. Kennard,,74,71
295,3,4:25.0,,T. Parker makes free throw 2 of 2,74,72
296,3,4:05.0,R. Jackson makes 2-pt layup from 2 ft,,76,72
297,3,3:54.0,,T. Parker makes 2-pt layup from 1 ft,76,74
298,3,3:44.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),,79,74
299,3,3:27.0,,M. Williams misses 2-pt jump shot from 20 ft,79,74
300,3,3:24.0,Defensive rebound by B. Brown,,79,74
301,3,3:05.0,B. Griffin misses 2-pt jump shot from 6 ft,,79,74
302,3,3:03.0,,Defensive rebound by C. Zeller,79,74
303,3,2:58.0,,J. Lamb misses 2-pt layup from 4 ft (block by A. Drummond),79,74
304,3,2:55.0,Defensive rebound by B. Griffin,,79,74
305,3,2:54.0,Shooting foul by T. Parker (drawn by R. Jackson),,79,74
306,3,2:54.0,R. Jackson makes free throw 1 of 2,,80,74
307,3,2:54.0,,M. Bridges enters the game for J. Lamb,80,74
308,3,2:54.0,,M. Monk enters the game for K. Walker,80,74
309,3,2:54.0,R. Jackson makes free throw 2 of 2,,81,74
310,3,2:46.0,,Personal foul by R. Jackson (drawn by T. Parker),81,74
311,3,2:46.0,,T. Parker makes free throw 1 of 2,81,75
312,3,2:46.0,J. Calderón enters the game for R. Jackson,,81,75
313,3,2:46.0,,W. Hernangómez enters the game for C. Zeller,81,75
314,3,2:46.0,,T. Parker makes free throw 2 of 2,81,76
315,3,2:46.0,Detroit full timeout,,81,76
316,3,2:46.0,S. Johnson enters the game for B. Brown,,81,76
317,3,2:46.0,Z. Pachulia enters the game for A. Drummond,,81,76
318,3,2:31.0,L. Galloway makes 3-pt jump shot from 26 ft (assist by J. Calderón),,84,76
319,3,2:12.0,,Turnover by M. Monk (bad pass; steal by L. Galloway),84,76
320,3,2:12.0,L. Galloway makes 2-pt layup from 3 ft,,86,76
321,3,2:12.0,,Violation by Team (def goaltending),86,76
322,3,1:56.0,,Shooting foul by L. Galloway (drawn by W. Hernangómez),86,76
323,3,1:56.0,,W. Hernangómez makes free throw 1 of 2,86,77
324,3,1:56.0,,W. Hernangómez makes free throw 2 of 2,86,78
325,3,1:42.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by J. Calderón),,89,78
326,3,1:23.0,,M. Monk misses 3-pt jump shot from 25 ft,89,78
327,3,1:19.0,Defensive rebound by B. Griffin,,89,78
328,3,1:12.0,Turnover by B. Griffin (bad pass; steal by T. Parker),,89,78
329,3,1:10.0,,Personal foul by L. Galloway (drawn by T. Parker),89,78
330,3,1:10.0,,T. Parker makes free throw 1 of 2,89,79
331,3,1:10.0,,T. Parker misses free throw 2 of 2,89,79
332,3,1:06.0,Defensive rebound by J. Calderón,,89,79
333,3,0:56.0,Turnover by S. Johnson (bad pass; steal by M. Bridges),,89,79
334,3,0:48.0,,M. Monk misses 2-pt layup from 2 ft,89,79
335,3,0:45.0,Defensive rebound by Z. Pachulia,,89,79
336,3,0:43.0,S. Johnson makes 2-pt layup from 2 ft (assist by J. Calderón),,91,79
337,3,0:33.0,,T. Parker makes 2-pt layup from 1 ft,91,81
338,3,0:33.0,,Shooting foul by Z. Pachulia (drawn by T. Parker),91,81
339,3,0:33.0,,T. Parker makes free throw 1 of 1,91,82
340,3,0:21.0,Shooting foul by M. Williams (drawn by B. Griffin),,91,82
341,3,0:21.0,B. Griffin makes free throw 1 of 2,,92,82
342,3,0:21.0,B. Griffin makes free throw 2 of 2,,93,82
343,3,0:01.0,,T. Parker misses 2-pt layup from 2 ft,93,82
344,3,0:01.0,Defensive rebound by B. Griffin,,93,82
345,4,11:46.0,J. Calderón misses 2-pt layup from 3 ft,,93,82
346,4,11:44.0,,Defensive rebound by K. Walker,93,82
347,4,11:35.0,,M. Monk misses 2-pt jump shot from 6 ft,93,82
348,4,11:32.0,Defensive rebound by L. Kennard,,93,82
349,4,11:22.0,S. Johnson misses 3-pt jump shot from 25 ft,,93,82
350,4,11:18.0,,Defensive rebound by W. Hernangómez,93,82
351,4,11:06.0,,T. Parker makes 2-pt jump shot from 9 ft (assist by K. Walker),93,84
352,4,10:53.0,Offensive foul by Z. Pachulia (drawn by K. Walker),,93,84
353,4,10:53.0,Turnover by Z. Pachulia (offensive foul),,93,84
354,4,10:33.0,,M. Monk makes 2-pt layup from 4 ft,93,86
355,4,10:33.0,,Shooting foul by J. Calderón (drawn by M. Monk),93,86
356,4,10:33.0,,M. Monk misses free throw 1 of 1,93,86
357,4,10:33.0,Defensive rebound by S. Johnson,,93,86
358,4,10:12.0,Z. Pachulia makes 2-pt layup from 2 ft,,95,86
359,4,9:55.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by K. Walker),95,89
360,4,9:40.0,L. Kennard misses 3-pt jump shot from 26 ft,,95,89
361,4,9:37.0,,Defensive rebound by M. Monk,95,89
362,4,9:31.0,,Turnover by M. Monk (traveling),95,89
363,4,9:31.0,Detroit full timeout,,95,89
364,4,9:31.0,B. Brown enters the game for L. Kennard,,95,89
365,4,9:17.0,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by J. Calderón),,97,89
366,4,9:01.0,,M. Monk misses 2-pt jump shot from 9 ft,97,89
367,4,9:01.0,,Offensive rebound by Team,97,89
368,4,9:01.0,Loose ball foul by S. Johnson (drawn by W. Hernangómez),,97,89
369,4,8:49.0,,T. Parker misses 2-pt jump shot from 17 ft,97,89
370,4,8:45.0,Defensive rebound by J. Calderón,,97,89
371,4,8:29.0,Turnover by B. Brown (traveling),,97,89
372,4,8:29.0,,N. Batum enters the game for M. Monk,97,89
373,4,8:29.0,,J. Lamb enters the game for T. Parker,97,89
374,4,8:19.0,,K. Walker misses 2-pt layup from 2 ft,97,89
375,4,8:17.0,Defensive rebound by Z. Pachulia,,97,89
376,4,8:12.0,S. Johnson misses 3-pt jump shot from 25 ft,,97,89
377,4,8:09.0,,Defensive rebound by M. Bridges,97,89
378,4,7:52.0,,M. Bridges makes 2-pt jump shot from 10 ft,97,91
379,4,7:38.0,B. Brown makes 2-pt layup from 6 ft,,99,91
380,4,7:18.0,,M. Bridges misses 3-pt jump shot from 25 ft,99,91
381,4,7:14.0,Defensive rebound by L. Galloway,,99,91
382,4,6:52.0,L. Galloway misses 2-pt jump shot from 8 ft,,99,91
383,4,6:50.0,,Defensive rebound by M. Bridges,99,91
384,4,6:42.0,,Turnover by M. Bridges (bad pass; steal by L. Galloway),99,91
385,4,6:37.0,J. Calderón misses 3-pt jump shot from 26 ft,,99,91
