,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,UTAH_ACTION,SACRAMENTO_SCORE,UTAH_SCORE
53,1,7:36.0,,R. Rubio makes free throw 2 of 2,1,14
54,1,7:23.0,M. Bagley misses 2-pt jump shot from 18 ft,,1,14
55,1,7:20.0,,Defensive rebound by T. Sefolosha,1,14
56,1,7:13.0,,D. Mitchell makes 2-pt layup from 3 ft,1,16
57,1,7:06.0,Personal foul by T. Sefolosha (drawn by N. Bjelica),,1,16
58,1,7:06.0,N. Bjelica makes free throw 1 of 2,,2,16
59,1,7:06.0,,R. O'Neale enters the game for R. Rubio,2,16
60,1,7:06.0,N. Bjelica makes free throw 2 of 2,,3,16
61,1,6:46.0,,Shooting foul by M. Bagley (drawn by R. Gobert),3,16
62,1,6:46.0,,R. Gobert makes free throw 1 of 2,3,17
63,1,6:46.0,K. Koufos enters the game for N. Bjelica,,3,17
64,1,6:46.0,,R. Gobert makes free throw 2 of 2,3,18
65,1,6:37.0,B. Hield makes 3-pt jump shot from 26 ft (assist by Y. Ferrell),,6,18
66,1,6:24.0,,D. Mitchell misses 3-pt jump shot from 25 ft,6,18
67,1,6:21.0,Defensive rebound by H. Barnes,,6,18
68,1,6:13.0,H. Barnes makes 2-pt jump shot from 13 ft (assist by Y. Ferrell),,8,18
69,1,5:56.0,,Turnover by J. Ingles (lost ball; steal by H. Barnes),8,18
70,1,5:52.0,M. Bagley misses 2-pt layup from 6 ft,,8,18
71,1,5:52.0,Offensive rebound by Team,,8,18
72,1,5:52.0,Turnover by M. Bagley (traveling),,8,18
73,1,5:52.0,,G. Allen enters the game for J. Ingles,8,18
74,1,5:39.0,,G. Allen makes 2-pt jump shot from 6 ft (assist by D. Mitchell),8,20
75,1,5:18.0,B. Hield makes 2-pt jump shot from 15 ft,,10,20
76,1,4:55.0,,D. Mitchell misses 2-pt jump shot from 7 ft,10,20
77,1,4:53.0,Defensive rebound by H. Barnes,,10,20
78,1,4:48.0,B. Hield misses 3-pt jump shot from 26 ft,,10,20
79,1,4:45.0,Offensive rebound by B. Hield,,10,20
80,1,4:37.0,M. Bagley makes 2-pt hook shot from 4 ft,,12,20
81,1,4:27.0,,Utah full timeout,12,20
82,1,4:27.0,B. Bogdanović enters the game for M. Bagley,,12,20
83,1,4:27.0,C. Brewer enters the game for H. Barnes,,12,20
84,1,4:15.0,,D. Mitchell misses 2-pt jump shot from 13 ft,12,20
85,1,4:13.0,Defensive rebound by K. Koufos,,12,20
86,1,4:00.0,Y. Ferrell misses 2-pt jump shot from 20 ft,,12,20
87,1,3:57.0,,Defensive rebound by D. Mitchell,12,20
88,1,3:55.0,,G. Allen makes 2-pt layup from 4 ft (assist by D. Mitchell),12,22
89,1,3:39.0,K. Koufos makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),,14,22
90,1,3:25.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by R. O'Neale),14,25
91,1,3:09.0,Personal foul by R. Gobert (drawn by B. Bogdanović),,14,25
92,1,3:09.0,Offensive rebound by Team,,14,25
93,1,3:09.0,B. Bogdanović misses free throw 1 of 2,,14,25
94,1,3:09.0,,E. Udoh enters the game for R. Gobert,14,25
95,1,3:09.0,B. Bogdanović makes free throw 2 of 2,,15,25
96,1,3:00.0,,G. Allen makes 3-pt jump shot from 25 ft (assist by D. Mitchell),15,28
97,1,2:46.0,Y. Ferrell makes 2-pt layup from 4 ft,,17,28
98,1,2:46.0,Shooting foul by G. Allen (drawn by Y. Ferrell),,17,28
99,1,2:46.0,N. Bjelica enters the game for B. Hield,,17,28
100,1,2:46.0,,J. Ingles enters the game for D. Mitchell,17,28
101,1,2:46.0,Y. Ferrell makes free throw 1 of 1,,18,28
102,1,2:24.0,,T. Sefolosha misses 2-pt jump shot from 11 ft,18,28
103,1,2:21.0,,Offensive rebound by E. Udoh,18,28
104,1,2:18.0,,J. Ingles misses 3-pt jump shot from 27 ft,18,28
105,1,2:15.0,Defensive rebound by N. Bjelica,,18,28
106,1,2:02.0,C. Brewer misses 3-pt jump shot from 26 ft,,18,28
107,1,1:58.0,,Defensive rebound by J. Ingles,18,28
108,1,1:50.0,,G. Allen makes 3-pt jump shot from 27 ft (assist by R. O'Neale),18,31
109,1,1:34.0,K. Koufos makes 2-pt layup from 4 ft (assist by B. Bogdanović),,20,31
110,1,1:23.0,,Turnover by J. Ingles (bad pass; steal by N. Bjelica),20,31
111,1,1:09.0,N. Bjelica misses 2-pt jump shot from 6 ft,,20,31
112,1,1:05.0,,Defensive rebound by E. Udoh,20,31
113,1,0:59.0,,Shooting foul by C. Brewer (drawn by J. Ingles),20,31
114,1,0:59.0,,J. Ingles makes free throw 1 of 2,20,32
115,1,0:59.0,,J. Ingles misses free throw 2 of 2,20,32
116,1,0:55.0,Defensive rebound by N. Bjelica,,20,32
117,1,0:43.0,Turnover by B. Bogdanović (bad pass; steal by E. Udoh),,20,32
118,1,0:38.0,,G. Allen makes 3-pt jump shot from 24 ft (assist by J. Ingles),20,35
119,1,0:31.0,N. Bjelica misses 3-pt jump shot from 29 ft,,20,35
120,1,0:28.0,,Defensive rebound by E. Udoh,20,35
121,1,0:08.0,,J. Ingles misses 2-pt layup from 4 ft,20,35
122,1,0:06.0,Defensive rebound by K. Koufos,,20,35
123,1,0:03.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,20,35
124,1,0:03.0,,Defensive rebound by R. O'Neale,20,35
125,2,11:50.0,Turnover by B. Bogdanović (bad pass),,20,35
126,2,11:32.0,,G. Allen makes 2-pt jump shot from 8 ft (assist by J. Ingles),20,37
127,2,11:14.0,Turnover by K. Koufos (lost ball; steal by E. Udoh),,20,37
128,2,11:10.0,,G. Allen makes 2-pt layup from 2 ft,20,39
129,2,11:10.0,Violation by Team (def goaltending),,20,39
130,2,11:10.0,Sacramento full timeout,,20,39
131,2,11:10.0,D. Fox enters the game for Y. Ferrell,,20,39
132,2,11:10.0,,G. Niang enters the game for R. O'Neale,20,39
133,2,10:59.0,Personal foul by E. Udoh (drawn by K. Koufos),,20,39
134,2,10:52.0,N. Bjelica makes 2-pt jump shot from 8 ft (assist by D. Fox),,22,39
135,2,10:37.0,,Turnover by G. Allen (bad pass; steal by D. Fox),22,39
136,2,10:33.0,Personal foul by G. Niang (drawn by D. Fox),,22,39
137,2,10:33.0,M. Bagley enters the game for K. Koufos,,22,39
138,2,10:27.0,D. Fox misses 2-pt jump shot from 6 ft,,22,39
139,2,10:24.0,,Defensive rebound by E. Udoh,22,39
140,2,10:18.0,,E. Udoh makes 2-pt jump shot from 10 ft (assist by J. Ingles),22,41
141,2,10:08.0,M. Bagley misses 2-pt layup from 4 ft,,22,41
142,2,10:07.0,,Defensive rebound by G. Niang,22,41
143,2,9:57.0,,Turnover by J. Ingles (lost ball; steal by C. Brewer),22,41
144,2,9:54.0,Turnover by D. Fox (bad pass),,22,41
145,2,9:35.0,,T. Sefolosha makes 2-pt layup from 8 ft (assist by G. Allen),22,43
146,2,9:25.0,D. Fox makes 2-pt layup from 3 ft,,24,43
147,2,9:13.0,,J. Ingles misses 2-pt layup from 2 ft,24,43
148,2,9:13.0,Defensive rebound by M. Bagley,,24,43
149,2,9:05.0,B. Bogdanović misses 2-pt layup from 7 ft,,24,43
150,2,9:03.0,,Defensive rebound by G. Niang,24,43
151,2,8:50.0,,G. Allen makes 2-pt jump shot from 7 ft,24,45
152,2,8:37.0,N. Bjelica misses 3-pt jump shot from 28 ft,,24,45
153,2,8:35.0,,Defensive rebound by G. Niang,24,45
154,2,8:23.0,,E. Udoh makes 2-pt layup from 4 ft (assist by T. Sefolosha),24,47
155,2,8:11.0,D. Fox makes 2-pt jump shot from 19 ft,,26,47
156,2,7:57.0,,J. Ingles makes 3-pt jump shot from 26 ft,26,50
157,2,7:40.0,C. Brewer makes 2-pt dunk from 3 ft (assist by M. Bagley),,28,50
158,2,7:39.0,,Utah full timeout,28,50
159,2,7:39.0,H. Barnes enters the game for B. Bogdanović,,28,50
160,2,7:39.0,Y. Ferrell enters the game for C. Brewer,,28,50
161,2,7:39.0,B. Hield enters the game for D. Fox,,28,50
162,2,7:39.0,,J. Crowder enters the game for G. Allen,28,50
163,2,7:39.0,,R. Gobert enters the game for J. Ingles,28,50
164,2,7:39.0,,D. Mitchell enters the game for T. Sefolosha,28,50
165,2,7:39.0,,R. O'Neale enters the game for E. Udoh,28,50
166,2,7:20.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),28,52
167,2,7:00.0,H. Barnes makes 2-pt jump shot from 9 ft,,30,52
168,2,6:50.0,,J. Crowder misses 3-pt jump shot from 25 ft,30,52
169,2,6:48.0,Defensive rebound by B. Hield,,30,52
170,2,6:44.0,B. Hield misses 2-pt jump shot from 16 ft,,30,52
171,2,6:41.0,,Defensive rebound by R. O'Neale,30,52
172,2,6:30.0,,R. Gobert misses 2-pt hook shot from 7 ft,30,52
173,2,6:28.0,Defensive rebound by M. Bagley,,30,52
174,2,6:23.0,Turnover by M. Bagley (bad pass; steal by G. Niang),,30,52
175,2,6:17.0,,J. Crowder misses 3-pt jump shot from 23 ft,30,52
176,2,6:14.0,Defensive rebound by H. Barnes,,30,52
177,2,6:04.0,Turnover by M. Bagley (out of bounds lost ball),,30,52
178,2,5:51.0,,J. Crowder misses 2-pt jump shot from 10 ft,30,52
179,2,5:47.0,,R. Gobert makes 2-pt dunk from 1 ft,30,54
180,2,5:47.0,,Offensive rebound by R. Gobert,30,54
181,2,5:31.0,Shooting foul by G. Niang (drawn by N. Bjelica),,30,54
182,2,5:31.0,N. Bjelica misses free throw 1 of 2,,30,54
183,2,5:31.0,Offensive rebound by Team,,30,54
184,2,5:31.0,N. Bjelica makes free throw 2 of 2,,31,54
185,2,5:19.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by G. Niang),31,56
186,2,5:01.0,B. Hield misses 3-pt jump shot from 26 ft,,31,56
187,2,4:57.0,Offensive rebound by M. Bagley,,31,56
188,2,4:56.0,M. Bagley makes 2-pt layup from 3 ft,,33,56
189,2,4:41.0,,D. Mitchell makes 2-pt jump shot from 18 ft,33,58
190,2,4:22.0,B. Hield makes 3-pt jump shot from 26 ft,,36,58
191,2,4:14.0,,J. Crowder misses 2-pt layup from 3 ft,36,58
192,2,4:12.0,Defensive rebound by M. Bagley,,36,58
193,2,4:06.0,Turnover by M. Bagley (bad pass),,36,58
194,2,4:06.0,K. Koufos enters the game for N. Bjelica,,36,58
195,2,3:55.0,,G. Niang makes 3-pt jump shot from 27 ft (assist by D. Mitchell),36,61
196,2,3:37.0,B. Hield misses 2-pt layup from 3 ft,,36,61
197,2,3:34.0,,Defensive rebound by R. O'Neale,36,61
198,2,3:31.0,,Turnover by R. O'Neale (bad pass; steal by B. Hield),36,61
199,2,3:25.0,B. Hield misses 2-pt layup from 4 ft (block by R. O'Neale),,36,61
200,2,3:22.0,,Defensive rebound by R. O'Neale,36,61
201,2,3:14.0,,J. Crowder makes 2-pt layup from 3 ft (assist by G. Niang),36,63
202,2,2:56.0,H. Barnes misses 2-pt jump shot from 14 ft,,36,63
203,2,2:52.0,,Defensive rebound by J. Crowder,36,63
204,2,2:49.0,,J. Crowder misses 3-pt jump shot from 27 ft,36,63
205,2,2:46.0,,Offensive rebound by J. Crowder,36,63
206,2,2:46.0,,Shooting foul by Y. Ferrell (drawn by J. Crowder),36,63
207,2,2:46.0,,J. Crowder makes free throw 1 of 2,36,64
208,2,2:46.0,,J. Ingles enters the game for G. Niang,36,64
209,2,2:46.0,,J. Crowder makes free throw 2 of 2,36,65
210,2,2:34.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,38,65
211,2,2:17.0,,Personal foul by K. Koufos (drawn by R. Gobert),38,65
212,2,2:10.0,,D. Mitchell misses 2-pt layup from 6 ft,38,65
213,2,2:09.0,,Offensive rebound by R. Gobert,38,65
214,2,2:09.0,,R. Gobert makes 2-pt layup from 2 ft,38,67
215,2,2:09.0,,Shooting foul by B. Hield (drawn by R. Gobert),38,67
216,2,2:09.0,,R. Gobert makes free throw 1 of 1,38,68
217,2,1:54.0,K. Koufos misses 2-pt layup from 4 ft (block by R. Gobert),,38,68
218,2,1:50.0,,Defensive rebound by D. Mitchell,38,68
219,2,1:37.0,,J. Ingles misses 3-pt jump shot from 23 ft,38,68
220,2,1:34.0,Defensive rebound by K. Koufos,,38,68
221,2,1:22.0,Y. Ferrell makes 2-pt layup from 2 ft,,40,68
222,2,1:12.0,,Shooting foul by K. Koufos (drawn by R. Gobert),40,68
223,2,1:12.0,,Offensive rebound by Team,40,68
224,2,1:12.0,,R. Gobert misses free throw 1 of 2,40,68
225,2,1:12.0,,R. Gobert makes free throw 2 of 2,40,69
226,2,1:01.0,B. Hield misses 3-pt jump shot from 26 ft,,40,69
227,2,0:58.0,Offensive rebound by K. Koufos,,40,69
228,2,0:58.0,K. Koufos makes 2-pt layup from 2 ft,,42,69
229,2,0:44.0,,R. O'Neale misses 3-pt jump shot from 23 ft,42,69
230,2,0:40.0,Defensive rebound by M. Bagley,,42,69
231,2,0:31.0,B. Hield misses 2-pt layup from 2 ft,,42,69
232,2,0:29.0,Offensive rebound by M. Bagley,,42,69
233,2,0:28.0,M. Bagley misses 2-pt layup from 2 ft,,42,69
234,2,0:26.0,,Defensive rebound by R. Gobert,42,69
235,2,0:13.0,,Personal take foul by B. Hield (drawn by J. Ingles),42,69
236,2,0:13.0,N. Bjelica enters the game for K. Koufos,,42,69
237,2,0:13.0,,E. Udoh enters the game for R. Gobert,42,69
238,2,0:13.0,,J. Ingles makes free throw 2 of 2,42,70
239,2,0:13.0,,Offensive rebound by Team,42,70
240,2,0:13.0,,J. Ingles misses free throw 1 of 2,42,70
241,2,0:04.0,Shooting foul by E. Udoh (drawn by Y. Ferrell),,42,70
242,2,0:04.0,Y. Ferrell makes free throw 1 of 2,,43,70
243,2,0:04.0,Y. Ferrell makes free throw 2 of 2,,44,70
244,2,0:00.0,,D. Mitchell misses 2-pt layup from 3 ft,44,70
245,2,0:00.0,,Offensive rebound by Team,44,70
246,3,11:42.0,H. Barnes misses 2-pt layup from 5 ft,,44,70
247,3,11:41.0,Offensive rebound by Team,,44,70
248,3,11:39.0,N. Bjelica makes 2-pt jump shot from 22 ft (assist by H. Barnes),,46,70
249,3,11:20.0,,Personal foul by B. Hield (drawn by D. Mitchell),46,70
250,3,11:07.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by D. Mitchell),46,72
251,3,10:54.0,Y. Ferrell misses 2-pt jump shot from 7 ft,,46,72
252,3,10:51.0,,Defensive rebound by D. Mitchell,46,72
253,3,10:42.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),46,72
254,3,10:42.0,,Offensive rebound by Team,46,72
255,3,10:42.0,,R. Gobert misses free throw 1 of 2,46,72
256,3,10:42.0,,R. Gobert misses free throw 2 of 2,46,72
257,3,10:39.0,Defensive rebound by H. Barnes,,46,72
258,3,10:29.0,M. Bagley misses 2-pt layup from 6 ft (block by R. Gobert),,46,72
259,3,10:26.0,,Defensive rebound by J. Ingles,46,72
260,3,10:08.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),46,75
261,3,9:46.0,N. Bjelica makes 3-pt jump shot from 26 ft (assist by M. Bagley),,49,75
262,3,9:31.0,,J. Ingles makes 3-pt jump shot from 25 ft,49,78
263,3,9:21.0,,Violation by Team (kicked ball),49,78
264,3,9:11.0,B. Hield makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),,51,78
265,3,8:52.0,,Offensive foul by R. O'Neale (drawn by Y. Ferrell),51,78
266,3,8:52.0,,Turnover by R. O'Neale (offensive foul),51,78
267,3,8:41.0,M. Bagley makes 2-pt hook shot from 4 ft (assist by Y. Ferrell),,53,78
268,3,8:23.0,,D. Mitchell misses 2-pt jump shot from 14 ft,53,78
269,3,8:22.0,Defensive rebound by Team,,53,78
270,3,8:22.0,,Loose ball foul by R. Gobert (drawn by N. Bjelica),53,78
271,3,8:10.0,M. Bagley misses 2-pt jump shot from 8 ft,,53,78
272,3,8:06.0,,Defensive rebound by R. Gobert,53,78
273,3,8:03.0,,J. Crowder misses 3-pt jump shot from 24 ft,53,78
274,3,8:02.0,Defensive rebound by M. Bagley,,53,78
275,3,7:50.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,53,78
276,3,7:47.0,,Defensive rebound by J. Crowder,53,78
277,3,7:33.0,,J. Crowder misses 3-pt jump shot from 26 ft,53,78
278,3,7:29.0,,Offensive rebound by J. Ingles,53,78
279,3,7:27.0,,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Crowder),53,81
280,3,7:05.0,M. Bagley misses 2-pt hook shot from 9 ft (block by R. Gobert),,53,81
281,3,7:02.0,,Defensive rebound by D. Mitchell,53,81
282,3,6:58.0,,J. Ingles misses 3-pt jump shot from 26 ft,53,81
283,3,6:56.0,,Offensive rebound by R. Gobert,53,81
284,3,6:53.0,,R. O'Neale misses 3-pt jump shot from 23 ft,53,81
285,3,6:50.0,Defensive rebound by M. Bagley,,53,81
286,3,6:43.0,B. Hield makes 2-pt layup from 7 ft,,55,81
287,3,6:42.0,,Utah full timeout,55,81
288,3,6:42.0,B. Bogdanović enters the game for Y. Ferrell,,55,81
289,3,6:42.0,,G. Allen enters the game for J. Crowder,55,81
290,3,6:42.0,,T. Sefolosha enters the game for J. Ingles,55,81
291,3,6:27.0,,R. Gobert makes 2-pt hook shot from 5 ft (assist by D. Mitchell),55,83
292,3,6:27.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),55,83
293,3,6:27.0,,R. Gobert makes free throw 1 of 1,55,84
294,3,6:14.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,58,84
295,3,5:52.0,,Turnover by R. Gobert (bad pass),58,84
296,3,5:36.0,N. Bjelica misses 3-pt jump shot from 23 ft,,58,84
297,3,5:33.0,,Defensive rebound by R. Gobert,58,84
298,3,5:14.0,,Turnover by G. Allen (traveling),58,84
299,3,4:52.0,Shooting foul by R. Gobert (drawn by M. Bagley),,58,84
300,3,4:52.0,M. Bagley misses free throw 1 of 2,,58,84
301,3,4:52.0,Offensive rebound by Team,,58,84
302,3,4:52.0,,E. Udoh enters the game for R. Gobert,58,84
303,3,4:52.0,M. Bagley makes free throw 2 of 2,,59,84
304,3,4:31.0,,D. Mitchell makes 3-pt jump shot from 26 ft,59,87
305,3,4:23.0,Personal foul by E. Udoh (drawn by M. Bagley),,59,87
306,3,4:13.0,M. Bagley misses 2-pt jump shot from 21 ft,,59,87
307,3,4:08.0,Offensive rebound by N. Bjelica,,59,87
308,3,4:08.0,N. Bjelica misses 2-pt layup from 1 ft,,59,87
309,3,4:07.0,,Defensive rebound by T. Sefolosha,59,87
310,3,3:58.0,,R. O'Neale makes 2-pt jump shot from 23 ft (assist by D. Mitchell),59,89
311,3,3:46.0,B. Hield makes 2-pt jump shot from 17 ft,,61,89
312,3,3:46.0,Away from play foul by R. O'Neale (drawn by M. Bagley),,61,89
313,3,3:46.0,M. Bagley makes free throw 1 of 1,,62,89
314,3,3:31.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,62,89
315,3,3:28.0,Defensive rebound by B. Hield,,62,89
316,3,3:22.0,B. Hield misses 3-pt jump shot from 25 ft,,62,89
317,3,3:18.0,,Defensive rebound by E. Udoh,62,89
318,3,3:13.0,,D. Mitchell misses 3-pt jump shot from 23 ft,62,89
319,3,3:08.0,,Offensive rebound by E. Udoh,62,89
320,3,3:04.0,,T. Sefolosha misses 2-pt layup from 3 ft,62,89
321,3,3:00.0,Defensive rebound by H. Barnes,,62,89
322,3,2:58.0,H. Barnes makes 3-pt jump shot from 25 ft,,65,89
323,3,2:40.0,,D. Mitchell makes 2-pt jump shot from 6 ft,65,91
324,3,2:40.0,Sacramento full timeout,,65,91
325,3,2:40.0,C. Brewer enters the game for N. Bjelica,,65,91
326,3,2:40.0,Y. Ferrell enters the game for B. Hield,,65,91
327,3,2:40.0,,J. Ingles enters the game for D. Mitchell,65,91
328,3,2:40.0,,G. Niang enters the game for R. O'Neale,65,91
329,3,2:27.0,H. Barnes misses 2-pt jump shot from 9 ft,,65,91
330,3,2:26.0,Offensive rebound by Team,,65,91
331,3,2:26.0,Personal foul by G. Allen (drawn by M. Bagley),,65,91
332,3,2:26.0,M. Bagley makes free throw 1 of 2,,66,91
333,3,2:26.0,M. Bagley makes free throw 2 of 2,,67,91
334,3,2:13.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by J. Ingles),67,94
335,3,1:56.0,Personal foul by G. Niang (drawn by M. Bagley),,67,94
336,3,1:56.0,M. Bagley misses free throw 1 of 2,,67,94
337,3,1:56.0,Offensive rebound by Team,,67,94
338,3,1:56.0,M. Bagley misses free throw 2 of 2,,67,94
339,3,1:54.0,Offensive rebound by C. Brewer,,67,94
340,3,1:53.0,C. Brewer misses 2-pt hook shot from 5 ft,,67,94
341,3,1:47.0,,Defensive rebound by E. Udoh,67,94
342,3,1:33.0,,Turnover by J. Ingles (step out of bounds),67,94
343,3,1:16.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,67,94
344,3,1:14.0,Offensive rebound by B. Bogdanović,,67,94
345,3,1:10.0,M. Bagley makes 2-pt dunk from 3 ft (assist by C. Brewer),,69,94
346,3,0:58.0,,G. Allen makes 2-pt jump shot from 17 ft (assist by E. Udoh),69,96
347,3,0:49.0,B. Bogdanović misses 3-pt jump shot from 25 ft (block by G. Allen),,69,96
348,3,0:46.0,,Defensive rebound by J. Ingles,69,96
349,3,0:44.0,Violation by Team (kicked ball),,69,96
350,3,0:35.0,,Turnover by G. Allen (out of bounds lost ball),69,96
351,3,0:35.0,Technical foul by Q. Snyder,,69,96
352,3,0:35.0,Y. Ferrell makes technical free throw,,70,96
353,3,0:27.0,M. Bagley misses 2-pt jump shot from 6 ft,,70,96
354,3,0:24.0,Offensive rebound by M. Bagley,,70,96
355,3,0:23.0,M. Bagley misses 2-pt layup from 2 ft,,70,96
356,3,0:19.0,Offensive rebound by C. Brewer,,70,96
357,3,0:19.0,C. Brewer misses 2-pt layup from 1 ft,,70,96
358,3,0:18.0,,Defensive rebound by E. Udoh,70,96
359,3,0:02.0,,E. Udoh misses 2-pt hook shot from 7 ft,70,96
360,3,0:00.0,Defensive rebound by H. Barnes,,70,96
361,3,0:00.0,H. Barnes misses 3-pt jump shot from 62 ft,,70,96
362,3,0:00.0,Offensive rebound by Team,,70,96
363,4,11:39.0,,J. Ingles misses 2-pt jump shot from 12 ft,70,96
364,4,11:37.0,Defensive rebound by C. Brewer,,70,96
365,4,11:22.0,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by C. Swanigan),,72,96
366,4,11:02.0,,Turnover by G. Allen (bad pass; steal by C. Brewer),72,96
367,4,10:56.0,T. Williams makes 2-pt dunk from 4 ft (assist by Y. Ferrell),,74,96
368,4,10:42.0,,Turnover by G. Allen (bad pass; steal by C. Brewer),74,96
369,4,10:39.0,Personal take foul by G. Allen (drawn by Y. Ferrell),,74,96
370,4,10:39.0,,D. Mitchell enters the game for T. Sefolosha,74,96
371,4,10:29.0,T. Williams misses 2-pt jump shot from 17 ft,,74,96
372,4,10:26.0,Offensive rebound by C. Brewer,,74,96
373,4,10:26.0,Turnover by C. Brewer (bad pass; steal by R. Gobert),,74,96
374,4,10:19.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by G. Niang),74,99
375,4,10:09.0,Offensive foul by C. Swanigan (drawn by D. Mitchell),,74,99
376,4,10:09.0,Turnover by C. Swanigan (offensive foul),,74,99
377,4,10:09.0,,R. O'Neale enters the game for G. Niang,74,99
378,4,9:59.0,,R. Gobert misses 2-pt jump shot from 20 ft,74,99
379,4,9:56.0,Defensive rebound by C. Swanigan,,74,99
380,4,9:46.0,Turnover by Y. Ferrell (lost ball; steal by D. Mitchell),,74,99
