,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHICAGO_ACTION,OKLAHOMA CITY_SCORE,CHICAGO_SCORE
127,1,0:27.0,Defensive rebound by Á. Abrines,,28,34
128,1,0:14.0,D. Schröder misses 2-pt jump shot from 13 ft,,28,34
129,1,0:12.0,,Defensive rebound by R. Lopez,28,34
130,1,0:00.0,,J. Parker misses 2-pt jump shot from 13 ft,28,34
131,1,0:00.0,Defensive rebound by P. Patterson,,28,34
132,2,11:34.0,,C. Payne misses 2-pt jump shot from 12 ft,28,34
133,2,11:31.0,Defensive rebound by D. Schröder,,28,34
134,2,11:26.0,D. Schröder misses 2-pt jump shot from 13 ft (block by S. Harrison),,28,34
135,2,11:26.0,Offensive rebound by Team,,28,34
136,2,11:26.0,,J. Holiday enters the game for C. Hutchison,28,34
137,2,11:15.0,N. Noel misses 2-pt jump shot from 16 ft,,28,34
138,2,11:12.0,,Defensive rebound by J. Parker,28,34
139,2,11:01.0,,R. Lopez makes 2-pt hook shot from 7 ft,28,36
140,2,10:44.0,D. Schröder makes 2-pt jump shot from 20 ft,,30,36
141,2,10:20.0,,J. Holiday makes 2-pt jump shot from 20 ft,30,38
142,2,10:08.0,D. Schröder makes 3-pt jump shot from 26 ft,,33,38
143,2,9:51.0,,R. Lopez misses 2-pt hook shot from 4 ft,33,38
144,2,9:48.0,Defensive rebound by Á. Abrines,,33,38
145,2,9:41.0,P. Patterson misses 3-pt jump shot from 25 ft,,33,38
146,2,9:38.0,Offensive rebound by H. Diallo,,33,38
147,2,9:37.0,Turnover by H. Diallo (out of bounds lost ball),,33,38
148,2,9:37.0,,L. Markkanen enters the game for R. Lopez,33,38
149,2,9:23.0,,C. Payne makes 3-pt jump shot from 23 ft (assist by J. Parker),33,41
150,2,9:11.0,D. Schröder misses 2-pt layup from 5 ft (block by S. Harrison),,33,41
151,2,9:07.0,,Defensive rebound by C. Payne,33,41
152,2,9:07.0,,Shooting foul by H. Diallo (drawn by C. Payne),33,41
153,2,9:07.0,,C. Payne makes free throw 1 of 2,33,42
154,2,9:07.0,,C. Payne makes free throw 2 of 2,33,43
155,2,8:57.0,,Violation by Team (kicked ball),33,43
156,2,8:49.0,Personal foul by C. Payne (drawn by Á. Abrines),,33,43
157,2,8:49.0,J. Grant enters the game for Á. Abrines,,33,43
158,2,8:49.0,R. Westbrook enters the game for P. Patterson,,33,43
159,2,8:43.0,R. Westbrook misses 2-pt layup from 5 ft (block by C. Payne),,33,43
160,2,8:40.0,Offensive rebound by H. Diallo,,33,43
161,2,8:35.0,H. Diallo makes 2-pt dunk from 1 ft (assist by D. Schröder),,35,43
162,2,8:26.0,,J. Parker makes 2-pt jump shot from 17 ft,35,45
163,2,8:15.0,Shooting foul by S. Harrison (drawn by D. Schröder),,35,45
164,2,8:15.0,D. Schröder makes free throw 1 of 2,,36,45
165,2,8:15.0,D. Schröder makes free throw 2 of 2,,37,45
166,2,8:05.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by C. Payne),37,48
167,2,7:46.0,D. Schröder makes 2-pt jump shot from 17 ft,,39,48
168,2,7:38.0,,Chicago full timeout,39,48
169,2,7:30.0,,Turnover by C. Payne (out of bounds lost ball),39,48
170,2,7:30.0,S. Adams enters the game for N. Noel,,39,48
171,2,7:30.0,T. Ferguson enters the game for D. Schröder,,39,48
172,2,7:20.0,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),,41,48
173,2,7:08.0,,J. Parker makes 2-pt jump shot from 18 ft (assist by C. Payne),41,50
174,2,6:55.0,H. Diallo makes 2-pt layup from 1 ft (assist by R. Westbrook),,43,50
175,2,6:42.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by C. Payne),43,53
176,2,6:28.0,R. Westbrook makes 2-pt layup from 1 ft,,45,53
177,2,6:15.0,,J. Parker makes 2-pt jump shot from 21 ft (assist by C. Payne),45,55
178,2,6:04.0,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,48,55
179,2,5:52.0,,J. Parker misses 2-pt layup from 1 ft (block by S. Adams),48,55
180,2,5:49.0,Defensive rebound by J. Grant,,48,55
181,2,5:46.0,Shooting foul by S. Harrison (drawn by S. Adams),,48,55
182,2,5:46.0,S. Adams makes free throw 1 of 2,,49,55
183,2,5:46.0,P. George enters the game for H. Diallo,,49,55
184,2,5:46.0,,R. Arcidiacono enters the game for S. Harrison,49,55
185,2,5:46.0,,W. Carter enters the game for J. Parker,49,55
186,2,5:46.0,,Z. LaVine enters the game for C. Payne,49,55
187,2,5:46.0,S. Adams misses free throw 2 of 2,,49,55
188,2,5:42.0,,Defensive rebound by L. Markkanen,49,55
189,2,5:25.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by Z. LaVine),49,57
190,2,5:16.0,Turnover by R. Westbrook (lost ball; steal by L. Markkanen),,49,57
191,2,5:10.0,,J. Holiday makes 2-pt layup from 2 ft (assist by Z. LaVine),49,59
192,2,5:07.0,Shooting foul by W. Carter (drawn by P. George),,49,59
193,2,5:07.0,P. George makes free throw 1 of 2,,50,59
194,2,5:07.0,,R. Lopez enters the game for W. Carter,50,59
195,2,5:07.0,P. George makes free throw 2 of 2,,51,59
196,2,4:52.0,,L. Markkanen misses 3-pt jump shot from 25 ft,51,59
197,2,4:46.0,Defensive rebound by R. Westbrook,,51,59
198,2,4:26.0,P. George misses 2-pt layup from 1 ft (block by L. Markkanen),,51,59
199,2,4:23.0,,Defensive rebound by R. Arcidiacono,51,59
200,2,4:20.0,,Z. LaVine misses 3-pt jump shot from 23 ft,51,59
201,2,4:17.0,Defensive rebound by R. Westbrook,,51,59
202,2,4:10.0,R. Westbrook misses 2-pt jump shot from 13 ft,,51,59
203,2,4:06.0,,Defensive rebound by Z. LaVine,51,59
204,2,3:58.0,,R. Lopez misses 2-pt jump shot from 9 ft (block by J. Grant),51,59
205,2,3:54.0,Defensive rebound by P. George,,51,59
206,2,3:51.0,R. Westbrook makes 2-pt jump shot from 10 ft (assist by P. George),,53,59
207,2,3:32.0,,J. Holiday misses 3-pt jump shot from 25 ft,53,59
208,2,3:30.0,Defensive rebound by R. Westbrook,,53,59
209,2,3:28.0,Turnover by R. Westbrook (bad pass; steal by J. Holiday),,53,59
210,2,3:09.0,,Z. LaVine misses 2-pt layup from 2 ft,53,59
211,2,3:06.0,Defensive rebound by J. Grant,,53,59
212,2,3:03.0,Turnover by P. George (bad pass; steal by J. Holiday),,53,59
213,2,2:50.0,,L. Markkanen makes 3-pt jump shot from 26 ft (assist by R. Lopez),53,62
214,2,2:50.0,,Shooting foul by R. Westbrook (drawn by L. Markkanen),53,62
215,2,2:50.0,Oklahoma City full timeout,,53,62
216,2,2:50.0,D. Schröder enters the game for J. Grant,,53,62
217,2,2:50.0,,L. Markkanen makes free throw 1 of 1,53,63
218,2,2:40.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,55,63
219,2,2:26.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by Z. LaVine),55,66
220,2,2:12.0,Shooting foul by R. Lopez (drawn by P. George),,55,66
221,2,2:12.0,P. George makes free throw 1 of 2,,56,66
222,2,2:12.0,P. George makes free throw 2 of 2,,57,66
223,2,1:47.0,,Z. LaVine misses 2-pt jump shot from 2 ft,57,66
224,2,1:45.0,Defensive rebound by D. Schröder,,57,66
225,2,1:43.0,Personal foul by Z. LaVine (drawn by R. Westbrook),,57,66
226,2,1:43.0,R. Westbrook makes free throw 1 of 2,,58,66
227,2,1:43.0,R. Westbrook misses free throw 2 of 2,,58,66
228,2,1:41.0,,Defensive rebound by Team,58,66
229,2,1:41.0,Loose ball foul by P. George (drawn by R. Arcidiacono),,58,66
230,2,1:33.0,,Turnover by R. Arcidiacono (bad pass; steal by P. George),58,66
231,2,1:29.0,P. George makes 2-pt layup from 2 ft,,60,66
232,2,1:06.0,,R. Lopez makes 2-pt dunk from 1 ft (assist by Z. LaVine),60,68
233,2,0:55.0,R. Westbrook misses 3-pt jump shot from 25 ft,,60,68
234,2,0:52.0,,Defensive rebound by R. Arcidiacono,60,68
235,2,0:33.0,,Z. LaVine makes 2-pt layup from 2 ft,60,70
236,2,0:27.0,T. Ferguson misses 2-pt jump shot from 21 ft,,60,70
237,2,0:24.0,,Defensive rebound by Z. LaVine,60,70
238,2,0:06.0,,Turnover by Z. LaVine (bad pass; steal by R. Westbrook),60,70
239,2,0:04.0,R. Westbrook makes 2-pt layup from 1 ft,,62,70
240,2,0:00.0,,L. Markkanen misses 3-pt jump shot from 26 ft,62,70
241,2,0:00.0,,Offensive rebound by Team,62,70
242,3,11:49.0,,Offensive foul by W. Carter (drawn by J. Grant),62,70
243,3,11:49.0,,Turnover by W. Carter (offensive foul),62,70
244,3,11:42.0,Turnover by S. Adams (offensive foul),,62,70
245,3,11:42.0,Offensive foul by S. Adams (drawn by W. Carter),,62,70
246,3,11:20.0,,W. Carter misses 2-pt jump shot from 10 ft,62,70
247,3,11:18.0,Defensive rebound by R. Westbrook,,62,70
248,3,11:12.0,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,65,70
249,3,10:50.0,,L. Markkanen makes 2-pt dunk from 1 ft (assist by Z. LaVine),65,72
250,3,10:37.0,P. George misses 3-pt jump shot from 27 ft,,65,72
251,3,10:37.0,,Defensive rebound by L. Markkanen,65,72
252,3,10:31.0,,Offensive foul by L. Markkanen (drawn by J. Grant),65,72
253,3,10:31.0,,Turnover by L. Markkanen (offensive foul),65,72
254,3,10:25.0,Personal foul by L. Markkanen (drawn by J. Grant),,65,72
255,3,10:18.0,J. Grant misses 2-pt layup from 2 ft,,65,72
256,3,10:18.0,,Defensive rebound by Team,65,72
257,3,10:02.0,,Turnover by W. Carter (lost ball; steal by S. Adams),65,72
258,3,9:57.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. George),,68,72
259,3,9:37.0,,Turnover by Z. LaVine (lost ball; steal by R. Westbrook),68,72
260,3,9:33.0,R. Westbrook makes 2-pt layup from 1 ft,,70,72
261,3,9:33.0,,Chicago full timeout,70,72
262,3,9:33.0,,R. Lopez enters the game for W. Carter,70,72
263,3,9:33.0,,J. Parker enters the game for L. Markkanen,70,72
264,3,9:16.0,,J. Parker misses 2-pt jump shot from 20 ft,70,72
265,3,9:13.0,,Offensive rebound by R. Lopez,70,72
266,3,9:00.0,,J. Holiday misses 2-pt jump shot from 12 ft,70,72
267,3,8:58.0,Defensive rebound by R. Westbrook,,70,72
268,3,8:47.0,Turnover by R. Westbrook (bad pass; steal by Z. LaVine),,70,72
269,3,8:40.0,,Personal foul by S. Adams (drawn by J. Holiday),70,72
270,3,8:29.0,,Turnover by Z. LaVine (bad pass; steal by S. Adams),70,72
271,3,8:25.0,P. George misses 3-pt jump shot from 27 ft,,70,72
272,3,8:24.0,Offensive rebound by Team,,70,72
273,3,8:24.0,,Loose ball foul by Z. LaVine (drawn by S. Adams),70,72
274,3,8:13.0,S. Adams misses 2-pt jump shot from 8 ft,,70,72
275,3,8:03.0,,Defensive rebound by J. Holiday,70,72
276,3,7:59.0,,R. Lopez misses 2-pt jump shot from 14 ft,70,72
277,3,7:57.0,Defensive rebound by R. Westbrook,,70,72
278,3,7:54.0,J. Grant makes 3-pt jump shot from 24 ft (assist by P. George),,73,72
279,3,7:36.0,,J. Parker misses 3-pt jump shot from 25 ft,73,72
280,3,7:33.0,Defensive rebound by T. Ferguson,,73,72
281,3,7:27.0,R. Westbrook makes 2-pt jump shot from 22 ft,,75,72
282,3,7:06.0,,Turnover by R. Lopez (bad pass; steal by P. George),75,72
283,3,7:05.0,Personal foul by Z. LaVine (drawn by P. George),,75,72
284,3,7:05.0,,C. Payne enters the game for Z. LaVine,75,72
285,3,6:57.0,Turnover by R. Westbrook (bad pass; steal by C. Payne),,75,72
286,3,6:53.0,,J. Parker makes 2-pt dunk from 1 ft (assist by C. Payne),75,74
287,3,6:34.0,R. Westbrook misses 2-pt jump shot from 21 ft,,75,74
288,3,6:31.0,,Defensive rebound by J. Holiday,75,74
289,3,6:22.0,,J. Parker makes 2-pt dunk at rim,75,76
290,3,6:08.0,T. Ferguson makes 2-pt jump shot from 2 ft (assist by R. Westbrook),,77,76
291,3,5:56.0,,J. Parker misses 2-pt layup from 5 ft (block by J. Grant),77,76
292,3,5:53.0,Defensive rebound by S. Adams,,77,76
293,3,5:48.0,Personal foul by R. Arcidiacono (drawn by J. Grant),,77,76
294,3,5:48.0,Oklahoma City full timeout,,77,76
295,3,5:38.0,S. Adams makes 2-pt jump shot from 1 ft (assist by P. George),,79,76
296,3,5:38.0,Shooting foul by J. Parker (drawn by S. Adams),,79,76
297,3,5:38.0,S. Adams misses free throw 1 of 1,,79,76
298,3,5:35.0,,Defensive rebound by J. Holiday,79,76
299,3,5:27.0,,Offensive foul by R. Lopez (drawn by R. Westbrook),79,76
300,3,5:27.0,,Turnover by R. Lopez (offensive foul),79,76
301,3,5:18.0,T. Ferguson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,81,76
302,3,5:04.0,,R. Lopez misses 2-pt hook shot from 2 ft,81,76
303,3,5:01.0,Defensive rebound by R. Westbrook,,81,76
304,3,4:59.0,P. George misses 3-pt jump shot from 26 ft,,81,76
305,3,4:55.0,,Defensive rebound by R. Lopez,81,76
306,3,4:44.0,,Shooting foul by S. Adams (drawn by R. Lopez),81,76
307,3,4:44.0,,R. Lopez makes free throw 1 of 2,81,77
308,3,4:44.0,,R. Lopez misses free throw 2 of 2,81,77
309,3,4:41.0,Defensive rebound by T. Ferguson,,81,77
310,3,4:35.0,Turnover by R. Westbrook (lost ball; steal by J. Parker),,81,77
311,3,4:32.0,,Turnover by C. Payne (bad pass; steal by R. Westbrook),81,77
312,3,4:27.0,R. Westbrook makes 3-pt jump shot from 26 ft,,84,77
313,3,4:11.0,,Offensive foul by J. Parker (drawn by S. Adams),84,77
314,3,4:11.0,,Turnover by J. Parker (offensive foul),84,77
315,3,4:02.0,J. Grant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,87,77
316,3,4:01.0,,Chicago full timeout,87,77
317,3,4:01.0,D. Schröder enters the game for T. Ferguson,,87,77
318,3,3:43.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Lopez),87,79
319,3,3:18.0,D. Schröder misses 3-pt jump shot from 25 ft,,87,79
320,3,3:16.0,,Defensive rebound by J. Holiday,87,79
321,3,3:10.0,,Turnover by J. Holiday (bad pass),87,79
322,3,3:10.0,Á. Abrines enters the game for S. Adams,,87,79
323,3,3:10.0,N. Noel enters the game for R. Westbrook,,87,79
324,3,3:10.0,,Z. LaVine enters the game for C. Payne,87,79
325,3,2:56.0,P. George misses 2-pt jump shot from 15 ft,,87,79
326,3,2:50.0,,Defensive rebound by J. Parker,87,79
327,3,2:43.0,,Z. LaVine misses 2-pt jump shot from 19 ft,87,79
328,3,2:37.0,Defensive rebound by P. George,,87,79
329,3,2:31.0,Á. Abrines misses 3-pt jump shot from 26 ft,,87,79
330,3,2:31.0,,Defensive rebound by R. Arcidiacono,87,79
331,3,2:16.0,,R. Lopez misses 3-pt jump shot from 26 ft,87,79
332,3,2:16.0,Defensive rebound by P. George,,87,79
333,3,2:14.0,Shooting foul by R. Arcidiacono (drawn by D. Schröder),,87,79
334,3,2:14.0,D. Schröder makes free throw 1 of 2,,88,79
335,3,2:14.0,D. Schröder makes free throw 2 of 2,,89,79
336,3,2:09.0,,Personal foul by D. Schröder (drawn by R. Arcidiacono),89,79
337,3,1:54.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by J. Parker),89,82
338,3,1:37.0,Turnover by P. George (bad pass; steal by Z. LaVine),,89,82
339,3,1:32.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by J. Parker),89,84
340,3,1:12.0,Turnover by P. George (bad pass),,89,84
341,3,1:12.0,,S. Harrison enters the game for R. Arcidiacono,89,84
342,3,1:01.0,,Shooting foul by Á. Abrines (drawn by Z. LaVine),89,84
343,3,1:01.0,,Z. LaVine misses free throw 1 of 2,89,84
344,3,1:01.0,,Offensive rebound by Team,89,84
345,3,1:01.0,,Z. LaVine makes free throw 2 of 2,89,85
346,3,0:47.0,D. Schröder makes 2-pt layup from 3 ft,,91,85
347,3,0:35.0,,Turnover by Z. LaVine (lost ball; steal by N. Noel),91,85
348,3,0:29.0,Á. Abrines misses 3-pt jump shot from 22 ft,,91,85
349,3,0:26.0,,Defensive rebound by J. Holiday,91,85
350,3,0:23.0,,Personal foul by N. Noel (drawn by J. Parker),91,85
351,3,0:23.0,,J. Parker makes free throw 1 of 2,91,86
352,3,0:23.0,,C. Hutchison enters the game for J. Holiday,91,86
353,3,0:23.0,,J. Parker makes free throw 2 of 2,91,87
354,3,0:01.0,P. George misses 2-pt jump shot from 21 ft,,91,87
355,3,0:01.0,Offensive rebound by Team,,91,87
356,4,11:42.0,H. Diallo misses 2-pt jump shot from 7 ft,,91,87
357,4,11:37.0,,Defensive rebound by Z. LaVine,91,87
358,4,11:16.0,,Z. LaVine misses 2-pt layup from 5 ft (block by N. Noel),91,87
359,4,11:13.0,Defensive rebound by P. Patterson,,91,87
360,4,11:12.0,D. Schröder misses 2-pt jump shot from 20 ft,,91,87
361,4,11:12.0,,Defensive rebound by J. Parker,91,87
362,4,11:00.0,,C. Hutchison misses 2-pt layup from 2 ft,91,87
363,4,10:58.0,Defensive rebound by Á. Abrines,,91,87
364,4,10:53.0,Á. Abrines makes 3-pt jump shot from 28 ft (assist by H. Diallo),,94,87
365,4,10:31.0,,Shooting foul by H. Diallo (drawn by J. Parker),94,87
366,4,10:31.0,,J. Parker makes free throw 1 of 2,94,88
367,4,10:31.0,,J. Parker makes free throw 2 of 2,94,89
368,4,10:10.0,N. Noel makes 2-pt jump shot from 11 ft (assist by D. Schröder),,96,89
369,4,9:51.0,,J. Parker misses 2-pt jump shot from 14 ft,96,89
370,4,9:48.0,Defensive rebound by N. Noel,,96,89
371,4,9:40.0,N. Noel misses 2-pt dunk from 2 ft (block by W. Carter),,96,89
372,4,9:38.0,,Defensive rebound by J. Parker,96,89
373,4,9:37.0,,J. Parker makes 2-pt layup from 1 ft,96,91
374,4,9:37.0,,Shooting foul by H. Diallo (drawn by J. Parker),96,91
375,4,9:37.0,,J. Parker misses free throw 1 of 1,96,91
376,4,9:34.0,,Offensive rebound by J. Parker,96,91
377,4,9:32.0,,J. Parker misses 2-pt jump shot from 3 ft (block by N. Noel),96,91
378,4,9:28.0,Defensive rebound by D. Schröder,,96,91
