,QUARTER,TIME_REMAINING,INDIANA_ACTION,DALLAS_ACTION,INDIANA_SCORE,DALLAS_SCORE
379,4,5:12.0,,Shooting foul by M. Turner (drawn by D. Powell),89,92
380,4,5:12.0,,D. Powell makes free throw 1 of 2,89,93
381,4,5:12.0,,D. Powell misses free throw 2 of 2,89,93
382,4,5:09.0,Defensive rebound by M. Turner,,89,93
383,4,4:53.0,C. Joseph makes 2-pt jump shot from 17 ft,,91,93
384,4,4:35.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by T. Hardaway),91,96
385,4,4:19.0,C. Joseph misses 2-pt jump shot from 14 ft,,91,96
386,4,4:15.0,,Defensive rebound by D. Finney-Smith,91,96
387,4,3:56.0,,D. Finney-Smith misses 2-pt layup from 2 ft (block by M. Turner),91,96
388,4,3:53.0,Defensive rebound by B. Bogdanović,,91,96
389,4,3:50.0,Turnover by B. Bogdanović (lost ball; steal by D. Finney-Smith),,91,96
390,4,3:50.0,,Personal take foul by M. Turner (drawn by J. Brunson),91,96
391,4,3:50.0,,J. Brunson misses free throw 1 of 2,91,96
392,4,3:50.0,,Offensive rebound by Team,91,96
393,4,3:50.0,D. Collison enters the game for C. Joseph,,91,96
394,4,3:50.0,,L. Dončić enters the game for D. Finney-Smith,91,96
395,4,3:50.0,,J. Brunson makes free throw 2 of 2,91,97
396,4,3:50.0,Indiana full timeout,,91,97
397,4,3:36.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by T. Young),,94,97
398,4,3:15.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),94,100
399,4,3:01.0,B. Bogdanović makes 2-pt jump shot from 8 ft,,96,100
400,4,2:38.0,,D. Powell misses 2-pt layup from 2 ft,96,100
401,4,2:37.0,Defensive rebound by D. Collison,,96,100
402,4,2:31.0,Turnover by B. Bogdanović (traveling),,96,100
403,4,2:08.0,,J. Brunson misses 2-pt jump shot from 5 ft,96,100
404,4,2:06.0,,Offensive rebound by D. Powell,96,100
405,4,2:02.0,,L. Dončić makes 3-pt jump shot from 30 ft (assist by J. Brunson),96,103
406,4,1:48.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by T. Young),,99,103
407,4,1:37.0,,Personal foul by W. Matthews (drawn by L. Dončić),99,103
408,4,1:37.0,,L. Dončić makes free throw 1 of 2,99,104
409,4,1:37.0,,L. Dončić misses free throw 2 of 2,99,104
410,4,1:33.0,Defensive rebound by B. Bogdanović,,99,104
411,4,1:25.0,W. Matthews misses 3-pt jump shot from 27 ft,,99,104
412,4,1:22.0,,Defensive rebound by T. Hardaway,99,104
413,4,1:03.0,,J. Brunson makes 3-pt jump shot from 25 ft (assist by L. Dončić),99,107
414,4,1:02.0,Indiana full timeout,,99,107
415,4,0:56.0,Shooting foul by D. Powell (drawn by B. Bogdanović),,99,107
416,4,0:56.0,B. Bogdanović makes free throw 1 of 2,,100,107
417,4,0:56.0,B. Bogdanović makes free throw 2 of 2,,101,107
418,4,0:40.0,,L. Dončić makes 3-pt jump shot from 30 ft,101,110
419,4,0:34.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,101,110
420,4,0:31.0,,Defensive rebound by L. Dončić,101,110
421,4,0:08.0,,Turnover by Team (shot clock),101,110
422,4,0:05.0,D. Collison misses 3-pt jump shot from 32 ft,,101,110
423,4,0:01.0,,Defensive rebound by T. Hardaway,101,110
