,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PHILADELPHIA_ACTION,LA LAKERS_SCORE,PHILADELPHIA_SCORE
103,1,0:41.0,L. Stephenson misses 2-pt layup from 3 ft,,37,35
104,1,0:41.0,Offensive rebound by K. Kuzma,,37,35
105,1,0:40.0,K. Kuzma makes 2-pt layup at rim,,39,35
106,1,0:40.0,Shooting foul by M. Scott (drawn by K. Kuzma),,39,35
107,1,0:40.0,K. Kuzma makes free throw 1 of 1,,40,35
108,1,0:29.0,,Personal foul by R. Rondo (drawn by J. Redick),40,35
109,1,0:29.0,M. Muscala enters the game for K. Kuzma,,40,35
110,1,0:25.0,,J. Redick misses 3-pt jump shot from 26 ft,40,35
111,1,0:21.0,,Offensive rebound by J. Butler,40,35
112,1,0:21.0,,J. Butler makes 2-pt dunk from 1 ft,40,37
113,1,0:16.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,40,37
114,1,0:13.0,,Defensive rebound by J. Embiid,40,37
115,1,0:05.0,,T. McConnell makes 2-pt layup from 2 ft,40,39
116,1,0:00.0,R. Rondo misses 2-pt jump shot from 6 ft,,40,39
117,1,0:00.0,Offensive rebound by Team,,40,39
118,2,11:41.0,,J. Ennis misses 3-pt jump shot from 23 ft,40,39
119,2,11:38.0,Defensive rebound by M. Muscala,,40,39
120,2,11:27.0,L. Stephenson misses 2-pt layup from 5 ft,,40,39
121,2,11:24.0,,Defensive rebound by J. Butler,40,39
122,2,11:14.0,,Shooting foul by J. McGee (drawn by J. Embiid),40,39
123,2,11:14.0,,J. Embiid makes free throw 1 of 2,40,40
124,2,11:14.0,,J. Embiid makes free throw 2 of 2,40,41
125,2,11:01.0,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by R. Rondo),,42,41
126,2,10:35.0,,J. Embiid makes 2-pt jump shot from 14 ft,42,43
127,2,10:27.0,Turnover by L. Stephenson (bad pass; steal by T. McConnell),,42,43
128,2,10:21.0,,J. Butler makes 2-pt jump shot from 3 ft (assist by T. McConnell),42,45
129,2,10:05.0,R. Rondo misses 2-pt layup from 4 ft,,42,45
130,2,10:03.0,,Defensive rebound by J. Embiid,42,45
131,2,9:56.0,,T. McConnell makes 2-pt jump shot from 16 ft,42,47
132,2,9:55.0,LA Lakers full timeout,,42,47
133,2,9:55.0,B. Ingram enters the game for L. Stephenson,,42,47
134,2,9:37.0,M. Muscala makes 2-pt jump shot from 22 ft (assist by R. Rondo),,44,47
135,2,9:21.0,,J. Butler misses 2-pt layup from 5 ft,44,47
136,2,9:20.0,Defensive rebound by R. Rondo,,44,47
137,2,9:14.0,M. Muscala misses 2-pt layup from 1 ft,,44,47
138,2,9:12.0,,Defensive rebound by M. Scott,44,47
139,2,9:08.0,,J. Ennis misses 2-pt layup from 2 ft (block by J. McGee),44,47
140,2,9:05.0,Defensive rebound by B. Ingram,,44,47
141,2,9:01.0,Turnover by R. Rondo (bad pass; steal by M. Scott),,44,47
142,2,8:48.0,,Shooting foul by B. Ingram (drawn by J. Butler),44,47
143,2,8:48.0,,J. Butler makes free throw 1 of 2,44,48
144,2,8:48.0,,T. Harris enters the game for J. Ennis,44,48
145,2,8:48.0,,J. Redick enters the game for M. Scott,44,48
146,2,8:48.0,,J. Butler makes free throw 2 of 2,44,49
147,2,8:33.0,J. McGee makes 2-pt hook shot from 3 ft (assist by B. Ingram),,46,49
148,2,8:16.0,,T. McConnell makes 2-pt jump shot from 8 ft (assist by J. Redick),46,51
149,2,8:04.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),,49,51
150,2,7:42.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),49,53
151,2,7:30.0,B. Ingram misses 2-pt layup from 3 ft,,49,53
152,2,7:27.0,,Defensive rebound by J. Embiid,49,53
153,2,7:26.0,,Offensive foul by J. Embiid (drawn by R. Rondo),49,53
154,2,7:26.0,,Turnover by J. Embiid (offensive foul),49,53
155,2,7:26.0,R. Bullock enters the game for K. Caldwell-Pope,,49,53
156,2,7:26.0,L. James enters the game for M. Muscala,,49,53
157,2,7:26.0,K. Kuzma enters the game for R. Rondo,,49,53
158,2,7:26.0,,J. Ennis enters the game for J. Butler,49,53
159,2,7:26.0,,B. Marjanović enters the game for J. Embiid,49,53
160,2,7:26.0,,B. Simmons enters the game for T. McConnell,49,53
161,2,7:10.0,Shooting foul by T. Harris (drawn by B. Ingram),,49,53
162,2,7:10.0,B. Ingram makes free throw 1 of 2,,50,53
163,2,7:10.0,B. Ingram makes free throw 2 of 2,,51,53
164,2,6:53.0,,J. Redick makes 2-pt jump shot from 14 ft,51,55
165,2,6:38.0,Turnover by B. Ingram (bad pass; steal by J. Redick),,51,55
166,2,6:35.0,,Turnover by B. Simmons (bad pass; steal by J. McGee),51,55
167,2,6:31.0,B. Ingram makes 2-pt layup from 1 ft (assist by J. McGee),,53,55
168,2,6:31.0,,Philadelphia full timeout,53,55
169,2,6:21.0,,Turnover by T. Harris (bad pass),53,55
170,2,6:05.0,R. Bullock misses 2-pt jump shot from 22 ft,,53,55
171,2,6:05.0,Offensive rebound by B. Ingram,,53,55
172,2,6:05.0,Shooting foul by J. Ennis (drawn by B. Ingram),,53,55
173,2,6:05.0,B. Ingram makes free throw 1 of 2,,54,55
174,2,6:05.0,B. Ingram makes free throw 2 of 2,,55,55
175,2,5:57.0,,Offensive foul by B. Simmons (drawn by R. Bullock),55,55
176,2,5:57.0,,Turnover by B. Simmons (offensive foul),55,55
177,2,5:48.0,L. James misses 2-pt layup from 1 ft,,55,55
178,2,5:42.0,Offensive rebound by J. McGee,,55,55
179,2,5:42.0,J. McGee makes 2-pt layup at rim,,57,55
180,2,5:33.0,,J. Redick makes 2-pt layup from 3 ft (assist by B. Simmons),57,57
181,2,5:24.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),,59,57
182,2,5:15.0,,J. Redick misses 2-pt jump shot from 13 ft,59,57
183,2,5:13.0,Defensive rebound by L. James,,59,57
184,2,5:09.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. James),,61,57
185,2,4:56.0,,B. Simmons makes 2-pt jump shot from 11 ft,61,59
186,2,4:45.0,Turnover by J. McGee (traveling),,61,59
187,2,4:45.0,T. Chandler enters the game for J. McGee,,61,59
188,2,4:45.0,,J. Butler enters the game for J. Ennis,61,59
189,2,4:45.0,,J. Embiid enters the game for B. Marjanović,61,59
190,2,4:32.0,,B. Simmons misses 2-pt jump shot from 12 ft,61,59
191,2,4:28.0,Defensive rebound by L. James,,61,59
192,2,4:24.0,Offensive foul by T. Chandler (drawn by J. Redick),,61,59
193,2,4:24.0,Turnover by T. Chandler (offensive foul),,61,59
194,2,4:11.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Butler),61,61
195,2,3:47.0,L. James misses 3-pt jump shot from 25 ft,,61,61
196,2,3:44.0,,Defensive rebound by J. Redick,61,61
197,2,3:36.0,,J. Embiid makes 2-pt dunk from 1 ft,61,63
198,2,3:20.0,R. Bullock misses 3-pt jump shot from 23 ft,,61,63
199,2,3:18.0,,Defensive rebound by T. Harris,61,63
200,2,3:09.0,,J. Embiid misses 2-pt jump shot from 16 ft,61,63
201,2,3:05.0,Defensive rebound by L. James,,61,63
202,2,2:59.0,L. James makes 2-pt layup from 1 ft,,63,63
203,2,2:51.0,,Shooting foul by L. James (drawn by J. Embiid),63,63
204,2,2:51.0,,J. Embiid makes free throw 1 of 2,63,64
205,2,2:51.0,,J. Embiid makes free throw 2 of 2,63,65
206,2,2:38.0,K. Kuzma misses 3-pt jump shot from 26 ft,,63,65
207,2,2:35.0,,Defensive rebound by B. Simmons,63,65
208,2,2:32.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),63,68
209,2,2:32.0,,Shooting foul by R. Bullock (drawn by J. Redick),63,68
210,2,2:32.0,,J. Redick makes free throw 1 of 1,63,69
211,2,2:18.0,Personal foul by J. Embiid (drawn by R. Bullock),,63,69
212,2,2:16.0,Personal foul by J. Redick (drawn by R. Bullock),,63,69
213,2,2:09.0,K. Kuzma misses 2-pt jump shot from 12 ft,,63,69
214,2,2:06.0,,Defensive rebound by T. Harris,63,69
215,2,1:59.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. Harris),63,72
216,2,1:47.0,L. James misses 2-pt jump shot from 4 ft,,63,72
217,2,1:47.0,Offensive rebound by Team,,63,72
218,2,1:47.0,,Loose ball foul by T. Harris (drawn by T. Chandler),63,72
219,2,1:47.0,T. Chandler misses free throw 1 of 2,,63,72
220,2,1:47.0,Offensive rebound by Team,,63,72
221,2,1:47.0,,M. Scott enters the game for T. Harris,63,72
222,2,1:47.0,T. Chandler misses free throw 2 of 2,,63,72
223,2,1:45.0,,Defensive rebound by J. Embiid,63,72
224,2,1:32.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by B. Simmons),63,74
225,2,1:20.0,Offensive foul by B. Ingram (drawn by J. Redick),,63,74
226,2,1:20.0,Turnover by B. Ingram (offensive foul),,63,74
227,2,1:05.0,,J. Butler misses 2-pt jump shot from 14 ft,63,74
228,2,1:03.0,Defensive rebound by L. James,,63,74
229,2,0:59.0,L. James misses 3-pt jump shot from 26 ft,,63,74
230,2,0:59.0,Offensive rebound by Team,,63,74
231,2,0:59.0,,Loose ball foul by M. Scott (drawn by K. Kuzma),63,74
232,2,0:59.0,K. Kuzma makes free throw 1 of 2,,64,74
233,2,0:59.0,K. Kuzma makes free throw 2 of 2,,65,74
234,2,0:50.0,,Personal foul by T. Chandler (drawn by J. Embiid),65,74
235,2,0:50.0,,J. Embiid makes free throw 1 of 2,65,75
236,2,0:50.0,J. McGee enters the game for T. Chandler,,65,75
237,2,0:50.0,,J. Embiid makes free throw 2 of 2,65,76
238,2,0:33.0,J. McGee misses 2-pt layup from 5 ft,,65,76
239,2,0:31.0,Offensive rebound by J. McGee,,65,76
240,2,0:31.0,J. McGee misses 2-pt layup at rim,,65,76
241,2,0:31.0,Offensive rebound by J. McGee,,65,76
242,2,0:30.0,J. McGee makes 2-pt layup at rim,,67,76
243,2,0:17.0,,B. Simmons misses 2-pt jump shot from 5 ft,67,76
244,2,0:14.0,Defensive rebound by J. McGee,,67,76
245,2,0:00.0,Shooting foul by M. Scott (drawn by J. McGee),,67,76
246,2,0:00.0,J. McGee misses free throw 1 of 2,,67,76
247,2,0:00.0,Offensive rebound by Team,,67,76
248,2,0:00.0,,B. Marjanović enters the game for M. Scott,67,76
249,2,0:00.0,J. McGee misses free throw 2 of 2,,67,76
250,2,0:00.0,,Defensive rebound by J. Embiid,67,76
251,3,11:43.0,,J. Embiid makes 2-pt hook shot from 8 ft,67,78
252,3,11:13.0,Offensive foul by K. Kuzma (drawn by T. Harris),,67,78
253,3,11:13.0,Turnover by K. Kuzma (offensive foul),,67,78
254,3,11:04.0,,B. Simmons misses 3-pt jump shot from 27 ft,67,78
255,3,11:01.0,Defensive rebound by J. McGee,,67,78
256,3,10:49.0,B. Ingram makes 2-pt jump shot from 21 ft,,69,78
257,3,10:42.0,,B. Simmons misses 2-pt jump shot from 1 ft,69,78
258,3,10:42.0,Defensive rebound by B. Ingram,,69,78
259,3,10:33.0,J. McGee misses 2-pt layup from 2 ft,,69,78
260,3,10:30.0,,Defensive rebound by B. Simmons,69,78
261,3,10:24.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by B. Simmons),69,81
262,3,10:10.0,L. James misses 3-pt jump shot from 27 ft,,69,81
263,3,10:06.0,Offensive rebound by J. McGee,,69,81
264,3,10:03.0,J. McGee makes 2-pt dunk from 1 ft (assist by B. Ingram),,71,81
265,3,9:43.0,,J. Embiid misses 2-pt jump shot from 6 ft,71,81
266,3,9:41.0,Defensive rebound by L. James,,71,81
267,3,9:38.0,L. James makes 2-pt layup from 2 ft,,73,81
268,3,9:25.0,,J. Redick misses 3-pt jump shot from 26 ft,73,81
269,3,9:25.0,Defensive rebound by L. James,,73,81
270,3,9:21.0,J. McGee makes 2-pt dunk at rim (assist by L. James),,75,81
271,3,9:21.0,,Philadelphia full timeout,75,81
272,3,9:08.0,,J. Butler misses 2-pt jump shot from 17 ft,75,81
273,3,9:05.0,Defensive rebound by K. Kuzma,,75,81
274,3,8:54.0,K. Kuzma misses 3-pt jump shot from 25 ft,,75,81
275,3,8:51.0,,Defensive rebound by J. Embiid,75,81
276,3,8:36.0,,T. Harris misses 2-pt jump shot from 4 ft,75,81
277,3,8:34.0,Defensive rebound by L. James,,75,81
278,3,8:23.0,L. James makes 2-pt layup from 1 ft (assist by B. Ingram),,77,81
279,3,8:11.0,,Shooting foul by J. McGee (drawn by J. Embiid),77,81
280,3,8:11.0,,J. Embiid makes free throw 1 of 2,77,82
281,3,8:11.0,,J. Embiid misses free throw 2 of 2,77,82
282,3,8:08.0,Defensive rebound by J. McGee,,77,82
283,3,7:53.0,J. McGee makes 2-pt layup from 1 ft (assist by K. Kuzma),,79,82
284,3,7:36.0,,Turnover by J. Embiid (out of bounds lost ball),79,82
285,3,7:19.0,L. James misses 2-pt layup from 5 ft,,79,82
286,3,7:17.0,,Defensive rebound by J. Embiid,79,82
287,3,7:09.0,,Shooting foul by J. McGee (drawn by J. Embiid),79,82
288,3,7:09.0,,J. Embiid makes free throw 1 of 2,79,83
289,3,7:09.0,T. Chandler enters the game for J. McGee,,79,83
290,3,7:09.0,,J. Ennis enters the game for J. Butler,79,83
291,3,7:09.0,,F. Korkmaz enters the game for J. Redick,79,83
292,3,7:09.0,,J. Embiid makes free throw 2 of 2,79,84
293,3,6:51.0,B. Ingram misses 2-pt jump shot from 17 ft,,79,84
294,3,6:48.0,,Defensive rebound by T. Harris,79,84
295,3,6:42.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. Harris),79,87
296,3,6:28.0,B. Ingram makes 2-pt jump shot from 4 ft,,81,87
297,3,6:28.0,Shooting foul by J. Ennis (drawn by B. Ingram),,81,87
298,3,6:28.0,K. Caldwell-Pope enters the game for R. Bullock,,81,87
299,3,6:28.0,,B. Marjanović enters the game for J. Embiid,81,87
300,3,6:28.0,B. Ingram makes free throw 1 of 1,,82,87
301,3,6:08.0,,T. Harris makes 2-pt hook shot from 1 ft,82,89
302,3,5:53.0,B. Ingram misses 2-pt layup from 3 ft (block by B. Marjanović),,82,89
303,3,5:49.0,Offensive rebound by T. Chandler,,82,89
304,3,5:44.0,K. Kuzma makes 2-pt jump shot from 4 ft,,84,89
305,3,5:20.0,,T. Harris misses 2-pt hook shot from 4 ft,84,89
306,3,5:15.0,Defensive rebound by L. James,,84,89
307,3,5:03.0,B. Ingram misses 2-pt jump shot from 11 ft,,84,89
308,3,5:00.0,,Defensive rebound by F. Korkmaz,84,89
309,3,4:56.0,,B. Simmons misses 2-pt dunk from 1 ft,84,89
310,3,4:52.0,,Offensive rebound by T. Harris,84,89
311,3,4:49.0,,B. Marjanović makes 2-pt hook shot from 3 ft (assist by T. Harris),84,91
312,3,4:47.0,Technical foul by T. Chandler,,84,91
313,3,4:47.0,,T. Harris misses technical free throw,84,91
314,3,4:47.0,Defensive rebound by Team,,84,91
315,3,4:47.0,M. Muscala enters the game for T. Chandler,,84,91
316,3,4:47.0,R. Rondo enters the game for B. Ingram,,84,91
317,3,4:34.0,M. Muscala misses 3-pt jump shot from 25 ft,,84,91
318,3,4:31.0,,Defensive rebound by T. Harris,84,91
319,3,4:27.0,,J. Ennis misses 3-pt jump shot from 24 ft,84,91
320,3,4:24.0,Defensive rebound by K. Caldwell-Pope,,84,91
321,3,4:17.0,K. Kuzma makes 2-pt hook shot from 4 ft (assist by R. Rondo),,86,91
322,3,4:01.0,,T. Harris makes 3-pt jump shot from 27 ft,86,94
323,3,3:48.0,K. Kuzma makes 2-pt jump shot from 7 ft (assist by M. Muscala),,88,94
324,3,3:48.0,Shooting foul by J. Ennis (drawn by K. Kuzma),,88,94
325,3,3:48.0,K. Kuzma makes free throw 1 of 1,,89,94
326,3,3:25.0,,T. Harris misses 2-pt jump shot from 13 ft,89,94
327,3,3:19.0,,Offensive rebound by B. Marjanović,89,94
328,3,3:19.0,,B. Marjanović makes 2-pt layup from 2 ft,89,96
329,3,3:04.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by M. Muscala),,92,96
330,3,2:59.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by B. Simmons),92,99
331,3,2:44.0,M. Muscala misses 3-pt jump shot from 26 ft,,92,99
332,3,2:41.0,,Defensive rebound by J. Ennis,92,99
333,3,2:28.0,,F. Korkmaz misses 2-pt jump shot from 3 ft,92,99
334,3,2:28.0,,Offensive rebound by Team,92,99
335,3,2:28.0,Loose ball foul by M. Muscala (drawn by J. Ennis),,92,99
336,3,2:28.0,LA Lakers full timeout,,92,99
337,3,2:28.0,T. Chandler enters the game for L. James,,92,99
338,3,2:28.0,L. Stephenson enters the game for K. Kuzma,,92,99
339,3,2:28.0,,J. Butler enters the game for J. Ennis,92,99
340,3,2:28.0,,J. Embiid enters the game for T. Harris,92,99
341,3,2:28.0,,T. McConnell enters the game for F. Korkmaz,92,99
342,3,2:28.0,,J. Redick enters the game for B. Marjanović,92,99
343,3,2:28.0,,M. Scott enters the game for B. Simmons,92,99
344,3,2:26.0,,J. Redick makes 2-pt layup from 1 ft (assist by J. Butler),92,101
345,3,2:05.0,M. Muscala misses 3-pt jump shot from 26 ft,,92,101
346,3,2:02.0,,Defensive rebound by J. Butler,92,101
347,3,1:49.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Redick),92,104
348,3,1:32.0,L. Stephenson misses 3-pt jump shot from 26 ft,,92,104
349,3,1:29.0,Offensive rebound by L. Stephenson,,92,104
350,3,1:26.0,L. Stephenson makes 2-pt jump shot from 16 ft,,94,104
351,3,1:00.0,,J. Embiid makes 2-pt jump shot from 9 ft,94,106
352,3,0:46.0,L. Stephenson misses 2-pt jump shot from 17 ft,,94,106
353,3,0:43.0,,Defensive rebound by J. Embiid,94,106
354,3,0:30.0,,J. Redick misses 3-pt jump shot from 26 ft,94,106
355,3,0:28.0,Defensive rebound by T. Chandler,,94,106
356,3,0:07.0,Turnover by L. Stephenson (bad pass; steal by T. McConnell),,94,106
357,3,0:00.0,,T. McConnell makes 3-pt jump shot from 26 ft (assist by M. Scott),94,109
358,4,11:50.0,Personal foul by T. McConnell (drawn by R. Rondo),,94,109
359,4,11:44.0,B. Ingram makes 2-pt layup from 1 ft (assist by R. Rondo),,96,109
360,4,11:27.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by T. McConnell),96,112
361,4,11:15.0,L. Stephenson misses 3-pt jump shot from 25 ft,,96,112
362,4,11:06.0,Offensive rebound by J. McGee,,96,112
363,4,11:06.0,J. McGee misses 2-pt layup from 1 ft,,96,112
364,4,11:06.0,,Defensive rebound by J. Embiid,96,112
365,4,11:05.0,,Personal foul by L. Stephenson (drawn by M. Scott),96,112
366,4,10:56.0,,Personal foul by B. Ingram (drawn by J. Embiid),96,112
367,4,10:47.0,,M. Scott makes 2-pt jump shot from 17 ft,96,114
368,4,10:34.0,Turnover by R. Rondo (bad pass; steal by M. Scott),,96,114
369,4,10:32.0,,M. Scott makes 2-pt layup from 1 ft,96,116
370,4,10:32.0,,Shooting foul by L. Stephenson (drawn by M. Scott),96,116
371,4,10:32.0,L. James enters the game for L. Stephenson,,96,116
372,4,10:32.0,,M. Scott misses free throw 1 of 1,96,116
373,4,10:29.0,Defensive rebound by J. McGee,,96,116
374,4,10:20.0,B. Ingram makes 2-pt jump shot from 13 ft,,98,116
375,4,10:05.0,,F. Korkmaz misses 2-pt layup from 5 ft (block by K. Caldwell-Pope),98,116
376,4,10:03.0,Defensive rebound by Team,,98,116
377,4,9:51.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,100,116
378,4,9:49.0,,Philadelphia full timeout,100,116
379,4,9:49.0,R. Bullock enters the game for R. Rondo,,100,116
380,4,9:26.0,,T. McConnell makes 2-pt layup from 2 ft,100,118
