,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
211,2,0:47.0,Defensive rebound by C. LeVert,,52,42
212,2,0:44.0,C. LeVert misses 2-pt layup from 2 ft,,52,42
213,2,0:43.0,Offensive rebound by J. Allen,,52,42
214,2,0:43.0,Turnover by J. Allen (step out of bounds),,52,42
215,2,0:35.0,,Personal foul by C. LeVert (drawn by D. Collison),52,42
216,2,0:28.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),52,44
217,2,0:10.0,J. Harris misses 3-pt jump shot from 28 ft,,52,44
218,2,0:08.0,,Defensive rebound by Team,52,44
219,2,0:03.0,,D. Collison misses 3-pt jump shot from 27 ft,52,44
220,2,0:03.0,Defensive rebound by R. Kurucs,,52,44
221,3,11:49.0,,B. Bogdanović misses 2-pt layup at rim,52,44
222,3,11:46.0,Defensive rebound by R. Kurucs,,52,44
223,3,11:41.0,Turnover by J. Harris (dbl dribble),,52,44
224,3,11:29.0,,D. Collison misses 2-pt layup from 2 ft,52,44
225,3,11:26.0,,Offensive rebound by T. Young,52,44
226,3,11:26.0,,T. Young makes 2-pt layup from 1 ft,52,46
227,3,11:09.0,Turnover by D. Russell (bad pass; steal by M. Turner),,52,46
228,3,10:56.0,,T. Young makes 2-pt layup from 1 ft,52,48
229,3,10:55.0,Brooklyn full timeout,,52,48
230,3,10:43.0,J. Allen makes 2-pt dunk from 3 ft (assist by D. Russell),,54,48
231,3,10:22.0,,D. Collison misses 2-pt jump shot from 20 ft,54,48
232,3,10:21.0,Defensive rebound by Team,,54,48
233,3,9:59.0,D. Carroll misses 3-pt jump shot from 25 ft,,54,48
234,3,9:57.0,Offensive rebound by R. Kurucs,,54,48
235,3,9:57.0,R. Kurucs misses 2-pt layup from 1 ft (block by M. Turner),,54,48
236,3,9:55.0,Offensive rebound by R. Kurucs,,54,48
237,3,9:55.0,Turnover by R. Kurucs (bad pass; steal by D. Collison),,54,48
238,3,9:38.0,,T. Young makes 2-pt layup from 4 ft,54,50
239,3,9:26.0,D. Russell makes 2-pt jump shot from 16 ft,,56,50
240,3,9:15.0,,M. Turner misses 3-pt jump shot from 28 ft,56,50
241,3,9:11.0,Defensive rebound by D. Carroll,,56,50
242,3,9:02.0,D. Russell makes 2-pt layup from 1 ft,,58,50
243,3,8:48.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by T. Young),58,53
244,3,8:25.0,D. Russell makes 2-pt jump shot from 17 ft,,60,53
245,3,8:05.0,,D. Collison misses 3-pt jump shot from 25 ft,60,53
246,3,8:02.0,Defensive rebound by D. Carroll,,60,53
247,3,7:48.0,D. Carroll makes 2-pt jump shot from 11 ft (assist by J. Harris),,62,53
248,3,7:43.0,,Indiana full timeout,62,53
249,3,7:43.0,,D. Sabonis enters the game for M. Turner,62,53
250,3,7:31.0,,Shooting foul by D. Russell (drawn by B. Bogdanović),62,53
251,3,7:31.0,,B. Bogdanović makes free throw 1 of 2,62,54
252,3,7:31.0,,B. Bogdanović misses free throw 2 of 2,62,54
253,3,7:30.0,Defensive rebound by J. Allen,,62,54
254,3,7:21.0,R. Kurucs misses 3-pt jump shot from 27 ft,,62,54
255,3,7:17.0,,Defensive rebound by W. Matthews,62,54
256,3,7:03.0,,T. Young makes 2-pt jump shot from 5 ft,62,56
257,3,6:52.0,D. Russell makes 2-pt jump shot from 4 ft,,64,56
258,3,6:41.0,,Turnover by T. Young (bad pass; steal by J. Harris),64,56
259,3,6:36.0,D. Carroll misses 2-pt jump shot from 5 ft,,64,56
260,3,6:33.0,Offensive rebound by D. Carroll,,64,56
261,3,6:33.0,D. Carroll makes 2-pt layup from 2 ft,,66,56
262,3,6:19.0,,D. Collison makes 2-pt jump shot from 18 ft,66,58
263,3,6:07.0,R. Kurucs misses 2-pt layup from 3 ft,,66,58
264,3,6:05.0,,Defensive rebound by D. Sabonis,66,58
265,3,6:02.0,,Personal take foul by D. Carroll (drawn by D. Collison),66,58
266,3,6:02.0,S. Dinwiddie enters the game for D. Carroll,,66,58
267,3,6:02.0,J. Dudley enters the game for R. Kurucs,,66,58
268,3,5:44.0,,D. Sabonis misses 2-pt layup from 3 ft,66,58
269,3,5:41.0,,T. Young makes 2-pt layup from 1 ft,66,60
270,3,5:41.0,,Offensive rebound by T. Young,66,60
271,3,5:31.0,Personal foul by D. Collison (drawn by J. Allen),,66,60
272,3,5:31.0,C. LeVert enters the game for D. Russell,,66,60
273,3,5:31.0,,D. McDermott enters the game for B. Bogdanović,66,60
274,3,5:17.0,J. Allen makes 2-pt hook shot from 8 ft (assist by S. Dinwiddie),,68,60
275,3,5:02.0,,D. Sabonis makes 2-pt jump shot from 8 ft (assist by D. Collison),68,62
276,3,4:42.0,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,70,62
277,3,4:23.0,,Turnover by D. Collison (bad pass; steal by C. LeVert),70,62
278,3,4:21.0,Shooting foul by W. Matthews (drawn by C. LeVert),,70,62
279,3,4:21.0,C. LeVert makes free throw 1 of 2,,71,62
280,3,4:21.0,E. Davis enters the game for J. Allen,,71,62
281,3,4:21.0,T. Graham enters the game for J. Harris,,71,62
282,3,4:21.0,,C. Joseph enters the game for D. Collison,71,62
283,3,4:21.0,C. LeVert misses free throw 2 of 2,,71,62
284,3,4:19.0,,Defensive rebound by D. Sabonis,71,62
285,3,4:08.0,,D. McDermott misses 2-pt jump shot from 17 ft,71,62
286,3,4:06.0,Defensive rebound by E. Davis,,71,62
287,3,3:56.0,Turnover by S. Dinwiddie (bad pass),,71,62
288,3,3:56.0,,T. Leaf enters the game for T. Young,71,62
289,3,3:48.0,,Shooting foul by J. Dudley (drawn by D. Sabonis),71,62
290,3,3:48.0,,Offensive rebound by Team,71,62
291,3,3:48.0,,D. Sabonis misses free throw 1 of 2,71,62
292,3,3:48.0,,D. Sabonis makes free throw 2 of 2,71,63
293,3,3:34.0,J. Dudley misses 3-pt jump shot from 26 ft,,71,63
294,3,3:31.0,,Defensive rebound by D. Sabonis,71,63
295,3,3:21.0,,T. Leaf makes 2-pt jump shot from 9 ft (assist by C. Joseph),71,65
296,3,3:07.0,Shooting foul by C. Joseph (drawn by S. Dinwiddie),,71,65
297,3,3:07.0,S. Dinwiddie makes free throw 1 of 2,,72,65
298,3,3:07.0,S. Dinwiddie makes free throw 2 of 2,,73,65
299,3,2:56.0,,C. Joseph makes 2-pt jump shot from 12 ft,73,67
300,3,2:46.0,C. LeVert misses 2-pt jump shot at rim,,73,67
301,3,2:46.0,Offensive rebound by E. Davis,,73,67
302,3,2:34.0,Shooting foul by W. Matthews (drawn by S. Dinwiddie),,73,67
303,3,2:34.0,S. Dinwiddie makes free throw 1 of 2,,74,67
304,3,2:34.0,,A. Holiday enters the game for W. Matthews,74,67
305,3,2:34.0,S. Dinwiddie makes free throw 2 of 2,,75,67
306,3,2:21.0,,D. Sabonis makes 2-pt hook shot from 6 ft,75,69
307,3,2:05.0,E. Davis makes 2-pt dunk from 1 ft (assist by J. Dudley),,77,69
308,3,1:43.0,,Turnover by D. Sabonis (bad pass; steal by J. Dudley),77,69
309,3,1:38.0,J. Dudley makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,80,69
310,3,1:13.0,,Turnover by D. Sabonis (traveling),80,69
311,3,1:04.0,J. Dudley misses 3-pt jump shot from 27 ft,,80,69
312,3,1:01.0,Offensive rebound by Team,,80,69
313,3,1:00.0,C. LeVert makes 2-pt dunk from 1 ft (assist by T. Graham),,82,69
314,3,0:38.0,,C. Joseph misses 3-pt jump shot from 23 ft,82,69
315,3,0:36.0,Defensive rebound by Team,,82,69
316,3,0:31.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,82,69
317,3,0:28.0,,Defensive rebound by Team,82,69
318,3,0:13.0,,Personal take foul by S. Dinwiddie (drawn by A. Holiday),82,69
319,3,0:07.0,,A. Holiday misses 2-pt jump shot from 15 ft,82,69
320,3,0:04.0,Defensive rebound by C. LeVert,,82,69
321,3,0:00.0,C. LeVert misses 2-pt layup from 3 ft,,82,69
322,3,0:00.0,,Defensive rebound by D. Sabonis,82,69
323,4,11:44.0,C. LeVert makes 2-pt jump shot from 3 ft,,84,69
324,4,11:44.0,Shooting foul by C. Joseph (drawn by C. LeVert),,84,69
325,4,11:44.0,C. LeVert misses free throw 1 of 1,,84,69
326,4,11:43.0,,Defensive rebound by D. Sabonis,84,69
327,4,11:20.0,,Turnover by A. Holiday (bad pass; steal by E. Davis),84,69
328,4,11:04.0,C. LeVert misses 2-pt jump shot from 7 ft,,84,69
329,4,11:01.0,,Defensive rebound by D. Sabonis,84,69
330,4,10:53.0,,Shooting foul by C. LeVert (drawn by D. McDermott),84,69
331,4,10:53.0,,D. McDermott makes free throw 1 of 2,84,70
332,4,10:53.0,,D. McDermott makes free throw 2 of 2,84,71
333,4,10:44.0,Offensive foul by S. Dinwiddie (drawn by A. Holiday),,84,71
334,4,10:44.0,Turnover by S. Dinwiddie (offensive foul),,84,71
335,4,10:32.0,,T. Leaf misses 2-pt jump shot from 6 ft,84,71
336,4,10:29.0,Defensive rebound by E. Davis,,84,71
337,4,10:22.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,84,71
338,4,10:19.0,,Defensive rebound by D. Sabonis,84,71
339,4,10:11.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),84,73
340,4,10:00.0,C. LeVert misses 2-pt layup from 2 ft,,84,73
341,4,9:56.0,,Defensive rebound by T. Leaf,84,73
342,4,9:51.0,,D. McDermott misses 3-pt jump shot from 29 ft,84,73
343,4,9:46.0,Defensive rebound by T. Graham,,84,73
344,4,9:37.0,S. Dinwiddie makes 3-pt jump shot from 29 ft,,87,73
345,4,9:20.0,,C. Joseph makes 3-pt jump shot from 27 ft (assist by D. McDermott),87,76
346,4,9:09.0,S. Dinwiddie makes 2-pt layup from 3 ft,,89,76
347,4,8:55.0,,D. McDermott misses 3-pt jump shot from 24 ft,89,76
348,4,8:40.0,Defensive rebound by Team,,89,76
349,4,8:40.0,Brooklyn full timeout,,89,76
350,4,8:40.0,D. Russell enters the game for C. LeVert,,89,76
351,4,8:28.0,T. Graham makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,92,76
352,4,8:13.0,,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),92,78
353,4,7:59.0,S. Dinwiddie makes 2-pt layup from 2 ft,,94,78
354,4,7:59.0,Shooting foul by T. Leaf (drawn by S. Dinwiddie),,94,78
355,4,7:59.0,S. Dinwiddie makes free throw 1 of 1,,95,78
356,4,7:52.0,,Personal foul by D. Russell (drawn by A. Holiday),95,78
357,4,7:39.0,,A. Holiday misses 2-pt jump shot from 10 ft,95,78
358,4,7:34.0,Defensive rebound by S. Dinwiddie,,95,78
359,4,7:19.0,Brooklyn full timeout,,95,78
360,4,7:19.0,,B. Bogdanović enters the game for T. Leaf,95,78
361,4,7:19.0,,T. Young enters the game for D. McDermott,95,78
362,4,7:13.0,S. Dinwiddie misses 3-pt jump shot from 32 ft,,95,78
363,4,7:11.0,,Defensive rebound by C. Joseph,95,78
364,4,6:49.0,,C. Joseph makes 3-pt jump shot from 28 ft (assist by D. Sabonis),95,81
365,4,6:24.0,Personal foul by T. Young (drawn by S. Dinwiddie),,95,81
366,4,6:24.0,J. Harris enters the game for S. Dinwiddie,,95,81
367,4,6:24.0,C. LeVert enters the game for J. Dudley,,95,81
368,4,6:15.0,Shooting foul by T. Young (drawn by E. Davis),,95,81
369,4,6:15.0,Offensive rebound by Team,,95,81
370,4,6:15.0,E. Davis misses free throw 1 of 2,,95,81
371,4,6:15.0,E. Davis misses free throw 2 of 2,,95,81
372,4,6:14.0,,Defensive rebound by B. Bogdanović,95,81
373,4,6:03.0,,D. Sabonis makes 2-pt jump shot from 16 ft (assist by A. Holiday),95,83
374,4,5:49.0,Turnover by J. Harris (out of bounds lost ball),,95,83
375,4,5:28.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by B. Bogdanović),95,85
376,4,5:14.0,D. Russell makes 2-pt layup from 2 ft,,97,85
377,4,5:14.0,Shooting foul by D. Sabonis (drawn by D. Russell),,97,85
378,4,5:14.0,J. Allen enters the game for E. Davis,,97,85
379,4,5:14.0,D. Russell makes free throw 1 of 1,,98,85
380,4,4:58.0,,D. Sabonis makes 2-pt jump shot from 20 ft (assist by A. Holiday),98,87
381,4,4:40.0,C. LeVert makes 2-pt jump shot from 4 ft,,100,87
