,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,ATLANTA_ACTION,GOLDEN STATE_SCORE,ATLANTA_SCORE
69,1,2:40.0,Personal foul by A. Len (drawn by J. Bell),,26,13
70,1,2:40.0,,O. Spellman enters the game for A. Len,26,13
71,1,2:32.0,Shooting foul by K. Bazemore (drawn by S. Curry),,26,13
72,1,2:32.0,S. Curry makes free throw 1 of 2,,27,13
73,1,2:32.0,S. Curry makes free throw 2 of 2,,28,13
74,1,2:21.0,,V. Carter makes 2-pt layup from 1 ft (assist by J. Lin),28,15
75,1,2:01.0,Shooting foul by J. Lin (drawn by S. Livingston),,28,15
76,1,2:01.0,S. Livingston makes free throw 1 of 2,,29,15
77,1,2:01.0,Q. Cook enters the game for S. Curry,,29,15
78,1,2:01.0,S. Livingston makes free throw 2 of 2,,30,15
79,1,1:49.0,,V. Carter misses 3-pt jump shot from 26 ft,30,15
80,1,1:46.0,Defensive rebound by Q. Cook,,30,15
81,1,1:34.0,J. Bell misses 2-pt layup from 1 ft (block by K. Bazemore),,30,15
82,1,1:30.0,Offensive rebound by J. Bell,,30,15
83,1,1:30.0,J. Bell misses 2-pt layup from 2 ft,,30,15
84,1,1:30.0,,Defensive rebound by J. Lin,30,15
85,1,1:25.0,,K. Bazemore misses 3-pt jump shot from 26 ft,30,15
86,1,1:22.0,Defensive rebound by K. Durant,,30,15
87,1,1:12.0,K. Durant makes 2-pt jump shot from 18 ft,,32,15
88,1,0:58.0,,K. Bazemore misses 2-pt layup from 8 ft (block by S. Livingston),32,15
89,1,0:58.0,Defensive rebound by Team,,32,15
90,1,0:42.0,Personal foul by J. Lin (drawn by K. Durant),,32,15
91,1,0:42.0,K. Durant makes free throw 1 of 2,,33,15
92,1,0:42.0,K. Durant makes free throw 2 of 2,,34,15
93,1,0:23.0,,J. Lin makes 2-pt layup from 2 ft (assist by O. Spellman),34,17
94,1,0:02.0,K. Durant misses 3-pt jump shot from 37 ft,,34,17
95,1,0:00.0,,Defensive rebound by Team,34,17
96,2,11:38.0,Q. Cook misses 2-pt dunk from 7 ft,,34,17
97,2,11:33.0,,Defensive rebound by D. Bembry,34,17
98,2,11:31.0,,T. Young misses 3-pt jump shot from 25 ft,34,17
99,2,11:27.0,Defensive rebound by K. Looney,,34,17
100,2,11:14.0,Q. Cook misses 2-pt jump shot from 21 ft,,34,17
101,2,11:11.0,,Defensive rebound by D. Dedmon,34,17
102,2,11:08.0,,Personal foul by Q. Cook (drawn by T. Young),34,17
103,2,11:01.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by V. Carter),34,19
104,2,10:42.0,K. Thompson misses 2-pt jump shot from 19 ft,,34,19
105,2,10:42.0,,Defensive rebound by K. Huerter,34,19
106,2,10:34.0,,T. Young misses 3-pt jump shot from 23 ft,34,19
107,2,10:31.0,Defensive rebound by K. Looney,,34,19
108,2,10:25.0,K. Thompson misses 2-pt jump shot from 8 ft (block by D. Dedmon),,34,19
109,2,10:21.0,,Defensive rebound by K. Huerter,34,19
110,2,10:19.0,,T. Young makes 2-pt layup from 1 ft (assist by K. Huerter),34,21
111,2,10:06.0,K. Thompson misses 2-pt jump shot from 21 ft,,34,21
112,2,10:04.0,,Defensive rebound by V. Carter,34,21
113,2,9:58.0,,D. Dedmon misses 2-pt layup from 1 ft (block by K. Looney),34,21
114,2,9:58.0,,Offensive rebound by Team,34,21
115,2,9:52.0,,V. Carter misses 3-pt jump shot from 26 ft,34,21
116,2,9:50.0,Defensive rebound by J. Jerebko,,34,21
117,2,9:34.0,S. Livingston misses 2-pt jump shot from 14 ft,,34,21
118,2,9:31.0,,Defensive rebound by D. Dedmon,34,21
119,2,9:28.0,,Shooting foul by Q. Cook (drawn by T. Young),34,21
120,2,9:28.0,,T. Young misses free throw 1 of 2,34,21
121,2,9:28.0,,Offensive rebound by Team,34,21
122,2,9:28.0,,J. Collins enters the game for V. Carter,34,21
123,2,9:28.0,,T. Young makes free throw 2 of 2,34,22
124,2,9:18.0,Q. Cook misses 2-pt jump shot from 21 ft,,34,22
125,2,9:12.0,,Defensive rebound by J. Collins,34,22
126,2,9:05.0,,Turnover by T. Young (lost ball; steal by K. Looney),34,22
127,2,9:00.0,Q. Cook makes 2-pt layup from 2 ft (assist by S. Livingston),,36,22
128,2,9:00.0,,Atlanta full timeout,36,22
129,2,8:44.0,,D. Bembry misses 2-pt layup from 2 ft,36,22
130,2,8:42.0,,Offensive rebound by D. Bembry,36,22
131,2,8:42.0,,Shooting foul by K. Looney (drawn by D. Bembry),36,22
132,2,8:42.0,,D. Bembry makes free throw 1 of 2,36,23
133,2,8:42.0,,D. Bembry makes free throw 2 of 2,36,24
134,2,8:25.0,K. Looney makes 2-pt jump shot from 14 ft (assist by S. Livingston),,38,24
135,2,8:11.0,,K. Huerter misses 3-pt jump shot from 25 ft,38,24
136,2,8:09.0,,Offensive rebound by D. Dedmon,38,24
137,2,8:06.0,,J. Collins makes 2-pt layup from 4 ft (assist by D. Dedmon),38,26
138,2,7:57.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Looney),,41,26
139,2,7:41.0,,T. Young makes 2-pt layup from 15 ft,41,28
140,2,7:29.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Livingston),,43,28
141,2,7:11.0,,J. Collins makes 2-pt dunk at rim (assist by K. Huerter),43,30
142,2,7:04.0,Shooting foul by D. Bembry (drawn by K. Thompson),,43,30
143,2,7:04.0,K. Thompson makes free throw 1 of 2,,44,30
144,2,7:04.0,S. Curry enters the game for Q. Cook,,44,30
145,2,7:04.0,D. Lee enters the game for S. Livingston,,44,30
146,2,7:04.0,,T. Prince enters the game for D. Bembry,44,30
147,2,7:04.0,K. Thompson makes free throw 2 of 2,,45,30
148,2,7:04.0,J. Bell enters the game for K. Looney,,45,30
149,2,6:40.0,,Turnover by K. Huerter (lost ball; steal by J. Bell),45,30
150,2,6:32.0,Turnover by S. Curry (bad pass),,45,30
151,2,6:28.0,,K. Huerter makes 2-pt dunk from 1 ft (assist by T. Young),45,32
152,2,6:26.0,Golden State full timeout,,45,32
153,2,6:26.0,K. Durant enters the game for J. Jerebko,,45,32
154,2,6:26.0,A. Iguodala enters the game for K. Thompson,,45,32
155,2,6:13.0,J. Bell misses 2-pt jump shot from 2 ft (block by K. Huerter),,45,32
156,2,6:09.0,,Defensive rebound by J. Collins,45,32
157,2,5:56.0,,J. Collins makes 2-pt jump shot from 13 ft,45,34
158,2,5:43.0,S. Curry misses 3-pt jump shot from 26 ft,,45,34
159,2,5:39.0,,Defensive rebound by D. Dedmon,45,34
160,2,5:29.0,,T. Young misses 2-pt layup from 1 ft (block by J. Bell),45,34
161,2,5:29.0,,Offensive rebound by Team,45,34
162,2,5:27.0,,Personal foul by S. Curry (drawn by T. Young),45,34
163,2,5:20.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),45,36
164,2,5:09.0,S. Curry makes 2-pt layup from 1 ft,,47,36
165,2,4:59.0,,T. Young makes 2-pt layup from 1 ft,47,38
166,2,4:48.0,Turnover by J. Bell (bad pass; steal by D. Dedmon),,47,38
167,2,4:45.0,,Offensive foul by T. Young (drawn by D. Lee),47,38
168,2,4:45.0,,Turnover by T. Young (offensive foul),47,38
169,2,4:36.0,K. Durant makes 2-pt dunk from 1 ft (assist by A. Iguodala),,49,38
170,2,4:24.0,,T. Young makes 2-pt jump shot from 18 ft,49,40
171,2,4:16.0,D. Lee misses 3-pt jump shot from 23 ft,,49,40
172,2,4:14.0,,Defensive rebound by K. Huerter,49,40
173,2,4:07.0,,T. Prince misses 3-pt jump shot from 22 ft,49,40
174,2,4:04.0,Defensive rebound by J. Bell,,49,40
175,2,3:57.0,S. Curry misses 3-pt jump shot from 25 ft,,49,40
176,2,3:53.0,,Defensive rebound by J. Collins,49,40
177,2,3:36.0,,K. Huerter makes 2-pt jump shot from 13 ft,49,42
178,2,3:26.0,Golden State full timeout,,49,42
179,2,3:26.0,K. Looney enters the game for J. Bell,,49,42
180,2,3:26.0,K. Thompson enters the game for D. Lee,,49,42
181,2,3:15.0,Turnover by S. Curry (bad pass),,49,42
182,2,2:57.0,,D. Dedmon misses 2-pt layup from 9 ft (block by A. Iguodala),49,42
183,2,2:54.0,Defensive rebound by K. Thompson,,49,42
184,2,2:41.0,K. Thompson misses 2-pt jump shot from 21 ft,,49,42
185,2,2:34.0,Offensive rebound by A. Iguodala,,49,42
186,2,2:34.0,A. Iguodala makes 2-pt dunk at rim,,51,42
187,2,2:30.0,,Personal foul by S. Curry (drawn by T. Young),51,42
188,2,2:30.0,,T. Young misses free throw 1 of 2,51,42
189,2,2:30.0,,Offensive rebound by Team,51,42
190,2,2:30.0,Q. Cook enters the game for S. Curry,,51,42
191,2,2:30.0,,V. Carter enters the game for D. Dedmon,51,42
192,2,2:30.0,,T. Young makes free throw 2 of 2,51,43
193,2,2:16.0,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),,53,43
194,2,2:06.0,,Turnover by T. Young (lost ball; steal by Q. Cook),53,43
195,2,1:53.0,K. Looney makes 2-pt dunk at rim (assist by K. Durant),,55,43
196,2,1:41.0,,Personal foul by Q. Cook (drawn by T. Young),55,43
197,2,1:41.0,,T. Young makes free throw 1 of 2,55,44
198,2,1:41.0,J. Jerebko enters the game for Q. Cook,,55,44
199,2,1:41.0,,K. Bazemore enters the game for J. Collins,55,44
200,2,1:41.0,,D. Dedmon enters the game for K. Huerter,55,44
201,2,1:41.0,,T. Young makes free throw 2 of 2,55,45
202,2,1:27.0,Turnover by K. Durant (bad pass; steal by D. Dedmon),,55,45
203,2,1:20.0,,Turnover by T. Prince (bad pass),55,45
204,2,1:20.0,,J. Lin enters the game for T. Young,55,45
205,2,1:04.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Looney),,58,45
206,2,0:43.0,,J. Lin misses 2-pt jump shot from 17 ft,58,45
207,2,0:41.0,Defensive rebound by J. Jerebko,,58,45
208,2,0:36.0,K. Durant makes 3-pt jump shot from 25 ft,,61,45
209,2,0:27.0,,D. Dedmon makes 2-pt layup from 2 ft (assist by K. Bazemore),61,47
210,2,0:06.0,Personal foul by J. Lin (drawn by A. Iguodala),,61,47
211,2,0:06.0,S. Curry enters the game for K. Looney,,61,47
212,2,0:06.0,,D. Bembry enters the game for J. Lin,61,47
213,2,0:02.0,S. Curry misses 3-pt jump shot from 25 ft,,61,47
214,2,0:02.0,,Defensive rebound by D. Dedmon,61,47
215,3,11:44.0,Turnover by K. Durant (lost ball; steal by T. Prince),,61,47
216,3,11:41.0,,T. Young makes 2-pt layup from 1 ft (assist by T. Prince),61,49
217,3,11:28.0,K. Thompson makes 2-pt jump shot from 8 ft,,63,49
218,3,11:06.0,,T. Prince misses 3-pt jump shot from 23 ft,63,49
219,3,11:03.0,Defensive rebound by K. Durant,,63,49
220,3,10:54.0,Turnover by K. Thompson (lost ball; steal by K. Huerter),,63,49
221,3,10:50.0,,T. Young misses 2-pt layup from 1 ft,63,49
222,3,10:48.0,,Offensive rebound by J. Collins,63,49
223,3,10:48.0,,J. Collins makes 2-pt dunk at rim,63,51
224,3,10:48.0,Golden State full timeout,,63,51
225,3,10:48.0,,Technical foul by S. Kerr,63,51
226,3,10:48.0,,T. Prince makes technical free throw,63,52
227,3,10:34.0,K. Durant misses 2-pt jump shot from 20 ft,,63,52
228,3,10:31.0,,Defensive rebound by D. Dedmon,63,52
229,3,10:28.0,,K. Huerter makes 2-pt jump shot at rim (assist by T. Young),63,54
230,3,10:15.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Thompson),,65,54
231,3,10:01.0,,D. Dedmon misses 2-pt layup from 2 ft,65,54
232,3,9:58.0,Defensive rebound by K. Thompson,,65,54
233,3,9:55.0,Personal foul by K. Huerter (drawn by K. Thompson),,65,54
234,3,9:50.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),,67,54
235,3,9:34.0,,Personal foul by A. Iguodala (drawn by T. Prince),67,54
236,3,9:29.0,,T. Young misses 3-pt jump shot from 25 ft,67,54
237,3,9:26.0,Defensive rebound by K. Thompson,,67,54
238,3,9:20.0,K. Looney makes 2-pt layup from 1 ft (assist by A. Iguodala),,69,54
239,3,9:10.0,,Turnover by T. Young (bad pass),69,54
240,3,8:54.0,Turnover by K. Looney (out of bounds lost ball),,69,54
241,3,8:39.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Huerter),69,56
242,3,8:39.0,,Shooting foul by K. Durant (drawn by J. Collins),69,56
243,3,8:39.0,,J. Collins makes free throw 1 of 1,69,57
244,3,8:25.0,K. Looney makes 2-pt dunk from 2 ft (assist by K. Durant),,71,57
245,3,8:12.0,,T. Young makes 2-pt layup from 1 ft,71,59
246,3,7:57.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,74,59
247,3,7:38.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Collins),74,62
248,3,7:26.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Looney),,77,62
249,3,7:26.0,,Atlanta full timeout,77,62
250,3,7:26.0,,D. Bembry enters the game for J. Collins,77,62
251,3,7:26.0,,V. Carter enters the game for K. Huerter,77,62
252,3,7:26.0,,J. Lin enters the game for T. Young,77,62
253,3,7:09.0,,D. Dedmon misses 2-pt hook shot from 9 ft,77,62
254,3,7:06.0,Defensive rebound by S. Curry,,77,62
255,3,6:52.0,K. Durant makes 2-pt jump shot from 21 ft,,79,62
256,3,6:32.0,,T. Prince makes 2-pt jump shot from 18 ft,79,64
257,3,6:21.0,K. Thompson misses 3-pt jump shot from 23 ft,,79,64
258,3,6:19.0,,Defensive rebound by J. Lin,79,64
259,3,6:05.0,,Turnover by J. Lin (bad pass; steal by A. Iguodala),79,64
260,3,6:00.0,K. Durant makes 2-pt layup from 7 ft,,81,64
261,3,5:34.0,,D. Dedmon misses 2-pt jump shot from 7 ft,81,64
262,3,5:34.0,Defensive rebound by A. Iguodala,,81,64
263,3,5:32.0,Personal foul by T. Prince (drawn by A. Iguodala),,81,64
264,3,5:32.0,J. Bell enters the game for K. Looney,,81,64
265,3,5:32.0,,K. Bazemore enters the game for D. Dedmon,81,64
266,3,5:32.0,,O. Spellman enters the game for T. Prince,81,64
267,3,5:28.0,Personal foul by K. Bazemore (drawn by S. Curry),,81,64
268,3,5:23.0,J. Bell makes 2-pt dunk from 1 ft (assist by S. Curry),,83,64
269,3,5:09.0,,Personal foul by A. Iguodala (drawn by K. Bazemore),83,64
270,3,4:54.0,,Turnover by Team (shot clock),83,64
271,3,4:47.0,Shooting foul by O. Spellman (drawn by S. Curry),,83,64
272,3,4:47.0,S. Curry makes free throw 1 of 2,,84,64
273,3,4:47.0,,J. Collins enters the game for O. Spellman,84,64
274,3,4:47.0,S. Curry makes free throw 2 of 2,,85,64
275,3,4:33.0,,V. Carter misses 2-pt layup from 2 ft,85,64
276,3,4:32.0,,Offensive rebound by J. Collins,85,64
277,3,4:31.0,,J. Collins misses 2-pt layup from 2 ft (block by A. Iguodala),85,64
278,3,4:31.0,,Offensive rebound by Team,85,64
279,3,4:31.0,J. Jerebko enters the game for A. Iguodala,,85,64
280,3,4:31.0,S. Livingston enters the game for K. Thompson,,85,64
281,3,4:21.0,,J. Lin misses 2-pt layup from 3 ft,85,64
282,3,4:18.0,Defensive rebound by J. Bell,,85,64
283,3,4:01.0,K. Durant makes 2-pt dunk from 2 ft (assist by J. Bell),,87,64
284,3,3:51.0,,Shooting foul by J. Jerebko (drawn by J. Collins),87,64
285,3,3:51.0,,J. Collins misses free throw 1 of 2,87,64
286,3,3:51.0,,Offensive rebound by Team,87,64
287,3,3:51.0,,J. Collins makes free throw 2 of 2,87,65
288,3,3:32.0,S. Curry misses 2-pt layup from 1 ft,,87,65
289,3,3:30.0,,Defensive rebound by J. Collins,87,65
290,3,3:27.0,,K. Bazemore misses 3-pt jump shot from 25 ft,87,65
291,3,3:20.0,Defensive rebound by S. Curry,,87,65
292,3,3:17.0,K. Durant makes 2-pt dunk from 1 ft (assist by J. Bell),,89,65
293,3,3:12.0,,Turnover by K. Bazemore (bad pass; steal by S. Livingston),89,65
294,3,3:03.0,S. Curry misses 2-pt jump shot from 20 ft,,89,65
295,3,2:59.0,Offensive rebound by S. Livingston,,89,65
296,3,2:48.0,Turnover by K. Durant (bad pass; steal by D. Bembry),,89,65
297,3,2:46.0,,D. Bembry makes 2-pt dunk from 2 ft,89,67
298,3,2:31.0,Shooting foul by D. Bembry (drawn by K. Durant),,89,67
299,3,2:31.0,K. Durant makes free throw 1 of 2,,90,67
300,3,2:31.0,Q. Cook enters the game for S. Curry,,90,67
301,3,2:31.0,K. Durant makes free throw 2 of 2,,91,67
302,3,2:21.0,,J. Collins makes 2-pt layup from 1 ft (assist by V. Carter),91,69
303,3,2:20.0,,Violation by Team (delay of game),91,69
304,3,1:59.0,Turnover by J. Bell (out of bounds lost ball),,91,69
305,3,1:48.0,,J. Lin makes 2-pt layup from 1 ft (assist by D. Bembry),91,71
306,3,1:48.0,,Shooting foul by J. Bell (drawn by J. Lin),91,71
307,3,1:48.0,,J. Lin makes free throw 1 of 1,91,72
308,3,1:41.0,Turnover by S. Livingston (bad pass; steal by J. Lin),,91,72
309,3,1:38.0,,J. Lin makes 2-pt layup from 1 ft,91,74
310,3,1:31.0,Offensive foul by Q. Cook (drawn by J. Lin),,91,74
311,3,1:31.0,Turnover by Q. Cook (offensive foul),,91,74
312,3,1:31.0,D. Lee enters the game for Q. Cook,,91,74
313,3,1:25.0,,V. Carter misses 3-pt jump shot from 25 ft,91,74
314,3,1:22.0,,Offensive rebound by J. Collins,91,74
315,3,1:17.0,,V. Carter misses 2-pt jump shot from 11 ft,91,74
316,3,1:15.0,Defensive rebound by Team,,91,74
317,3,1:04.0,Personal foul by D. Bembry (drawn by K. Durant),,91,74
318,3,1:04.0,K. Durant makes free throw 1 of 2,,92,74
319,3,1:04.0,K. Durant misses free throw 2 of 2,,92,74
320,3,1:02.0,,Defensive rebound by J. Collins,92,74
321,3,0:47.0,,J. Collins misses 2-pt jump shot from 13 ft,92,74
322,3,0:44.0,Defensive rebound by K. Durant,,92,74
323,3,0:40.0,Personal foul by D. Bembry (drawn by K. Durant),,92,74
324,3,0:40.0,K. Durant makes free throw 1 of 2,,93,74
325,3,0:40.0,,T. Prince enters the game for D. Bembry,93,74
326,3,0:40.0,K. Durant makes free throw 2 of 2,,94,74
327,3,0:34.0,,J. Lin makes 2-pt layup at rim,94,76
328,3,0:34.0,,Shooting foul by D. Lee (drawn by J. Lin),94,76
329,3,0:34.0,,J. Lin makes free throw 1 of 1,94,77
330,3,0:23.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by K. Durant),,97,77
331,3,0:01.0,,V. Carter misses 2-pt layup from 1 ft,97,77
332,3,0:01.0,Defensive rebound by J. Bell,,97,77
333,4,11:46.0,,T. Young misses 2-pt layup from 2 ft,97,77
334,4,11:43.0,,Offensive rebound by D. Dedmon,97,77
335,4,11:42.0,,D. Dedmon makes 2-pt layup from 1 ft,97,79
336,4,11:28.0,K. Looney makes 2-pt jump shot from 15 ft (assist by S. Livingston),,99,79
337,4,11:10.0,,T. Young misses 2-pt layup from 1 ft,99,79
338,4,11:07.0,Defensive rebound by K. Thompson,,99,79
339,4,11:00.0,K. Thompson makes 2-pt jump shot from 13 ft,,101,79
340,4,10:37.0,,T. Prince misses 2-pt layup from 4 ft,101,79
341,4,10:34.0,Defensive rebound by J. Jerebko,,101,79
342,4,10:31.0,J. Jerebko makes 2-pt layup from 1 ft (assist by S. Livingston),,103,79
343,4,10:31.0,,Atlanta full timeout,103,79
344,4,10:19.0,,Shooting foul by D. Lee (drawn by K. Huerter),103,79
345,4,10:19.0,,K. Huerter makes free throw 1 of 2,103,80
346,4,10:19.0,,K. Huerter makes free throw 2 of 2,103,81
347,4,10:06.0,J. Jerebko makes 2-pt jump shot from 18 ft (assist by K. Looney),,105,81
348,4,9:59.0,,T. Young misses 2-pt jump shot from 12 ft,105,81
349,4,9:56.0,Defensive rebound by J. Jerebko,,105,81
350,4,9:50.0,Turnover by K. Thompson (bad pass),,105,81
351,4,9:36.0,,T. Prince misses 3-pt jump shot from 25 ft,105,81
352,4,9:32.0,,Offensive rebound by K. Huerter,105,81
353,4,9:30.0,,K. Huerter makes 2-pt dunk from 1 ft,105,83
354,4,9:17.0,Turnover by S. Livingston (bad pass; steal by D. Dedmon),,105,83
355,4,9:14.0,,T. Young makes 2-pt layup from 1 ft (assist by K. Huerter),105,85
356,4,9:14.0,Golden State full timeout,,105,85
357,4,9:14.0,S. Curry enters the game for D. Lee,,105,85
358,4,9:14.0,,J. Collins enters the game for K. Bazemore,105,85
359,4,9:14.0,,J. Lin enters the game for T. Young,105,85
360,4,8:57.0,J. Jerebko makes 3-pt jump shot from 25 ft (assist by K. Looney),,108,85
361,4,8:31.0,,T. Prince makes 3-pt jump shot from 25 ft,108,88
362,4,8:23.0,Personal foul by K. Huerter (drawn by K. Thompson),,108,88
363,4,8:18.0,K. Thompson misses 2-pt layup from 9 ft (block by J. Collins),,108,88
364,4,8:13.0,Offensive rebound by K. Looney,,108,88
365,4,8:11.0,S. Curry misses 2-pt jump shot from 20 ft,,108,88
366,4,8:08.0,,Defensive rebound by D. Dedmon,108,88
367,4,7:58.0,,J. Collins makes 2-pt layup from 3 ft,108,90
368,4,7:41.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by J. Jerebko),,110,90
369,4,7:25.0,,T. Prince makes 3-pt jump shot from 25 ft,110,93
370,4,7:19.0,Personal take foul by J. Collins (drawn by K. Thompson),,110,93
371,4,7:19.0,K. Durant enters the game for S. Livingston,,110,93
372,4,7:19.0,,K. Bazemore enters the game for T. Prince,110,93
373,4,7:04.0,Shooting foul by D. Dedmon (drawn by K. Looney),,110,93
374,4,7:04.0,K. Looney misses free throw 1 of 2,,110,93
375,4,7:04.0,Offensive rebound by Team,,110,93
376,4,7:04.0,K. Looney misses free throw 2 of 2,,110,93
377,4,7:02.0,,Defensive rebound by J. Collins,110,93
378,4,6:49.0,,K. Bazemore misses 2-pt jump shot from 19 ft,110,93
379,4,6:45.0,Defensive rebound by K. Thompson,,110,93
380,4,6:40.0,Turnover by S. Curry (bad pass; steal by D. Dedmon),,110,93
381,4,6:35.0,,K. Bazemore misses 3-pt jump shot from 23 ft,110,93
382,4,6:31.0,Defensive rebound by J. Jerebko,,110,93
383,4,6:19.0,K. Thompson makes 2-pt jump shot from 11 ft (assist by K. Durant),,112,93
384,4,6:05.0,,J. Lin misses 2-pt jump shot from 17 ft (block by J. Jerebko),112,93
385,4,6:02.0,Defensive rebound by S. Curry,,112,93
