,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHOENIX_ACTION,NEW ORLEANS_SCORE,PHOENIX_SCORE
39,1,7:15.0,,Offensive rebound by R. Spalding,12,8
40,1,7:12.0,,M. Bridges misses 3-pt jump shot from 24 ft,12,8
41,1,7:11.0,Defensive rebound by J. Okafor,,12,8
42,1,6:50.0,I. Clark makes 2-pt jump shot from 22 ft (assist by J. Okafor),,14,8
43,1,6:37.0,,R. Spalding makes 2-pt jump shot from 9 ft (assist by E. Okobo),14,10
44,1,6:17.0,J. Randle misses 3-pt jump shot from 25 ft,,14,10
45,1,6:15.0,Offensive rebound by J. Okafor,,14,10
46,1,6:10.0,Turnover by J. Okafor (lost ball; steal by J. Jackson),,14,10
47,1,6:05.0,,Shooting foul by E. Payton (drawn by M. Bridges),14,10
48,1,6:05.0,,Phoenix full timeout,14,10
49,1,6:05.0,,T. Daniels enters the game for R. Spalding,14,10
50,1,6:05.0,,M. Bridges makes free throw 1 of 2,14,11
51,1,6:05.0,,M. Bridges makes free throw 2 of 2,14,12
52,1,5:51.0,Turnover by J. Okafor (lost ball; steal by E. Okobo),,14,12
53,1,5:45.0,,E. Okobo misses 3-pt jump shot from 26 ft,14,12
54,1,5:43.0,Defensive rebound by J. Randle,,14,12
55,1,5:29.0,E. Payton makes 2-pt jump shot from 7 ft,,16,12
56,1,5:13.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Bender),16,15
57,1,4:53.0,I. Clark makes 2-pt jump shot from 11 ft (assist by J. Randle),,18,15
58,1,4:40.0,,T. Daniels misses 2-pt jump shot from 6 ft (block by I. Clark),18,15
59,1,4:36.0,,Offensive rebound by D. Bender,18,15
60,1,4:36.0,,D. Bender makes 2-pt layup from 1 ft,18,17
61,1,4:30.0,I. Clark makes 3-pt jump shot from 22 ft (assist by K. Williams),,21,17
62,1,4:06.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by M. Bridges),21,20
63,1,3:53.0,I. Clark makes 2-pt jump shot from 15 ft (assist by E. Payton),,23,20
64,1,3:37.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by D. Bender),23,23
65,1,3:26.0,Personal foul by T. Daniels (drawn by I. Clark),,23,23
66,1,3:26.0,C. Diallo enters the game for J. Okafor,,23,23
67,1,3:26.0,S. Hill enters the game for E. Payton,,23,23
68,1,3:26.0,,J. Crawford enters the game for M. Bridges,23,23
69,1,3:16.0,C. Diallo makes 2-pt jump shot from 12 ft (assist by I. Clark),,25,23
70,1,2:59.0,,Shooting foul by K. Williams (drawn by D. Bender),25,23
71,1,2:59.0,New Orleans full timeout,,25,23
72,1,2:59.0,C. Wood enters the game for J. Randle,,25,23
73,1,2:59.0,,D. Bender makes free throw 1 of 2,25,24
74,1,2:59.0,,D. Bender misses free throw 2 of 2,25,24
75,1,2:55.0,Defensive rebound by C. Diallo,,25,24
76,1,2:47.0,Def 3 sec tech foul by Team,,25,24
77,1,2:47.0,I. Clark makes technical free throw,,26,24
78,1,2:38.0,I. Clark makes 3-pt jump shot from 26 ft (assist by K. Williams),,29,24
79,1,2:21.0,,Turnover by E. Okobo (bad pass; steal by I. Clark),29,24
80,1,2:16.0,K. Williams makes 2-pt dunk from 1 ft (assist by I. Clark),,31,24
81,1,2:05.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by D. Bender),31,27
82,1,1:55.0,Shooting foul by D. Bender (drawn by C. Wood),,31,27
83,1,1:55.0,C. Wood makes free throw 1 of 2,,32,27
84,1,1:55.0,C. Wood makes free throw 2 of 2,,33,27
85,1,1:43.0,,J. Jackson makes 2-pt dunk at rim (assist by D. Bender),33,29
86,1,1:25.0,I. Clark misses 2-pt jump shot from 7 ft,,33,29
87,1,1:24.0,,Defensive rebound by E. Okobo,33,29
88,1,1:18.0,,J. Crawford misses 2-pt jump shot from 10 ft,33,29
89,1,1:18.0,,Offensive rebound by Team,33,29
90,1,1:18.0,,Turnover by J. Crawford (traveling),33,29
91,1,1:08.0,I. Clark misses 3-pt jump shot from 23 ft,,33,29
92,1,1:05.0,Offensive rebound by K. Williams,,33,29
93,1,1:02.0,C. Wood makes 2-pt dunk from 1 ft (assist by I. Clark),,35,29
94,1,0:42.0,,Shooting foul by C. Diallo (drawn by D. Bender),35,29
95,1,0:42.0,,Offensive rebound by Team,35,29
96,1,0:42.0,,D. Bender misses free throw 1 of 2,35,29
97,1,0:42.0,,D. Bender misses free throw 2 of 2,35,29
98,1,0:42.0,Defensive rebound by C. Diallo,,35,29
99,1,0:42.0,,D. Melton enters the game for E. Okobo,35,29
100,1,0:24.0,C. Diallo misses 2-pt jump shot from 2 ft,,35,29
101,1,0:23.0,,Defensive rebound by D. Bender,35,29
102,1,0:03.0,,J. Jackson misses 2-pt layup from 1 ft,35,29
103,1,0:03.0,,Offensive rebound by D. Bender,35,29
104,1,0:03.0,,Shooting foul by C. Wood (drawn by D. Bender),35,29
105,1,0:03.0,,D. Bender makes free throw 1 of 2,35,30
106,1,0:03.0,,D. Bender makes free throw 2 of 2,35,31
107,1,0:00.0,K. Williams makes 3-pt jump shot from 42 ft,,38,31
108,2,11:50.0,,D. Melton makes 2-pt layup from 1 ft,38,33
109,2,11:32.0,Shooting foul by M. Bridges (drawn by C. Wood),,38,33
110,2,11:32.0,C. Wood makes free throw 1 of 2,,39,33
111,2,11:32.0,C. Wood misses free throw 2 of 2,,39,33
112,2,11:30.0,,Defensive rebound by D. Melton,39,33
113,2,11:19.0,,Shooting foul by E. Payton (drawn by J. Crawford),39,33
114,2,11:19.0,,J. Crawford makes free throw 1 of 2,39,34
115,2,11:19.0,,J. Crawford makes free throw 2 of 2,39,35
116,2,11:00.0,C. Diallo makes 2-pt jump shot from 12 ft (assist by E. Payton),,41,35
117,2,10:48.0,,R. Spalding makes 2-pt dunk from 1 ft (assist by M. Bridges),41,37
118,2,10:36.0,C. Wood makes 2-pt dunk from 1 ft (assist by E. Payton),,43,37
119,2,10:25.0,,J. Crawford misses 3-pt jump shot from 25 ft,43,37
120,2,10:24.0,Defensive rebound by C. Diallo,,43,37
121,2,10:13.0,C. Diallo makes 2-pt jump shot from 19 ft (assist by E. Payton),,45,37
122,2,9:57.0,,Turnover by D. Melton (bad pass),45,37
123,2,9:36.0,E. Payton makes 2-pt hook shot from 8 ft,,47,37
124,2,9:21.0,,J. Crawford makes 2-pt jump shot from 15 ft,47,39
125,2,9:15.0,Turnover by E. Payton (bad pass),,47,39
126,2,9:00.0,,J. Crawford misses 2-pt layup from 3 ft,47,39
127,2,8:58.0,Defensive rebound by S. Hill,,47,39
128,2,8:54.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by E. Payton),,50,39
129,2,8:52.0,,Phoenix full timeout,50,39
130,2,8:52.0,,J. Jackson enters the game for T. Daniels,50,39
131,2,8:37.0,,R. Spalding makes 2-pt jump shot from 7 ft,50,41
132,2,8:12.0,S. Hill misses 3-pt jump shot from 25 ft,,50,41
133,2,8:10.0,,Defensive rebound by J. Crawford,50,41
134,2,7:57.0,,J. Jackson misses 3-pt jump shot from 26 ft,50,41
135,2,7:55.0,Defensive rebound by C. Wood,,50,41
136,2,7:39.0,Turnover by E. Payton (discontinued dribble),,50,41
137,2,7:29.0,,J. Jackson makes 3-pt jump shot from 27 ft (assist by J. Crawford),50,44
138,2,7:24.0,New Orleans full timeout,,50,44
139,2,7:24.0,J. Okafor enters the game for C. Diallo,,50,44
140,2,7:24.0,J. Randle enters the game for C. Wood,,50,44
141,2,7:11.0,J. Okafor makes 2-pt jump shot from 13 ft,,52,44
142,2,7:11.0,Shooting foul by J. Jackson (drawn by J. Okafor),,52,44
143,2,7:11.0,J. Okafor makes free throw 1 of 1,,53,44
144,2,6:51.0,,R. Spalding makes 2-pt layup from 1 ft (assist by D. Melton),53,46
145,2,6:33.0,J. Randle makes 2-pt layup at rim,,55,46
146,2,6:26.0,,J. Crawford makes 3-pt jump shot from 26 ft,55,49
147,2,6:13.0,Offensive foul by J. Randle (drawn by J. Jackson),,55,49
148,2,6:13.0,Turnover by J. Randle (offensive foul),,55,49
149,2,5:58.0,,J. Crawford misses 2-pt jump shot from 12 ft,55,49
150,2,5:56.0,Defensive rebound by E. Payton,,55,49
151,2,5:44.0,S. Hill makes 2-pt layup from 1 ft (assist by J. Okafor),,57,49
152,2,5:44.0,Shooting foul by M. Bridges (drawn by S. Hill),,57,49
153,2,5:44.0,S. Hill makes free throw 1 of 1,,58,49
154,2,5:32.0,,J. Jackson misses 2-pt jump shot from 1 ft,58,49
155,2,5:30.0,Defensive rebound by J. Randle,,58,49
156,2,5:23.0,Turnover by J. Randle (bad pass; steal by J. Crawford),,58,49
157,2,5:18.0,,R. Spalding makes 2-pt dunk at rim (assist by J. Jackson),58,51
158,2,4:55.0,Turnover by J. Randle (lost ball; steal by J. Jackson),,58,51
159,2,4:48.0,,R. Spalding makes 2-pt layup from 1 ft (assist by J. Jackson),58,53
160,2,4:42.0,New Orleans full timeout,,58,53
161,2,4:42.0,I. Clark enters the game for D. Bertāns,,58,53
162,2,4:23.0,E. Payton makes 2-pt layup from 1 ft,,60,53
163,2,4:06.0,,M. Bridges misses 2-pt jump shot from 7 ft,60,53
164,2,4:06.0,,Offensive rebound by R. Spalding,60,53
165,2,4:01.0,,J. Jackson misses 2-pt dunk from 1 ft,60,53
166,2,4:00.0,Defensive rebound by I. Clark,,60,53
167,2,3:52.0,I. Clark makes 2-pt layup from 1 ft (assist by E. Payton),,62,53
168,2,3:37.0,,J. Crawford misses 3-pt jump shot from 26 ft,62,53
169,2,3:35.0,Defensive rebound by J. Okafor,,62,53
170,2,3:20.0,J. Okafor misses 2-pt layup from 2 ft,,62,53
171,2,3:18.0,,Defensive rebound by D. Melton,62,53
172,2,3:13.0,,Turnover by R. Spalding (lost ball; steal by I. Clark),62,53
173,2,3:08.0,Turnover by S. Hill (bad pass; steal by M. Bridges),,62,53
174,2,3:04.0,,Personal foul by I. Clark (drawn by J. Jackson),62,53
175,2,3:04.0,K. Williams enters the game for S. Hill,,62,53
176,2,3:04.0,,D. Bender enters the game for R. Spalding,62,53
177,2,2:57.0,,J. Crawford makes 2-pt jump shot from 12 ft,62,55
178,2,2:47.0,E. Payton makes 3-pt jump shot from 24 ft (assist by J. Okafor),,65,55
179,2,2:34.0,,J. Crawford makes 2-pt jump shot from 11 ft,65,57
180,2,2:34.0,,Shooting foul by I. Clark (drawn by J. Crawford),65,57
181,2,2:34.0,,T. Daniels enters the game for D. Melton,65,57
182,2,2:34.0,,J. Crawford makes free throw 1 of 1,65,58
183,2,2:22.0,Personal foul by T. Daniels (drawn by J. Randle),,65,58
184,2,2:11.0,J. Randle misses 3-pt jump shot from 26 ft,,65,58
185,2,2:06.0,,Defensive rebound by M. Bridges,65,58
186,2,1:59.0,,Turnover by J. Crawford (bad pass; steal by E. Payton),65,58
187,2,1:45.0,J. Randle makes 2-pt layup from 1 ft (assist by E. Payton),,67,58
188,2,1:31.0,,Turnover by D. Bender (lost ball; steal by E. Payton),67,58
189,2,1:25.0,E. Payton misses 2-pt layup from 1 ft (block by D. Bender),,67,58
190,2,1:25.0,Offensive rebound by Team,,67,58
191,2,1:18.0,J. Okafor makes 2-pt layup from 1 ft,,69,58
192,2,1:08.0,,J. Crawford makes 3-pt jump shot from 26 ft,69,61
193,2,0:54.0,K. Williams makes 2-pt layup from 1 ft (assist by E. Payton),,71,61
194,2,0:46.0,,J. Jackson misses 2-pt jump shot from 12 ft,71,61
195,2,0:43.0,Defensive rebound by J. Randle,,71,61
196,2,0:37.0,J. Randle misses 2-pt jump shot from 3 ft,,71,61
197,2,0:35.0,Offensive rebound by J. Randle,,71,61
198,2,0:35.0,J. Randle makes 2-pt layup from 1 ft,,73,61
199,2,0:12.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Crawford),73,64
200,2,0:03.0,J. Randle makes 2-pt layup from 1 ft,,75,64
201,2,0:03.0,Shooting foul by D. Bender (drawn by J. Randle),,75,64
202,2,0:03.0,S. Hill enters the game for J. Okafor,,75,64
203,2,0:03.0,J. Randle makes free throw 1 of 1,,76,64
204,2,0:03.0,,Away from play foul by S. Hill (drawn by J. Crawford),76,64
205,2,0:03.0,,J. Crawford makes free throw 1 of 1,76,65
206,2,0:03.0,,Turnover by J. Crawford (inbound),76,65
207,2,0:00.0,Turnover by E. Payton (bad pass; steal by J. Crawford),,76,65
208,3,11:42.0,,M. Bridges makes 2-pt jump shot from 2 ft (assist by D. Bender),76,67
209,3,11:23.0,J. Randle makes 2-pt jump shot from 9 ft,,78,67
210,3,11:10.0,,D. Bender misses 3-pt jump shot from 26 ft,78,67
211,3,11:08.0,Defensive rebound by E. Payton,,78,67
212,3,10:59.0,J. Okafor makes 2-pt dunk from 1 ft (assist by E. Payton),,80,67
213,3,10:42.0,,M. Bridges misses 2-pt jump shot from 17 ft,80,67
214,3,10:40.0,Defensive rebound by K. Williams,,80,67
215,3,10:31.0,J. Randle makes 2-pt jump shot from 20 ft (assist by K. Williams),,82,67
216,3,10:11.0,,Personal foul by E. Payton (drawn by J. Jackson),82,67
217,3,10:02.0,,E. Okobo makes 2-pt jump shot from 10 ft (assist by D. Bender),82,69
218,3,9:41.0,J. Okafor misses 2-pt jump shot from 3 ft,,82,69
219,3,9:40.0,,Defensive rebound by R. Spalding,82,69
220,3,9:34.0,,J. Jackson misses 2-pt layup from 1 ft (block by K. Williams),82,69
221,3,9:32.0,Defensive rebound by J. Randle,,82,69
222,3,9:27.0,J. Randle makes 2-pt dunk from 1 ft,,84,69
223,3,9:10.0,,M. Bridges misses 2-pt layup from 1 ft,84,69
224,3,9:06.0,,Offensive rebound by R. Spalding,84,69
225,3,9:06.0,,R. Spalding makes 2-pt layup from 1 ft,84,71
226,3,8:56.0,J. Randle misses 2-pt jump shot from 21 ft,,84,71
227,3,8:54.0,,Defensive rebound by J. Jackson,84,71
228,3,8:48.0,,J. Jackson misses 2-pt layup from 2 ft,84,71
229,3,8:45.0,,Offensive rebound by J. Jackson,84,71
230,3,8:45.0,,J. Jackson makes 2-pt layup from 1 ft,84,73
231,3,8:23.0,J. Randle misses 2-pt jump shot from 11 ft,,84,73
232,3,8:22.0,,Defensive rebound by D. Bender,84,73
233,3,8:10.0,,Def 3 sec tech foul by Team,84,73
234,3,8:10.0,,M. Bridges makes technical free throw,84,74
235,3,8:03.0,,J. Jackson makes 2-pt jump shot from 12 ft,84,76
236,3,7:50.0,J. Okafor misses 2-pt layup at rim (block by R. Spalding),,84,76
237,3,7:49.0,,Defensive rebound by D. Bender,84,76
238,3,7:49.0,,Personal foul by K. Williams (drawn by D. Bender),84,76
239,3,7:34.0,,M. Bridges misses 2-pt layup from 1 ft,84,76
240,3,7:30.0,,Offensive rebound by R. Spalding,84,76
241,3,7:30.0,,R. Spalding misses 2-pt layup from 1 ft,84,76
242,3,7:30.0,,Offensive rebound by R. Spalding,84,76
243,3,7:30.0,,R. Spalding makes 2-pt layup from 1 ft,84,78
244,3,7:23.0,New Orleans full timeout,,84,78
245,3,7:15.0,Turnover by I. Clark (bad pass; steal by R. Spalding),,84,78
246,3,7:12.0,,R. Spalding makes 2-pt dunk from 1 ft,84,80
247,3,6:51.0,E. Payton misses 2-pt layup from 10 ft,,84,80
248,3,6:50.0,,Defensive rebound by D. Bender,84,80
249,3,6:37.0,,J. Jackson makes 2-pt jump shot from 12 ft,84,82
250,3,6:15.0,J. Randle misses 2-pt jump shot from 19 ft (block by R. Spalding),,84,82
251,3,6:11.0,,Defensive rebound by D. Bender,84,82
252,3,6:11.0,,Personal foul by J. Randle (drawn by D. Bender),84,82
253,3,5:58.0,,E. Okobo makes 3-pt jump shot from 23 ft (assist by J. Jackson),84,85
254,3,5:42.0,J. Okafor misses 2-pt layup from 1 ft (block by D. Bender),,84,85
255,3,5:42.0,Offensive rebound by Team,,84,85
256,3,5:42.0,C. Diallo enters the game for J. Randle,,84,85
257,3,5:42.0,S. Hill enters the game for K. Williams,,84,85
258,3,5:29.0,E. Payton misses 2-pt hook shot from 8 ft,,84,85
259,3,5:27.0,,Defensive rebound by M. Bridges,84,85
260,3,5:24.0,,Shooting foul by J. Okafor (drawn by R. Spalding),84,85
261,3,5:24.0,,Offensive rebound by Team,84,85
262,3,5:24.0,,R. Spalding misses free throw 1 of 2,84,85
263,3,5:24.0,,R. Spalding makes free throw 2 of 2,84,86
264,3,5:09.0,I. Clark misses 3-pt jump shot from 26 ft,,84,86
265,3,5:07.0,Offensive rebound by C. Diallo,,84,86
266,3,5:05.0,C. Diallo makes 2-pt layup from 1 ft,,86,86
267,3,4:42.0,,M. Bridges misses 2-pt jump shot from 10 ft,86,86
268,3,4:41.0,Defensive rebound by E. Payton,,86,86
269,3,4:33.0,S. Hill misses 2-pt jump shot from 13 ft,,86,86
270,3,4:32.0,Offensive rebound by Team,,86,86
271,3,4:32.0,,Loose ball foul by R. Spalding (drawn by J. Okafor),86,86
272,3,4:32.0,,T. Daniels enters the game for R. Spalding,86,86
273,3,4:17.0,Turnover by J. Okafor (lost ball; steal by T. Daniels),,86,86
274,3,3:57.0,,Personal foul by S. Hill (drawn by M. Bridges),86,86
275,3,3:57.0,,M. Bridges makes free throw 1 of 2,86,87
276,3,3:57.0,C. Wood enters the game for J. Okafor,,86,87
277,3,3:57.0,,M. Bridges makes free throw 2 of 2,86,88
278,3,3:42.0,C. Wood makes 2-pt jump shot from 5 ft,,88,88
279,3,3:25.0,,E. Okobo misses 3-pt jump shot from 26 ft,88,88
280,3,3:23.0,Defensive rebound by C. Diallo,,88,88
281,3,3:13.0,S. Hill makes 2-pt jump shot from 15 ft,,90,88
282,3,3:12.0,,Phoenix full timeout,90,88
283,3,3:00.0,,T. Daniels makes 2-pt jump shot from 19 ft (assist by M. Bridges),90,90
284,3,2:45.0,I. Clark misses 2-pt jump shot from 21 ft,,90,90
285,3,2:43.0,,Defensive rebound by T. Daniels,90,90
286,3,2:34.0,,D. Bender makes 2-pt layup from 1 ft (assist by J. Jackson),90,92
287,3,2:16.0,C. Diallo misses 2-pt layup from 1 ft,,90,92
288,3,2:16.0,Offensive rebound by C. Wood,,90,92
289,3,2:16.0,Shooting foul by T. Daniels (drawn by C. Wood),,90,92
290,3,2:16.0,C. Wood makes free throw 1 of 2,,91,92
291,3,2:16.0,,J. Crawford enters the game for M. Bridges,91,92
292,3,2:16.0,C. Wood makes free throw 2 of 2,,92,92
293,3,2:02.0,,J. Jackson makes 2-pt layup from 2 ft (assist by E. Okobo),92,94
294,3,1:49.0,C. Wood makes 2-pt jump shot from 11 ft (assist by E. Payton),,94,94
295,3,1:25.0,,J. Crawford makes 2-pt jump shot from 14 ft,94,96
296,3,1:13.0,C. Wood misses 3-pt jump shot from 25 ft,,94,96
297,3,1:09.0,,Defensive rebound by J. Jackson,94,96
298,3,1:01.0,,J. Jackson misses 3-pt jump shot from 26 ft,94,96
299,3,0:58.0,Defensive rebound by C. Diallo,,94,96
300,3,0:48.0,I. Clark makes 3-pt jump shot from 28 ft (assist by E. Payton),,97,96
301,3,0:29.0,,J. Crawford misses 3-pt jump shot from 27 ft,97,96
302,3,0:26.0,Defensive rebound by I. Clark,,97,96
303,3,0:11.0,C. Wood makes 2-pt jump shot from 5 ft (assist by I. Clark),,99,96
304,3,0:02.0,,J. Jackson misses 2-pt jump shot from 20 ft,99,96
305,3,0:00.0,,Offensive rebound by Team,99,96
306,3,0:00.0,,J. Jackson misses 2-pt jump shot from 20 ft,99,96
307,3,0:00.0,,Offensive rebound by Team,99,96
308,4,11:47.0,Turnover by S. Hill (bad pass; steal by R. Spalding),,99,96
309,4,11:43.0,,D. Melton misses 2-pt layup from 1 ft,99,96
310,4,11:41.0,Defensive rebound by J. Randle,,99,96
311,4,11:24.0,J. Randle misses 2-pt jump shot from 14 ft,,99,96
312,4,11:21.0,Offensive rebound by C. Diallo,,99,96
313,4,11:19.0,C. Diallo misses 2-pt hook shot from 3 ft,,99,96
314,4,11:17.0,,Defensive rebound by M. Bridges,99,96
315,4,11:04.0,,T. Daniels misses 3-pt jump shot from 25 ft,99,96
316,4,11:01.0,Defensive rebound by J. Randle,,99,96
317,4,10:49.0,J. Randle makes 2-pt layup from 3 ft (assist by D. Bertāns),,101,96
318,4,10:33.0,,J. Crawford misses 2-pt jump shot from 13 ft,101,96
319,4,10:31.0,,Offensive rebound by R. Spalding,101,96
320,4,10:31.0,,R. Spalding makes 2-pt layup from 1 ft,101,98
321,4,10:13.0,D. Bertāns misses 2-pt jump shot from 22 ft,,101,98
322,4,10:11.0,Offensive rebound by J. Randle,,101,98
323,4,10:04.0,S. Hill misses 3-pt jump shot from 27 ft,,101,98
324,4,10:00.0,,Defensive rebound by R. Spalding,101,98
325,4,9:57.0,,J. Crawford makes 3-pt jump shot from 26 ft,101,101
326,4,9:32.0,J. Randle makes 2-pt layup from 1 ft,,103,101
327,4,9:22.0,,J. Crawford misses 2-pt layup from 2 ft,103,101
328,4,9:18.0,,Offensive rebound by R. Spalding,103,101
329,4,9:18.0,,R. Spalding misses 2-pt layup from 1 ft,103,101
330,4,9:18.0,Defensive rebound by C. Diallo,,103,101
331,4,9:08.0,K. Williams misses 2-pt jump shot from 9 ft,,103,101
332,4,9:07.0,,Defensive rebound by R. Spalding,103,101
333,4,8:59.0,,T. Daniels misses 3-pt jump shot from 30 ft,103,101
334,4,8:57.0,Defensive rebound by C. Diallo,,103,101
335,4,8:38.0,S. Hill misses 2-pt jump shot from 23 ft,,103,101
336,4,8:33.0,,Defensive rebound by T. Daniels,103,101
337,4,8:30.0,,D. Melton misses 3-pt jump shot from 25 ft,103,101
338,4,8:28.0,Defensive rebound by D. Bertāns,,103,101
339,4,8:20.0,C. Diallo makes 2-pt layup at rim (assist by K. Williams),,105,101
340,4,8:20.0,,Phoenix full timeout,105,101
341,4,8:20.0,,J. Jackson enters the game for M. Bridges,105,101
342,4,8:08.0,,J. Jackson misses 2-pt jump shot from 10 ft,105,101
343,4,8:05.0,Defensive rebound by C. Diallo,,105,101
344,4,7:43.0,K. Williams misses 3-pt jump shot from 26 ft,,105,101
345,4,7:41.0,,Defensive rebound by R. Spalding,105,101
346,4,7:33.0,,J. Crawford makes 2-pt jump shot from 10 ft,105,103
347,4,7:13.0,S. Hill misses 2-pt jump shot from 6 ft,,105,103
348,4,7:10.0,Offensive rebound by J. Randle,,105,103
349,4,7:10.0,J. Randle makes 2-pt layup at rim,,107,103
350,4,6:56.0,,J. Crawford misses 2-pt jump shot from 12 ft,107,103
351,4,6:53.0,Defensive rebound by C. Diallo,,107,103
352,4,6:38.0,D. Bertāns misses 3-pt jump shot from 26 ft,,107,103
353,4,6:34.0,Offensive rebound by K. Williams,,107,103
354,4,6:22.0,Turnover by S. Hill (lost ball; steal by D. Melton),,107,103
355,4,6:22.0,Loose ball foul by S. Hill (drawn by D. Melton),,107,103
356,4,6:13.0,,T. Daniels misses 3-pt jump shot from 28 ft,107,103
357,4,6:08.0,Defensive rebound by J. Randle,,107,103
358,4,5:51.0,Shooting foul by D. Melton (drawn by J. Randle),,107,103
359,4,5:51.0,J. Randle makes free throw 1 of 2,,108,103
360,4,5:51.0,I. Clark enters the game for D. Bertāns,,108,103
361,4,5:51.0,E. Payton enters the game for S. Hill,,108,103
362,4,5:51.0,,D. Bender enters the game for R. Spalding,108,103
363,4,5:51.0,J. Randle makes free throw 2 of 2,,109,103
364,4,5:34.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by D. Melton),109,105
365,4,5:13.0,C. Diallo makes 2-pt jump shot from 12 ft (assist by J. Randle),,111,105
366,4,4:53.0,,J. Crawford makes 3-pt jump shot from 25 ft,111,108
367,4,4:46.0,Personal foul by J. Jackson (drawn by J. Randle),,111,108
368,4,4:46.0,C. Wood enters the game for J. Randle,,111,108
369,4,4:46.0,,M. Bridges enters the game for T. Daniels,111,108
370,4,4:29.0,E. Payton misses 2-pt layup from 5 ft (block by D. Bender),,111,108
371,4,4:29.0,Offensive rebound by Team,,111,108
372,4,4:27.0,C. Wood misses 3-pt jump shot from 26 ft,,111,108
373,4,4:23.0,,Defensive rebound by Team,111,108
374,4,4:10.0,,Personal foul by E. Payton (drawn by D. Bender),111,108
375,4,4:04.0,,J. Crawford misses 3-pt jump shot from 25 ft,111,108
376,4,4:01.0,Defensive rebound by E. Payton,,111,108
377,4,3:54.0,E. Payton misses 2-pt layup from 1 ft,,111,108
378,4,3:54.0,Offensive rebound by C. Wood,,111,108
379,4,3:54.0,Shooting foul by D. Bender (drawn by C. Wood),,111,108
380,4,3:54.0,C. Wood makes free throw 1 of 2,,112,108
381,4,3:54.0,,R. Spalding enters the game for J. Crawford,112,108
382,4,3:54.0,C. Wood makes free throw 2 of 2,,113,108
383,4,3:50.0,,Phoenix full timeout,113,108
384,4,3:50.0,,J. Crawford enters the game for R. Spalding,113,108
