,QUARTER,TIME_REMAINING,ORLANDO_ACTION,TORONTO_ACTION,ORLANDO_SCORE,TORONTO_SCORE
0,1,11:43.0,,O. Anunoby misses 3-pt jump shot from 23 ft,0,0
1,1,11:42.0,,Offensive rebound by M. Gasol,0,0
2,1,11:42.0,,Personal foul by J. Isaac (drawn by M. Gasol),0,0
3,1,11:29.0,,M. Gasol misses 2-pt jump shot from 13 ft,0,0
4,1,11:26.0,Defensive rebound by A. Gordon,,0,0
5,1,11:20.0,N. Vučević misses 2-pt jump shot from 15 ft,,0,0
6,1,11:17.0,,Defensive rebound by K. Lowry,0,0
7,1,11:11.0,,O. Anunoby misses 2-pt layup from 3 ft (block by J. Isaac),0,0
8,1,11:11.0,,Offensive rebound by Team,0,0
9,1,11:08.0,,D. Green misses 2-pt hook shot from 8 ft,0,0
10,1,11:06.0,Defensive rebound by A. Gordon,,0,0
11,1,11:03.0,J. Isaac makes 2-pt dunk at rim (assist by A. Gordon),,2,0
12,1,10:49.0,,M. Gasol misses 2-pt hook shot from 5 ft,2,0
13,1,10:44.0,Defensive rebound by A. Gordon,,2,0
14,1,10:39.0,J. Isaac misses 3-pt jump shot from 23 ft,,2,0
15,1,10:38.0,,Defensive rebound by D. Green,2,0
16,1,10:22.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by D. Green),2,2
17,1,10:03.0,J. Isaac misses 3-pt jump shot from 23 ft,,2,2
18,1,10:01.0,,Defensive rebound by D. Green,2,2
19,1,9:49.0,,Turnover by D. Green (bad pass; steal by N. Vučević),2,2
20,1,9:39.0,D. Augustin misses 2-pt jump shot from 12 ft,,2,2
21,1,9:36.0,,Defensive rebound by M. Gasol,2,2
22,1,9:28.0,,Shooting foul by J. Isaac (drawn by P. Siakam),2,2
23,1,9:28.0,,P. Siakam makes free throw 1 of 2,2,3
24,1,9:28.0,,P. Siakam makes free throw 2 of 2,2,4
25,1,9:15.0,Turnover by D. Augustin (bad pass; steal by K. Lowry),,2,4
26,1,9:02.0,,P. Siakam makes 2-pt hook shot from 6 ft,2,6
27,1,8:54.0,Personal foul by D. Green (drawn by E. Fournier),,2,6
28,1,8:47.0,A. Gordon misses 2-pt jump shot from 15 ft,,2,6
29,1,8:44.0,,Defensive rebound by P. Siakam,2,6
30,1,8:42.0,,Turnover by M. Gasol (traveling),2,6
31,1,8:22.0,N. Vučević makes 2-pt hook shot from 5 ft,,4,6
32,1,8:10.0,,Turnover by D. Green (traveling),4,6
33,1,8:03.0,,Violation by Team (kicked ball),4,6
34,1,8:03.0,,J. Lin enters the game for D. Green,4,6
35,1,7:54.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by A. Gordon),,7,6
36,1,7:34.0,Violation by Team (kicked ball),,7,6
37,1,7:30.0,,K. Lowry misses 3-pt jump shot from 26 ft,7,6
38,1,7:28.0,Defensive rebound by N. Vučević,,7,6
39,1,7:19.0,A. Gordon misses 3-pt jump shot from 23 ft,,7,6
40,1,7:16.0,Offensive rebound by J. Isaac,,7,6
41,1,7:16.0,Shooting foul by M. Gasol (drawn by J. Isaac),,7,6
42,1,7:16.0,J. Isaac makes free throw 1 of 2,,8,6
43,1,7:16.0,J. Isaac makes free throw 2 of 2,,9,6
44,1,7:02.0,,M. Gasol makes 2-pt layup from 2 ft (assist by J. Lin),9,8
45,1,6:48.0,A. Gordon misses 2-pt layup from 2 ft,,9,8
46,1,6:47.0,,Defensive rebound by O. Anunoby,9,8
