,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
0,1,11:43.0,M. Gasol misses 2-pt hook shot from 4 ft,,0,0
1,1,11:41.0,,Defensive rebound by J. Randle,0,0
2,1,11:29.0,,J. Randle misses 3-pt jump shot from 26 ft,0,0
3,1,11:25.0,,Offensive rebound by K. Williams,0,0
4,1,11:21.0,,E. Payton makes 2-pt layup from 1 ft (assist by K. Williams),0,2
5,1,11:13.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by D. Green),,3,2
6,1,10:56.0,,F. Jackson misses 2-pt jump shot from 3 ft,3,2
7,1,10:56.0,Defensive rebound by M. Gasol,,3,2
8,1,10:44.0,Turnover by D. Green (lost ball; steal by K. Williams),,3,2
9,1,10:39.0,,J. Randle makes 2-pt dunk from 2 ft (assist by K. Williams),3,4
10,1,10:37.0,,Violation by Team (delay of game),3,4
11,1,10:17.0,K. Leonard makes 2-pt hook shot from 8 ft,,5,4
12,1,10:15.0,,Turnover by J. Okafor (inbound),5,4
13,1,10:04.0,P. Siakam misses 3-pt jump shot from 23 ft,,5,4
14,1,10:04.0,,Defensive rebound by J. Okafor,5,4
15,1,9:55.0,,J. Okafor misses 2-pt layup from 3 ft,5,4
16,1,9:53.0,Defensive rebound by M. Gasol,,5,4
17,1,9:47.0,K. Leonard makes 2-pt layup from 2 ft (assist by P. Siakam),,7,4
18,1,9:37.0,,Shooting foul by M. Gasol (drawn by J. Randle),7,4
19,1,9:37.0,,J. Randle misses free throw 1 of 2,7,4
20,1,9:37.0,,Offensive rebound by Team,7,4
21,1,9:37.0,,J. Randle makes free throw 2 of 2,7,5
22,1,9:24.0,K. Leonard misses 3-pt jump shot from 26 ft,,7,5
23,1,9:21.0,,Defensive rebound by F. Jackson,7,5
24,1,9:09.0,,J. Okafor makes 2-pt hook shot from 7 ft,7,7
25,1,8:50.0,M. Gasol misses 2-pt hook shot from 3 ft,,7,7
26,1,8:48.0,,Defensive rebound by J. Okafor,7,7
27,1,8:38.0,,J. Randle makes 2-pt jump shot from 3 ft,7,9
28,1,8:37.0,M. Gasol misses 3-pt jump shot from 25 ft,,7,9
29,1,8:24.0,,Defensive rebound by E. Payton,7,9
30,1,8:18.0,,K. Williams misses 3-pt jump shot from 27 ft,7,9
31,1,8:15.0,Defensive rebound by M. Gasol,,7,9
32,1,8:09.0,Turnover by M. Gasol (bad pass; steal by K. Williams),,7,9
33,1,7:59.0,,Turnover by E. Payton (lost ball; steal by K. Lowry),7,9
34,1,7:50.0,K. Leonard makes 2-pt dunk at rim (assist by K. Lowry),,9,9
35,1,7:44.0,,New Orleans full timeout,9,9
36,1,7:44.0,,I. Clark enters the game for E. Payton,9,9
37,1,7:35.0,,Shooting foul by M. Gasol (drawn by J. Randle),9,9
38,1,7:35.0,,J. Randle makes free throw 1 of 2,9,10
39,1,7:35.0,S. Ibaka enters the game for M. Gasol,,9,10
40,1,7:35.0,,J. Randle makes free throw 2 of 2,9,11
41,1,7:21.0,S. Ibaka makes 2-pt jump shot from 11 ft (assist by K. Leonard),,11,11
42,1,7:03.0,,J. Okafor misses 2-pt jump shot from 12 ft,11,11
43,1,7:03.0,Defensive rebound by Team,,11,11
44,1,6:48.0,K. Leonard misses 3-pt jump shot from 26 ft,,11,11
45,1,6:44.0,,Defensive rebound by F. Jackson,11,11
46,1,6:26.0,,K. Williams misses 3-pt jump shot from 24 ft,11,11
