,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BROOKLYN_ACTION,HOUSTON_SCORE,BROOKLYN_SCORE
91,1,0:32.0,,S. Napier misses 2-pt layup from 3 ft (block by G. Clark),25,30
92,1,0:25.0,,Offensive rebound by E. Davis,25,30
93,1,0:25.0,,E. Davis makes 2-pt dunk from 1 ft,25,32
94,1,0:10.0,M. Carter-Williams misses 2-pt layup from 5 ft (block by A. Crabbe),,25,32
95,1,0:10.0,Offensive rebound by Team,,25,32
96,1,0:10.0,C. Paul enters the game for M. Carter-Williams,,25,32
97,1,0:06.0,C. Paul misses 2-pt jump shot from 14 ft,,25,32
98,1,0:03.0,,Defensive rebound by A. Crabbe,25,32
99,2,11:36.0,,S. Napier misses 2-pt layup from 6 ft (block by C. Paul),25,32
100,2,11:36.0,,Offensive rebound by Team,25,32
101,2,11:35.0,,Turnover by Team (shot clock),25,32
102,2,11:21.0,I. Hartenstein misses 2-pt layup from 2 ft,,25,32
103,2,11:21.0,Offensive rebound by C. Paul,,25,32
104,2,11:10.0,C. Paul makes 2-pt layup at rim,,27,32
105,2,10:53.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),27,35
106,2,10:26.0,C. Paul misses 3-pt jump shot from 26 ft,,27,35
107,2,10:24.0,,Defensive rebound by Team,27,35
108,2,10:24.0,J. Ennis enters the game for C. Anthony,,27,35
109,2,10:06.0,,S. Dinwiddie misses 2-pt layup from 3 ft,27,35
110,2,10:03.0,Defensive rebound by C. Paul,,27,35
111,2,10:02.0,Turnover by C. Paul (lost ball; steal by E. Davis),,27,35
112,2,10:02.0,,Personal foul by C. Paul (drawn by E. Davis),27,35
113,2,9:49.0,,A. Crabbe misses 3-pt jump shot from 23 ft,27,35
114,2,9:46.0,,Offensive rebound by E. Davis,27,35
115,2,9:43.0,,Shooting foul by P. Tucker (drawn by S. Dinwiddie),27,35
116,2,9:43.0,,S. Dinwiddie misses free throw 1 of 2,27,35
117,2,9:43.0,,Offensive rebound by Team,27,35
118,2,9:43.0,C. Capela enters the game for I. Hartenstein,,27,35
119,2,9:43.0,,S. Dinwiddie makes free throw 2 of 2,27,36
120,2,9:35.0,C. Paul makes 2-pt layup from 2 ft (assist by C. Capela),,29,36
121,2,9:35.0,Shooting foul by S. Napier (drawn by C. Paul),,29,36
122,2,9:35.0,C. Paul makes free throw 1 of 1,,30,36
123,2,9:15.0,,S. Dinwiddie makes 2-pt layup from 2 ft,30,38
124,2,9:10.0,Shooting foul by A. Crabbe (drawn by J. Ennis),,30,38
125,2,9:10.0,J. Ennis misses free throw 1 of 2,,30,38
126,2,9:10.0,Offensive rebound by Team,,30,38
127,2,9:10.0,J. Ennis misses free throw 2 of 2,,30,38
128,2,9:08.0,,Defensive rebound by J. Harris,30,38
129,2,8:48.0,,S. Dinwiddie makes 2-pt layup from 1 ft,30,40
130,2,8:27.0,C. Paul makes 2-pt jump shot from 13 ft,,32,40
131,2,8:14.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by A. Crabbe),32,43
132,2,8:00.0,C. Capela makes 2-pt layup from 3 ft (assist by C. Paul),,34,43
133,2,7:36.0,,Turnover by E. Davis (offensive foul),34,43
134,2,7:36.0,,Offensive foul by E. Davis (drawn by C. Capela),34,43
135,2,7:36.0,E. Gordon enters the game for G. Clark,,34,43
136,2,7:36.0,,J. Dudley enters the game for S. Napier,34,43
137,2,7:31.0,Personal foul by S. Dinwiddie (drawn by P. Tucker),,34,43
138,2,7:31.0,,J. Allen enters the game for E. Davis,34,43
139,2,7:31.0,,D. Russell enters the game for S. Dinwiddie,34,43
140,2,7:24.0,P. Tucker makes 3-pt jump shot from 25 ft (assist by C. Paul),,37,43
141,2,7:01.0,,Turnover by J. Dudley (bad pass; steal by C. Paul),37,43
142,2,6:42.0,C. Paul misses 3-pt jump shot from 26 ft,,37,43
143,2,6:40.0,,Defensive rebound by J. Harris,37,43
144,2,6:22.0,,J. Allen makes 2-pt dunk from 1 ft (assist by J. Dudley),37,45
145,2,6:02.0,C. Paul misses 2-pt jump shot from 8 ft,,37,45
146,2,6:01.0,Offensive rebound by C. Capela,,37,45
147,2,6:00.0,C. Capela misses 2-pt layup from 3 ft (block by J. Allen),,37,45
148,2,5:59.0,Offensive rebound by Team,,37,45
149,2,5:59.0,,Brooklyn full timeout,37,45
150,2,5:59.0,M. Carter-Williams enters the game for C. Paul,,37,45
151,2,5:59.0,,C. LeVert enters the game for A. Crabbe,37,45
152,2,5:51.0,E. Gordon misses 3-pt jump shot from 22 ft,,37,45
153,2,5:48.0,,Defensive rebound by J. Dudley,37,45
154,2,5:38.0,,Shooting foul by M. Carter-Williams (drawn by C. LeVert),37,45
155,2,5:38.0,,C. LeVert misses free throw 1 of 2,37,45
156,2,5:38.0,,Offensive rebound by Team,37,45
157,2,5:38.0,C. Anthony enters the game for J. Ennis,,37,45
158,2,5:38.0,,C. LeVert misses free throw 2 of 2,37,45
159,2,5:35.0,Defensive rebound by C. Anthony,,37,45
160,2,5:21.0,E. Gordon misses 2-pt jump shot from 9 ft,,37,45
161,2,5:19.0,,Defensive rebound by J. Allen,37,45
162,2,5:08.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),37,48
163,2,4:43.0,C. Capela makes 2-pt dunk at rim,,39,48
164,2,4:32.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by D. Russell),39,51
165,2,4:12.0,C. Anthony makes 2-pt jump shot from 4 ft,,41,51
166,2,4:00.0,,Shooting foul by M. Carter-Williams (drawn by C. LeVert),41,51
167,2,4:00.0,,C. LeVert makes free throw 1 of 2,41,52
168,2,4:00.0,C. Paul enters the game for M. Carter-Williams,,41,52
169,2,4:00.0,,S. Dinwiddie enters the game for J. Dudley,41,52
170,2,4:00.0,,R. Hollis-Jefferson enters the game for J. Harris,41,52
171,2,4:00.0,,C. LeVert makes free throw 2 of 2,41,53
172,2,3:52.0,Turnover by E. Gordon (lost ball; steal by C. LeVert),,41,53
173,2,3:47.0,,Shooting foul by C. Anthony (drawn by R. Hollis-Jefferson),41,53
174,2,3:47.0,,R. Hollis-Jefferson makes free throw 1 of 2,41,54
175,2,3:47.0,,R. Hollis-Jefferson misses free throw 2 of 2,41,54
176,2,3:42.0,Defensive rebound by C. Capela,,41,54
177,2,3:34.0,E. Gordon makes 2-pt layup from 1 ft (assist by C. Capela),,43,54
178,2,3:11.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),43,57
179,2,2:55.0,Shooting foul by R. Hollis-Jefferson (drawn by C. Capela),,43,57
180,2,2:55.0,Houston full timeout,,43,57
181,2,2:55.0,C. Capela misses free throw 1 of 2,,43,57
182,2,2:55.0,Offensive rebound by Team,,43,57
183,2,2:55.0,Turnover by C. Anthony (lane violation),,43,57
184,2,2:33.0,,C. LeVert misses 2-pt jump shot from 4 ft,43,57
185,2,2:32.0,Defensive rebound by Team,,43,57
186,2,2:32.0,,Loose ball foul by C. LeVert (drawn by C. Anthony),43,57
187,2,2:32.0,C. Anthony makes free throw 1 of 2,,44,57
188,2,2:32.0,C. Anthony makes free throw 2 of 2,,45,57
189,2,2:15.0,,J. Allen misses 3-pt jump shot from 23 ft,45,57
190,2,2:12.0,Defensive rebound by P. Tucker,,45,57
191,2,2:09.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,48,57
192,2,1:40.0,,D. Russell misses 3-pt jump shot from 26 ft,48,57
193,2,1:37.0,Defensive rebound by C. Capela,,48,57
194,2,1:20.0,C. Paul makes 3-pt jump shot from 22 ft,,51,57
195,2,0:53.0,,Personal foul by P. Tucker (drawn by D. Russell),51,57
196,2,0:53.0,,D. Russell makes free throw 1 of 2,51,58
197,2,0:53.0,,D. Russell misses free throw 2 of 2,51,58
198,2,0:50.0,Defensive rebound by P. Tucker,,51,58
199,2,0:42.0,Turnover by E. Gordon (bad pass; steal by R. Hollis-Jefferson),,51,58
200,2,0:37.0,,C. LeVert misses 2-pt dunk from 2 ft,51,58
201,2,0:34.0,Defensive rebound by C. Paul,,51,58
202,2,0:28.0,C. Paul misses 3-pt jump shot from 25 ft,,51,58
203,2,0:24.0,Offensive rebound by P. Tucker,,51,58
204,2,0:22.0,C. Capela makes 2-pt dunk at rim (assist by E. Gordon),,53,58
205,2,0:05.0,,D. Russell makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),53,61
206,2,0:01.0,C. Paul makes 3-pt jump shot from 30 ft,,56,61
207,3,11:36.0,,J. Allen misses 3-pt jump shot from 24 ft,56,61
208,3,11:29.0,Defensive rebound by P. Tucker,,56,61
209,3,11:28.0,J. Ennis misses 3-pt jump shot from 27 ft,,56,61
210,3,11:26.0,,Defensive rebound by D. Russell,56,61
211,3,11:19.0,,D. Russell misses 2-pt layup from 4 ft,56,61
212,3,11:16.0,Defensive rebound by C. Paul,,56,61
213,3,11:13.0,Shooting foul by J. Harris (drawn by C. Capela),,56,61
214,3,11:13.0,C. Capela makes free throw 1 of 2,,57,61
215,3,11:13.0,C. Capela makes free throw 2 of 2,,58,61
216,3,10:59.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by J. Harris),58,64
217,3,10:42.0,Shooting foul by C. LeVert (drawn by E. Gordon),,58,64
218,3,10:42.0,E. Gordon makes free throw 1 of 3,,59,64
219,3,10:42.0,E. Gordon makes free throw 2 of 3,,60,64
220,3,10:42.0,E. Gordon makes free throw 3 of 3,,61,64
221,3,10:27.0,,J. Harris misses 2-pt jump shot from 9 ft,61,64
222,3,10:25.0,Defensive rebound by C. Capela,,61,64
223,3,10:15.0,C. Paul misses 2-pt jump shot from 14 ft,,61,64
224,3,10:10.0,,Defensive rebound by J. Dudley,61,64
225,3,9:58.0,,J. Dudley misses 3-pt jump shot from 24 ft,61,64
226,3,9:56.0,Defensive rebound by C. Paul,,61,64
227,3,9:46.0,E. Gordon makes 2-pt layup from 2 ft,,63,64
228,3,9:30.0,,Personal foul by P. Tucker (drawn by J. Dudley),63,64
229,3,9:26.0,,J. Allen makes 2-pt layup from 1 ft (assist by J. Harris),63,66
230,3,9:02.0,E. Gordon makes 2-pt jump shot from 13 ft (assist by C. Capela),,65,66
231,3,8:46.0,,J. Harris misses 2-pt layup from 1 ft,65,66
232,3,8:44.0,Defensive rebound by P. Tucker,,65,66
233,3,8:39.0,E. Gordon misses 3-pt jump shot from 27 ft,,65,66
234,3,8:34.0,,Defensive rebound by C. LeVert,65,66
235,3,8:31.0,,Personal foul by J. Ennis (drawn by J. Dudley),65,66
236,3,8:31.0,C. Anthony enters the game for P. Tucker,,65,66
237,3,8:31.0,,Brooklyn full timeout,65,66
238,3,8:31.0,P. Tucker enters the game for J. Ennis,,65,66
239,3,8:18.0,,J. Dudley makes 3-pt jump shot from 29 ft (assist by C. LeVert),65,69
240,3,7:59.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by C. Paul),,68,69
241,3,7:44.0,,D. Russell misses 2-pt layup from 4 ft (block by C. Anthony),68,69
242,3,7:40.0,Defensive rebound by C. Capela,,68,69
243,3,7:37.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by C. Paul),,71,69
244,3,7:20.0,,C. LeVert misses 3-pt jump shot from 24 ft,71,69
245,3,7:14.0,Defensive rebound by P. Tucker,,71,69
246,3,7:01.0,C. Capela makes 2-pt layup from 2 ft (assist by C. Paul),,73,69
247,3,7:01.0,Shooting foul by J. Allen (drawn by C. Capela),,73,69
248,3,7:01.0,C. Capela makes free throw 1 of 1,,74,69
249,3,6:45.0,,J. Allen misses 2-pt layup from 3 ft (block by C. Paul),74,69
250,3,6:45.0,,Offensive rebound by Team,74,69
251,3,6:39.0,,D. Russell misses 3-pt jump shot from 27 ft,74,69
252,3,6:36.0,Defensive rebound by C. Capela,,74,69
253,3,6:19.0,C. Anthony makes 2-pt jump shot from 8 ft,,76,69
254,3,5:53.0,,C. LeVert misses 2-pt jump shot from 9 ft,76,69
255,3,5:53.0,,Offensive rebound by Team,76,69
256,3,5:53.0,Loose ball foul by C. Anthony (drawn by J. Allen),,76,69
257,3,5:53.0,,A. Crabbe enters the game for J. Dudley,76,69
258,3,5:53.0,,R. Hollis-Jefferson enters the game for J. Harris,76,69
259,3,5:42.0,,D. Russell misses 2-pt jump shot from 8 ft (block by C. Capela),76,69
260,3,5:40.0,,Offensive rebound by D. Russell,76,69
261,3,5:37.0,,D. Russell misses 2-pt jump shot from 18 ft,76,69
262,3,5:34.0,Defensive rebound by C. Capela,,76,69
263,3,5:17.0,Turnover by E. Gordon (step out of bounds),,76,69
264,3,5:17.0,G. Clark enters the game for C. Paul,,76,69
265,3,5:17.0,G. Green enters the game for P. Tucker,,76,69
266,3,5:17.0,,S. Dinwiddie enters the game for D. Russell,76,69
267,3,5:01.0,,C. LeVert misses 2-pt jump shot from 7 ft,76,69
268,3,4:56.0,,Offensive rebound by R. Hollis-Jefferson,76,69
269,3,4:56.0,,R. Hollis-Jefferson misses 2-pt layup at rim,76,69
270,3,4:52.0,,Offensive rebound by C. LeVert,76,69
271,3,4:52.0,,C. LeVert makes 2-pt layup at rim,76,71
272,3,4:45.0,E. Gordon makes 3-pt jump shot from 26 ft,,79,71
273,3,4:21.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by G. Clark),79,71
274,3,4:11.0,Turnover by G. Clark (bad pass; steal by C. LeVert),,79,71
275,3,3:59.0,,Shooting foul by C. Capela (drawn by J. Allen),79,71
276,3,3:59.0,Houston full timeout,,79,71
277,3,3:59.0,,S. Napier enters the game for C. LeVert,79,71
278,3,3:59.0,,J. Allen misses free throw 1 of 2,79,71
279,3,3:59.0,,Offensive rebound by Team,79,71
280,3,3:57.0,Defensive rebound by C. Anthony,,79,71
281,3,3:59.0,,J. Allen misses free throw 2 of 2,79,71
282,3,3:40.0,G. Green misses 3-pt jump shot from 23 ft,,79,71
283,3,3:36.0,,Defensive rebound by J. Allen,79,71
284,3,3:29.0,,S. Napier makes 3-pt jump shot from 22 ft (assist by R. Hollis-Jefferson),79,74
285,3,3:16.0,G. Clark misses 3-pt jump shot from 27 ft,,79,74
286,3,3:12.0,,Defensive rebound by A. Crabbe,79,74
287,3,3:08.0,,S. Napier makes 3-pt jump shot from 29 ft (assist by S. Dinwiddie),79,77
288,3,2:51.0,G. Clark misses 3-pt jump shot from 26 ft,,79,77
289,3,2:46.0,Offensive rebound by G. Green,,79,77
290,3,2:46.0,G. Green misses 2-pt dunk from 1 ft,,79,77
291,3,2:43.0,Offensive rebound by G. Green,,79,77
292,3,2:43.0,G. Green makes 2-pt layup from 1 ft,,81,77
293,3,2:40.0,,Personal foul by C. Anthony (drawn by J. Allen),81,77
294,3,2:40.0,,J. Allen makes free throw 1 of 2,81,78
295,3,2:40.0,I. Hartenstein enters the game for C. Capela,,81,78
296,3,2:40.0,C. Paul enters the game for E. Gordon,,81,78
297,3,2:40.0,,J. Allen makes free throw 2 of 2,81,79
298,3,2:23.0,C. Paul makes 2-pt jump shot from 13 ft,,83,79
299,3,2:13.0,,Offensive foul by S. Dinwiddie (drawn by G. Clark),83,79
300,3,2:13.0,,Turnover by S. Dinwiddie (offensive foul),83,79
301,3,2:13.0,,E. Davis enters the game for J. Allen,83,79
302,3,1:55.0,Turnover by I. Hartenstein (3 sec),,83,79
303,3,1:33.0,,R. Hollis-Jefferson makes 2-pt jump shot from 8 ft,83,81
304,3,1:33.0,,Shooting foul by G. Clark (drawn by R. Hollis-Jefferson),83,81
305,3,1:33.0,P. Tucker enters the game for G. Clark,,83,81
306,3,1:33.0,,R. Hollis-Jefferson misses free throw 1 of 1,83,81
307,3,1:33.0,,Offensive rebound by S. Napier,83,81
308,3,1:17.0,,S. Napier misses 3-pt jump shot from 26 ft,83,81
309,3,1:12.0,Defensive rebound by P. Tucker,,83,81
310,3,0:56.0,C. Paul makes 2-pt jump shot from 15 ft,,85,81
311,3,0:45.0,,S. Dinwiddie misses 2-pt layup from 5 ft (block by I. Hartenstein),85,81
312,3,0:44.0,,Offensive rebound by Team,85,81
313,3,0:41.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),85,84
314,3,0:30.0,C. Paul makes 3-pt jump shot from 25 ft,,88,84
315,3,0:05.0,,A. Crabbe makes 2-pt hook shot from 10 ft,88,86
316,3,0:00.0,C. Paul makes 3-pt jump shot from 26 ft,,91,86
317,4,11:41.0,G. Green makes 2-pt jump shot from 17 ft (assist by C. Capela),,93,86
318,4,11:21.0,,J. Harris makes 2-pt jump shot from 21 ft (assist by A. Crabbe),93,88
319,4,10:55.0,G. Green makes 3-pt jump shot from 26 ft (assist by C. Capela),,96,88
320,4,10:38.0,,J. Harris makes 2-pt layup from 2 ft (assist by E. Davis),96,90
321,4,10:29.0,Personal foul by A. Crabbe (drawn by C. Capela),,96,90
322,4,10:17.0,G. Green misses 3-pt jump shot from 26 ft,,96,90
323,4,10:17.0,Offensive rebound by Team,,96,90
324,4,10:17.0,,Loose ball foul by E. Davis (drawn by C. Capela),96,90
325,4,10:14.0,Personal foul by S. Dinwiddie (drawn by C. Paul),,96,90
326,4,10:00.0,C. Paul makes 2-pt jump shot from 12 ft,,98,90
327,4,9:44.0,,Personal foul by J. Ennis (drawn by S. Napier),98,90
328,4,9:35.0,,Personal foul by C. Paul (drawn by E. Davis),98,90
329,4,9:29.0,,S. Dinwiddie misses 2-pt jump shot from 9 ft,98,90
330,4,9:27.0,Defensive rebound by P. Tucker,,98,90
331,4,9:21.0,C. Paul misses 3-pt jump shot from 26 ft,,98,90
332,4,9:21.0,,Defensive rebound by Team,98,90
333,4,8:59.0,,E. Davis makes 2-pt layup from 1 ft (assist by J. Harris),98,92
334,4,8:33.0,C. Paul misses 3-pt jump shot from 32 ft,,98,92
335,4,8:29.0,,Defensive rebound by A. Crabbe,98,92
336,4,8:28.0,,Shooting foul by G. Green (drawn by S. Napier),98,92
337,4,8:28.0,,S. Napier makes free throw 1 of 2,98,93
338,4,8:28.0,E. Gordon enters the game for C. Capela,,98,93
339,4,8:28.0,I. Hartenstein enters the game for C. Paul,,98,93
340,4,8:28.0,,S. Napier makes free throw 2 of 2,98,94
341,4,8:18.0,E. Gordon misses 3-pt jump shot from 23 ft,,98,94
342,4,8:14.0,,Defensive rebound by S. Napier,98,94
343,4,7:58.0,,S. Napier misses 2-pt layup from 8 ft (block by J. Ennis),98,94
344,4,7:58.0,,Offensive rebound by Team,98,94
345,4,7:58.0,,Brooklyn full timeout,98,94
346,4,7:54.0,,J. Harris makes 2-pt layup from 1 ft (assist by E. Davis),98,96
347,4,7:44.0,Personal foul by S. Napier (drawn by J. Ennis),,98,96
348,4,7:44.0,,C. LeVert enters the game for S. Dinwiddie,98,96
349,4,7:37.0,I. Hartenstein misses 2-pt hook shot from 3 ft (block by E. Davis),,98,96
350,4,7:34.0,,Defensive rebound by E. Davis,98,96
351,4,7:29.0,,A. Crabbe misses 3-pt jump shot from 25 ft,98,96
352,4,7:29.0,Defensive rebound by Team,,98,96
353,4,7:28.0,,Loose ball foul by E. Davis (drawn by I. Hartenstein),98,96
354,4,7:28.0,G. Green makes free throw 1 of 2,,99,96
355,4,7:28.0,C. Anthony enters the game for J. Ennis,,99,96
356,4,7:28.0,,J. Dudley enters the game for S. Napier,99,96
357,4,7:28.0,G. Green makes free throw 2 of 2,,100,96
358,4,7:12.0,,C. LeVert makes 3-pt jump shot from 26 ft (assist by J. Dudley),100,99
359,4,6:57.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by E. Gordon),,103,99
360,4,6:45.0,,C. LeVert makes 3-pt jump shot from 26 ft,103,102
361,4,6:36.0,E. Gordon misses 3-pt jump shot from 25 ft,,103,102
362,4,6:33.0,,Defensive rebound by A. Crabbe,103,102
363,4,6:26.0,,C. LeVert misses 3-pt jump shot from 24 ft,103,102
364,4,6:22.0,Defensive rebound by I. Hartenstein,,103,102
365,4,6:15.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by P. Tucker),,106,102
366,4,5:56.0,,A. Crabbe misses 2-pt layup from 8 ft (block by I. Hartenstein),106,102
367,4,5:53.0,Defensive rebound by C. Anthony,,106,102
368,4,5:46.0,Houston full timeout,,106,102
369,4,5:46.0,C. Capela enters the game for G. Green,,106,102
370,4,5:46.0,C. Paul enters the game for I. Hartenstein,,106,102
371,4,5:46.0,,J. Allen enters the game for A. Crabbe,106,102
372,4,5:46.0,,S. Dinwiddie enters the game for E. Davis,106,102
373,4,5:30.0,E. Gordon misses 3-pt jump shot from 31 ft,,106,102
374,4,5:28.0,Offensive rebound by Team,,106,102
375,4,5:28.0,,Loose ball foul by J. Harris (drawn by C. Capela),106,102
376,4,5:28.0,C. Capela misses free throw 1 of 2,,106,102
377,4,5:28.0,Offensive rebound by Team,,106,102
378,4,5:28.0,C. Capela misses free throw 2 of 2,,106,102
379,4,5:26.0,,Defensive rebound by J. Allen,106,102
380,4,5:10.0,,Turnover by J. Allen (lost ball; steal by C. Paul),106,102
