,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,LA LAKERS_ACTION,NEW ORLEANS_SCORE,LA LAKERS_SCORE
0,1,11:47.0,T. Frazier misses 3-pt jump shot from 25 ft,,0,0
1,1,11:46.0,,Defensive rebound by Team,0,0
2,1,11:30.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by L. Ball),0,2
3,1,11:20.0,Personal foul by B. Ingram (drawn by J. Randle),,0,2
4,1,11:17.0,J. Holiday misses 2-pt layup from 2 ft,,0,2
5,1,11:15.0,Offensive rebound by A. Davis,,0,2
6,1,11:11.0,Turnover by A. Davis (lost ball; steal by I. Zubac),,0,2
7,1,11:09.0,,L. James makes 2-pt layup from 2 ft,0,4
8,1,10:56.0,J. Randle misses 2-pt jump shot from 7 ft,,0,4
9,1,10:53.0,Offensive rebound by T. Frazier,,0,4
10,1,10:53.0,T. Frazier makes 2-pt layup at rim,,2,4
11,1,10:50.0,,Turnover by L. James (bad pass; steal by S. Hill),2,4
12,1,10:44.0,J. Randle makes 2-pt jump shot from 8 ft,,4,4
13,1,10:44.0,Shooting foul by I. Zubac (drawn by J. Randle),,4,4
14,1,10:44.0,J. Randle makes free throw 1 of 1,,5,4
15,1,10:39.0,Violation by Team (kicked ball),,5,4
16,1,10:34.0,,L. James misses 2-pt layup from 1 ft,5,4
17,1,10:31.0,Defensive rebound by A. Davis,,5,4
18,1,10:28.0,Personal foul by L. Ball (drawn by T. Frazier),,5,4
19,1,10:21.0,A. Davis makes 2-pt jump shot from 5 ft,,7,4
20,1,10:15.0,,L. Ball makes 2-pt layup from 2 ft (assist by L. James),7,6
21,1,9:59.0,A. Davis misses 2-pt jump shot from 22 ft,,7,6
22,1,9:57.0,,Defensive rebound by L. James,7,6
23,1,9:49.0,,I. Zubac makes 2-pt jump shot from 5 ft (assist by L. James),7,8
24,1,9:34.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,9,8
25,1,9:22.0,,B. Ingram misses 3-pt jump shot from 25 ft,9,8
26,1,9:20.0,Defensive rebound by T. Frazier,,9,8
27,1,9:13.0,J. Randle misses 2-pt layup from 2 ft,,9,8
28,1,9:11.0,,Defensive rebound by K. Kuzma,9,8
29,1,9:00.0,,Shooting foul by A. Davis (drawn by B. Ingram),9,8
30,1,9:00.0,,B. Ingram makes free throw 1 of 2,9,9
31,1,9:00.0,,B. Ingram makes free throw 2 of 2,9,10
32,1,8:47.0,S. Hill misses 3-pt jump shot from 24 ft,,9,10
33,1,8:44.0,,Defensive rebound by I. Zubac,9,10
34,1,8:39.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),9,12
35,1,8:31.0,Personal foul by K. Kuzma (drawn by A. Davis),,9,12
36,1,8:24.0,A. Davis misses 2-pt jump shot from 10 ft,,9,12
37,1,8:22.0,,Defensive rebound by L. James,9,12
38,1,8:12.0,,I. Zubac makes 2-pt hook shot from 4 ft (assist by L. James),9,14
39,1,7:59.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,11,14
40,1,7:55.0,,Personal foul by J. Holiday (drawn by B. Ingram),11,14
41,1,7:49.0,,I. Zubac makes 2-pt dunk from 3 ft (assist by L. James),11,16
42,1,7:32.0,J. Randle makes 2-pt jump shot from 10 ft,,13,16
43,1,7:19.0,,Personal foul by S. Hill (drawn by L. James),13,16
44,1,7:19.0,,LA Lakers full timeout,13,16
45,1,7:15.0,,K. Kuzma misses 3-pt jump shot from 27 ft,13,16
46,1,7:13.0,Defensive rebound by A. Davis,,13,16
47,1,7:00.0,J. Holiday makes 2-pt layup from 2 ft,,15,16
48,1,6:47.0,,L. Ball misses 3-pt jump shot from 26 ft,15,16
49,1,6:47.0,Defensive rebound by J. Randle,,15,16
50,1,6:27.0,Turnover by J. Randle (bad pass; steal by B. Ingram),,15,16
51,1,6:25.0,,L. Ball makes 2-pt dunk from 1 ft (assist by L. James),15,18
52,1,6:15.0,J. Holiday misses 3-pt jump shot from 26 ft,,15,18
53,1,6:10.0,,Defensive rebound by I. Zubac,15,18
54,1,6:05.0,,K. Kuzma makes 2-pt layup from 3 ft (assist by L. James),15,20
55,1,5:50.0,Shooting foul by K. Kuzma (drawn by A. Davis),,15,20
56,1,5:50.0,A. Davis misses free throw 1 of 2,,15,20
57,1,5:50.0,Offensive rebound by Team,,15,20
58,1,5:50.0,E. Moore enters the game for T. Frazier,,15,20
59,1,5:50.0,,J. Hart enters the game for K. Kuzma,15,20
60,1,5:50.0,A. Davis makes free throw 2 of 2,,16,20
61,1,5:34.0,,L. James misses 2-pt jump shot from 11 ft,16,20
62,1,5:31.0,Defensive rebound by A. Davis,,16,20
63,1,5:23.0,A. Davis makes 2-pt dunk from 2 ft (assist by J. Randle),,18,20
64,1,5:13.0,,Turnover by B. Ingram (bad pass; steal by E. Moore),18,20
65,1,5:07.0,E. Moore misses 2-pt layup from 2 ft,,18,20
66,1,5:04.0,,Defensive rebound by I. Zubac,18,20
67,1,5:03.0,,Turnover by L. James (bad pass; steal by S. Hill),18,20
68,1,4:58.0,E. Moore misses 3-pt jump shot from 25 ft,,18,20
69,1,4:54.0,,Defensive rebound by B. Ingram,18,20
70,1,4:54.0,,Shooting foul by E. Moore (drawn by L. James),18,20
71,1,4:54.0,J. Okafor enters the game for A. Davis,,18,20
72,1,4:54.0,,L. James misses free throw 1 of 2,18,20
73,1,4:54.0,,Offensive rebound by Team,18,20
74,1,4:54.0,D. Miller enters the game for S. Hill,,18,20
75,1,4:54.0,,T. Chandler enters the game for L. Ball,18,20
76,1,4:54.0,,R. Rondo enters the game for I. Zubac,18,20
77,1,4:54.0,,L. James makes free throw 2 of 2,18,21
78,1,4:43.0,D. Miller makes 2-pt jump shot from 17 ft (assist by J. Okafor),,20,21
79,1,4:21.0,,B. Ingram misses 2-pt jump shot from 14 ft,20,21
80,1,4:19.0,Defensive rebound by J. Randle,,20,21
81,1,4:13.0,D. Miller makes 3-pt jump shot from 28 ft (assist by J. Holiday),,23,21
82,1,4:00.0,,R. Rondo makes 2-pt jump shot from 22 ft,23,23
83,1,3:44.0,Turnover by J. Randle (bad pass),,23,23
84,1,3:34.0,,J. Hart makes 3-pt jump shot from 27 ft (assist by R. Rondo),23,26
85,1,3:17.0,J. Okafor makes 2-pt jump shot from 2 ft (assist by D. Miller),,25,26
86,1,3:07.0,,R. Rondo makes 2-pt layup from 2 ft,25,28
87,1,2:56.0,D. Miller misses 3-pt jump shot from 26 ft,,25,28
88,1,2:53.0,,Defensive rebound by Team,25,28
89,1,2:53.0,New Orleans full timeout,,25,28
90,1,2:53.0,A. Davis enters the game for J. Holiday,,25,28
91,1,2:53.0,A. Harrison enters the game for J. Randle,,25,28
92,1,2:53.0,,K. Caldwell-Pope enters the game for B. Ingram,25,28
93,1,2:45.0,,R. Rondo makes 2-pt layup from 1 ft,25,30
94,1,2:45.0,,Shooting foul by A. Harrison (drawn by R. Rondo),25,30
95,1,2:45.0,,R. Rondo makes free throw 1 of 1,25,31
96,1,2:22.0,E. Moore makes 3-pt jump shot from 23 ft (assist by A. Davis),,28,31
97,1,2:04.0,,Turnover by T. Chandler (lost ball; steal by J. Okafor),28,31
98,1,1:47.0,A. Davis makes 2-pt jump shot from 16 ft (assist by D. Miller),,30,31
99,1,1:29.0,,R. Rondo misses 3-pt jump shot from 26 ft,30,31
100,1,1:26.0,Defensive rebound by A. Davis,,30,31
101,1,1:06.0,J. Okafor makes 2-pt hook shot from 3 ft (assist by D. Miller),,32,31
102,1,0:54.0,,L. James misses 2-pt layup from 1 ft,32,31
103,1,0:51.0,Defensive rebound by A. Davis,,32,31
104,1,0:36.0,E. Moore makes 2-pt layup from 2 ft (assist by A. Davis),,34,31
105,1,0:13.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by R. Rondo),34,34
