,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,LA LAKERS_ACTION,WASHINGTON_SCORE,LA LAKERS_SCORE
386,4,7:48.0,Washington full timeout,,91,106
387,4,7:48.0,J. Green enters the game for J. McRae,,91,106
388,4,7:36.0,Shooting foul by J. McGee (drawn by B. Beal),,91,106
389,4,7:36.0,B. Beal makes free throw 1 of 2,,92,106
390,4,7:36.0,B. Beal makes free throw 2 of 2,,93,106
391,4,7:17.0,,Turnover by L. James (bad pass; steal by T. Satoranský),93,106
392,4,7:11.0,B. Beal misses 3-pt jump shot from 27 ft,,93,106
393,4,7:06.0,B. Portis makes 2-pt layup from 1 ft,,95,106
394,4,7:06.0,Offensive rebound by B. Portis,,95,106
395,4,6:57.0,,L. James misses 3-pt jump shot from 26 ft,95,106
396,4,6:55.0,Defensive rebound by T. Satoranský,,95,106
397,4,6:50.0,Turnover by B. Portis (bad pass; steal by J. McGee),,95,106
398,4,6:48.0,,Turnover by L. James (bad pass),95,106
399,4,6:48.0,,K. Caldwell-Pope enters the game for A. Caruso,95,106
400,4,6:48.0,,R. Rondo enters the game for L. Stephenson,95,106
401,4,6:37.0,J. Parker makes 2-pt jump shot from 12 ft (assist by T. Satoranský),,97,106
402,4,6:37.0,Shooting foul by M. Wagner (drawn by J. Parker),,97,106
403,4,6:37.0,,K. Kuzma enters the game for M. Wagner,97,106
404,4,6:37.0,J. Parker makes free throw 1 of 1,,98,106
405,4,6:21.0,,L. James makes 2-pt jump shot from 9 ft,98,108
406,4,6:09.0,B. Portis misses 3-pt jump shot from 26 ft,,98,108
407,4,6:06.0,,Defensive rebound by K. Kuzma,98,108
408,4,5:48.0,,J. McGee makes 2-pt dunk at rim (assist by L. James),98,110
409,4,5:31.0,T. Satoranský makes 2-pt jump shot from 13 ft (assist by B. Portis),,100,110
410,4,5:30.0,,LA Lakers full timeout,100,110
411,4,5:30.0,T. Bryant enters the game for B. Portis,,100,110
412,4,5:30.0,,L. Stephenson enters the game for L. James,100,110
413,4,5:18.0,,L. Stephenson makes 3-pt jump shot from 26 ft (assist by R. Rondo),100,113
414,4,4:57.0,B. Beal misses 2-pt layup from 1 ft (block by J. McGee),,100,113
415,4,4:53.0,Offensive rebound by T. Bryant,,100,113
416,4,4:53.0,Turnover by T. Bryant (lost ball; steal by L. Stephenson),,100,113
417,4,4:35.0,,L. Stephenson misses 3-pt jump shot from 25 ft,100,113
418,4,4:32.0,Defensive rebound by T. Satoranský,,100,113
419,4,4:20.0,J. Parker makes 2-pt dunk from 1 ft (assist by T. Satoranský),,102,113
420,4,3:59.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,102,113
421,4,3:54.0,Defensive rebound by J. Green,,102,113
422,4,3:43.0,J. Parker misses 3-pt jump shot from 26 ft,,102,113
423,4,3:39.0,,Defensive rebound by K. Caldwell-Pope,102,113
424,4,3:33.0,,K. Kuzma misses 2-pt jump shot from 6 ft,102,113
425,4,3:31.0,Defensive rebound by T. Bryant,,102,113
426,4,3:24.0,B. Beal makes 2-pt layup from 2 ft,,104,113
427,4,3:05.0,,J. McGee makes 2-pt dunk at rim (assist by R. Rondo),104,115
428,4,2:45.0,B. Beal misses 3-pt jump shot from 26 ft,,104,115
429,4,2:40.0,,Defensive rebound by L. Stephenson,104,115
430,4,2:32.0,,R. Rondo misses 3-pt jump shot from 28 ft,104,115
431,4,2:27.0,Defensive rebound by J. Parker,,104,115
432,4,2:27.0,Personal take foul by R. Rondo (drawn by J. Parker),,104,115
433,4,2:27.0,,L. James enters the game for K. Kuzma,104,115
434,4,2:09.0,T. Satoranský misses 3-pt jump shot from 27 ft,,104,115
435,4,2:07.0,,Defensive rebound by R. Rondo,104,115
436,4,2:05.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Rondo),104,117
437,4,2:05.0,Washington full timeout,,104,117
438,4,1:43.0,Turnover by T. Bryant (bad pass; steal by L. James),,104,117
439,4,1:41.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),104,119
440,4,1:35.0,J. Parker misses 2-pt layup from 2 ft,,104,119
441,4,1:33.0,Offensive rebound by J. Parker,,104,119
442,4,1:33.0,J. Parker makes 2-pt dunk from 1 ft,,106,119
443,4,1:33.0,,Violation by Team (def goaltending),106,119
444,4,1:15.0,,L. James misses 2-pt jump shot from 18 ft,106,119
445,4,1:11.0,Defensive rebound by T. Satoranský,,106,119
446,4,1:08.0,T. Satoranský misses 2-pt dunk from 3 ft,,106,119
447,4,1:06.0,,Defensive rebound by J. McGee,106,119
448,4,1:06.0,,Violation by Team (kicked ball),106,119
449,4,1:06.0,T. Brown enters the game for B. Beal,,106,119
450,4,1:06.0,J. McRae enters the game for J. Parker,,106,119
451,4,1:06.0,C. Randle enters the game for T. Satoranský,,106,119
452,4,1:06.0,,I. Bonga enters the game for K. Caldwell-Pope,106,119
453,4,1:06.0,,A. Caruso enters the game for L. James,106,119
454,4,1:06.0,,S. Machado enters the game for J. McGee,106,119
455,4,1:06.0,,J. Williams enters the game for R. Rondo,106,119
456,4,0:59.0,C. Randle misses 2-pt jump shot from 17 ft,,106,119
457,4,0:56.0,,Defensive rebound by L. Stephenson,106,119
458,4,0:45.0,,S. Machado misses 2-pt jump shot from 17 ft,106,119
459,4,0:43.0,,Offensive rebound by J. Williams,106,119
460,4,0:43.0,,J. Williams makes 2-pt layup at rim,106,121
461,4,0:29.0,J. McRae misses 2-pt jump shot from 21 ft,,106,121
462,4,0:24.0,,Defensive rebound by L. Stephenson,106,121
463,4,0:20.0,,S. Machado makes 2-pt layup from 1 ft (assist by L. Stephenson),106,123
464,4,0:20.0,,Shooting foul by T. Brown (drawn by S. Machado),106,123
465,4,0:20.0,,S. Machado makes free throw 1 of 1,106,124
