,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
40,1,6:46.0,,Technical foul by R. Carlisle,11,13
41,1,6:46.0,,J. Murray misses technical free throw,11,13
42,1,6:46.0,Defensive rebound by Team,,11,13
43,1,6:39.0,L. Dončić makes 3-pt jump shot from 26 ft,,14,13
44,1,6:21.0,,Personal foul by H. Barnes (drawn by N. Jokić),14,13
45,1,6:16.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,14,13
46,1,6:12.0,Defensive rebound by D. Jordan,,14,13
47,1,6:02.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by L. Dončić),,17,13
48,1,5:47.0,,N. Jokić misses 3-pt jump shot from 25 ft,17,13
49,1,5:45.0,Defensive rebound by L. Dončić,,17,13
50,1,5:40.0,L. Dončić makes 3-pt jump shot from 24 ft,,20,13
51,1,5:36.0,,Denver full timeout,20,13
52,1,5:36.0,J. Barea enters the game for J. Brunson,,20,13
53,1,5:36.0,,M. Morris enters the game for J. Murray,20,13
54,1,5:22.0,,Shooting foul by D. Jordan (drawn by N. Jokić),20,13
55,1,5:22.0,,N. Jokić makes free throw 1 of 2,20,14
56,1,5:22.0,D. Powell enters the game for D. Jordan,,20,14
57,1,5:22.0,,M. Beasley enters the game for M. Plumlee,20,14
58,1,5:22.0,,N. Jokić makes free throw 2 of 2,20,15
59,1,5:08.0,J. Barea makes 2-pt jump shot from 10 ft,,22,15
60,1,4:52.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Beasley),22,17
61,1,4:42.0,D. Powell makes 2-pt dunk at rim (assist by L. Dončić),,24,17
62,1,4:32.0,,Personal foul by D. Powell (drawn by N. Jokić),24,17
63,1,4:22.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,24,17
64,1,4:19.0,Defensive rebound by W. Matthews,,24,17
65,1,4:10.0,W. Matthews misses 2-pt hook shot from 3 ft,,24,17
66,1,4:09.0,Offensive rebound by W. Matthews,,24,17
67,1,4:09.0,W. Matthews misses 2-pt layup from 1 ft,,24,17
68,1,4:09.0,,Defensive rebound by Team,24,17
69,1,3:54.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by N. Jokić),24,20
70,1,3:45.0,Personal foul by M. Morris (drawn by J. Barea),,24,20
71,1,3:45.0,D. Finney-Smith enters the game for H. Barnes,,24,20
72,1,3:45.0,D. Harris enters the game for L. Dončić,,24,20
73,1,3:45.0,D. Nowitzki enters the game for W. Matthews,,24,20
74,1,3:39.0,Turnover by J. Barea (bad pass; steal by N. Jokić),,24,20
75,1,3:30.0,,J. Hernangómez makes 2-pt layup from 3 ft (assist by N. Jokić),24,22
76,1,3:15.0,Personal foul by T. Craig (drawn by D. Powell),,24,22
77,1,3:15.0,,T. Lyles enters the game for T. Craig,24,22
78,1,3:15.0,,J. Murray enters the game for J. Hernangómez,24,22
79,1,3:05.0,Turnover by D. Finney-Smith (bad pass; steal by N. Jokić),,24,22
80,1,3:00.0,,M. Beasley makes 2-pt layup from 1 ft (assist by J. Murray),24,24
81,1,2:48.0,D. Powell makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,27,24
82,1,2:35.0,,M. Morris makes 2-pt jump shot from 8 ft,27,26
83,1,2:16.0,J. Barea makes 2-pt jump shot from 6 ft (assist by D. Powell),,29,26
84,1,1:52.0,,N. Jokić misses 2-pt hook shot from 3 ft,29,26
85,1,1:50.0,,Offensive rebound by N. Jokić,29,26
86,1,1:49.0,,N. Jokić misses 2-pt jump shot from 3 ft,29,26
87,1,1:49.0,Defensive rebound by J. Barea,,29,26
88,1,1:41.0,Personal foul by M. Morris (drawn by D. Finney-Smith),,29,26
89,1,1:41.0,,M. Plumlee enters the game for N. Jokić,29,26
90,1,1:26.0,J. Barea makes 2-pt jump shot from 10 ft,,31,26
91,1,1:15.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by M. Morris),31,29
92,1,0:57.0,D. Nowitzki misses 2-pt jump shot from 6 ft,,31,29
93,1,0:55.0,,Defensive rebound by J. Murray,31,29
94,1,0:53.0,,T. Lyles makes 2-pt dunk from 2 ft (assist by M. Morris),31,31
95,1,0:34.0,D. Powell misses 3-pt jump shot from 25 ft,,31,31
96,1,0:30.0,Offensive rebound by J. Barea,,31,31
97,1,0:29.0,J. Barea makes 2-pt jump shot from 9 ft,,33,31
98,1,0:09.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Murray),33,34
99,1,0:02.0,J. Barea misses 3-pt jump shot from 25 ft,,33,34
100,1,0:00.0,,Defensive rebound by T. Lyles,33,34
101,2,11:49.0,,J. Murray makes 2-pt jump shot from 6 ft (assist by N. Young),33,36
102,2,11:32.0,D. Harris misses 3-pt jump shot from 26 ft,,33,36
103,2,11:31.0,,Defensive rebound by M. Plumlee,33,36
104,2,11:24.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by J. Murray),33,39
105,2,11:03.0,D. Harris makes 3-pt jump shot from 26 ft,,36,39
106,2,10:49.0,,J. Murray misses 3-pt jump shot from 25 ft,36,39
107,2,10:46.0,Defensive rebound by D. Nowitzki,,36,39
108,2,10:37.0,D. Powell makes 2-pt layup from 2 ft (assist by J. Barea),,38,39
109,2,10:14.0,,T. Lyles makes 2-pt jump shot from 6 ft,38,41
110,2,10:00.0,J. Barea misses 2-pt jump shot from 14 ft,,38,41
111,2,10:00.0,,Defensive rebound by J. Murray,38,41
112,2,9:56.0,,Personal foul by D. Harris (drawn by J. Murray),38,41
113,2,9:50.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by J. Murray),38,43
114,2,9:33.0,D. Harris makes 2-pt jump shot from 7 ft (assist by J. Barea),,40,43
115,2,9:19.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Murray),40,45
116,2,9:08.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),,43,45
117,2,9:07.0,,Denver full timeout,43,45
118,2,9:03.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),43,48
119,2,8:45.0,Personal foul by N. Young (drawn by D. Finney-Smith),,43,48
120,2,8:32.0,Personal foul by M. Plumlee (drawn by D. Harris),,43,48
121,2,8:32.0,H. Barnes enters the game for D. Nowitzki,,43,48
122,2,8:28.0,Personal foul by M. Beasley (drawn by D. Powell),,43,48
123,2,8:19.0,H. Barnes misses 2-pt jump shot from 9 ft,,43,48
124,2,8:17.0,Offensive rebound by H. Barnes,,43,48
125,2,8:17.0,Shooting foul by M. Plumlee (drawn by H. Barnes),,43,48
126,2,8:17.0,H. Barnes makes free throw 1 of 2,,44,48
127,2,8:17.0,H. Barnes makes free throw 2 of 2,,45,48
128,2,8:02.0,,T. Lyles misses 2-pt layup from 3 ft,45,48
129,2,8:00.0,,Offensive rebound by M. Beasley,45,48
130,2,7:50.0,,M. Plumlee misses 2-pt hook shot from 4 ft,45,48
131,2,7:48.0,Defensive rebound by H. Barnes,,45,48
132,2,7:43.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,47,48
133,2,7:29.0,,Shooting foul by D. Harris (drawn by M. Plumlee),47,48
134,2,7:29.0,,M. Plumlee misses free throw 1 of 2,47,48
135,2,7:29.0,,Offensive rebound by Team,47,48
136,2,7:29.0,L. Dončić enters the game for D. Harris,,47,48
137,2,7:29.0,D. Jordan enters the game for D. Powell,,47,48
138,2,7:29.0,,T. Craig enters the game for N. Young,47,48
139,2,7:29.0,,M. Plumlee makes free throw 2 of 2,47,49
140,2,7:24.0,Personal foul by J. Murray (drawn by J. Barea),,47,49
141,2,7:24.0,J. Barea makes free throw 1 of 2,,48,49
142,2,7:24.0,,N. Jokić enters the game for M. Plumlee,48,49
143,2,7:24.0,J. Barea makes free throw 2 of 2,,49,49
144,2,7:11.0,,Turnover by N. Jokić (bad pass; steal by D. Finney-Smith),49,49
145,2,6:54.0,H. Barnes makes 2-pt layup from 2 ft (assist by L. Dončić),,51,49
146,2,6:38.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Murray),51,52
147,2,6:23.0,L. Dončić misses 2-pt layup from 2 ft,,51,52
148,2,6:22.0,,Defensive rebound by Team,51,52
149,2,6:22.0,W. Matthews enters the game for J. Barea,,51,52
150,2,6:10.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by M. Beasley),51,54
151,2,5:52.0,H. Barnes misses 2-pt layup from 2 ft,,51,54
152,2,5:51.0,,Defensive rebound by T. Lyles,51,54
153,2,5:46.0,,J. Murray misses 3-pt jump shot from 24 ft,51,54
154,2,5:42.0,Defensive rebound by D. Jordan,,51,54
155,2,5:36.0,Shooting foul by N. Jokić (drawn by W. Matthews),,51,54
156,2,5:36.0,W. Matthews makes free throw 1 of 2,,52,54
157,2,5:36.0,W. Matthews makes free throw 2 of 2,,53,54
158,2,5:19.0,,M. Beasley makes 2-pt jump shot from 15 ft (assist by J. Murray),53,56
159,2,5:01.0,Personal foul by T. Lyles (drawn by H. Barnes),,53,56
160,2,5:01.0,H. Barnes misses free throw 1 of 2,,53,56
161,2,5:01.0,Offensive rebound by Team,,53,56
162,2,5:01.0,H. Barnes makes free throw 2 of 2,,54,56
163,2,4:51.0,,N. Jokić misses 2-pt jump shot from 7 ft,54,56
164,2,4:49.0,,Offensive rebound by N. Jokić,54,56
165,2,4:45.0,,Turnover by N. Jokić (lost ball; steal by H. Barnes),54,56
166,2,4:37.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Finney-Smith),,57,56
167,2,4:21.0,,J. Murray misses 2-pt jump shot from 6 ft,57,56
168,2,4:21.0,,Offensive rebound by N. Jokić,57,56
169,2,4:19.0,,N. Jokić misses 2-pt layup from 1 ft,57,56
170,2,4:19.0,,Offensive rebound by Team,57,56
171,2,4:19.0,,J. Hernangómez enters the game for T. Lyles,57,56
172,2,4:12.0,,M. Beasley misses 3-pt jump shot from 25 ft,57,56
173,2,4:09.0,Defensive rebound by D. Jordan,,57,56
174,2,3:57.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Matthews),,60,56
175,2,3:42.0,,N. Jokić makes 2-pt jump shot from 4 ft,60,58
176,2,3:31.0,Dallas full timeout,,60,58
177,2,3:31.0,J. Brunson enters the game for D. Finney-Smith,,60,58
178,2,3:31.0,,M. Plumlee enters the game for M. Beasley,60,58
179,2,3:26.0,Personal foul by T. Craig (drawn by D. Jordan),,60,58
180,2,3:26.0,D. Jordan makes free throw 1 of 2,,61,58
181,2,3:26.0,,M. Beasley enters the game for T. Craig,61,58
182,2,3:26.0,D. Jordan makes free throw 2 of 2,,62,58
183,2,3:11.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by M. Plumlee),62,60
184,2,2:58.0,L. Dončić misses 2-pt jump shot from 10 ft,,62,60
185,2,2:55.0,,Defensive rebound by N. Jokić,62,60
186,2,2:42.0,,J. Hernangómez makes 3-pt jump shot from 23 ft (assist by M. Plumlee),62,63
187,2,2:18.0,D. Jordan makes 2-pt dunk at rim (assist by W. Matthews),,64,63
188,2,2:01.0,,Shooting foul by L. Dončić (drawn by J. Hernangómez),64,63
189,2,2:01.0,,J. Hernangómez misses free throw 1 of 3,64,63
190,2,2:01.0,,Offensive rebound by Team,64,63
191,2,2:01.0,,J. Hernangómez makes free throw 2 of 3,64,64
192,2,2:01.0,,J. Hernangómez makes free throw 3 of 3,64,65
193,2,1:50.0,J. Brunson makes 2-pt jump shot from 15 ft (assist by W. Matthews),,66,65
194,2,1:40.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by J. Murray),66,68
195,2,1:22.0,H. Barnes misses 2-pt layup from 3 ft,,66,68
196,2,1:22.0,,Defensive rebound by Team,66,68
197,2,1:22.0,Loose ball foul by D. Jordan (drawn by J. Hernangómez),,66,68
198,2,1:22.0,D. Powell enters the game for D. Jordan,,66,68
199,2,1:07.0,,N. Jokić misses 2-pt jump shot from 5 ft,66,68
200,2,1:05.0,Defensive rebound by D. Powell,,66,68
201,2,1:02.0,J. Brunson makes 2-pt layup from 2 ft,,68,68
202,2,0:55.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),68,70
203,2,0:35.0,L. Dončić misses 3-pt jump shot from 25 ft,,68,70
204,2,0:32.0,,Defensive rebound by J. Hernangómez,68,70
205,2,0:13.0,,N. Jokić misses 2-pt hook shot from 3 ft,68,70
206,2,0:13.0,,Offensive rebound by N. Jokić,68,70
207,2,0:13.0,,N. Jokić makes 2-pt layup from 1 ft,68,72
208,2,0:04.0,Personal foul by M. Beasley (drawn by D. Powell),,68,72
209,2,0:04.0,D. Powell misses free throw 1 of 2,,68,72
210,2,0:04.0,Offensive rebound by Team,,68,72
211,2,0:04.0,D. Powell makes free throw 2 of 2,,69,72
212,2,0:00.0,,M. Plumlee makes 2-pt layup from 5 ft,69,74
213,3,11:43.0,,N. Jokić misses 3-pt jump shot from 25 ft,69,74
214,3,11:36.0,Defensive rebound by H. Barnes,,69,74
215,3,11:20.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by L. Dončić),,72,74
216,3,11:03.0,,Turnover by T. Craig (bad pass; steal by W. Matthews),72,74
217,3,11:00.0,Shooting foul by J. Murray (drawn by L. Dončić),,72,74
218,3,11:00.0,L. Dončić misses free throw 1 of 2,,72,74
219,3,11:00.0,Offensive rebound by Team,,72,74
220,3,11:00.0,L. Dončić makes free throw 2 of 2,,73,74
221,3,10:35.0,,N. Jokić makes 2-pt jump shot from 23 ft,73,76
222,3,10:27.0,Personal foul by N. Jokić (drawn by D. Jordan),,73,76
223,3,10:13.0,L. Dončić misses 3-pt jump shot from 26 ft,,73,76
224,3,10:10.0,,Defensive rebound by J. Murray,73,76
225,3,10:06.0,,Turnover by J. Murray (bad pass; steal by D. Jordan),73,76
226,3,9:59.0,J. Brunson misses 2-pt jump shot from 12 ft,,73,76
227,3,9:57.0,,Defensive rebound by M. Plumlee,73,76
228,3,9:45.0,,Offensive foul by N. Jokić (drawn by H. Barnes),73,76
229,3,9:45.0,,Turnover by N. Jokić (offensive foul),73,76
230,3,9:45.0,Technical foul by,,73,76
231,3,9:45.0,H. Barnes makes technical free throw,,74,76
232,3,9:32.0,Shooting foul by T. Craig (drawn by L. Dončić),,74,76
233,3,9:32.0,L. Dončić makes free throw 1 of 2,,75,76
234,3,9:32.0,L. Dončić makes free throw 2 of 2,,76,76
235,3,9:18.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),76,79
236,3,8:57.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by L. Dončić),,79,79
237,3,8:45.0,,J. Murray makes 2-pt jump shot from 21 ft,79,81
238,3,8:45.0,,M. Beasley enters the game for T. Craig,79,81
239,3,8:18.0,D. Jordan misses 2-pt jump shot from 6 ft,,79,81
240,3,8:17.0,,Defensive rebound by M. Plumlee,79,81
241,3,8:08.0,,Personal foul by J. Brunson (drawn by N. Jokić),79,81
242,3,7:58.0,,M. Plumlee makes 2-pt dunk at rim (assist by N. Jokić),79,83
243,3,7:44.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by L. Dončić),,82,83
244,3,7:28.0,,J. Murray makes 2-pt jump shot from 21 ft,82,85
245,3,7:14.0,H. Barnes misses 3-pt jump shot from 25 ft,,82,85
246,3,7:09.0,,Defensive rebound by N. Jokić,82,85
247,3,7:07.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by M. Plumlee),82,87
248,3,7:07.0,Dallas full timeout,,82,87
249,3,7:07.0,D. Finney-Smith enters the game for W. Matthews,,82,87
250,3,7:07.0,,M. Morris enters the game for N. Jokić,82,87
251,3,6:54.0,Shooting foul by M. Beasley (drawn by L. Dončić),,82,87
252,3,6:54.0,L. Dončić makes free throw 1 of 2,,83,87
253,3,6:54.0,L. Dončić misses free throw 2 of 2,,83,87
254,3,6:52.0,,Defensive rebound by J. Murray,83,87
255,3,6:41.0,,M. Morris misses 2-pt layup from 3 ft,83,87
256,3,6:39.0,Defensive rebound by D. Finney-Smith,,83,87
257,3,6:32.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by L. Dončić),,86,87
258,3,6:17.0,,M. Beasley misses 2-pt jump shot from 11 ft,86,87
259,3,6:14.0,Defensive rebound by H. Barnes,,86,87
260,3,6:09.0,L. Dončić misses 3-pt jump shot from 27 ft,,86,87
261,3,6:06.0,Offensive rebound by D. Jordan,,86,87
262,3,6:01.0,Turnover by D. Jordan (bad pass; steal by M. Morris),,86,87
263,3,5:50.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,86,87
264,3,5:47.0,Defensive rebound by D. Jordan,,86,87
265,3,5:37.0,Shooting foul by M. Beasley (drawn by L. Dončić),,86,87
266,3,5:37.0,L. Dončić makes free throw 1 of 2,,87,87
267,3,5:37.0,L. Dončić makes free throw 2 of 2,,88,87
268,3,5:26.0,,J. Murray makes 2-pt layup from 1 ft (assist by M. Morris),88,89
269,3,5:11.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,90,89
270,3,4:56.0,,Turnover by J. Murray (bad pass),90,89
271,3,4:37.0,L. Dončić makes 3-pt jump shot from 25 ft,,93,89
272,3,4:12.0,,M. Morris makes 2-pt layup from 3 ft (assist by M. Beasley),93,91
273,3,4:04.0,Shooting foul by J. Hernangómez (drawn by D. Jordan),,93,91
274,3,4:04.0,D. Jordan misses free throw 1 of 2,,93,91
275,3,4:04.0,Offensive rebound by Team,,93,91
276,3,4:04.0,J. Barea enters the game for J. Brunson,,93,91
277,3,4:04.0,D. Jordan misses free throw 2 of 2,,93,91
278,3,4:01.0,Offensive rebound by D. Finney-Smith,,93,91
279,3,4:01.0,,T. Lyles enters the game for J. Murray,93,91
280,3,3:55.0,Personal foul by M. Beasley (drawn by L. Dončić),,93,91
281,3,3:55.0,L. Dončić makes free throw 1 of 2,,94,91
282,3,3:55.0,,T. Craig enters the game for M. Beasley,94,91
283,3,3:55.0,L. Dončić makes free throw 2 of 2,,95,91
284,3,3:31.0,,J. Hernangómez misses 2-pt jump shot from 5 ft,95,91
285,3,3:29.0,,Offensive rebound by J. Hernangómez,95,91
286,3,3:28.0,,Shooting foul by D. Jordan (drawn by J. Hernangómez),95,91
287,3,3:28.0,,J. Hernangómez makes free throw 1 of 2,95,92
288,3,3:28.0,D. Powell enters the game for D. Jordan,,95,92
289,3,3:28.0,,N. Jokić enters the game for M. Plumlee,95,92
290,3,3:28.0,,J. Hernangómez makes free throw 2 of 2,95,93
291,3,3:11.0,L. Dončić misses 3-pt jump shot from 28 ft,,95,93
292,3,3:08.0,,Defensive rebound by Team,95,93
293,3,3:01.0,,Personal foul by D. Powell (drawn by N. Jokić),95,93
294,3,3:01.0,D. Harris enters the game for H. Barnes,,95,93
295,3,3:01.0,W. Matthews enters the game for L. Dončić,,95,93
296,3,2:54.0,,J. Hernangómez misses 2-pt layup from 2 ft,95,93
297,3,2:54.0,,Offensive rebound by J. Hernangómez,95,93
298,3,2:54.0,,Shooting foul by D. Finney-Smith (drawn by J. Hernangómez),95,93
299,3,2:54.0,,J. Hernangómez makes 2-pt layup at rim,95,95
300,3,2:54.0,,Denver full timeout,95,95
301,3,2:54.0,,J. Hernangómez makes free throw 1 of 1,95,96
302,3,2:38.0,J. Barea misses 3-pt jump shot from 26 ft,,95,96
303,3,2:36.0,,Defensive rebound by M. Morris,95,96
304,3,2:26.0,,Offensive foul by T. Craig (drawn by J. Barea),95,96
305,3,2:26.0,,Turnover by T. Craig (offensive foul),95,96
306,3,2:26.0,,M. Beasley enters the game for T. Craig,95,96
307,3,2:15.0,Turnover by D. Powell (bad pass; steal by M. Beasley),,95,96
308,3,2:06.0,,Personal foul by D. Finney-Smith (drawn by T. Lyles),95,96
309,3,2:06.0,,T. Lyles misses free throw 1 of 2,95,96
310,3,2:06.0,,Offensive rebound by Team,95,96
311,3,2:06.0,,T. Lyles makes free throw 2 of 2,95,97
312,3,1:54.0,W. Matthews misses 2-pt jump shot from 6 ft,,95,97
313,3,1:53.0,,Defensive rebound by N. Jokić,95,97
314,3,1:44.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Morris),95,99
315,3,1:23.0,J. Barea misses 2-pt jump shot from 3 ft,,95,99
316,3,1:22.0,,Defensive rebound by M. Morris,95,99
317,3,1:18.0,,M. Morris makes 2-pt layup from 1 ft,95,101
318,3,1:18.0,Dallas full timeout,,95,101
319,3,1:18.0,,N. Young enters the game for J. Hernangómez,95,101
320,3,1:05.0,D. Harris misses 3-pt jump shot from 23 ft,,95,101
321,3,1:03.0,,Defensive rebound by M. Morris,95,101
322,3,0:56.0,,N. Jokić makes 2-pt jump shot from 3 ft (assist by M. Morris),95,103
323,3,0:47.0,J. Barea misses 2-pt jump shot from 5 ft,,95,103
324,3,0:45.0,,Defensive rebound by N. Jokić,95,103
325,3,0:33.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Beasley),95,105
326,3,0:23.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,95,105
327,3,0:21.0,,Defensive rebound by N. Jokić,95,105
328,3,0:02.0,,Turnover by N. Jokić (out of bounds lost ball),95,105
329,3,0:02.0,,B. Goodwin enters the game for M. Beasley,95,105
330,3,0:02.0,,M. Plumlee enters the game for N. Jokić,95,105
331,3,0:00.0,D. Harris misses 3-pt jump shot from 39 ft,,95,105
332,3,0:00.0,Offensive rebound by Team,,95,105
333,4,11:40.0,D. Finney-Smith makes 2-pt layup from 2 ft,,97,105
334,4,11:26.0,,Shooting foul by D. Jordan (drawn by N. Jokić),97,105
335,4,11:26.0,,N. Jokić makes free throw 1 of 2,97,106
336,4,11:26.0,,N. Jokić makes free throw 2 of 2,97,107
337,4,11:13.0,Shooting foul by N. Young (drawn by D. Jordan),,97,107
338,4,11:13.0,D. Jordan misses free throw 1 of 2,,97,107
339,4,11:13.0,Offensive rebound by Team,,97,107
340,4,11:13.0,D. Jordan makes free throw 2 of 2,,98,107
341,4,11:01.0,,Turnover by M. Beasley (out of bounds lost ball),98,107
342,4,10:51.0,J. Barea misses 2-pt layup from 2 ft,,98,107
343,4,10:49.0,,Defensive rebound by N. Jokić,98,107
344,4,10:46.0,Violation by Team (kicked ball),,98,107
345,4,10:38.0,,N. Young misses 3-pt jump shot from 25 ft,98,107
346,4,10:34.0,Defensive rebound by J. Barea,,98,107
347,4,10:29.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,98,107
348,4,10:25.0,,Defensive rebound by M. Morris,98,107
349,4,10:21.0,,M. Morris misses 2-pt jump shot from 7 ft,98,107
350,4,10:19.0,Defensive rebound by D. Jordan,,98,107
351,4,10:14.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,100,107
352,4,10:02.0,,M. Beasley misses 3-pt jump shot from 24 ft,100,107
353,4,9:59.0,Defensive rebound by D. Jordan,,100,107
354,4,9:47.0,W. Matthews misses 2-pt jump shot from 4 ft,,100,107
355,4,9:47.0,Offensive rebound by Team,,100,107
356,4,9:47.0,,Loose ball foul by T. Lyles (drawn by D. Jordan),100,107
357,4,9:47.0,L. Dončić enters the game for D. Finney-Smith,,100,107
358,4,9:47.0,,J. Murray enters the game for M. Beasley,100,107
359,4,9:47.0,,M. Plumlee enters the game for N. Jokić,100,107
360,4,9:36.0,L. Dončić makes 2-pt jump shot from 6 ft,,102,107
361,4,9:19.0,,Turnover by J. Murray (lost ball; steal by D. Harris),102,107
362,4,9:14.0,D. Jordan makes 2-pt dunk from 1 ft (assist by W. Matthews),,104,107
363,4,9:14.0,,Denver full timeout,104,107
364,4,9:14.0,,T. Craig enters the game for N. Young,104,107
365,4,9:04.0,,T. Lyles misses 3-pt jump shot from 25 ft,104,107
366,4,9:01.0,Defensive rebound by D. Jordan,,104,107
367,4,8:54.0,J. Barea misses 3-pt jump shot from 25 ft,,104,107
368,4,8:50.0,,Defensive rebound by T. Craig,104,107
369,4,8:42.0,,T. Craig misses 3-pt jump shot from 24 ft,104,107
370,4,8:38.0,Defensive rebound by J. Barea,,104,107
371,4,8:25.0,W. Matthews misses 2-pt jump shot from 23 ft,,104,107
372,4,8:22.0,,Defensive rebound by M. Plumlee,104,107
373,4,8:12.0,,Shooting foul by W. Matthews (drawn by T. Lyles),104,107
374,4,8:12.0,Technical foul by W. Matthews,,104,107
375,4,8:12.0,,J. Murray makes technical free throw,104,108
376,4,8:12.0,,T. Lyles makes free throw 1 of 2,104,109
377,4,8:12.0,H. Barnes enters the game for D. Harris,,104,109
378,4,8:12.0,D. Finney-Smith enters the game for W. Matthews,,104,109
379,4,8:12.0,,T. Lyles makes free throw 2 of 2,104,110
380,4,7:56.0,H. Barnes misses 3-pt jump shot from 23 ft,,104,110
381,4,7:54.0,Offensive rebound by D. Jordan,,104,110
