,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
0,1,11:41.0,D. Favors misses 3-pt jump shot from 25 ft,,0,0
1,1,11:36.0,,Defensive rebound by B. Beal,0,0
2,1,11:28.0,,B. Portis misses 3-pt jump shot from 26 ft,0,0
3,1,11:24.0,Defensive rebound by D. Favors,,0,0
4,1,11:11.0,D. Favors makes 2-pt hook shot from 11 ft (assist by R. Rubio),,2,0
5,1,10:54.0,,J. Green makes 2-pt jump shot from 21 ft,2,2
6,1,10:34.0,D. Mitchell misses 2-pt layup from 4 ft,,2,2
7,1,10:29.0,Offensive rebound by R. Gobert,,2,2
8,1,10:29.0,R. Gobert makes 2-pt layup from 1 ft,,4,2
9,1,10:17.0,,Turnover by B. Portis (bad pass; steal by R. Rubio),4,2
10,1,10:14.0,J. Ingles misses 3-pt jump shot from 27 ft,,4,2
11,1,10:10.0,Offensive rebound by R. Gobert,,4,2
12,1,9:59.0,D. Mitchell misses 3-pt jump shot from 29 ft,,4,2
13,1,9:56.0,Offensive rebound by Team,,4,2
14,1,9:46.0,J. Ingles misses 2-pt jump shot from 12 ft,,4,2
15,1,9:42.0,,Defensive rebound by B. Portis,4,2
16,1,9:37.0,,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Ariza),4,4
17,1,9:28.0,R. Rubio makes 2-pt layup from 2 ft,,6,4
18,1,9:17.0,,T. Ariza makes 2-pt layup from 2 ft (assist by T. Satoranský),6,6
19,1,9:03.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,8,6
20,1,9:03.0,Shooting foul by T. Satoranský (drawn by R. Gobert),,8,6
21,1,9:03.0,R. Gobert makes free throw 1 of 1,,9,6
22,1,8:49.0,,T. Ariza makes 2-pt layup from 2 ft,9,8
23,1,8:32.0,D. Favors makes 2-pt dunk at rim (assist by R. Gobert),,11,8
24,1,8:11.0,,J. Green misses 3-pt jump shot from 25 ft,11,8
25,1,8:08.0,,Offensive rebound by T. Satoranský,11,8
26,1,7:57.0,,B. Beal misses 2-pt jump shot from 19 ft,11,8
27,1,7:53.0,Defensive rebound by R. Gobert,,11,8
28,1,7:44.0,R. Rubio makes 2-pt layup from 1 ft,,13,8
29,1,7:44.0,,Washington full timeout,13,8
30,1,7:34.0,,Turnover by B. Beal (bad pass; steal by R. Gobert),13,8
31,1,7:29.0,D. Mitchell misses 2-pt layup from 4 ft,,13,8
32,1,7:28.0,,Defensive rebound by Team,13,8
33,1,7:17.0,,B. Portis misses 2-pt jump shot from 20 ft,13,8
34,1,7:13.0,Defensive rebound by D. Favors,,13,8
35,1,6:55.0,Turnover by R. Rubio (bad pass),,13,8
36,1,6:55.0,J. Crowder enters the game for D. Favors,,13,8
37,1,6:55.0,R. O'Neale enters the game for J. Ingles,,13,8
38,1,6:48.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by T. Satoranský),13,11
39,1,6:22.0,D. Mitchell misses 2-pt jump shot from 16 ft,,13,11
40,1,6:19.0,,Defensive rebound by T. Satoranský,13,11
41,1,6:11.0,,Turnover by B. Portis (lost ball; steal by D. Mitchell),13,11
42,1,6:01.0,R. Rubio misses 2-pt jump shot from 16 ft,,13,11
43,1,5:57.0,,Defensive rebound by J. Green,13,11
44,1,5:52.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Green),13,14
45,1,5:50.0,Utah full timeout,,13,14
46,1,5:38.0,D. Mitchell misses 3-pt jump shot from 27 ft,,13,14
47,1,5:33.0,,Defensive rebound by B. Portis,13,14
48,1,5:14.0,,J. Green misses 3-pt jump shot from 25 ft,13,14
49,1,5:11.0,Defensive rebound by R. Gobert,,13,14
50,1,5:01.0,J. Crowder misses 3-pt jump shot from 25 ft,,13,14
51,1,4:56.0,,Defensive rebound by B. Portis,13,14
52,1,4:41.0,,T. Satoranský misses 2-pt hook shot from 8 ft,13,14
53,1,4:40.0,Defensive rebound by R. Gobert,,13,14
54,1,4:40.0,Personal foul by T. Satoranský (drawn by R. Gobert),,13,14
55,1,4:40.0,K. Korver enters the game for R. Rubio,,13,14
56,1,4:40.0,,T. Brown enters the game for T. Satoranský,13,14
57,1,4:27.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by R. Gobert),,16,14
58,1,4:14.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by B. Beal),16,17
59,1,3:57.0,D. Mitchell makes 2-pt hook shot from 8 ft (assist by J. Crowder),,18,17
60,1,3:44.0,,B. Portis misses 3-pt jump shot from 27 ft,18,17
61,1,3:44.0,Defensive rebound by R. Gobert,,18,17
62,1,3:31.0,J. Crowder makes 2-pt layup from 2 ft (assist by K. Korver),,20,17
63,1,3:17.0,,T. Ariza misses 3-pt jump shot from 26 ft,20,17
64,1,3:17.0,Defensive rebound by Team,,20,17
65,1,2:54.0,J. Crowder misses 3-pt jump shot from 25 ft,,20,17
66,1,2:51.0,,Defensive rebound by B. Portis,20,17
67,1,2:44.0,,Personal foul by R. O'Neale (drawn by B. Beal),20,17
68,1,2:44.0,D. Favors enters the game for R. Gobert,,20,17
69,1,2:44.0,J. Ingles enters the game for D. Mitchell,,20,17
70,1,2:44.0,R. Neto enters the game for R. O'Neale,,20,17
71,1,2:44.0,,T. Bryant enters the game for J. Green,20,17
72,1,2:44.0,,J. Parker enters the game for B. Portis,20,17
73,1,2:38.0,,B. Beal misses 3-pt jump shot from 27 ft,20,17
74,1,2:38.0,,Offensive rebound by Team,20,17
75,1,2:33.0,,B. Beal misses 3-pt jump shot from 26 ft,20,17
76,1,2:32.0,Defensive rebound by Team,,20,17
77,1,2:15.0,J. Ingles makes 2-pt jump shot from 14 ft (assist by R. Neto),,22,17
78,1,2:02.0,,T. Bryant makes 2-pt jump shot from 19 ft (assist by T. Brown),22,19
79,1,1:47.0,J. Ingles misses 3-pt jump shot from 27 ft,,22,19
80,1,1:43.0,Offensive rebound by D. Favors,,22,19
81,1,1:41.0,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Favors),,25,19
82,1,1:22.0,,Shooting foul by J. Ingles (drawn by B. Beal),25,19
83,1,1:22.0,,B. Beal makes free throw 1 of 2,25,20
84,1,1:22.0,,C. Randle enters the game for T. Ariza,25,20
85,1,1:22.0,,B. Beal makes free throw 2 of 2,25,21
86,1,1:13.0,J. Ingles misses 3-pt jump shot from 23 ft,,25,21
87,1,1:08.0,,Defensive rebound by T. Bryant,25,21
88,1,1:08.0,,Personal take foul by J. Ingles (drawn by B. Beal),25,21
89,1,1:08.0,,B. Beal makes free throw 1 of 2,25,22
90,1,1:08.0,,B. Beal misses free throw 2 of 2,25,22
91,1,1:05.0,Defensive rebound by J. Crowder,,25,22
92,1,0:53.0,J. Ingles makes 3-pt jump shot from 27 ft (assist by R. Neto),,28,22
93,1,0:34.0,,Turnover by T. Bryant (step out of bounds),28,22
94,1,0:26.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by J. Crowder),,31,22
95,1,0:05.0,,C. Randle makes 2-pt layup from 4 ft (assist by B. Beal),31,24
96,1,0:00.0,R. Neto misses 3-pt jump shot from 31 ft,,31,24
97,1,0:00.0,Offensive rebound by Team,,31,24
98,2,11:42.0,,J. Parker makes 2-pt layup from 2 ft (assist by C. Randle),31,26
99,2,11:21.0,J. Crowder makes 2-pt jump shot from 9 ft (assist by J. Ingles),,33,26
100,2,11:09.0,,T. Brown misses 2-pt jump shot from 6 ft,33,26
101,2,11:06.0,,Offensive rebound by T. Bryant,33,26
102,2,11:05.0,,T. Bryant misses 2-pt jump shot from 3 ft (block by J. Crowder),33,26
103,2,11:03.0,,Offensive rebound by T. Brown,33,26
104,2,11:01.0,,J. Parker misses 3-pt jump shot from 27 ft,33,26
105,2,10:57.0,Defensive rebound by D. Favors,,33,26
106,2,10:47.0,Personal foul by T. Brown (drawn by D. Favors),,33,26
107,2,10:47.0,Technical foul by S. Brooks,,33,26
108,2,10:47.0,K. Korver makes technical free throw,,34,26
109,2,10:38.0,J. Crowder misses 3-pt jump shot from 28 ft,,34,26
110,2,10:33.0,,Defensive rebound by T. Brown,34,26
111,2,10:22.0,,C. Randle makes 3-pt jump shot from 26 ft (assist by T. Satoranský),34,29
112,2,10:13.0,R. Neto makes 2-pt jump shot from 18 ft,,36,29
113,2,9:55.0,,Turnover by T. Brown (bad pass; steal by J. Ingles),36,29
114,2,9:53.0,R. Neto makes 2-pt layup from 3 ft (assist by J. Ingles),,38,29
115,2,9:53.0,,Washington full timeout,38,29
116,2,9:53.0,G. Niang enters the game for J. Crowder,,38,29
