,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
0,1,11:44.0,Personal foul by S. Ojeleye (drawn by B. Lopez),,0,0
1,1,11:35.0,K. Middleton misses 3-pt jump shot from 25 ft,,0,0
2,1,11:31.0,Offensive rebound by G. Antetokounmpo,,0,0
3,1,11:26.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,0,0
4,1,11:23.0,,Defensive rebound by S. Ojeleye,0,0
5,1,11:13.0,,G. Hayward makes 3-pt jump shot from 27 ft (assist by A. Horford),0,3
6,1,11:01.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by M. Brogdon),,3,3
7,1,10:43.0,,K. Irving makes 2-pt jump shot from 9 ft (assist by J. Tatum),3,5
8,1,10:23.0,M. Brogdon misses 2-pt layup from 2 ft (block by G. Hayward),,3,5
9,1,10:19.0,,Defensive rebound by G. Hayward,3,5
10,1,10:15.0,,G. Hayward makes 2-pt jump shot from 7 ft,3,7
11,1,9:51.0,Turnover by M. Brogdon (back court),,3,7
12,1,9:38.0,,G. Hayward misses 2-pt layup from 5 ft (block by B. Lopez),3,7
13,1,9:35.0,,Offensive rebound by J. Tatum,3,7
14,1,9:33.0,,J. Tatum misses 2-pt jump shot from 18 ft,3,7
15,1,9:33.0,Defensive rebound by B. Lopez,,3,7
16,1,9:14.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,5,7
17,1,9:01.0,,K. Irving misses 3-pt jump shot from 25 ft,5,7
18,1,8:58.0,Defensive rebound by G. Antetokounmpo,,5,7
19,1,8:45.0,Turnover by K. Middleton (discontinued dribble),,5,7
20,1,8:29.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by K. Irving),5,10
21,1,8:12.0,B. Lopez makes 2-pt dunk at rim (assist by E. Bledsoe),,7,10
22,1,7:53.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,7,10
23,1,7:52.0,Defensive rebound by B. Lopez,,7,10
24,1,7:41.0,Personal foul by S. Ojeleye (drawn by G. Antetokounmpo),,7,10
25,1,7:32.0,Turnover by B. Lopez (bad pass; steal by S. Ojeleye),,7,10
26,1,7:28.0,,Turnover by J. Tatum (bad pass),7,10
27,1,7:28.0,E. İlyasova enters the game for M. Brogdon,,7,10
28,1,7:18.0,K. Middleton misses 2-pt jump shot from 20 ft,,7,10
29,1,7:14.0,,Defensive rebound by S. Ojeleye,7,10
30,1,7:07.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),7,13
31,1,6:43.0,,Boston full timeout,7,13
32,1,6:39.0,Turnover by E. Bledsoe (lost ball; steal by S. Ojeleye),,7,13
33,1,6:26.0,,A. Horford misses 3-pt jump shot from 25 ft,7,13
34,1,6:22.0,Defensive rebound by E. İlyasova,,7,13
35,1,6:15.0,K. Middleton misses 3-pt jump shot from 25 ft,,7,13
36,1,6:14.0,,Defensive rebound by S. Ojeleye,7,13
37,1,6:01.0,,J. Tatum misses 3-pt jump shot from 25 ft,7,13
