,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
62,1,4:11.0,M. Belinelli enters the game for B. Forbes,,16,11
63,1,4:11.0,,F. Jackson enters the game for E. Moore,16,11
64,1,4:11.0,,J. Holiday misses free throw 2 of 2,16,11
65,1,4:04.0,,Offensive rebound by J. Okafor,16,11
66,1,4:04.0,,J. Okafor makes 2-pt layup at rim,16,13
67,1,3:52.0,R. Gay makes 2-pt jump shot from 10 ft (assist by D. Cunningham),,18,13
68,1,3:44.0,,J. Okafor makes 2-pt layup from 1 ft (assist by E. Payton),18,15
69,1,3:44.0,,Shooting foul by R. Gay (drawn by J. Okafor),18,15
70,1,3:44.0,P. Mills enters the game for D. White,,18,15
71,1,3:44.0,,J. Okafor makes free throw 1 of 1,18,16
72,1,3:33.0,M. Belinelli misses 2-pt jump shot from 21 ft,,18,16
73,1,3:30.0,,Defensive rebound by J. Holiday,18,16
74,1,3:21.0,,J. Okafor makes 2-pt jump shot from 4 ft,18,18
75,1,3:10.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by M. Belinelli),,20,18
76,1,2:51.0,,J. Okafor makes 2-pt jump shot from 9 ft (assist by D. Miller),20,20
77,1,2:50.0,San Antonio full timeout,,20,20
78,1,2:50.0,B. Forbes enters the game for L. Aldridge,,20,20
79,1,2:50.0,P. Gasol enters the game for R. Gay,,20,20
80,1,2:50.0,,T. Frazier enters the game for E. Payton,20,20
81,1,2:30.0,B. Forbes misses 2-pt layup from 3 ft,,20,20
82,1,2:30.0,Offensive rebound by P. Gasol,,20,20
83,1,2:30.0,Personal foul by F. Jackson (drawn by P. Gasol),,20,20
84,1,2:30.0,,C. Diallo enters the game for J. Okafor,20,20
85,1,2:19.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by P. Mills),,23,20
86,1,2:09.0,,C. Diallo misses 2-pt jump shot from 19 ft,23,20
87,1,2:06.0,Defensive rebound by B. Forbes,,23,20
88,1,1:54.0,P. Mills makes 3-pt jump shot from 23 ft (assist by P. Gasol),,26,20
89,1,1:36.0,,D. Miller misses 3-pt jump shot from 25 ft,26,20
90,1,1:33.0,Defensive rebound by P. Gasol,,26,20
91,1,1:23.0,P. Mills misses 3-pt jump shot from 25 ft,,26,20
92,1,1:20.0,,Defensive rebound by J. Holiday,26,20
93,1,1:05.0,,C. Diallo misses 2-pt layup from 1 ft,26,20
94,1,1:03.0,Defensive rebound by P. Gasol,,26,20
95,1,0:58.0,B. Forbes misses 2-pt layup from 2 ft (block by C. Diallo),,26,20
96,1,0:55.0,,Defensive rebound by T. Frazier,26,20
97,1,0:54.0,,F. Jackson makes 2-pt layup from 1 ft (assist by T. Frazier),26,22
98,1,0:40.0,M. Belinelli makes 2-pt layup from 2 ft (assist by P. Mills),,28,22
99,1,0:30.0,,C. Diallo makes 2-pt layup from 2 ft (assist by J. Holiday),28,24
100,1,0:11.0,P. Gasol misses 3-pt jump shot from 26 ft,,28,24
101,1,0:08.0,,Defensive rebound by J. Holiday,28,24
102,1,0:02.0,,Personal foul by B. Forbes (drawn by J. Holiday),28,24
103,1,0:00.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Miller),28,27
104,2,11:51.0,,F. Jackson makes 2-pt layup from 1 ft (assist by S. Hill),28,29
105,2,11:51.0,,Shooting foul by J. Poeltl (drawn by F. Jackson),28,29
106,2,11:51.0,,F. Jackson makes free throw 1 of 1,28,30
107,2,11:37.0,P. Mills misses 3-pt jump shot from 26 ft,,28,30
108,2,11:33.0,,Defensive rebound by T. Frazier,28,30
109,2,11:24.0,,T. Frazier makes 2-pt jump shot from 19 ft,28,32
110,2,11:23.0,San Antonio full timeout,,28,32
111,2,11:23.0,Q. Pondexter enters the game for D. Cunningham,,28,32
112,2,11:23.0,L. Walker enters the game for B. Forbes,,28,32
113,2,11:11.0,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by M. Belinelli),,31,32
114,2,10:57.0,,D. Miller misses 3-pt jump shot from 24 ft,31,32
115,2,10:55.0,Defensive rebound by M. Belinelli,,31,32
116,2,10:45.0,Q. Pondexter makes 2-pt jump shot from 9 ft (assist by J. Poeltl),,33,32
117,2,10:34.0,,T. Frazier misses 2-pt jump shot from 20 ft,33,32
118,2,10:32.0,Defensive rebound by L. Walker,,33,32
119,2,10:24.0,Shooting foul by T. Frazier (drawn by Q. Pondexter),,33,32
120,2,10:24.0,Q. Pondexter misses free throw 1 of 2,,33,32
121,2,10:24.0,Offensive rebound by Team,,33,32
122,2,10:24.0,Q. Pondexter makes free throw 2 of 2,,34,32
123,2,10:15.0,,F. Jackson misses 2-pt jump shot from 14 ft,34,32
124,2,10:12.0,Defensive rebound by L. Walker,,34,32
125,2,10:07.0,L. Walker makes 2-pt jump shot from 19 ft,,36,32
126,2,9:47.0,,T. Frazier makes 2-pt jump shot from 14 ft,36,34
127,2,9:23.0,Shooting foul by F. Jackson (drawn by J. Poeltl),,36,34
128,2,9:23.0,J. Poeltl makes free throw 1 of 2,,37,34
129,2,9:23.0,,E. Moore enters the game for C. Diallo,37,34
130,2,9:23.0,,J. Okafor enters the game for F. Jackson,37,34
131,2,9:23.0,J. Poeltl misses free throw 2 of 2,,37,34
132,2,9:20.0,,Defensive rebound by D. Miller,37,34
133,2,9:14.0,,D. Miller misses 3-pt jump shot from 25 ft,37,34
134,2,9:12.0,,Offensive rebound by S. Hill,37,34
135,2,9:07.0,,Personal foul by J. Poeltl (drawn by J. Okafor),37,34
136,2,9:07.0,L. Aldridge enters the game for M. Belinelli,,37,34
137,2,9:07.0,R. Gay enters the game for J. Poeltl,,37,34
138,2,9:07.0,,F. Jackson enters the game for D. Miller,37,34
139,2,9:01.0,,E. Moore misses 2-pt jump shot from 8 ft,37,34
140,2,8:59.0,Defensive rebound by R. Gay,,37,34
141,2,8:57.0,Turnover by P. Mills (step out of bounds),,37,34
142,2,8:45.0,,Turnover by E. Moore (bad pass; steal by L. Walker),37,34
143,2,8:38.0,L. Walker makes 2-pt layup from 2 ft,,39,34
144,2,8:23.0,,S. Hill makes 2-pt layup from 3 ft (assist by T. Frazier),39,36
145,2,8:09.0,R. Gay misses 2-pt jump shot from 12 ft,,39,36
146,2,8:07.0,Offensive rebound by R. Gay,,39,36
147,2,8:05.0,L. Aldridge misses 2-pt jump shot from 16 ft,,39,36
148,2,8:05.0,,Defensive rebound by J. Okafor,39,36
149,2,7:57.0,,E. Moore makes 2-pt jump shot from 2 ft (assist by T. Frazier),39,38
150,2,7:48.0,P. Mills makes 3-pt jump shot from 25 ft,,42,38
151,2,7:33.0,,S. Hill makes 3-pt jump shot from 24 ft (assist by F. Jackson),42,41
152,2,7:20.0,Personal foul by T. Frazier (drawn by R. Gay),,42,41
153,2,7:20.0,D. White enters the game for Q. Pondexter,,42,41
154,2,7:20.0,,E. Payton enters the game for T. Frazier,42,41
155,2,7:12.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by D. White),,44,41
156,2,7:01.0,,F. Jackson misses 3-pt jump shot from 25 ft,44,41
157,2,6:58.0,Defensive rebound by L. Aldridge,,44,41
158,2,6:48.0,D. White makes 2-pt layup from 2 ft,,46,41
159,2,6:35.0,,F. Jackson misses 2-pt layup from 6 ft,46,41
160,2,6:35.0,Defensive rebound by P. Mills,,46,41
161,2,6:30.0,Offensive foul by R. Gay (drawn by S. Hill),,46,41
162,2,6:30.0,Turnover by R. Gay (offensive foul),,46,41
163,2,6:30.0,B. Forbes enters the game for P. Mills,,46,41
164,2,6:30.0,,J. Holiday enters the game for F. Jackson,46,41
165,2,6:13.0,,J. Holiday misses 2-pt jump shot from 13 ft,46,41
166,2,6:11.0,Defensive rebound by L. Aldridge,,46,41
167,2,6:04.0,R. Gay makes 2-pt layup from 3 ft,,48,41
168,2,5:54.0,,Shooting foul by L. Walker (drawn by J. Holiday),48,41
169,2,5:54.0,,J. Holiday misses free throw 1 of 2,48,41
170,2,5:54.0,,Offensive rebound by Team,48,41
171,2,5:54.0,,J. Holiday misses free throw 2 of 2,48,41
172,2,5:51.0,Defensive rebound by L. Aldridge,,48,41
173,2,5:37.0,Shooting foul by J. Okafor (drawn by L. Aldridge),,48,41
174,2,5:37.0,L. Aldridge makes free throw 1 of 2,,49,41
175,2,5:37.0,L. Aldridge makes free throw 2 of 2,,50,41
176,2,5:23.0,,Shooting foul by D. White (drawn by J. Holiday),50,41
177,2,5:23.0,,J. Holiday makes free throw 1 of 2,50,42
178,2,5:23.0,,J. Holiday makes free throw 2 of 2,50,43
179,2,5:00.0,L. Walker misses 2-pt jump shot from 20 ft,,50,43
180,2,4:56.0,,Defensive rebound by J. Okafor,50,43
181,2,4:44.0,,E. Payton misses 2-pt jump shot from 10 ft,50,43
182,2,4:41.0,Defensive rebound by R. Gay,,50,43
183,2,4:33.0,L. Aldridge misses 2-pt layup from 4 ft (block by J. Okafor),,50,43
184,2,4:31.0,,Defensive rebound by S. Hill,50,43
185,2,4:28.0,,E. Moore misses 3-pt jump shot from 26 ft,50,43
186,2,4:26.0,Defensive rebound by Team,,50,43
187,2,4:26.0,M. Belinelli enters the game for L. Walker,,50,43
188,2,4:15.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,52,43
189,2,4:04.0,,J. Okafor misses 2-pt jump shot from 9 ft,52,43
190,2,4:04.0,Defensive rebound by R. Gay,,52,43
191,2,3:54.0,Turnover by D. White (lost ball; steal by E. Moore),,52,43
192,2,3:51.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by E. Moore),52,46
193,2,3:49.0,San Antonio full timeout,,52,46
194,2,3:49.0,,D. Miller enters the game for E. Payton,52,46
195,2,3:34.0,L. Aldridge misses 2-pt jump shot from 11 ft,,52,46
196,2,3:31.0,Offensive rebound by D. White,,52,46
197,2,3:22.0,D. White makes 3-pt jump shot from 25 ft,,55,46
198,2,3:04.0,,J. Holiday makes 2-pt jump shot from 20 ft,55,48
199,2,2:52.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,58,48
200,2,2:32.0,,J. Okafor misses 2-pt jump shot from 7 ft,58,48
201,2,2:25.0,,Offensive rebound by J. Okafor,58,48
202,2,2:25.0,,J. Okafor makes 2-pt layup at rim,58,50
203,2,2:13.0,R. Gay misses 3-pt jump shot from 26 ft,,58,50
204,2,2:11.0,,Defensive rebound by Team,58,50
205,2,2:11.0,P. Mills enters the game for B. Forbes,,58,50
206,2,2:11.0,,F. Jackson enters the game for E. Moore,58,50
207,2,1:50.0,,J. Holiday makes 3-pt jump shot from 24 ft,58,53
208,2,1:32.0,R. Gay misses 2-pt layup from 2 ft,,58,53
209,2,1:28.0,,Defensive rebound by J. Okafor,58,53
210,2,1:23.0,,Personal foul by D. White (drawn by J. Holiday),58,53
211,2,1:23.0,,J. Holiday makes free throw 1 of 2,58,54
212,2,1:23.0,,J. Holiday makes free throw 2 of 2,58,55
213,2,1:00.0,M. Belinelli misses 3-pt jump shot from 25 ft,,58,55
214,2,0:58.0,,Defensive rebound by J. Okafor,58,55
215,2,0:50.0,,J. Holiday misses 3-pt jump shot from 25 ft,58,55
216,2,0:48.0,Defensive rebound by P. Mills,,58,55
217,2,0:32.0,R. Gay makes 2-pt jump shot from 19 ft (assist by L. Aldridge),,60,55
218,2,0:15.0,,J. Okafor makes 2-pt layup from 4 ft (assist by F. Jackson),60,57
219,2,0:00.0,R. Gay misses 2-pt layup from 2 ft,,60,57
220,2,0:00.0,Offensive rebound by Team,,60,57
221,3,11:40.0,,J. Okafor makes 2-pt jump shot from 9 ft,60,59
222,3,11:24.0,L. Aldridge makes 2-pt hook shot from 8 ft,,62,59
223,3,11:01.0,,Turnover by E. Moore (bad pass; steal by P. Gasol),62,59
224,3,10:56.0,R. Gay makes 3-pt jump shot from 25 ft (assist by B. Forbes),,65,59
225,3,10:38.0,,J. Holiday misses 2-pt jump shot from 7 ft,65,59
226,3,10:36.0,Defensive rebound by P. Gasol,,65,59
227,3,10:31.0,B. Forbes misses 3-pt jump shot from 25 ft,,65,59
228,3,10:27.0,,Defensive rebound by S. Hill,65,59
229,3,10:16.0,,J. Holiday misses 2-pt jump shot from 4 ft,65,59
230,3,10:14.0,Defensive rebound by P. Gasol,,65,59
231,3,10:05.0,D. White misses 2-pt jump shot from 17 ft,,65,59
232,3,10:02.0,,Defensive rebound by E. Payton,65,59
233,3,9:56.0,,E. Payton makes 2-pt layup from 2 ft,65,61
234,3,9:41.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by R. Gay),,68,61
235,3,9:41.0,Shooting foul by S. Hill (drawn by B. Forbes),,68,61
236,3,9:41.0,B. Forbes makes free throw 1 of 1,,69,61
237,3,9:22.0,,J. Holiday misses 2-pt jump shot from 12 ft,69,61
238,3,9:21.0,Defensive rebound by L. Aldridge,,69,61
239,3,9:17.0,B. Forbes misses 3-pt jump shot from 26 ft,,69,61
240,3,9:15.0,,Defensive rebound by J. Okafor,69,61
241,3,9:03.0,,E. Payton misses 2-pt jump shot from 11 ft,69,61
242,3,8:58.0,Defensive rebound by L. Aldridge,,69,61
243,3,8:53.0,Shooting foul by S. Hill (drawn by R. Gay),,69,61
244,3,8:53.0,R. Gay makes free throw 1 of 2,,70,61
245,3,8:53.0,R. Gay makes free throw 2 of 2,,71,61
246,3,8:46.0,,New Orleans full timeout,71,61
247,3,8:46.0,,F. Jackson enters the game for S. Hill,71,61
248,3,8:46.0,,D. Miller enters the game for E. Payton,71,61
249,3,8:39.0,,J. Holiday misses 2-pt jump shot from 4 ft (block by D. White),71,61
250,3,8:36.0,,Offensive rebound by J. Holiday,71,61
251,3,8:29.0,,F. Jackson misses 2-pt layup from 5 ft,71,61
252,3,8:29.0,Defensive rebound by L. Aldridge,,71,61
253,3,8:21.0,Personal foul by D. Miller (drawn by L. Aldridge),,71,61
254,3,8:21.0,D. Cunningham enters the game for P. Gasol,,71,61
255,3,8:13.0,D. White misses 3-pt jump shot from 26 ft,,71,61
256,3,8:08.0,,Defensive rebound by E. Moore,71,61
257,3,7:58.0,,Turnover by E. Moore (out of bounds lost ball),71,61
258,3,7:44.0,Shooting foul by F. Jackson (drawn by R. Gay),,71,61
259,3,7:44.0,R. Gay makes free throw 1 of 2,,72,61
260,3,7:44.0,,I. Clark enters the game for E. Moore,72,61
261,3,7:44.0,R. Gay makes free throw 2 of 2,,73,61
262,3,7:35.0,,Shooting foul by R. Gay (drawn by J. Holiday),73,61
263,3,7:35.0,,J. Holiday makes free throw 1 of 2,73,62
264,3,7:35.0,,J. Holiday makes free throw 2 of 2,73,63
265,3,7:18.0,D. White makes 2-pt layup from 2 ft (assist by R. Gay),,75,63
266,3,7:01.0,,D. Miller misses 3-pt jump shot from 26 ft (block by R. Gay),75,63
267,3,6:59.0,Defensive rebound by L. Aldridge,,75,63
268,3,6:59.0,Shooting foul by D. Miller (drawn by R. Gay),,75,63
269,3,6:59.0,R. Gay makes free throw 1 of 2,,76,63
270,3,6:59.0,R. Gay makes free throw 2 of 2,,77,63
271,3,6:36.0,,Shooting foul by L. Aldridge (drawn by J. Okafor),77,63
272,3,6:36.0,,J. Okafor makes free throw 1 of 2,77,64
273,3,6:36.0,,J. Okafor makes free throw 2 of 2,77,65
274,3,6:22.0,R. Gay misses 2-pt layup from 6 ft,,77,65
275,3,6:20.0,Offensive rebound by L. Aldridge,,77,65
276,3,6:19.0,L. Aldridge misses 2-pt layup from 2 ft,,77,65
277,3,6:19.0,,Defensive rebound by D. Miller,77,65
278,3,6:08.0,,Turnover by J. Holiday (lost ball; steal by D. White),77,65
279,3,6:00.0,R. Gay makes 2-pt jump shot from 11 ft,,79,65
280,3,5:41.0,,J. Holiday makes 2-pt jump shot from 11 ft,79,67
281,3,5:30.0,D. White misses 2-pt layup from 2 ft (block by J. Okafor),,79,67
282,3,5:26.0,Offensive rebound by D. White,,79,67
283,3,5:25.0,D. White makes 2-pt layup from 1 ft,,81,67
284,3,5:16.0,,I. Clark makes 2-pt jump shot from 10 ft,81,69
285,3,4:54.0,Turnover by L. Aldridge (lost ball; steal by F. Jackson),,81,69
286,3,4:51.0,,Shooting foul by D. White (drawn by F. Jackson),81,69
287,3,4:51.0,,F. Jackson misses free throw 1 of 2,81,69
288,3,4:51.0,,Offensive rebound by Team,81,69
289,3,4:51.0,M. Belinelli enters the game for B. Forbes,,81,69
290,3,4:51.0,P. Mills enters the game for D. White,,81,69
291,3,4:51.0,,F. Jackson misses free throw 2 of 2,81,69
292,3,4:48.0,Defensive rebound by L. Aldridge,,81,69
293,3,4:29.0,L. Aldridge makes 2-pt layup from 2 ft,,83,69
294,3,4:14.0,,J. Holiday misses 2-pt layup from 2 ft,83,69
295,3,4:14.0,Defensive rebound by Team,,83,69
296,3,4:00.0,L. Aldridge makes 2-pt jump shot from 14 ft (assist by P. Mills),,85,69
297,3,3:46.0,,D. Miller makes 3-pt jump shot from 26 ft (assist by F. Jackson),85,72
298,3,3:39.0,San Antonio full timeout,,85,72
299,3,3:39.0,B. Forbes enters the game for R. Gay,,85,72
300,3,3:39.0,,C. Diallo enters the game for I. Clark,85,72
301,3,3:39.0,,S. Hill enters the game for F. Jackson,85,72
302,3,3:39.0,,E. Payton enters the game for J. Okafor,85,72
303,3,3:27.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by D. Cunningham),,87,72
304,3,3:01.0,,Shooting foul by B. Forbes (drawn by J. Holiday),87,72
305,3,3:01.0,,J. Holiday makes free throw 1 of 2,87,73
306,3,3:01.0,,J. Holiday misses free throw 2 of 2,87,73
307,3,2:58.0,Defensive rebound by L. Aldridge,,87,73
308,3,2:45.0,L. Aldridge makes 2-pt jump shot from 15 ft,,89,73
309,3,2:29.0,,D. Miller misses 2-pt jump shot from 10 ft,89,73
310,3,2:28.0,,Offensive rebound by Team,89,73
311,3,2:18.0,,C. Diallo makes 2-pt layup from 1 ft (assist by D. Miller),89,75
312,3,2:07.0,Shooting foul by C. Diallo (drawn by L. Aldridge),,89,75
313,3,2:07.0,L. Aldridge makes free throw 1 of 2,,90,75
314,3,2:07.0,L. Aldridge makes free throw 2 of 2,,91,75
315,3,1:54.0,,J. Holiday misses 2-pt jump shot from 23 ft,91,75
316,3,1:50.0,Defensive rebound by L. Aldridge,,91,75
317,3,1:45.0,B. Forbes makes 2-pt jump shot from 18 ft,,93,75
318,3,1:32.0,,J. Holiday makes 2-pt layup from 1 ft (assist by S. Hill),93,77
319,3,1:15.0,L. Aldridge misses 2-pt jump shot from 20 ft,,93,77
320,3,1:10.0,,Defensive rebound by J. Holiday,93,77
321,3,1:03.0,,Shooting foul by D. Cunningham (drawn by D. Miller),93,77
322,3,1:03.0,,D. Miller makes free throw 1 of 3,93,78
323,3,1:03.0,,D. Miller makes free throw 2 of 3,93,79
324,3,1:03.0,P. Gasol enters the game for L. Aldridge,,93,79
325,3,1:03.0,,D. Miller makes free throw 3 of 3,93,80
326,3,0:50.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by P. Gasol),,95,80
327,3,0:44.0,,D. Miller makes 3-pt jump shot from 29 ft (assist by E. Payton),95,83
328,3,0:33.0,P. Mills misses 3-pt jump shot from 25 ft,,95,83
329,3,0:30.0,Offensive rebound by D. Cunningham,,95,83
330,3,0:30.0,Shooting foul by S. Hill (drawn by D. Cunningham),,95,83
331,3,0:30.0,D. Cunningham misses free throw 1 of 2,,95,83
332,3,0:30.0,Offensive rebound by Team,,95,83
333,3,0:30.0,D. Cunningham makes free throw 2 of 2,,96,83
334,3,0:05.0,,J. Holiday makes 2-pt jump shot from 5 ft,96,85
335,3,0:00.0,B. Forbes misses 2-pt jump shot from 16 ft,,96,85
336,3,0:00.0,Offensive rebound by Team,,96,85
337,4,11:42.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),,99,85
338,4,11:42.0,Shooting foul by D. Miller (drawn by M. Belinelli),,99,85
339,4,11:42.0,R. Gay enters the game for D. Cunningham,,99,85
340,4,11:42.0,M. Belinelli makes free throw 1 of 1,,100,85
341,4,11:30.0,,D. Miller makes 2-pt jump shot from 16 ft (assist by E. Payton),100,87
342,4,11:17.0,R. Gay makes 3-pt jump shot from 25 ft (assist by P. Mills),,103,87
343,4,10:58.0,,D. Miller misses 2-pt jump shot from 14 ft,103,87
344,4,10:55.0,Defensive rebound by P. Mills,,103,87
345,4,10:42.0,P. Gasol makes 2-pt hook shot from 7 ft (assist by R. Gay),,105,87
346,4,10:35.0,,New Orleans full timeout,105,87
347,4,10:35.0,D. White enters the game for P. Mills,,105,87
348,4,10:35.0,,J. Holiday enters the game for D. Miller,105,87
349,4,10:31.0,,J. Holiday makes 2-pt jump shot from 14 ft,105,89
350,4,10:16.0,D. White misses 3-pt jump shot from 25 ft,,105,89
351,4,10:16.0,,Defensive rebound by F. Jackson,105,89
352,4,10:07.0,,F. Jackson makes 3-pt jump shot from 26 ft,105,92
353,4,9:53.0,P. Gasol makes 2-pt layup from 3 ft (assist by M. Belinelli),,107,92
354,4,9:36.0,,F. Jackson misses 2-pt jump shot from 7 ft,107,92
355,4,9:36.0,Defensive rebound by R. Gay,,107,92
356,4,9:22.0,M. Belinelli misses 2-pt layup from 2 ft,,107,92
357,4,9:20.0,,Defensive rebound by J. Okafor,107,92
358,4,9:16.0,,S. Hill misses 3-pt jump shot from 24 ft,107,92
359,4,9:12.0,Defensive rebound by R. Gay,,107,92
360,4,9:10.0,Shooting foul by J. Okafor (drawn by R. Gay),,107,92
361,4,9:10.0,R. Gay makes free throw 1 of 2,,108,92
362,4,9:10.0,Violation by Team (delay of game),,108,92
363,4,9:10.0,R. Gay makes free throw 2 of 2,,109,92
364,4,8:55.0,,E. Payton misses 2-pt jump shot from 5 ft,109,92
365,4,8:50.0,,Offensive rebound by S. Hill,109,92
366,4,8:50.0,,S. Hill makes 2-pt layup from 1 ft,109,94
367,4,8:42.0,B. Forbes makes 2-pt layup from 2 ft,,111,94
368,4,8:36.0,,Turnover by S. Hill (bad pass; steal by R. Gay),111,94
369,4,8:30.0,B. Forbes misses 2-pt layup from 3 ft,,111,94
370,4,8:28.0,,Defensive rebound by J. Okafor,111,94
371,4,8:24.0,,E. Payton misses 2-pt jump shot from 2 ft,111,94
372,4,8:18.0,Defensive rebound by R. Gay,,111,94
373,4,8:17.0,San Antonio full timeout,,111,94
374,4,8:17.0,L. Walker enters the game for B. Forbes,,111,94
375,4,8:17.0,,T. Frazier enters the game for E. Payton,111,94
376,4,8:13.0,M. Belinelli misses 2-pt jump shot from 15 ft,,111,94
377,4,8:09.0,,Defensive rebound by J. Holiday,111,94
378,4,8:04.0,,F. Jackson misses 3-pt jump shot from 25 ft,111,94
379,4,8:01.0,Defensive rebound by L. Walker,,111,94
380,4,7:48.0,P. Gasol makes 2-pt dunk at rim (assist by M. Belinelli),,113,94
381,4,7:32.0,,J. Holiday misses 2-pt jump shot from 11 ft,113,94
382,4,7:32.0,,Offensive rebound by J. Okafor,113,94
383,4,7:24.0,,J. Okafor makes 2-pt jump shot from 8 ft (assist by S. Hill),113,96
