,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,LA LAKERS_ACTION,PHILADELPHIA_SCORE,LA LAKERS_SCORE
36,1,7:45.0,,M. Beasley misses 2-pt layup from 1 ft,16,4
37,1,7:45.0,,Offensive rebound by M. Beasley,16,4
38,1,7:41.0,,M. Beasley makes 2-pt layup from 1 ft,16,6
39,1,7:39.0,J. Redick misses 3-pt jump shot from 26 ft,,16,6
40,1,7:39.0,,Defensive rebound by R. Rondo,16,6
41,1,7:24.0,,I. Zubac misses 2-pt jump shot from 4 ft,16,6
42,1,7:20.0,Defensive rebound by J. Embiid,,16,6
43,1,7:13.0,B. Simmons misses 2-pt dunk from 1 ft,,16,6
44,1,7:10.0,,Defensive rebound by M. Beasley,16,6
45,1,7:08.0,,B. Ingram makes 2-pt layup from 1 ft (assist by R. Rondo),16,8
46,1,6:59.0,J. Embiid misses 3-pt jump shot from 25 ft,,16,8
47,1,6:56.0,,Defensive rebound by M. Beasley,16,8
48,1,6:55.0,,Turnover by M. Beasley (bad pass; steal by J. Butler),16,8
49,1,6:51.0,J. Butler makes 2-pt jump shot from 14 ft,,18,8
50,1,6:38.0,,Personal foul by B. Simmons (drawn by B. Ingram),18,8
51,1,6:38.0,T. McConnell enters the game for W. Chandler,,18,8
52,1,6:38.0,M. Muscala enters the game for J. Embiid,,18,8
53,1,6:38.0,L. Shamet enters the game for J. Redick,,18,8
54,1,6:38.0,,L. Stephenson enters the game for M. Beasley,18,8
55,1,6:34.0,,Turnover by B. Ingram (bad pass; steal by T. McConnell),18,8
56,1,6:31.0,J. Butler makes 2-pt dunk from 2 ft (assist by T. McConnell),,20,8
57,1,6:19.0,,L. Stephenson makes 3-pt jump shot from 26 ft (assist by B. Ingram),20,11
58,1,6:17.0,Philadelphia full timeout,,20,11
59,1,6:07.0,Turnover by B. Simmons (bad pass),,20,11
60,1,5:56.0,,Turnover by L. Stephenson (bad pass; steal by B. Simmons),20,11
61,1,5:51.0,Shooting foul by I. Zubac (drawn by J. Butler),,20,11
62,1,5:51.0,J. Butler misses free throw 1 of 2,,20,11
63,1,5:51.0,Offensive rebound by Team,,20,11
64,1,5:51.0,,J. McGee enters the game for I. Zubac,20,11
65,1,5:51.0,J. Butler makes free throw 2 of 2,,21,11
66,1,5:39.0,,L. Stephenson misses 2-pt jump shot from 18 ft,21,11
67,1,5:36.0,Defensive rebound by L. Shamet,,21,11
68,1,5:32.0,J. Butler makes 2-pt dunk from 1 ft (assist by T. McConnell),,23,11
69,1,5:21.0,,L. Stephenson misses 2-pt layup from 2 ft (block by J. Butler),23,11
70,1,5:18.0,Defensive rebound by T. McConnell,,23,11
71,1,5:16.0,B. Simmons makes 2-pt layup from 1 ft (assist by T. McConnell),,25,11
72,1,5:06.0,,Turnover by B. Ingram (bad pass; steal by T. McConnell),25,11
73,1,5:03.0,T. McConnell makes 2-pt layup from 2 ft,,27,11
74,1,5:03.0,Shooting foul by R. Rondo (drawn by T. McConnell),,27,11
75,1,5:03.0,,LA Lakers full timeout,27,11
76,1,5:03.0,C. Brewer enters the game for J. Butler,,27,11
77,1,5:03.0,,J. Hart enters the game for K. Caldwell-Pope,27,11
78,1,5:03.0,,S. Mykhailiuk enters the game for B. Ingram,27,11
79,1,5:03.0,T. McConnell misses free throw 1 of 1,,27,11
80,1,5:01.0,,Defensive rebound by J. McGee,27,11
81,1,4:47.0,,Turnover by J. McGee (bad pass; steal by B. Simmons),27,11
82,1,4:33.0,T. McConnell misses 3-pt jump shot from 25 ft,,27,11
83,1,4:28.0,,Defensive rebound by J. McGee,27,11
84,1,4:22.0,,Shooting foul by M. Muscala (drawn by L. Stephenson),27,11
85,1,4:22.0,,L. Stephenson makes free throw 1 of 2,27,12
86,1,4:22.0,,L. Stephenson makes free throw 2 of 2,27,13
87,1,4:14.0,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),,29,13
88,1,3:54.0,,J. Hart misses 3-pt jump shot from 24 ft,29,13
89,1,3:50.0,,Offensive rebound by J. McGee,29,13
90,1,3:42.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,29,13
91,1,3:38.0,Defensive rebound by B. Simmons,,29,13
92,1,3:34.0,C. Brewer misses 2-pt jump shot from 1 ft,,29,13
93,1,3:30.0,,Defensive rebound by J. McGee,29,13
94,1,3:25.0,,S. Mykhailiuk makes 2-pt layup from 1 ft (assist by R. Rondo),29,15
95,1,3:12.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by T. McConnell),,32,15
96,1,2:53.0,,J. McGee misses 2-pt hook shot from 6 ft,32,15
97,1,2:51.0,,Offensive rebound by S. Mykhailiuk,32,15
98,1,2:43.0,,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),32,17
99,1,2:35.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by B. Simmons),,35,17
100,1,2:22.0,,L. Stephenson misses 3-pt jump shot from 25 ft,35,17
101,1,2:19.0,Defensive rebound by M. Muscala,,35,17
102,1,2:15.0,T. McConnell misses 2-pt jump shot from 4 ft (block by J. McGee),,35,17
103,1,2:15.0,Offensive rebound by Team,,35,17
104,1,2:15.0,J. Butler enters the game for T. McConnell,,35,17
105,1,2:15.0,W. Chandler enters the game for M. Muscala,,35,17
106,1,2:15.0,J. Embiid enters the game for L. Shamet,,35,17
107,1,2:15.0,J. Redick enters the game for B. Simmons,,35,17
108,1,2:15.0,,T. Chandler enters the game for J. McGee,35,17
109,1,2:15.0,,B. Ingram enters the game for R. Rondo,35,17
110,1,2:04.0,J. Redick misses 3-pt jump shot from 23 ft,,35,17
111,1,1:59.0,,Defensive rebound by J. Hart,35,17
112,1,1:45.0,,Turnover by L. Stephenson (out of bounds lost ball),35,17
113,1,1:32.0,C. Brewer misses 3-pt jump shot from 26 ft,,35,17
114,1,1:27.0,Offensive rebound by J. Butler,,35,17
115,1,1:26.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Butler),,38,17
116,1,1:11.0,,B. Ingram makes 2-pt jump shot from 18 ft,38,19
117,1,0:53.0,J. Redick misses 2-pt jump shot from 21 ft,,38,19
118,1,0:50.0,,Defensive rebound by L. Stephenson,38,19
119,1,0:44.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,38,19
120,1,0:40.0,Defensive rebound by W. Chandler,,38,19
121,1,0:35.0,Shooting foul by T. Chandler (drawn by J. Embiid),,38,19
122,1,0:35.0,J. Embiid makes free throw 1 of 2,,39,19
123,1,0:35.0,J. Embiid misses free throw 2 of 2,,39,19
124,1,0:33.0,,Defensive rebound by B. Ingram,39,19
125,1,0:30.0,,Personal foul by C. Brewer (drawn by B. Ingram),39,19
126,1,0:26.0,,B. Ingram misses 2-pt jump shot from 18 ft,39,19
127,1,0:23.0,Defensive rebound by C. Brewer,,39,19
128,1,0:04.0,Turnover by W. Chandler (traveling),,39,19
129,1,0:01.0,,Personal foul by J. Redick (drawn by B. Ingram),39,19
130,1,0:01.0,,B. Ingram makes free throw 1 of 2,39,20
131,1,0:01.0,,B. Ingram misses free throw 2 of 2,39,20
132,1,0:01.0,,Offensive rebound by J. Hart,39,20
133,1,0:00.0,,J. Hart misses 2-pt jump shot from 17 ft,39,20
134,1,0:00.0,,Offensive rebound by Team,39,20
135,2,11:40.0,J. Embiid makes 2-pt jump shot from 13 ft,,41,20
136,2,11:24.0,,Turnover by J. Hart (bad pass; steal by J. Butler),41,20
137,2,11:19.0,Shooting foul by L. Stephenson (drawn by J. Embiid),,41,20
138,2,11:19.0,J. Embiid makes free throw 1 of 2,,42,20
139,2,11:19.0,J. Embiid makes free throw 2 of 2,,43,20
140,2,11:12.0,,L. Stephenson misses 3-pt jump shot from 26 ft,43,20
141,2,11:08.0,Defensive rebound by J. Embiid,,43,20
142,2,10:51.0,Turnover by J. Embiid (bad pass; steal by S. Mykhailiuk),,43,20
143,2,10:44.0,,L. Stephenson misses 2-pt layup from 2 ft,43,20
144,2,10:42.0,Defensive rebound by J. Butler,,43,20
145,2,10:38.0,W. Chandler misses 3-pt jump shot from 23 ft,,43,20
146,2,10:33.0,,Defensive rebound by L. Stephenson,43,20
147,2,10:23.0,,Turnover by B. Ingram (bad pass; steal by W. Chandler),43,20
148,2,10:12.0,J. Embiid misses 3-pt jump shot from 25 ft,,43,20
149,2,10:09.0,,Defensive rebound by L. Stephenson,43,20
150,2,10:09.0,T. McConnell enters the game for J. Butler,,43,20
151,2,10:09.0,L. Shamet enters the game for J. Redick,,43,20
152,2,10:09.0,,J. McGee enters the game for T. Chandler,43,20
153,2,10:09.0,,R. Rondo enters the game for L. Stephenson,43,20
154,2,9:45.0,,J. McGee misses 2-pt layup from 2 ft,43,20
155,2,9:41.0,,Offensive rebound by J. McGee,43,20
156,2,9:41.0,,J. McGee makes 2-pt layup from 1 ft,43,22
157,2,9:22.0,J. Embiid misses 2-pt layup from 6 ft,,43,22
158,2,9:16.0,Offensive rebound by J. Embiid,,43,22
159,2,9:16.0,J. Embiid makes 2-pt layup at rim,,45,22
160,2,9:07.0,,J. McGee misses 2-pt jump shot from 15 ft,45,22
161,2,9:04.0,Defensive rebound by T. McConnell,,45,22
162,2,8:52.0,Turnover by W. Chandler (lost ball; steal by R. Rondo),,45,22
163,2,8:44.0,,J. Hart makes 2-pt layup from 2 ft (assist by S. Mykhailiuk),45,24
164,2,8:32.0,L. Shamet misses 2-pt jump shot from 22 ft,,45,24
165,2,8:28.0,,Defensive rebound by S. Mykhailiuk,45,24
166,2,8:21.0,,R. Rondo misses 2-pt layup from 3 ft,45,24
167,2,8:17.0,Defensive rebound by J. Embiid,,45,24
168,2,8:14.0,L. Shamet makes 3-pt jump shot from 24 ft (assist by J. Embiid),,48,24
169,2,7:59.0,,B. Ingram makes 2-pt jump shot from 12 ft,48,26
170,2,7:58.0,Philadelphia full timeout,,48,26
171,2,7:58.0,C. Brewer enters the game for W. Chandler,,48,26
172,2,7:58.0,B. Simmons enters the game for J. Embiid,,48,26
173,2,7:44.0,B. Simmons misses 2-pt layup from 4 ft,,48,26
174,2,7:41.0,Offensive rebound by B. Simmons,,48,26
175,2,7:40.0,M. Muscala misses 3-pt jump shot from 23 ft,,48,26
176,2,7:37.0,,Defensive rebound by J. McGee,48,26
177,2,7:33.0,,J. Hart makes 2-pt layup from 1 ft (assist by R. Rondo),48,28
178,2,7:18.0,L. Shamet misses 3-pt jump shot from 26 ft,,48,28
179,2,7:12.0,Offensive rebound by T. McConnell,,48,28
180,2,7:12.0,Personal foul by S. Mykhailiuk (drawn by T. McConnell),,48,28
181,2,7:12.0,J. Redick enters the game for L. Shamet,,48,28
182,2,7:04.0,M. Muscala misses 2-pt jump shot from 22 ft,,48,28
183,2,6:59.0,,Defensive rebound by R. Rondo,48,28
184,2,6:54.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by R. Rondo),48,30
185,2,6:33.0,M. Muscala misses 2-pt layup from 2 ft (block by J. Hart),,48,30
186,2,6:32.0,Offensive rebound by Team,,48,30
187,2,6:26.0,T. McConnell misses 3-pt jump shot from 27 ft,,48,30
188,2,6:24.0,,Defensive rebound by S. Mykhailiuk,48,30
189,2,6:23.0,,B. Ingram makes 2-pt dunk at rim (assist by S. Mykhailiuk),48,32
190,2,6:07.0,T. McConnell misses 2-pt jump shot from 11 ft,,48,32
191,2,6:04.0,,Defensive rebound by R. Rondo,48,32
192,2,6:00.0,,S. Mykhailiuk makes 2-pt dunk from 1 ft (assist by R. Rondo),48,34
193,2,5:38.0,J. Redick misses 3-pt jump shot from 28 ft,,48,34
194,2,5:34.0,,Defensive rebound by J. McGee,48,34
195,2,5:33.0,,Turnover by J. McGee (bad pass; steal by J. Redick),48,34
196,2,5:28.0,J. Redick misses 2-pt jump shot from 11 ft,,48,34
197,2,5:27.0,,Defensive rebound by R. Rondo,48,34
198,2,5:25.0,,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by R. Rondo),48,37
199,2,5:09.0,J. Redick misses 2-pt jump shot from 22 ft,,48,37
200,2,5:06.0,Offensive rebound by B. Simmons,,48,37
201,2,5:05.0,B. Simmons misses 2-pt layup from 1 ft (block by J. Hart),,48,37
202,2,5:05.0,,Defensive rebound by J. Hart,48,37
203,2,4:59.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by R. Rondo),48,39
204,2,4:59.0,,Shooting foul by C. Brewer (drawn by B. Ingram),48,39
205,2,4:59.0,Philadelphia full timeout,,48,39
206,2,4:59.0,W. Chandler enters the game for T. McConnell,,48,39
207,2,4:59.0,J. Embiid enters the game for M. Muscala,,48,39
208,2,4:59.0,,B. Ingram makes free throw 1 of 1,48,40
209,2,4:38.0,Turnover by B. Simmons (bad pass; steal by J. McGee),,48,40
210,2,4:32.0,,Turnover by J. Hart (bad pass; steal by W. Chandler),48,40
211,2,4:25.0,W. Chandler makes 3-pt jump shot from 27 ft (assist by B. Simmons),,51,40
212,2,4:19.0,,Turnover by R. Rondo (lost ball; steal by C. Brewer),51,40
213,2,4:14.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by C. Brewer),,54,40
214,2,3:59.0,,S. Mykhailiuk misses 2-pt jump shot from 18 ft,54,40
215,2,3:52.0,,Offensive rebound by J. McGee,54,40
216,2,3:52.0,,J. McGee misses 2-pt layup from 1 ft,54,40
217,2,3:51.0,Defensive rebound by J. Embiid,,54,40
218,2,3:37.0,B. Simmons misses 2-pt hook shot from 8 ft,,54,40
219,2,3:35.0,,Defensive rebound by J. McGee,54,40
220,2,3:28.0,,R. Rondo makes 3-pt jump shot from 26 ft,54,43
221,2,3:11.0,Personal foul by J. Hart (drawn by B. Simmons),,54,43
222,2,3:11.0,J. Butler enters the game for C. Brewer,,54,43
223,2,3:11.0,,K. Caldwell-Pope enters the game for S. Mykhailiuk,54,43
224,2,3:09.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by J. Butler),,57,43
225,2,2:52.0,,J. McGee makes 2-pt layup from 1 ft (assist by B. Ingram),57,45
226,2,2:40.0,W. Chandler misses 3-pt jump shot from 27 ft,,57,45
227,2,2:37.0,,Defensive rebound by J. McGee,57,45
228,2,2:26.0,,Turnover by R. Rondo (bad pass),57,45
229,2,2:11.0,Turnover by J. Butler (out of bounds lost ball),,57,45
230,2,1:49.0,,B. Ingram makes 2-pt jump shot from 9 ft,57,47
231,2,1:35.0,W. Chandler misses 3-pt jump shot from 23 ft,,57,47
232,2,1:32.0,,Defensive rebound by B. Ingram,57,47
233,2,1:25.0,,J. Hart misses 3-pt jump shot from 24 ft,57,47
234,2,1:20.0,Defensive rebound by B. Simmons,,57,47
235,2,1:17.0,J. Embiid misses 3-pt jump shot from 30 ft,,57,47
236,2,1:13.0,Offensive rebound by J. Butler,,57,47
237,2,1:03.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),,60,47
238,2,0:47.0,,Personal foul by J. Redick (drawn by K. Caldwell-Pope),60,47
239,2,0:46.0,,J. McGee makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),60,49
240,2,0:37.0,Shooting foul by J. McGee (drawn by J. Embiid),,60,49
241,2,0:37.0,J. Embiid makes free throw 1 of 2,,61,49
242,2,0:37.0,J. Embiid makes free throw 2 of 2,,62,49
243,2,0:29.0,,B. Ingram makes 2-pt dunk from 2 ft (assist by R. Rondo),62,51
244,2,0:09.0,Turnover by J. Embiid (lost ball; steal by K. Caldwell-Pope),,62,51
245,2,0:06.0,,B. Ingram makes 2-pt dunk from 1 ft,62,53
246,2,0:05.0,Personal foul by J. Hart (drawn by J. Butler),,62,53
247,2,0:05.0,J. Butler makes free throw 1 of 2,,63,53
248,2,0:05.0,,S. Mykhailiuk enters the game for J. Hart,63,53
249,2,0:05.0,J. Butler makes free throw 2 of 2,,64,53
250,2,0:00.0,,R. Rondo misses 2-pt layup from 1 ft,64,53
251,2,0:00.0,,Offensive rebound by Team,64,53
252,3,11:45.0,Shooting foul by I. Zubac (drawn by J. Embiid),,64,53
253,3,11:45.0,J. Embiid makes free throw 1 of 2,,65,53
254,3,11:45.0,J. Embiid makes free throw 2 of 2,,66,53
255,3,11:30.0,,M. Beasley makes 2-pt hook shot from 4 ft,66,55
256,3,11:13.0,W. Chandler misses 3-pt jump shot from 26 ft,,66,55
257,3,11:09.0,,Defensive rebound by K. Caldwell-Pope,66,55
258,3,11:01.0,,K. Caldwell-Pope makes 2-pt jump shot from 10 ft,66,57
259,3,10:46.0,J. Redick makes 2-pt jump shot from 7 ft (assist by J. Embiid),,68,57
260,3,10:24.0,,M. Beasley misses 2-pt jump shot from 10 ft (block by W. Chandler),68,57
261,3,10:21.0,,Offensive rebound by I. Zubac,68,57
262,3,10:20.0,,B. Ingram makes 2-pt jump shot from 16 ft (assist by I. Zubac),68,59
263,3,10:05.0,B. Simmons makes 2-pt hook shot from 3 ft,,70,59
264,3,9:53.0,,I. Zubac misses 2-pt hook shot from 3 ft,70,59
265,3,9:50.0,Defensive rebound by J. Embiid,,70,59
266,3,9:46.0,B. Simmons makes 2-pt hook shot from 5 ft (assist by W. Chandler),,72,59
267,3,9:22.0,,B. Ingram makes 2-pt jump shot from 17 ft,72,61
268,3,9:04.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),,75,61
269,3,8:52.0,,Flagrant foul type 1 by J. Embiid (drawn by I. Zubac),75,61
270,3,8:52.0,,I. Zubac misses flagrant free throw 1 of 2,75,61
271,3,8:52.0,,Offensive rebound by Team,75,61
272,3,8:52.0,,I. Zubac makes flagrant free throw 2 of 2,75,62
273,3,8:41.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by R. Rondo),75,64
274,3,8:22.0,Offensive foul by J. Embiid (drawn by B. Ingram),,75,64
275,3,8:22.0,Turnover by J. Embiid (offensive foul),,75,64
276,3,7:57.0,,R. Rondo misses 2-pt jump shot from 5 ft,75,64
277,3,7:53.0,Defensive rebound by J. Embiid,,75,64
278,3,7:48.0,J. Butler makes 3-pt jump shot from 22 ft (assist by J. Embiid),,78,64
279,3,7:37.0,,Turnover by R. Rondo (bad pass),78,64
280,3,7:25.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),,80,64
281,3,7:11.0,,B. Ingram makes 2-pt jump shot from 18 ft (assist by I. Zubac),80,66
282,3,7:00.0,Personal foul by M. Beasley (drawn by B. Simmons),,80,66
283,3,7:00.0,C. Brewer enters the game for J. Butler,,80,66
284,3,7:00.0,T. McConnell enters the game for W. Chandler,,80,66
285,3,7:00.0,M. Muscala enters the game for J. Embiid,,80,66
286,3,7:00.0,L. Shamet enters the game for J. Redick,,80,66
287,3,7:00.0,,J. Hart enters the game for M. Beasley,80,66
288,3,6:45.0,B. Simmons misses 2-pt jump shot from 14 ft,,80,66
289,3,6:41.0,,Defensive rebound by B. Ingram,80,66
290,3,6:30.0,,I. Zubac makes 2-pt hook shot from 5 ft (assist by K. Caldwell-Pope),80,68
291,3,6:30.0,Philadelphia full timeout,,80,68
292,3,6:21.0,T. McConnell misses 2-pt jump shot from 16 ft,,80,68
293,3,6:19.0,,Defensive rebound by R. Rondo,80,68
294,3,6:06.0,,Shooting foul by M. Muscala (drawn by J. Hart),80,68
295,3,6:06.0,,J. Hart misses free throw 1 of 2,80,68
296,3,6:06.0,,Offensive rebound by Team,80,68
297,3,6:06.0,,J. Hart misses free throw 2 of 2,80,68
298,3,6:02.0,Defensive rebound by B. Simmons,,80,68
299,3,5:53.0,B. Simmons misses 2-pt layup from 1 ft,,80,68
300,3,5:50.0,,Defensive rebound by K. Caldwell-Pope,80,68
301,3,5:48.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),80,71
302,3,5:37.0,C. Brewer misses 3-pt jump shot from 24 ft,,80,71
303,3,5:30.0,Offensive rebound by M. Muscala,,80,71
304,3,5:30.0,M. Muscala makes 2-pt layup from 1 ft,,82,71
305,3,5:22.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,82,71
306,3,5:20.0,,Offensive rebound by I. Zubac,82,71
307,3,5:20.0,,Shooting foul by B. Simmons (drawn by I. Zubac),82,71
308,3,5:20.0,,I. Zubac makes free throw 1 of 2,82,72
309,3,5:20.0,,I. Zubac makes free throw 2 of 2,82,73
310,3,5:16.0,Personal foul by J. Hart (drawn by B. Simmons),,82,73
311,3,5:04.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by B. Simmons),,85,73
312,3,4:46.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft,85,73
313,3,4:42.0,Defensive rebound by M. Muscala,,85,73
314,3,4:38.0,B. Simmons misses 2-pt layup from 3 ft,,85,73
315,3,4:38.0,,Defensive rebound by Team,85,73
316,3,4:38.0,Loose ball foul by M. Muscala (drawn by J. Hart),,85,73
317,3,4:19.0,,B. Ingram misses 2-pt jump shot from 17 ft,85,73
318,3,4:14.0,Defensive rebound by M. Muscala,,85,73
319,3,4:01.0,C. Brewer misses 2-pt layup from 7 ft,,85,73
320,3,3:56.0,,Defensive rebound by B. Ingram,85,73
321,3,3:54.0,,Turnover by R. Rondo (bad pass; steal by B. Simmons),85,73
322,3,3:52.0,Personal foul by R. Rondo (drawn by B. Simmons),,85,73
323,3,3:52.0,J. Butler enters the game for T. McConnell,,85,73
324,3,3:52.0,W. Chandler enters the game for M. Muscala,,85,73
325,3,3:52.0,J. Embiid enters the game for B. Simmons,,85,73
326,3,3:52.0,,J. McGee enters the game for K. Caldwell-Pope,85,73
327,3,3:52.0,,S. Mykhailiuk enters the game for I. Zubac,85,73
328,3,3:50.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by C. Brewer),,88,73
329,3,3:33.0,,Personal foul by W. Chandler (drawn by B. Ingram),88,73
330,3,3:33.0,,B. Ingram makes free throw 1 of 2,88,74
331,3,3:33.0,,B. Ingram makes free throw 2 of 2,88,75
332,3,3:14.0,Turnover by J. Embiid (bad pass; steal by S. Mykhailiuk),,88,75
333,3,2:55.0,,J. Hart misses 3-pt jump shot from 25 ft,88,75
334,3,2:51.0,Defensive rebound by J. Butler,,88,75
335,3,2:38.0,Def 3 sec tech foul by Team,,88,75
336,3,2:38.0,,LA Lakers full timeout,88,75
337,3,2:38.0,M. Muscala enters the game for C. Brewer,,88,75
338,3,2:38.0,J. Redick enters the game for L. Shamet,,88,75
339,3,2:38.0,,L. Stephenson enters the game for R. Rondo,88,75
340,3,2:38.0,J. Embiid makes technical free throw,,89,75
341,3,2:29.0,M. Muscala makes 2-pt dunk from 1 ft (assist by J. Redick),,91,75
342,3,2:12.0,,Shooting foul by J. Embiid (drawn by J. McGee),91,75
343,3,2:12.0,,J. McGee makes free throw 1 of 2,91,76
344,3,2:12.0,,J. McGee makes free throw 2 of 2,91,77
345,3,2:01.0,Personal foul by J. Hart (drawn by M. Muscala),,91,77
346,3,2:01.0,M. Muscala makes free throw 1 of 2,,92,77
347,3,2:01.0,M. Muscala makes free throw 2 of 2,,93,77
348,3,1:43.0,,J. McGee misses 2-pt hook shot from 5 ft,93,77
349,3,1:40.0,Defensive rebound by J. Embiid,,93,77
350,3,1:25.0,J. Embiid makes 2-pt jump shot from 15 ft (assist by J. Butler),,95,77
351,3,1:11.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,95,77
352,3,1:08.0,Defensive rebound by J. Embiid,,95,77
353,3,0:58.0,Personal foul by J. McGee (drawn by J. Embiid),,95,77
354,3,0:58.0,J. Embiid misses free throw 1 of 2,,95,77
355,3,0:58.0,Offensive rebound by Team,,95,77
356,3,0:58.0,J. Embiid makes free throw 2 of 2,,96,77
357,3,0:42.0,,Turnover by L. Stephenson (bad pass; steal by J. Butler),96,77
358,3,0:35.0,Turnover by J. Redick (bad pass; steal by L. Stephenson),,96,77
359,3,0:30.0,,J. Hart makes 2-pt layup from 2 ft,96,79
360,3,0:11.0,Turnover by J. Embiid (traveling),,96,79
361,3,0:01.0,,B. Ingram makes 2-pt jump shot from 15 ft,96,81
362,4,11:37.0,,S. Mykhailiuk misses 2-pt hook shot from 7 ft,96,81
363,4,11:35.0,Defensive rebound by C. Brewer,,96,81
364,4,11:21.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Butler),,98,81
365,4,10:54.0,,R. Rondo misses 2-pt layup from 8 ft,98,81
366,4,10:51.0,,Offensive rebound by J. McGee,98,81
367,4,10:51.0,,J. McGee makes 2-pt layup at rim,98,83
368,4,10:31.0,J. Embiid misses 2-pt hook shot from 4 ft,,98,83
369,4,10:30.0,Offensive rebound by J. Butler,,98,83
370,4,10:29.0,J. Butler misses 2-pt layup at rim,,98,83
371,4,10:28.0,,Defensive rebound by J. McGee,98,83
372,4,10:19.0,,L. Stephenson makes 3-pt jump shot from 23 ft (assist by J. Hart),98,86
373,4,10:05.0,Shooting foul by J. McGee (drawn by J. Embiid),,98,86
374,4,10:05.0,J. Embiid misses free throw 1 of 2,,98,86
375,4,10:05.0,Offensive rebound by Team,,98,86
376,4,10:05.0,L. Shamet enters the game for J. Redick,,98,86
