,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA CLIPPERS_ACTION,GOLDEN STATE_SCORE,LA CLIPPERS_SCORE
0,1,11:49.0,S. Curry misses 3-pt jump shot from 25 ft,,0,0
1,1,11:44.0,Offensive rebound by D. Green,,0,0
2,1,11:44.0,D. Green misses 2-pt layup at rim,,0,0
3,1,11:43.0,Offensive rebound by D. Green,,0,0
4,1,11:43.0,D. Green makes 2-pt layup at rim,,2,0
5,1,11:25.0,,D. Gallinari makes 2-pt jump shot from 11 ft (assist by P. Beverley),2,2
6,1,11:15.0,S. Livingston misses 2-pt layup from 2 ft,,2,2
7,1,11:12.0,,Defensive rebound by S. Gilgeous-Alexander,2,2
8,1,10:56.0,,P. Beverley makes 2-pt layup from 1 ft,2,4
9,1,10:41.0,D. Green misses 2-pt hook shot from 6 ft (block by P. Beverley),,2,4
10,1,10:39.0,,Defensive rebound by D. Gallinari,2,4
11,1,10:31.0,,Shooting foul by S. Livingston (drawn by L. Shamet),2,4
12,1,10:31.0,,L. Shamet makes free throw 1 of 3,2,5
13,1,10:31.0,,L. Shamet makes free throw 2 of 3,2,6
14,1,10:31.0,,L. Shamet makes free throw 3 of 3,2,7
15,1,10:21.0,K. Durant makes 2-pt jump shot from 17 ft (assist by S. Livingston),,4,7
16,1,10:12.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 3 ft,4,9
17,1,10:00.0,S. Curry misses 2-pt layup from 2 ft,,4,9
18,1,9:58.0,Offensive rebound by D. Green,,4,9
19,1,9:58.0,D. Green misses 2-pt layup at rim,,4,9
20,1,9:57.0,Offensive rebound by S. Livingston,,4,9
21,1,9:57.0,S. Livingston misses 2-pt layup at rim,,4,9
22,1,9:57.0,Offensive rebound by D. Green,,4,9
23,1,9:52.0,D. Green makes 2-pt layup at rim,,6,9
24,1,9:46.0,,L. Shamet misses 3-pt jump shot from 25 ft,6,9
25,1,9:44.0,Defensive rebound by D. Green,,6,9
26,1,9:37.0,K. Thompson misses 3-pt jump shot from 26 ft,,6,9
27,1,9:35.0,,Defensive rebound by P. Beverley,6,9
28,1,9:15.0,,D. Gallinari misses 2-pt layup from 3 ft,6,9
29,1,9:14.0,Defensive rebound by K. Thompson,,6,9
30,1,9:01.0,S. Livingston misses 2-pt jump shot from 15 ft (block by P. Beverley),,6,9
31,1,8:57.0,,Defensive rebound by L. Shamet,6,9
32,1,8:57.0,,L. Shamet misses 2-pt layup from 2 ft (block by D. Green),6,9
33,1,8:50.0,Defensive rebound by K. Thompson,,6,9
34,1,8:46.0,K. Durant makes 2-pt jump shot from 12 ft,,8,9
35,1,8:33.0,,Personal foul by D. Green (drawn by S. Gilgeous-Alexander),8,9
36,1,8:22.0,,P. Beverley makes 2-pt jump shot from 3 ft,8,11
37,1,8:09.0,K. Durant misses 3-pt jump shot from 24 ft,,8,11
38,1,8:07.0,,Defensive rebound by S. Gilgeous-Alexander,8,11
39,1,8:01.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,8,11
40,1,7:58.0,,Offensive rebound by D. Gallinari,8,11
41,1,7:58.0,,D. Gallinari misses 2-pt layup from 1 ft,8,11
42,1,7:56.0,,Offensive rebound by D. Gallinari,8,11
43,1,7:56.0,,D. Gallinari makes 2-pt layup from 1 ft,8,13
44,1,7:53.0,Golden State full timeout,,8,13
45,1,7:45.0,K. Thompson misses 2-pt layup from 3 ft (block by D. Gallinari),,8,13
46,1,7:42.0,,Defensive rebound by J. Green,8,13
47,1,7:39.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 16 ft (assist by P. Beverley),8,15
48,1,7:20.0,D. Green misses 3-pt jump shot from 27 ft,,8,15
49,1,7:16.0,,Defensive rebound by P. Beverley,8,15
50,1,7:13.0,,Offensive foul by P. Beverley (drawn by D. Green),8,15
51,1,7:13.0,,Turnover by P. Beverley (offensive foul),8,15
52,1,7:03.0,K. Durant misses 3-pt jump shot from 28 ft,,8,15
53,1,7:00.0,,Defensive rebound by P. Beverley,8,15
54,1,6:55.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by P. Beverley),8,18
55,1,6:43.0,S. Curry makes 2-pt layup from 1 ft,,10,18
56,1,6:31.0,,Personal foul by S. Curry (drawn by P. Beverley),10,18
57,1,6:16.0,,D. Gallinari misses 2-pt jump shot from 19 ft,10,18
58,1,6:14.0,,Offensive rebound by Team,10,18
59,1,6:02.0,,J. Green misses 2-pt layup from 3 ft (block by K. Thompson),10,18
60,1,6:00.0,Defensive rebound by K. Durant,,10,18
61,1,6:00.0,Shooting foul by S. Gilgeous-Alexander (drawn by K. Durant),,10,18
62,1,6:00.0,K. Durant makes free throw 1 of 2,,11,18
63,1,6:00.0,K. Durant makes free throw 2 of 2,,12,18
64,1,5:42.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),12,21
65,1,5:33.0,S. Curry makes 2-pt jump shot from 3 ft,,14,21
66,1,5:33.0,Shooting foul by D. Gallinari (drawn by S. Curry),,14,21
67,1,5:33.0,S. Curry makes free throw 1 of 1,,15,21
68,1,5:22.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by K. Thompson),15,21
69,1,5:20.0,Defensive rebound by D. Green,,15,21
70,1,5:18.0,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),,17,21
71,1,5:18.0,,LA Clippers full timeout,17,21
72,1,5:18.0,K. Looney enters the game for S. Livingston,,17,21
73,1,5:18.0,,L. Williams enters the game for S. Gilgeous-Alexander,17,21
74,1,5:02.0,,Turnover by L. Williams (lost ball; steal by K. Durant),17,21
75,1,4:56.0,K. Thompson makes 2-pt layup from 2 ft (assist by K. Durant),,19,21
76,1,4:56.0,,Violation by Team (def goaltending),19,21
