,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BROOKLYN_ACTION,PHILADELPHIA_SCORE,BROOKLYN_SCORE
176,2,6:38.0,B. Simmons makes 2-pt layup from 2 ft (assist by W. Chandler),,34,46
177,2,6:17.0,,Turnover by S. Dinwiddie (out of bounds lost ball),34,46
178,2,6:06.0,F. Korkmaz misses 2-pt layup from 4 ft (block by D. Russell),,34,46
179,2,6:02.0,,Defensive rebound by D. Carroll,34,46
180,2,6:01.0,,Turnover by D. Carroll (lost ball; steal by B. Simmons),34,46
181,2,5:56.0,F. Korkmaz misses 3-pt jump shot from 22 ft,,34,46
182,2,5:53.0,,Defensive rebound by S. Dinwiddie,34,46
183,2,5:50.0,,D. Russell misses 3-pt jump shot from 26 ft,34,46
184,2,5:46.0,Defensive rebound by F. Korkmaz,,34,46
185,2,5:40.0,J. Redick misses 3-pt jump shot from 24 ft,,34,46
186,2,5:37.0,,Defensive rebound by D. Carroll,34,46
187,2,5:35.0,,Brooklyn full timeout,34,46
188,2,5:35.0,L. Shamet enters the game for J. Redick,,34,46
189,2,5:35.0,,A. Crabbe enters the game for D. Russell,34,46
190,2,5:30.0,,Turnover by J. Allen (bad pass; steal by M. Muscala),34,46
191,2,5:29.0,Personal foul by S. Dinwiddie (drawn by B. Simmons),,34,46
192,2,5:17.0,F. Korkmaz makes 2-pt layup from 3 ft (assist by B. Simmons),,36,46
193,2,4:57.0,,J. Allen makes 2-pt hook shot from 4 ft (assist by S. Dinwiddie),36,48
194,2,4:48.0,B. Simmons makes 2-pt layup from 2 ft,,38,48
195,2,4:42.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft,38,51
196,2,4:42.0,,Shooting foul by L. Shamet (drawn by S. Dinwiddie),38,51
197,2,4:42.0,,R. Hollis-Jefferson enters the game for D. Carroll,38,51
198,2,4:42.0,,S. Dinwiddie misses free throw 1 of 1,38,51
199,2,4:42.0,Defensive rebound by B. Simmons,,38,51
200,2,4:32.0,Shooting foul by R. Hollis-Jefferson (drawn by B. Simmons),,38,51
201,2,4:32.0,B. Simmons makes free throw 1 of 2,,39,51
202,2,4:32.0,B. Simmons makes free throw 2 of 2,,40,51
203,2,4:08.0,,S. Dinwiddie makes 2-pt dunk from 1 ft,40,53
204,2,4:01.0,M. Muscala misses 3-pt jump shot from 26 ft,,40,53
205,2,4:01.0,,Defensive rebound by R. Hollis-Jefferson,40,53
206,2,3:54.0,,S. Dinwiddie makes 2-pt layup from 1 ft,40,55
207,2,3:54.0,,Shooting foul by M. Muscala (drawn by S. Dinwiddie),40,55
208,2,3:54.0,J. Butler enters the game for F. Korkmaz,,40,55
209,2,3:54.0,J. Embiid enters the game for M. Muscala,,40,55
210,2,3:54.0,,S. Dinwiddie makes free throw 1 of 1,40,56
211,2,3:44.0,Personal foul by S. Dinwiddie (drawn by L. Shamet),,40,56
212,2,3:44.0,L. Shamet makes free throw 1 of 2,,41,56
213,2,3:44.0,L. Shamet makes free throw 2 of 2,,42,56
214,2,3:34.0,,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),42,58
215,2,3:26.0,J. Butler misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),,42,58
216,2,3:25.0,Offensive rebound by J. Butler,,42,58
217,2,3:22.0,J. Butler misses 2-pt layup from 4 ft (block by J. Harris),,42,58
218,2,3:19.0,,Defensive rebound by J. Allen,42,58
219,2,3:13.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,42,58
220,2,3:11.0,,Offensive rebound by J. Allen,42,58
221,2,3:09.0,,J. Allen misses 2-pt hook shot from 3 ft,42,58
222,2,3:09.0,Defensive rebound by J. Embiid,,42,58
223,2,3:05.0,Shooting foul by J. Harris (drawn by J. Butler),,42,58
224,2,3:05.0,J. Butler makes free throw 1 of 2,,43,58
225,2,3:05.0,J. Butler makes free throw 2 of 2,,44,58
226,2,2:44.0,,J. Harris makes 2-pt jump shot from 6 ft (assist by A. Crabbe),44,60
227,2,2:21.0,J. Embiid misses 2-pt layup from 4 ft,,44,60
228,2,2:19.0,,Defensive rebound by Team,44,60
229,2,2:14.0,,Turnover by A. Crabbe (out of bounds lost ball),44,60
230,2,2:01.0,J. Butler misses 2-pt jump shot from 12 ft,,44,60
231,2,1:59.0,,Defensive rebound by R. Hollis-Jefferson,44,60
232,2,1:53.0,,J. Allen makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),44,62
233,2,1:53.0,,Shooting foul by W. Chandler (drawn by J. Allen),44,62
234,2,1:53.0,,J. Allen makes free throw 1 of 1,44,63
235,2,1:32.0,W. Chandler misses 3-pt jump shot from 22 ft,,44,63
236,2,1:25.0,Offensive rebound by J. Embiid,,44,63
237,2,1:25.0,J. Embiid makes 2-pt layup at rim,,46,63
238,2,1:22.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft,46,66
239,2,1:09.0,L. Shamet makes 2-pt layup from 2 ft (assist by B. Simmons),,48,66
240,2,0:47.0,,R. Hollis-Jefferson makes 2-pt jump shot from 15 ft (assist by S. Dinwiddie),48,68
241,2,0:29.0,L. Shamet makes 3-pt jump shot from 30 ft (assist by J. Butler),,51,68
242,2,0:13.0,,J. Allen misses 3-pt jump shot from 22 ft,51,68
243,2,0:09.0,Defensive rebound by B. Simmons,,51,68
244,2,0:04.0,W. Chandler makes 3-pt jump shot from 27 ft (assist by B. Simmons),,54,68
245,2,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 43 ft,54,68
246,2,0:00.0,,Offensive rebound by Team,54,68
247,3,11:43.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),54,70
248,3,11:30.0,J. Redick misses 2-pt jump shot from 18 ft,,54,70
249,3,11:28.0,Offensive rebound by B. Simmons,,54,70
250,3,11:23.0,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),,56,70
251,3,11:19.0,,Personal foul by J. Redick (drawn by D. Russell),56,70
252,3,11:07.0,,J. Harris misses 3-pt jump shot from 27 ft,56,70
253,3,11:03.0,,Offensive rebound by J. Allen,56,70
254,3,10:53.0,,A. Crabbe misses 2-pt jump shot from 12 ft (block by B. Simmons),56,70
255,3,10:49.0,,Offensive rebound by R. Hollis-Jefferson,56,70
256,3,10:49.0,,R. Hollis-Jefferson misses 2-pt layup from 5 ft (block by J. Embiid),56,70
257,3,10:49.0,Defensive rebound by W. Chandler,,56,70
258,3,10:41.0,B. Simmons misses 2-pt layup from 2 ft,,56,70
259,3,10:37.0,Offensive rebound by B. Simmons,,56,70
260,3,10:37.0,B. Simmons misses 2-pt layup from 1 ft,,56,70
261,3,10:36.0,,Defensive rebound by D. Russell,56,70
262,3,10:29.0,,D. Russell makes 2-pt jump shot from 21 ft,56,72
263,3,10:09.0,J. Embiid misses 2-pt jump shot from 12 ft,,56,72
264,3,10:07.0,,Defensive rebound by J. Allen,56,72
265,3,10:03.0,,D. Russell makes 3-pt jump shot from 25 ft,56,75
266,3,9:46.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Redick),,58,75
267,3,9:28.0,,D. Russell makes 2-pt jump shot from 17 ft,58,77
268,3,9:13.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),,60,77
269,3,8:55.0,,Turnover by D. Russell (bad pass; steal by J. Butler),60,77
270,3,8:53.0,Turnover by B. Simmons (bad pass),,60,77
271,3,8:28.0,,D. Russell makes 2-pt jump shot from 8 ft,60,79
272,3,8:17.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,62,79
273,3,8:06.0,,Turnover by A. Crabbe (out of bounds lost ball),62,79
274,3,7:54.0,J. Embiid makes 2-pt dunk from 1 ft (assist by W. Chandler),,64,79
275,3,7:42.0,,D. Russell misses 2-pt jump shot from 15 ft,64,79
276,3,7:40.0,Defensive rebound by J. Butler,,64,79
277,3,7:23.0,W. Chandler misses 3-pt jump shot from 26 ft,,64,79
278,3,7:22.0,,Defensive rebound by J. Harris,64,79
279,3,7:22.0,,Personal take foul by W. Chandler (drawn by J. Harris),64,79
280,3,7:22.0,L. Shamet enters the game for J. Redick,,64,79
281,3,7:14.0,,Shooting foul by J. Embiid (drawn by J. Allen),64,79
282,3,7:14.0,,J. Allen makes free throw 1 of 2,64,80
283,3,7:14.0,,J. Allen makes free throw 2 of 2,64,81
284,3,6:58.0,Personal foul by J. Allen (drawn by J. Embiid),,64,81
285,3,6:58.0,,Brooklyn full timeout,64,81
286,3,6:58.0,T. McConnell enters the game for W. Chandler,,64,81
287,3,6:58.0,M. Muscala enters the game for J. Embiid,,64,81
288,3,6:47.0,J. Butler misses 2-pt jump shot from 20 ft,,64,81
289,3,6:44.0,,Defensive rebound by J. Allen,64,81
290,3,6:36.0,,D. Russell misses 3-pt jump shot from 26 ft,64,81
291,3,6:34.0,Defensive rebound by L. Shamet,,64,81
292,3,6:27.0,J. Butler misses 2-pt jump shot from 14 ft,,64,81
293,3,6:25.0,,Defensive rebound by D. Russell,64,81
294,3,6:20.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,64,83
295,3,6:02.0,J. Butler makes 2-pt jump shot from 17 ft (assist by M. Muscala),,66,83
296,3,5:45.0,,A. Crabbe misses 3-pt jump shot from 26 ft,66,83
297,3,5:43.0,Defensive rebound by J. Butler,,66,83
298,3,5:38.0,M. Muscala misses 3-pt jump shot from 25 ft,,66,83
299,3,5:34.0,Offensive rebound by J. Butler,,66,83
300,3,5:34.0,Shooting foul by J. Harris (drawn by J. Butler),,66,83
301,3,5:34.0,J. Butler makes free throw 1 of 3,,67,83
302,3,5:34.0,J. Butler makes free throw 2 of 3,,68,83
303,3,5:34.0,,S. Dinwiddie enters the game for J. Harris,68,83
304,3,5:34.0,J. Butler makes free throw 3 of 3,,69,83
305,3,5:21.0,,D. Russell makes 2-pt jump shot from 13 ft,69,85
306,3,5:05.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by M. Muscala),,72,85
307,3,4:43.0,,D. Russell makes 2-pt jump shot from 9 ft,72,87
308,3,4:22.0,B. Simmons misses 2-pt layup from 3 ft,,72,87
309,3,4:20.0,,Defensive rebound by R. Hollis-Jefferson,72,87
310,3,4:16.0,,R. Hollis-Jefferson makes 2-pt jump shot from 3 ft,72,89
311,3,4:16.0,Philadelphia full timeout,,72,89
312,3,4:16.0,J. Embiid enters the game for J. Butler,,72,89
313,3,4:16.0,J. Redick enters the game for M. Muscala,,72,89
314,3,4:16.0,,D. Carroll enters the game for J. Allen,72,89
315,3,4:16.0,,E. Davis enters the game for A. Crabbe,72,89
316,3,4:16.0,,J. Dudley enters the game for R. Hollis-Jefferson,72,89
317,3,4:16.0,,S. Napier enters the game for D. Russell,72,89
318,3,3:58.0,J. Embiid misses 2-pt hook shot from 7 ft,,72,89
319,3,3:57.0,Offensive rebound by Team,,72,89
320,3,3:54.0,Shooting foul by E. Davis (drawn by J. Redick),,72,89
321,3,3:54.0,J. Redick makes free throw 1 of 3,,73,89
322,3,3:54.0,J. Redick makes free throw 2 of 3,,74,89
323,3,3:54.0,J. Redick makes free throw 3 of 3,,75,89
324,3,3:39.0,,Offensive foul by S. Dinwiddie (drawn by T. McConnell),75,89
325,3,3:39.0,,Turnover by S. Dinwiddie (offensive foul),75,89
326,3,3:28.0,T. McConnell makes 2-pt jump shot from 10 ft,,77,89
327,3,3:13.0,,S. Dinwiddie misses 2-pt layup from 5 ft,77,89
328,3,3:11.0,Defensive rebound by J. Embiid,,77,89
329,3,3:03.0,L. Shamet makes 3-pt jump shot from 28 ft (assist by B. Simmons),,80,89
330,3,2:40.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,80,89
331,3,2:36.0,,Offensive rebound by E. Davis,80,89
332,3,2:36.0,,E. Davis makes 2-pt layup at rim,80,91
333,3,2:26.0,L. Shamet makes 3-pt jump shot from 25 ft,,83,91
334,3,2:12.0,,S. Napier misses 3-pt jump shot from 26 ft,83,91
335,3,2:09.0,Defensive rebound by L. Shamet,,83,91
336,3,2:06.0,Turnover by J. Redick (bad pass; steal by S. Napier),,83,91
337,3,2:06.0,,Personal foul by T. McConnell (drawn by S. Napier),83,91
338,3,1:52.0,,S. Dinwiddie makes 2-pt jump shot from 4 ft,83,93
339,3,1:42.0,J. Embiid misses 3-pt jump shot from 27 ft,,83,93
340,3,1:40.0,,Defensive rebound by D. Carroll,83,93
341,3,1:34.0,,Shooting foul by L. Shamet (drawn by S. Dinwiddie),83,93
342,3,1:34.0,,S. Dinwiddie makes free throw 1 of 2,83,94
343,3,1:34.0,W. Chandler enters the game for B. Simmons,,83,94
344,3,1:34.0,,S. Dinwiddie makes free throw 2 of 2,83,95
345,3,1:18.0,J. Redick misses 2-pt jump shot from 22 ft,,83,95
346,3,1:16.0,,Defensive rebound by D. Carroll,83,95
347,3,1:02.0,,E. Davis makes 2-pt layup from 2 ft (assist by D. Carroll),83,97
348,3,1:02.0,,Shooting foul by J. Embiid (drawn by E. Davis),83,97
349,3,1:02.0,,E. Davis makes free throw 1 of 1,83,98
350,3,0:52.0,J. Redick makes 2-pt layup from 2 ft,,85,98
351,3,0:48.0,,S. Napier misses 2-pt layup from 5 ft (block by T. McConnell),85,98
352,3,0:46.0,Defensive rebound by J. Redick,,85,98
353,3,0:35.0,J. Embiid makes 2-pt dunk from 2 ft,,87,98
354,3,0:29.0,,S. Dinwiddie makes 2-pt jump shot from 16 ft,87,100
355,3,0:14.0,Shooting foul by E. Davis (drawn by J. Embiid),,87,100
356,3,0:14.0,,Technical foul by S. Dinwiddie,87,100
357,3,0:14.0,J. Redick makes technical free throw,,88,100
358,3,0:14.0,J. Embiid makes free throw 1 of 2,,89,100
359,3,0:14.0,J. Butler enters the game for J. Redick,,89,100
360,3,0:14.0,,J. Allen enters the game for E. Davis,89,100
361,3,0:14.0,J. Embiid misses free throw 2 of 2,,89,100
362,3,0:14.0,,Defensive rebound by J. Dudley,89,100
363,3,0:00.0,,S. Dinwiddie makes 2-pt jump shot from 11 ft,89,102
364,4,11:41.0,Personal foul by E. Davis (drawn by J. Embiid),,89,102
365,4,11:41.0,,J. Allen enters the game for E. Davis,89,102
366,4,11:32.0,Personal foul by J. Dudley (drawn by W. Chandler),,89,102
367,4,11:24.0,J. Redick makes 2-pt jump shot from 17 ft (assist by J. Embiid),,91,102
368,4,11:10.0,,Personal foul by T. McConnell (drawn by D. Russell),91,102
369,4,11:06.0,,Personal foul by J. Embiid (drawn by D. Russell),91,102
370,4,10:56.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Napier),91,104
371,4,10:43.0,J. Butler makes 2-pt jump shot from 2 ft,,93,104
372,4,10:32.0,,D. Russell makes 2-pt jump shot from 6 ft,93,106
373,4,10:16.0,Philadelphia full timeout,,93,106
374,4,10:13.0,J. Butler makes 3-pt jump shot from 24 ft (assist by T. McConnell),,96,106
375,4,9:50.0,,D. Russell makes 2-pt jump shot from 18 ft,96,108
376,4,9:32.0,J. Embiid makes 2-pt layup from 3 ft,,98,108
377,4,9:08.0,,Personal foul by W. Chandler (drawn by J. Dudley),98,108
378,4,9:08.0,B. Simmons enters the game for T. McConnell,,98,108
379,4,9:08.0,,R. Hollis-Jefferson enters the game for J. Dudley,98,108
