,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PORTLAND_ACTION,LA CLIPPERS_SCORE,PORTLAND_SCORE
120,2,10:21.0,Defensive rebound by T. Harris,,31,39
121,2,10:14.0,Personal foul by Z. Collins (drawn by M. Harrell),,31,39
122,2,10:04.0,M. Harrell misses 2-pt layup from 2 ft,,31,39
123,2,10:02.0,Offensive rebound by M. Harrell,,31,39
124,2,10:02.0,M. Harrell makes 2-pt layup at rim,,33,39
125,2,9:47.0,,Personal foul by M. Scott (drawn by S. Curry),33,39
126,2,9:41.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by C. Swanigan),33,42
127,2,9:23.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,35,42
128,2,9:08.0,,N. Stauskas misses 3-pt jump shot from 30 ft,35,42
129,2,9:06.0,,Offensive rebound by C. Swanigan,35,42
130,2,9:03.0,,S. Curry misses 2-pt jump shot from 6 ft,35,42
131,2,8:59.0,Defensive rebound by T. Harris,,35,42
132,2,8:53.0,Shooting foul by C. Swanigan (drawn by L. Williams),,35,42
133,2,8:53.0,L. Williams makes free throw 1 of 2,,36,42
134,2,8:53.0,L. Williams makes free throw 2 of 2,,37,42
135,2,8:43.0,,E. Turner misses 2-pt jump shot from 10 ft,37,42
136,2,8:41.0,Defensive rebound by M. Scott,,37,42
137,2,8:35.0,M. Scott misses 3-pt jump shot from 26 ft,,37,42
138,2,8:33.0,,Defensive rebound by Z. Collins,37,42
139,2,8:26.0,,S. Curry misses 2-pt jump shot from 16 ft,37,42
140,2,8:24.0,Defensive rebound by M. Harrell,,37,42
141,2,8:18.0,L. Williams misses 2-pt layup from 3 ft (block by E. Turner),,37,42
142,2,8:17.0,Offensive rebound by L. Williams,,37,42
143,2,8:17.0,L. Williams misses 2-pt jump shot from 4 ft,,37,42
144,2,8:17.0,,Defensive rebound by Team,37,42
145,2,8:17.0,Loose ball foul by M. Scott (drawn by C. Swanigan),,37,42
146,2,8:02.0,,C. Swanigan misses 2-pt layup from 3 ft (block by M. Scott),37,42
147,2,7:59.0,Defensive rebound by J. Robinson,,37,42
148,2,7:56.0,J. Robinson makes 2-pt jump shot from 3 ft,,39,42
149,2,7:35.0,,N. Stauskas misses 2-pt layup from 2 ft,39,42
150,2,7:32.0,,Offensive rebound by C. Swanigan,39,42
151,2,7:32.0,,C. Swanigan makes 2-pt layup from 1 ft,39,44
152,2,7:08.0,M. Scott makes 2-pt jump shot from 4 ft,,41,44
153,2,6:56.0,,C. Swanigan makes 2-pt dunk from 2 ft (assist by N. Stauskas),41,46
154,2,6:34.0,Personal foul by N. Stauskas (drawn by M. Scott),,41,46
155,2,6:34.0,,Portland full timeout,41,46
156,2,6:34.0,P. Beverley enters the game for T. Harris,,41,46
157,2,6:34.0,S. Gilgeous-Alexander enters the game for J. Robinson,,41,46
158,2,6:34.0,,D. Lillard enters the game for S. Curry,41,46
159,2,6:34.0,,C. McCollum enters the game for C. Swanigan,41,46
160,2,6:34.0,,J. Nurkić enters the game for E. Turner,41,46
161,2,6:22.0,M. Scott misses 2-pt jump shot from 9 ft (block by J. Nurkić),,41,46
162,2,6:20.0,,Defensive rebound by C. McCollum,41,46
163,2,6:06.0,,D. Lillard makes 2-pt jump shot from 21 ft,41,48
164,2,5:53.0,L. Williams makes 2-pt jump shot from 17 ft (assist by M. Harrell),,43,48
165,2,5:32.0,,Shooting foul by M. Harrell (drawn by Z. Collins),43,48
166,2,5:32.0,,Z. Collins makes free throw 1 of 2,43,49
167,2,5:32.0,D. Gallinari enters the game for M. Scott,,43,49
168,2,5:32.0,,Z. Collins makes free throw 2 of 2,43,50
169,2,5:22.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,45,50
170,2,5:03.0,,N. Stauskas makes 2-pt dunk from 1 ft,45,52
171,2,4:46.0,L. Williams makes 2-pt jump shot from 20 ft,,47,52
172,2,4:32.0,,D. Lillard misses 3-pt jump shot from 28 ft,47,52
173,2,4:30.0,Defensive rebound by P. Beverley,,47,52
174,2,4:14.0,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by P. Beverley),,50,52
175,2,4:06.0,,C. McCollum misses 2-pt jump shot from 17 ft,50,52
176,2,4:04.0,Defensive rebound by D. Gallinari,,50,52
177,2,3:56.0,D. Gallinari misses 2-pt jump shot from 18 ft,,50,52
178,2,3:54.0,,Defensive rebound by N. Stauskas,50,52
179,2,3:46.0,,D. Lillard misses 2-pt jump shot from 3 ft,50,52
180,2,3:46.0,Defensive rebound by M. Harrell,,50,52
181,2,3:46.0,Personal foul by J. Nurkić (drawn by M. Harrell),,50,52
182,2,3:46.0,M. Harrell misses free throw 1 of 2,,50,52
183,2,3:46.0,Offensive rebound by Team,,50,52
184,2,3:46.0,,A. Aminu enters the game for Z. Collins,50,52
185,2,3:46.0,M. Harrell misses free throw 2 of 2,,50,52
186,2,3:45.0,Offensive rebound by Team,,50,52
187,2,3:41.0,Turnover by L. Williams (bad pass; steal by A. Aminu),,50,52
188,2,3:34.0,,N. Stauskas misses 3-pt jump shot from 23 ft,50,52
189,2,3:31.0,Defensive rebound by S. Gilgeous-Alexander,,50,52
190,2,3:22.0,Shooting foul by J. Nurkić (drawn by M. Harrell),,50,52
191,2,3:22.0,M. Harrell makes free throw 1 of 2,,51,52
192,2,3:22.0,M. Harrell makes free throw 2 of 2,,52,52
193,2,3:14.0,,C. McCollum misses 2-pt jump shot from 10 ft,52,52
194,2,3:11.0,Defensive rebound by D. Gallinari,,52,52
195,2,3:05.0,L. Williams makes 2-pt jump shot from 4 ft,,54,52
196,2,2:47.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by J. Nurkić),54,54
197,2,2:40.0,LA Clippers full timeout,,54,54
198,2,2:26.0,P. Beverley misses 3-pt jump shot from 24 ft,,54,54
199,2,2:23.0,,Defensive rebound by A. Aminu,54,54
200,2,2:10.0,,D. Lillard makes 2-pt layup from 1 ft,54,56
201,2,1:55.0,D. Gallinari misses 2-pt jump shot from 17 ft,,54,56
202,2,1:53.0,,Defensive rebound by D. Lillard,54,56
203,2,1:43.0,,Turnover by J. Nurkić (3 sec),54,56
204,2,1:43.0,T. Harris enters the game for M. Harrell,,54,56
205,2,1:43.0,,E. Turner enters the game for N. Stauskas,54,56
206,2,1:34.0,Shooting foul by J. Nurkić (drawn by S. Gilgeous-Alexander),,54,56
207,2,1:34.0,S. Gilgeous-Alexander misses free throw 1 of 2,,54,56
208,2,1:34.0,Offensive rebound by Team,,54,56
209,2,1:34.0,,Z. Collins enters the game for J. Nurkić,54,56
210,2,1:34.0,S. Gilgeous-Alexander misses free throw 2 of 2,,54,56
211,2,1:32.0,,Defensive rebound by A. Aminu,54,56
212,2,1:18.0,,D. Lillard misses 2-pt layup from 2 ft (block by T. Harris),54,56
213,2,1:16.0,Defensive rebound by T. Harris,,54,56
214,2,1:05.0,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by P. Beverley),,57,56
215,2,0:43.0,,A. Aminu misses 2-pt layup from 2 ft,57,56
216,2,0:43.0,,Offensive rebound by A. Aminu,57,56
217,2,0:39.0,,A. Aminu makes 2-pt layup from 3 ft,57,58
218,2,0:39.0,,Shooting foul by T. Harris (drawn by A. Aminu),57,58
219,2,0:39.0,,A. Aminu makes free throw 1 of 1,57,59
220,2,0:31.0,L. Williams misses 3-pt jump shot from 25 ft,,57,59
221,2,0:30.0,,Defensive rebound by Z. Collins,57,59
222,2,0:14.0,,D. Lillard makes 2-pt layup from 2 ft,57,61
223,2,0:04.0,Turnover by D. Gallinari (lost ball; steal by E. Turner),,57,61
224,2,0:00.0,,C. McCollum misses 3-pt jump shot from 26 ft,57,61
225,2,0:00.0,,Offensive rebound by Team,57,61
226,3,11:47.0,Shooting foul by J. Layman (drawn by T. Harris),,57,61
227,3,11:47.0,T. Harris makes free throw 1 of 2,,58,61
228,3,11:47.0,T. Harris makes free throw 2 of 2,,59,61
229,3,11:34.0,,C. McCollum makes 2-pt jump shot from 16 ft (assist by D. Lillard),59,63
230,3,11:19.0,T. Harris makes 2-pt layup from 1 ft (assist by B. Marjanović),,61,63
231,3,11:02.0,,J. Nurkić makes 2-pt jump shot from 2 ft (assist by D. Lillard),61,65
232,3,10:43.0,D. Gallinari misses 2-pt layup from 2 ft,,61,65
233,3,10:41.0,,Defensive rebound by J. Nurkić,61,65
234,3,10:32.0,,J. Nurkić misses 2-pt jump shot from 6 ft,61,65
235,3,10:31.0,Defensive rebound by T. Harris,,61,65
236,3,10:24.0,T. Harris misses 2-pt jump shot from 3 ft,,61,65
237,3,10:22.0,,Defensive rebound by C. McCollum,61,65
238,3,10:16.0,,C. McCollum makes 2-pt layup from 3 ft,61,67
239,3,10:14.0,LA Clippers full timeout,,61,67
240,3,9:59.0,B. Marjanović makes 2-pt jump shot from 7 ft (assist by P. Beverley),,63,67
241,3,9:41.0,,C. McCollum misses 2-pt jump shot from 7 ft (block by P. Beverley),63,67
242,3,9:39.0,Defensive rebound by P. Beverley,,63,67
243,3,9:37.0,Personal foul by A. Aminu (drawn by D. Gallinari),,63,67
244,3,9:26.0,T. Harris misses 2-pt layup from 2 ft,,63,67
245,3,9:25.0,,Defensive rebound by J. Nurkić,63,67
246,3,9:13.0,,Shooting foul by B. Marjanović (drawn by J. Nurkić),63,67
247,3,9:13.0,,J. Nurkić makes free throw 1 of 2,63,68
248,3,9:13.0,,J. Nurkić makes free throw 2 of 2,63,69
249,3,9:03.0,T. Harris misses 2-pt layup from 1 ft,,63,69
250,3,9:02.0,,Defensive rebound by C. McCollum,63,69
251,3,8:55.0,,Personal foul by P. Beverley (drawn by C. McCollum),63,69
252,3,8:46.0,,D. Lillard misses 2-pt jump shot from 14 ft,63,69
253,3,8:45.0,Defensive rebound by T. Harris,,63,69
254,3,8:39.0,Turnover by D. Gallinari (traveling),,63,69
255,3,8:23.0,,D. Lillard misses 2-pt layup from 2 ft,63,69
256,3,8:22.0,,Offensive rebound by D. Lillard,63,69
257,3,8:09.0,,J. Nurkić misses 2-pt jump shot from 15 ft,63,69
258,3,8:08.0,Defensive rebound by D. Gallinari,,63,69
259,3,7:53.0,Shooting foul by J. Nurkić (drawn by S. Gilgeous-Alexander),,63,69
260,3,7:53.0,S. Gilgeous-Alexander misses free throw 1 of 2,,63,69
261,3,7:53.0,Offensive rebound by Team,,63,69
262,3,7:53.0,L. Williams enters the game for B. Marjanović,,63,69
263,3,7:53.0,,M. Leonard enters the game for J. Nurkić,63,69
264,3,7:53.0,S. Gilgeous-Alexander makes free throw 2 of 2,,64,69
265,3,7:43.0,,D. Lillard makes 2-pt layup from 1 ft,64,71
266,3,7:30.0,Offensive foul by S. Gilgeous-Alexander (drawn by M. Leonard),,64,71
267,3,7:30.0,Turnover by S. Gilgeous-Alexander (offensive foul),,64,71
268,3,7:21.0,,Personal foul by P. Beverley (drawn by C. McCollum),64,71
269,3,7:11.0,,D. Lillard makes 2-pt jump shot from 17 ft,64,73
270,3,7:06.0,,Technical foul by D. Lillard,64,73
271,3,7:06.0,D. Gallinari makes technical free throw,,65,73
272,3,6:43.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by D. Lillard),,65,73
273,3,6:43.0,Offensive rebound by S. Gilgeous-Alexander,,65,73
274,3,6:43.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by A. Aminu),,65,73
275,3,6:41.0,,Defensive rebound by J. Layman,65,73
276,3,6:35.0,,M. Leonard misses 2-pt layup from 1 ft,65,73
277,3,6:34.0,Defensive rebound by Team,,65,73
278,3,6:18.0,L. Williams misses 2-pt jump shot from 22 ft,,65,73
279,3,6:15.0,,Defensive rebound by D. Lillard,65,73
280,3,6:05.0,,Turnover by D. Lillard (bad pass),65,73
281,3,6:05.0,M. Scott enters the game for S. Gilgeous-Alexander,,65,73
282,3,5:56.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by L. Williams),,68,73
283,3,5:36.0,,D. Lillard makes 2-pt layup from 2 ft,68,75
284,3,5:21.0,D. Gallinari misses 3-pt jump shot from 25 ft,,68,75
285,3,5:19.0,,Defensive rebound by A. Aminu,68,75
286,3,5:07.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),68,78
287,3,4:54.0,Shooting foul by M. Leonard (drawn by L. Williams),,68,78
288,3,4:54.0,L. Williams makes free throw 1 of 2,,69,78
289,3,4:54.0,M. Harrell enters the game for D. Gallinari,,69,78
290,3,4:54.0,,E. Turner enters the game for J. Layman,69,78
291,3,4:54.0,L. Williams makes free throw 2 of 2,,70,78
292,3,4:42.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),70,81
293,3,4:34.0,M. Harrell makes 2-pt layup at rim (assist by L. Williams),,72,81
294,3,4:34.0,Shooting foul by M. Leonard (drawn by M. Harrell),,72,81
295,3,4:34.0,,Z. Collins enters the game for A. Aminu,72,81
296,3,4:34.0,M. Harrell makes free throw 1 of 1,,73,81
297,3,4:17.0,,D. Lillard misses 3-pt jump shot from 25 ft,73,81
298,3,4:16.0,Defensive rebound by P. Beverley,,73,81
299,3,4:10.0,T. Harris misses 3-pt jump shot from 25 ft,,73,81
300,3,4:07.0,Offensive rebound by M. Harrell,,73,81
301,3,4:04.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,75,81
302,3,3:55.0,,Offensive foul by Z. Collins (drawn by P. Beverley),75,81
303,3,3:55.0,,Turnover by Z. Collins (offensive foul),75,81
304,3,3:39.0,T. Harris makes 2-pt jump shot from 6 ft,,77,81
305,3,3:39.0,,Portland full timeout,77,81
306,3,3:17.0,,D. Lillard misses 2-pt layup from 1 ft,77,81
307,3,3:14.0,Defensive rebound by T. Harris,,77,81
308,3,2:59.0,T. Harris misses 3-pt jump shot from 25 ft,,77,81
309,3,2:58.0,,Defensive rebound by M. Leonard,77,81
310,3,2:47.0,,Z. Collins misses 3-pt jump shot from 25 ft,77,81
311,3,2:43.0,,Offensive rebound by M. Leonard,77,81
312,3,2:38.0,,Z. Collins misses 2-pt hook shot from 3 ft,77,81
313,3,2:35.0,,Offensive rebound by C. McCollum,77,81
314,3,2:33.0,,C. McCollum makes 2-pt jump shot from 17 ft,77,83
315,3,2:20.0,L. Williams makes 2-pt jump shot from 15 ft,,79,83
316,3,2:06.0,,C. McCollum misses 3-pt jump shot from 25 ft,79,83
317,3,2:03.0,Defensive rebound by T. Harris,,79,83
318,3,1:54.0,L. Williams misses 2-pt jump shot from 6 ft,,79,83
319,3,1:52.0,,Defensive rebound by M. Leonard,79,83
320,3,1:44.0,,Personal foul by T. Harris (drawn by D. Lillard),79,83
321,3,1:44.0,S. Gilgeous-Alexander enters the game for P. Beverley,,79,83
322,3,1:44.0,M. Teodosić enters the game for T. Harris,,79,83
323,3,1:44.0,,S. Curry enters the game for D. Lillard,79,83
324,3,1:44.0,,N. Stauskas enters the game for C. McCollum,79,83
325,3,1:42.0,,Personal foul by M. Teodosić (drawn by E. Turner),79,83
326,3,1:42.0,,E. Turner makes free throw 1 of 2,79,84
327,3,1:42.0,,E. Turner misses free throw 2 of 2,79,84
328,3,1:39.0,Defensive rebound by M. Harrell,,79,84
329,3,1:33.0,,Violation by Team (kicked ball),79,84
330,3,1:27.0,M. Teodosić misses 3-pt jump shot from 22 ft,,79,84
331,3,1:23.0,,Defensive rebound by N. Stauskas,79,84
332,3,1:19.0,,Turnover by N. Stauskas (bad pass; steal by M. Harrell),79,84
333,3,1:06.0,L. Williams misses 2-pt jump shot from 16 ft,,79,84
334,3,1:03.0,,Defensive rebound by Z. Collins,79,84
335,3,0:47.0,,M. Leonard misses 3-pt jump shot from 24 ft,79,84
336,3,0:44.0,Defensive rebound by M. Teodosić,,79,84
337,3,0:37.0,S. Gilgeous-Alexander makes 2-pt dunk from 1 ft,,81,84
338,3,0:31.0,,E. Turner misses 2-pt layup from 2 ft (block by M. Harrell),81,84
339,3,0:28.0,,Offensive rebound by Z. Collins,81,84
340,3,0:27.0,,E. Turner misses 3-pt jump shot from 23 ft,81,84
341,3,0:25.0,,Offensive rebound by M. Leonard,81,84
342,3,0:19.0,,N. Stauskas misses 3-pt jump shot from 25 ft,81,84
343,3,0:16.0,Defensive rebound by M. Scott,,81,84
344,3,0:00.0,L. Williams misses 3-pt jump shot from 25 ft,,81,84
345,3,0:00.0,Offensive rebound by Team,,81,84
346,4,11:46.0,,Shooting foul by M. Harrell (drawn by M. Leonard),81,84
347,4,11:46.0,,M. Leonard makes free throw 1 of 2,81,85
348,4,11:46.0,,M. Leonard makes free throw 2 of 2,81,86
349,4,11:32.0,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,,81,86
350,4,11:28.0,,Defensive rebound by S. Curry,81,86
351,4,11:24.0,,Personal foul by M. Teodosić (drawn by N. Stauskas),81,86
352,4,11:17.0,,M. Leonard makes 2-pt dunk from 2 ft (assist by E. Turner),81,88
353,4,11:01.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,83,88
354,4,10:40.0,,Personal foul by M. Scott (drawn by E. Turner),83,88
355,4,10:34.0,,N. Stauskas misses 3-pt jump shot from 25 ft,83,88
356,4,10:31.0,Defensive rebound by M. Scott,,83,88
357,4,10:24.0,M. Scott misses 3-pt jump shot from 28 ft,,83,88
358,4,10:24.0,Offensive rebound by Team,,83,88
359,4,10:24.0,,Loose ball foul by M. Leonard (drawn by M. Harrell),83,88
360,4,10:14.0,Turnover by M. Teodosić (bad pass),,83,88
361,4,10:02.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by M. Leonard),83,91
362,4,9:49.0,L. Williams misses 2-pt layup from 2 ft,,83,91
363,4,9:47.0,,Defensive rebound by M. Leonard,83,91
364,4,9:42.0,,Z. Collins makes 2-pt dunk from 2 ft (assist by E. Turner),83,93
365,4,9:42.0,LA Clippers full timeout,,83,93
366,4,9:42.0,T. Harris enters the game for M. Teodosić,,83,93
367,4,9:27.0,L. Williams misses 2-pt jump shot from 6 ft,,83,93
368,4,9:25.0,Offensive rebound by L. Williams,,83,93
369,4,9:22.0,L. Williams makes 2-pt jump shot from 19 ft,,85,93
370,4,8:59.0,,S. Curry misses 2-pt jump shot from 20 ft,85,93
371,4,8:56.0,Defensive rebound by S. Gilgeous-Alexander,,85,93
372,4,8:49.0,Personal foul by N. Stauskas (drawn by S. Gilgeous-Alexander),,85,93
373,4,8:49.0,D. Gallinari enters the game for M. Scott,,85,93
374,4,8:43.0,T. Harris misses 2-pt jump shot from 4 ft,,85,93
375,4,8:40.0,,Defensive rebound by Z. Collins,85,93
376,4,8:31.0,,E. Turner misses 2-pt jump shot from 14 ft,85,93
377,4,8:27.0,Defensive rebound by M. Harrell,,85,93
378,4,8:20.0,D. Gallinari misses 3-pt jump shot from 24 ft (block by M. Leonard),,85,93
379,4,8:18.0,,Defensive rebound by Z. Collins,85,93
