,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
381,4,6:44.0,J. Randle misses 2-pt jump shot from 10 ft,,100,94
382,4,6:42.0,,Defensive rebound by J. Calderón,100,94
383,4,6:35.0,,B. Griffin misses 3-pt jump shot from 23 ft,100,94
384,4,6:31.0,Defensive rebound by J. Randle,,100,94
385,4,6:22.0,Personal foul by J. Leuer (drawn by J. Randle),,100,94
386,4,6:22.0,N. Mirotić enters the game for J. Randle,,100,94
387,4,6:22.0,,A. Drummond enters the game for J. Calderón,100,94
388,4,6:22.0,,R. Jackson enters the game for J. Leuer,100,94
389,4,6:17.0,Turnover by J. Holiday (discontinued dribble),,100,94
390,4,5:53.0,,A. Drummond misses 2-pt dunk from 3 ft,100,94
391,4,5:51.0,Defensive rebound by A. Davis,,100,94
392,4,5:49.0,J. Holiday makes 2-pt layup from 5 ft (assist by A. Davis),,102,94
393,4,5:41.0,,Shooting foul by A. Davis (drawn by A. Drummond),102,94
394,4,5:41.0,,A. Drummond makes free throw 1 of 2,102,95
395,4,5:41.0,,A. Drummond makes free throw 2 of 2,102,96
396,4,5:34.0,Turnover by T. Frazier (bad pass),,102,96
397,4,5:19.0,,L. Galloway misses 3-pt jump shot from 28 ft,102,96
398,4,5:16.0,Defensive rebound by N. Mirotić,,102,96
399,4,5:01.0,J. Holiday makes 3-pt jump shot from 26 ft,,105,96
400,4,4:32.0,,R. Jackson makes 2-pt jump shot from 11 ft,105,98
401,4,4:18.0,A. Davis misses 2-pt jump shot from 16 ft,,105,98
402,4,4:14.0,,Defensive rebound by L. Kennard,105,98
403,4,4:03.0,,Shooting foul by J. Holiday (drawn by A. Drummond),105,98
404,4,4:03.0,,A. Drummond misses free throw 1 of 2,105,98
405,4,4:03.0,,Offensive rebound by Team,105,98
406,4,4:03.0,J. Randle enters the game for D. Miller,,105,98
407,4,4:03.0,,A. Drummond misses free throw 2 of 2,105,98
408,4,4:01.0,Defensive rebound by J. Holiday,,105,98
409,4,3:57.0,Shooting foul by A. Drummond (drawn by J. Randle),,105,98
410,4,3:57.0,J. Randle makes free throw 1 of 2,,106,98
411,4,3:57.0,J. Randle makes free throw 2 of 2,,107,98
412,4,3:32.0,,B. Griffin misses 2-pt jump shot from 7 ft,107,98
413,4,3:31.0,Defensive rebound by J. Holiday,,107,98
414,4,3:18.0,A. Davis misses 2-pt jump shot from 17 ft,,107,98
415,4,3:15.0,,Defensive rebound by B. Griffin,107,98
416,4,3:09.0,,A. Drummond makes 2-pt layup from 3 ft (assist by R. Jackson),107,100
417,4,3:09.0,New Orleans full timeout,,107,100
418,4,2:51.0,A. Davis misses 3-pt jump shot from 27 ft,,107,100
419,4,2:46.0,Offensive rebound by A. Davis,,107,100
420,4,2:46.0,A. Davis makes 2-pt layup from 1 ft,,109,100
421,4,2:25.0,,L. Kennard makes 2-pt jump shot from 9 ft (assist by L. Galloway),109,102
422,4,2:10.0,Turnover by T. Frazier (traveling),,109,102
423,4,2:00.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),109,104
424,4,1:44.0,Turnover by J. Holiday (bad pass; steal by A. Drummond),,109,104
425,4,1:32.0,,A. Drummond misses 2-pt layup from 5 ft,109,104
426,4,1:30.0,Defensive rebound by N. Mirotić,,109,104
427,4,1:15.0,N. Mirotić makes 2-pt jump shot from 18 ft (assist by J. Randle),,111,104
428,4,1:15.0,,Detroit full timeout,111,104
429,4,1:00.0,,Shooting foul by J. Randle (drawn by B. Griffin),111,104
430,4,1:00.0,,B. Griffin makes free throw 1 of 2,111,105
431,4,1:00.0,,B. Griffin makes free throw 2 of 2,111,106
432,4,0:44.0,J. Holiday makes 2-pt jump shot from 14 ft,,113,106
433,4,0:41.0,,B. Griffin misses 3-pt jump shot from 25 ft,113,106
434,4,0:37.0,Defensive rebound by N. Mirotić,,113,106
435,4,0:31.0,Personal take foul by L. Galloway (drawn by J. Holiday),,113,106
436,4,0:31.0,J. Holiday makes free throw 1 of 2,,114,106
437,4,0:31.0,J. Holiday makes free throw 2 of 2,,115,106
438,4,0:25.0,,L. Galloway misses 3-pt jump shot from 27 ft,115,106
439,4,0:23.0,Defensive rebound by A. Davis,,115,106
440,4,0:23.0,Personal take foul by L. Kennard (drawn by A. Davis),,115,106
441,4,0:23.0,A. Davis makes free throw 1 of 2,,116,106
442,4,0:23.0,A. Davis misses free throw 2 of 2,,116,106
443,4,0:21.0,,Defensive rebound by A. Drummond,116,106
444,4,0:12.0,,B. Griffin makes 2-pt layup from 1 ft,116,108
