,QUARTER,TIME_REMAINING,DENVER_ACTION,HOUSTON_ACTION,DENVER_SCORE,HOUSTON_SCORE
154,2,8:28.0,,A. Rivers makes free throw 2 of 2,43,40
155,2,8:05.0,N. Jokić makes 2-pt hook shot from 10 ft,,45,40
156,2,7:47.0,,A. Rivers makes 3-pt jump shot from 23 ft (assist by C. Capela),45,43
157,2,7:31.0,Offensive foul by N. Jokić (drawn by J. Harden),,45,43
158,2,7:31.0,Turnover by N. Jokić (offensive foul),,45,43
159,2,7:18.0,,Personal foul by J. Hernangómez (drawn by J. Ennis),45,43
160,2,7:18.0,J. Murray enters the game for M. Morris,,45,43
161,2,7:10.0,,J. Harden misses 3-pt jump shot from 23 ft,45,43
162,2,7:07.0,Defensive rebound by J. Hernangómez,,45,43
163,2,6:54.0,N. Jokić misses 2-pt layup from 2 ft,,45,43
164,2,6:52.0,,Defensive rebound by J. Harden,45,43
165,2,6:46.0,,Shooting foul by M. Beasley (drawn by C. Capela),45,43
166,2,6:46.0,,C. Capela makes free throw 1 of 2,45,44
167,2,6:46.0,G. Harris enters the game for M. Beasley,,45,44
168,2,6:46.0,,C. Capela makes free throw 2 of 2,45,45
169,2,6:30.0,G. Harris misses 2-pt jump shot from 5 ft,,45,45
170,2,6:29.0,,Defensive rebound by C. Capela,45,45
171,2,6:22.0,,C. Capela misses 2-pt layup from 3 ft (block by J. Hernangómez),45,45
172,2,6:19.0,Defensive rebound by T. Lyles,,45,45
173,2,6:17.0,G. Harris makes 2-pt dunk at rim (assist by T. Lyles),,47,45
174,2,5:58.0,,C. Capela makes 2-pt dunk from 1 ft (assist by A. Rivers),47,47
175,2,5:58.0,,Shooting foul by T. Lyles (drawn by C. Capela),47,47
176,2,5:58.0,T. Craig enters the game for J. Hernangómez,,47,47
177,2,5:58.0,P. Millsap enters the game for T. Lyles,,47,47
178,2,5:58.0,,G. Green enters the game for A. Rivers,47,47
179,2,5:58.0,,C. Capela makes free throw 1 of 1,47,48
180,2,5:51.0,Turnover by N. Jokić (bad pass),,47,48
181,2,5:43.0,,Personal foul by G. Harris (drawn by C. Capela),47,48
182,2,5:43.0,,C. Capela misses free throw 1 of 2,47,48
183,2,5:43.0,,Offensive rebound by Team,47,48
184,2,5:43.0,,C. Capela makes free throw 2 of 2,47,49
185,2,5:24.0,P. Millsap misses 2-pt jump shot from 7 ft,,47,49
186,2,5:22.0,,Defensive rebound by C. Capela,47,49
187,2,5:10.0,,C. Capela makes 2-pt hook shot from 7 ft (assist by J. Harden),47,51
188,2,5:10.0,Denver full timeout,,47,51
189,2,4:52.0,N. Jokić misses 2-pt hook shot from 6 ft,,47,51
190,2,4:50.0,Offensive rebound by N. Jokić,,47,51
191,2,4:50.0,N. Jokić misses 2-pt layup from 4 ft,,47,51
192,2,4:44.0,Offensive rebound by N. Jokić,,47,51
193,2,4:44.0,N. Jokić makes 2-pt layup at rim,,49,51
194,2,4:31.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Ennis),49,53
195,2,4:08.0,Shooting foul by P. Tucker (drawn by G. Harris),,49,53
196,2,4:08.0,G. Harris makes free throw 1 of 2,,50,53
197,2,4:08.0,,A. Rivers enters the game for J. Ennis,50,53
198,2,4:08.0,G. Harris makes free throw 2 of 2,,51,53
199,2,4:00.0,Violation by Team (kicked ball),,51,53
200,2,3:56.0,,Personal foul by T. Craig (drawn by J. Harden),51,53
201,2,3:56.0,,J. Harden makes free throw 1 of 2,51,54
202,2,3:56.0,,J. Harden makes free throw 2 of 2,51,55
203,2,3:43.0,Turnover by N. Jokić (lost ball; steal by J. Harden),,51,55
204,2,3:43.0,,Personal foul by N. Jokić (drawn by J. Harden),51,55
205,2,3:43.0,,J. Harden makes free throw 1 of 2,51,56
206,2,3:43.0,,J. Harden makes free throw 2 of 2,51,57
207,2,3:28.0,J. Murray makes 2-pt jump shot from 18 ft (assist by P. Millsap),,53,57
208,2,3:12.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by J. Harden),53,60
209,2,2:51.0,J. Murray misses 2-pt dunk from 1 ft,,53,60
210,2,2:49.0,,Defensive rebound by G. Green,53,60
211,2,2:43.0,,C. Capela misses 2-pt layup from 1 ft,53,60
212,2,2:41.0,Defensive rebound by N. Jokić,,53,60
213,2,2:38.0,J. Murray misses 3-pt jump shot from 24 ft,,53,60
214,2,2:32.0,Offensive rebound by G. Harris,,53,60
215,2,2:30.0,G. Harris misses 3-pt jump shot from 24 ft,,53,60
216,2,2:26.0,Offensive rebound by T. Craig,,53,60
217,2,2:23.0,J. Murray misses 2-pt jump shot from 16 ft,,53,60
218,2,2:23.0,Offensive rebound by T. Craig,,53,60
219,2,2:23.0,T. Craig misses 2-pt layup from 3 ft,,53,60
220,2,2:21.0,,Defensive rebound by G. Green,53,60
221,2,2:09.0,,Turnover by J. Harden (bad pass; steal by N. Jokić),53,60
222,2,2:09.0,Personal take foul by G. Green (drawn by T. Craig),,53,60
223,2,2:09.0,T. Craig misses free throw 1 of 2,,53,60
224,2,2:09.0,Offensive rebound by Team,,53,60
225,2,2:09.0,,D. House enters the game for G. Green,53,60
226,2,2:09.0,T. Craig makes free throw 2 of 2,,54,60
227,2,1:49.0,,J. Harden makes 3-pt jump shot from 26 ft,54,63
228,2,1:49.0,,Shooting foul by J. Murray (drawn by J. Harden),54,63
229,2,1:49.0,,J. Harden makes free throw 1 of 1,54,64
230,2,1:34.0,Turnover by N. Jokić (lost ball; steal by P. Tucker),,54,64
231,2,1:28.0,,J. Harden makes 3-pt jump shot from 28 ft,54,67
232,2,1:16.0,Personal foul by C. Capela (drawn by J. Murray),,54,67
233,2,1:16.0,J. Murray misses free throw 1 of 2,,54,67
234,2,1:16.0,Offensive rebound by Team,,54,67
235,2,1:16.0,M. Plumlee enters the game for N. Jokić,,54,67
236,2,1:16.0,J. Murray makes free throw 2 of 2,,55,67
237,2,1:00.0,,J. Harden misses 3-pt jump shot from 27 ft,55,67
238,2,0:59.0,Defensive rebound by M. Plumlee,,55,67
239,2,0:48.0,Turnover by M. Plumlee (bad pass; steal by A. Rivers),,55,67
240,2,0:46.0,,Turnover by J. Harden (out of bounds lost ball),55,67
241,2,0:30.0,J. Murray makes 2-pt jump shot from 8 ft,,57,67
242,2,0:16.0,,J. Harden makes 3-pt jump shot from 26 ft,57,70
243,2,0:00.0,G. Harris makes 3-pt jump shot from 26 ft (assist by J. Murray),,60,70
244,3,11:33.0,J. Murray misses 2-pt jump shot from 19 ft,,60,70
245,3,11:32.0,Offensive rebound by T. Craig,,60,70
246,3,11:21.0,P. Millsap makes 2-pt jump shot from 5 ft,,62,70
247,3,10:53.0,,D. House misses 2-pt jump shot from 12 ft,62,70
248,3,10:51.0,Defensive rebound by N. Jokić,,62,70
249,3,10:46.0,T. Craig makes 2-pt layup from 1 ft (assist by N. Jokić),,64,70
250,3,10:32.0,,D. House makes 3-pt jump shot from 24 ft (assist by C. Capela),64,73
251,3,10:16.0,P. Millsap misses 2-pt layup from 8 ft (block by P. Tucker),,64,73
252,3,10:14.0,Offensive rebound by P. Millsap,,64,73
253,3,10:05.0,P. Millsap misses 2-pt jump shot from 11 ft,,64,73
254,3,10:00.0,Offensive rebound by T. Craig,,64,73
255,3,9:56.0,Turnover by N. Jokić (bad pass; steal by C. Capela),,64,73
256,3,9:49.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by D. House),64,76
257,3,9:49.0,Denver full timeout,,64,76
258,3,9:36.0,G. Harris misses 2-pt jump shot from 17 ft,,64,76
259,3,9:32.0,,Defensive rebound by J. Harden,64,76
260,3,9:22.0,,J. Harden misses 3-pt jump shot from 26 ft,64,76
261,3,9:18.0,Defensive rebound by G. Harris,,64,76
262,3,9:06.0,N. Jokić misses 2-pt jump shot from 14 ft,,64,76
263,3,9:03.0,Offensive rebound by J. Murray,,64,76
264,3,8:55.0,G. Harris misses 3-pt jump shot from 26 ft,,64,76
265,3,8:52.0,,Defensive rebound by J. Harden,64,76
266,3,8:41.0,,A. Rivers misses 3-pt jump shot from 26 ft,64,76
267,3,8:37.0,Defensive rebound by G. Harris,,64,76
268,3,8:28.0,P. Millsap misses 2-pt jump shot from 9 ft (block by J. Harden),,64,76
269,3,8:26.0,,Defensive rebound by J. Harden,64,76
270,3,8:08.0,,C. Capela misses 2-pt layup from 2 ft (block by P. Millsap),64,76
271,3,8:08.0,,Offensive rebound by Team,64,76
272,3,8:05.0,,J. Harden misses 3-pt jump shot from 24 ft,64,76
273,3,8:01.0,Defensive rebound by N. Jokić,,64,76
274,3,7:46.0,N. Jokić makes 2-pt hook shot from 4 ft,,66,76
275,3,7:29.0,,D. House misses 2-pt hook shot from 4 ft,66,76
276,3,7:28.0,,Offensive rebound by D. House,66,76
277,3,7:18.0,,J. Harden makes 3-pt jump shot from 27 ft,66,79
278,3,6:57.0,N. Jokić makes 2-pt jump shot from 11 ft (assist by J. Murray),,68,79
279,3,6:57.0,Shooting foul by C. Capela (drawn by N. Jokić),,68,79
280,3,6:57.0,,G. Green enters the game for D. House,68,79
281,3,6:57.0,N. Jokić makes free throw 1 of 1,,69,79
282,3,6:45.0,,Personal foul by P. Millsap (drawn by J. Harden),69,79
283,3,6:33.0,Violation by Team (kicked ball),,69,79
284,3,6:22.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),69,81
285,3,6:22.0,,Shooting foul by J. Murray (drawn by C. Capela),69,81
286,3,6:22.0,M. Beasley enters the game for P. Millsap,,69,81
287,3,6:22.0,,C. Capela misses free throw 1 of 1,69,81
288,3,6:22.0,Defensive rebound by T. Craig,,69,81
289,3,6:09.0,T. Craig misses 3-pt jump shot from 23 ft,,69,81
290,3,6:04.0,Offensive rebound by N. Jokić,,69,81
291,3,6:04.0,N. Jokić makes 2-pt layup from 1 ft,,71,81
292,3,5:52.0,,Shooting foul by T. Craig (drawn by J. Harden),71,81
293,3,5:52.0,,J. Harden makes free throw 1 of 3,71,82
294,3,5:52.0,,J. Harden misses free throw 2 of 3,71,82
295,3,5:52.0,,Offensive rebound by Team,71,82
296,3,5:52.0,,J. Harden makes free throw 3 of 3,71,83
297,3,5:52.0,,J. Ennis enters the game for A. Rivers,71,83
298,3,5:44.0,Personal foul by J. Ennis (drawn by J. Murray),,71,83
299,3,5:31.0,M. Beasley misses 3-pt jump shot from 26 ft,,71,83
300,3,5:27.0,,Defensive rebound by J. Ennis,71,83
301,3,5:26.0,,Offensive foul by J. Ennis (drawn by J. Murray),71,83
302,3,5:26.0,,Turnover by J. Ennis (offensive foul),71,83
303,3,5:17.0,J. Murray makes 2-pt jump shot from 6 ft,,73,83
304,3,5:17.0,M. Morris enters the game for T. Craig,,73,83
305,3,4:53.0,,J. Harden misses 3-pt jump shot from 28 ft,73,83
306,3,4:49.0,Defensive rebound by M. Beasley,,73,83
307,3,4:41.0,J. Murray makes 2-pt layup at rim,,75,83
308,3,4:35.0,,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),75,85
309,3,4:13.0,N. Jokić misses 2-pt jump shot from 7 ft,,75,85
310,3,4:11.0,,Defensive rebound by J. Harden,75,85
311,3,4:06.0,,P. Tucker misses 3-pt jump shot from 23 ft,75,85
312,3,4:03.0,Defensive rebound by N. Jokić,,75,85
313,3,3:58.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by G. Harris),,78,85
314,3,3:43.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),78,88
315,3,3:28.0,N. Jokić makes 2-pt jump shot from 3 ft (assist by J. Murray),,80,88
316,3,3:16.0,,G. Green makes 3-pt jump shot from 25 ft (assist by J. Harden),80,91
317,3,2:55.0,J. Murray misses 2-pt jump shot from 9 ft,,80,91
318,3,2:53.0,,Defensive rebound by J. Ennis,80,91
319,3,2:45.0,,J. Ennis makes 3-pt jump shot from 23 ft (assist by J. Harden),80,94
320,3,2:43.0,Denver full timeout,,80,94
321,3,2:43.0,J. Hernangómez enters the game for N. Jokić,,80,94
322,3,2:43.0,M. Plumlee enters the game for J. Murray,,80,94
323,3,2:43.0,,N. Hilário enters the game for C. Capela,80,94
324,3,2:43.0,,D. House enters the game for J. Harden,80,94
325,3,2:43.0,,A. Rivers enters the game for P. Tucker,80,94
326,3,2:35.0,G. Harris makes 2-pt layup at rim,,82,94
327,3,2:18.0,,G. Green misses 3-pt jump shot from 25 ft,82,94
328,3,2:16.0,,Offensive rebound by Team,82,94
329,3,2:03.0,,N. Hilário misses 2-pt layup from 2 ft,82,94
330,3,2:01.0,Defensive rebound by M. Plumlee,,82,94
331,3,1:43.0,M. Beasley misses 3-pt jump shot from 26 ft,,82,94
332,3,1:40.0,,Defensive rebound by D. House,82,94
333,3,1:25.0,,N. Hilário misses 2-pt jump shot from 16 ft,82,94
334,3,1:19.0,,Offensive rebound by J. Ennis,82,94
335,3,1:19.0,,J. Ennis makes 2-pt layup at rim,82,96
336,3,1:12.0,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),,84,96
337,3,1:12.0,Shooting foul by J. Ennis (drawn by M. Plumlee),,84,96
338,3,1:12.0,T. Lyles enters the game for G. Harris,,84,96
339,3,1:12.0,M. Plumlee misses free throw 1 of 1,,84,96
340,3,1:12.0,,Defensive rebound by J. Ennis,84,96
341,3,0:54.0,,Turnover by J. Ennis (traveling),84,96
342,3,0:37.0,M. Morris makes 2-pt jump shot from 17 ft (assist by M. Plumlee),,86,96
343,3,0:37.0,Shooting foul by J. Ennis (drawn by M. Morris),,86,96
344,3,0:37.0,,J. Harden enters the game for J. Ennis,86,96
345,3,0:37.0,M. Morris makes free throw 1 of 1,,87,96
346,3,0:31.0,,Personal foul by M. Beasley (drawn by J. Harden),87,96
347,3,0:27.0,,J. Harden misses 2-pt jump shot from 11 ft,87,96
348,3,0:26.0,Defensive rebound by M. Plumlee,,87,96
349,3,0:05.0,Personal foul by J. Harden (drawn by M. Plumlee),,87,96
350,3,0:05.0,M. Plumlee makes free throw 1 of 2,,88,96
351,3,0:05.0,T. Craig enters the game for J. Hernangómez,,88,96
352,3,0:05.0,G. Harris enters the game for T. Lyles,,88,96
353,3,0:05.0,M. Plumlee makes free throw 2 of 2,,89,96
354,3,0:00.0,,A. Rivers misses 3-pt jump shot from 26 ft,89,96
355,3,0:00.0,,Offensive rebound by Team,89,96
356,4,11:43.0,,G. Green makes 3-pt jump shot from 24 ft (assist by A. Rivers),89,99
357,4,11:18.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by M. Morris),,92,99
358,4,10:53.0,,J. Harden makes 3-pt jump shot from 26 ft,92,102
359,4,10:40.0,M. Morris makes 2-pt layup from 1 ft,,94,102
360,4,10:24.0,,G. Green misses 3-pt jump shot from 25 ft,94,102
361,4,10:22.0,Defensive rebound by M. Morris,,94,102
362,4,10:02.0,M. Plumlee makes 2-pt layup at rim (assist by J. Hernangómez),,96,102
363,4,9:36.0,,N. Hilário misses 2-pt hook shot from 4 ft,96,102
364,4,9:34.0,Defensive rebound by J. Hernangómez,,96,102
365,4,9:28.0,Personal foul by A. Rivers (drawn by T. Lyles),,96,102
366,4,9:28.0,,C. Capela enters the game for N. Hilário,96,102
367,4,9:28.0,,P. Tucker enters the game for D. House,96,102
368,4,9:21.0,Turnover by M. Plumlee (bad pass; steal by P. Tucker),,96,102
369,4,9:13.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),96,104
370,4,8:56.0,M. Beasley misses 3-pt jump shot from 25 ft,,96,104
371,4,8:52.0,,Defensive rebound by G. Green,96,104
372,4,8:36.0,,P. Tucker misses 3-pt jump shot from 24 ft,96,104
373,4,8:35.0,Defensive rebound by M. Morris,,96,104
374,4,8:28.0,M. Morris misses 2-pt hook shot from 4 ft,,96,104
375,4,8:28.0,,Defensive rebound by Team,96,104
376,4,8:13.0,,G. Green misses 3-pt jump shot from 23 ft,96,104
377,4,8:10.0,Defensive rebound by T. Lyles,,96,104
378,4,8:04.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,96,104
379,4,8:01.0,,Defensive rebound by A. Rivers,96,104
380,4,7:49.0,,G. Green makes 3-pt jump shot from 23 ft (assist by P. Tucker),96,107
381,4,7:48.0,Denver full timeout,,96,107
382,4,7:48.0,T. Craig enters the game for J. Hernangómez,,96,107
383,4,7:48.0,J. Murray enters the game for T. Lyles,,96,107
384,4,7:48.0,,D. House enters the game for G. Green,96,107
385,4,7:34.0,Shooting foul by J. Harden (drawn by J. Murray),,96,107
386,4,7:34.0,J. Murray makes free throw 1 of 2,,97,107
387,4,7:34.0,J. Murray makes free throw 2 of 2,,98,107
388,4,7:14.0,,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),98,109
