,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
278,3,10:42.0,G. Antetokounmpo makes free throw 1 of 2,,52,55
279,3,10:42.0,G. Antetokounmpo makes free throw 2 of 2,,53,55
280,3,10:34.0,,D. Mitchell misses 2-pt jump shot from 20 ft,53,55
281,3,10:31.0,Defensive rebound by K. Middleton,,53,55
282,3,10:24.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,53,55
283,3,10:21.0,,Defensive rebound by J. Ingles,53,55
284,3,10:13.0,,R. Gobert misses 2-pt jump shot from 6 ft,53,55
285,3,10:11.0,Defensive rebound by B. Lopez,,53,55
286,3,10:01.0,K. Middleton misses 2-pt jump shot from 10 ft,,53,55
287,3,9:58.0,,Defensive rebound by R. Rubio,53,55
288,3,9:50.0,,R. Gobert misses 2-pt jump shot from 8 ft,53,55
289,3,9:50.0,Defensive rebound by Team,,53,55
290,3,9:50.0,,Loose ball foul by R. Gobert (drawn by B. Lopez),53,55
291,3,9:36.0,G. Antetokounmpo makes 2-pt hook shot from 4 ft (assist by K. Middleton),,55,55
292,3,9:26.0,,D. Mitchell makes 2-pt jump shot from 14 ft (assist by R. Rubio),55,57
293,3,9:13.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,57,57
294,3,9:13.0,,Utah full timeout,57,57
295,3,9:13.0,,K. Korver enters the game for R. Rubio,57,57
296,3,9:03.0,,D. Mitchell misses 2-pt jump shot from 13 ft,57,57
297,3,9:01.0,,Offensive rebound by D. Mitchell,57,57
298,3,8:58.0,,R. Gobert misses 2-pt layup from 5 ft,57,57
299,3,8:58.0,Defensive rebound by Team,,57,57
300,3,8:42.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by K. Middleton),,60,57
301,3,8:26.0,,Turnover by J. Ingles (bad pass; steal by N. Mirotić),60,57
302,3,8:22.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,62,57
303,3,8:22.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,62,57
304,3,8:22.0,,D. Favors enters the game for R. Gobert,62,57
305,3,8:22.0,G. Antetokounmpo misses free throw 1 of 1,,62,57
306,3,8:21.0,,Defensive rebound by J. Crowder,62,57
307,3,8:02.0,,D. Mitchell misses 3-pt jump shot from 25 ft,62,57
308,3,7:58.0,Defensive rebound by B. Lopez,,62,57
309,3,7:55.0,Personal foul by D. Mitchell (drawn by E. İlyasova),,62,57
310,3,7:47.0,E. İlyasova misses 2-pt jump shot from 17 ft,,62,57
311,3,7:46.0,,Defensive rebound by D. Favors,62,57
312,3,7:37.0,,Personal foul by E. İlyasova (drawn by J. Ingles),62,57
313,3,7:37.0,P. Connaughton enters the game for E. İlyasova,,62,57
314,3,7:30.0,,J. Ingles misses 2-pt layup from 2 ft (block by B. Lopez),62,57
315,3,7:27.0,,Offensive rebound by D. Favors,62,57
316,3,7:25.0,,Turnover by D. Favors (bad pass; steal by B. Lopez),62,57
317,3,7:18.0,K. Middleton misses 3-pt jump shot from 26 ft,,62,57
318,3,7:16.0,,Defensive rebound by D. Favors,62,57
319,3,7:09.0,,K. Korver misses 3-pt jump shot from 24 ft,62,57
320,3,7:06.0,Defensive rebound by G. Antetokounmpo,,62,57
321,3,7:02.0,Personal foul by J. Ingles (drawn by G. Antetokounmpo),,62,57
322,3,7:02.0,Offensive rebound by Team,,62,57
323,3,7:02.0,G. Antetokounmpo misses free throw 1 of 2,,62,57
324,3,7:02.0,D. Wilson enters the game for N. Mirotić,,62,57
325,3,7:02.0,,R. O'Neale enters the game for J. Ingles,62,57
326,3,7:02.0,G. Antetokounmpo makes free throw 2 of 2,,63,57
327,3,6:52.0,,K. Korver misses 2-pt jump shot from 10 ft (block by P. Connaughton),63,57
328,3,6:51.0,Defensive rebound by D. Wilson,,63,57
329,3,6:46.0,Shooting foul by J. Crowder (drawn by G. Antetokounmpo),,63,57
330,3,6:46.0,G. Antetokounmpo misses free throw 1 of 2,,63,57
331,3,6:46.0,Offensive rebound by Team,,63,57
332,3,6:46.0,G. Antetokounmpo makes free throw 2 of 2,,64,57
333,3,6:36.0,,Personal foul by P. Connaughton (drawn by D. Mitchell),64,57
334,3,6:28.0,,D. Mitchell makes 2-pt layup from 3 ft,64,59
335,3,6:18.0,K. Middleton makes 2-pt layup from 4 ft,,66,59
336,3,6:08.0,,D. Mitchell makes 2-pt jump shot from 16 ft,66,61
337,3,5:50.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,69,61
338,3,5:32.0,,D. Mitchell makes 2-pt jump shot from 16 ft,69,63
339,3,5:05.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,69,63
340,3,5:04.0,,Defensive rebound by D. Favors,69,63
341,3,4:54.0,,R. O'Neale misses 2-pt layup from 1 ft,69,63
342,3,4:52.0,Defensive rebound by K. Middleton,,69,63
343,3,4:50.0,Turnover by G. Antetokounmpo (offensive foul),,69,63
344,3,4:50.0,Offensive foul by G. Antetokounmpo (drawn by K. Korver),,69,63
345,3,4:50.0,T. Snell enters the game for G. Antetokounmpo,,69,63
346,3,4:41.0,,Shooting foul by T. Snell (drawn by D. Mitchell),69,63
347,3,4:41.0,,D. Mitchell makes free throw 1 of 2,69,64
348,3,4:41.0,,D. Mitchell makes free throw 2 of 2,69,65
349,3,4:23.0,D. Wilson misses 3-pt jump shot from 26 ft,,69,65
350,3,4:19.0,,Defensive rebound by K. Korver,69,65
351,3,4:10.0,,Turnover by R. O'Neale (step out of bounds),69,65
352,3,4:10.0,,T. Sefolosha enters the game for J. Crowder,69,65
353,3,4:10.0,Milwaukee full timeout,,69,65
354,3,3:59.0,B. Lopez makes 2-pt layup from 2 ft (assist by K. Middleton),,71,65
355,3,3:43.0,,D. Favors misses 2-pt jump shot from 18 ft,71,65
356,3,3:40.0,Defensive rebound by K. Middleton,,71,65
357,3,3:34.0,Turnover by K. Middleton (bad pass; steal by D. Mitchell),,71,65
358,3,3:18.0,,R. O'Neale makes 2-pt jump shot from 2 ft (assist by D. Mitchell),71,67
359,3,2:59.0,B. Lopez misses 2-pt jump shot from 11 ft,,71,67
360,3,2:59.0,,Defensive rebound by D. Favors,71,67
361,3,2:52.0,,Shooting foul by B. Lopez (drawn by D. Mitchell),71,67
362,3,2:52.0,,D. Mitchell makes free throw 1 of 2,71,68
363,3,2:52.0,C. Wood enters the game for B. Lopez,,71,68
364,3,2:52.0,,R. Rubio enters the game for K. Korver,71,68
365,3,2:52.0,,D. Mitchell makes free throw 2 of 2,71,69
366,3,2:41.0,D. Wilson misses 2-pt jump shot from 12 ft,,71,69
367,3,2:38.0,Offensive rebound by D. Wilson,,71,69
368,3,2:37.0,Turnover by D. Wilson (bad pass; steal by D. Favors),,71,69
369,3,2:30.0,,D. Favors makes 2-pt layup from 5 ft (assist by R. Rubio),71,71
370,3,2:05.0,D. Wilson misses 3-pt jump shot from 27 ft,,71,71
371,3,2:02.0,Offensive rebound by P. Connaughton,,71,71
372,3,2:02.0,Shooting foul by T. Sefolosha (drawn by P. Connaughton),,71,71
373,3,2:02.0,P. Connaughton makes free throw 1 of 2,,72,71
374,3,2:02.0,G. Antetokounmpo enters the game for K. Middleton,,72,71
375,3,2:02.0,N. Mirotić enters the game for D. Wilson,,72,71
