,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PORTLAND_ACTION,PHOENIX_SCORE,PORTLAND_SCORE
65,1,6:31.0,Offensive rebound by D. Ayton,,13,11
66,1,6:20.0,T. Johnson misses 3-pt jump shot from 25 ft,,13,11
67,1,6:18.0,,Defensive rebound by A. Aminu,13,11
68,1,6:07.0,,D. Lillard makes 2-pt layup from 2 ft,13,13
69,1,5:50.0,D. Booker misses 2-pt jump shot from 17 ft,,13,13
70,1,5:48.0,,Defensive rebound by A. Aminu,13,13
71,1,5:40.0,,A. Aminu misses 2-pt jump shot from 3 ft,13,13
72,1,5:38.0,,Offensive rebound by J. Nurkić,13,13
73,1,5:38.0,,J. Nurkić misses 2-pt layup from 1 ft,13,13
74,1,5:37.0,Defensive rebound by D. Bender,,13,13
75,1,5:33.0,Phoenix full timeout,,13,13
76,1,5:33.0,J. Jackson enters the game for D. Bender,,13,13
77,1,5:22.0,J. Jackson misses 2-pt jump shot from 2 ft,,13,13
78,1,5:20.0,,Defensive rebound by A. Aminu,13,13
79,1,5:16.0,,A. Aminu misses 3-pt jump shot from 25 ft,13,13
80,1,5:11.0,Defensive rebound by D. Booker,,13,13
81,1,5:04.0,T. Johnson misses 3-pt jump shot from 22 ft,,13,13
82,1,5:04.0,Offensive rebound by J. Jackson,,13,13
83,1,4:58.0,J. Jackson misses 2-pt layup from 1 ft,,13,13
84,1,4:57.0,,Defensive rebound by M. Harkless,13,13
85,1,4:48.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),13,15
86,1,4:33.0,T. Johnson makes 3-pt jump shot from 22 ft (assist by D. Booker),,16,15
87,1,4:08.0,,C. McCollum makes 2-pt jump shot from 17 ft,16,17
88,1,3:47.0,D. Ayton misses 2-pt jump shot from 11 ft,,16,17
89,1,3:45.0,,Defensive rebound by M. Harkless,16,17
90,1,3:28.0,,J. Nurkić misses 2-pt layup from 3 ft,16,17
91,1,3:27.0,,Offensive rebound by A. Aminu,16,17
92,1,3:25.0,,A. Aminu makes 2-pt jump shot from 3 ft,16,19
93,1,3:18.0,K. Oubre makes 2-pt jump shot from 3 ft (assist by T. Johnson),,18,19
94,1,3:08.0,,Shooting foul by D. Ayton (drawn by J. Nurkić),18,19
95,1,3:08.0,M. Bridges enters the game for D. Ayton,,18,19
96,1,3:08.0,R. Holmes enters the game for K. Oubre,,18,19
97,1,3:08.0,,R. Hood enters the game for M. Harkless,18,19
98,1,3:08.0,,J. Layman enters the game for C. McCollum,18,19
99,1,3:08.0,,J. Nurkić misses free throw 1 of 2,18,19
100,1,3:08.0,,Offensive rebound by Team,18,19
101,1,3:08.0,,J. Nurkić makes free throw 2 of 2,18,20
102,1,2:59.0,D. Booker makes 2-pt jump shot from 13 ft,,20,20
103,1,2:59.0,Shooting foul by R. Hood (drawn by D. Booker),,20,20
104,1,2:59.0,,Portland full timeout,20,20
105,1,2:59.0,,E. Freedom enters the game for J. Nurkić,20,20
106,1,2:59.0,D. Booker makes free throw 1 of 1,,21,20
107,1,2:37.0,,D. Lillard misses 3-pt jump shot from 26 ft,21,20
108,1,2:34.0,Defensive rebound by T. Johnson,,21,20
109,1,2:23.0,Personal foul by J. Layman (drawn by R. Holmes),,21,20
110,1,2:23.0,J. Crawford enters the game for D. Booker,,21,20
111,1,2:23.0,,S. Curry enters the game for A. Aminu,21,20
112,1,2:09.0,R. Holmes misses 2-pt jump shot from 16 ft,,21,20
113,1,2:07.0,,Defensive rebound by Team,21,20
114,1,1:47.0,,E. Freedom misses 2-pt hook shot from 2 ft,21,20
115,1,1:46.0,Defensive rebound by R. Holmes,,21,20
116,1,1:35.0,R. Holmes misses 2-pt jump shot from 6 ft,,21,20
117,1,1:34.0,,Defensive rebound by E. Freedom,21,20
118,1,1:24.0,,E. Freedom misses 2-pt layup from 1 ft (block by R. Holmes),21,20
119,1,1:22.0,Defensive rebound by M. Bridges,,21,20
120,1,1:17.0,J. Jackson misses 2-pt layup from 2 ft (block by J. Layman),,21,20
121,1,1:14.0,,Defensive rebound by R. Hood,21,20
122,1,1:11.0,,Turnover by R. Hood (lost ball; steal by R. Holmes),21,20
123,1,1:00.0,T. Johnson makes 2-pt jump shot from 2 ft,,23,20
124,1,0:49.0,,Shooting foul by R. Holmes (drawn by D. Lillard),23,20
125,1,0:49.0,,D. Lillard makes free throw 1 of 2,23,21
126,1,0:49.0,,D. Lillard makes free throw 2 of 2,23,22
127,1,0:37.0,J. Crawford misses 2-pt jump shot from 14 ft,,23,22
128,1,0:35.0,,Defensive rebound by J. Layman,23,22
129,1,0:26.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),23,24
130,1,0:07.0,T. Johnson misses 2-pt jump shot from 18 ft,,23,24
131,1,0:04.0,,Defensive rebound by E. Freedom,23,24
132,1,0:00.0,,S. Curry misses 2-pt jump shot from 20 ft,23,24
133,1,0:00.0,,Offensive rebound by Team,23,24
134,2,11:45.0,J. Jackson misses 2-pt jump shot from 5 ft,,23,24
135,2,11:44.0,Offensive rebound by Team,,23,24
136,2,11:39.0,Personal foul by J. Layman (drawn by M. Bridges),,23,24
137,2,11:33.0,R. Holmes makes 2-pt layup from 1 ft (assist by J. Crawford),,25,24
138,2,11:16.0,,Shooting foul by D. Melton (drawn by R. Hood),25,24
139,2,11:16.0,,R. Hood makes free throw 1 of 2,25,25
140,2,11:16.0,,R. Hood makes free throw 2 of 2,25,26
141,2,10:59.0,R. Holmes misses 2-pt jump shot from 4 ft,,25,26
142,2,10:56.0,,Defensive rebound by S. Curry,25,26
143,2,10:46.0,,S. Curry misses 3-pt jump shot from 28 ft,25,26
144,2,10:44.0,Defensive rebound by Team,,25,26
145,2,10:33.0,J. Crawford misses 2-pt jump shot from 16 ft,,25,26
146,2,10:31.0,,Defensive rebound by J. Layman,25,26
147,2,10:27.0,,J. Layman makes 2-pt layup from 1 ft,25,28
148,2,10:27.0,,Shooting foul by R. Holmes (drawn by J. Layman),25,28
149,2,10:27.0,,J. Layman misses free throw 1 of 1,25,28
150,2,10:24.0,,Offensive rebound by Z. Collins,25,28
151,2,10:20.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by Z. Collins),25,30
152,2,10:19.0,Phoenix full timeout,,25,30
153,2,10:19.0,D. Bender enters the game for J. Jackson,,25,30
154,2,10:05.0,R. Holmes misses 2-pt jump shot from 13 ft,,25,30
155,2,10:02.0,,Defensive rebound by E. Freedom,25,30
156,2,9:55.0,,J. Layman makes 2-pt jump shot from 21 ft,25,32
157,2,9:36.0,J. Crawford misses 3-pt jump shot from 27 ft,,25,32
158,2,9:34.0,,Defensive rebound by Z. Collins,25,32
159,2,9:34.0,D. Ayton enters the game for R. Holmes,,25,32
160,2,9:20.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Freedom),25,35
161,2,9:03.0,D. Ayton makes 2-pt jump shot from 11 ft (assist by D. Bender),,27,35
162,2,8:44.0,,Turnover by Z. Collins (step out of bounds),27,35
163,2,8:44.0,D. Booker enters the game for D. Melton,,27,35
164,2,8:34.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by D. Booker),,29,35
165,2,8:16.0,,J. Layman misses 3-pt jump shot from 27 ft,29,35
166,2,8:14.0,Defensive rebound by M. Bridges,,29,35
167,2,8:04.0,D. Bender misses 3-pt jump shot from 25 ft,,29,35
168,2,8:01.0,,Defensive rebound by S. Curry,29,35
169,2,7:52.0,,S. Curry misses 3-pt jump shot from 26 ft,29,35
170,2,7:50.0,Defensive rebound by D. Bender,,29,35
171,2,7:36.0,D. Booker misses 2-pt hook shot from 13 ft,,29,35
172,2,7:35.0,,Defensive rebound by E. Freedom,29,35
173,2,7:29.0,,Z. Collins misses 2-pt jump shot from 10 ft,29,35
174,2,7:29.0,,Offensive rebound by E. Freedom,29,35
175,2,7:29.0,,Shooting foul by J. Crawford (drawn by E. Freedom),29,35
176,2,7:29.0,,E. Freedom misses free throw 1 of 2,29,35
177,2,7:29.0,,Offensive rebound by Team,29,35
178,2,7:29.0,,E. Freedom makes free throw 2 of 2,29,36
179,2,7:08.0,D. Ayton makes 2-pt jump shot from 12 ft (assist by M. Bridges),,31,36
180,2,6:50.0,,R. Hood makes 2-pt jump shot from 18 ft (assist by Z. Collins),31,38
181,2,6:37.0,Personal foul by R. Hood (drawn by D. Booker),,31,38
182,2,6:37.0,,M. Harkless enters the game for R. Hood,31,38
183,2,6:37.0,,C. McCollum enters the game for J. Layman,31,38
184,2,6:27.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by D. Bender),,33,38
185,2,6:16.0,,E. Freedom makes 2-pt layup from 1 ft (assist by C. McCollum),33,40
186,2,6:06.0,Turnover by J. Crawford (lost ball; steal by Z. Collins),,33,40
187,2,6:00.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by C. McCollum),33,43
188,2,6:00.0,Phoenix full timeout,,33,43
189,2,6:00.0,J. Jackson enters the game for D. Bender,,33,43
190,2,6:00.0,T. Johnson enters the game for M. Bridges,,33,43
191,2,6:00.0,K. Oubre enters the game for J. Crawford,,33,43
192,2,6:00.0,,J. Nurkić enters the game for E. Freedom,33,43
193,2,5:44.0,Shooting foul by J. Nurkić (drawn by K. Oubre),,33,43
194,2,5:44.0,K. Oubre makes free throw 1 of 2,,34,43
195,2,5:44.0,K. Oubre makes free throw 2 of 2,,35,43
196,2,5:22.0,,Turnover by J. Nurkić (lost ball; steal by D. Booker),35,43
197,2,5:16.0,Shooting foul by J. Nurkić (drawn by J. Jackson),,35,43
198,2,5:16.0,J. Jackson misses free throw 1 of 2,,35,43
199,2,5:16.0,Offensive rebound by Team,,35,43
200,2,5:16.0,,A. Aminu enters the game for Z. Collins,35,43
201,2,5:16.0,,D. Lillard enters the game for S. Curry,35,43
202,2,5:16.0,J. Jackson makes free throw 2 of 2,,36,43
203,2,5:01.0,,C. McCollum makes 2-pt jump shot from 23 ft,36,45
204,2,4:44.0,Offensive foul by D. Booker (drawn by C. McCollum),,36,45
205,2,4:44.0,Turnover by D. Booker (offensive foul),,36,45
206,2,4:38.0,,Personal foul by K. Oubre (drawn by D. Lillard),36,45
207,2,4:32.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),36,47
208,2,4:11.0,Turnover by D. Booker (bad pass; steal by M. Harkless),,36,47
209,2,4:05.0,,M. Harkless makes 2-pt dunk from 1 ft,36,49
210,2,4:05.0,Phoenix full timeout,,36,49
211,2,3:56.0,Personal foul by D. Lillard (drawn by T. Johnson),,36,49
212,2,3:56.0,T. Johnson makes free throw 1 of 2,,37,49
213,2,3:56.0,T. Johnson makes free throw 2 of 2,,38,49
214,2,3:50.0,,Personal foul by T. Johnson (drawn by D. Lillard),38,49
215,2,3:50.0,,D. Lillard makes free throw 1 of 2,38,50
216,2,3:50.0,,D. Lillard misses free throw 2 of 2,38,50
217,2,3:48.0,Defensive rebound by D. Ayton,,38,50
218,2,3:33.0,D. Ayton misses 2-pt jump shot from 5 ft,,38,50
219,2,3:32.0,,Defensive rebound by M. Harkless,38,50
220,2,3:24.0,,J. Nurkić makes 2-pt hook shot from 7 ft (assist by D. Lillard),38,52
221,2,3:08.0,D. Booker misses 3-pt jump shot from 25 ft,,38,52
222,2,3:04.0,,Defensive rebound by M. Harkless,38,52
223,2,2:56.0,,D. Lillard misses 2-pt layup from 2 ft (block by K. Oubre),38,52
224,2,2:54.0,Defensive rebound by D. Booker,,38,52
225,2,2:50.0,T. Johnson misses 3-pt jump shot from 23 ft,,38,52
226,2,2:48.0,Offensive rebound by K. Oubre,,38,52
227,2,2:43.0,K. Oubre misses 3-pt jump shot from 23 ft,,38,52
228,2,2:42.0,Offensive rebound by T. Johnson,,38,52
229,2,2:37.0,K. Oubre makes 2-pt layup from 2 ft,,40,52
230,2,2:15.0,,C. McCollum makes 2-pt hook shot from 4 ft,40,54
231,2,2:00.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by D. Booker),,43,54
232,2,1:37.0,,C. McCollum makes 2-pt jump shot from 18 ft,43,56
233,2,1:22.0,Turnover by D. Booker (bad pass),,43,56
234,2,1:04.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Lillard),43,59
235,2,0:44.0,D. Ayton makes 2-pt jump shot from 16 ft (assist by T. Johnson),,45,59
236,2,0:31.0,,Personal foul by K. Oubre (drawn by M. Harkless),45,59
237,2,0:31.0,,M. Harkless makes free throw 1 of 2,45,60
238,2,0:31.0,J. Crawford enters the game for K. Oubre,,45,60
239,2,0:31.0,,M. Harkless misses free throw 2 of 2,45,60
240,2,0:30.0,,Offensive rebound by J. Nurkić,45,60
241,2,0:30.0,,J. Nurkić makes 2-pt layup from 1 ft,45,62
242,2,0:11.0,Shooting foul by M. Harkless (drawn by D. Booker),,45,62
243,2,0:11.0,M. Bridges enters the game for D. Ayton,,45,62
244,2,0:11.0,R. Holmes enters the game for J. Crawford,,45,62
245,2,0:11.0,,S. Curry enters the game for A. Aminu,45,62
246,2,0:11.0,D. Booker makes free throw 1 of 2,,46,62
247,2,0:11.0,D. Booker makes free throw 2 of 2,,47,62
248,2,0:00.0,,Shooting foul by D. Booker (drawn by S. Curry),47,62
249,2,0:00.0,,Technical foul by I. Kokoskov,47,62
250,2,0:00.0,,D. Lillard makes technical free throw,47,63
251,2,0:00.0,,S. Curry makes free throw 1 of 3,47,64
252,2,0:00.0,,S. Curry makes free throw 2 of 3,47,65
253,2,0:00.0,,S. Curry makes free throw 3 of 3,47,66
254,3,11:45.0,K. Oubre misses 3-pt jump shot from 26 ft,,47,66
255,3,11:42.0,Offensive rebound by D. Bender,,47,66
256,3,11:36.0,K. Oubre misses 2-pt jump shot from 6 ft (block by M. Harkless),,47,66
257,3,11:36.0,Offensive rebound by Team,,47,66
258,3,11:32.0,D. Booker makes 2-pt layup from 1 ft (assist by T. Johnson),,49,66
259,3,11:13.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),49,69
260,3,11:01.0,D. Ayton misses 2-pt jump shot from 14 ft,,49,69
261,3,10:59.0,,Defensive rebound by M. Harkless,49,69
262,3,10:48.0,,J. Nurkić misses 2-pt jump shot from 14 ft,49,69
263,3,10:45.0,Defensive rebound by T. Johnson,,49,69
264,3,10:42.0,Shooting foul by D. Lillard (drawn by D. Booker),,49,69
265,3,10:42.0,D. Booker makes free throw 1 of 2,,50,69
266,3,10:42.0,D. Booker makes free throw 2 of 2,,51,69
267,3,10:23.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by C. McCollum),51,72
268,3,10:11.0,T. Johnson misses 2-pt layup from 3 ft,,51,72
269,3,10:09.0,,Defensive rebound by M. Harkless,51,72
270,3,10:04.0,,C. McCollum misses 3-pt jump shot from 26 ft,51,72
271,3,10:02.0,Defensive rebound by Team,,51,72
272,3,9:54.0,D. Bender makes 2-pt layup from 1 ft (assist by T. Johnson),,53,72
273,3,9:54.0,Shooting foul by M. Harkless (drawn by D. Bender),,53,72
274,3,9:54.0,D. Bender misses free throw 1 of 1,,53,72
275,3,9:52.0,,Defensive rebound by A. Aminu,53,72
276,3,9:41.0,,D. Lillard misses 2-pt jump shot from 8 ft (block by T. Johnson),53,72
277,3,9:38.0,,Offensive rebound by C. McCollum,53,72
278,3,9:36.0,,C. McCollum makes 2-pt jump shot from 12 ft,53,74
279,3,9:18.0,D. Ayton misses 2-pt jump shot from 19 ft,,53,74
280,3,9:16.0,,Defensive rebound by D. Lillard,53,74
281,3,9:07.0,,D. Lillard makes 3-pt jump shot from 25 ft,53,77
282,3,8:57.0,D. Booker makes 3-pt jump shot from 27 ft,,56,77
283,3,8:38.0,,Personal foul by D. Ayton (drawn by C. McCollum),56,77
284,3,8:38.0,J. Jackson enters the game for D. Bender,,56,77
285,3,8:31.0,,C. McCollum makes 3-pt jump shot from 26 ft,56,80
286,3,8:30.0,Phoenix full timeout,,56,80
287,3,8:20.0,,Violation by Team (kicked ball),56,80
288,3,8:13.0,D. Booker makes 2-pt jump shot from 14 ft,,58,80
289,3,8:13.0,Shooting foul by C. McCollum (drawn by D. Booker),,58,80
290,3,8:13.0,D. Booker makes free throw 1 of 1,,59,80
291,3,8:00.0,,Shooting foul by D. Ayton (drawn by J. Nurkić),59,80
292,3,8:00.0,,J. Nurkić makes free throw 1 of 2,59,81
293,3,8:00.0,,J. Nurkić makes free throw 2 of 2,59,82
294,3,7:39.0,K. Oubre misses 2-pt hook shot from 5 ft,,59,82
295,3,7:37.0,Offensive rebound by D. Ayton,,59,82
296,3,7:37.0,D. Ayton makes 2-pt layup from 1 ft,,61,82
297,3,7:31.0,,Turnover by C. McCollum (bad pass; steal by D. Booker),61,82
298,3,7:26.0,D. Booker makes 2-pt layup from 1 ft (assist by T. Johnson),,63,82
299,3,7:07.0,,D. Lillard misses 2-pt jump shot from 17 ft,63,82
300,3,7:05.0,Defensive rebound by J. Jackson,,63,82
301,3,6:58.0,D. Ayton misses 2-pt hook shot from 5 ft,,63,82
302,3,6:57.0,,Defensive rebound by J. Nurkić,63,82
303,3,6:49.0,,A. Aminu misses 3-pt jump shot from 23 ft,63,82
304,3,6:45.0,Defensive rebound by T. Johnson,,63,82
305,3,6:32.0,K. Oubre misses 2-pt layup from 1 ft (block by A. Aminu),,63,82
306,3,6:32.0,,Defensive rebound by Team,63,82
307,3,6:26.0,,Personal foul by J. Jackson (drawn by M. Harkless),63,82
308,3,6:23.0,,Personal foul by K. Oubre (drawn by M. Harkless),63,82
309,3,6:19.0,,M. Harkless misses 2-pt layup from 2 ft,63,82
310,3,6:18.0,Defensive rebound by J. Jackson,,63,82
311,3,6:11.0,J. Jackson makes 2-pt jump shot from 17 ft,,65,82
312,3,5:58.0,,D. Lillard makes 3-pt jump shot from 26 ft,65,85
313,3,5:49.0,Turnover by T. Johnson (out of bounds lost ball),,65,85
314,3,5:40.0,,Offensive foul by J. Nurkić (drawn by T. Johnson),65,85
315,3,5:40.0,,Turnover by J. Nurkić (offensive foul),65,85
316,3,5:29.0,J. Jackson misses 2-pt layup from 2 ft,,65,85
317,3,5:28.0,,Defensive rebound by J. Nurkić,65,85
318,3,5:27.0,Technical foul by J. Jackson,,65,85
319,3,5:27.0,,D. Lillard makes technical free throw,65,86
320,3,5:21.0,,Offensive foul by A. Aminu (drawn by J. Jackson),65,86
321,3,5:21.0,,Turnover by A. Aminu (offensive foul),65,86
322,3,5:11.0,Personal foul by C. McCollum (drawn by D. Booker),,65,86
323,3,5:02.0,D. Booker makes 2-pt layup from 1 ft,,67,86
324,3,4:52.0,,Shooting foul by D. Ayton (drawn by J. Nurkić),67,86
325,3,4:52.0,M. Bridges enters the game for D. Ayton,,67,86
326,3,4:52.0,R. Holmes enters the game for T. Johnson,,67,86
327,3,4:52.0,,J. Layman enters the game for M. Harkless,67,86
328,3,4:52.0,,J. Nurkić makes free throw 1 of 2,67,87
329,3,4:52.0,,J. Nurkić misses free throw 2 of 2,67,87
330,3,4:50.0,Defensive rebound by K. Oubre,,67,87
331,3,4:36.0,D. Booker misses 2-pt jump shot from 10 ft,,67,87
332,3,4:36.0,,Defensive rebound by Team,67,87
333,3,4:36.0,Loose ball foul by D. Booker (drawn by D. Lillard),,67,87
334,3,4:36.0,,D. Lillard makes free throw 1 of 2,67,88
335,3,4:36.0,,E. Freedom enters the game for J. Nurkić,67,88
336,3,4:36.0,,D. Lillard makes free throw 2 of 2,67,89
337,3,4:23.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by D. Booker),,70,89
338,3,4:06.0,,C. McCollum makes 3-pt jump shot from 27 ft,70,92
339,3,3:52.0,D. Booker misses 2-pt layup from 2 ft (block by J. Layman),,70,92
340,3,3:51.0,,Defensive rebound by A. Aminu,70,92
341,3,3:48.0,,C. McCollum misses 3-pt jump shot from 25 ft,70,92
342,3,3:44.0,Defensive rebound by R. Holmes,,70,92
343,3,3:38.0,K. Oubre makes 2-pt jump shot from 4 ft,,72,92
344,3,3:20.0,,J. Layman misses 2-pt jump shot from 19 ft,72,92
345,3,3:18.0,Defensive rebound by K. Oubre,,72,92
346,3,3:10.0,R. Holmes makes 2-pt layup from 1 ft (assist by K. Oubre),,74,92
347,3,2:48.0,,Personal foul by R. Holmes (drawn by E. Freedom),74,92
348,3,2:48.0,,Portland full timeout,74,92
349,3,2:48.0,J. Crawford enters the game for D. Booker,,74,92
350,3,2:48.0,T. Johnson enters the game for K. Oubre,,74,92
351,3,2:48.0,,A. Simons enters the game for C. McCollum,74,92
352,3,2:48.0,,E. Freedom makes free throw 1 of 2,74,93
353,3,2:48.0,,E. Freedom misses free throw 2 of 2,74,93
354,3,2:46.0,Defensive rebound by R. Holmes,,74,93
355,3,2:37.0,Personal foul by A. Simons (drawn by T. Johnson),,74,93
356,3,2:37.0,T. Johnson makes free throw 1 of 2,,75,93
357,3,2:37.0,T. Johnson makes free throw 2 of 2,,76,93
358,3,2:22.0,,A. Simons misses 2-pt jump shot from 17 ft,76,93
359,3,2:18.0,Defensive rebound by R. Holmes,,76,93
360,3,2:14.0,Personal foul by A. Simons (drawn by T. Johnson),,76,93
361,3,2:14.0,T. Johnson makes free throw 1 of 2,,77,93
362,3,2:14.0,,Z. Collins enters the game for A. Aminu,77,93
363,3,2:14.0,T. Johnson misses free throw 2 of 2,,77,93
364,3,2:11.0,,Defensive rebound by Z. Collins,77,93
365,3,2:00.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),77,95
366,3,1:40.0,M. Bridges misses 2-pt jump shot from 5 ft,,77,95
367,3,1:38.0,,Defensive rebound by E. Freedom,77,95
368,3,1:32.0,,A. Simons makes 2-pt jump shot from 16 ft,77,97
369,3,1:13.0,R. Holmes misses 2-pt hook shot from 6 ft (block by E. Freedom),,77,97
370,3,1:11.0,,Defensive rebound by E. Freedom,77,97
371,3,1:02.0,,Z. Collins misses 2-pt layup from 3 ft (block by J. Jackson),77,97
372,3,0:58.0,Defensive rebound by Team,,77,97
373,3,0:49.0,R. Holmes misses 2-pt layup from 5 ft,,77,97
374,3,0:48.0,,Defensive rebound by J. Layman,77,97
375,3,0:35.0,,D. Lillard makes 2-pt jump shot from 20 ft,77,99
376,3,0:25.0,J. Jackson misses 3-pt jump shot from 26 ft,,77,99
377,3,0:22.0,,Defensive rebound by Z. Collins,77,99
378,3,0:01.0,,A. Simons makes 3-pt jump shot from 24 ft (assist by D. Lillard),77,102
379,3,0:00.0,J. Crawford misses 3-pt jump shot from 47 ft,,77,102
380,3,0:00.0,Offensive rebound by Team,,77,102
381,4,11:44.0,,Turnover by E. Freedom (out of bounds lost ball),77,102
382,4,11:34.0,D. Ayton makes 2-pt layup from 1 ft (assist by M. Bridges),,79,102
383,4,11:34.0,Shooting foul by E. Freedom (drawn by D. Ayton),,79,102
384,4,11:34.0,D. Ayton makes free throw 1 of 1,,80,102
385,4,11:20.0,,J. Layman misses 3-pt jump shot from 24 ft,80,102
386,4,11:18.0,Defensive rebound by J. Crawford,,80,102
387,4,11:08.0,Personal foul by A. Simons (drawn by T. Johnson),,80,102
388,4,11:08.0,,C. McCollum enters the game for A. Simons,80,102
