,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
27,1,8:51.0,,J. Lamb makes 3-pt jump shot from 30 ft (assist by K. Walker),11,5
28,1,8:33.0,Shooting foul by K. Walker (drawn by D. Mitchell),,11,5
29,1,8:33.0,D. Mitchell makes free throw 1 of 3,,12,5
30,1,8:33.0,D. Mitchell makes free throw 2 of 3,,13,5
31,1,8:33.0,D. Mitchell makes free throw 3 of 3,,14,5
32,1,8:20.0,,K. Walker makes 2-pt layup from 1 ft,14,7
33,1,8:06.0,D. Mitchell misses 2-pt jump shot from 12 ft (block by C. Zeller),,14,7
34,1,8:03.0,,Defensive rebound by K. Walker,14,7
35,1,8:00.0,,Shooting foul by J. Ingles (drawn by K. Walker),14,7
36,1,8:00.0,,K. Walker misses free throw 1 of 3,14,7
37,1,8:00.0,,Offensive rebound by Team,14,7
38,1,8:00.0,,K. Walker misses free throw 2 of 3,14,7
39,1,8:00.0,,Offensive rebound by Team,14,7
40,1,8:00.0,R. O'Neale enters the game for J. Ingles,,14,7
41,1,8:00.0,,K. Walker misses free throw 3 of 3,14,7
42,1,7:55.0,Defensive rebound by R. Gobert,,14,7
43,1,7:49.0,Turnover by R. Rubio (traveling),,14,7
44,1,7:41.0,,K. Walker misses 3-pt jump shot from 26 ft,14,7
45,1,7:38.0,Defensive rebound by D. Mitchell,,14,7
46,1,7:32.0,Turnover by R. Rubio (palming),,14,7
47,1,7:16.0,,N. Batum makes 2-pt jump shot from 15 ft,14,9
48,1,6:57.0,D. Mitchell makes 3-pt jump shot from 27 ft (assist by D. Favors),,17,9
49,1,6:40.0,,N. Batum misses 2-pt jump shot from 15 ft,17,9
50,1,6:38.0,Defensive rebound by D. Mitchell,,17,9
51,1,6:33.0,R. Rubio misses 3-pt jump shot from 25 ft,,17,9
52,1,6:31.0,,Defensive rebound by M. Williams,17,9
53,1,6:24.0,,Offensive foul by C. Zeller (drawn by R. Rubio),17,9
54,1,6:24.0,,Turnover by C. Zeller (offensive foul),17,9
55,1,6:24.0,J. Crowder enters the game for D. Favors,,17,9
56,1,6:24.0,,M. Kidd-Gilchrist enters the game for N. Batum,17,9
57,1,6:24.0,,T. Parker enters the game for M. Williams,17,9
58,1,6:10.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Crowder),,19,9
59,1,5:50.0,,J. Lamb misses 2-pt layup from 2 ft,19,9
60,1,5:48.0,,Offensive rebound by C. Zeller,19,9
61,1,5:40.0,,T. Parker misses 2-pt jump shot from 13 ft,19,9
62,1,5:36.0,Defensive rebound by R. O'Neale,,19,9
63,1,5:24.0,R. Rubio misses 3-pt jump shot from 24 ft,,19,9
64,1,5:21.0,,Defensive rebound by C. Zeller,19,9
65,1,5:16.0,,J. Lamb makes 2-pt layup from 2 ft,19,11
66,1,5:02.0,J. Crowder misses 3-pt jump shot from 25 ft,,19,11
67,1,4:59.0,,Defensive rebound by K. Walker,19,11
68,1,4:54.0,,T. Parker makes 2-pt layup from 1 ft,19,13
69,1,4:54.0,Utah full timeout,,19,13
70,1,4:54.0,K. Korver enters the game for D. Mitchell,,19,13
71,1,4:54.0,,F. Kaminsky enters the game for C. Zeller,19,13
72,1,4:42.0,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Gobert),,22,13
73,1,4:23.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,22,13
74,1,4:20.0,Defensive rebound by J. Crowder,,22,13
75,1,4:14.0,R. Gobert misses 2-pt hook shot from 3 ft,,22,13
76,1,4:12.0,,Defensive rebound by F. Kaminsky,22,13
77,1,4:04.0,,T. Parker misses 2-pt jump shot from 9 ft,22,13
78,1,4:02.0,Defensive rebound by R. Rubio,,22,13
79,1,3:56.0,R. Rubio misses 2-pt jump shot from 21 ft,,22,13
80,1,3:51.0,,Defensive rebound by K. Walker,22,13
81,1,3:50.0,,Personal foul by R. Rubio (drawn by K. Walker),22,13
82,1,3:50.0,R. Neto enters the game for R. Rubio,,22,13
83,1,3:50.0,,M. Monk enters the game for J. Lamb,22,13
84,1,3:39.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,22,13
85,1,3:36.0,Defensive rebound by R. Gobert,,22,13
86,1,3:17.0,R. Neto makes 3-pt jump shot from 26 ft (assist by J. Crowder),,25,13
87,1,2:59.0,,K. Walker makes 2-pt layup from 2 ft,25,15
88,1,2:46.0,Turnover by R. Neto (bad pass; steal by K. Walker),,25,15
89,1,2:42.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,25,17
90,1,2:24.0,J. Crowder misses 3-pt jump shot from 25 ft,,25,17
91,1,2:21.0,,Defensive rebound by F. Kaminsky,25,17
92,1,2:13.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 11 ft,25,17
93,1,2:09.0,Defensive rebound by R. O'Neale,,25,17
94,1,2:02.0,J. Crowder makes 2-pt layup from 3 ft (assist by R. Neto),,27,17
95,1,1:37.0,,M. Monk makes 2-pt jump shot from 10 ft,27,19
96,1,1:19.0,Turnover by J. Crowder (bad pass; steal by F. Kaminsky),,27,19
97,1,1:06.0,,M. Monk misses 3-pt jump shot from 23 ft,27,19
98,1,1:04.0,Defensive rebound by R. Gobert,,27,19
99,1,0:59.0,Personal foul by M. Monk (drawn by R. Neto),,27,19
100,1,0:59.0,D. Favors enters the game for R. Gobert,,27,19
101,1,0:59.0,D. Mitchell enters the game for R. O'Neale,,27,19
102,1,0:59.0,,N. Batum enters the game for K. Walker,27,19
103,1,0:51.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,30,19
104,1,0:40.0,,M. Monk misses 2-pt layup from 2 ft,30,19
105,1,0:40.0,Defensive rebound by Team,,30,19
106,1,0:28.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Neto),,33,19
107,1,0:09.0,,M. Monk misses 3-pt jump shot from 26 ft,33,19
108,1,0:06.0,Defensive rebound by D. Favors,,33,19
109,1,0:00.0,K. Korver misses 3-pt jump shot from 32 ft,,33,19
110,1,0:00.0,Offensive rebound by Team,,33,19
111,2,11:47.0,D. Mitchell misses 2-pt layup from 3 ft,,33,19
112,2,11:47.0,Offensive rebound by D. Favors,,33,19
113,2,11:46.0,D. Favors misses 2-pt layup from 2 ft,,33,19
114,2,11:46.0,Offensive rebound by D. Favors,,33,19
115,2,11:45.0,D. Favors makes 2-pt layup from 1 ft,,35,19
116,2,11:26.0,,N. Batum makes 2-pt jump shot from 7 ft,35,21
117,2,11:15.0,D. Mitchell misses 3-pt jump shot from 28 ft,,35,21
118,2,11:15.0,,Defensive rebound by M. Williams,35,21
119,2,11:03.0,,Offensive foul by M. Monk (drawn by K. Korver),35,21
120,2,11:03.0,,Turnover by M. Monk (offensive foul),35,21
121,2,10:45.0,D. Mitchell misses 3-pt jump shot from 25 ft,,35,21
122,2,10:40.0,,Defensive rebound by M. Bridges,35,21
123,2,10:26.0,,M. Williams makes 2-pt jump shot from 11 ft (assist by M. Bridges),35,23
124,2,10:11.0,J. Crowder misses 2-pt jump shot from 14 ft,,35,23
125,2,10:09.0,,Defensive rebound by M. Williams,35,23
126,2,10:06.0,,Shooting foul by R. Neto (drawn by T. Parker),35,23
127,2,10:06.0,,T. Parker makes free throw 1 of 2,35,24
128,2,10:06.0,J. Ingles enters the game for J. Crowder,,35,24
129,2,10:06.0,T. Sefolosha enters the game for R. Neto,,35,24
130,2,10:06.0,,J. Lamb enters the game for M. Monk,35,24
131,2,10:06.0,,T. Parker makes free throw 2 of 2,35,25
132,2,9:42.0,D. Mitchell misses 2-pt layup from 2 ft,,35,25
133,2,9:39.0,,Defensive rebound by M. Williams,35,25
134,2,9:18.0,,J. Lamb makes 2-pt layup from 1 ft,35,27
135,2,8:55.0,Turnover by T. Sefolosha (bad pass; steal by J. Lamb),,35,27
136,2,8:53.0,,Personal foul by J. Ingles (drawn by J. Lamb),35,27
137,2,8:53.0,R. O'Neale enters the game for J. Ingles,,35,27
138,2,8:44.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by T. Parker),35,30
139,2,8:23.0,D. Mitchell makes 2-pt jump shot from 12 ft,,37,30
140,2,8:10.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by T. Parker),37,33
141,2,8:00.0,Utah full timeout,,37,33
142,2,8:00.0,R. Gobert enters the game for D. Favors,,37,33
143,2,8:00.0,R. Rubio enters the game for D. Mitchell,,37,33
144,2,7:45.0,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Rubio),,40,33
145,2,7:32.0,,M. Williams misses 3-pt jump shot from 25 ft,40,33
146,2,7:30.0,Defensive rebound by K. Korver,,40,33
147,2,7:12.0,R. Rubio misses 2-pt jump shot from 16 ft,,40,33
148,2,7:05.0,,Defensive rebound by T. Parker,40,33
149,2,7:03.0,,T. Parker misses 2-pt layup from 2 ft (block by K. Korver),40,33
150,2,7:03.0,,Offensive rebound by Team,40,33
151,2,7:03.0,J. Crowder enters the game for T. Sefolosha,,40,33
152,2,7:03.0,,K. Walker enters the game for T. Parker,40,33
153,2,6:55.0,,M. Williams misses 2-pt layup from 6 ft (block by R. Gobert),40,33
154,2,6:51.0,,Offensive rebound by M. Williams,40,33
155,2,6:49.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by M. Williams),40,35
156,2,6:38.0,R. Gobert makes 2-pt dunk from 2 ft,,42,35
157,2,6:29.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),42,38
158,2,6:07.0,Turnover by K. Korver (step out of bounds),,42,38
159,2,5:55.0,,J. Lamb misses 3-pt jump shot from 25 ft,42,38
160,2,5:51.0,Defensive rebound by R. O'Neale,,42,38
161,2,5:47.0,R. O'Neale misses 2-pt layup from 2 ft,,42,38
162,2,5:38.0,Offensive rebound by R. Gobert,,42,38
163,2,5:38.0,R. Gobert makes 2-pt layup from 1 ft,,44,38
164,2,5:29.0,,M. Bridges misses 2-pt layup from 9 ft (block by R. Gobert),44,38
165,2,5:20.0,,Offensive rebound by M. Bridges,44,38
166,2,5:20.0,,M. Bridges makes 2-pt layup at rim,44,40
167,2,5:15.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by J. Crowder),,47,40
168,2,4:54.0,,M. Bridges misses 3-pt jump shot from 26 ft,47,40
169,2,4:51.0,Defensive rebound by R. Gobert,,47,40
170,2,4:45.0,R. Rubio makes 2-pt layup from 1 ft,,49,40
171,2,4:45.0,,Charlotte full timeout,49,40
172,2,4:45.0,D. Mitchell enters the game for K. Korver,,49,40
173,2,4:45.0,,F. Kaminsky enters the game for N. Batum,49,40
174,2,4:45.0,,M. Kidd-Gilchrist enters the game for M. Bridges,49,40
175,2,4:45.0,,T. Parker enters the game for M. Williams,49,40
176,2,4:29.0,,K. Walker makes 2-pt jump shot from 11 ft (assist by T. Parker),49,42
177,2,4:06.0,Turnover by R. Gobert (3 sec),,49,42
178,2,3:52.0,,T. Parker makes 2-pt layup from 2 ft,49,44
179,2,3:40.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),,51,44
180,2,3:21.0,,T. Parker makes 2-pt layup from 1 ft,51,46
181,2,2:55.0,R. O'Neale misses 3-pt jump shot from 23 ft,,51,46
182,2,2:50.0,,Defensive rebound by J. Lamb,51,46
183,2,2:45.0,,K. Walker makes 2-pt layup from 2 ft,51,48
184,2,2:24.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,54,48
185,2,2:00.0,,T. Parker misses 2-pt jump shot from 8 ft,54,48
186,2,1:58.0,Defensive rebound by R. Gobert,,54,48
187,2,1:55.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Crowder),,57,48
188,2,1:35.0,,K. Walker misses 2-pt jump shot from 23 ft,57,48
189,2,1:31.0,,Offensive rebound by F. Kaminsky,57,48
190,2,1:25.0,,K. Walker makes 2-pt jump shot from 20 ft (assist by F. Kaminsky),57,50
191,2,1:09.0,J. Crowder misses 3-pt jump shot from 23 ft,,57,50
192,2,1:07.0,,Defensive rebound by J. Lamb,57,50
193,2,0:58.0,,T. Parker misses 2-pt layup from 2 ft,57,50
194,2,0:56.0,Defensive rebound by R. Gobert,,57,50
195,2,0:50.0,R. Rubio misses 3-pt jump shot from 26 ft,,57,50
196,2,0:49.0,,Defensive rebound by Team,57,50
197,2,0:49.0,Loose ball foul by R. Gobert (drawn by F. Kaminsky),,57,50
198,2,0:49.0,,M. Williams enters the game for F. Kaminsky,57,50
199,2,0:40.0,,K. Walker makes 3-pt jump shot from 26 ft,57,53
200,2,0:30.0,R. O'Neale misses 3-pt jump shot from 26 ft,,57,53
201,2,0:26.0,,Defensive rebound by K. Walker,57,53
202,2,0:07.0,,T. Parker misses 3-pt jump shot from 25 ft,57,53
203,2,0:03.0,,Offensive rebound by M. Williams,57,53
204,2,0:02.0,,M. Williams misses 2-pt layup from 2 ft,57,53
205,2,0:00.0,Defensive rebound by R. Gobert,,57,53
206,2,0:00.0,R. O'Neale misses 3-pt jump shot from 30 ft,,57,53
207,2,0:00.0,Offensive rebound by Team,,57,53
208,3,11:46.0,Turnover by D. Mitchell (bad pass; steal by J. Lamb),,57,53
209,3,11:43.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),57,55
210,3,11:23.0,D. Mitchell makes 2-pt jump shot from 13 ft (assist by J. Ingles),,59,55
211,3,11:10.0,,K. Walker misses 3-pt jump shot from 25 ft,59,55
212,3,11:06.0,Defensive rebound by D. Mitchell,,59,55
213,3,10:51.0,R. Gobert misses 2-pt hook shot from 7 ft,,59,55
214,3,10:48.0,,Defensive rebound by M. Williams,59,55
215,3,10:42.0,,J. Lamb makes 2-pt dunk from 1 ft,59,57
216,3,10:21.0,D. Mitchell misses 2-pt layup from 4 ft (block by J. Lamb),,59,57
217,3,10:18.0,,Defensive rebound by N. Batum,59,57
218,3,10:14.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,59,57
219,3,10:09.0,,Offensive rebound by J. Lamb,59,57
220,3,10:00.0,,Turnover by M. Williams (step out of bounds),59,57
221,3,9:44.0,D. Mitchell makes 2-pt jump shot from 11 ft (assist by J. Ingles),,61,57
222,3,9:31.0,,J. Lamb misses 2-pt hook shot from 4 ft,61,57
223,3,9:29.0,Defensive rebound by R. Gobert,,61,57
224,3,9:26.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Gobert),,64,57
225,3,9:13.0,,Shooting foul by R. Gobert (drawn by K. Walker),64,57
226,3,9:13.0,,K. Walker makes free throw 1 of 2,64,58
227,3,9:13.0,,K. Walker makes free throw 2 of 2,64,59
228,3,8:59.0,R. Rubio misses 3-pt jump shot from 25 ft,,64,59
229,3,8:56.0,,Defensive rebound by M. Williams,64,59
230,3,8:48.0,,J. Lamb makes 2-pt jump shot from 6 ft,64,61
231,3,8:30.0,J. Ingles misses 3-pt jump shot from 25 ft,,64,61
232,3,8:27.0,,Defensive rebound by K. Walker,64,61
233,3,8:26.0,,Personal foul by R. Rubio (drawn by K. Walker),64,61
234,3,8:14.0,,J. Lamb makes 2-pt jump shot from 7 ft,64,63
235,3,8:14.0,,Shooting foul by R. Rubio (drawn by J. Lamb),64,63
236,3,8:14.0,J. Crowder enters the game for D. Favors,,64,63
237,3,8:14.0,,J. Lamb makes free throw 1 of 1,64,64
238,3,8:01.0,Shooting foul by M. Williams (drawn by J. Crowder),,64,64
239,3,8:01.0,J. Crowder makes free throw 1 of 2,,65,64
240,3,8:01.0,,M. Kidd-Gilchrist enters the game for M. Williams,65,64
241,3,8:01.0,J. Crowder makes free throw 2 of 2,,66,64
242,3,7:45.0,,K. Walker misses 2-pt layup from 4 ft,66,64
243,3,7:45.0,Defensive rebound by Team,,66,64
244,3,7:33.0,Personal foul by K. Walker (drawn by R. Rubio),,66,64
245,3,7:32.0,Personal foul by J. Lamb (drawn by D. Mitchell),,66,64
246,3,7:24.0,D. Mitchell misses 3-pt jump shot from 26 ft,,66,64
247,3,7:19.0,,Defensive rebound by K. Walker,66,64
248,3,7:12.0,,K. Walker misses 3-pt jump shot from 26 ft,66,64
249,3,7:09.0,Defensive rebound by R. Gobert,,66,64
250,3,6:52.0,J. Crowder makes 2-pt layup from 2 ft (assist by J. Ingles),,68,64
251,3,6:50.0,,Charlotte full timeout,68,64
252,3,6:50.0,,T. Parker enters the game for N. Batum,68,64
253,3,6:36.0,,K. Walker misses 3-pt jump shot from 23 ft,68,64
254,3,6:34.0,Defensive rebound by R. Gobert,,68,64
255,3,6:27.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Crowder),,70,64
256,3,6:08.0,,Turnover by K. Walker (bad pass; steal by D. Mitchell),70,64
257,3,5:59.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,73,64
258,3,5:35.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by T. Parker),73,66
259,3,5:20.0,R. Gobert misses 2-pt hook shot from 5 ft,,73,66
260,3,5:18.0,,Defensive rebound by M. Kidd-Gilchrist,73,66
261,3,5:14.0,,F. Kaminsky misses 2-pt layup from 1 ft,73,66
262,3,5:13.0,Defensive rebound by Team,,73,66
263,3,5:13.0,,M. Williams enters the game for F. Kaminsky,73,66
264,3,4:56.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by J. Crowder),,76,66
265,3,4:32.0,,J. Lamb misses 2-pt jump shot from 22 ft,76,66
266,3,4:29.0,Defensive rebound by R. Rubio,,76,66
267,3,4:27.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Rubio),,79,66
268,3,4:27.0,,Charlotte full timeout,79,66
269,3,4:27.0,R. O'Neale enters the game for D. Mitchell,,79,66
270,3,4:27.0,,M. Bridges enters the game for K. Walker,79,66
271,3,4:04.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by J. Lamb),79,69
272,3,3:45.0,R. Gobert makes 2-pt dunk at rim (assist by J. Crowder),,81,69
273,3,3:21.0,,M. Bridges misses 2-pt jump shot from 19 ft,81,69
274,3,3:18.0,Defensive rebound by R. Rubio,,81,69
275,3,3:12.0,J. Ingles misses 3-pt jump shot from 23 ft,,81,69
276,3,3:09.0,,Defensive rebound by M. Bridges,81,69
277,3,3:04.0,,J. Lamb makes 3-pt jump shot from 28 ft (assist by M. Williams),81,72
278,3,2:48.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Gobert),,81,72
279,3,2:48.0,R. Gobert makes free throw 1 of 2,,82,72
280,3,2:48.0,K. Korver enters the game for J. Ingles,,82,72
281,3,2:48.0,R. Neto enters the game for R. Rubio,,82,72
282,3,2:48.0,R. Gobert makes free throw 2 of 2,,83,72
283,3,2:32.0,,M. Kidd-Gilchrist makes 3-pt jump shot from 24 ft (assist by T. Parker),83,75
284,3,2:14.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,86,75
285,3,1:58.0,,T. Parker misses 2-pt jump shot from 6 ft,86,75
286,3,1:58.0,,M. Bridges makes 2-pt dunk from 1 ft,86,77
287,3,1:58.0,,Offensive rebound by M. Bridges,86,77
288,3,1:35.0,R. Gobert makes 2-pt layup from 1 ft (assist by K. Korver),,88,77
289,3,1:17.0,,T. Parker makes 2-pt jump shot from 11 ft (assist by M. Bridges),88,79
290,3,1:04.0,K. Korver makes 3-pt jump shot from 23 ft (assist by R. Neto),,91,79
291,3,0:52.0,,T. Parker makes 2-pt layup from 5 ft,91,81
292,3,0:41.0,R. Gobert misses 2-pt dunk from 3 ft,,91,81
293,3,0:38.0,,Defensive rebound by J. Lamb,91,81
294,3,0:33.0,,J. Lamb misses 2-pt layup from 2 ft (block by R. Gobert),91,81
295,3,0:33.0,,Offensive rebound by Team,91,81
296,3,0:33.0,D. Favors enters the game for R. Gobert,,91,81
297,3,0:19.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by T. Parker),91,83
298,3,0:05.0,Turnover by R. Neto (bad pass; steal by M. Bridges),,91,83
299,3,0:00.0,,M. Bridges misses 3-pt jump shot from 51 ft,91,83
300,3,0:00.0,,Offensive rebound by Team,91,83
301,4,11:43.0,,N. Batum misses 2-pt layup from 5 ft,91,83
302,4,11:39.0,Defensive rebound by D. Favors,,91,83
303,4,11:39.0,Personal foul by N. Batum (drawn by K. Korver),,91,83
304,4,11:32.0,Personal foul by N. Batum (drawn by K. Korver),,91,83
305,4,11:22.0,D. Mitchell misses 3-pt jump shot from 25 ft,,91,83
306,4,11:19.0,Offensive rebound by J. Crowder,,91,83
307,4,11:17.0,J. Crowder makes 3-pt jump shot from 23 ft,,94,83
308,4,11:00.0,,T. Parker makes 2-pt layup from 3 ft,94,85
309,4,10:43.0,D. Mitchell makes 2-pt layup from 2 ft (assist by D. Favors),,96,85
310,4,10:32.0,,T. Parker makes 2-pt layup from 1 ft,96,87
311,4,10:11.0,J. Crowder misses 3-pt jump shot from 23 ft,,96,87
312,4,10:09.0,,Defensive rebound by M. Kidd-Gilchrist,96,87
313,4,10:01.0,,M. Kidd-Gilchrist makes 2-pt hook shot from 5 ft (assist by K. Walker),96,89
314,4,9:47.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Favors),,96,89
315,4,9:47.0,D. Favors misses free throw 1 of 2,,96,89
316,4,9:47.0,Offensive rebound by Team,,96,89
317,4,9:47.0,J. Ingles enters the game for R. O'Neale,,96,89
318,4,9:47.0,,M. Williams enters the game for M. Kidd-Gilchrist,96,89
319,4,9:47.0,D. Favors makes free throw 2 of 2,,97,89
320,4,9:31.0,,M. Williams makes 2-pt jump shot from 7 ft (assist by T. Parker),97,91
321,4,9:10.0,D. Mitchell makes 2-pt layup from 2 ft,,99,91
322,4,9:01.0,,T. Parker makes 2-pt layup from 2 ft,99,93
323,4,9:01.0,,Shooting foul by J. Crowder (drawn by T. Parker),99,93
324,4,9:01.0,,T. Parker misses free throw 1 of 1,99,93
325,4,9:01.0,Defensive rebound by D. Favors,,99,93
326,4,8:45.0,Personal foul by M. Bridges (drawn by D. Mitchell),,99,93
327,4,8:34.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,102,93
328,4,8:10.0,,T. Parker misses 3-pt jump shot from 23 ft,102,93
329,4,8:06.0,Defensive rebound by K. Korver,,102,93
330,4,7:48.0,K. Korver makes 2-pt layup from 2 ft (assist by D. Mitchell),,104,93
331,4,7:48.0,,Charlotte full timeout,104,93
332,4,7:48.0,R. Gobert enters the game for J. Crowder,,104,93
333,4,7:48.0,R. O'Neale enters the game for D. Favors,,104,93
334,4,7:48.0,R. Rubio enters the game for D. Mitchell,,104,93
335,4,7:48.0,,M. Kidd-Gilchrist enters the game for M. Bridges,104,93
336,4,7:48.0,,J. Lamb enters the game for T. Parker,104,93
337,4,7:24.0,,K. Walker makes 2-pt layup from 1 ft,104,95
338,4,7:11.0,J. Ingles misses 3-pt jump shot from 25 ft,,104,95
339,4,7:08.0,,Defensive rebound by M. Williams,104,95
340,4,7:01.0,,K. Walker misses 3-pt jump shot from 26 ft,104,95
341,4,6:58.0,Defensive rebound by R. Gobert,,104,95
342,4,6:47.0,Shooting foul by M. Kidd-Gilchrist (drawn by R. Gobert),,104,95
343,4,6:47.0,R. Gobert makes free throw 1 of 2,,105,95
344,4,6:47.0,R. Gobert misses free throw 2 of 2,,105,95
345,4,6:43.0,,Defensive rebound by N. Batum,105,95
346,4,6:34.0,,M. Williams misses 3-pt jump shot from 25 ft,105,95
347,4,6:30.0,Defensive rebound by R. Gobert,,105,95
348,4,6:16.0,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Rubio),,108,95
349,4,6:01.0,,K. Walker makes 2-pt layup from 2 ft,108,97
350,4,5:39.0,K. Korver misses 3-pt jump shot from 27 ft (block by N. Batum),,108,97
351,4,5:37.0,,Defensive rebound by J. Lamb,108,97
352,4,5:28.0,,J. Lamb misses 2-pt jump shot from 7 ft,108,97
353,4,5:25.0,Defensive rebound by J. Ingles,,108,97
354,4,5:23.0,Turnover by J. Ingles (bad pass),,108,97
355,4,5:23.0,J. Crowder enters the game for K. Korver,,108,97
356,4,5:23.0,D. Mitchell enters the game for R. O'Neale,,108,97
357,4,5:23.0,,T. Parker enters the game for M. Kidd-Gilchrist,108,97
358,4,5:04.0,,M. Williams misses 2-pt hook shot from 6 ft,108,97
359,4,5:02.0,Defensive rebound by R. Rubio,,108,97
360,4,4:52.0,J. Ingles misses 2-pt jump shot from 10 ft,,108,97
361,4,4:49.0,Offensive rebound by D. Mitchell,,108,97
362,4,4:40.0,D. Mitchell makes 2-pt jump shot from 15 ft,,110,97
363,4,4:24.0,,M. Williams misses 3-pt jump shot from 26 ft,110,97
364,4,4:21.0,Defensive rebound by D. Mitchell,,110,97
365,4,4:17.0,Utah full timeout,,110,97
366,4,4:08.0,D. Mitchell makes 2-pt layup from 1 ft,,112,97
367,4,3:55.0,,Turnover by K. Walker (bad pass; steal by R. Rubio),112,97
368,4,3:40.0,D. Mitchell misses 3-pt jump shot from 27 ft,,112,97
369,4,3:37.0,,Defensive rebound by M. Williams,112,97
370,4,3:31.0,,J. Lamb makes 2-pt jump shot from 21 ft,112,99
371,4,3:15.0,Shooting foul by J. Lamb (drawn by D. Mitchell),,112,99
372,4,3:15.0,D. Mitchell makes free throw 1 of 2,,113,99
373,4,3:15.0,D. Mitchell misses free throw 2 of 2,,113,99
374,4,3:12.0,,Defensive rebound by K. Walker,113,99
375,4,3:05.0,,Shooting foul by R. Gobert (drawn by M. Williams),113,99
376,4,3:05.0,,M. Williams makes free throw 1 of 2,113,100
377,4,3:05.0,,M. Williams makes free throw 2 of 2,113,101
378,4,2:47.0,Turnover by D. Mitchell (bad pass; steal by N. Batum),,113,101
