,QUARTER,TIME_REMAINING,MIAMI_ACTION,TORONTO_ACTION,MIAMI_SCORE,TORONTO_SCORE
182,2,4:10.0,,Defensive rebound by J. Valančiūnas,44,49
183,2,4:04.0,Violation by Team (kicked ball),,44,49
184,2,4:04.0,R. McGruder enters the game for W. Ellington,,44,49
185,2,4:04.0,D. Wade enters the game for J. Winslow,,44,49
186,2,3:59.0,,P. Siakam makes 2-pt layup from 2 ft,44,51
187,2,3:48.0,B. Adebayo misses 2-pt jump shot from 12 ft,,44,51
188,2,3:45.0,,Defensive rebound by P. Siakam,44,51
189,2,3:39.0,,K. Leonard misses 3-pt jump shot from 26 ft,44,51
190,2,3:34.0,,Offensive rebound by J. Valančiūnas,44,51
191,2,3:34.0,,J. Valančiūnas makes 2-pt dunk from 1 ft,44,53
192,2,3:16.0,D. Wade makes 2-pt jump shot from 14 ft,,46,53
193,2,3:07.0,,J. Valančiūnas makes 2-pt dunk from 2 ft (assist by K. Lowry),46,55
194,2,2:52.0,R. McGruder misses 2-pt jump shot from 13 ft,,46,55
195,2,2:49.0,Offensive rebound by B. Adebayo,,46,55
196,2,2:47.0,R. McGruder makes 2-pt jump shot from 4 ft (assist by J. Johnson),,48,55
197,2,2:43.0,,K. Leonard makes 2-pt dunk from 1 ft (assist by K. Lowry),48,57
198,2,2:23.0,J. Johnson misses 3-pt jump shot from 24 ft,,48,57
199,2,2:20.0,,Defensive rebound by J. Valančiūnas,48,57
200,2,2:13.0,,K. Lowry makes 2-pt layup from 1 ft,48,59
201,2,2:06.0,Miami full timeout,,48,59
202,2,2:06.0,K. Olynyk enters the game for B. Adebayo,,48,59
203,2,2:06.0,,S. Ibaka enters the game for J. Valančiūnas,48,59
204,2,1:53.0,J. Richardson misses 3-pt jump shot from 27 ft,,48,59
205,2,1:51.0,Offensive rebound by D. Wade,,48,59
206,2,1:45.0,Shooting foul by D. Green (drawn by J. Richardson),,48,59
207,2,1:45.0,J. Richardson makes free throw 1 of 2,,49,59
208,2,1:45.0,J. Richardson makes free throw 2 of 2,,50,59
209,2,1:32.0,,P. Siakam makes 2-pt layup from 1 ft,50,61
210,2,1:19.0,J. Richardson makes 2-pt layup from 1 ft,,52,61
211,2,1:04.0,,K. Lowry misses 3-pt jump shot from 28 ft,52,61
212,2,1:01.0,,Offensive rebound by P. Siakam,52,61
213,2,0:53.0,,P. Siakam misses 2-pt hook shot from 5 ft,52,61
214,2,0:51.0,,Offensive rebound by D. Green,52,61
215,2,0:51.0,,D. Green makes 2-pt layup from 1 ft,52,63
216,2,0:40.0,Personal foul by K. Lowry (drawn by J. Richardson),,52,63
217,2,0:40.0,J. Richardson makes free throw 1 of 2,,53,63
218,2,0:40.0,B. Adebayo enters the game for K. Olynyk,,53,63
219,2,0:40.0,J. Richardson makes free throw 2 of 2,,54,63
220,2,0:27.0,,D. Green misses 3-pt jump shot from 27 ft,54,63
221,2,0:25.0,Defensive rebound by B. Adebayo,,54,63
222,2,0:04.0,J. Richardson misses 3-pt jump shot from 25 ft,,54,63
223,2,0:02.0,,Defensive rebound by K. Lowry,54,63
224,2,0:02.0,,Personal foul by R. McGruder (drawn by K. Lowry),54,63
225,3,11:40.0,,D. Green makes 2-pt jump shot from 14 ft (assist by J. Valančiūnas),54,65
226,3,11:19.0,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Johnson),,57,65
227,3,11:00.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Leonard),57,67
228,3,11:00.0,,Shooting foul by W. Ellington (drawn by J. Valančiūnas),57,67
229,3,11:00.0,,J. Valančiūnas makes free throw 1 of 1,57,68
230,3,10:46.0,H. Whiteside misses 2-pt hook shot from 8 ft,,57,68
231,3,10:44.0,Offensive rebound by H. Whiteside,,57,68
232,3,10:43.0,Shooting foul by K. Lowry (drawn by H. Whiteside),,57,68
233,3,10:43.0,H. Whiteside misses free throw 1 of 2,,57,68
234,3,10:43.0,Offensive rebound by Team,,57,68
235,3,10:43.0,H. Whiteside misses free throw 2 of 2,,57,68
236,3,10:41.0,,Defensive rebound by J. Valančiūnas,57,68
237,3,10:38.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),57,70
238,3,10:38.0,,Shooting foul by R. McGruder (drawn by P. Siakam),57,70
239,3,10:38.0,,P. Siakam makes free throw 1 of 1,57,71
240,3,10:28.0,R. McGruder misses 3-pt jump shot from 28 ft,,57,71
241,3,10:26.0,,Defensive rebound by P. Siakam,57,71
242,3,10:20.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by K. Leonard),57,74
243,3,10:19.0,Miami full timeout,,57,74
244,3,10:10.0,Shooting foul by J. Valančiūnas (drawn by J. Johnson),,57,74
245,3,10:10.0,J. Johnson makes free throw 1 of 2,,58,74
246,3,10:10.0,J. Johnson makes free throw 2 of 2,,59,74
247,3,9:59.0,,Turnover by J. Valančiūnas (bad pass),59,74
248,3,9:59.0,,Loose ball foul by K. Lowry (drawn by J. Richardson),59,74
249,3,9:50.0,Offensive foul by H. Whiteside (drawn by K. Leonard),,59,74
250,3,9:50.0,Turnover by H. Whiteside (offensive foul),,59,74
251,3,9:39.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft,59,76
252,3,9:26.0,J. Johnson makes 2-pt jump shot from 4 ft,,61,76
253,3,9:19.0,,Personal foul by J. Johnson (drawn by K. Leonard),61,76
254,3,9:19.0,B. Adebayo enters the game for H. Whiteside,,61,76
255,3,9:05.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. Siakam),61,79
256,3,8:52.0,J. Richardson misses 2-pt jump shot from 19 ft,,61,79
257,3,8:50.0,Offensive rebound by R. McGruder,,61,79
258,3,8:48.0,Turnover by R. McGruder (lost ball; steal by P. Siakam),,61,79
259,3,8:42.0,,D. Green misses 3-pt jump shot from 24 ft,61,79
260,3,8:42.0,,Offensive rebound by Team,61,79
261,3,8:42.0,Loose ball foul by J. Richardson (drawn by K. Lowry),,61,79
262,3,8:31.0,,K. Leonard makes 2-pt dunk at rim,61,81
263,3,8:18.0,J. Johnson misses 2-pt hook shot from 5 ft (block by P. Siakam),,61,81
264,3,8:17.0,,Defensive rebound by Team,61,81
265,3,8:17.0,D. Wade enters the game for R. McGruder,,61,81
266,3,8:01.0,,K. Leonard makes 3-pt jump shot from 26 ft,61,84
267,3,7:46.0,J. Richardson misses 2-pt layup from 3 ft,,61,84
268,3,7:46.0,Offensive rebound by B. Adebayo,,61,84
269,3,7:46.0,Shooting foul by J. Valančiūnas (drawn by B. Adebayo),,61,84
270,3,7:46.0,B. Adebayo misses free throw 1 of 2,,61,84
271,3,7:46.0,Offensive rebound by Team,,61,84
272,3,7:46.0,J. Winslow enters the game for J. Johnson,,61,84
273,3,7:46.0,B. Adebayo makes free throw 2 of 2,,62,84
274,3,7:31.0,,P. Siakam makes 2-pt jump shot from 5 ft,62,86
275,3,7:20.0,D. Wade misses 2-pt hook shot from 6 ft,,62,86
276,3,7:18.0,,Defensive rebound by J. Valančiūnas,62,86
277,3,7:12.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),62,88
278,3,7:11.0,Miami full timeout,,62,88
279,3,7:00.0,Turnover by B. Adebayo (bad pass),,62,88
280,3,6:53.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,62,88
281,3,6:51.0,Defensive rebound by B. Adebayo,,62,88
282,3,6:43.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by D. Wade),,65,88
283,3,6:28.0,,Shooting foul by J. Richardson (drawn by P. Siakam),65,88
284,3,6:28.0,,P. Siakam makes free throw 1 of 2,65,89
285,3,6:28.0,,P. Siakam makes free throw 2 of 2,65,90
286,3,6:15.0,D. Wade makes 2-pt jump shot from 16 ft,,67,90
287,3,5:58.0,,Shooting foul by J. Winslow (drawn by K. Leonard),67,90
288,3,5:58.0,,K. Leonard misses free throw 1 of 2,67,90
289,3,5:58.0,,Offensive rebound by Team,67,90
290,3,5:58.0,,K. Leonard makes free throw 2 of 2,67,91
291,3,5:46.0,J. Richardson misses 3-pt jump shot from 26 ft (block by K. Leonard),,67,91
292,3,5:43.0,Offensive rebound by J. Richardson,,67,91
293,3,5:41.0,J. Richardson makes 2-pt jump shot from 10 ft,,69,91
294,3,5:32.0,,K. Lowry makes 2-pt jump shot from 15 ft,69,93
295,3,5:23.0,D. Wade makes 3-pt jump shot from 27 ft,,72,93
296,3,5:11.0,,Shooting foul by D. Wade (drawn by K. Leonard),72,93
297,3,5:11.0,,K. Leonard makes free throw 1 of 2,72,94
298,3,5:11.0,,S. Ibaka enters the game for J. Valančiūnas,72,94
299,3,5:11.0,,K. Leonard makes free throw 2 of 2,72,95
300,3,5:03.0,Personal foul by P. Siakam (drawn by B. Adebayo),,72,95
301,3,5:03.0,B. Adebayo makes free throw 1 of 2,,73,95
302,3,5:03.0,B. Adebayo makes free throw 2 of 2,,74,95
303,3,5:03.0,,O. Anunoby enters the game for P. Siakam,74,95
304,3,4:37.0,,O. Anunoby makes 2-pt jump shot from 13 ft,74,97
305,3,4:28.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by W. Ellington),,77,97
306,3,4:15.0,,K. Leonard misses 3-pt jump shot from 25 ft,77,97
307,3,4:13.0,Defensive rebound by B. Adebayo,,77,97
308,3,4:04.0,J. Richardson misses 2-pt jump shot from 11 ft,,77,97
309,3,4:03.0,,Defensive rebound by Team,77,97
310,3,3:54.0,,K. Lowry misses 3-pt jump shot from 26 ft,77,97
311,3,3:52.0,Defensive rebound by B. Adebayo,,77,97
312,3,3:34.0,J. Richardson misses 2-pt jump shot from 17 ft,,77,97
313,3,3:31.0,,Defensive rebound by K. Leonard,77,97
314,3,3:26.0,,K. Leonard misses 2-pt jump shot from 3 ft,77,97
315,3,3:26.0,Defensive rebound by Team,,77,97
316,3,3:17.0,Personal foul by O. Anunoby (drawn by B. Adebayo),,77,97
317,3,3:17.0,,Technical foul by K. Leonard,77,97
318,3,3:17.0,W. Ellington makes technical free throw,,78,97
319,3,3:17.0,B. Adebayo misses free throw 1 of 2,,78,97
320,3,3:17.0,Offensive rebound by Team,,78,97
321,3,3:17.0,B. Adebayo makes free throw 2 of 2,,79,97
322,3,3:00.0,,K. Leonard misses 2-pt jump shot from 16 ft (block by B. Adebayo),79,97
323,3,2:58.0,Defensive rebound by J. Richardson,,79,97
324,3,2:53.0,B. Adebayo misses 2-pt jump shot from 4 ft,,79,97
325,3,2:52.0,Offensive rebound by J. Winslow,,79,97
326,3,2:49.0,W. Ellington misses 3-pt jump shot from 23 ft,,79,97
327,3,2:47.0,Offensive rebound by D. Wade,,79,97
328,3,2:43.0,D. Wade misses 2-pt jump shot from 22 ft (block by K. Leonard),,79,97
329,3,2:40.0,Offensive rebound by J. Winslow,,79,97
330,3,2:39.0,Shooting foul by D. Green (drawn by J. Richardson),,79,97
331,3,2:39.0,J. Richardson misses free throw 1 of 2,,79,97
332,3,2:39.0,Offensive rebound by Team,,79,97
333,3,2:39.0,R. McGruder enters the game for W. Ellington,,79,97
334,3,2:39.0,,F. VanVleet enters the game for K. Leonard,79,97
335,3,2:39.0,J. Richardson misses free throw 2 of 2,,79,97
336,3,2:36.0,,Defensive rebound by O. Anunoby,79,97
337,3,2:20.0,,Personal foul by J. Richardson (drawn by S. Ibaka),79,97
338,3,2:20.0,,S. Ibaka makes free throw 1 of 2,79,98
339,3,2:20.0,K. Olynyk enters the game for J. Richardson,,79,98
340,3,2:20.0,,C. Miles enters the game for D. Green,79,98
341,3,2:20.0,,S. Ibaka makes free throw 2 of 2,79,99
342,3,2:09.0,D. Wade makes 2-pt layup from 9 ft,,81,99
343,3,1:55.0,,C. Miles misses 3-pt jump shot from 28 ft,81,99
344,3,1:53.0,,Offensive rebound by S. Ibaka,81,99
345,3,1:51.0,,S. Ibaka misses 2-pt layup from 2 ft,81,99
346,3,1:49.0,Defensive rebound by B. Adebayo,,81,99
347,3,1:45.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by D. Wade),,84,99
348,3,1:43.0,,Toronto full timeout,84,99
349,3,1:43.0,,D. Wright enters the game for K. Lowry,84,99
350,3,1:27.0,,Turnover by F. VanVleet (bad pass),84,99
351,3,1:16.0,K. Olynyk misses 3-pt jump shot from 27 ft (block by O. Anunoby),,84,99
352,3,1:13.0,,Defensive rebound by C. Miles,84,99
353,3,1:04.0,,D. Wright misses 2-pt layup from 4 ft (block by D. Wade),84,99
354,3,1:04.0,Defensive rebound by Team,,84,99
355,3,0:57.0,Turnover by D. Wade (bad pass),,84,99
356,3,0:49.0,,F. VanVleet makes 2-pt jump shot from 15 ft,84,101
357,3,0:34.0,R. McGruder makes 3-pt jump shot from 27 ft (assist by B. Adebayo),,87,101
358,3,0:29.0,,D. Wright misses 3-pt jump shot from 28 ft,87,101
359,3,0:26.0,Defensive rebound by B. Adebayo,,87,101
360,3,0:11.0,Personal foul by O. Anunoby (drawn by D. Wade),,87,101
361,3,0:11.0,D. Wade makes free throw 1 of 2,,88,101
362,3,0:11.0,D. Wade makes free throw 2 of 2,,89,101
363,3,0:03.0,,O. Anunoby misses 3-pt jump shot from 23 ft,89,101
364,3,0:03.0,,Offensive rebound by S. Ibaka,89,101
365,3,0:00.0,,S. Ibaka misses 2-pt layup at rim,89,101
366,3,0:00.0,,Offensive rebound by S. Ibaka,89,101
367,3,0:00.0,,S. Ibaka misses 2-pt layup at rim,89,101
368,3,0:00.0,,Offensive rebound by S. Ibaka,89,101
369,4,11:48.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by D. Wade),,92,101
370,4,11:36.0,,Turnover by F. VanVleet (lost ball; steal by K. Olynyk),92,101
371,4,11:34.0,Personal foul by D. Wright (drawn by D. Wade),,92,101
372,4,11:24.0,D. Wade misses 3-pt jump shot from 25 ft,,92,101
373,4,11:22.0,,Defensive rebound by F. VanVleet,92,101
374,4,11:13.0,,S. Ibaka makes 2-pt jump shot from 11 ft (assist by F. VanVleet),92,103
375,4,11:02.0,J. Winslow makes 2-pt jump shot from 5 ft,,94,103
376,4,10:46.0,,Shooting foul by D. Wade (drawn by C. Miles),94,103
377,4,10:46.0,,C. Miles makes free throw 1 of 2,94,104
378,4,10:46.0,,C. Miles makes free throw 2 of 2,94,105
379,4,10:31.0,D. Wade makes 3-pt jump shot from 24 ft (assist by R. McGruder),,97,105
380,4,10:03.0,,S. Ibaka misses 2-pt jump shot from 15 ft,97,105
381,4,10:02.0,,Offensive rebound by D. Wright,97,105
