,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MINNESOTA_ACTION,PHILADELPHIA_SCORE,MINNESOTA_SCORE
381,4,6:18.0,J. Redick enters the game for J. Ennis,,105,98
382,4,6:18.0,,D. Šarić enters the game for A. Tolliver,105,98
383,4,6:11.0,,K. Towns makes 2-pt hook shot from 4 ft (assist by D. Šarić),105,100
384,4,5:51.0,T. Harris misses 2-pt layup from 3 ft (block by C. Reynolds),,105,100
385,4,5:50.0,,Defensive rebound by C. Reynolds,105,100
386,4,5:35.0,,J. Bayless misses 2-pt layup from 1 ft,105,100
387,4,5:35.0,,Offensive rebound by Team,105,100
388,4,5:35.0,Loose ball foul by T. Harris (drawn by K. Towns),,105,100
389,4,5:27.0,,K. Towns misses 3-pt jump shot from 25 ft,105,100
390,4,5:24.0,Defensive rebound by J. Bolden,,105,100
391,4,5:16.0,Turnover by B. Simmons (bad pass; steal by D. Šarić),,105,100
392,4,5:10.0,,A. Wiggins makes 2-pt layup from 1 ft,105,102
393,4,5:10.0,Philadelphia full timeout,,105,102
394,4,4:47.0,T. Harris makes 2-pt jump shot from 8 ft,,107,102
395,4,4:47.0,Shooting foul by K. Towns (drawn by T. Harris),,107,102
396,4,4:47.0,,Technical foul by K. Towns,107,102
397,4,4:47.0,J. Redick makes technical free throw,,108,102
398,4,4:47.0,T. Harris makes free throw 1 of 1,,109,102
399,4,4:30.0,,Shooting foul by J. Bolden (drawn by K. Towns),109,102
400,4,4:30.0,,K. Towns misses free throw 1 of 2,109,102
401,4,4:30.0,,Offensive rebound by Team,109,102
402,4,4:30.0,,K. Towns makes free throw 2 of 2,109,103
403,4,4:09.0,Turnover by J. Butler (traveling),,109,103
404,4,3:55.0,,K. Towns makes 2-pt layup from 5 ft (assist by A. Wiggins),109,105
405,4,3:28.0,J. Butler misses 2-pt jump shot from 17 ft,,109,105
406,4,3:24.0,,Defensive rebound by J. Bayless,109,105
407,4,3:13.0,,K. Towns misses 2-pt hook shot from 7 ft,109,105
408,4,3:11.0,Defensive rebound by J. Butler,,109,105
409,4,2:52.0,T. Harris makes 2-pt jump shot from 8 ft,,111,105
410,4,2:32.0,,K. Towns misses 2-pt hook shot from 7 ft (block by J. Bolden),111,105
411,4,2:32.0,,A. Tolliver enters the game for D. Šarić,111,105
412,4,2:32.0,,Offensive rebound by Team,111,105
413,4,2:25.0,,A. Wiggins misses 3-pt jump shot from 25 ft,111,105
414,4,2:21.0,Defensive rebound by B. Simmons,,111,105
415,4,2:06.0,J. Bolden makes 3-pt jump shot from 24 ft (assist by J. Redick),,114,105
416,4,2:05.0,,Minnesota full timeout,114,105
417,4,1:56.0,,C. Reynolds makes 3-pt jump shot from 25 ft (assist by J. Bayless),114,108
418,4,1:34.0,Offensive foul by B. Simmons (drawn by K. Towns),,114,108
419,4,1:34.0,Turnover by B. Simmons (offensive foul),,114,108
420,4,1:23.0,,Shooting foul by J. Butler (drawn by K. Towns),114,108
421,4,1:23.0,,K. Towns makes free throw 1 of 2,114,109
422,4,1:23.0,,K. Towns misses free throw 2 of 2,114,109
423,4,1:21.0,Defensive rebound by T. Harris,,114,109
424,4,1:03.0,T. Harris misses 2-pt jump shot from 19 ft,,114,109
425,4,1:00.0,,Defensive rebound by C. Reynolds,114,109
426,4,0:52.0,,J. Bayless misses 2-pt layup from 2 ft,114,109
427,4,0:50.0,Defensive rebound by T. Harris,,114,109
428,4,0:44.0,Turnover by (8 sec),,114,109
429,4,0:37.0,,A. Wiggins misses 2-pt jump shot from 19 ft,114,109
430,4,0:37.0,Defensive rebound by T. Harris,,114,109
431,4,0:27.0,Personal take foul by J. Bayless (drawn by J. Butler),,114,109
432,4,0:27.0,J. Butler makes free throw 1 of 2,,115,109
433,4,0:27.0,J. Butler makes free throw 2 of 2,,116,109
434,4,0:27.0,J. Ennis enters the game for J. Redick,,116,109
435,4,0:20.0,,J. Bayless misses 2-pt layup from 1 ft,116,109
436,4,0:19.0,Defensive rebound by J. Ennis,,116,109
437,4,0:16.0,Personal take foul by A. Tolliver (drawn by T. Harris),,116,109
438,4,0:16.0,T. Harris makes free throw 1 of 2,,117,109
439,4,0:16.0,T. Harris makes free throw 2 of 2,,118,109
440,4,0:05.0,,A. Wiggins misses 3-pt jump shot from 25 ft,118,109
441,4,0:02.0,Defensive rebound by B. Simmons,,118,109
