,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,HOUSTON_ACTION,LA LAKERS_SCORE,HOUSTON_SCORE
73,1,3:38.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. Ball),,29,18
74,1,3:10.0,,G. Green misses 2-pt jump shot from 21 ft,29,18
75,1,3:07.0,Defensive rebound by K. Caldwell-Pope,,29,18
76,1,3:02.0,Offensive foul by K. Kuzma (drawn by G. Green),,29,18
77,1,3:02.0,Turnover by K. Kuzma (offensive foul),,29,18
78,1,2:49.0,,G. Green makes 3-pt jump shot from 23 ft (assist by J. Harden),29,21
79,1,2:49.0,J. Hart enters the game for K. Caldwell-Pope,,29,21
80,1,2:49.0,S. Mykhailiuk enters the game for B. Ingram,,29,21
81,1,2:49.0,,E. Gordon enters the game for G. Clark,29,21
82,1,2:49.0,,N. Hilário enters the game for J. Harden,29,21
83,1,2:49.0,,A. Rivers enters the game for P. Tucker,29,21
84,1,2:34.0,J. Hart makes 2-pt layup from 2 ft (assist by L. Ball),,31,21
85,1,2:24.0,,E. Gordon makes 2-pt layup at rim,31,23
86,1,2:13.0,K. Kuzma makes 2-pt jump shot from 3 ft,,33,23
87,1,2:13.0,Shooting foul by G. Green (drawn by K. Kuzma),,33,23
88,1,2:13.0,,G. Clark enters the game for G. Green,33,23
89,1,2:13.0,K. Kuzma makes free throw 1 of 1,,34,23
90,1,1:56.0,,G. Clark misses 3-pt jump shot from 25 ft,34,23
91,1,1:55.0,Defensive rebound by J. McGee,,34,23
92,1,1:46.0,J. McGee misses 2-pt layup from 2 ft,,34,23
93,1,1:45.0,,Defensive rebound by G. Clark,34,23
94,1,1:37.0,,E. Gordon misses 2-pt layup from 1 ft,34,23
95,1,1:35.0,Defensive rebound by J. McGee,,34,23
96,1,1:31.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,34,23
97,1,1:31.0,,Defensive rebound by Team,34,23
98,1,1:31.0,Loose ball foul by J. Hart (drawn by E. Gordon),,34,23
99,1,1:18.0,,E. Gordon misses 3-pt jump shot from 28 ft,34,23
100,1,1:17.0,Defensive rebound by J. McGee,,34,23
101,1,1:01.0,K. Kuzma misses 2-pt jump shot from 13 ft,,34,23
102,1,0:58.0,,Defensive rebound by E. Gordon,34,23
103,1,0:55.0,,Turnover by E. Gordon (bad pass; steal by L. Ball),34,23
104,1,0:51.0,J. Hart misses 2-pt jump shot from 5 ft,,34,23
105,1,0:48.0,Offensive rebound by J. Hart,,34,23
106,1,0:38.0,K. Kuzma makes 3-pt jump shot from 28 ft,,37,23
107,1,0:31.0,,E. Gordon makes 3-pt jump shot from 26 ft,37,26
108,1,0:20.0,J. McGee makes 2-pt layup from 4 ft (assist by L. Ball),,39,26
109,1,0:01.0,,E. Gordon misses 3-pt jump shot from 25 ft,39,26
110,1,0:01.0,Defensive rebound by J. McGee,,39,26
111,2,11:50.0,,J. Nunnally misses 3-pt jump shot from 24 ft,39,26
112,2,11:49.0,Defensive rebound by J. McGee,,39,26
113,2,11:27.0,J. Hart misses 3-pt jump shot from 29 ft,,39,26
114,2,11:26.0,,Defensive rebound by N. Hilário,39,26
115,2,11:17.0,,A. Rivers makes 3-pt jump shot from 25 ft,39,29
116,2,10:51.0,S. Mykhailiuk makes 2-pt layup from 3 ft,,41,29
117,2,10:32.0,,J. Nunnally misses 3-pt jump shot from 24 ft,41,29
118,2,10:31.0,Defensive rebound by J. McGee,,41,29
119,2,10:20.0,M. Beasley makes 2-pt jump shot from 6 ft,,43,29
120,2,10:20.0,Shooting foul by J. Nunnally (drawn by M. Beasley),,43,29
121,2,10:20.0,,J. Ennis enters the game for J. Nunnally,43,29
122,2,10:20.0,M. Beasley makes free throw 1 of 1,,44,29
123,2,10:07.0,,E. Gordon misses 2-pt jump shot from 20 ft,44,29
124,2,10:06.0,Defensive rebound by J. McGee,,44,29
125,2,9:48.0,Shooting foul by N. Hilário (drawn by J. McGee),,44,29
126,2,9:48.0,J. McGee misses free throw 1 of 2,,44,29
127,2,9:48.0,Offensive rebound by Team,,44,29
128,2,9:48.0,J. McGee misses free throw 2 of 2,,44,29
129,2,9:46.0,,Defensive rebound by G. Clark,44,29
130,2,9:36.0,,A. Rivers misses 3-pt jump shot from 25 ft,44,29
131,2,9:34.0,Defensive rebound by J. McGee,,44,29
132,2,9:18.0,M. Beasley makes 2-pt layup from 2 ft (assist by J. McGee),,46,29
133,2,9:07.0,,A. Rivers misses 3-pt jump shot from 23 ft,46,29
134,2,9:06.0,Defensive rebound by J. McGee,,46,29
135,2,8:59.0,S. Mykhailiuk misses 2-pt layup from 3 ft,,46,29
136,2,8:53.0,,Defensive rebound by E. Gordon,46,29
137,2,8:50.0,,E. Gordon misses 2-pt layup from 1 ft (block by J. McGee),46,29
138,2,8:50.0,Defensive rebound by J. Hart,,46,29
139,2,8:45.0,S. Mykhailiuk misses 2-pt layup from 2 ft (block by A. Rivers),,46,29
140,2,8:45.0,,Defensive rebound by N. Hilário,46,29
141,2,8:35.0,,E. Gordon makes 2-pt layup from 2 ft (assist by N. Hilário),46,31
142,2,8:09.0,M. Beasley misses 2-pt jump shot from 10 ft,,46,31
143,2,8:05.0,Offensive rebound by M. Beasley,,46,31
144,2,8:05.0,M. Beasley misses 2-pt layup at rim,,46,31
145,2,8:04.0,,Defensive rebound by N. Hilário,46,31
146,2,8:02.0,,E. Gordon misses 3-pt jump shot from 30 ft,46,31
147,2,7:59.0,Defensive rebound by J. Hart,,46,31
148,2,7:49.0,J. Hart misses 3-pt jump shot from 25 ft,,46,31
149,2,7:47.0,,Defensive rebound by E. Gordon,46,31
150,2,7:42.0,,Shooting foul by S. Mykhailiuk (drawn by E. Gordon),46,31
151,2,7:42.0,,E. Gordon makes free throw 1 of 2,46,32
152,2,7:42.0,K. Kuzma enters the game for M. Beasley,,46,32
153,2,7:42.0,I. Zubac enters the game for J. McGee,,46,32
154,2,7:42.0,,J. Harden enters the game for G. Clark,46,32
155,2,7:42.0,,P. Tucker enters the game for N. Hilário,46,32
156,2,7:42.0,,E. Gordon makes free throw 2 of 2,46,33
157,2,7:29.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),,49,33
158,2,7:14.0,,J. Harden makes 2-pt jump shot from 12 ft,49,35
159,2,7:14.0,,Shooting foul by L. Stephenson (drawn by J. Harden),49,35
160,2,7:14.0,K. Caldwell-Pope enters the game for S. Mykhailiuk,,49,35
161,2,7:14.0,B. Ingram enters the game for L. Stephenson,,49,35
162,2,7:14.0,,J. Nunnally enters the game for E. Gordon,49,35
163,2,7:14.0,,J. Harden makes free throw 1 of 1,49,36
164,2,6:53.0,J. Hart misses 2-pt layup from 6 ft,,49,36
165,2,6:51.0,,Defensive rebound by A. Rivers,49,36
166,2,6:43.0,,J. Harden misses 2-pt jump shot from 8 ft,49,36
167,2,6:42.0,,Offensive rebound by P. Tucker,49,36
168,2,6:38.0,,J. Nunnally misses 3-pt jump shot from 24 ft,49,36
169,2,6:38.0,Defensive rebound by K. Kuzma,,49,36
170,2,6:38.0,,Houston full timeout,49,36
171,2,6:38.0,L. Ball enters the game for J. Hart,,49,36
172,2,6:26.0,Turnover by K. Kuzma (bad pass; steal by P. Tucker),,49,36
173,2,6:08.0,,Turnover by J. Harden (bad pass; steal by K. Kuzma),49,36
174,2,6:05.0,Personal foul by J. Ennis (drawn by I. Zubac),,49,36
175,2,6:05.0,,G. Green enters the game for J. Nunnally,49,36
176,2,5:51.0,I. Zubac makes 2-pt layup from 3 ft (assist by L. Ball),,51,36
177,2,5:32.0,,P. Tucker misses 3-pt jump shot from 25 ft,51,36
178,2,5:30.0,Defensive rebound by B. Ingram,,51,36
179,2,5:13.0,I. Zubac misses 2-pt jump shot from 8 ft (block by J. Ennis),,51,36
180,2,5:10.0,,Defensive rebound by P. Tucker,51,36
181,2,5:09.0,,J. Harden misses 2-pt layup from 3 ft (block by L. Ball),51,36
182,2,5:09.0,,Offensive rebound by Team,51,36
183,2,5:03.0,,J. Harden misses 3-pt jump shot from 24 ft,51,36
184,2,5:00.0,Defensive rebound by I. Zubac,,51,36
185,2,4:53.0,B. Ingram makes 2-pt layup from 2 ft (assist by L. Ball),,53,36
186,2,4:36.0,,A. Rivers misses 3-pt jump shot from 25 ft,53,36
187,2,4:35.0,Defensive rebound by I. Zubac,,53,36
188,2,4:28.0,L. Ball misses 3-pt jump shot from 25 ft,,53,36
189,2,4:24.0,Offensive rebound by B. Ingram,,53,36
190,2,4:22.0,K. Kuzma makes 2-pt jump shot from 14 ft (assist by B. Ingram),,55,36
191,2,4:22.0,,Houston full timeout,55,36
192,2,4:22.0,,N. Hilário enters the game for J. Ennis,55,36
193,2,4:06.0,,G. Green misses 3-pt jump shot from 24 ft,55,36
194,2,4:05.0,,Offensive rebound by J. Harden,55,36
195,2,4:02.0,,Turnover by J. Harden (lost ball; steal by K. Caldwell-Pope),55,36
196,2,4:02.0,Personal take foul by J. Harden (drawn by K. Caldwell-Pope),,55,36
197,2,3:42.0,K. Kuzma misses 3-pt jump shot from 27 ft,,55,36
198,2,3:41.0,Offensive rebound by I. Zubac,,55,36
199,2,3:39.0,I. Zubac makes 2-pt hook shot from 7 ft,,57,36
200,2,3:17.0,,J. Harden makes 3-pt jump shot from 26 ft,57,39
201,2,3:06.0,Turnover by B. Ingram (bad pass; steal by P. Tucker),,57,39
202,2,2:59.0,,Personal foul by B. Ingram (drawn by P. Tucker),57,39
203,2,2:47.0,,Turnover by P. Tucker (bad pass; steal by K. Caldwell-Pope),57,39
204,2,2:44.0,K. Caldwell-Pope makes 2-pt dunk from 2 ft,,59,39
205,2,2:25.0,,P. Tucker misses 2-pt layup from 1 ft,59,39
206,2,2:22.0,,Offensive rebound by A. Rivers,59,39
207,2,2:14.0,,Def 3 sec tech foul by Team,59,39
208,2,2:14.0,,J. Harden makes technical free throw,59,40
209,2,2:14.0,T. Chandler enters the game for I. Zubac,,59,40
210,2,2:06.0,,J. Harden misses 3-pt jump shot from 25 ft,59,40
211,2,2:00.0,,Offensive rebound by P. Tucker,59,40
212,2,2:00.0,,P. Tucker makes 2-pt layup from 1 ft,59,42
213,2,1:47.0,Shooting foul by N. Hilário (drawn by B. Ingram),,59,42
214,2,1:47.0,B. Ingram makes free throw 1 of 2,,60,42
215,2,1:47.0,B. Ingram misses free throw 2 of 2,,60,42
216,2,1:45.0,,Defensive rebound by J. Harden,60,42
217,2,1:36.0,,J. Harden misses 3-pt jump shot from 26 ft,60,42
218,2,1:35.0,Defensive rebound by L. Ball,,60,42
219,2,1:30.0,B. Ingram misses 2-pt layup from 2 ft,,60,42
220,2,1:25.0,Offensive rebound by K. Kuzma,,60,42
221,2,1:25.0,K. Kuzma makes 2-pt layup at rim,,62,42
222,2,1:19.0,,N. Hilário makes 2-pt dunk from 1 ft (assist by P. Tucker),62,44
223,2,1:11.0,L. Ball makes 2-pt layup from 2 ft,,64,44
224,2,0:56.0,,Turnover by J. Harden (bad pass),64,44
225,2,0:36.0,L. Ball misses 3-pt jump shot from 26 ft,,64,44
226,2,0:34.0,,Defensive rebound by G. Green,64,44
227,2,0:28.0,,Shooting foul by T. Chandler (drawn by J. Harden),64,44
228,2,0:28.0,,J. Harden makes free throw 1 of 2,64,45
229,2,0:28.0,,J. Harden makes free throw 2 of 2,64,46
230,2,0:05.0,K. Kuzma misses 3-pt jump shot from 32 ft,,64,46
231,2,0:03.0,,Defensive rebound by N. Hilário,64,46
232,2,0:00.0,,A. Rivers misses 3-pt jump shot from 27 ft,64,46
233,2,0:00.0,,Offensive rebound by Team,64,46
234,3,11:47.0,,J. Ennis makes 3-pt jump shot from 27 ft (assist by J. Harden),64,49
235,3,11:35.0,K. Kuzma misses 3-pt jump shot from 26 ft,,64,49
236,3,11:34.0,,Defensive rebound by J. Harden,64,49
237,3,11:27.0,,E. Gordon misses 3-pt jump shot from 26 ft,64,49
238,3,11:25.0,,Offensive rebound by Team,64,49
239,3,11:25.0,Loose ball foul by K. Kuzma (drawn by P. Tucker),,64,49
240,3,11:12.0,,E. Gordon misses 3-pt jump shot from 23 ft,64,49
241,3,11:11.0,Defensive rebound by L. Ball,,64,49
242,3,11:08.0,Shooting foul by A. Rivers (drawn by B. Ingram),,64,49
243,3,11:08.0,B. Ingram makes free throw 1 of 2,,65,49
244,3,11:08.0,B. Ingram misses free throw 2 of 2,,65,49
245,3,11:06.0,,Defensive rebound by J. Harden,65,49
246,3,10:54.0,,A. Rivers misses 3-pt jump shot from 24 ft,65,49
247,3,10:51.0,,Offensive rebound by J. Harden,65,49
248,3,10:35.0,,E. Gordon misses 2-pt jump shot from 6 ft,65,49
249,3,10:33.0,Defensive rebound by T. Chandler,,65,49
250,3,10:25.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,65,49
251,3,10:24.0,,Defensive rebound by P. Tucker,65,49
252,3,10:11.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by A. Rivers),65,52
253,3,10:10.0,LA Lakers full timeout,,65,52
254,3,9:58.0,Personal foul by J. Ennis (drawn by B. Ingram),,65,52
255,3,9:48.0,L. Ball misses 3-pt jump shot from 26 ft,,65,52
256,3,9:45.0,,Defensive rebound by A. Rivers,65,52
257,3,9:34.0,,P. Tucker misses 3-pt jump shot from 23 ft,65,52
258,3,9:33.0,Defensive rebound by K. Kuzma,,65,52
259,3,9:15.0,K. Kuzma makes 2-pt jump shot from 6 ft (assist by L. Ball),,67,52
260,3,9:02.0,,J. Ennis misses 3-pt jump shot from 23 ft,67,52
261,3,9:01.0,Defensive rebound by K. Caldwell-Pope,,67,52
262,3,8:47.0,K. Caldwell-Pope makes 2-pt jump shot from 21 ft (assist by L. Ball),,69,52
263,3,8:40.0,,J. Ennis makes 2-pt layup from 1 ft (assist by E. Gordon),69,54
264,3,8:39.0,LA Lakers full timeout,,69,54
265,3,8:39.0,J. Hart enters the game for L. Ball,,69,54
266,3,8:21.0,J. Hart makes 3-pt jump shot from 24 ft (assist by K. Kuzma),,72,54
267,3,8:08.0,,J. Harden makes 3-pt jump shot from 26 ft,72,57
268,3,7:43.0,K. Kuzma makes 2-pt jump shot from 11 ft,,74,57
269,3,7:32.0,,J. Ennis makes 3-pt jump shot from 24 ft (assist by E. Gordon),74,60
270,3,7:17.0,Turnover by T. Chandler (bad pass; steal by P. Tucker),,74,60
271,3,7:11.0,,J. Harden makes 2-pt layup from 2 ft,74,62
272,3,6:53.0,Offensive foul by B. Ingram (drawn by A. Rivers),,74,62
273,3,6:53.0,Turnover by B. Ingram (offensive foul),,74,62
274,3,6:53.0,J. McGee enters the game for T. Chandler,,74,62
275,3,6:53.0,,G. Green enters the game for E. Gordon,74,62
276,3,6:38.0,,J. Ennis makes 2-pt jump shot from 2 ft (assist by A. Rivers),74,64
277,3,6:15.0,J. McGee misses 2-pt jump shot from 4 ft,,74,64
278,3,6:13.0,Offensive rebound by J. McGee,,74,64
279,3,6:10.0,Turnover by J. McGee (bad pass; steal by J. Harden),,74,64
280,3,6:05.0,,J. Harden makes 3-pt jump shot from 27 ft,74,67
281,3,6:05.0,LA Lakers full timeout,,74,67
282,3,6:05.0,,Technical foul by L. Walton,74,67
283,3,6:05.0,,J. Harden makes technical free throw,74,68
284,3,6:05.0,L. Walton ejected from game,,74,68
285,3,6:05.0,,Technical foul by L. Walton,74,68
286,3,6:05.0,,J. Harden makes technical free throw,74,69
287,3,5:51.0,Turnover by B. Ingram (traveling),,74,69
288,3,5:43.0,,Offensive foul by P. Tucker (drawn by K. Caldwell-Pope),74,69
289,3,5:43.0,,Turnover by P. Tucker (offensive foul),74,69
290,3,5:24.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,74,69
291,3,5:21.0,,Defensive rebound by J. Ennis,74,69
292,3,5:10.0,,G. Green misses 3-pt jump shot from 26 ft,74,69
293,3,5:10.0,,Offensive rebound by Team,74,69
294,3,5:10.0,,J. Nunnally enters the game for J. Ennis,74,69
295,3,5:08.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by G. Green),74,72
296,3,4:41.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,74,72
297,3,4:41.0,Offensive rebound by Team,,74,72
298,3,4:41.0,Turnover by Team (shot clock),,74,72
299,3,4:30.0,,Turnover by J. Harden (step out of bounds),74,72
300,3,4:21.0,Offensive foul by B. Ingram (drawn by J. Harden),,74,72
301,3,4:21.0,Turnover by B. Ingram (offensive foul),,74,72
302,3,4:21.0,,G. Clark enters the game for A. Rivers,74,72
303,3,4:01.0,,Turnover by G. Clark (bad pass; steal by K. Kuzma),74,72
304,3,3:57.0,K. Kuzma makes 2-pt jump shot from 2 ft,,76,72
305,3,3:38.0,,P. Tucker makes 2-pt layup from 3 ft (assist by G. Green),76,74
306,3,3:14.0,Personal foul by P. Tucker (drawn by K. Kuzma),,76,74
307,3,3:14.0,L. Stephenson enters the game for K. Caldwell-Pope,,76,74
308,3,3:03.0,B. Ingram misses 2-pt layup from 6 ft (block by J. Harden),,76,74
309,3,3:02.0,Offensive rebound by J. McGee,,76,74
310,3,3:01.0,J. McGee makes 2-pt dunk from 2 ft,,78,74
311,3,2:44.0,,J. Harden misses 2-pt layup from 2 ft,78,74
312,3,2:42.0,Defensive rebound by L. Stephenson,,78,74
313,3,2:24.0,K. Kuzma misses 2-pt layup from 2 ft (block by P. Tucker),,78,74
314,3,2:20.0,Offensive rebound by J. McGee,,78,74
315,3,2:19.0,J. McGee makes 2-pt hook shot from 7 ft,,80,74
316,3,2:07.0,,G. Clark makes 3-pt jump shot from 26 ft (assist by J. Harden),80,77
317,3,1:52.0,B. Ingram makes 2-pt jump shot from 14 ft (assist by L. Stephenson),,82,77
318,3,1:32.0,,J. Nunnally misses 3-pt jump shot from 25 ft,82,77
319,3,1:29.0,Defensive rebound by J. McGee,,82,77
320,3,1:24.0,Personal foul by J. Harden (drawn by B. Ingram),,82,77
321,3,1:24.0,,E. Gordon enters the game for J. Harden,82,77
322,3,1:24.0,,A. Rivers enters the game for J. Nunnally,82,77
323,3,1:17.0,J. McGee makes 2-pt dunk from 2 ft (assist by K. Kuzma),,84,77
324,3,1:06.0,,G. Green makes 2-pt layup from 2 ft (assist by E. Gordon),84,79
325,3,1:06.0,,Shooting foul by B. Ingram (drawn by G. Green),84,79
326,3,1:06.0,S. Mykhailiuk enters the game for B. Ingram,,84,79
327,3,1:06.0,,N. Hilário enters the game for P. Tucker,84,79
328,3,1:06.0,,G. Green makes free throw 1 of 1,84,80
329,3,0:51.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. Stephenson),,86,80
330,3,0:42.0,,G. Green misses 3-pt jump shot from 27 ft,86,80
331,3,0:39.0,,Offensive rebound by E. Gordon,86,80
332,3,0:37.0,,G. Green misses 3-pt jump shot from 25 ft,86,80
333,3,0:35.0,Defensive rebound by J. McGee,,86,80
334,3,0:24.0,L. Stephenson misses 2-pt layup from 3 ft,,86,80
335,3,0:23.0,,Defensive rebound by Team,86,80
336,3,0:23.0,Loose ball foul by J. McGee (drawn by N. Hilário),,86,80
337,3,0:23.0,,N. Hilário makes free throw 1 of 2,86,81
338,3,0:23.0,,P. Tucker enters the game for G. Clark,86,81
339,3,0:23.0,,N. Hilário makes free throw 2 of 2,86,82
340,4,11:37.0,I. Zubac misses 2-pt hook shot from 9 ft,,86,82
341,4,11:36.0,Offensive rebound by I. Zubac,,86,82
342,4,11:34.0,J. Hart misses 3-pt jump shot from 26 ft,,86,82
343,4,11:33.0,,Defensive rebound by A. Rivers,86,82
344,4,11:20.0,,A. Rivers misses 2-pt layup from 2 ft,86,82
345,4,11:19.0,Defensive rebound by I. Zubac,,86,82
346,4,11:07.0,L. Stephenson makes 3-pt jump shot from 25 ft (assist by J. Hart),,89,82
347,4,10:49.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by N. Hilário),89,85
348,4,10:29.0,M. Beasley makes 2-pt layup from 3 ft,,91,85
349,4,10:29.0,Shooting foul by J. Ennis (drawn by M. Beasley),,91,85
350,4,10:29.0,M. Beasley makes free throw 1 of 1,,92,85
351,4,10:17.0,,G. Green makes 3-pt jump shot from 25 ft (assist by N. Hilário),92,88
352,4,10:05.0,L. Stephenson makes 3-pt jump shot from 26 ft,,95,88
353,4,9:56.0,,Shooting foul by I. Zubac (drawn by E. Gordon),95,88
354,4,9:56.0,,E. Gordon makes free throw 1 of 2,95,89
355,4,9:56.0,,E. Gordon makes free throw 2 of 2,95,90
356,4,9:41.0,J. Hart misses 3-pt jump shot from 25 ft,,95,90
357,4,9:40.0,,Defensive rebound by J. Ennis,95,90
358,4,9:35.0,,Turnover by J. Ennis (bad pass),95,90
359,4,9:27.0,Shooting foul by E. Gordon (drawn by L. Stephenson),,95,90
360,4,9:27.0,L. Stephenson makes free throw 1 of 2,,96,90
361,4,9:27.0,K. Caldwell-Pope enters the game for S. Mykhailiuk,,96,90
362,4,9:27.0,,J. Harden enters the game for E. Gordon,96,90
363,4,9:27.0,L. Stephenson makes free throw 2 of 2,,97,90
364,4,9:14.0,,J. Harden misses 3-pt jump shot from 26 ft,97,90
365,4,9:13.0,,Offensive rebound by J. Ennis,97,90
366,4,9:13.0,,Shooting foul by M. Beasley (drawn by J. Ennis),97,90
367,4,9:13.0,,J. Ennis makes free throw 1 of 2,97,91
368,4,9:13.0,,J. Ennis makes free throw 2 of 2,97,92
369,4,8:49.0,J. Hart makes 2-pt layup from 2 ft (assist by L. Stephenson),,99,92
370,4,8:42.0,,G. Green makes 2-pt layup from 3 ft (assist by J. Harden),99,94
371,4,8:25.0,Shooting foul by N. Hilário (drawn by I. Zubac),,99,94
372,4,8:25.0,I. Zubac makes free throw 1 of 2,,100,94
373,4,8:25.0,,P. Tucker enters the game for N. Hilário,100,94
374,4,8:25.0,I. Zubac makes free throw 2 of 2,,101,94
375,4,8:07.0,,J. Ennis misses 2-pt layup from 3 ft (block by M. Beasley),101,94
376,4,8:04.0,Defensive rebound by I. Zubac,,101,94
377,4,8:01.0,M. Beasley misses 2-pt jump shot from 9 ft,,101,94
378,4,8:01.0,Offensive rebound by Team,,101,94
379,4,8:01.0,,Loose ball foul by J. Ennis (drawn by I. Zubac),101,94
380,4,7:51.0,Turnover by M. Beasley (lost ball; steal by J. Harden),,101,94
381,4,7:43.0,,J. Harden makes 2-pt layup from 1 ft,101,96
