,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
56,1,5:19.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by S. Curry),21,23
57,1,5:09.0,M. Bagley misses 2-pt layup from 6 ft (block by K. Durant),,21,23
58,1,5:08.0,,Defensive rebound by A. Iguodala,21,23
59,1,5:04.0,,Shooting foul by B. Hield (drawn by K. Durant),21,23
60,1,5:04.0,,K. Durant makes free throw 1 of 2,21,24
61,1,5:04.0,A. Burks enters the game for B. Hield,,21,24
62,1,5:04.0,,K. Durant makes free throw 2 of 2,21,25
63,1,4:49.0,H. Barnes makes 2-pt jump shot from 15 ft (assist by W. Cauley-Stein),,23,25
64,1,4:39.0,,A. Iguodala misses 3-pt jump shot from 27 ft,23,25
65,1,4:37.0,Defensive rebound by A. Burks,,23,25
66,1,4:22.0,M. Bagley misses 2-pt jump shot from 12 ft (block by K. Durant),,23,25
67,1,4:21.0,,Defensive rebound by Team,23,25
68,1,4:21.0,H. Giles enters the game for W. Cauley-Stein,,23,25
69,1,4:16.0,,Golden State full timeout,23,25
70,1,4:16.0,,J. Jerebko enters the game for D. Cousins,23,25
71,1,4:16.0,,K. Looney enters the game for K. Thompson,23,25
72,1,4:06.0,,A. Iguodala misses 2-pt jump shot from 18 ft,23,25
73,1,4:05.0,Defensive rebound by H. Giles,,23,25
74,1,3:51.0,H. Barnes misses 2-pt hook shot from 6 ft,,23,25
75,1,3:50.0,,Defensive rebound by S. Curry,23,25
76,1,3:42.0,,S. Curry misses 3-pt jump shot from 23 ft,23,25
77,1,3:40.0,,Offensive rebound by J. Jerebko,23,25
78,1,3:35.0,,J. Jerebko misses 2-pt dunk from 1 ft,23,25
79,1,3:35.0,,Offensive rebound by K. Looney,23,25
80,1,3:29.0,,Turnover by K. Looney (lost ball; steal by M. Bagley),23,25
81,1,3:22.0,A. Burks misses 3-pt jump shot from 23 ft,,23,25
82,1,3:20.0,,Defensive rebound by S. Curry,23,25
83,1,3:07.0,,K. Durant misses 3-pt jump shot from 27 ft,23,25
84,1,3:05.0,Defensive rebound by A. Burks,,23,25
85,1,2:59.0,D. Fox misses 3-pt jump shot from 26 ft,,23,25
86,1,2:57.0,,Defensive rebound by K. Durant,23,25
87,1,2:48.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),23,28
88,1,2:24.0,Shooting foul by J. Jerebko (drawn by M. Bagley),,23,28
89,1,2:24.0,M. Bagley misses free throw 1 of 2,,23,28
90,1,2:24.0,Offensive rebound by Team,,23,28
91,1,2:24.0,C. Brewer enters the game for H. Barnes,,23,28
92,1,2:24.0,Y. Ferrell enters the game for D. Fox,,23,28
93,1,2:24.0,M. Bagley makes free throw 2 of 2,,24,28
94,1,2:12.0,,K. Durant makes 2-pt dunk from 1 ft (assist by A. Iguodala),24,30
95,1,2:00.0,Turnover by A. Burks (lost ball; steal by S. Curry),,24,30
96,1,1:54.0,,Turnover by A. Iguodala (lost ball; steal by A. Burks),24,30
97,1,1:47.0,M. Bagley makes 2-pt dunk from 1 ft (assist by Y. Ferrell),,26,30
98,1,1:42.0,,Golden State full timeout,26,30
99,1,1:42.0,,Q. Cook enters the game for S. Curry,26,30
100,1,1:31.0,,A. Iguodala misses 2-pt jump shot from 21 ft,26,30
101,1,1:29.0,,Offensive rebound by J. Jerebko,26,30
102,1,1:23.0,,K. Durant makes 2-pt jump shot from 14 ft,26,32
103,1,1:10.0,Personal foul by K. Looney (drawn by M. Bagley),,26,32
104,1,1:03.0,A. Burks misses 3-pt jump shot from 27 ft,,26,32
105,1,1:01.0,,Defensive rebound by A. Iguodala,26,32
106,1,0:51.0,,J. Jerebko misses 3-pt jump shot from 26 ft,26,32
107,1,0:48.0,Defensive rebound by Team,,26,32
108,1,0:40.0,Shooting foul by Q. Cook (drawn by Y. Ferrell),,26,32
109,1,0:40.0,Y. Ferrell makes free throw 1 of 2,,27,32
110,1,0:40.0,Y. Ferrell makes free throw 2 of 2,,28,32
111,1,0:32.0,,Q. Cook makes 3-pt jump shot from 28 ft,28,35
112,1,0:22.0,M. Bagley misses 2-pt layup from 2 ft (block by K. Durant),,28,35
113,1,0:21.0,Offensive rebound by H. Giles,,28,35
114,1,0:20.0,Shooting foul by J. Jerebko (drawn by H. Giles),,28,35
115,1,0:20.0,H. Giles makes free throw 1 of 2,,29,35
116,1,0:20.0,H. Giles makes free throw 2 of 2,,30,35
117,1,0:07.0,,K. Durant misses 3-pt jump shot from 28 ft,30,35
118,1,0:05.0,Defensive rebound by Y. Ferrell,,30,35
119,1,0:01.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,30,35
120,1,0:00.0,Offensive rebound by Team,,30,35
121,2,11:50.0,M. Bagley makes 2-pt hook shot from 8 ft (assist by B. Bogdanović),,32,35
122,2,11:33.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by D. Green),32,37
123,2,11:20.0,C. Brewer misses 2-pt jump shot from 10 ft (block by A. Iguodala),,32,37
124,2,11:17.0,Offensive rebound by H. Giles,,32,37
125,2,11:13.0,M. Bagley makes 2-pt dunk from 1 ft (assist by H. Giles),,34,37
126,2,11:10.0,,Personal foul by H. Giles (drawn by D. Cousins),34,37
127,2,11:00.0,,D. Cousins misses 2-pt layup from 6 ft,34,37
128,2,10:59.0,Defensive rebound by H. Giles,,34,37
129,2,10:50.0,C. Brewer makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,37,37
130,2,10:30.0,,Turnover by Q. Cook (bad pass),37,37
131,2,10:21.0,M. Bagley makes 2-pt jump shot from 10 ft (assist by Y. Ferrell),,39,37
132,2,10:06.0,,D. Cousins makes 2-pt dunk from 2 ft (assist by K. Thompson),39,39
133,2,9:42.0,M. Bagley makes 2-pt layup from 2 ft,,41,39
134,2,9:42.0,Shooting foul by A. Iguodala (drawn by M. Bagley),,41,39
135,2,9:42.0,M. Bagley makes free throw 1 of 1,,42,39
136,2,9:25.0,,K. Thompson misses 3-pt jump shot from 26 ft,42,39
137,2,9:23.0,Defensive rebound by H. Giles,,42,39
138,2,9:18.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Giles),,45,39
139,2,9:18.0,,A. McKinnie enters the game for A. Iguodala,45,39
140,2,9:01.0,,Def 3 sec tech foul by Team,45,39
141,2,9:01.0,,K. Thompson makes technical free throw,45,40
142,2,8:58.0,,Personal foul by C. Brewer (drawn by K. Thompson),45,40
143,2,8:47.0,,K. Thompson misses 3-pt jump shot from 26 ft,45,40
144,2,8:45.0,Defensive rebound by M. Bagley,,45,40
145,2,8:26.0,Y. Ferrell misses 2-pt jump shot from 12 ft,,45,40
146,2,8:25.0,Offensive rebound by M. Bagley,,45,40
147,2,8:25.0,M. Bagley misses 2-pt layup at rim,,45,40
148,2,8:24.0,Offensive rebound by M. Bagley,,45,40
149,2,8:24.0,M. Bagley misses 2-pt layup at rim,,45,40
150,2,8:23.0,,Defensive rebound by D. Cousins,45,40
151,2,8:13.0,,Q. Cook misses 2-pt jump shot from 2 ft,45,40
152,2,8:12.0,Defensive rebound by H. Giles,,45,40
153,2,8:07.0,Y. Ferrell makes 2-pt jump shot from 12 ft,,47,40
154,2,7:50.0,,D. Cousins misses 2-pt jump shot from 6 ft (block by H. Giles),47,40
155,2,7:49.0,Defensive rebound by Y. Ferrell,,47,40
156,2,7:39.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,47,40
157,2,7:39.0,,Defensive rebound by Q. Cook,47,40
158,2,7:39.0,W. Cauley-Stein enters the game for C. Brewer,,47,40
159,2,7:39.0,B. Hield enters the game for H. Giles,,47,40
160,2,7:39.0,,S. Curry enters the game for Q. Cook,47,40
161,2,7:35.0,,Turnover by S. Curry (bad pass; steal by W. Cauley-Stein),47,40
162,2,7:24.0,B. Hield makes 2-pt jump shot from 17 ft,,49,40
163,2,7:14.0,,D. Green makes 3-pt jump shot from 28 ft (assist by D. Cousins),49,43
164,2,7:04.0,Shooting foul by D. Green (drawn by W. Cauley-Stein),,49,43
165,2,7:04.0,W. Cauley-Stein makes free throw 1 of 2,,50,43
166,2,7:04.0,,K. Looney enters the game for D. Cousins,50,43
167,2,7:04.0,W. Cauley-Stein misses free throw 2 of 2,,50,43
168,2,7:03.0,,Defensive rebound by K. Looney,50,43
169,2,6:49.0,,K. Thompson misses 2-pt jump shot from 13 ft,50,43
170,2,6:48.0,Defensive rebound by B. Bogdanović,,50,43
171,2,6:33.0,B. Hield misses 3-pt jump shot from 26 ft,,50,43
172,2,6:31.0,Offensive rebound by Y. Ferrell,,50,43
173,2,6:28.0,Y. Ferrell misses 3-pt jump shot from 23 ft,,50,43
174,2,6:26.0,Offensive rebound by M. Bagley,,50,43
175,2,6:26.0,Personal foul by K. Thompson (drawn by M. Bagley),,50,43
176,2,6:26.0,,Golden State full timeout,50,43
177,2,6:26.0,D. Fox enters the game for Y. Ferrell,,50,43
178,2,6:26.0,,K. Durant enters the game for D. Green,50,43
179,2,6:26.0,,A. Iguodala enters the game for K. Thompson,50,43
180,2,6:15.0,M. Bagley misses 2-pt jump shot from 11 ft (block by K. Durant),,50,43
181,2,6:14.0,,Defensive rebound by K. Looney,50,43
182,2,6:11.0,,Turnover by K. Durant (bad pass; steal by W. Cauley-Stein),50,43
183,2,6:05.0,M. Bagley makes 2-pt layup from 3 ft,,52,43
184,2,6:05.0,Shooting foul by K. Looney (drawn by M. Bagley),,52,43
185,2,6:05.0,M. Bagley makes free throw 1 of 1,,53,43
186,2,5:51.0,,Turnover by K. Durant (bad pass; steal by D. Fox),53,43
187,2,5:46.0,Turnover by B. Hield (step out of bounds),,53,43
188,2,5:37.0,,Personal foul by D. Fox (drawn by K. Durant),53,43
189,2,5:37.0,H. Barnes enters the game for B. Bogdanović,,53,43
190,2,5:28.0,,Turnover by K. Looney (bad pass; steal by D. Fox),53,43
191,2,5:26.0,B. Hield misses 2-pt layup from 3 ft (block by K. Durant),,53,43
192,2,5:25.0,Offensive rebound by Team,,53,43
193,2,5:22.0,Personal foul by A. McKinnie (drawn by W. Cauley-Stein),,53,43
194,2,5:22.0,W. Cauley-Stein misses free throw 1 of 2,,53,43
195,2,5:22.0,Offensive rebound by Team,,53,43
196,2,5:22.0,W. Cauley-Stein makes free throw 2 of 2,,54,43
197,2,5:03.0,,Turnover by K. Durant (bad pass),54,43
198,2,4:43.0,M. Bagley misses 3-pt jump shot from 23 ft,,54,43
199,2,4:41.0,Offensive rebound by W. Cauley-Stein,,54,43
200,2,4:40.0,Turnover by W. Cauley-Stein (bad pass),,54,43
201,2,4:30.0,,S. Curry makes 3-pt jump shot from 27 ft,54,46
202,2,4:21.0,M. Bagley misses 2-pt jump shot from 9 ft (block by K. Durant),,54,46
203,2,4:19.0,,Defensive rebound by K. Durant,54,46
204,2,4:13.0,,Personal foul by D. Fox (drawn by S. Curry),54,46
205,2,4:13.0,Y. Ferrell enters the game for D. Fox,,54,46
206,2,4:13.0,,D. Green enters the game for K. Looney,54,46
207,2,4:13.0,,K. Thompson enters the game for A. McKinnie,54,46
208,2,4:05.0,,A. Iguodala makes 2-pt dunk from 3 ft (assist by S. Curry),54,48
209,2,3:57.0,Sacramento full timeout,,54,48
210,2,3:57.0,B. Bogdanović enters the game for M. Bagley,,54,48
211,2,3:45.0,H. Barnes misses 2-pt jump shot from 7 ft,,54,48
212,2,3:44.0,,Defensive rebound by K. Thompson,54,48
213,2,3:39.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Thompson),54,51
214,2,3:21.0,B. Hield misses 2-pt jump shot from 12 ft,,54,51
215,2,3:20.0,,Defensive rebound by A. Iguodala,54,51
216,2,3:13.0,,K. Durant makes 2-pt dunk from 2 ft (assist by A. Iguodala),54,53
217,2,2:51.0,H. Barnes misses 3-pt jump shot from 27 ft,,54,53
218,2,2:49.0,Offensive rebound by B. Hield,,54,53
219,2,2:39.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,54,53
220,2,2:38.0,,Defensive rebound by S. Curry,54,53
221,2,2:34.0,,S. Curry misses 3-pt jump shot from 28 ft,54,53
222,2,2:32.0,Defensive rebound by W. Cauley-Stein,,54,53
223,2,2:25.0,H. Barnes makes 2-pt dunk from 1 ft (assist by Y. Ferrell),,56,53
224,2,2:01.0,,D. Green misses 2-pt jump shot from 20 ft,56,53
225,2,2:00.0,Defensive rebound by H. Barnes,,56,53
226,2,1:52.0,Y. Ferrell misses 2-pt jump shot from 7 ft,,56,53
227,2,1:51.0,Offensive rebound by W. Cauley-Stein,,56,53
228,2,1:47.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,56,53
229,2,1:45.0,,Defensive rebound by K. Thompson,56,53
230,2,1:35.0,,K. Durant misses 2-pt jump shot from 8 ft,56,53
231,2,1:34.0,Defensive rebound by B. Hield,,56,53
232,2,1:23.0,Shooting foul by K. Durant (drawn by B. Bogdanović),,56,53
233,2,1:23.0,B. Bogdanović makes free throw 1 of 3,,57,53
234,2,1:23.0,B. Bogdanović makes free throw 2 of 3,,58,53
235,2,1:23.0,B. Bogdanović makes free throw 3 of 3,,59,53
236,2,1:14.0,,Shooting foul by B. Bogdanović (drawn by K. Durant),59,53
237,2,1:14.0,,K. Durant makes free throw 1 of 2,59,54
238,2,1:14.0,,K. Durant makes free throw 2 of 2,59,55
239,2,1:05.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,61,55
240,2,0:47.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),61,58
241,2,0:37.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,61,58
242,2,0:35.0,,Defensive rebound by K. Durant,61,58
243,2,0:30.0,,Turnover by S. Curry (out of bounds lost ball),61,58
244,2,0:30.0,M. Bagley enters the game for W. Cauley-Stein,,61,58
245,2,0:15.0,Shooting foul by K. Durant (drawn by M. Bagley),,61,58
246,2,0:15.0,M. Bagley makes free throw 1 of 2,,62,58
247,2,0:15.0,C. Brewer enters the game for B. Bogdanović,,62,58
248,2,0:15.0,A. Burks enters the game for B. Hield,,62,58
249,2,0:15.0,M. Bagley misses free throw 2 of 2,,62,58
250,2,0:14.0,,Defensive rebound by D. Green,62,58
251,2,0:05.0,,A. Iguodala makes 2-pt dunk from 3 ft (assist by D. Green),62,60
252,2,0:01.0,C. Brewer misses 3-pt jump shot from 37 ft,,62,60
253,2,0:00.0,Offensive rebound by Team,,62,60
254,3,11:44.0,B. Bogdanović makes 2-pt layup from 2 ft,,64,60
255,3,11:20.0,,D. Green misses 3-pt jump shot from 27 ft,64,60
256,3,11:18.0,Defensive rebound by H. Barnes,,64,60
257,3,11:11.0,B. Hield makes 2-pt jump shot from 11 ft,,66,60
258,3,11:10.0,,Golden State full timeout,66,60
259,3,11:08.0,,Turnover by S. Curry (bad pass; steal by B. Bogdanović),66,60
260,3,10:56.0,D. Fox makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,68,60
261,3,10:39.0,,Personal foul by W. Cauley-Stein (drawn by D. Cousins),68,60
262,3,10:37.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Durant),68,63
263,3,10:14.0,H. Barnes makes 2-pt layup from 2 ft (assist by B. Hield),,70,63
264,3,10:02.0,,K. Durant misses 2-pt layup from 8 ft (block by B. Hield),70,63
265,3,10:02.0,,Offensive rebound by Team,70,63
266,3,10:00.0,,K. Durant misses 2-pt layup from 3 ft,70,63
267,3,9:59.0,Defensive rebound by H. Barnes,,70,63
268,3,9:53.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Hield),,72,63
269,3,9:43.0,,S. Curry makes 2-pt jump shot from 17 ft,72,65
270,3,9:37.0,Personal foul by D. Cousins (drawn by W. Cauley-Stein),,72,65
271,3,9:29.0,B. Bogdanović makes 2-pt layup from 4 ft,,74,65
272,3,9:04.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Cousins),74,68
273,3,8:50.0,B. Hield misses 3-pt jump shot from 26 ft,,74,68
274,3,8:48.0,,Defensive rebound by D. Cousins,74,68
275,3,8:38.0,,D. Cousins makes 3-pt jump shot from 28 ft (assist by S. Curry),74,71
276,3,8:19.0,B. Hield misses 2-pt jump shot from 13 ft,,74,71
277,3,8:18.0,,Defensive rebound by K. Durant,74,71
278,3,8:14.0,,Personal foul by W. Cauley-Stein (drawn by S. Curry),74,71
279,3,8:10.0,,S. Curry misses 3-pt jump shot from 23 ft,74,71
280,3,8:08.0,Defensive rebound by B. Bogdanović,,74,71
281,3,8:04.0,D. Fox misses 2-pt layup from 4 ft,,74,71
282,3,8:03.0,,Defensive rebound by S. Curry,74,71
283,3,7:57.0,,Shooting foul by W. Cauley-Stein (drawn by K. Durant),74,71
284,3,7:57.0,,K. Durant makes free throw 1 of 2,74,72
285,3,7:57.0,,K. Durant makes free throw 2 of 2,74,73
286,3,7:45.0,H. Barnes misses 3-pt jump shot from 26 ft,,74,73
287,3,7:43.0,,Defensive rebound by D. Cousins,74,73
288,3,7:37.0,,K. Durant misses 3-pt jump shot from 27 ft,74,73
289,3,7:32.0,Defensive rebound by B. Bogdanović,,74,73
290,3,7:32.0,Personal foul by K. Durant (drawn by B. Bogdanović),,74,73
291,3,7:27.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,74,73
292,3,7:25.0,,Defensive rebound by D. Cousins,74,73
293,3,7:19.0,,Turnover by K. Thompson (bad pass; steal by D. Fox),74,73
294,3,7:13.0,Flagrant foul type 1 by D. Cousins (drawn by H. Barnes),,74,73
295,3,7:13.0,M. Bagley enters the game for B. Bogdanović,,74,73
296,3,7:13.0,H. Barnes makes flagrant free throw 1 of 2,,75,73
297,3,7:13.0,H. Barnes makes flagrant free throw 2 of 2,,76,73
298,3,6:58.0,W. Cauley-Stein misses 2-pt jump shot from 8 ft (block by D. Cousins),,76,73
299,3,6:57.0,,Defensive rebound by K. Thompson,76,73
300,3,6:49.0,,K. Thompson misses 3-pt jump shot from 26 ft,76,73
301,3,6:47.0,,Offensive rebound by K. Durant,76,73
302,3,6:45.0,,S. Curry misses 3-pt jump shot from 26 ft,76,73
303,3,6:43.0,Defensive rebound by M. Bagley,,76,73
304,3,6:35.0,M. Bagley misses 2-pt layup from 3 ft,,76,73
305,3,6:34.0,,Defensive rebound by K. Durant,76,73
306,3,6:34.0,,Personal foul by H. Barnes (drawn by K. Durant),76,73
307,3,6:34.0,H. Giles enters the game for W. Cauley-Stein,,76,73
308,3,6:22.0,,K. Durant makes 2-pt dunk at rim (assist by D. Green),76,75
309,3,6:06.0,H. Giles makes 2-pt layup from 4 ft,,78,75
310,3,5:43.0,,Shooting foul by H. Giles (drawn by D. Cousins),78,75
311,3,5:43.0,,D. Cousins makes free throw 1 of 2,78,76
312,3,5:43.0,,A. Iguodala enters the game for D. Green,78,76
313,3,5:43.0,,D. Cousins makes free throw 2 of 2,78,77
314,3,5:36.0,D. Fox makes 2-pt jump shot from 19 ft,,80,77
315,3,5:21.0,,D. Cousins misses 3-pt jump shot from 26 ft,80,77
316,3,5:19.0,Defensive rebound by M. Bagley,,80,77
317,3,5:09.0,H. Barnes misses 3-pt jump shot from 28 ft,,80,77
318,3,5:07.0,,Defensive rebound by Team,80,77
319,3,5:07.0,,K. Looney enters the game for D. Cousins,80,77
320,3,4:41.0,,A. Iguodala misses 3-pt jump shot from 26 ft,80,77
321,3,4:39.0,Defensive rebound by H. Giles,,80,77
322,3,4:34.0,D. Fox makes 2-pt layup from 3 ft,,82,77
323,3,4:34.0,Shooting foul by A. Iguodala (drawn by D. Fox),,82,77
324,3,4:34.0,D. Fox makes free throw 1 of 1,,83,77
325,3,4:21.0,,K. Looney makes 2-pt dunk at rim (assist by S. Curry),83,79
326,3,4:11.0,D. Fox makes 3-pt jump shot from 26 ft,,86,79
327,3,3:59.0,,S. Curry misses 2-pt layup from 5 ft,86,79
328,3,3:58.0,,Offensive rebound by K. Looney,86,79
329,3,3:58.0,,K. Looney misses 2-pt layup from 1 ft,86,79
330,3,3:56.0,Defensive rebound by H. Giles,,86,79
331,3,3:51.0,D. Fox misses 3-pt jump shot from 23 ft,,86,79
332,3,3:50.0,Offensive rebound by M. Bagley,,86,79
333,3,3:47.0,Turnover by M. Bagley (out of bounds lost ball),,86,79
334,3,3:29.0,,K. Thompson misses 3-pt jump shot from 26 ft,86,79
335,3,3:27.0,Defensive rebound by M. Bagley,,86,79
336,3,3:15.0,Shooting foul by K. Looney (drawn by M. Bagley),,86,79
337,3,3:15.0,M. Bagley misses free throw 1 of 2,,86,79
338,3,3:15.0,Offensive rebound by Team,,86,79
339,3,3:15.0,,J. Jerebko enters the game for K. Thompson,86,79
340,3,3:15.0,M. Bagley makes free throw 2 of 2,,87,79
341,3,2:56.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Durant),87,82
342,3,2:49.0,B. Hield misses 3-pt jump shot from 27 ft,,87,82
343,3,2:47.0,,Defensive rebound by K. Durant,87,82
344,3,2:42.0,,A. Iguodala makes 2-pt dunk from 1 ft (assist by S. Curry),87,84
345,3,2:42.0,Sacramento full timeout,,87,84
346,3,2:25.0,M. Bagley makes 2-pt jump shot from 5 ft (assist by H. Barnes),,89,84
347,3,2:04.0,,J. Jerebko misses 3-pt jump shot from 25 ft,89,84
348,3,2:00.0,Defensive rebound by H. Barnes,,89,84
349,3,1:55.0,Shooting foul by K. Looney (drawn by M. Bagley),,89,84
350,3,1:55.0,M. Bagley makes free throw 1 of 2,,90,84
351,3,1:55.0,B. Bogdanović enters the game for D. Fox,,90,84
352,3,1:55.0,Y. Ferrell enters the game for B. Hield,,90,84
353,3,1:55.0,,Q. Cook enters the game for S. Curry,90,84
354,3,1:55.0,M. Bagley makes free throw 2 of 2,,91,84
355,3,1:44.0,,K. Durant misses 2-pt jump shot from 21 ft,91,84
356,3,1:42.0,,Offensive rebound by Q. Cook,91,84
357,3,1:29.0,,Q. Cook misses 3-pt jump shot from 27 ft,91,84
358,3,1:24.0,,Offensive rebound by Team,91,84
359,3,1:21.0,,K. Durant misses 3-pt jump shot from 27 ft,91,84
360,3,1:19.0,Defensive rebound by M. Bagley,,91,84
361,3,1:16.0,Turnover by H. Giles (bad pass; steal by K. Durant),,91,84
362,3,0:56.0,,K. Durant misses 2-pt jump shot from 15 ft,91,84
363,3,0:54.0,Defensive rebound by Team,,91,84
364,3,0:38.0,M. Bagley misses 2-pt jump shot from 10 ft (block by A. Iguodala),,91,84
365,3,0:36.0,,Defensive rebound by Q. Cook,91,84
366,3,0:29.0,,K. Durant makes 2-pt dunk from 2 ft (assist by Q. Cook),91,86
367,3,0:07.0,H. Giles misses 2-pt layup from 5 ft (block by J. Jerebko),,91,86
368,3,0:05.0,,Defensive rebound by K. Looney,91,86
369,3,0:01.0,,K. Durant makes 3-pt jump shot from 29 ft (assist by K. Looney),91,89
370,4,11:47.0,,K. Thompson misses 2-pt jump shot from 21 ft,91,89
371,4,11:45.0,,Offensive rebound by Team,91,89
372,4,11:45.0,Loose ball foul by H. Giles (drawn by D. Cousins),,91,89
373,4,11:36.0,,Shooting foul by C. Brewer (drawn by D. Cousins),91,89
374,4,11:36.0,,D. Cousins makes free throw 1 of 2,91,90
375,4,11:36.0,,D. Cousins makes free throw 2 of 2,91,91
376,4,11:18.0,H. Giles misses 2-pt jump shot from 17 ft,,91,91
377,4,11:16.0,,Defensive rebound by D. Cousins,91,91
