,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
0,1,11:46.0,Turnover by R. Westbrook (bad pass; steal by T. Hardaway),,0,0
1,1,11:30.0,,K. Knox misses 2-pt jump shot from 8 ft,0,0
2,1,11:28.0,Defensive rebound by P. George,,0,0
3,1,11:19.0,P. George makes 2-pt layup from 2 ft,,2,0
4,1,11:19.0,Shooting foul by K. Knox (drawn by P. George),,2,0
5,1,11:19.0,P. George makes free throw 1 of 1,,3,0
6,1,11:05.0,,N. Vonleh misses 2-pt hook shot from 8 ft,3,0
7,1,11:03.0,Defensive rebound by S. Adams,,3,0
8,1,10:57.0,Turnover by R. Westbrook (bad pass; steal by L. Kornet),,3,0
9,1,10:44.0,,T. Hardaway misses 3-pt jump shot from 30 ft,3,0
10,1,10:42.0,Defensive rebound by R. Westbrook,,3,0
11,1,10:31.0,R. Westbrook misses 2-pt jump shot from 12 ft,,3,0
12,1,10:29.0,,Defensive rebound by L. Kornet,3,0
13,1,10:21.0,,E. Mudiay makes 2-pt layup from 1 ft,3,2
14,1,10:10.0,P. George makes 2-pt jump shot from 16 ft,,5,2
15,1,9:50.0,,E. Mudiay makes 2-pt layup from 1 ft,5,4
16,1,9:36.0,J. Grant makes 2-pt jump shot from 18 ft (assist by T. Ferguson),,7,4
17,1,9:16.0,,N. Vonleh misses 2-pt layup from 2 ft,7,4
18,1,9:14.0,Defensive rebound by T. Ferguson,,7,4
19,1,9:09.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,10,4
20,1,8:59.0,,Personal foul by T. Ferguson (drawn by E. Mudiay),10,4
21,1,8:45.0,,L. Kornet makes 2-pt jump shot from 10 ft,10,6
22,1,8:28.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,13,6
23,1,8:13.0,,E. Mudiay misses 2-pt layup from 1 ft,13,6
24,1,8:11.0,Defensive rebound by S. Adams,,13,6
25,1,8:08.0,P. George misses 3-pt jump shot from 25 ft,,13,6
26,1,8:06.0,,Defensive rebound by K. Knox,13,6
27,1,8:01.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by K. Knox),13,8
28,1,7:50.0,Shooting foul by T. Hardaway (drawn by J. Grant),,13,8
29,1,7:50.0,J. Grant makes free throw 1 of 2,,14,8
30,1,7:50.0,J. Grant misses free throw 2 of 2,,14,8
31,1,7:48.0,,Defensive rebound by E. Mudiay,14,8
32,1,7:35.0,,T. Hardaway misses 3-pt jump shot from 28 ft,14,8
33,1,7:33.0,Defensive rebound by R. Westbrook,,14,8
34,1,7:27.0,R. Westbrook misses 2-pt jump shot from 16 ft,,14,8
35,1,7:25.0,,Defensive rebound by K. Knox,14,8
36,1,7:18.0,,L. Kornet misses 3-pt jump shot from 29 ft,14,8
37,1,7:16.0,Defensive rebound by S. Adams,,14,8
38,1,7:04.0,J. Grant misses 2-pt layup from 4 ft (block by K. Knox),,14,8
39,1,7:00.0,,Defensive rebound by Team,14,8
40,1,6:56.0,,Personal foul by P. George (drawn by T. Hardaway),14,8
41,1,6:56.0,,New York full timeout,14,8
42,1,6:43.0,,L. Kornet misses 2-pt jump shot from 11 ft,14,8
43,1,6:41.0,Defensive rebound by R. Westbrook,,14,8
44,1,6:28.0,Turnover by J. Grant (out of bounds lost ball),,14,8
45,1,6:14.0,,Personal foul by R. Westbrook (drawn by N. Vonleh),14,8
46,1,6:03.0,,E. Mudiay misses 3-pt jump shot from 27 ft,14,8
47,1,6:01.0,Defensive rebound by P. George,,14,8
48,1,5:53.0,Offensive foul by S. Adams (drawn by L. Kornet),,14,8
49,1,5:53.0,Turnover by S. Adams (offensive foul),,14,8
50,1,5:42.0,,Personal foul by T. Ferguson (drawn by K. Knox),14,8
51,1,5:35.0,,L. Kornet misses 2-pt jump shot from 12 ft,14,8
52,1,5:33.0,Defensive rebound by J. Grant,,14,8
53,1,5:24.0,P. George makes 2-pt layup from 8 ft,,16,8
54,1,5:15.0,,New York full timeout,16,8
55,1,5:15.0,D. Schröder enters the game for T. Ferguson,,16,8
56,1,5:15.0,,D. Dotson enters the game for L. Kornet,16,8
57,1,5:06.0,,K. Knox misses 3-pt jump shot from 26 ft,16,8
58,1,5:04.0,Defensive rebound by D. Schröder,,16,8
59,1,4:54.0,D. Schröder makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,19,8
60,1,4:38.0,,T. Hardaway misses 3-pt jump shot from 26 ft,19,8
61,1,4:36.0,Defensive rebound by J. Grant,,19,8
62,1,4:30.0,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),,21,8
63,1,4:20.0,,Shooting foul by D. Schröder (drawn by E. Mudiay),21,8
64,1,4:20.0,,E. Mudiay makes free throw 1 of 2,21,9
65,1,4:20.0,,A. Trier enters the game for T. Hardaway,21,9
66,1,4:20.0,,E. Mudiay makes free throw 2 of 2,21,10
67,1,4:09.0,D. Schröder makes 3-pt jump shot from 23 ft (assist by P. George),,24,10
68,1,3:52.0,,E. Mudiay misses 2-pt layup from 2 ft,24,10
69,1,3:50.0,Defensive rebound by P. George,,24,10
70,1,3:43.0,P. George misses 2-pt layup from 1 ft,,24,10
71,1,3:41.0,Offensive rebound by S. Adams,,24,10
72,1,3:41.0,S. Adams makes 2-pt layup at rim,,26,10
73,1,3:35.0,,New York full timeout,26,10
74,1,3:35.0,N. Noel enters the game for S. Adams,,26,10
75,1,3:35.0,,M. Hezonja enters the game for K. Knox,26,10
76,1,3:35.0,,M. Robinson enters the game for N. Vonleh,26,10
77,1,3:28.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by A. Trier),26,12
78,1,3:07.0,J. Grant makes 2-pt jump shot from 5 ft,,28,12
79,1,3:07.0,Shooting foul by M. Robinson (drawn by J. Grant),,28,12
80,1,3:07.0,J. Grant makes free throw 1 of 1,,29,12
81,1,2:54.0,,M. Hezonja misses 2-pt layup from 2 ft,29,12
82,1,2:53.0,,Offensive rebound by M. Hezonja,29,12
83,1,2:52.0,,M. Hezonja misses 2-pt layup from 1 ft,29,12
84,1,2:50.0,Defensive rebound by N. Noel,,29,12
85,1,2:45.0,P. George makes 3-pt jump shot from 26 ft,,32,12
86,1,2:28.0,,Turnover by M. Hezonja (bad pass; steal by N. Noel),32,12
87,1,2:28.0,Personal take foul by M. Hezonja (drawn by R. Westbrook),,32,12
88,1,2:28.0,,F. Ntilikina enters the game for E. Mudiay,32,12
89,1,2:15.0,N. Noel makes 2-pt layup from 1 ft (assist by P. George),,34,12
90,1,1:54.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by D. Dotson),34,14
91,1,1:54.0,A. Nader enters the game for R. Westbrook,,34,14
92,1,1:32.0,P. George misses 3-pt jump shot from 27 ft,,34,14
93,1,1:31.0,,Defensive rebound by Team,34,14
94,1,1:12.0,,F. Ntilikina misses 2-pt jump shot from 10 ft (block by J. Grant),34,14
95,1,1:10.0,,Offensive rebound by A. Trier,34,14
96,1,1:04.0,,A. Trier misses 2-pt jump shot from 19 ft,34,14
97,1,1:03.0,Defensive rebound by N. Noel,,34,14
98,1,0:56.0,P. George misses 3-pt jump shot from 25 ft,,34,14
99,1,0:54.0,,Defensive rebound by M. Robinson,34,14
100,1,0:49.0,,M. Hezonja misses 2-pt layup from 3 ft (block by J. Grant),34,14
101,1,0:47.0,,Offensive rebound by A. Trier,34,14
102,1,0:46.0,,A. Trier makes 2-pt dunk from 1 ft,34,16
103,1,0:39.0,D. Schröder misses 2-pt layup from 2 ft,,34,16
104,1,0:37.0,,Defensive rebound by M. Robinson,34,16
105,1,0:37.0,P. Patterson enters the game for J. Grant,,34,16
106,1,0:23.0,,Offensive foul by M. Hezonja (drawn by P. Patterson),34,16
107,1,0:23.0,,Turnover by M. Hezonja (offensive foul),34,16
108,1,0:00.0,P. George misses 3-pt jump shot from 24 ft,,34,16
109,1,0:00.0,Offensive rebound by Team,,34,16
110,2,11:47.0,,F. Ntilikina makes 3-pt jump shot from 27 ft,34,19
111,2,11:23.0,A. Nader misses 2-pt layup from 2 ft,,34,19
