,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BROOKLYN_ACTION,CHICAGO_SCORE,BROOKLYN_SCORE
0,1,11:44.0,K. Dunn makes 2-pt hook shot from 8 ft,,2,0
1,1,11:21.0,,J. Harris misses 2-pt jump shot from 11 ft,2,0
2,1,11:18.0,Defensive rebound by O. Porter,,2,0
3,1,11:11.0,L. Markkanen misses 3-pt jump shot from 27 ft,,2,0
4,1,11:08.0,,Defensive rebound by J. Allen,2,0
5,1,10:58.0,,Shooting foul by R. Lopez (drawn by J. Allen),2,0
6,1,10:58.0,,J. Allen makes free throw 1 of 2,2,1
7,1,10:58.0,,J. Allen makes free throw 2 of 2,2,2
8,1,10:40.0,R. Lopez misses 2-pt hook shot from 1 ft,,2,2
9,1,10:36.0,Offensive rebound by R. Lopez,,2,2
10,1,10:36.0,R. Lopez makes 2-pt layup from 1 ft,,4,2
11,1,10:29.0,,D. Russell misses 2-pt jump shot from 7 ft,4,2
12,1,10:27.0,,Offensive rebound by Team,4,2
13,1,10:17.0,,J. Allen misses 2-pt jump shot from 11 ft,4,2
14,1,10:14.0,Defensive rebound by L. Markkanen,,4,2
15,1,10:09.0,Offensive foul by O. Porter (drawn by T. Graham),,4,2
16,1,10:09.0,Turnover by O. Porter (offensive foul),,4,2
17,1,9:48.0,,J. Allen makes 2-pt layup from 1 ft (assist by J. Harris),4,4
18,1,9:38.0,Turnover by K. Dunn (bad pass),,4,4
19,1,9:29.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Russell),4,7
20,1,9:08.0,R. Lopez makes 2-pt layup from 1 ft (assist by K. Dunn),,6,7
21,1,9:01.0,,Shooting foul by R. Lopez (drawn by D. Russell),6,7
22,1,9:01.0,,D. Russell makes free throw 1 of 2,6,8
23,1,9:01.0,,D. Russell makes free throw 2 of 2,6,9
24,1,8:38.0,L. Markkanen misses 2-pt layup from 1 ft,,6,9
25,1,8:35.0,,Defensive rebound by J. Allen,6,9
26,1,8:32.0,,J. Harris misses 3-pt jump shot from 25 ft,6,9
27,1,8:29.0,Defensive rebound by L. Markkanen,,6,9
28,1,8:24.0,Shooting foul by D. Russell (drawn by L. Markkanen),,6,9
29,1,8:24.0,L. Markkanen makes free throw 1 of 2,,7,9
30,1,8:24.0,L. Markkanen makes free throw 2 of 2,,8,9
31,1,8:15.0,,D. Russell misses 3-pt jump shot from 26 ft,8,9
32,1,8:11.0,Defensive rebound by L. Markkanen,,8,9
33,1,8:05.0,K. Dunn misses 2-pt jump shot from 8 ft,,8,9
34,1,8:04.0,Offensive rebound by Z. LaVine,,8,9
35,1,8:02.0,Z. LaVine makes 2-pt layup from 2 ft,,10,9
36,1,7:52.0,,J. Harris makes 2-pt layup from 1 ft,10,11
37,1,7:38.0,L. Markkanen makes 2-pt jump shot from 13 ft,,12,11
38,1,7:23.0,,Turnover by J. Harris (bad pass; steal by R. Lopez),12,11
39,1,7:16.0,Z. LaVine makes 2-pt jump shot from 10 ft,,14,11
40,1,7:16.0,Shooting foul by J. Allen (drawn by Z. LaVine),,14,11
41,1,7:16.0,Z. LaVine makes free throw 1 of 1,,15,11
42,1,7:04.0,,D. Russell makes 2-pt jump shot from 8 ft,15,13
43,1,6:52.0,K. Dunn makes 2-pt jump shot from 13 ft,,17,13
44,1,6:51.0,,Brooklyn full timeout,17,13
45,1,6:32.0,,J. Harris makes 2-pt jump shot from 14 ft,17,15
46,1,6:22.0,K. Dunn misses 3-pt jump shot from 25 ft,,17,15
47,1,6:20.0,,Defensive rebound by J. Allen,17,15
48,1,6:13.0,,Turnover by D. Russell (lost ball; steal by Z. LaVine),17,15
49,1,6:09.0,Z. LaVine makes 2-pt dunk from 1 ft,,19,15
50,1,5:58.0,,D. Russell misses 2-pt jump shot from 16 ft,19,15
51,1,5:58.0,Defensive rebound by L. Markkanen,,19,15
52,1,5:49.0,L. Markkanen misses 2-pt layup from 7 ft,,19,15
53,1,5:49.0,Offensive rebound by R. Lopez,,19,15
54,1,5:49.0,R. Lopez misses 2-pt layup at rim,,19,15
