,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MILWAUKEE_ACTION,PHOENIX_SCORE,MILWAUKEE_SCORE
376,4,8:27.0,,M. Brogdon makes free throw 2 of 2,101,99
377,4,8:12.0,D. Ayton makes 2-pt layup from 2 ft (assist by J. Crawford),,103,99
378,4,7:55.0,,S. Brown misses 3-pt jump shot from 27 ft,103,99
379,4,7:55.0,Defensive rebound by D. Booker,,103,99
380,4,7:37.0,J. Crawford makes 2-pt jump shot from 7 ft,,105,99
381,4,7:24.0,,Shooting foul by D. Ayton (drawn by E. Bledsoe),105,99
382,4,7:24.0,,E. Bledsoe misses free throw 1 of 2,105,99
383,4,7:24.0,,Offensive rebound by Team,105,99
384,4,7:24.0,,K. Middleton enters the game for S. Brown,105,99
385,4,7:24.0,,E. Bledsoe makes free throw 2 of 2,105,100
386,4,7:07.0,Personal foul by B. Lopez (drawn by D. Ayton),,105,100
387,4,6:59.0,M. Bridges makes 3-pt jump shot from 27 ft (assist by D. Booker),,108,100
388,4,6:38.0,,Turnover by E. Bledsoe (bad pass; steal by D. Booker),108,100
389,4,6:34.0,Turnover by J. Crawford (bad pass; steal by M. Brogdon),,108,100
390,4,6:28.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,108,100
391,4,6:25.0,Defensive rebound by D. Booker,,108,100
392,4,6:09.0,D. Booker misses 2-pt jump shot from 14 ft,,108,100
393,4,6:06.0,,Defensive rebound by E. Bledsoe,108,100
394,4,6:02.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),108,102
395,4,5:41.0,T. Ariza misses 2-pt layup from 2 ft (block by B. Lopez),,108,102
396,4,5:38.0,,Defensive rebound by K. Middleton,108,102
397,4,5:36.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),108,104
398,4,5:36.0,Phoenix full timeout,,108,104
399,4,5:36.0,R. Holmes enters the game for D. Ayton,,108,104
400,4,5:36.0,T. Warren enters the game for J. Crawford,,108,104
401,4,5:18.0,Turnover by T. Ariza (bad pass),,108,104
402,4,5:06.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),108,107
403,4,4:53.0,Personal foul by E. Bledsoe (drawn by D. Booker),,108,107
404,4,4:45.0,D. Booker misses 2-pt layup from 6 ft (block by E. Bledsoe),,108,107
405,4,4:45.0,Offensive rebound by Team,,108,107
406,4,4:40.0,D. Booker misses 2-pt jump shot from 15 ft,,108,107
407,4,4:35.0,,Defensive rebound by K. Middleton,108,107
408,4,4:26.0,,B. Lopez misses 3-pt jump shot from 27 ft,108,107
409,4,4:22.0,,Offensive rebound by M. Brogdon,108,107
410,4,4:21.0,,Turnover by G. Antetokounmpo (lost ball; steal by R. Holmes),108,107
411,4,4:21.0,Personal foul by G. Antetokounmpo (drawn by R. Holmes),,108,107
412,4,4:21.0,,Technical foul by I. Kokoskov,108,107
413,4,4:21.0,D. Ayton enters the game for M. Bridges,,108,107
414,4,4:21.0,J. Crawford enters the game for R. Holmes,,108,107
415,4,4:21.0,,K. Middleton makes technical free throw,108,108
416,4,4:03.0,J. Crawford misses 2-pt jump shot from 11 ft,,108,108
417,4,3:59.0,,Defensive rebound by K. Middleton,108,108
418,4,3:59.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),108,110
419,4,3:59.0,,Shooting foul by D. Booker (drawn by G. Antetokounmpo),108,110
420,4,3:59.0,Technical foul by D. Booker,,108,110
421,4,3:59.0,,K. Middleton makes technical free throw,108,111
422,4,3:59.0,,G. Antetokounmpo misses free throw 1 of 1,108,111
423,4,3:59.0,Defensive rebound by Team,,108,111
424,4,3:57.0,,Loose ball foul by K. Middleton (drawn by T. Ariza),108,111
425,4,3:44.0,T. Warren misses 2-pt jump shot from 15 ft,,108,111
426,4,3:41.0,,Defensive rebound by B. Lopez,108,111
427,4,3:36.0,,Turnover by K. Middleton (bad pass; steal by J. Crawford),108,111
428,4,3:31.0,D. Booker misses 2-pt layup from 1 ft,,108,111
429,4,3:29.0,,Defensive rebound by B. Lopez,108,111
430,4,3:26.0,,M. Brogdon makes 2-pt layup from 1 ft,108,113
431,4,3:26.0,,Shooting foul by D. Ayton (drawn by M. Brogdon),108,113
432,4,3:26.0,Phoenix full timeout,,108,113
433,4,3:26.0,,M. Brogdon makes free throw 1 of 1,108,114
434,4,3:18.0,D. Booker misses 3-pt jump shot from 27 ft,,108,114
435,4,3:14.0,,Defensive rebound by G. Antetokounmpo,108,114
436,4,3:09.0,,Milwaukee full timeout,108,114
437,4,3:00.0,,B. Lopez misses 3-pt jump shot from 26 ft,108,114
438,4,2:58.0,Defensive rebound by T. Ariza,,108,114
439,4,2:41.0,T. Warren misses 3-pt jump shot from 23 ft,,108,114
440,4,2:38.0,,Defensive rebound by M. Brogdon,108,114
441,4,2:14.0,,B. Lopez misses 3-pt jump shot from 23 ft,108,114
442,4,2:12.0,Defensive rebound by T. Ariza,,108,114
443,4,1:52.0,D. Booker misses 2-pt jump shot from 16 ft,,108,114
444,4,1:49.0,,Defensive rebound by G. Antetokounmpo,108,114
445,4,1:28.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,108,114
446,4,1:26.0,Defensive rebound by T. Warren,,108,114
447,4,1:17.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by D. Ayton),,111,114
448,4,0:58.0,,K. Middleton misses 2-pt layup from 1 ft,111,114
449,4,0:56.0,Defensive rebound by T. Ariza,,111,114
450,4,0:53.0,T. Warren makes 2-pt layup from 2 ft (assist by J. Crawford),,113,114
451,4,0:53.0,Shooting foul by B. Lopez (drawn by T. Warren),,113,114
452,4,0:53.0,M. Bridges enters the game for J. Crawford,,113,114
453,4,0:53.0,T. Warren makes free throw 1 of 1,,114,114
454,4,0:53.0,,Milwaukee full timeout,114,114
455,4,0:44.0,,K. Middleton misses 2-pt jump shot from 11 ft (block by T. Warren),114,114
456,4,0:44.0,Defensive rebound by Team,,114,114
457,4,0:29.0,T. Warren misses 2-pt layup from 3 ft (block by B. Lopez),,114,114
458,4,0:26.0,,Defensive rebound by G. Antetokounmpo,114,114
459,4,0:12.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),114,114
460,4,0:12.0,Phoenix full timeout,,114,114
461,4,0:12.0,J. Crawford enters the game for M. Bridges,,114,114
462,4,0:00.0,J. Crawford makes 2-pt jump shot from 17 ft,,116,114
463,4,0:00.0,,Milwaukee full timeout,116,114
