,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
118,2,10:20.0,Shooting foul by M. Bamba (drawn by D. Favors),,16,20
119,2,10:20.0,D. Favors misses free throw 1 of 2,,16,20
120,2,10:20.0,Offensive rebound by Team,,16,20
121,2,10:20.0,K. Korver enters the game for R. O'Neale,,16,20
122,2,10:20.0,,A. Gordon enters the game for J. Martin,16,20
123,2,10:20.0,D. Favors makes free throw 2 of 2,,17,20
124,2,9:55.0,,A. Gordon misses 2-pt jump shot from 14 ft,17,20
125,2,9:52.0,Defensive rebound by J. Ingles,,17,20
126,2,9:39.0,D. Favors makes 2-pt jump shot from 17 ft (assist by J. Ingles),,19,20
127,2,9:16.0,,A. Gordon misses 3-pt jump shot from 24 ft,19,20
128,2,9:12.0,Defensive rebound by D. Exum,,19,20
129,2,9:08.0,D. Exum makes 2-pt layup from 2 ft,,21,20
130,2,8:55.0,,Turnover by A. Gordon (bad pass; steal by T. Sefolosha),21,20
131,2,8:41.0,J. Ingles misses 3-pt jump shot from 25 ft,,21,20
132,2,8:39.0,,Defensive rebound by J. Simmons,21,20
133,2,8:20.0,,D. Augustin makes 2-pt layup from 4 ft,21,22
134,2,8:15.0,Utah full timeout,,21,22
135,2,8:15.0,R. Gobert enters the game for D. Favors,,21,22
136,2,8:15.0,D. Mitchell enters the game for J. Ingles,,21,22
137,2,8:15.0,,E. Fournier enters the game for J. Simmons,21,22
138,2,7:58.0,K. Korver misses 3-pt jump shot from 26 ft,,21,22
139,2,7:55.0,,Defensive rebound by E. Fournier,21,22
140,2,7:43.0,,T. Ross misses 2-pt jump shot from 21 ft,21,22
141,2,7:40.0,Defensive rebound by K. Korver,,21,22
142,2,7:29.0,D. Exum misses 2-pt jump shot from 8 ft,,21,22
143,2,7:27.0,,Defensive rebound by M. Bamba,21,22
144,2,7:13.0,,M. Bamba misses 2-pt jump shot from 18 ft,21,22
145,2,7:09.0,Defensive rebound by R. Gobert,,21,22
146,2,6:59.0,K. Korver misses 2-pt jump shot from 21 ft,,21,22
147,2,6:56.0,,Defensive rebound by E. Fournier,21,22
148,2,6:56.0,R. Rubio enters the game for D. Exum,,21,22
149,2,6:56.0,,J. Grant enters the game for D. Augustin,21,22
150,2,6:41.0,,M. Bamba misses 2-pt jump shot from 21 ft,21,22
151,2,6:37.0,Defensive rebound by T. Sefolosha,,21,22
152,2,6:15.0,D. Mitchell makes 3-pt jump shot from 29 ft,,24,22
153,2,5:49.0,,J. Grant misses 2-pt layup from 2 ft (block by R. Gobert),24,22
154,2,5:46.0,Defensive rebound by R. Gobert,,24,22
155,2,5:39.0,R. Rubio misses 2-pt jump shot from 8 ft,,24,22
156,2,5:34.0,,Defensive rebound by M. Bamba,24,22
157,2,5:33.0,,Turnover by M. Bamba (bad pass; steal by T. Sefolosha),24,22
158,2,5:29.0,D. Mitchell misses 2-pt layup from 4 ft,,24,22
159,2,5:23.0,Offensive rebound by R. Gobert,,24,22
160,2,5:23.0,R. Gobert makes 2-pt layup at rim,,26,22
161,2,5:06.0,,Turnover by M. Bamba (bad pass; steal by T. Sefolosha),26,22
162,2,4:58.0,Turnover by T. Sefolosha (bad pass; steal by T. Ross),,26,22
163,2,4:58.0,,Personal take foul by D. Mitchell (drawn by T. Ross),26,22
164,2,4:58.0,,Orlando full timeout,26,22
165,2,4:58.0,J. Crowder enters the game for K. Korver,,26,22
166,2,4:58.0,J. Ingles enters the game for T. Sefolosha,,26,22
167,2,4:58.0,,J. Isaac enters the game for M. Bamba,26,22
168,2,4:58.0,,N. Vučević enters the game for A. Gordon,26,22
169,2,4:47.0,,T. Ross makes 2-pt jump shot from 21 ft (assist by J. Grant),26,24
170,2,4:26.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Rubio),,29,24
171,2,4:07.0,,E. Fournier misses 2-pt jump shot from 16 ft,29,24
172,2,4:04.0,Defensive rebound by J. Crowder,,29,24
173,2,3:59.0,R. Rubio misses 3-pt jump shot from 26 ft,,29,24
174,2,3:58.0,Offensive rebound by R. Gobert,,29,24
175,2,3:57.0,R. Gobert misses 2-pt layup from 3 ft (block by N. Vučević),,29,24
176,2,3:57.0,,Defensive rebound by N. Vučević,29,24
177,2,3:45.0,,J. Grant misses 3-pt jump shot from 24 ft,29,24
178,2,3:44.0,Defensive rebound by R. Gobert,,29,24
179,2,3:35.0,D. Mitchell makes 2-pt jump shot from 18 ft,,31,24
180,2,3:12.0,,N. Vučević makes 2-pt jump shot from 21 ft (assist by J. Grant),31,26
181,2,3:01.0,Shooting foul by J. Grant (drawn by R. Rubio),,31,26
182,2,3:01.0,R. Rubio makes free throw 1 of 2,,32,26
183,2,3:01.0,,D. Augustin enters the game for J. Grant,32,26
184,2,3:01.0,,J. Simmons enters the game for T. Ross,32,26
185,2,3:01.0,R. Rubio makes free throw 2 of 2,,33,26
186,2,2:48.0,,E. Fournier makes 2-pt layup from 3 ft,33,28
187,2,2:33.0,D. Mitchell makes 2-pt jump shot from 14 ft,,35,28
188,2,2:17.0,,E. Fournier misses 2-pt jump shot from 15 ft,35,28
189,2,2:14.0,Defensive rebound by J. Crowder,,35,28
190,2,2:06.0,J. Crowder misses 3-pt jump shot from 25 ft,,35,28
191,2,2:02.0,,Defensive rebound by N. Vučević,35,28
192,2,1:58.0,,N. Vučević misses 2-pt jump shot from 22 ft,35,28
193,2,1:54.0,Defensive rebound by R. Rubio,,35,28
194,2,1:50.0,R. Rubio misses 2-pt layup from 2 ft (block by J. Isaac),,35,28
195,2,1:50.0,Offensive rebound by Team,,35,28
196,2,1:49.0,Personal foul by J. Simmons (drawn by R. Gobert),,35,28
197,2,1:37.0,R. Gobert misses 2-pt layup from 4 ft,,35,28
198,2,1:34.0,,Defensive rebound by J. Simmons,35,28
199,2,1:26.0,,J. Isaac misses 2-pt layup from 3 ft,35,28
200,2,1:26.0,Defensive rebound by Team,,35,28
201,2,1:17.0,R. Rubio misses 2-pt layup from 3 ft,,35,28
202,2,1:15.0,,Defensive rebound by N. Vučević,35,28
203,2,1:04.0,,E. Fournier makes 2-pt jump shot from 18 ft (assist by N. Vučević),35,30
204,2,0:44.0,D. Mitchell misses 2-pt jump shot from 17 ft,,35,30
205,2,0:41.0,,Defensive rebound by E. Fournier,35,30
206,2,0:36.0,,Personal foul by D. Mitchell (drawn by E. Fournier),35,30
207,2,0:28.0,,Turnover by J. Isaac (bad pass),35,30
208,2,0:11.0,D. Mitchell misses 2-pt jump shot from 9 ft,,35,30
209,2,0:07.0,,Defensive rebound by E. Fournier,35,30
210,2,0:00.0,,D. Augustin makes 3-pt jump shot from 29 ft,35,33
211,3,11:44.0,,Turnover by J. Isaac (dbl dribble),35,33
212,3,11:26.0,R. Gobert misses 2-pt dunk at rim,,35,33
213,3,11:23.0,,Defensive rebound by A. Gordon,35,33
214,3,11:23.0,,Turnover by A. Gordon (traveling),35,33
215,3,11:09.0,J. Ingles misses 2-pt layup from 3 ft,,35,33
216,3,11:05.0,,Defensive rebound by D. Augustin,35,33
217,3,11:01.0,,Personal foul by R. Rubio (drawn by D. Augustin),35,33
218,3,10:48.0,,E. Fournier misses 2-pt jump shot from 13 ft,35,33
219,3,10:47.0,,Offensive rebound by N. Vučević,35,33
220,3,10:43.0,,E. Fournier misses 3-pt jump shot from 23 ft,35,33
221,3,10:41.0,Defensive rebound by J. Ingles,,35,33
222,3,10:34.0,Shooting foul by E. Fournier (drawn by D. Mitchell),,35,33
223,3,10:34.0,D. Mitchell makes free throw 1 of 2,,36,33
224,3,10:34.0,D. Mitchell makes free throw 2 of 2,,37,33
225,3,10:17.0,,N. Vučević misses 2-pt layup from 2 ft (block by R. Gobert),37,33
226,3,10:17.0,Defensive rebound by R. Gobert,,37,33
227,3,10:08.0,R. Rubio makes 2-pt jump shot from 17 ft,,39,33
228,3,9:53.0,,Offensive foul by N. Vučević (drawn by R. Gobert),39,33
229,3,9:53.0,,Turnover by N. Vučević (offensive foul),39,33
230,3,9:53.0,,Violation by Team (delay of game),39,33
231,3,9:53.0,Technical foul by S. Clifford,,39,33
232,3,9:53.0,R. Rubio makes technical free throw,,40,33
233,3,9:32.0,D. Mitchell makes 3-pt jump shot from 27 ft,,43,33
234,3,9:08.0,,A. Gordon makes 2-pt layup from 3 ft,43,35
235,3,8:57.0,D. Favors makes 2-pt layup from 3 ft (assist by D. Mitchell),,45,35
236,3,8:57.0,Shooting foul by J. Isaac (drawn by D. Favors),,45,35
237,3,8:57.0,D. Favors makes free throw 1 of 1,,46,35
238,3,8:45.0,,Personal foul by D. Mitchell (drawn by N. Vučević),46,35
239,3,8:36.0,,Turnover by D. Augustin (bad pass; steal by R. Gobert),46,35
240,3,8:25.0,D. Favors misses 2-pt jump shot from 9 ft,,46,35
241,3,8:23.0,,Defensive rebound by N. Vučević,46,35
242,3,8:04.0,,E. Fournier misses 3-pt jump shot from 26 ft,46,35
243,3,7:59.0,Defensive rebound by R. Gobert,,46,35
244,3,7:52.0,R. Rubio misses 2-pt jump shot from 20 ft,,46,35
245,3,7:49.0,,Defensive rebound by N. Vučević,46,35
246,3,7:40.0,,N. Vučević misses 3-pt jump shot from 25 ft,46,35
247,3,7:36.0,Defensive rebound by D. Favors,,46,35
248,3,7:26.0,R. Rubio misses 2-pt jump shot from 19 ft,,46,35
249,3,7:22.0,,Defensive rebound by N. Vučević,46,35
250,3,7:16.0,,D. Augustin makes 2-pt layup from 3 ft,46,37
251,3,7:16.0,Utah full timeout,,46,37
252,3,7:16.0,J. Crowder enters the game for D. Favors,,46,37
253,3,7:16.0,K. Korver enters the game for J. Ingles,,46,37
254,3,7:05.0,K. Korver misses 3-pt jump shot from 26 ft,,46,37
255,3,7:02.0,,Defensive rebound by Team,46,37
256,3,6:39.0,,N. Vučević misses 2-pt layup from 5 ft (block by J. Crowder),46,37
257,3,6:36.0,,Offensive rebound by N. Vučević,46,37
258,3,6:34.0,,N. Vučević misses 2-pt hook shot from 4 ft,46,37
259,3,6:34.0,Defensive rebound by R. Rubio,,46,37
260,3,6:19.0,D. Mitchell misses 2-pt jump shot from 10 ft,,46,37
261,3,6:19.0,,Defensive rebound by Team,46,37
262,3,6:19.0,Loose ball foul by R. Gobert (drawn by N. Vučević),,46,37
263,3,6:08.0,,D. Augustin misses 3-pt jump shot from 26 ft,46,37
264,3,6:06.0,Defensive rebound by R. Gobert,,46,37
265,3,5:54.0,R. Rubio makes 2-pt layup from 3 ft (assist by R. Gobert),,48,37
266,3,5:39.0,,E. Fournier makes 2-pt layup from 3 ft,48,39
267,3,5:31.0,J. Crowder misses 3-pt jump shot from 27 ft,,48,39
268,3,5:27.0,Offensive rebound by R. Gobert,,48,39
269,3,5:16.0,D. Mitchell misses 2-pt layup from 3 ft,,48,39
270,3,5:14.0,,Defensive rebound by N. Vučević,48,39
271,3,4:57.0,,Shooting foul by K. Korver (drawn by N. Vučević),48,39
272,3,4:57.0,,N. Vučević makes free throw 1 of 2,48,40
273,3,4:57.0,D. Exum enters the game for D. Mitchell,,48,40
274,3,4:57.0,J. Ingles enters the game for R. Rubio,,48,40
275,3,4:57.0,,J. Grant enters the game for D. Augustin,48,40
276,3,4:57.0,,J. Simmons enters the game for J. Isaac,48,40
277,3,4:57.0,,N. Vučević makes free throw 2 of 2,48,41
278,3,4:35.0,D. Exum misses 2-pt jump shot from 10 ft,,48,41
279,3,4:32.0,,Defensive rebound by N. Vučević,48,41
280,3,4:24.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),48,44
281,3,4:11.0,Turnover by D. Exum (bad pass; steal by J. Simmons),,48,44
282,3,4:06.0,,J. Simmons makes 2-pt dunk from 2 ft,48,46
283,3,4:06.0,Utah full timeout,,48,46
284,3,4:06.0,D. Favors enters the game for R. Gobert,,48,46
285,3,4:06.0,R. O'Neale enters the game for K. Korver,,48,46
286,3,4:06.0,,T. Ross enters the game for E. Fournier,48,46
287,3,3:55.0,Personal foul by A. Gordon (drawn by J. Crowder),,48,46
288,3,3:46.0,J. Ingles misses 2-pt layup from 4 ft,,48,46
289,3,3:43.0,,Defensive rebound by N. Vučević,48,46
290,3,3:38.0,,N. Vučević misses 3-pt jump shot from 26 ft,48,46
291,3,3:31.0,,Offensive rebound by T. Ross,48,46
292,3,3:31.0,,T. Ross makes 2-pt layup at rim,48,48
293,3,3:17.0,D. Exum misses 2-pt jump shot from 5 ft,,48,48
294,3,3:13.0,,Defensive rebound by N. Vučević,48,48
295,3,2:56.0,,A. Gordon misses 2-pt layup from 3 ft,48,48
296,3,2:54.0,Defensive rebound by D. Favors,,48,48
297,3,2:43.0,Shooting foul by T. Ross (drawn by D. Favors),,48,48
298,3,2:43.0,D. Favors makes free throw 1 of 2,,49,48
299,3,2:43.0,,M. Bamba enters the game for N. Vučević,49,48
300,3,2:43.0,D. Favors makes free throw 2 of 2,,50,48
301,3,2:20.0,,A. Gordon makes 3-pt jump shot from 25 ft,50,51
302,3,2:06.0,J. Crowder makes 2-pt layup from 8 ft (assist by R. O'Neale),,52,51
303,3,2:06.0,Shooting foul by A. Gordon (drawn by J. Crowder),,52,51
304,3,2:06.0,,J. Isaac enters the game for A. Gordon,52,51
305,3,2:06.0,J. Crowder makes free throw 1 of 1,,53,51
306,3,1:40.0,,J. Simmons misses 2-pt layup from 3 ft,53,51
307,3,1:37.0,Defensive rebound by J. Ingles,,53,51
308,3,1:32.0,R. O'Neale misses 3-pt jump shot from 25 ft,,53,51
309,3,1:29.0,,Defensive rebound by J. Isaac,53,51
310,3,1:17.0,,J. Simmons misses 2-pt jump shot from 5 ft,53,51
311,3,1:12.0,Defensive rebound by D. Favors,,53,51
312,3,1:06.0,D. Favors misses 2-pt layup from 2 ft (block by J. Simmons),,53,51
313,3,1:00.0,Offensive rebound by D. Favors,,53,51
314,3,1:00.0,D. Favors misses 2-pt layup from 4 ft (block by J. Isaac),,53,51
315,3,0:59.0,Offensive rebound by D. Favors,,53,51
316,3,0:59.0,D. Favors misses 2-pt layup from 1 ft (block by M. Bamba),,53,51
317,3,0:59.0,Offensive rebound by D. Favors,,53,51
318,3,0:58.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Favors),,56,51
319,3,0:47.0,,J. Grant makes 2-pt jump shot from 7 ft,56,53
320,3,0:40.0,Offensive foul by D. Favors (drawn by J. Simmons),,56,53
321,3,0:40.0,Turnover by D. Favors (offensive foul),,56,53
322,3,0:38.0,,Orlando full timeout,56,53
323,3,0:29.0,,J. Isaac misses 2-pt layup from 3 ft,56,53
324,3,0:29.0,,Offensive rebound by M. Bamba,56,53
325,3,0:29.0,,M. Bamba makes 2-pt dunk at rim,56,55
326,3,0:10.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Exum),,59,55
327,3,0:01.0,,M. Bamba misses 3-pt jump shot from 25 ft,59,55
328,3,0:01.0,,Offensive rebound by Team,59,55
329,4,11:43.0,D. Favors makes 2-pt layup from 3 ft,,61,55
330,4,11:20.0,,J. Simmons makes 2-pt hook shot from 10 ft,61,57
331,4,11:08.0,T. Sefolosha misses 2-pt layup from 2 ft,,61,57
332,4,11:05.0,,Defensive rebound by Team,61,57
333,4,10:56.0,,Shooting foul by D. Favors (drawn by M. Bamba),61,57
334,4,10:56.0,,M. Bamba makes free throw 1 of 2,61,58
335,4,10:56.0,,M. Bamba makes free throw 2 of 2,61,59
336,4,10:35.0,Turnover by R. Rubio (bad pass; steal by T. Ross),,61,59
337,4,10:30.0,,Personal foul by K. Korver (drawn by M. Bamba),61,59
338,4,10:30.0,R. Gobert enters the game for D. Favors,,61,59
339,4,10:17.0,,M. Bamba makes 3-pt jump shot from 23 ft (assist by D. Augustin),61,62
340,4,9:57.0,R. Rubio makes 2-pt layup from 2 ft (assist by R. Gobert),,63,62
341,4,9:46.0,,D. Augustin misses 2-pt jump shot from 10 ft,63,62
342,4,9:42.0,Defensive rebound by R. Gobert,,63,62
343,4,9:37.0,Shooting foul by M. Bamba (drawn by R. Rubio),,63,62
344,4,9:37.0,R. Rubio makes free throw 1 of 2,,64,62
345,4,9:37.0,R. Rubio makes free throw 2 of 2,,65,62
346,4,9:22.0,,T. Ross makes 3-pt jump shot from 25 ft,65,65
347,4,9:03.0,D. Mitchell makes 2-pt layup from 2 ft,,67,65
348,4,8:50.0,,T. Ross makes 3-pt jump shot from 26 ft,67,68
349,4,8:31.0,D. Mitchell misses 2-pt jump shot from 13 ft (block by M. Bamba),,67,68
350,4,8:26.0,Offensive rebound by R. Gobert,,67,68
351,4,8:25.0,K. Korver misses 3-pt jump shot from 26 ft,,67,68
352,4,8:23.0,,Defensive rebound by Team,67,68
353,4,8:06.0,,T. Ross makes 2-pt jump shot from 9 ft (assist by J. Isaac),67,70
354,4,7:53.0,Shooting foul by M. Bamba (drawn by R. Gobert),,67,70
355,4,7:53.0,R. Gobert makes free throw 1 of 2,,68,70
356,4,7:53.0,J. Ingles enters the game for K. Korver,,68,70
357,4,7:53.0,,E. Fournier enters the game for J. Simmons,68,70
358,4,7:53.0,R. Gobert makes free throw 2 of 2,,69,70
359,4,7:36.0,,M. Bamba makes 2-pt layup from 3 ft,69,72
360,4,7:26.0,R. Rubio misses 3-pt jump shot from 25 ft,,69,72
361,4,7:23.0,,Defensive rebound by E. Fournier,69,72
362,4,7:10.0,,T. Ross makes 2-pt jump shot from 20 ft (assist by M. Bamba),69,74
363,4,7:08.0,Utah full timeout,,69,74
364,4,7:08.0,D. Exum enters the game for R. Gobert,,69,74
365,4,7:08.0,D. Favors enters the game for R. Rubio,,69,74
366,4,7:08.0,,N. Vučević enters the game for M. Bamba,69,74
367,4,6:47.0,D. Mitchell misses 3-pt jump shot from 26 ft,,69,74
368,4,6:43.0,,Defensive rebound by T. Ross,69,74
369,4,6:32.0,,E. Fournier misses 3-pt jump shot from 25 ft,69,74
370,4,6:30.0,Defensive rebound by Team,,69,74
371,4,6:30.0,J. Crowder enters the game for D. Mitchell,,69,74
372,4,6:30.0,R. O'Neale enters the game for T. Sefolosha,,69,74
373,4,6:17.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,71,74
374,4,6:01.0,,Shooting foul by D. Favors (drawn by N. Vučević),71,74
375,4,6:01.0,,N. Vučević makes free throw 1 of 2,71,75
376,4,6:01.0,,A. Gordon enters the game for T. Ross,71,75
377,4,6:01.0,,N. Vučević makes free throw 2 of 2,71,76
378,4,5:45.0,D. Favors makes 2-pt jump shot from 8 ft (assist by J. Ingles),,73,76
379,4,5:23.0,,N. Vučević makes 2-pt hook shot from 8 ft (assist by D. Augustin),73,78
380,4,5:12.0,D. Favors misses 2-pt jump shot from 3 ft,,73,78
381,4,5:09.0,,Defensive rebound by A. Gordon,73,78
382,4,4:51.0,,N. Vučević makes 2-pt layup from 3 ft (assist by D. Augustin),73,80
383,4,4:43.0,Personal foul by D. Augustin (drawn by D. Exum),,73,80
384,4,4:43.0,R. Gobert enters the game for D. Exum,,73,80
385,4,4:43.0,D. Mitchell enters the game for D. Favors,,73,80
386,4,4:43.0,R. Rubio enters the game for R. O'Neale,,73,80
