,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA LAKERS_ACTION,CHICAGO_SCORE,LA LAKERS_SCORE
380,4,7:26.0,,Defensive rebound by B. Ingram,76,87
381,4,7:12.0,,B. Ingram makes 2-pt jump shot from 4 ft,76,89
382,4,6:51.0,W. Selden misses 2-pt layup from 4 ft,,76,89
383,4,6:51.0,Offensive rebound by Team,,76,89
384,4,6:51.0,,Loose ball foul by S. Mykhailiuk (drawn by B. Portis),76,89
385,4,6:51.0,W. Carter enters the game for J. Parker,,76,89
386,4,6:51.0,L. Markkanen enters the game for B. Portis,,76,89
387,4,6:47.0,W. Carter misses 2-pt jump shot from 14 ft,,76,89
388,4,6:42.0,,Defensive rebound by J. Hart,76,89
389,4,6:31.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,76,89
390,4,6:28.0,Defensive rebound by W. Carter,,76,89
391,4,6:22.0,Personal foul by J. Hart (drawn by L. Markkanen),,76,89
392,4,6:14.0,Personal foul by B. Ingram (drawn by L. Markkanen),,76,89
393,4,6:10.0,Turnover by W. Carter (bad pass; steal by J. Hart),,76,89
394,4,6:04.0,,J. Hart makes 2-pt layup from 1 ft,76,91
395,4,5:48.0,Z. LaVine misses 3-pt jump shot from 23 ft,,76,91
396,4,5:46.0,,Defensive rebound by J. Hart,76,91
397,4,5:41.0,,L. Ball misses 2-pt layup from 1 ft (block by L. Markkanen),76,91
398,4,5:39.0,Defensive rebound by W. Selden,,76,91
399,4,5:34.0,L. Markkanen misses 3-pt jump shot from 25 ft,,76,91
400,4,5:29.0,Offensive rebound by Z. LaVine,,76,91
401,4,5:29.0,Turnover by K. Dunn (step out of bounds),,76,91
402,4,5:08.0,,Shooting foul by Z. LaVine (drawn by B. Ingram),76,91
403,4,5:08.0,,B. Ingram makes free throw 1 of 2,76,92
404,4,5:08.0,,B. Ingram misses free throw 2 of 2,76,92
405,4,5:05.0,Defensive rebound by W. Carter,,76,92
406,4,4:49.0,W. Selden misses 3-pt jump shot from 26 ft,,76,92
407,4,4:44.0,,Defensive rebound by T. Chandler,76,92
408,4,4:36.0,,B. Ingram makes 2-pt jump shot from 18 ft,76,94
409,4,4:34.0,Chicago full timeout,,76,94
410,4,4:34.0,C. Hutchison enters the game for W. Selden,,76,94
411,4,4:14.0,L. Markkanen makes 3-pt jump shot from 23 ft (assist by K. Dunn),,79,94
412,4,3:58.0,,L. Ball misses 2-pt layup from 5 ft,79,94
413,4,3:56.0,Defensive rebound by W. Carter,,79,94
414,4,3:48.0,Turnover by K. Dunn (bad pass; steal by J. Hart),,79,94
415,4,3:32.0,,T. Chandler makes 2-pt dunk from 1 ft (assist by S. Mykhailiuk),79,96
416,4,3:10.0,C. Hutchison makes 2-pt dunk from 1 ft (assist by Z. LaVine),,81,96
417,4,2:46.0,,B. Ingram makes 2-pt jump shot from 19 ft,81,98
418,4,2:46.0,Chicago full timeout,,81,98
419,4,2:46.0,R. Arcidiacono enters the game for W. Carter,,81,98
420,4,2:46.0,C. Felício enters the game for K. Dunn,,81,98
421,4,2:46.0,S. Harrison enters the game for Z. LaVine,,81,98
422,4,2:46.0,J. Parker enters the game for L. Markkanen,,81,98
423,4,2:46.0,,I. Zubac enters the game for T. Chandler,81,98
424,4,2:31.0,R. Arcidiacono makes 2-pt jump shot from 5 ft,,83,98
425,4,2:20.0,,Turnover by B. Ingram (lost ball; steal by R. Arcidiacono),83,98
426,4,2:19.0,Shooting foul by B. Ingram (drawn by R. Arcidiacono),,83,98
427,4,2:19.0,R. Arcidiacono makes free throw 1 of 2,,84,98
428,4,2:19.0,R. Arcidiacono makes free throw 2 of 2,,85,98
429,4,2:00.0,,S. Mykhailiuk misses 2-pt jump shot from 17 ft,85,98
430,4,1:56.0,Defensive rebound by S. Harrison,,85,98
431,4,1:45.0,C. Felício misses 2-pt layup from 3 ft,,85,98
432,4,1:42.0,Offensive rebound by C. Felício,,85,98
433,4,1:42.0,C. Felício makes 2-pt layup at rim,,87,98
434,4,1:25.0,,I. Zubac makes 2-pt hook shot from 5 ft (assist by B. Ingram),87,100
435,4,1:21.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,87,100
436,4,1:21.0,Offensive rebound by C. Felício,,87,100
437,4,1:15.0,J. Parker makes 3-pt jump shot from 24 ft (assist by C. Felício),,90,100
438,4,1:14.0,,LA Lakers full timeout,90,100
439,4,1:14.0,,K. Kuzma enters the game for S. Mykhailiuk,90,100
440,4,1:07.0,,Turnover by L. Ball (lost ball; steal by J. Parker),90,100
441,4,1:05.0,J. Parker makes 2-pt dunk at rim,,92,100
442,4,0:58.0,,Turnover by K. Kuzma (lost ball; steal by C. Felício),92,100
443,4,0:51.0,Shooting foul by K. Kuzma (drawn by S. Harrison),,92,100
444,4,0:51.0,S. Harrison makes free throw 1 of 2,,93,100
445,4,0:51.0,,K. Caldwell-Pope enters the game for L. Ball,93,100
446,4,0:51.0,S. Harrison misses free throw 2 of 2,,93,100
447,4,0:49.0,,Defensive rebound by I. Zubac,93,100
448,4,0:49.0,,Personal take foul by J. Parker (drawn by I. Zubac),93,100
449,4,0:49.0,,I. Zubac makes free throw 1 of 2,93,101
450,4,0:49.0,,I. Zubac makes free throw 2 of 2,93,102
451,4,0:45.0,J. Parker makes 2-pt layup from 1 ft,,95,102
452,4,0:41.0,,Personal take foul by J. Parker (drawn by K. Caldwell-Pope),95,102
453,4,0:41.0,,K. Caldwell-Pope misses free throw 1 of 2,95,102
454,4,0:41.0,,Offensive rebound by Team,95,102
455,4,0:41.0,,K. Caldwell-Pope makes free throw 2 of 2,95,103
456,4,0:35.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Parker),,98,103
457,4,0:33.0,,Personal foul by C. Hutchison (drawn by K. Caldwell-Pope),98,103
458,4,0:33.0,,K. Caldwell-Pope makes free throw 1 of 2,98,104
459,4,0:33.0,,K. Caldwell-Pope makes free throw 2 of 2,98,105
460,4,0:28.0,S. Harrison misses 2-pt layup from 4 ft,,98,105
461,4,0:26.0,,Defensive rebound by K. Kuzma,98,105
462,4,0:26.0,,Personal foul by J. Parker (drawn by K. Kuzma),98,105
463,4,0:26.0,,K. Kuzma misses free throw 1 of 2,98,105
464,4,0:26.0,,Offensive rebound by Team,98,105
465,4,0:26.0,,K. Kuzma makes free throw 2 of 2,98,106
466,4,0:21.0,Shooting foul by I. Zubac (drawn by J. Parker),,98,106
467,4,0:21.0,J. Parker misses free throw 1 of 2,,98,106
468,4,0:21.0,Offensive rebound by Team,,98,106
469,4,0:21.0,J. Parker misses free throw 2 of 2,,98,106
470,4,0:19.0,,Defensive rebound by Team,98,106
471,4,0:19.0,,Personal foul by S. Harrison (drawn by K. Caldwell-Pope),98,106
472,4,0:19.0,,K. Caldwell-Pope misses free throw 1 of 2,98,106
473,4,0:19.0,,Offensive rebound by Team,98,106
474,4,0:19.0,,K. Caldwell-Pope makes free throw 2 of 2,98,107
475,4,0:11.0,S. Harrison misses 3-pt jump shot from 23 ft,,98,107
476,4,0:06.0,Offensive rebound by R. Arcidiacono,,98,107
477,4,0:01.0,Shooting foul by I. Zubac (drawn by S. Harrison),,98,107
478,4,0:01.0,S. Harrison makes free throw 1 of 3,,99,107
479,4,0:01.0,S. Harrison makes free throw 2 of 3,,100,107
480,4,0:01.0,S. Harrison misses free throw 3 of 3,,100,107
481,4,0:01.0,,Defensive rebound by K. Caldwell-Pope,100,107
