,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
130,2,9:54.0,,J. Noah makes 2-pt dunk from 1 ft (assist by M. Conley),37,32
131,2,9:30.0,D. Jones misses 2-pt layup from 2 ft,,37,32
132,2,9:26.0,Offensive rebound by B. Adebayo,,37,32
133,2,9:26.0,B. Adebayo makes 2-pt layup from 1 ft,,39,32
134,2,9:06.0,,Shooting foul by K. Olynyk (drawn by J. Noah),39,32
135,2,9:06.0,,J. Noah makes free throw 1 of 2,39,33
136,2,9:06.0,,J. Noah misses free throw 2 of 2,39,33
137,2,9:04.0,Defensive rebound by D. Jones,,39,33
138,2,8:51.0,W. Ellington misses 3-pt jump shot from 27 ft,,39,33
139,2,8:46.0,,Defensive rebound by O. Casspi,39,33
140,2,8:39.0,,Personal foul by D. Jones (drawn by M. Conley),39,33
141,2,8:39.0,,S. Mack enters the game for M. Conley,39,33
142,2,8:28.0,,O. Casspi misses 2-pt hook shot from 1 ft,39,33
143,2,8:26.0,Defensive rebound by D. Jones,,39,33
144,2,8:19.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),,41,33
145,2,7:54.0,,Turnover by Team (shot clock),41,33
146,2,7:39.0,J. Winslow misses 3-pt jump shot from 26 ft,,41,33
147,2,7:36.0,,Defensive rebound by J. Noah,41,33
148,2,7:30.0,,G. Temple misses 3-pt jump shot from 25 ft,41,33
149,2,7:26.0,Defensive rebound by W. Ellington,,41,33
150,2,7:19.0,W. Ellington misses 2-pt layup from 3 ft,,41,33
151,2,7:17.0,Offensive rebound by B. Adebayo,,41,33
152,2,7:14.0,J. Winslow misses 3-pt jump shot from 25 ft,,41,33
153,2,7:09.0,,Defensive rebound by G. Temple,41,33
154,2,7:01.0,,S. Mack misses 3-pt jump shot from 24 ft,41,33
155,2,6:58.0,Defensive rebound by J. Winslow,,41,33
156,2,6:51.0,Miami full timeout,,41,33
157,2,6:51.0,J. Richardson enters the game for B. Adebayo,,41,33
158,2,6:51.0,H. Whiteside enters the game for J. Winslow,,41,33
159,2,6:51.0,,K. Anderson enters the game for J. Noah,41,33
160,2,6:41.0,D. Jones misses 2-pt layup from 2 ft,,41,33
161,2,6:39.0,,Defensive rebound by M. Gasol,41,33
162,2,6:22.0,,M. Gasol makes 2-pt hook shot from 9 ft (assist by G. Temple),41,35
163,2,6:09.0,J. Richardson makes 3-pt jump shot from 29 ft (assist by K. Olynyk),,44,35
164,2,5:50.0,,O. Casspi misses 2-pt jump shot from 8 ft,44,35
165,2,5:46.0,Defensive rebound by K. Olynyk,,44,35
166,2,5:39.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Jones),,46,35
167,2,5:23.0,,Shooting foul by H. Whiteside (drawn by K. Anderson),46,35
168,2,5:23.0,,K. Anderson makes free throw 1 of 2,46,36
169,2,5:23.0,R. McGruder enters the game for D. Jones,,46,36
170,2,5:23.0,,J. Jackson enters the game for O. Casspi,46,36
171,2,5:23.0,,K. Anderson makes free throw 2 of 2,46,37
172,2,5:13.0,Personal foul by K. Anderson (drawn by J. Richardson),,46,37
173,2,5:13.0,,M. Conley enters the game for S. Mack,46,37
174,2,5:05.0,J. Richardson misses 3-pt jump shot from 26 ft,,46,37
175,2,5:02.0,,Defensive rebound by M. Gasol,46,37
176,2,4:53.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Gasol),46,39
177,2,4:53.0,,Shooting foul by H. Whiteside (drawn by J. Jackson),46,39
178,2,4:53.0,,J. Jackson misses free throw 1 of 1,46,39
179,2,4:53.0,Defensive rebound by K. Olynyk,,46,39
180,2,4:45.0,Personal foul by K. Anderson (drawn by J. Richardson),,46,39
181,2,4:45.0,J. Johnson enters the game for W. Ellington,,46,39
182,2,4:45.0,T. Johnson enters the game for K. Olynyk,,46,39
183,2,4:45.0,,W. Selden enters the game for K. Anderson,46,39
184,2,4:40.0,J. Johnson makes 2-pt layup from 1 ft (assist by H. Whiteside),,48,39
185,2,4:27.0,,W. Selden misses 3-pt jump shot from 25 ft,48,39
186,2,4:23.0,Defensive rebound by H. Whiteside,,48,39
187,2,4:13.0,J. Johnson misses 3-pt jump shot from 24 ft,,48,39
188,2,4:10.0,,Defensive rebound by M. Conley,48,39
189,2,3:59.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),48,42
190,2,3:38.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),,51,42
191,2,3:12.0,,J. Jackson misses 3-pt jump shot from 25 ft,51,42
192,2,3:08.0,Defensive rebound by J. Richardson,,51,42
193,2,2:59.0,Turnover by J. Johnson (lost ball; steal by J. Jackson),,51,42
194,2,2:52.0,,W. Selden misses 2-pt layup from 2 ft (block by J. Johnson),51,42
195,2,2:48.0,,Offensive rebound by G. Temple,51,42
196,2,2:42.0,,J. Jackson makes 2-pt layup from 1 ft (assist by G. Temple),51,44
197,2,2:28.0,J. Richardson misses 3-pt jump shot from 26 ft,,51,44
198,2,2:24.0,,Defensive rebound by M. Gasol,51,44
199,2,2:13.0,,M. Gasol misses 2-pt layup from 1 ft (block by H. Whiteside),51,44
200,2,2:13.0,,Offensive rebound by Team,51,44
201,2,2:13.0,J. Winslow enters the game for R. McGruder,,51,44
202,2,2:13.0,,J. Green enters the game for J. Jackson,51,44
203,2,2:05.0,,M. Gasol misses 3-pt jump shot from 25 ft,51,44
204,2,2:01.0,Defensive rebound by J. Johnson,,51,44
205,2,1:43.0,Turnover by H. Whiteside (traveling),,51,44
206,2,1:24.0,,M. Conley misses 2-pt layup from 8 ft (block by H. Whiteside),51,44
207,2,1:19.0,Defensive rebound by J. Richardson,,51,44
208,2,1:17.0,T. Johnson misses 3-pt jump shot from 23 ft,,51,44
209,2,1:13.0,,Defensive rebound by J. Green,51,44
210,2,1:04.0,,M. Gasol misses 3-pt jump shot from 26 ft,51,44
211,2,1:02.0,Defensive rebound by T. Johnson,,51,44
212,2,0:44.0,T. Johnson misses 3-pt jump shot from 26 ft,,51,44
213,2,0:42.0,,Defensive rebound by J. Green,51,44
214,2,0:37.0,,Personal foul by J. Winslow (drawn by M. Conley),51,44
215,2,0:37.0,,M. Conley makes free throw 1 of 2,51,45
216,2,0:37.0,B. Adebayo enters the game for H. Whiteside,,51,45
217,2,0:37.0,R. McGruder enters the game for J. Winslow,,51,45
218,2,0:37.0,,M. Conley makes free throw 2 of 2,51,46
219,2,0:22.0,Personal foul by W. Selden (drawn by J. Johnson),,51,46
220,2,0:08.0,J. Richardson misses 2-pt layup from 2 ft,,51,46
221,2,0:02.0,,Defensive rebound by J. Green,51,46
222,2,0:00.0,,G. Temple makes 3-pt jump shot from 32 ft (assist by M. Gasol),51,49
223,3,11:43.0,,M. Gasol makes 2-pt jump shot from 9 ft (assist by M. Conley),51,51
224,3,11:24.0,H. Whiteside makes 2-pt hook shot from 2 ft (assist by J. Richardson),,53,51
225,3,11:08.0,,Turnover by J. Jackson (out of bounds lost ball),53,51
226,3,10:46.0,J. Johnson misses 2-pt layup from 1 ft,,53,51
227,3,10:42.0,,Defensive rebound by J. Jackson,53,51
228,3,10:32.0,,Shooting foul by J. Johnson (drawn by J. Jackson),53,51
229,3,10:32.0,,J. Jackson makes free throw 1 of 2,53,52
230,3,10:32.0,,J. Jackson misses free throw 2 of 2,53,52
231,3,10:29.0,Defensive rebound by J. Johnson,,53,52
232,3,10:15.0,J. Winslow misses 2-pt hook shot from 2 ft,,53,52
233,3,10:13.0,,Defensive rebound by K. Anderson,53,52
234,3,10:00.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),53,54
235,3,9:44.0,J. Richardson makes 2-pt jump shot from 12 ft,,55,54
236,3,9:30.0,,J. Jackson misses 3-pt jump shot from 26 ft,55,54
237,3,9:27.0,Defensive rebound by H. Whiteside,,55,54
238,3,9:18.0,J. Johnson misses 3-pt jump shot from 25 ft,,55,54
239,3,9:15.0,,Defensive rebound by G. Temple,55,54
240,3,9:11.0,,Personal foul by J. Johnson (drawn by J. Jackson),55,54
241,3,8:56.0,,K. Anderson misses 2-pt jump shot from 12 ft,55,54
242,3,8:52.0,,Offensive rebound by J. Jackson,55,54
243,3,8:44.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Conley),55,57
244,3,8:24.0,R. McGruder misses 3-pt jump shot from 25 ft,,55,57
245,3,8:20.0,Offensive rebound by J. Johnson,,55,57
246,3,8:20.0,J. Johnson makes 2-pt dunk at rim,,57,57
247,3,8:04.0,,Turnover by J. Jackson (lost ball),57,57
248,3,8:04.0,,Loose ball foul by J. Jackson (drawn by J. Richardson),57,57
249,3,7:46.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Johnson),,60,57
250,3,7:23.0,,Turnover by M. Gasol (step out of bounds),60,57
251,3,7:23.0,,S. Mack enters the game for K. Anderson,60,57
252,3,7:08.0,R. McGruder misses 3-pt jump shot from 25 ft,,60,57
253,3,7:03.0,,Defensive rebound by M. Gasol,60,57
254,3,6:56.0,,M. Gasol misses 3-pt jump shot from 26 ft,60,57
255,3,6:53.0,Defensive rebound by R. McGruder,,60,57
256,3,6:47.0,J. Winslow misses 3-pt jump shot from 25 ft,,60,57
257,3,6:42.0,Offensive rebound by H. Whiteside,,60,57
258,3,6:41.0,H. Whiteside misses 2-pt layup from 2 ft (block by J. Jackson),,60,57
259,3,6:34.0,Offensive rebound by H. Whiteside,,60,57
260,3,6:34.0,Turnover by H. Whiteside (bad pass; steal by G. Temple),,60,57
261,3,6:31.0,,J. Jackson makes 2-pt dunk at rim (assist by M. Gasol),60,59
262,3,6:10.0,,Memphis full timeout,60,59
263,3,6:10.0,T. Johnson enters the game for J. Winslow,,60,59
264,3,6:10.0,,M. Brooks enters the game for M. Conley,60,59
265,3,6:10.0,,J. Green enters the game for J. Jackson,60,59
266,3,6:04.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),,63,59
267,3,5:41.0,,M. Brooks makes 2-pt jump shot from 13 ft (assist by M. Gasol),63,61
268,3,5:23.0,T. Johnson makes 2-pt layup at rim,,65,61
269,3,5:03.0,,Personal take foul by J. Richardson (drawn by J. Green),65,61
270,3,5:03.0,J. Winslow enters the game for J. Richardson,,65,61
271,3,4:49.0,,M. Gasol misses 2-pt jump shot from 10 ft,65,61
272,3,4:46.0,Defensive rebound by J. Johnson,,65,61
273,3,4:29.0,Turnover by T. Johnson (bad pass),,65,61
274,3,4:09.0,,M. Brooks misses 3-pt jump shot from 26 ft,65,61
275,3,4:06.0,Defensive rebound by H. Whiteside,,65,61
276,3,3:55.0,Turnover by J. Winslow (back court),,65,61
277,3,3:55.0,B. Adebayo enters the game for H. Whiteside,,65,61
278,3,3:55.0,,J. Noah enters the game for M. Gasol,65,61
279,3,3:41.0,,S. Mack misses 2-pt jump shot from 16 ft,65,61
280,3,3:38.0,Defensive rebound by B. Adebayo,,65,61
281,3,3:17.0,J. Winslow misses 2-pt jump shot from 21 ft,,65,61
282,3,3:16.0,,Defensive rebound by J. Noah,65,61
283,3,2:56.0,,S. Mack makes 2-pt jump shot from 12 ft,65,63
284,3,2:38.0,Turnover by R. McGruder (bad pass; steal by J. Noah),,65,63
285,3,2:26.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Noah),65,66
286,3,2:25.0,Miami full timeout,,65,66
287,3,2:25.0,K. Olynyk enters the game for J. Johnson,,65,66
288,3,2:25.0,,M. Conley enters the game for G. Temple,65,66
289,3,2:11.0,T. Johnson misses 2-pt layup from 3 ft (block by M. Conley),,65,66
290,3,2:11.0,Offensive rebound by Team,,65,66
291,3,2:07.0,Personal foul by M. Brooks (drawn by J. Winslow),,65,66
292,3,2:07.0,D. Jones enters the game for R. McGruder,,65,66
293,3,1:55.0,K. Olynyk misses 2-pt jump shot from 4 ft,,65,66
294,3,1:51.0,Offensive rebound by K. Olynyk,,65,66
295,3,1:42.0,T. Johnson makes 3-pt jump shot from 27 ft (assist by K. Olynyk),,68,66
296,3,1:16.0,,M. Conley misses 2-pt layup from 1 ft (block by B. Adebayo),68,66
297,3,1:12.0,Defensive rebound by K. Olynyk,,68,66
298,3,1:12.0,Shooting foul by J. Green (drawn by J. Winslow),,68,66
299,3,1:12.0,J. Winslow misses free throw 1 of 2,,68,66
300,3,1:12.0,Offensive rebound by Team,,68,66
301,3,1:12.0,J. Winslow makes free throw 2 of 2,,69,66
302,3,0:58.0,,J. Green makes 2-pt layup from 1 ft (assist by S. Mack),69,68
303,3,0:43.0,J. Winslow misses 3-pt jump shot from 23 ft,,69,68
304,3,0:38.0,,Defensive rebound by J. Green,69,68
305,3,0:34.0,,M. Conley makes 2-pt jump shot from 11 ft,69,70
306,3,0:10.0,D. Jones makes 2-pt layup from 1 ft (assist by K. Olynyk),,71,70
307,3,0:07.0,Technical foul by,,71,70
308,3,0:07.0,T. Johnson misses technical free throw,,71,70
309,3,0:07.0,,Defensive rebound by Team,71,70
310,3,0:00.0,,Shooting foul by D. Jones (drawn by M. Conley),71,70
311,3,0:00.0,,M. Conley makes free throw 1 of 3,71,71
312,3,0:00.0,,M. Conley makes free throw 2 of 3,71,72
313,3,0:00.0,,M. Conley makes free throw 3 of 3,71,73
314,4,11:37.0,K. Olynyk misses 3-pt jump shot from 26 ft,,71,73
315,4,11:36.0,Offensive rebound by Team,,71,73
316,4,11:36.0,Turnover by Team (shot clock),,71,73
317,4,11:11.0,,J. Noah makes 2-pt layup from 2 ft (assist by S. Mack),71,75
318,4,10:55.0,J. Richardson misses 2-pt layup at rim,,71,75
319,4,10:52.0,Offensive rebound by D. Jones,,71,75
320,4,10:52.0,D. Jones misses 2-pt layup at rim,,71,75
321,4,10:52.0,Offensive rebound by D. Jones,,71,75
322,4,10:52.0,D. Jones misses 2-pt layup at rim,,71,75
323,4,10:52.0,,Defensive rebound by Team,71,75
324,4,10:52.0,,Loose ball foul by J. Green (drawn by D. Jones),71,75
325,4,10:52.0,,Turnover by J. Green (turnover),71,75
326,4,10:52.0,,Technical foul by J. Green,71,75
327,4,10:52.0,K. Olynyk misses technical free throw,,71,75
328,4,10:52.0,Offensive rebound by Team,,71,75
329,4,10:45.0,T. Johnson misses 3-pt jump shot from 27 ft,,71,75
330,4,10:45.0,,Defensive rebound by Team,71,75
331,4,10:45.0,Technical foul by J. Richardson,,71,75
332,4,10:45.0,,M. Conley makes technical free throw,71,76
333,4,10:45.0,Loose ball foul by J. Richardson (drawn by J. Green),,71,76
334,4,10:31.0,,M. Brooks misses 3-pt jump shot from 23 ft,71,76
335,4,10:29.0,Defensive rebound by B. Adebayo,,71,76
336,4,10:12.0,D. Jones makes 3-pt jump shot from 24 ft (assist by T. Johnson),,74,76
337,4,9:51.0,,M. Brooks misses 3-pt jump shot from 27 ft,74,76
338,4,9:48.0,Defensive rebound by K. Olynyk,,74,76
339,4,9:39.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,77,76
340,4,9:37.0,,Memphis full timeout,77,76
341,4,9:37.0,,K. Anderson enters the game for M. Brooks,77,76
342,4,9:16.0,,M. Conley misses 2-pt jump shot from 21 ft,77,76
343,4,9:13.0,Defensive rebound by J. Richardson,,77,76
344,4,8:56.0,D. Jones makes 2-pt dunk at rim (assist by B. Adebayo),,79,76
345,4,8:29.0,,J. Green misses 3-pt jump shot from 22 ft,79,76
346,4,8:27.0,,Offensive rebound by J. Noah,79,76
347,4,8:22.0,,Turnover by S. Mack (bad pass; steal by K. Olynyk),79,76
348,4,8:15.0,J. Richardson misses 3-pt jump shot from 27 ft,,79,76
349,4,8:14.0,,Defensive rebound by Team,79,76
350,4,8:14.0,,M. Gasol enters the game for J. Green,79,76
351,4,8:14.0,,J. Jackson enters the game for S. Mack,79,76
352,4,8:14.0,,G. Temple enters the game for J. Noah,79,76
353,4,8:04.0,,M. Conley misses 3-pt jump shot from 24 ft,79,76
354,4,8:02.0,Defensive rebound by Team,,79,76
355,4,7:48.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,82,76
356,4,7:39.0,,Memphis full timeout,82,76
357,4,7:39.0,,S. Mack enters the game for K. Anderson,82,76
358,4,7:27.0,,M. Conley makes 2-pt jump shot from 14 ft,82,78
359,4,7:14.0,J. Richardson makes 2-pt layup at rim (assist by K. Olynyk),,84,78
360,4,6:52.0,,G. Temple misses 3-pt jump shot from 23 ft,84,78
361,4,6:47.0,Defensive rebound by D. Jones,,84,78
362,4,6:36.0,Offensive foul by B. Adebayo (drawn by G. Temple),,84,78
363,4,6:36.0,Turnover by B. Adebayo (offensive foul),,84,78
364,4,6:16.0,,S. Mack misses 3-pt jump shot from 23 ft,84,78
365,4,6:13.0,Defensive rebound by D. Jones,,84,78
366,4,5:54.0,T. Johnson misses 2-pt jump shot from 5 ft,,84,78
367,4,5:51.0,,Defensive rebound by S. Mack,84,78
368,4,5:46.0,,M. Gasol misses 2-pt dunk from 1 ft (block by K. Olynyk),84,78
369,4,5:45.0,,Offensive rebound by M. Gasol,84,78
370,4,5:45.0,,Shooting foul by T. Johnson (drawn by M. Gasol),84,78
371,4,5:45.0,,Technical foul by M. Gasol,84,78
372,4,5:45.0,J. Richardson makes technical free throw,,85,78
373,4,5:45.0,,M. Gasol misses free throw 1 of 2,85,78
374,4,5:45.0,,Offensive rebound by Team,85,78
375,4,5:45.0,,M. Gasol makes free throw 2 of 2,85,79
376,4,5:21.0,J. Richardson misses 2-pt jump shot from 23 ft,,85,79
377,4,5:20.0,Offensive rebound by Team,,85,79
378,4,5:20.0,,Loose ball foul by S. Mack (drawn by D. Jones),85,79
379,4,5:20.0,Miami full timeout,,85,79
380,4,5:20.0,,K. Anderson enters the game for S. Mack,85,79
381,4,5:12.0,Turnover by K. Olynyk (bad pass; steal by M. Conley),,85,79
382,4,5:09.0,,G. Temple makes 2-pt layup from 1 ft (assist by M. Conley),85,81
383,4,5:09.0,,Shooting foul by T. Johnson (drawn by G. Temple),85,81
384,4,5:09.0,,S. Mack enters the game for K. Anderson,85,81
385,4,5:09.0,,G. Temple makes free throw 1 of 1,85,82
386,4,4:51.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Richardson),,88,82
387,4,4:25.0,,S. Mack makes 3-pt jump shot from 28 ft (assist by G. Temple),88,85
388,4,4:05.0,J. Richardson misses 3-pt jump shot from 25 ft,,88,85
