,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
204,2,1:36.0,,M. Smart misses 2-pt layup from 4 ft,46,53
205,2,1:34.0,Defensive rebound by L. Dončić,,46,53
206,2,1:24.0,L. Dončić misses 2-pt jump shot from 6 ft (block by G. Hayward),,46,53
207,2,1:22.0,,Defensive rebound by M. Smart,46,53
208,2,1:20.0,,Personal foul by D. Smith (drawn by T. Rozier),46,53
209,2,1:15.0,,G. Hayward misses 3-pt jump shot from 27 ft,46,53
210,2,1:11.0,Defensive rebound by H. Barnes,,46,53
211,2,1:00.0,D. Jordan makes 2-pt layup from 1 ft (assist by D. Smith),,48,53
212,2,0:46.0,,A. Horford misses 2-pt jump shot from 11 ft,48,53
213,2,0:45.0,,Offensive rebound by T. Rozier,48,53
214,2,0:39.0,,J. Tatum makes 3-pt jump shot from 23 ft (assist by G. Hayward),48,56
215,2,0:24.0,H. Barnes misses 2-pt layup from 4 ft (block by T. Rozier),,48,56
216,2,0:22.0,,Defensive rebound by T. Rozier,48,56
217,2,0:20.0,,G. Hayward makes 2-pt layup from 3 ft (assist by T. Rozier),48,58
218,2,0:01.0,L. Dončić makes 3-pt jump shot from 26 ft,,51,58
219,3,11:52.0,D. Smith misses 3-pt jump shot from 23 ft,,51,58
220,3,11:50.0,,Defensive rebound by J. Tatum,51,58
221,3,11:31.0,,Turnover by M. Smart (traveling),51,58
222,3,11:14.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Smith),,54,58
223,3,10:58.0,,J. Tatum misses 3-pt jump shot from 27 ft,54,58
224,3,10:56.0,Defensive rebound by D. Jordan,,54,58
225,3,10:49.0,Turnover by L. Dončić (bad pass; steal by A. Horford),,54,58
226,3,10:43.0,,J. Tatum misses 2-pt jump shot from 6 ft,54,58
227,3,10:41.0,,Offensive rebound by J. Tatum,54,58
228,3,10:39.0,,T. Rozier misses 3-pt jump shot from 26 ft,54,58
229,3,10:38.0,Defensive rebound by Team,,54,58
230,3,10:26.0,L. Dončić makes 3-pt jump shot from 29 ft (assist by H. Barnes),,57,58
231,3,10:24.0,,Boston full timeout,57,58
232,3,10:05.0,,J. Brown misses 2-pt jump shot from 8 ft,57,58
233,3,10:03.0,Defensive rebound by L. Dončić,,57,58
234,3,10:00.0,L. Dončić misses 3-pt jump shot from 25 ft,,57,58
235,3,9:57.0,,Defensive rebound by Team,57,58
236,3,9:43.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by T. Rozier),57,61
237,3,9:26.0,H. Barnes misses 3-pt jump shot from 27 ft,,57,61
238,3,9:25.0,,Defensive rebound by J. Tatum,57,61
239,3,9:09.0,,T. Rozier makes 3-pt jump shot from 27 ft (assist by M. Smart),57,64
240,3,8:39.0,L. Dončić makes 3-pt jump shot from 30 ft (assist by W. Matthews),,60,64
241,3,8:11.0,,J. Brown makes 2-pt dunk from 1 ft (assist by A. Horford),60,66
242,3,7:59.0,W. Matthews misses 3-pt jump shot from 27 ft,,60,66
243,3,7:57.0,,Defensive rebound by A. Horford,60,66
244,3,7:50.0,,J. Brown misses 2-pt jump shot from 14 ft,60,66
245,3,7:47.0,Defensive rebound by D. Jordan,,60,66
246,3,7:44.0,Shooting foul by A. Horford (drawn by L. Dončić),,60,66
247,3,7:44.0,L. Dončić misses free throw 1 of 2,,60,66
248,3,7:44.0,Offensive rebound by Team,,60,66
249,3,7:44.0,L. Dončić makes free throw 2 of 2,,61,66
250,3,7:33.0,,Personal foul by L. Dončić (drawn by A. Horford),61,66
251,3,7:27.0,,A. Horford makes 2-pt dunk from 1 ft (assist by M. Smart),61,68
252,3,7:13.0,Shooting foul by J. Brown (drawn by D. Jordan),,61,68
253,3,7:13.0,D. Jordan makes free throw 1 of 2,,62,68
254,3,7:13.0,D. Jordan makes free throw 2 of 2,,63,68
255,3,6:57.0,,J. Brown makes 2-pt layup from 4 ft (assist by T. Rozier),63,70
256,3,6:57.0,,Shooting foul by W. Matthews (drawn by J. Brown),63,70
257,3,6:57.0,,J. Brown makes free throw 1 of 1,63,71
258,3,6:40.0,D. Smith misses 2-pt layup from 3 ft,,63,71
259,3,6:38.0,,Defensive rebound by A. Horford,63,71
260,3,6:26.0,,J. Tatum makes 2-pt jump shot from 12 ft (assist by A. Horford),63,73
261,3,6:22.0,Dallas full timeout,,63,73
262,3,6:22.0,,G. Hayward enters the game for J. Brown,63,73
263,3,6:10.0,H. Barnes misses 3-pt jump shot from 28 ft,,63,73
264,3,6:05.0,,Defensive rebound by J. Tatum,63,73
265,3,5:42.0,,A. Horford misses 2-pt jump shot from 18 ft,63,73
266,3,5:40.0,Defensive rebound by D. Smith,,63,73
267,3,5:29.0,D. Smith misses 3-pt jump shot from 26 ft,,63,73
268,3,5:27.0,,Defensive rebound by T. Rozier,63,73
269,3,5:17.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by T. Rozier),63,76
270,3,4:53.0,D. Jordan misses 2-pt layup from 2 ft,,63,76
271,3,4:53.0,Offensive rebound by Team,,63,76
272,3,4:49.0,L. Dončić misses 3-pt jump shot from 23 ft,,63,76
273,3,4:47.0,,Defensive rebound by G. Hayward,63,76
274,3,4:40.0,,J. Tatum makes 3-pt jump shot from 27 ft (assist by A. Horford),63,79
275,3,4:39.0,Dallas full timeout,,63,79
276,3,4:39.0,J. Barea enters the game for L. Dončić,,63,79
277,3,4:39.0,D. Harris enters the game for D. Smith,,63,79
278,3,4:39.0,,D. Theis enters the game for A. Horford,63,79
279,3,4:26.0,Shooting foul by D. Theis (drawn by W. Matthews),,63,79
280,3,4:26.0,W. Matthews misses free throw 1 of 2,,63,79
281,3,4:26.0,Offensive rebound by Team,,63,79
282,3,4:26.0,W. Matthews makes free throw 2 of 2,,64,79
283,3,4:09.0,,J. Tatum misses 2-pt jump shot from 17 ft,64,79
284,3,4:07.0,Defensive rebound by D. Jordan,,64,79
285,3,3:47.0,D. Harris misses 3-pt jump shot from 22 ft,,64,79
286,3,3:41.0,Offensive rebound by W. Matthews,,64,79
287,3,3:41.0,Turnover by W. Matthews (bad pass),,64,79
288,3,3:41.0,D. Finney-Smith enters the game for H. Barnes,,64,79
289,3,3:41.0,D. Nowitzki enters the game for D. Jordan,,64,79
290,3,3:41.0,D. Powell enters the game for W. Matthews,,64,79
291,3,3:41.0,,B. Wanamaker enters the game for T. Rozier,64,79
292,3,3:17.0,,J. Tatum misses 2-pt jump shot from 21 ft,64,79
293,3,3:14.0,Defensive rebound by J. Barea,,64,79
294,3,3:08.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,64,79
295,3,3:06.0,,Defensive rebound by G. Hayward,64,79
296,3,2:57.0,,G. Hayward misses 2-pt jump shot from 17 ft,64,79
297,3,2:55.0,Defensive rebound by D. Nowitzki,,64,79
298,3,2:49.0,D. Harris makes 2-pt layup from 2 ft (assist by J. Barea),,66,79
299,3,2:37.0,,B. Wanamaker misses 2-pt jump shot from 21 ft,66,79
300,3,2:35.0,Defensive rebound by D. Powell,,66,79
301,3,2:18.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,66,79
302,3,2:16.0,,Defensive rebound by B. Wanamaker,66,79
303,3,2:04.0,,J. Tatum misses 3-pt jump shot from 26 ft,66,79
304,3,2:03.0,,Offensive rebound by G. Hayward,66,79
305,3,2:01.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by G. Hayward),66,82
306,3,1:36.0,Turnover by J. Barea (bad pass; steal by D. Theis),,66,82
307,3,1:30.0,,G. Hayward makes 2-pt layup from 1 ft (assist by M. Smart),66,84
308,3,1:17.0,D. Powell misses 3-pt jump shot from 26 ft,,66,84
309,3,1:15.0,,Defensive rebound by G. Hayward,66,84
310,3,1:06.0,,G. Hayward misses 2-pt layup from 2 ft,66,84
311,3,1:04.0,Defensive rebound by J. Barea,,66,84
312,3,0:58.0,J. Barea misses 2-pt layup from 2 ft,,66,84
313,3,0:57.0,,Defensive rebound by D. Theis,66,84
314,3,0:52.0,,M. Smart misses 3-pt jump shot from 27 ft,66,84
315,3,0:50.0,Defensive rebound by D. Powell,,66,84
316,3,0:50.0,Personal foul by D. Theis (drawn by D. Powell),,66,84
317,3,0:50.0,,S. Ojeleye enters the game for J. Tatum,66,84
318,3,0:40.0,Turnover by J. Barea (lost ball; steal by B. Wanamaker),,66,84
319,3,0:36.0,,Turnover by S. Ojeleye (bad pass),66,84
320,3,0:16.0,D. Harris misses 2-pt layup from 3 ft,,66,84
321,3,0:13.0,Offensive rebound by D. Powell,,66,84
322,3,0:13.0,D. Powell misses 2-pt layup from 1 ft,,66,84
323,3,0:12.0,Offensive rebound by D. Powell,,66,84
324,3,0:07.0,D. Powell makes 2-pt layup from 2 ft,,68,84
325,3,0:05.0,,Personal foul by J. Barea (drawn by G. Hayward),68,84
326,3,0:05.0,W. Matthews enters the game for D. Nowitzki,,68,84
327,3,0:00.0,,D. Theis misses 2-pt layup from 9 ft,68,84
328,3,0:00.0,,Offensive rebound by Team,68,84
329,4,11:49.0,,Turnover by D. Theis (bad pass),68,84
330,4,11:34.0,D. Powell misses 2-pt layup from 1 ft (block by D. Theis),,68,84
331,4,11:31.0,,Defensive rebound by D. Theis,68,84
332,4,11:27.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,68,84
333,4,11:23.0,,Offensive rebound by D. Theis,68,84
334,4,11:18.0,,J. Brown misses 2-pt jump shot from 19 ft,68,84
335,4,11:16.0,Defensive rebound by J. Barea,,68,84
336,4,11:06.0,D. Harris misses 3-pt jump shot from 25 ft,,68,84
337,4,11:04.0,,Defensive rebound by B. Wanamaker,68,84
338,4,10:55.0,,J. Brown misses 3-pt jump shot from 26 ft,68,84
339,4,10:53.0,,Offensive rebound by G. Hayward,68,84
340,4,10:43.0,,D. Theis makes 2-pt layup from 1 ft (assist by G. Hayward),68,86
341,4,10:23.0,J. Barea misses 3-pt jump shot from 25 ft,,68,86
342,4,10:21.0,,Defensive rebound by D. Theis,68,86
343,4,10:09.0,,Shooting foul by D. Harris (drawn by G. Hayward),68,86
344,4,10:09.0,,G. Hayward makes free throw 1 of 2,68,87
345,4,10:09.0,,G. Hayward makes free throw 2 of 2,68,88
346,4,9:53.0,J. Barea misses 2-pt jump shot from 11 ft,,68,88
347,4,9:51.0,,Defensive rebound by D. Theis,68,88
348,4,9:46.0,,Personal take foul by J. Barea (drawn by G. Hayward),68,88
349,4,9:41.0,,G. Hayward misses 2-pt layup from 2 ft,68,88
350,4,9:40.0,Defensive rebound by D. Powell,,68,88
351,4,9:34.0,J. Barea makes 2-pt layup from 2 ft,,70,88
352,4,9:34.0,,Violation by Team (def goaltending),70,88
353,4,9:24.0,,Turnover by D. Theis (bad pass; steal by D. Harris),70,88
354,4,9:20.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),,72,88
355,4,9:02.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by B. Wanamaker),72,91
356,4,8:45.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,72,91
357,4,8:44.0,Offensive rebound by D. Finney-Smith,,72,91
358,4,8:40.0,D. Powell misses 3-pt jump shot from 25 ft,,72,91
359,4,8:37.0,,Defensive rebound by G. Hayward,72,91
360,4,8:26.0,,Shooting foul by D. Nowitzki (drawn by S. Ojeleye),72,91
361,4,8:26.0,,S. Ojeleye misses free throw 1 of 2,72,91
362,4,8:26.0,,Offensive rebound by Team,72,91
363,4,8:26.0,H. Barnes enters the game for D. Harris,,72,91
364,4,8:26.0,D. Jordan enters the game for D. Nowitzki,,72,91
365,4,8:26.0,D. Smith enters the game for D. Powell,,72,91
366,4,8:26.0,,A. Horford enters the game for D. Theis,72,91
367,4,8:26.0,,S. Ojeleye makes free throw 2 of 2,72,92
368,4,8:15.0,Turnover by J. Barea (bad pass; steal by B. Wanamaker),,72,92
369,4,8:11.0,,Turnover by J. Brown (bad pass; steal by D. Finney-Smith),72,92
370,4,8:06.0,J. Barea misses 3-pt jump shot from 27 ft,,72,92
371,4,8:04.0,,Defensive rebound by Team,72,92
372,4,7:53.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),72,95
373,4,7:51.0,Dallas full timeout,,72,95
374,4,7:51.0,L. Dončić enters the game for J. Barea,,72,95
375,4,7:51.0,W. Matthews enters the game for D. Finney-Smith,,72,95
376,4,7:34.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by L. Dončić),,75,95
377,4,7:07.0,,G. Hayward misses 3-pt jump shot from 28 ft,75,95
378,4,7:03.0,Defensive rebound by L. Dončić,,75,95
379,4,6:57.0,D. Smith makes 2-pt layup from 1 ft,,77,95
380,4,6:42.0,,B. Wanamaker misses 2-pt layup from 2 ft,77,95
381,4,6:41.0,,Offensive rebound by A. Horford,77,95
382,4,6:40.0,,J. Brown makes 3-pt jump shot from 28 ft (assist by G. Hayward),77,98
383,4,6:20.0,Shooting foul by B. Wanamaker (drawn by H. Barnes),,77,98
384,4,6:20.0,H. Barnes makes free throw 1 of 2,,78,98
