,QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
0,1,11:43.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by J. Harden),0,3
1,1,11:17.0,R. Rubio misses 3-pt jump shot from 23 ft,,0,3
2,1,11:15.0,,Defensive rebound by C. Capela,0,3
3,1,11:09.0,,J. Harden misses 3-pt jump shot from 26 ft,0,3
4,1,11:07.0,Defensive rebound by D. Mitchell,,0,3
5,1,11:02.0,D. Mitchell misses 2-pt layup from 2 ft (block by C. Capela),,0,3
6,1,10:59.0,,Defensive rebound by J. Harden,0,3
7,1,10:55.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),0,6
8,1,10:46.0,Turnover by J. Ingles (bad pass),,0,6
9,1,10:38.0,,C. Capela misses 2-pt jump shot from 8 ft,0,6
10,1,10:37.0,,Offensive rebound by P. Tucker,0,6
11,1,10:25.0,,E. Gordon misses 2-pt jump shot from 14 ft,0,6
12,1,10:23.0,Defensive rebound by J. Crowder,,0,6
13,1,10:13.0,R. Rubio makes 2-pt layup from 1 ft (assist by R. Gobert),,2,6
14,1,9:56.0,,P. Tucker misses 3-pt jump shot from 23 ft,2,6
15,1,9:54.0,Defensive rebound by J. Crowder,,2,6
16,1,9:34.0,D. Mitchell misses 2-pt jump shot from 21 ft,,2,6
17,1,9:32.0,,Defensive rebound by C. Capela,2,6
18,1,9:26.0,,E. Gordon makes 2-pt layup from 3 ft (assist by J. Harden),2,8
19,1,9:26.0,Utah full timeout,,2,8
20,1,9:03.0,J. Crowder misses 3-pt jump shot from 28 ft,,2,8
21,1,9:01.0,,Defensive rebound by E. Gordon,2,8
22,1,8:54.0,,Turnover by E. Gordon (bad pass; steal by R. Rubio),2,8
23,1,8:47.0,D. Mitchell misses 2-pt layup from 4 ft (block by C. Capela),,2,8
24,1,8:47.0,Offensive rebound by Team,,2,8
25,1,8:47.0,Shooting foul by E. Gordon (drawn by J. Crowder),,2,8
26,1,8:47.0,J. Crowder makes free throw 1 of 2,,3,8
27,1,8:47.0,J. Crowder makes free throw 2 of 2,,4,8
28,1,8:27.0,,J. Harden misses 2-pt hook shot from 9 ft,4,8
29,1,8:24.0,Defensive rebound by R. Rubio,,4,8
30,1,8:19.0,R. Gobert misses 2-pt layup from 6 ft (block by C. Capela),,4,8
31,1,8:17.0,,Defensive rebound by C. Paul,4,8
32,1,8:17.0,,Shooting foul by D. Mitchell (drawn by J. Harden),4,8
33,1,8:17.0,,J. Harden makes free throw 1 of 2,4,9
34,1,8:17.0,,J. Harden makes free throw 2 of 2,4,10
35,1,8:08.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Crowder),,6,10
36,1,7:54.0,,J. Harden misses 2-pt jump shot from 8 ft,6,10
37,1,7:52.0,Defensive rebound by J. Crowder,,6,10
38,1,7:49.0,J. Ingles misses 3-pt jump shot from 24 ft,,6,10
39,1,7:48.0,,Defensive rebound by Team,6,10
40,1,7:38.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),6,13
41,1,7:15.0,J. Ingles makes 2-pt jump shot from 6 ft (assist by D. Mitchell),,8,13
42,1,7:07.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),8,16
43,1,6:53.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,10,16
44,1,6:39.0,,C. Capela misses 2-pt hook shot from 7 ft,10,16
45,1,6:37.0,Defensive rebound by R. Gobert,,10,16
46,1,6:27.0,J. Crowder misses 2-pt layup from 2 ft,,10,16
47,1,6:25.0,Offensive rebound by R. Gobert,,10,16
48,1,6:22.0,R. Gobert makes 2-pt dunk from 2 ft,,12,16
49,1,6:06.0,,C. Paul misses 2-pt jump shot from 13 ft,12,16
50,1,6:04.0,Defensive rebound by D. Mitchell,,12,16
51,1,5:51.0,Turnover by R. Rubio (lost ball; steal by J. Harden),,12,16
52,1,5:45.0,,J. Harden misses 3-pt jump shot from 25 ft,12,16
53,1,5:43.0,Defensive rebound by Team,,12,16
54,1,5:43.0,K. Korver enters the game for J. Ingles,,12,16
55,1,5:43.0,,G. Green enters the game for C. Paul,12,16
56,1,5:29.0,R. Rubio misses 2-pt layup from 3 ft,,12,16
57,1,5:26.0,Offensive rebound by R. Gobert,,12,16
58,1,5:22.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,15,16
59,1,5:07.0,,E. Gordon misses 2-pt jump shot from 20 ft,15,16
60,1,5:04.0,Defensive rebound by R. Gobert,,15,16
