,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
390,4,4:25.0,,S. Ibaka makes free throw 2 of 2,96,87
391,4,4:02.0,C. Paul misses 2-pt jump shot from 8 ft,,96,87
392,4,4:00.0,,Defensive rebound by S. Ibaka,96,87
393,4,3:40.0,,P. Siakam misses 2-pt jump shot from 8 ft,96,87
394,4,3:37.0,Defensive rebound by C. Capela,,96,87
395,4,3:31.0,Shooting foul by P. Siakam (drawn by J. Harden),,96,87
396,4,3:31.0,Houston full timeout,,96,87
397,4,3:31.0,J. Harden makes free throw 1 of 2,,97,87
398,4,3:31.0,J. Harden makes free throw 2 of 2,,98,87
399,4,3:17.0,,K. Lowry misses 3-pt jump shot from 25 ft,98,87
400,4,3:14.0,Defensive rebound by C. Capela,,98,87
401,4,2:54.0,J. Harden makes 2-pt jump shot from 6 ft,,100,87
402,4,2:38.0,,K. Leonard makes 2-pt layup from 2 ft,100,89
403,4,2:38.0,,Shooting foul by P. Tucker (drawn by K. Leonard),100,89
404,4,2:38.0,,K. Leonard makes free throw 1 of 1,100,90
405,4,2:18.0,J. Harden makes 2-pt jump shot from 8 ft,,102,90
406,4,2:03.0,,K. Leonard misses 2-pt jump shot from 13 ft,102,90
407,4,2:00.0,,Offensive rebound by S. Ibaka,102,90
408,4,1:58.0,,D. Green misses 3-pt jump shot from 25 ft,102,90
409,4,1:54.0,,Offensive rebound by K. Leonard,102,90
410,4,1:52.0,,D. Green misses 3-pt jump shot from 24 ft,102,90
411,4,1:52.0,Defensive rebound by Team,,102,90
412,4,1:52.0,,Loose ball foul by S. Ibaka (drawn by P. Tucker),102,90
413,4,1:28.0,P. Tucker misses 2-pt layup from 2 ft,,102,90
414,4,1:26.0,,Defensive rebound by P. Siakam,102,90
415,4,1:21.0,,D. Green misses 3-pt jump shot from 23 ft,102,90
416,4,1:20.0,Defensive rebound by Team,,102,90
417,4,0:59.0,J. Harden makes 2-pt jump shot from 10 ft (assist by P. Tucker),,104,90
418,4,0:59.0,Shooting foul by K. Lowry (drawn by J. Harden),,104,90
419,4,0:59.0,J. Harden makes free throw 1 of 1,,105,90
420,4,0:53.0,,K. Leonard misses 3-pt jump shot from 25 ft,105,90
421,4,0:50.0,,Offensive rebound by P. Siakam,105,90
422,4,0:37.0,,K. Leonard makes 2-pt layup from 2 ft (assist by K. Lowry),105,92
423,4,0:37.0,Violation by Team (def goaltending),,105,92
424,4,0:18.0,J. Harden makes 2-pt jump shot from 9 ft,,107,92
425,4,0:06.0,,D. Green misses 3-pt jump shot from 23 ft (block by C. Paul),107,92
426,4,0:05.0,,Offensive rebound by D. Green,107,92
427,4,0:05.0,,D. Green makes 3-pt jump shot from 24 ft,107,95
