,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
62,1,3:49.0,,L. Aldridge makes 2-pt layup from 1 ft,17,19
63,1,3:32.0,O. Porter makes 2-pt jump shot from 15 ft (assist by C. Randle),,19,19
64,1,3:16.0,,L. Aldridge makes 2-pt jump shot from 10 ft,19,21
65,1,3:05.0,Turnover by C. Randle (bad pass; steal by P. Mills),,19,21
66,1,3:01.0,,D. Bertāns makes 2-pt dunk from 1 ft (assist by P. Mills),19,23
67,1,2:47.0,T. Ariza misses 3-pt jump shot from 23 ft,,19,23
68,1,2:47.0,,Defensive rebound by L. Aldridge,19,23
69,1,2:42.0,,Shooting foul by C. Randle (drawn by P. Mills),19,23
70,1,2:42.0,,P. Mills makes free throw 1 of 2,19,24
71,1,2:42.0,T. Brown enters the game for T. Ariza,,19,24
72,1,2:42.0,,J. Poeltl enters the game for L. Aldridge,19,24
73,1,2:42.0,,P. Mills makes free throw 2 of 2,19,25
74,1,2:29.0,C. Randle misses 3-pt jump shot from 23 ft,,19,25
75,1,2:23.0,,Defensive rebound by P. Mills,19,25
76,1,2:18.0,,P. Mills makes 3-pt jump shot from 26 ft,19,28
77,1,2:01.0,O. Porter misses 2-pt jump shot from 18 ft,,19,28
78,1,1:58.0,Offensive rebound by O. Porter,,19,28
79,1,1:56.0,Turnover by O. Porter (bad pass; steal by J. Poeltl),,19,28
80,1,1:53.0,,P. Mills makes 3-pt jump shot from 25 ft,19,31
81,1,1:38.0,T. Brown makes 2-pt layup from 2 ft (assist by O. Porter),,21,31
82,1,1:22.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),21,34
83,1,1:03.0,Turnover by B. Beal (traveling),,21,34
84,1,1:03.0,J. Green enters the game for B. Beal,,21,34
85,1,1:03.0,T. Satoranský enters the game for T. Bryant,,21,34
86,1,0:50.0,,Turnover by P. Mills (bad pass; steal by O. Porter),21,34
87,1,0:44.0,C. Randle makes 3-pt jump shot from 24 ft (assist by O. Porter),,24,34
88,1,0:33.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by M. Belinelli),24,36
89,1,0:33.0,,Shooting foul by O. Porter (drawn by J. Poeltl),24,36
90,1,0:33.0,,J. Poeltl misses free throw 1 of 1,24,36
91,1,0:30.0,Defensive rebound by T. Brown,,24,36
92,1,0:26.0,Turnover by J. Green (bad pass),,24,36
93,1,0:09.0,,Turnover by P. Mills (bad pass; steal by C. Randle),24,36
94,1,0:09.0,,Loose ball foul by D. Bertāns (drawn by O. Porter),24,36
95,1,0:09.0,,R. Gay enters the game for D. Bertāns,24,36
96,1,0:01.0,T. Satoranský makes 2-pt layup from 6 ft (assist by T. Brown),,26,36
97,1,0:00.0,,R. Gay misses 3-pt jump shot from 60 ft,26,36
98,1,0:00.0,,Offensive rebound by Team,26,36
99,2,11:50.0,,P. Mills misses 3-pt jump shot from 25 ft,26,36
100,2,11:47.0,Defensive rebound by T. Satoranský,,26,36
101,2,11:34.0,C. Randle makes 3-pt jump shot from 26 ft (assist by T. Ariza),,29,36
102,2,11:21.0,,Shooting foul by J. Green (drawn by M. Belinelli),29,36
103,2,11:21.0,,M. Belinelli makes free throw 1 of 2,29,37
104,2,11:21.0,,R. Gay enters the game for D. Bertāns,29,37
105,2,11:21.0,,D. White enters the game for D. Cunningham,29,37
106,2,11:21.0,,M. Belinelli makes free throw 2 of 2,29,38
107,2,11:06.0,Shooting foul by J. Poeltl (drawn by T. Brown),,29,38
108,2,11:06.0,T. Brown makes free throw 1 of 2,,30,38
109,2,11:06.0,T. Brown misses free throw 2 of 2,,30,38
110,2,11:04.0,,Defensive rebound by M. Belinelli,30,38
111,2,10:58.0,,Personal foul by T. Brown (drawn by J. Poeltl),30,38
112,2,10:45.0,,Turnover by P. Mills (bad pass; steal by T. Ariza),30,38
113,2,10:39.0,J. Green makes 3-pt jump shot from 24 ft (assist by C. Randle),,33,38
114,2,10:26.0,,R. Gay misses 3-pt jump shot from 25 ft,33,38
115,2,10:23.0,Defensive rebound by T. Satoranský,,33,38
116,2,10:20.0,Shooting foul by M. Belinelli (drawn by C. Randle),,33,38
117,2,10:20.0,C. Randle misses free throw 1 of 2,,33,38
118,2,10:20.0,Offensive rebound by Team,,33,38
119,2,10:20.0,,L. Aldridge enters the game for J. Poeltl,33,38
120,2,10:20.0,C. Randle makes free throw 2 of 2,,34,38
121,2,10:07.0,,P. Mills makes 2-pt layup from 2 ft (assist by L. Aldridge),34,40
122,2,9:56.0,J. Green makes 3-pt jump shot from 26 ft (assist by C. Randle),,37,40
123,2,9:42.0,,Turnover by D. White (bad pass; steal by T. Ariza),37,40
124,2,9:37.0,C. Randle misses 3-pt jump shot from 23 ft,,37,40
125,2,9:36.0,Offensive rebound by Team,,37,40
126,2,9:36.0,Personal foul by R. Gay (drawn by T. Brown),,37,40
127,2,9:36.0,,B. Forbes enters the game for P. Mills,37,40
128,2,9:24.0,T. Satoranský makes 2-pt layup from 2 ft (assist by T. Ariza),,39,40
129,2,9:24.0,Shooting foul by M. Belinelli (drawn by T. Satoranský),,39,40
130,2,9:24.0,T. Satoranský makes free throw 1 of 1,,40,40
131,2,9:24.0,,L. Walker enters the game for M. Belinelli,40,40
132,2,9:06.0,,Shooting foul by T. Ariza (drawn by D. White),40,40
133,2,9:06.0,,D. White makes free throw 1 of 2,40,41
134,2,9:06.0,,D. White makes free throw 2 of 2,40,42
135,2,8:47.0,J. Green makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,43,42
136,2,8:33.0,,B. Forbes makes 2-pt jump shot from 16 ft,43,44
137,2,8:24.0,Shooting foul by L. Walker (drawn by C. Randle),,43,44
138,2,8:24.0,C. Randle makes free throw 1 of 2,,44,44
139,2,8:24.0,C. Randle makes free throw 2 of 2,,45,44
140,2,8:12.0,,Personal foul by C. Randle (drawn by L. Aldridge),45,44
141,2,8:12.0,B. Beal enters the game for T. Brown,,45,44
142,2,8:12.0,O. Porter enters the game for C. Randle,,45,44
143,2,8:00.0,,Shooting foul by O. Porter (drawn by R. Gay),45,44
144,2,8:00.0,,R. Gay misses free throw 1 of 2,45,44
145,2,8:00.0,,Offensive rebound by Team,45,44
146,2,8:00.0,,R. Gay makes free throw 2 of 2,45,45
147,2,7:50.0,T. Satoranský makes 2-pt layup from 1 ft,,47,45
148,2,7:49.0,,San Antonio full timeout,47,45
149,2,7:49.0,,D. Bertāns enters the game for L. Walker,47,45
150,2,7:30.0,,L. Aldridge makes 2-pt jump shot from 14 ft,47,47
151,2,7:13.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by O. Porter),,50,47
152,2,7:08.0,,San Antonio full timeout,50,47
153,2,7:00.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by L. Aldridge),50,50
154,2,6:35.0,J. Green misses 3-pt jump shot from 26 ft,,50,50
155,2,6:31.0,,Defensive rebound by R. Gay,50,50
156,2,6:25.0,,L. Aldridge makes 2-pt hook shot from 8 ft (assist by R. Gay),50,52
157,2,6:15.0,Shooting foul by B. Forbes (drawn by B. Beal),,50,52
158,2,6:15.0,B. Beal misses free throw 1 of 2,,50,52
159,2,6:15.0,Offensive rebound by Team,,50,52
160,2,6:15.0,T. Bryant enters the game for J. Green,,50,52
161,2,6:15.0,B. Beal makes free throw 2 of 2,,51,52
162,2,5:58.0,,D. White makes 2-pt layup at rim (assist by L. Aldridge),51,54
163,2,5:38.0,B. Beal makes 2-pt jump shot from 11 ft,,53,54
164,2,5:26.0,,Shooting foul by T. Bryant (drawn by L. Aldridge),53,54
165,2,5:26.0,,L. Aldridge makes free throw 1 of 2,53,55
166,2,5:26.0,,L. Aldridge makes free throw 2 of 2,53,56
167,2,5:13.0,T. Ariza misses 3-pt jump shot from 25 ft,,53,56
168,2,5:09.0,,Defensive rebound by B. Forbes,53,56
169,2,4:57.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. Bertāns),53,59
170,2,4:41.0,T. Bryant makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,56,59
171,2,4:29.0,,R. Gay misses 2-pt jump shot from 7 ft,56,59
172,2,4:29.0,,Offensive rebound by R. Gay,56,59
173,2,4:25.0,,Turnover by R. Gay (lost ball; steal by B. Beal),56,59
174,2,4:21.0,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,59,59
175,2,4:07.0,,Def 3 sec tech foul by Team,59,59
176,2,4:07.0,,L. Aldridge makes technical free throw,59,60
177,2,4:07.0,,M. Belinelli enters the game for R. Gay,59,60
178,2,4:07.0,,P. Mills enters the game for D. White,59,60
179,2,3:58.0,,B. Forbes misses 3-pt jump shot from 26 ft,59,60
180,2,3:53.0,Defensive rebound by T. Bryant,,59,60
181,2,3:45.0,Shooting foul by P. Mills (drawn by T. Bryant),,59,60
182,2,3:45.0,T. Bryant misses free throw 1 of 2,,59,60
183,2,3:45.0,Offensive rebound by Team,,59,60
184,2,3:45.0,T. Bryant makes free throw 2 of 2,,60,60
185,2,3:36.0,,Turnover by P. Mills (bad pass),60,60
186,2,3:23.0,B. Beal makes 2-pt layup from 1 ft,,62,60
187,2,3:23.0,Shooting foul by B. Forbes (drawn by B. Beal),,62,60
188,2,3:23.0,B. Beal makes free throw 1 of 1,,63,60
189,2,3:10.0,,L. Aldridge misses 2-pt jump shot from 13 ft,63,60
190,2,3:08.0,Defensive rebound by T. Satoranský,,63,60
191,2,2:56.0,B. Beal misses 2-pt layup from 2 ft,,63,60
192,2,2:51.0,Offensive rebound by T. Satoranský,,63,60
193,2,2:51.0,T. Satoranský makes 2-pt layup at rim,,65,60
194,2,2:46.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Forbes),65,63
195,2,2:34.0,T. Ariza misses 3-pt jump shot from 26 ft,,65,63
196,2,2:34.0,Offensive rebound by T. Satoranský,,65,63
197,2,2:30.0,B. Beal misses 3-pt jump shot from 22 ft,,65,63
198,2,2:28.0,,Defensive rebound by D. Bertāns,65,63
199,2,2:18.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by B. Forbes),65,65
200,2,1:57.0,O. Porter makes 2-pt jump shot from 23 ft (assist by B. Beal),,67,65
201,2,1:40.0,,P. Mills misses 2-pt layup at rim,67,65
202,2,1:40.0,,Offensive rebound by L. Aldridge,67,65
203,2,1:33.0,,L. Aldridge makes 2-pt dunk from 1 ft,67,67
204,2,1:25.0,T. Ariza makes 2-pt layup from 1 ft (assist by O. Porter),,69,67
205,2,1:11.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by P. Mills),69,70
206,2,0:45.0,O. Porter misses 2-pt jump shot from 10 ft,,69,70
207,2,0:43.0,,Defensive rebound by B. Forbes,69,70
208,2,0:36.0,,M. Belinelli misses 3-pt jump shot from 23 ft,69,70
209,2,0:33.0,,Offensive rebound by L. Aldridge,69,70
210,2,0:30.0,,P. Mills misses 3-pt jump shot from 24 ft,69,70
211,2,0:28.0,Defensive rebound by T. Bryant,,69,70
212,2,0:08.0,B. Beal misses 2-pt dunk from 1 ft (block by L. Aldridge),,69,70
213,2,0:05.0,Offensive rebound by T. Satoranský,,69,70
214,2,0:04.0,T. Satoranský misses 3-pt jump shot from 22 ft,,69,70
215,2,0:02.0,,Defensive rebound by L. Aldridge,69,70
216,2,0:00.0,,L. Aldridge misses 3-pt jump shot from 26 ft,69,70
217,2,0:00.0,,Offensive rebound by Team,69,70
218,3,11:42.0,,R. Gay makes 2-pt jump shot from 21 ft,69,72
219,3,11:28.0,T. Ariza misses 3-pt jump shot from 25 ft,,69,72
220,3,11:25.0,,Defensive rebound by D. White,69,72
221,3,11:17.0,,D. White misses 2-pt jump shot from 10 ft,69,72
222,3,11:15.0,Defensive rebound by B. Beal,,69,72
223,3,10:59.0,T. Satoranský misses 2-pt jump shot from 9 ft,,69,72
224,3,10:57.0,,Defensive rebound by P. Gasol,69,72
225,3,10:57.0,,Personal foul by T. Satoranský (drawn by D. White),69,72
226,3,10:42.0,,Offensive foul by L. Aldridge (drawn by J. Green),69,72
227,3,10:42.0,,Turnover by L. Aldridge (offensive foul),69,72
228,3,10:33.0,B. Beal misses 3-pt jump shot from 26 ft,,69,72
229,3,10:30.0,,Defensive rebound by B. Forbes,69,72
230,3,10:23.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by B. Forbes),69,75
231,3,10:05.0,T. Satoranský misses 3-pt jump shot from 23 ft,,69,75
232,3,10:02.0,,Defensive rebound by L. Aldridge,69,75
233,3,9:55.0,,B. Forbes misses 3-pt jump shot from 24 ft,69,75
234,3,9:51.0,Defensive rebound by T. Bryant,,69,75
235,3,9:40.0,J. Green makes 2-pt jump shot from 5 ft,,71,75
236,3,9:24.0,,L. Aldridge makes 2-pt jump shot from 11 ft,71,77
237,3,8:57.0,T. Ariza makes 2-pt jump shot from 16 ft (assist by T. Bryant),,73,77
238,3,8:39.0,,P. Gasol misses 2-pt hook shot from 5 ft,73,77
239,3,8:39.0,,Offensive rebound by P. Gasol,73,77
240,3,8:36.0,,Turnover by P. Gasol (lost ball; steal by T. Satoranský),73,77
241,3,8:31.0,J. Green misses 3-pt jump shot from 23 ft,,73,77
242,3,8:26.0,,Defensive rebound by D. White,73,77
243,3,8:19.0,,R. Gay misses 2-pt jump shot from 8 ft,73,77
244,3,8:18.0,Defensive rebound by T. Satoranský,,73,77
245,3,8:07.0,T. Bryant misses 2-pt jump shot from 19 ft,,73,77
246,3,8:07.0,,Defensive rebound by D. White,73,77
247,3,7:46.0,,Shooting foul by B. Beal (drawn by P. Gasol),73,77
248,3,7:46.0,,P. Gasol makes free throw 1 of 2,73,78
249,3,7:46.0,,P. Gasol makes free throw 2 of 2,73,79
250,3,7:34.0,Turnover by B. Beal (bad pass; steal by L. Aldridge),,73,79
251,3,7:29.0,,D. White makes 2-pt layup from 1 ft,73,81
252,3,7:29.0,Washington full timeout,,73,81
253,3,7:17.0,B. Beal misses 2-pt jump shot from 12 ft,,73,81
254,3,7:15.0,Offensive rebound by B. Beal,,73,81
255,3,7:13.0,J. Green misses 3-pt jump shot from 25 ft,,73,81
256,3,7:13.0,Offensive rebound by Team,,73,81
257,3,7:10.0,T. Satoranský misses 2-pt layup from 1 ft,,73,81
258,3,7:08.0,,Defensive rebound by L. Aldridge,73,81
259,3,6:58.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. White),73,83
260,3,6:45.0,Shooting foul by L. Aldridge (drawn by T. Ariza),,73,83
261,3,6:45.0,T. Ariza misses free throw 1 of 2,,73,83
262,3,6:45.0,Offensive rebound by Team,,73,83
263,3,6:45.0,,P. Mills enters the game for B. Forbes,73,83
264,3,6:45.0,T. Ariza misses free throw 2 of 2,,73,83
265,3,6:43.0,,Defensive rebound by P. Gasol,73,83
266,3,6:22.0,,L. Aldridge misses 2-pt jump shot from 19 ft,73,83
267,3,6:21.0,,Offensive rebound by P. Gasol,73,83
268,3,6:20.0,,P. Gasol misses 2-pt layup from 1 ft,73,83
269,3,6:18.0,Defensive rebound by T. Bryant,,73,83
270,3,6:11.0,T. Ariza misses 3-pt jump shot from 25 ft,,73,83
271,3,6:11.0,,Defensive rebound by P. Gasol,73,83
272,3,6:00.0,,Personal foul by J. Green (drawn by P. Gasol),73,83
273,3,6:00.0,,D. Bertāns enters the game for P. Gasol,73,83
274,3,5:58.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Bertāns),73,86
275,3,5:36.0,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Bryant),,76,86
276,3,5:31.0,,Turnover by D. Bertāns (bad pass; steal by B. Beal),76,86
277,3,5:30.0,T. Satoranský makes 2-pt layup from 1 ft (assist by B. Beal),,78,86
278,3,5:30.0,,San Antonio full timeout,78,86
279,3,5:22.0,,D. Bertāns misses 3-pt jump shot from 24 ft,78,86
280,3,5:17.0,Defensive rebound by T. Satoranský,,78,86
281,3,5:12.0,B. Beal misses 3-pt jump shot from 24 ft,,78,86
282,3,5:10.0,,Defensive rebound by R. Gay,78,86
283,3,4:56.0,,L. Aldridge misses 3-pt jump shot from 23 ft,78,86
284,3,4:52.0,Defensive rebound by T. Ariza,,78,86
285,3,4:33.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by J. Green),,81,86
286,3,4:04.0,,R. Gay misses 2-pt jump shot from 14 ft,81,86
287,3,4:00.0,,Offensive rebound by L. Aldridge,81,86
288,3,3:59.0,,L. Aldridge misses 2-pt layup from 2 ft,81,86
289,3,3:57.0,Defensive rebound by T. Bryant,,81,86
290,3,3:51.0,Shooting foul by R. Gay (drawn by T. Bryant),,81,86
291,3,3:51.0,T. Bryant makes free throw 1 of 2,,82,86
292,3,3:51.0,,M. Belinelli enters the game for L. Aldridge,82,86
293,3,3:51.0,,J. Poeltl enters the game for R. Gay,82,86
294,3,3:51.0,T. Bryant misses free throw 2 of 2,,82,86
295,3,3:49.0,,Defensive rebound by J. Poeltl,82,86
296,3,3:31.0,,D. White makes 2-pt jump shot from 10 ft,82,88
297,3,3:21.0,T. Bryant misses 3-pt jump shot from 25 ft,,82,88
298,3,3:17.0,Offensive rebound by T. Bryant,,82,88
299,3,3:16.0,Turnover by T. Bryant (lost ball; steal by D. White),,82,88
300,3,3:06.0,,Turnover by D. White (bad pass; steal by B. Beal),82,88
301,3,2:57.0,Washington full timeout,,82,88
302,3,2:57.0,O. Porter enters the game for T. Bryant,,82,88
303,3,2:42.0,T. Ariza misses 3-pt jump shot from 24 ft,,82,88
304,3,2:40.0,,Defensive rebound by D. Bertāns,82,88
305,3,2:36.0,,M. Belinelli makes 3-pt jump shot from 28 ft (assist by P. Mills),82,91
306,3,2:23.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,84,91
307,3,2:16.0,,D. White makes 2-pt layup from 2 ft,84,93
308,3,2:06.0,B. Beal makes 2-pt jump shot from 21 ft (assist by J. Green),,86,93
309,3,1:41.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by J. Poeltl),86,96
310,3,1:21.0,J. Green misses 2-pt jump shot from 21 ft,,86,96
311,3,1:18.0,,Defensive rebound by M. Belinelli,86,96
312,3,1:07.0,,D. Bertāns makes 3-pt jump shot from 27 ft (assist by M. Belinelli),86,99
313,3,0:44.0,O. Porter misses 2-pt jump shot from 10 ft,,86,99
314,3,0:42.0,,Defensive rebound by M. Belinelli,86,99
315,3,0:38.0,,M. Belinelli misses 3-pt jump shot from 29 ft,86,99
316,3,0:36.0,,Offensive rebound by Team,86,99
317,3,0:36.0,T. Brown enters the game for T. Satoranský,,86,99
318,3,0:36.0,,B. Forbes enters the game for D. White,86,99
319,3,0:29.0,,D. Bertāns misses 3-pt jump shot from 27 ft,86,99
320,3,0:26.0,Defensive rebound by T. Ariza,,86,99
321,3,0:06.0,B. Beal misses 3-pt jump shot from 24 ft,,86,99
322,3,0:04.0,,Defensive rebound by M. Belinelli,86,99
323,3,0:01.0,,Turnover by M. Belinelli (bad pass; steal by O. Porter),86,99
324,3,0:00.0,O. Porter misses 3-pt jump shot from 33 ft,,86,99
325,3,0:00.0,Offensive rebound by Team,,86,99
326,4,11:47.0,Turnover by O. Porter (lost ball; steal by P. Mills),,86,99
327,4,11:47.0,Loose ball foul by B. Beal (drawn by B. Forbes),,86,99
328,4,11:36.0,,J. Poeltl misses 2-pt dunk from 1 ft,86,99
329,4,11:33.0,Defensive rebound by J. Green,,86,99
330,4,11:31.0,B. Beal makes 3-pt jump shot from 25 ft,,89,99
331,4,11:18.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Mills),89,102
332,4,11:04.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by B. Beal),,92,102
333,4,10:53.0,,D. Bertāns makes 2-pt jump shot from 11 ft (assist by P. Mills),92,104
334,4,10:41.0,T. Ariza misses 2-pt layup from 1 ft,,92,104
335,4,10:39.0,,Defensive rebound by B. Forbes,92,104
336,4,10:25.0,,P. Mills misses 3-pt jump shot from 26 ft,92,104
337,4,10:23.0,,Offensive rebound by Team,92,104
338,4,10:23.0,C. Randle enters the game for J. Green,,92,104
339,4,10:15.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Forbes),92,106
340,4,9:56.0,Shooting foul by J. Poeltl (drawn by T. Ariza),,92,106
341,4,9:56.0,T. Ariza makes free throw 1 of 2,,93,106
342,4,9:56.0,T. Ariza makes free throw 2 of 2,,94,106
343,4,9:41.0,,P. Mills makes 2-pt layup from 1 ft (assist by M. Belinelli),94,108
344,4,9:41.0,Washington full timeout,,94,108
345,4,9:25.0,Turnover by B. Beal (bad pass),,94,108
346,4,9:09.0,,D. Bertāns misses 3-pt jump shot from 25 ft,94,108
347,4,9:05.0,Defensive rebound by T. Brown,,94,108
348,4,8:56.0,B. Beal misses 2-pt jump shot from 23 ft,,94,108
349,4,8:56.0,,Defensive rebound by J. Poeltl,94,108
350,4,8:45.0,,D. Bertāns makes 2-pt jump shot from 10 ft (assist by P. Mills),94,110
351,4,8:36.0,Personal foul by B. Forbes (drawn by B. Beal),,94,110
352,4,8:36.0,T. Satoranský enters the game for T. Brown,,94,110
353,4,8:36.0,,L. Aldridge enters the game for D. Bertāns,94,110
354,4,8:36.0,,R. Gay enters the game for P. Mills,94,110
355,4,8:36.0,,D. White enters the game for J. Poeltl,94,110
356,4,8:31.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by C. Randle),,97,110
357,4,8:17.0,,B. Forbes makes 3-pt jump shot from 26 ft,97,113
358,4,8:06.0,T. Ariza misses 3-pt jump shot from 25 ft,,97,113
359,4,8:03.0,Offensive rebound by B. Beal,,97,113
360,4,8:03.0,B. Beal makes 2-pt layup from 1 ft,,99,113
361,4,7:49.0,,D. White makes 2-pt layup from 1 ft,99,115
362,4,7:30.0,O. Porter makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,102,115
363,4,7:30.0,,San Antonio full timeout,102,115
364,4,7:30.0,J. Green enters the game for C. Randle,,102,115
365,4,7:08.0,,R. Gay makes 2-pt dunk from 1 ft (assist by D. White),102,117
366,4,7:00.0,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,105,117
367,4,6:40.0,,Personal foul by O. Porter (drawn by L. Aldridge),105,117
368,4,6:37.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by L. Aldridge),105,120
369,4,6:23.0,B. Beal misses 2-pt jump shot from 19 ft,,105,120
370,4,6:20.0,,Defensive rebound by M. Belinelli,105,120
371,4,6:08.0,,Shooting foul by B. Beal (drawn by D. White),105,120
372,4,6:08.0,,D. White makes free throw 1 of 2,105,121
373,4,6:08.0,,D. White makes free throw 2 of 2,105,122
374,4,5:55.0,Shooting foul by L. Aldridge (drawn by T. Satoranský),,105,122
375,4,5:55.0,T. Satoranský makes free throw 1 of 2,,106,122
376,4,5:55.0,T. Satoranský misses free throw 2 of 2,,106,122
377,4,5:53.0,,Defensive rebound by R. Gay,106,122
378,4,5:39.0,,L. Aldridge makes 2-pt hook shot from 4 ft (assist by R. Gay),106,124
379,4,5:39.0,,Shooting foul by J. Green (drawn by L. Aldridge),106,124
