,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BROOKLYN_ACTION,SACRAMENTO_SCORE,BROOKLYN_SCORE
374,4,7:21.0,Personal foul by J. Harris (drawn by M. Bagley),,89,108
375,4,7:21.0,W. Cauley-Stein enters the game for M. Bagley,,89,108
376,4,7:21.0,D. Fox enters the game for Y. Ferrell,,89,108
377,4,7:21.0,J. Jackson enters the game for H. Giles,,89,108
378,4,7:21.0,I. Shumpert enters the game for B. Hield,,89,108
379,4,7:09.0,B. Bogdanović makes 3-pt jump shot from 25 ft,,92,108
380,4,6:42.0,,S. Dinwiddie misses 2-pt layup from 1 ft,92,108
381,4,6:39.0,Defensive rebound by D. Fox,,92,108
382,4,6:35.0,D. Fox misses 2-pt layup from 2 ft (block by T. Graham),,92,108
383,4,6:32.0,,Defensive rebound by T. Graham,92,108
384,4,6:25.0,,E. Davis makes 2-pt layup from 1 ft (assist by D. Russell),92,110
385,4,6:22.0,Sacramento full timeout,,92,110
386,4,6:09.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,92,110
387,4,6:05.0,,Defensive rebound by E. Davis,92,110
388,4,5:55.0,,J. Harris misses 2-pt layup from 3 ft (block by J. Jackson),92,110
389,4,5:51.0,,Offensive rebound by J. Harris,92,110
390,4,5:50.0,,J. Harris makes 2-pt layup from 1 ft,92,112
391,4,5:42.0,Turnover by D. Fox (traveling),,92,112
392,4,5:26.0,,D. Russell makes 2-pt jump shot from 11 ft (assist by T. Graham),92,114
393,4,5:18.0,I. Shumpert misses 3-pt jump shot from 25 ft,,92,114
394,4,5:15.0,,Defensive rebound by E. Davis,92,114
395,4,5:11.0,,D. Russell misses 3-pt jump shot from 27 ft,92,114
396,4,5:08.0,Defensive rebound by J. Jackson,,92,114
397,4,4:58.0,Turnover by D. Fox (bad pass; steal by E. Davis),,92,114
398,4,4:53.0,,T. Graham misses 3-pt jump shot from 26 ft,92,114
399,4,4:49.0,Defensive rebound by W. Cauley-Stein,,92,114
400,4,4:42.0,B. Bogdanović misses 2-pt layup from 3 ft,,92,114
401,4,4:42.0,,Defensive rebound by E. Davis,92,114
402,4,4:26.0,,D. Russell misses 2-pt layup from 3 ft,92,114
403,4,4:24.0,,Offensive rebound by E. Davis,92,114
404,4,4:20.0,,D. Russell misses 3-pt jump shot from 25 ft,92,114
405,4,4:14.0,Defensive rebound by J. Jackson,,92,114
406,4,4:06.0,I. Shumpert misses 2-pt jump shot from 23 ft,,92,114
407,4,4:03.0,,Defensive rebound by E. Davis,92,114
408,4,3:45.0,,Turnover by T. Graham (out of bounds lost ball),92,114
409,4,3:45.0,D. Fox misses 2-pt jump shot from 12 ft,,92,114
410,4,3:39.0,,Defensive rebound by J. Harris,92,114
411,4,3:39.0,,Brooklyn full timeout,92,114
412,4,3:39.0,,D. Carroll enters the game for S. Dinwiddie,92,114
413,4,3:39.0,,R. Hollis-Jefferson enters the game for T. Graham,92,114
414,4,3:39.0,,R. Kurucs enters the game for J. Harris,92,114
415,4,3:39.0,,S. Napier enters the game for D. Russell,92,114
416,4,3:18.0,,Turnover by D. Carroll (lost ball; steal by B. Bogdanović),92,114
417,4,3:12.0,J. Jackson makes 2-pt layup from 2 ft (assist by B. Bogdanović),,94,114
418,4,2:49.0,,D. Carroll makes 2-pt layup from 1 ft (assist by S. Napier),94,116
419,4,2:43.0,B. Bogdanović misses 2-pt jump shot from 7 ft (block by R. Hollis-Jefferson),,94,116
420,4,2:42.0,Offensive rebound by B. Bogdanović,,94,116
421,4,2:42.0,,Loose ball foul by R. Kurucs (drawn by B. Bogdanović),94,116
422,4,2:39.0,Turnover by B. Bogdanović (bad pass; steal by S. Napier),,94,116
423,4,2:36.0,,S. Napier makes 2-pt layup from 1 ft,94,118
424,4,2:24.0,Turnover by I. Shumpert (bad pass),,94,118
425,4,2:24.0,Y. Ferrell enters the game for B. Bogdanović,,94,118
426,4,2:24.0,H. Giles enters the game for W. Cauley-Stein,,94,118
427,4,2:24.0,F. Mason enters the game for D. Fox,,94,118
428,4,2:10.0,,Offensive foul by E. Davis (drawn by I. Shumpert),94,118
429,4,2:10.0,,Turnover by E. Davis (offensive foul),94,118
430,4,2:01.0,Personal foul by S. Napier (drawn by H. Giles),,94,118
431,4,1:54.0,I. Shumpert misses 2-pt layup from 3 ft,,94,118
432,4,1:52.0,,Defensive rebound by E. Davis,94,118
433,4,1:43.0,,R. Hollis-Jefferson makes 2-pt layup from 4 ft,94,120
434,4,1:43.0,,Shooting foul by H. Giles (drawn by R. Hollis-Jefferson),94,120
435,4,1:43.0,,R. Hollis-Jefferson makes free throw 1 of 1,94,121
436,4,1:29.0,Y. Ferrell misses 2-pt jump shot from 21 ft,,94,121
437,4,1:29.0,,Defensive rebound by R. Hollis-Jefferson,94,121
438,4,1:14.0,,D. Carroll makes 2-pt layup from 4 ft,94,123
439,4,1:02.0,J. Jackson misses 3-pt jump shot from 26 ft,,94,123
440,4,1:02.0,Offensive rebound by Y. Ferrell,,94,123
441,4,0:52.0,Turnover by I. Shumpert (lost ball; steal by S. Napier),,94,123
442,4,0:47.0,,Turnover by D. Carroll (traveling),94,123
443,4,0:37.0,F. Mason misses 3-pt jump shot from 26 ft,,94,123
444,4,0:34.0,,Defensive rebound by E. Davis,94,123
445,4,0:11.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,94,123
446,4,0:11.0,,Offensive rebound by Team,94,123
447,4,0:11.0,,Turnover by Team (shot clock),94,123
