,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
116,2,11:05.0,Defensive rebound by K. Koufos,,34,35
117,2,10:54.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,34,35
118,2,10:51.0,Offensive rebound by Y. Ferrell,,34,35
119,2,10:47.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,37,35
120,2,10:30.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by R. Holmes),37,38
121,2,10:17.0,K. Koufos makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),,39,38
122,2,10:05.0,,Offensive foul by T. Daniels (drawn by J. Jackson),39,38
123,2,10:05.0,,Turnover by T. Daniels (offensive foul),39,38
124,2,10:05.0,B. McLemore enters the game for H. Giles,,39,38
125,2,9:53.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,42,38
126,2,9:39.0,,Personal foul by Y. Ferrell (drawn by Q. Acy),42,38
127,2,9:39.0,,T. Warren enters the game for Q. Acy,42,38
128,2,9:32.0,,R. Holmes makes 2-pt jump shot from 8 ft (assist by J. Crawford),42,40
129,2,9:14.0,Personal foul by J. Crawford (drawn by B. Bogdanović),,42,40
130,2,8:59.0,Turnover by Team (shot clock),,42,40
131,2,8:45.0,,T. Daniels misses 3-pt jump shot from 27 ft,42,40
132,2,8:42.0,Defensive rebound by B. McLemore,,42,40
133,2,8:35.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,42,40
134,2,8:32.0,,Defensive rebound by K. Oubre,42,40
135,2,8:25.0,,K. Oubre makes 3-pt jump shot from 25 ft,42,43
136,2,8:11.0,B. McLemore makes 2-pt layup from 1 ft (assist by J. Jackson),,44,43
137,2,7:52.0,,J. Crawford misses 2-pt jump shot from 14 ft,44,43
138,2,7:50.0,Defensive rebound by K. Koufos,,44,43
139,2,7:43.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,47,43
140,2,7:42.0,,Phoenix full timeout,47,43
141,2,7:42.0,,D. Ayton enters the game for R. Holmes,47,43
142,2,7:27.0,,D. Ayton makes 2-pt jump shot from 20 ft,47,45
143,2,7:04.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,47,45
144,2,7:01.0,,Defensive rebound by T. Warren,47,45
145,2,6:47.0,,D. Ayton misses 2-pt jump shot from 14 ft,47,45
146,2,6:44.0,Defensive rebound by J. Jackson,,47,45
147,2,6:38.0,Y. Ferrell misses 2-pt layup from 2 ft (block by K. Oubre),,47,45
148,2,6:36.0,Offensive rebound by K. Koufos,,47,45
149,2,6:35.0,K. Koufos makes 2-pt hook shot from 1 ft,,49,45
150,2,6:24.0,,J. Crawford misses 2-pt jump shot from 15 ft,49,45
151,2,6:20.0,Defensive rebound by K. Koufos,,49,45
152,2,6:13.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by Y. Ferrell),,52,45
153,2,5:56.0,,T. Warren misses 2-pt jump shot from 12 ft,52,45
154,2,5:55.0,Defensive rebound by K. Koufos,,52,45
155,2,5:50.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,55,45
156,2,5:49.0,,Phoenix full timeout,55,45
157,2,5:49.0,,J. Jackson enters the game for J. Crawford,55,45
158,2,5:49.0,,D. Melton enters the game for T. Daniels,55,45
159,2,5:33.0,,K. Oubre makes 2-pt layup from 11 ft (assist by J. Jackson),55,47
160,2,5:17.0,Turnover by B. Bogdanović (bad pass),,55,47
161,2,5:05.0,,J. Jackson misses 2-pt jump shot from 10 ft,55,47
162,2,5:02.0,Defensive rebound by B. Bogdanović,,55,47
163,2,4:53.0,B. Bogdanović makes 2-pt jump shot from 10 ft,,57,47
164,2,4:38.0,,Offensive foul by J. Jackson (drawn by B. Bogdanović),57,47
165,2,4:38.0,,Turnover by J. Jackson (offensive foul),57,47
166,2,4:38.0,N. Bjelica enters the game for B. Bogdanović,,57,47
167,2,4:38.0,D. Fox enters the game for Y. Ferrell,,57,47
168,2,4:22.0,K. Koufos misses 2-pt hook shot from 9 ft,,57,47
169,2,4:20.0,,Defensive rebound by D. Ayton,57,47
170,2,4:09.0,,Offensive foul by D. Ayton (drawn by D. Fox),57,47
171,2,4:09.0,,Turnover by D. Ayton (offensive foul),57,47
172,2,4:09.0,W. Cauley-Stein enters the game for K. Koufos,,57,47
173,2,3:55.0,Turnover by D. Fox (bad pass; steal by K. Oubre),,57,47
174,2,3:50.0,,T. Warren makes 2-pt layup from 1 ft (assist by K. Oubre),57,49
175,2,3:43.0,B. McLemore misses 2-pt jump shot from 9 ft,,57,49
176,2,3:40.0,,Defensive rebound by K. Oubre,57,49
177,2,3:34.0,,K. Oubre misses 2-pt layup from 7 ft (block by W. Cauley-Stein),57,49
178,2,3:30.0,Defensive rebound by N. Bjelica,,57,49
179,2,3:30.0,B. Hield enters the game for J. Jackson,,57,49
180,2,3:30.0,,J. Crawford enters the game for K. Oubre,57,49
181,2,3:25.0,Shooting foul by T. Warren (drawn by N. Bjelica),,57,49
182,2,3:25.0,N. Bjelica makes free throw 1 of 2,,58,49
183,2,3:25.0,N. Bjelica makes free throw 2 of 2,,59,49
184,2,3:10.0,,D. Ayton makes 2-pt dunk at rim (assist by J. Crawford),59,51
185,2,2:58.0,D. Fox makes 2-pt jump shot from 1 ft,,61,51
186,2,2:58.0,Shooting foul by D. Melton (drawn by D. Fox),,61,51
187,2,2:58.0,,M. Bridges enters the game for D. Melton,61,51
188,2,2:58.0,D. Fox makes free throw 1 of 1,,62,51
189,2,2:46.0,,Personal foul by W. Cauley-Stein (drawn by D. Ayton),62,51
190,2,2:40.0,,Turnover by J. Crawford (bad pass; steal by W. Cauley-Stein),62,51
191,2,2:36.0,Turnover by B. McLemore (off goaltending),,62,51
192,2,2:20.0,,Turnover by J. Crawford (lost ball; steal by N. Bjelica),62,51
193,2,2:20.0,Personal take foul by J. Crawford (drawn by N. Bjelica),,62,51
194,2,2:11.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by N. Bjelica),,64,51
195,2,1:58.0,,T. Warren misses 3-pt jump shot from 25 ft,64,51
196,2,1:55.0,,Offensive rebound by D. Ayton,64,51
197,2,1:52.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Ayton),64,53
198,2,1:39.0,D. Fox makes 2-pt jump shot from 2 ft,,66,53
199,2,1:14.0,,T. Warren misses 2-pt jump shot from 18 ft,66,53
200,2,1:11.0,Defensive rebound by B. Hield,,66,53
201,2,1:10.0,Personal take foul by J. Jackson (drawn by B. Hield),,66,53
202,2,1:10.0,,Technical foul by J. Crawford,66,53
203,2,1:10.0,B. Hield makes technical free throw,,67,53
204,2,1:10.0,B. Hield makes free throw 1 of 2,,68,53
205,2,1:10.0,B. Hield makes free throw 2 of 2,,69,53
206,2,0:53.0,,Turnover by M. Bridges (bad pass; steal by D. Fox),69,53
207,2,0:47.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by B. Hield),,72,53
208,2,0:37.0,,D. Ayton misses 2-pt jump shot from 20 ft,72,53
209,2,0:34.0,Defensive rebound by B. McLemore,,72,53
210,2,0:13.0,D. Fox misses 2-pt jump shot from 22 ft,,72,53
211,2,0:10.0,,Defensive rebound by J. Crawford,72,53
212,2,0:01.0,,D. Ayton misses 2-pt hook shot from 3 ft,72,53
213,2,0:01.0,Defensive rebound by B. McLemore,,72,53
214,2,0:00.0,B. McLemore misses 3-pt jump shot from 59 ft,,72,53
215,2,0:00.0,Offensive rebound by Team,,72,53
216,3,11:45.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Fox),,74,53
217,3,11:29.0,,Turnover by J. Jackson (bad pass; steal by W. Cauley-Stein),74,53
218,3,11:26.0,Turnover by B. Hield (bad pass; steal by D. Melton),,74,53
219,3,11:22.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Melton),74,55
220,3,11:13.0,Turnover by D. Fox (bad pass; steal by M. Bridges),,74,55
221,3,11:02.0,,T. Warren makes 2-pt layup from 1 ft,74,57
222,3,10:47.0,Turnover by D. Fox (bad pass; steal by D. Melton),,74,57
223,3,10:43.0,,D. Melton misses 2-pt layup at rim (block by D. Fox),74,57
224,3,10:40.0,Defensive rebound by N. Bjelica,,74,57
225,3,10:39.0,Shooting foul by D. Ayton (drawn by D. Fox),,74,57
226,3,10:39.0,D. Fox makes free throw 1 of 2,,75,57
227,3,10:39.0,D. Fox misses free throw 2 of 2,,75,57
228,3,10:37.0,,Defensive rebound by D. Ayton,75,57
229,3,10:22.0,,D. Melton misses 3-pt jump shot from 26 ft,75,57
230,3,10:18.0,Defensive rebound by B. Bogdanović,,75,57
231,3,10:04.0,W. Cauley-Stein misses 2-pt hook shot from 4 ft,,75,57
232,3,10:02.0,,Defensive rebound by D. Ayton,75,57
233,3,9:57.0,,Shooting foul by D. Fox (drawn by T. Warren),75,57
234,3,9:57.0,,T. Warren misses free throw 1 of 2,75,57
235,3,9:57.0,,Offensive rebound by Team,75,57
236,3,9:57.0,,T. Warren makes free throw 2 of 2,75,58
237,3,9:39.0,Shooting foul by D. Ayton (drawn by W. Cauley-Stein),,75,58
238,3,9:39.0,W. Cauley-Stein makes free throw 1 of 2,,76,58
239,3,9:39.0,,R. Holmes enters the game for D. Ayton,76,58
240,3,9:39.0,W. Cauley-Stein makes free throw 2 of 2,,77,58
241,3,9:26.0,,T. Warren makes 2-pt jump shot from 6 ft (assist by D. Melton),77,60
242,3,9:26.0,,Shooting foul by N. Bjelica (drawn by T. Warren),77,60
243,3,9:26.0,,T. Warren makes free throw 1 of 1,77,61
244,3,9:15.0,Turnover by D. Fox (lost ball; steal by M. Bridges),,77,61
245,3,9:12.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Bridges),77,63
246,3,9:12.0,Sacramento full timeout,,77,63
247,3,8:47.0,Turnover by B. Bogdanović (lost ball; steal by J. Jackson),,77,63
248,3,8:42.0,,J. Jackson misses 2-pt layup from 2 ft,77,63
249,3,8:41.0,,Offensive rebound by Team,77,63
250,3,8:41.0,Loose ball foul by D. Fox (drawn by M. Bridges),,77,63
251,3,8:27.0,,R. Holmes makes 2-pt layup from 1 ft (assist by J. Jackson),77,65
252,3,8:10.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by R. Holmes),,77,65
253,3,8:07.0,,Defensive rebound by J. Jackson,77,65
254,3,8:06.0,,Personal foul by B. Bogdanović (drawn by J. Jackson),77,65
255,3,8:06.0,J. Jackson enters the game for N. Bjelica,,77,65
256,3,7:59.0,,J. Jackson misses 2-pt layup from 2 ft (block by B. Bogdanović),77,65
257,3,7:56.0,Defensive rebound by B. Bogdanović,,77,65
258,3,7:54.0,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),,79,65
259,3,7:38.0,,D. Melton makes 2-pt hook shot from 5 ft,79,67
260,3,7:24.0,B. Hield misses 2-pt jump shot from 19 ft,,79,67
261,3,7:20.0,Offensive rebound by J. Jackson,,79,67
262,3,7:16.0,Personal foul by T. Warren (drawn by B. Bogdanović),,79,67
263,3,7:16.0,,K. Oubre enters the game for M. Bridges,79,67
264,3,7:05.0,B. Hield misses 2-pt jump shot from 7 ft,,79,67
265,3,7:00.0,,Defensive rebound by R. Holmes,79,67
266,3,6:50.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Melton),79,69
267,3,6:38.0,Shooting foul by J. Jackson (drawn by D. Fox),,79,69
268,3,6:38.0,D. Fox makes free throw 1 of 2,,80,69
269,3,6:38.0,D. Fox makes free throw 2 of 2,,81,69
270,3,6:19.0,,D. Melton misses 2-pt jump shot from 7 ft,81,69
271,3,6:17.0,Defensive rebound by J. Jackson,,81,69
272,3,6:07.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,81,69
273,3,6:05.0,,Defensive rebound by K. Oubre,81,69
274,3,6:03.0,,Shooting foul by J. Jackson (drawn by K. Oubre),81,69
275,3,6:03.0,,K. Oubre makes free throw 1 of 2,81,70
276,3,6:03.0,,K. Oubre makes free throw 2 of 2,81,71
277,3,5:54.0,B. Hield misses 3-pt jump shot from 26 ft,,81,71
278,3,5:51.0,,Defensive rebound by T. Warren,81,71
279,3,5:39.0,,T. Warren misses 2-pt jump shot from 13 ft,81,71
280,3,5:37.0,Defensive rebound by B. Hield,,81,71
281,3,5:37.0,Personal foul by J. Jackson (drawn by D. Fox),,81,71
282,3,5:37.0,H. Giles enters the game for B. Bogdanović,,81,71
283,3,5:37.0,D. Fox misses free throw 1 of 2,,81,71
284,3,5:37.0,Offensive rebound by Team,,81,71
285,3,5:37.0,D. Fox makes free throw 2 of 2,,82,71
286,3,5:20.0,,J. Jackson misses 2-pt jump shot from 6 ft,82,71
287,3,5:17.0,Defensive rebound by W. Cauley-Stein,,82,71
288,3,5:01.0,B. Hield misses 2-pt jump shot from 22 ft,,82,71
289,3,4:58.0,,Defensive rebound by K. Oubre,82,71
290,3,4:45.0,,K. Oubre makes 2-pt layup from 1 ft (assist by T. Warren),82,73
291,3,4:38.0,D. Fox makes 2-pt layup from 1 ft (assist by J. Jackson),,84,73
292,3,4:28.0,,D. Melton misses 3-pt jump shot from 24 ft,84,73
293,3,4:24.0,Defensive rebound by W. Cauley-Stein,,84,73
294,3,4:06.0,D. Fox misses 2-pt layup from 1 ft (block by R. Holmes),,84,73
295,3,4:04.0,,Defensive rebound by D. Melton,84,73
296,3,4:00.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Melton),84,75
297,3,3:34.0,J. Jackson misses 2-pt jump shot from 8 ft,,84,75
298,3,3:32.0,,Defensive rebound by R. Holmes,84,75
299,3,3:27.0,,K. Oubre misses 3-pt jump shot from 22 ft,84,75
300,3,3:23.0,Defensive rebound by J. Jackson,,84,75
301,3,3:20.0,Turnover by B. Hield (lost ball; steal by J. Jackson),,84,75
302,3,3:20.0,,Shooting foul by B. Hield (drawn by D. Melton),84,75
303,3,3:20.0,,D. Melton makes free throw 1 of 2,84,76
304,3,3:20.0,Y. Ferrell enters the game for W. Cauley-Stein,,84,76
305,3,3:20.0,K. Koufos enters the game for D. Fox,,84,76
306,3,3:20.0,,T. Daniels enters the game for J. Jackson,84,76
307,3,3:20.0,,D. Melton misses free throw 2 of 2,84,76
308,3,3:18.0,Defensive rebound by H. Giles,,84,76
309,3,3:02.0,Turnover by K. Koufos (bad pass; steal by D. Melton),,84,76
310,3,2:55.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by D. Melton),84,79
311,3,2:54.0,Sacramento full timeout,,84,79
312,3,2:31.0,H. Giles misses 2-pt dunk from 1 ft (block by R. Holmes),,84,79
313,3,2:28.0,,Defensive rebound by T. Warren,84,79
314,3,2:15.0,,T. Warren misses 3-pt jump shot from 26 ft,84,79
315,3,2:15.0,Defensive rebound by Team,,84,79
316,3,1:50.0,Turnover by J. Jackson (out of bounds lost ball),,84,79
317,3,1:37.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by K. Oubre),84,82
318,3,1:20.0,Y. Ferrell misses 2-pt jump shot from 21 ft,,84,82
319,3,1:17.0,Offensive rebound by J. Jackson,,84,82
320,3,1:13.0,K. Koufos makes 2-pt jump shot from 9 ft (assist by J. Jackson),,86,82
321,3,0:59.0,,T. Warren makes 2-pt jump shot from 10 ft,86,84
322,3,0:51.0,Offensive foul by K. Koufos (drawn by T. Warren),,86,84
323,3,0:51.0,Turnover by K. Koufos (offensive foul),,86,84
324,3,0:40.0,,T. Daniels misses 3-pt jump shot from 26 ft,86,84
325,3,0:36.0,Defensive rebound by B. Hield,,86,84
326,3,0:28.0,K. Koufos misses 2-pt hook shot from 2 ft (block by D. Melton),,86,84
327,3,0:24.0,,Defensive rebound by D. Melton,86,84
328,3,0:24.0,,Shooting foul by H. Giles (drawn by R. Holmes),86,84
329,3,0:24.0,,R. Holmes makes free throw 1 of 2,86,85
330,3,0:24.0,B. Bogdanović enters the game for K. Koufos,,86,85
331,3,0:24.0,,Q. Acy enters the game for T. Daniels,86,85
332,3,0:24.0,,M. Bridges enters the game for D. Melton,86,85
333,3,0:24.0,,R. Holmes makes free throw 2 of 2,86,86
334,3,0:02.0,Turnover by H. Giles (lost ball; steal by R. Holmes),,86,86
335,4,11:45.0,,K. Oubre misses 3-pt jump shot from 26 ft,86,86
336,4,11:41.0,,Offensive rebound by J. Crawford,86,86
337,4,11:40.0,,J. Crawford makes 3-pt jump shot from 26 ft,86,89
338,4,11:18.0,H. Giles misses 2-pt hook shot from 5 ft,,86,89
339,4,11:18.0,,Defensive rebound by Team,86,89
340,4,11:18.0,,Personal foul by H. Giles (drawn by K. Oubre),86,89
341,4,10:53.0,,K. Oubre misses 2-pt jump shot from 8 ft,86,89
342,4,10:51.0,Defensive rebound by J. Jackson,,86,89
343,4,10:49.0,Shooting foul by Q. Acy (drawn by J. Jackson),,86,89
344,4,10:49.0,,Technical foul by K. Oubre,86,89
345,4,10:49.0,B. McLemore misses technical free throw,,86,89
346,4,10:49.0,Offensive rebound by Team,,86,89
347,4,10:49.0,J. Jackson misses free throw 1 of 2,,86,89
348,4,10:49.0,Offensive rebound by Team,,86,89
349,4,10:49.0,J. Jackson makes free throw 2 of 2,,87,89
350,4,10:34.0,,J. Crawford misses 3-pt jump shot from 25 ft,87,89
351,4,10:32.0,Defensive rebound by Team,,87,89
352,4,10:32.0,,Loose ball foul by Q. Acy (drawn by J. Jackson),87,89
353,4,10:22.0,Turnover by B. Bogdanović (traveling),,87,89
354,4,10:13.0,,Personal foul by Y. Ferrell (drawn by J. Crawford),87,89
355,4,10:09.0,,J. Crawford misses 2-pt jump shot from 13 ft,87,89
356,4,10:06.0,Defensive rebound by Y. Ferrell,,87,89
357,4,10:01.0,Personal foul by K. Oubre (drawn by Y. Ferrell),,87,89
358,4,9:55.0,Personal foul by J. Crawford (drawn by H. Giles),,87,89
359,4,9:48.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by H. Giles),,90,89
360,4,9:47.0,,Phoenix full timeout,90,89
361,4,9:47.0,,D. Ayton enters the game for M. Bridges,90,89
362,4,9:47.0,,T. Daniels enters the game for R. Holmes,90,89
363,4,9:36.0,,T. Daniels makes 2-pt layup from 1 ft (assist by J. Crawford),90,91
364,4,9:20.0,B. McLemore misses 3-pt jump shot from 23 ft,,90,91
365,4,9:17.0,,Defensive rebound by J. Crawford,90,91
366,4,9:13.0,,Turnover by J. Crawford (bad pass; steal by H. Giles),90,91
367,4,9:10.0,Turnover by H. Giles (dbl dribble),,90,91
368,4,8:57.0,,K. Oubre makes 2-pt layup at rim,90,93
369,4,8:43.0,Personal foul by Q. Acy (drawn by J. Jackson),,90,93
370,4,8:43.0,J. Jackson makes free throw 1 of 2,,91,93
371,4,8:43.0,,M. Bridges enters the game for Q. Acy,91,93
372,4,8:43.0,J. Jackson makes free throw 2 of 2,,92,93
373,4,8:28.0,,D. Ayton makes 2-pt jump shot from 10 ft (assist by K. Oubre),92,95
374,4,8:12.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,92,95
