,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
89,1,0:56.0,Defensive rebound by K. Oubre,,31,30
90,1,0:51.0,Turnover by K. Oubre (bad pass; steal by B. Forbes),,31,30
91,1,0:50.0,,Personal take foul by J. Crawford (drawn by P. Mills),31,30
92,1,0:37.0,,Personal foul by K. Oubre (drawn by P. Gasol),31,30
93,1,0:37.0,,P. Gasol makes free throw 1 of 2,31,31
94,1,0:37.0,,P. Gasol misses free throw 2 of 2,31,31
95,1,0:36.0,Defensive rebound by K. Oubre,,31,31
96,1,0:28.0,J. Jackson misses 2-pt layup from 6 ft (block by M. Belinelli),,31,31
97,1,0:26.0,,Defensive rebound by M. Belinelli,31,31
98,1,0:24.0,,D. Cunningham makes 2-pt dunk from 1 ft (assist by P. Mills),31,33
99,1,0:02.0,D. Booker makes 2-pt jump shot from 22 ft,,33,33
100,2,11:49.0,,Shooting foul by J. Crawford (drawn by D. White),33,33
101,2,11:49.0,,D. White misses free throw 1 of 2,33,33
102,2,11:49.0,,Offensive rebound by Team,33,33
103,2,11:49.0,,D. White makes free throw 2 of 2,33,34
104,2,11:35.0,J. Crawford misses 3-pt jump shot from 26 ft,,33,34
105,2,11:34.0,,Defensive rebound by Team,33,34
106,2,11:18.0,,Shooting foul by E. Terry (drawn by D. White),33,34
107,2,11:18.0,,D. White makes free throw 1 of 2,33,35
108,2,11:18.0,,D. White makes free throw 2 of 2,33,36
109,2,11:02.0,E. Terry makes 2-pt dunk from 1 ft (assist by M. Bridges),,35,36
110,2,10:50.0,,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Mills),35,38
111,2,10:32.0,M. Bridges makes 3-pt jump shot from 25 ft,,38,38
112,2,10:21.0,,P. Mills misses 3-pt jump shot from 23 ft,38,38
113,2,10:18.0,Defensive rebound by T. Daniels,,38,38
114,2,10:13.0,M. Bridges misses 3-pt jump shot from 25 ft,,38,38
115,2,10:09.0,,Defensive rebound by M. Belinelli,38,38
116,2,10:02.0,,M. Belinelli makes 2-pt jump shot from 9 ft,38,40
117,2,9:46.0,Turnover by K. Oubre (lost ball; steal by D. White),,38,40
118,2,9:39.0,,M. Belinelli misses 2-pt jump shot from 15 ft,38,40
119,2,9:35.0,,Offensive rebound by R. Gay,38,40
120,2,9:35.0,,R. Gay makes 2-pt layup from 1 ft,38,42
121,2,9:26.0,,Violation by Team (kicked ball),38,42
122,2,9:26.0,,B. Forbes enters the game for P. Mills,38,42
123,2,9:19.0,Turnover by J. Crawford (bad pass; steal by R. Gay),,38,42
124,2,9:19.0,,Personal take foul by T. Daniels (drawn by B. Forbes),38,42
125,2,9:08.0,,Personal foul by K. Oubre (drawn by R. Gay),38,42
126,2,9:08.0,,D. Bertāns enters the game for M. Belinelli,38,42
127,2,9:03.0,,D. White makes 2-pt jump shot from 18 ft,38,44
128,2,8:39.0,K. Oubre misses 2-pt layup from 4 ft,,38,44
129,2,8:39.0,Offensive rebound by Team,,38,44
130,2,8:39.0,,Loose ball foul by J. Poeltl (drawn by K. Oubre),38,44
131,2,8:39.0,,L. Aldridge enters the game for J. Poeltl,38,44
132,2,8:35.0,K. Oubre makes 2-pt jump shot from 7 ft,,40,44
133,2,8:35.0,Shooting foul by R. Gay (drawn by K. Oubre),,40,44
134,2,8:35.0,R. Holmes enters the game for E. Terry,,40,44
135,2,8:35.0,K. Oubre makes free throw 1 of 1,,41,44
136,2,8:20.0,,L. Aldridge misses 2-pt jump shot from 20 ft,41,44
137,2,8:15.0,Defensive rebound by K. Oubre,,41,44
138,2,8:11.0,Shooting foul by B. Forbes (drawn by R. Holmes),,41,44
139,2,8:11.0,R. Holmes makes free throw 1 of 2,,42,44
140,2,8:11.0,R. Holmes misses free throw 2 of 2,,42,44
141,2,8:11.0,,Defensive rebound by Team,42,44
142,2,7:51.0,,D. White makes 2-pt jump shot from 14 ft,42,46
143,2,7:41.0,J. Crawford makes 2-pt jump shot from 19 ft,,44,46
144,2,7:24.0,,R. Gay misses 2-pt jump shot from 17 ft,44,46
145,2,7:22.0,Defensive rebound by T. Daniels,,44,46
146,2,7:15.0,J. Crawford makes 2-pt jump shot from 15 ft,,46,46
147,2,7:11.0,,San Antonio full timeout,46,46
148,2,7:11.0,D. Booker enters the game for K. Oubre,,46,46
149,2,7:03.0,,D. White makes 2-pt layup from 4 ft,46,48
150,2,6:48.0,R. Holmes makes 2-pt dunk from 2 ft (assist by J. Crawford),,48,48
151,2,6:37.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by R. Gay),48,51
152,2,6:15.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by R. Holmes),,51,51
153,2,6:00.0,,D. White makes 2-pt jump shot from 11 ft (assist by L. Aldridge),51,53
154,2,5:47.0,Shooting foul by R. Gay (drawn by J. Crawford),,51,53
155,2,5:47.0,J. Jackson enters the game for T. Daniels,,51,53
156,2,5:47.0,,M. Belinelli enters the game for B. Forbes,51,53
157,2,5:47.0,,P. Mills enters the game for R. Gay,51,53
158,2,5:47.0,J. Crawford makes free throw 1 of 2,,52,53
159,2,5:47.0,J. Crawford makes free throw 2 of 2,,53,53
160,2,5:35.0,,D. White misses 2-pt jump shot from 17 ft,53,53
161,2,5:32.0,Defensive rebound by J. Crawford,,53,53
162,2,5:30.0,Shooting foul by M. Belinelli (drawn by D. Booker),,53,53
163,2,5:30.0,D. Booker makes free throw 1 of 2,,54,53
164,2,5:30.0,D. Booker makes free throw 2 of 2,,55,53
165,2,5:20.0,,M. Belinelli misses 2-pt jump shot from 18 ft,55,53
166,2,5:18.0,,Offensive rebound by L. Aldridge,55,53
167,2,5:16.0,,Offensive foul by D. Bertāns (drawn by J. Jackson),55,53
168,2,5:16.0,,Turnover by D. Bertāns (offensive foul),55,53
169,2,5:04.0,J. Crawford misses 2-pt jump shot from 20 ft,,55,53
170,2,5:02.0,,Defensive rebound by D. White,55,53
171,2,4:52.0,,L. Aldridge makes 2-pt layup from 3 ft (assist by D. White),55,55
172,2,4:28.0,R. Holmes makes 2-pt dunk at rim (assist by J. Jackson),,57,55
173,2,4:23.0,,Turnover by P. Mills (bad pass; steal by M. Bridges),57,55
174,2,4:17.0,J. Crawford misses 3-pt jump shot from 23 ft,,57,55
175,2,4:14.0,Offensive rebound by J. Crawford,,57,55
176,2,4:14.0,Shooting foul by M. Belinelli (drawn by R. Holmes),,57,55
177,2,4:14.0,R. Holmes misses free throw 1 of 2,,57,55
178,2,4:14.0,Offensive rebound by Team,,57,55
179,2,4:14.0,R. Holmes makes free throw 2 of 2,,58,55
180,2,4:04.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. White),58,58
181,2,4:04.0,Phoenix full timeout,,58,58
182,2,4:04.0,,L. Walker enters the game for D. White,58,58
183,2,3:46.0,D. Booker misses 3-pt jump shot from 25 ft,,58,58
184,2,3:44.0,,Defensive rebound by P. Mills,58,58
185,2,3:32.0,,D. Bertāns makes 3-pt jump shot from 26 ft (assist by M. Belinelli),58,61
186,2,3:16.0,Turnover by D. Booker (bad pass),,58,61
187,2,3:04.0,,Shooting foul by R. Holmes (drawn by L. Aldridge),58,61
188,2,3:04.0,,L. Aldridge makes free throw 1 of 2,58,62
189,2,3:04.0,,L. Aldridge makes free throw 2 of 2,58,63
190,2,2:53.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Booker),,61,63
191,2,2:38.0,,P. Mills misses 3-pt jump shot from 25 ft,61,63
192,2,2:36.0,Defensive rebound by J. Jackson,,61,63
193,2,2:29.0,Turnover by J. Jackson (bad pass; steal by D. Bertāns),,61,63
194,2,2:23.0,,L. Walker misses 2-pt layup from 3 ft,61,63
195,2,2:22.0,Defensive rebound by R. Holmes,,61,63
196,2,2:17.0,M. Bridges makes 2-pt jump shot from 2 ft (assist by J. Crawford),,63,63
197,2,1:56.0,,D. Bertāns misses 3-pt jump shot from 27 ft,63,63
198,2,1:56.0,Defensive rebound by M. Bridges,,63,63
199,2,1:46.0,J. Jackson misses 2-pt jump shot from 8 ft,,63,63
200,2,1:43.0,,Defensive rebound by D. Bertāns,63,63
201,2,1:38.0,,D. Bertāns misses 3-pt jump shot from 25 ft,63,63
202,2,1:38.0,,Offensive rebound by Team,63,63
203,2,1:36.0,,Personal foul by R. Holmes (drawn by L. Aldridge),63,63
204,2,1:36.0,,L. Aldridge makes free throw 1 of 2,63,64
205,2,1:36.0,K. Oubre enters the game for J. Crawford,,63,64
206,2,1:36.0,E. Terry enters the game for R. Holmes,,63,64
207,2,1:36.0,,L. Aldridge makes free throw 2 of 2,63,65
208,2,1:21.0,Turnover by J. Jackson (bad pass; steal by D. Bertāns),,63,65
209,2,1:16.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by M. Belinelli),63,68
210,2,0:56.0,K. Oubre misses 3-pt jump shot from 23 ft,,63,68
211,2,0:55.0,Offensive rebound by M. Bridges,,63,68
212,2,0:55.0,M. Bridges makes 2-pt layup from 1 ft,,65,68
213,2,0:55.0,Shooting foul by L. Aldridge (drawn by M. Bridges),,65,68
214,2,0:55.0,M. Bridges misses free throw 1 of 1,,65,68
215,2,0:53.0,,Defensive rebound by L. Aldridge,65,68
216,2,0:38.0,,M. Belinelli misses 2-pt layup from 2 ft,65,68
217,2,0:36.0,Defensive rebound by D. Booker,,65,68
218,2,0:32.0,D. Booker makes 2-pt jump shot from 6 ft,,67,68
219,2,0:18.0,,Shooting foul by E. Terry (drawn by L. Aldridge),67,68
220,2,0:18.0,,L. Aldridge makes free throw 1 of 2,67,69
221,2,0:18.0,J. Crawford enters the game for J. Jackson,,67,69
222,2,0:18.0,R. Holmes enters the game for E. Terry,,67,69
223,2,0:18.0,,L. Aldridge makes free throw 2 of 2,67,70
224,2,0:00.0,R. Holmes misses 2-pt hook shot from 5 ft,,67,70
225,2,0:00.0,,Defensive rebound by L. Walker,67,70
226,3,11:46.0,,R. Gay makes 2-pt hook shot from 4 ft,67,72
227,3,11:29.0,M. Bridges misses 3-pt jump shot from 26 ft,,67,72
228,3,11:26.0,,Defensive rebound by L. Aldridge,67,72
229,3,11:17.0,,D. White misses 3-pt jump shot from 25 ft,67,72
230,3,11:13.0,Defensive rebound by J. Jackson,,67,72
231,3,11:06.0,D. Booker makes 2-pt jump shot from 13 ft (assist by J. Jackson),,69,72
232,3,10:53.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by R. Gay),69,74
233,3,10:34.0,D. Booker makes 2-pt jump shot from 15 ft,,71,74
234,3,10:21.0,,R. Gay makes 2-pt jump shot from 15 ft,71,76
235,3,10:04.0,J. Jackson makes 2-pt jump shot from 11 ft,,73,76
236,3,9:50.0,,D. White misses 2-pt jump shot from 12 ft,73,76
237,3,9:47.0,Defensive rebound by R. Holmes,,73,76
238,3,9:41.0,D. Booker makes 3-pt jump shot from 26 ft (assist by M. Bridges),,76,76
239,3,9:39.0,,San Antonio full timeout,76,76
240,3,9:19.0,,Turnover by D. Bertāns (bad pass; steal by M. Bridges),76,76
241,3,9:00.0,R. Holmes makes 2-pt jump shot from 12 ft (assist by D. Booker),,78,76
242,3,8:44.0,,R. Gay misses 2-pt jump shot from 16 ft,78,76
243,3,8:41.0,Defensive rebound by R. Holmes,,78,76
244,3,8:33.0,D. Booker misses 2-pt jump shot from 12 ft,,78,76
245,3,8:31.0,,Defensive rebound by R. Gay,78,76
246,3,8:22.0,,B. Forbes misses 3-pt jump shot from 26 ft,78,76
247,3,8:17.0,,Offensive rebound by L. Aldridge,78,76
248,3,8:17.0,,L. Aldridge misses 2-pt layup at rim,78,76
249,3,8:16.0,,Offensive rebound by L. Aldridge,78,76
250,3,8:14.0,,D. Bertāns misses 3-pt jump shot from 26 ft,78,76
251,3,8:12.0,Defensive rebound by J. Jackson,,78,76
252,3,7:50.0,R. Holmes misses 2-pt jump shot from 12 ft,,78,76
253,3,7:48.0,,Defensive rebound by L. Aldridge,78,76
254,3,7:34.0,,D. White makes 2-pt layup from 2 ft,78,78
255,3,7:12.0,J. Jackson misses 3-pt jump shot from 25 ft,,78,78
256,3,7:09.0,,Defensive rebound by B. Forbes,78,78
257,3,6:55.0,,B. Forbes makes 2-pt jump shot from 19 ft (assist by L. Aldridge),78,80
258,3,6:55.0,Phoenix full timeout,,78,80
259,3,6:55.0,,M. Belinelli enters the game for R. Gay,78,80
260,3,6:45.0,J. Jackson misses 2-pt layup from 2 ft (block by D. Bertāns),,78,80
261,3,6:45.0,,Defensive rebound by Team,78,80
262,3,6:27.0,,Turnover by B. Forbes (traveling),78,80
263,3,6:18.0,Turnover by D. Booker (bad pass),,78,80
264,3,6:03.0,,D. White misses 2-pt layup from 4 ft (block by R. Holmes),78,80
265,3,5:59.0,Defensive rebound by M. Bridges,,78,80
266,3,5:59.0,Shooting foul by B. Forbes (drawn by D. Booker),,78,80
267,3,5:59.0,D. Booker makes free throw 1 of 2,,79,80
268,3,5:59.0,K. Oubre enters the game for M. Bridges,,79,80
269,3,5:59.0,,P. Mills enters the game for B. Forbes,79,80
270,3,5:59.0,D. Booker makes free throw 2 of 2,,80,80
271,3,5:37.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Bertāns),80,83
272,3,5:23.0,K. Oubre misses 3-pt jump shot from 26 ft,,80,83
273,3,5:19.0,,Defensive rebound by D. White,80,83
274,3,4:59.0,,D. White misses 2-pt jump shot from 4 ft (block by J. Jackson),80,83
275,3,4:57.0,,Offensive rebound by P. Mills,80,83
276,3,4:57.0,,P. Mills misses 3-pt jump shot from 25 ft,80,83
277,3,4:57.0,,Offensive rebound by Team,80,83
278,3,4:57.0,Loose ball foul by R. Holmes (drawn by L. Aldridge),,80,83
279,3,4:57.0,E. Terry enters the game for R. Holmes,,80,83
280,3,4:57.0,,J. Poeltl enters the game for L. Aldridge,80,83
281,3,4:50.0,,M. Belinelli misses 3-pt jump shot from 25 ft,80,83
282,3,4:46.0,Defensive rebound by J. Jackson,,80,83
283,3,4:40.0,J. Jackson misses 3-pt jump shot from 26 ft,,80,83
284,3,4:39.0,,Defensive rebound by Team,80,83
285,3,4:39.0,Loose ball foul by K. Oubre (drawn by P. Mills),,80,83
286,3,4:23.0,,D. Bertāns makes 2-pt jump shot from 8 ft (assist by M. Belinelli),80,85
287,3,4:23.0,,Shooting foul by J. Jackson (drawn by D. Bertāns),80,85
288,3,4:23.0,,D. Bertāns makes free throw 1 of 1,80,86
289,3,4:00.0,Turnover by E. Terry (lost ball; steal by P. Mills),,80,86
290,3,3:57.0,,Personal foul by D. Booker (drawn by P. Mills),80,86
291,3,3:57.0,J. Crawford enters the game for E. Okobo,,80,86
292,3,3:57.0,,R. Gay enters the game for D. Bertāns,80,86
293,3,3:51.0,,P. Mills makes 3-pt jump shot from 26 ft,80,89
294,3,3:51.0,Phoenix full timeout,,80,89
295,3,3:33.0,D. Booker makes 2-pt layup from 2 ft (assist by J. Crawford),,82,89
296,3,3:16.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by M. Belinelli),82,91
297,3,3:07.0,Offensive foul by E. Terry (drawn by P. Mills),,82,91
298,3,3:07.0,Turnover by E. Terry (offensive foul),,82,91
299,3,2:46.0,,R. Gay misses 2-pt layup from 4 ft,82,91
300,3,2:44.0,Defensive rebound by K. Oubre,,82,91
301,3,2:32.0,J. Jackson misses 2-pt jump shot from 19 ft,,82,91
302,3,2:29.0,,Defensive rebound by P. Mills,82,91
303,3,2:24.0,,P. Mills misses 3-pt jump shot from 25 ft,82,91
304,3,2:22.0,,Offensive rebound by J. Poeltl,82,91
305,3,2:20.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),82,94
306,3,2:18.0,Phoenix full timeout,,82,94
307,3,2:18.0,,B. Forbes enters the game for D. White,82,94
308,3,2:03.0,Shooting foul by M. Belinelli (drawn by K. Oubre),,82,94
309,3,2:03.0,K. Oubre makes free throw 1 of 2,,83,94
310,3,2:03.0,K. Oubre makes free throw 2 of 2,,84,94
311,3,1:49.0,,Turnover by P. Mills (lost ball; steal by J. Crawford),84,94
312,3,1:47.0,Turnover by J. Crawford (bad pass),,84,94
313,3,1:28.0,,R. Gay makes 2-pt jump shot from 14 ft,84,96
314,3,1:19.0,D. Booker makes 2-pt jump shot from 11 ft,,86,96
315,3,1:19.0,Shooting foul by B. Forbes (drawn by D. Booker),,86,96
316,3,1:19.0,D. Booker makes free throw 1 of 1,,87,96
317,3,1:00.0,,R. Gay misses 2-pt layup from 4 ft,87,96
318,3,0:58.0,Defensive rebound by E. Terry,,87,96
319,3,0:52.0,K. Oubre misses 3-pt jump shot from 26 ft,,87,96
320,3,0:48.0,,Defensive rebound by R. Gay,87,96
321,3,0:37.0,,R. Gay misses 2-pt jump shot from 8 ft,87,96
322,3,0:35.0,Defensive rebound by E. Terry,,87,96
323,3,0:30.0,J. Crawford makes 3-pt jump shot from 25 ft,,90,96
324,3,0:10.0,,P. Mills misses 2-pt jump shot from 17 ft,90,96
325,3,0:09.0,Defensive rebound by K. Oubre,,90,96
326,3,0:04.0,Personal foul by P. Mills (drawn by J. Crawford),,90,96
327,3,0:04.0,J. Crawford misses free throw 1 of 2,,90,96
328,3,0:04.0,Offensive rebound by Team,,90,96
329,3,0:04.0,M. Bridges enters the game for D. Booker,,90,96
330,3,0:04.0,J. Crawford makes free throw 2 of 2,,91,96
331,3,0:00.0,,B. Forbes misses 3-pt jump shot from 26 ft (block by K. Oubre),91,96
332,3,0:00.0,,Offensive rebound by Team,91,96
333,4,11:43.0,J. Crawford makes 2-pt jump shot from 17 ft,,93,96
334,4,11:30.0,,Turnover by M. Belinelli (bad pass; steal by E. Terry),93,96
335,4,11:26.0,E. Terry makes 2-pt layup from 2 ft (assist by M. Bridges),,95,96
336,4,11:26.0,,Violation by Team (def goaltending),95,96
337,4,11:10.0,,M. Belinelli misses 3-pt jump shot from 29 ft,95,96
338,4,11:07.0,Defensive rebound by E. Terry,,95,96
339,4,11:00.0,Turnover by E. Okobo (bad pass),,95,96
340,4,11:00.0,R. Holmes enters the game for E. Terry,,95,96
341,4,10:39.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),95,99
342,4,10:25.0,J. Crawford makes 2-pt jump shot from 19 ft,,97,99
343,4,10:12.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by L. Aldridge),97,101
344,4,10:12.0,,Shooting foul by M. Bridges (drawn by M. Belinelli),97,101
345,4,10:12.0,,D. Bertāns enters the game for B. Forbes,97,101
346,4,10:12.0,,D. White enters the game for P. Mills,97,101
347,4,10:12.0,,M. Belinelli makes free throw 1 of 1,97,102
348,4,9:59.0,J. Crawford misses 2-pt jump shot from 17 ft,,97,102
349,4,9:56.0,,Defensive rebound by L. Aldridge,97,102
350,4,9:46.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by L. Aldridge),97,104
351,4,9:24.0,E. Okobo misses 3-pt jump shot from 26 ft,,97,104
352,4,9:22.0,,Defensive rebound by Team,97,104
353,4,9:10.0,,Personal foul by K. Oubre (drawn by R. Gay),97,104
354,4,9:10.0,D. Booker enters the game for E. Okobo,,97,104
355,4,9:02.0,,M. Belinelli misses 2-pt jump shot from 19 ft,97,104
356,4,9:01.0,,Offensive rebound by L. Aldridge,97,104
357,4,8:58.0,,Turnover by L. Aldridge (bad pass; steal by D. Booker),97,104
358,4,8:58.0,Turnover by D. Booker (lost ball),,97,104
359,4,8:58.0,,Q. Pondexter enters the game for R. Gay,97,104
360,4,8:42.0,,D. Bertāns misses 2-pt jump shot from 12 ft,97,104
361,4,8:40.0,Defensive rebound by M. Bridges,,97,104
362,4,8:27.0,K. Oubre misses 3-pt jump shot from 23 ft,,97,104
363,4,8:25.0,,Defensive rebound by D. White,97,104
364,4,8:18.0,,D. Bertāns misses 3-pt jump shot from 25 ft,97,104
365,4,8:14.0,,Offensive rebound by L. Aldridge,97,104
366,4,8:05.0,,D. Bertāns misses 3-pt jump shot from 26 ft,97,104
367,4,8:04.0,,Offensive rebound by L. Aldridge,97,104
368,4,7:55.0,,D. White misses 2-pt layup from 2 ft,97,104
369,4,7:51.0,,Offensive rebound by D. White,97,104
370,4,7:51.0,,D. White misses 2-pt layup at rim,97,104
371,4,7:50.0,Defensive rebound by D. Booker,,97,104
372,4,7:47.0,D. Booker makes 2-pt layup at rim,,99,104
373,4,7:46.0,,San Antonio full timeout,99,104
374,4,7:46.0,,B. Forbes enters the game for Q. Pondexter,99,104
375,4,7:37.0,,Offensive foul by M. Belinelli (drawn by R. Holmes),99,104
376,4,7:37.0,,Turnover by M. Belinelli (offensive foul),99,104
377,4,7:21.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by D. Booker),,102,104
378,4,7:01.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. White),102,106
379,4,6:46.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by J. Crawford),,105,106
380,4,6:24.0,,D. White misses 2-pt layup from 6 ft (block by R. Holmes),105,106
381,4,6:24.0,,Offensive rebound by Team,105,106
382,4,6:24.0,,R. Gay enters the game for M. Belinelli,105,106
383,4,6:24.0,,P. Mills enters the game for D. White,105,106
