,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
378,4,6:39.0,Turnover by M. Bridges (out of bounds lost ball),,96,100
379,4,6:39.0,J. Lamb enters the game for M. Monk,,96,100
380,4,6:29.0,,D. Rose misses 2-pt jump shot from 14 ft,96,100
381,4,6:25.0,,Offensive rebound by D. Šarić,96,100
382,4,6:20.0,,K. Towns misses 2-pt hook shot from 7 ft,96,100
383,4,6:15.0,Defensive rebound by J. Lamb,,96,100
384,4,5:58.0,C. Zeller misses 3-pt jump shot from 25 ft,,96,100
385,4,5:55.0,,Defensive rebound by R. Covington,96,100
386,4,5:38.0,,Def 3 sec tech foul by Team,96,100
387,4,5:38.0,M. Kidd-Gilchrist enters the game for M. Bridges,,96,100
388,4,5:38.0,,R. Covington makes technical free throw,96,101
389,4,5:25.0,,R. Covington makes 2-pt layup from 1 ft,96,103
390,4,5:12.0,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),,98,103
391,4,4:55.0,,Shooting foul by C. Zeller (drawn by K. Towns),98,103
392,4,4:55.0,,K. Towns makes free throw 1 of 2,98,104
393,4,4:55.0,,A. Wiggins enters the game for D. Rose,98,104
394,4,4:55.0,,K. Towns makes free throw 2 of 2,98,105
395,4,4:44.0,J. Lamb misses 3-pt jump shot from 25 ft,,98,105
396,4,4:40.0,,Defensive rebound by A. Wiggins,98,105
397,4,4:35.0,,Shooting foul by J. Lamb (drawn by R. Covington),98,105
398,4,4:35.0,,R. Covington makes free throw 1 of 3,98,106
399,4,4:35.0,,R. Covington makes free throw 2 of 3,98,107
400,4,4:35.0,,R. Covington makes free throw 3 of 3,98,108
401,4,4:22.0,N. Batum misses 2-pt jump shot from 16 ft,,98,108
402,4,4:19.0,,Defensive rebound by K. Towns,98,108
403,4,4:07.0,,R. Covington makes 2-pt jump shot from 21 ft (assist by K. Towns),98,110
404,4,4:05.0,Charlotte full timeout,,98,110
405,4,4:05.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,98,110
406,4,4:05.0,M. Monk enters the game for J. Lamb,,98,110
407,4,3:52.0,K. Walker misses 2-pt layup from 1 ft,,98,110
408,4,3:48.0,,Defensive rebound by K. Towns,98,110
409,4,3:31.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),98,112
410,4,3:07.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,98,112
411,4,3:06.0,,Defensive rebound by K. Towns,98,112
412,4,3:01.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by J. Teague),98,115
413,4,2:42.0,N. Batum misses 2-pt layup from 4 ft,,98,115
414,4,2:39.0,,Defensive rebound by K. Towns,98,115
415,4,2:27.0,,Turnover by J. Teague (bad pass; steal by N. Batum),98,115
416,4,2:27.0,D. Bacon enters the game for N. Batum,,98,115
417,4,2:27.0,M. Bridges enters the game for F. Kaminsky,,98,115
418,4,2:27.0,D. Graham enters the game for K. Walker,,98,115
419,4,2:27.0,W. Hernangómez enters the game for C. Zeller,,98,115
420,4,2:16.0,Shooting foul by R. Covington (drawn by M. Monk),,98,115
421,4,2:16.0,M. Monk makes free throw 1 of 2,,99,115
422,4,2:16.0,M. Monk makes free throw 2 of 2,,100,115
423,4,1:59.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),100,117
424,4,1:47.0,M. Bridges misses 2-pt jump shot from 6 ft,,100,117
425,4,1:47.0,,Defensive rebound by R. Covington,100,117
426,4,1:35.0,,A. Wiggins makes 2-pt jump shot from 15 ft (assist by J. Teague),100,119
427,4,1:31.0,Personal take foul by K. Towns (drawn by D. Graham),,100,119
428,4,1:31.0,,G. Dieng enters the game for R. Covington,100,119
429,4,1:31.0,,T. Jones enters the game for D. Šarić,100,119
430,4,1:31.0,,J. Nunnally enters the game for J. Teague,100,119
431,4,1:31.0,,J. Okogie enters the game for K. Towns,100,119
432,4,1:31.0,,A. Tolliver enters the game for A. Wiggins,100,119
433,4,1:14.0,D. Bacon misses 2-pt jump shot from 9 ft,,100,119
434,4,1:12.0,Offensive rebound by W. Hernangómez,,100,119
435,4,1:12.0,W. Hernangómez makes 2-pt layup from 3 ft,,102,119
436,4,1:00.0,,G. Dieng makes 2-pt jump shot from 22 ft (assist by J. Nunnally),102,121
437,4,0:50.0,W. Hernangómez makes 2-pt jump shot from 5 ft (assist by D. Graham),,104,121
438,4,0:36.0,,J. Nunnally misses 2-pt jump shot from 21 ft,104,121
439,4,0:33.0,Defensive rebound by W. Hernangómez,,104,121
440,4,0:26.0,M. Bridges misses 3-pt jump shot from 25 ft,,104,121
441,4,0:22.0,,Defensive rebound by A. Tolliver,104,121
