,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
0,1,11:41.0,,W. Ellington misses 3-pt jump shot from 26 ft,0,0
1,1,11:37.0,Defensive rebound by B. Biyombo,,0,0
2,1,11:30.0,D. Bacon misses 2-pt layup from 4 ft,,0,0
3,1,11:27.0,,Defensive rebound by B. Griffin,0,0
4,1,11:23.0,,B. Griffin misses 3-pt jump shot from 26 ft,0,0
5,1,11:18.0,Defensive rebound by K. Walker,,0,0
6,1,11:13.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by K. Walker),,2,0
7,1,10:51.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by W. Ellington),2,3
8,1,10:26.0,K. Walker misses 3-pt jump shot from 25 ft,,2,3
9,1,10:24.0,,Defensive rebound by A. Drummond,2,3
10,1,10:19.0,,R. Jackson makes 3-pt jump shot from 27 ft (assist by B. Brown),2,6
11,1,9:58.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by N. Batum),,5,6
12,1,9:50.0,,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),5,8
13,1,9:37.0,K. Walker makes 2-pt layup from 2 ft,,7,8
14,1,9:29.0,,B. Griffin makes 3-pt jump shot from 27 ft (assist by R. Jackson),7,11
15,1,9:14.0,N. Batum misses 3-pt jump shot from 25 ft,,7,11
16,1,9:10.0,,Defensive rebound by R. Jackson,7,11
17,1,9:03.0,,R. Jackson misses 3-pt jump shot from 25 ft,7,11
18,1,8:59.0,Defensive rebound by N. Batum,,7,11
19,1,8:45.0,B. Biyombo misses 2-pt jump shot from 16 ft,,7,11
20,1,8:42.0,,Defensive rebound by B. Brown,7,11
21,1,8:24.0,,B. Griffin misses 3-pt jump shot from 25 ft,7,11
22,1,8:21.0,,Offensive rebound by B. Brown,7,11
23,1,8:19.0,,W. Ellington misses 3-pt jump shot from 25 ft,7,11
24,1,8:16.0,Defensive rebound by B. Biyombo,,7,11
25,1,8:10.0,D. Bacon makes 2-pt layup from 1 ft (assist by K. Walker),,9,11
26,1,7:51.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by R. Jackson),9,14
27,1,7:35.0,K. Walker misses 3-pt jump shot from 24 ft,,9,14
28,1,7:33.0,,Defensive rebound by A. Drummond,9,14
29,1,7:25.0,,R. Jackson misses 2-pt jump shot from 7 ft,9,14
30,1,7:24.0,,Offensive rebound by A. Drummond,9,14
31,1,7:22.0,,A. Drummond makes 2-pt dunk from 1 ft,9,16
32,1,7:21.0,Charlotte full timeout,,9,16
33,1,7:06.0,M. Bridges misses 2-pt layup from 2 ft,,9,16
34,1,7:05.0,Offensive rebound by M. Bridges,,9,16
35,1,7:05.0,M. Bridges misses 2-pt layup from 1 ft,,9,16
36,1,7:01.0,,Defensive rebound by R. Jackson,9,16
37,1,6:51.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Griffin),9,18
38,1,6:30.0,M. Bridges misses 3-pt jump shot from 24 ft,,9,18
39,1,6:27.0,,Defensive rebound by B. Griffin,9,18
40,1,6:10.0,,B. Griffin misses 2-pt hook shot from 6 ft,9,18
41,1,6:06.0,Defensive rebound by K. Walker,,9,18
42,1,5:58.0,K. Walker makes 2-pt layup from 4 ft,,11,18
43,1,5:35.0,,Turnover by W. Ellington (bad pass; steal by K. Walker),11,18
44,1,5:28.0,K. Walker misses 2-pt jump shot from 7 ft,,11,18
45,1,5:24.0,Offensive rebound by M. Bridges,,11,18
46,1,5:22.0,D. Bacon makes 2-pt layup from 2 ft (assist by N. Batum),,13,18
47,1,5:22.0,Shooting foul by R. Jackson (drawn by D. Bacon),,13,18
48,1,5:22.0,F. Kaminsky enters the game for M. Bridges,,13,18
49,1,5:22.0,D. Bacon makes free throw 1 of 1,,14,18
50,1,5:13.0,,R. Jackson misses 3-pt jump shot from 24 ft,14,18
51,1,5:10.0,,Offensive rebound by A. Drummond,14,18
52,1,5:10.0,,A. Drummond makes 2-pt dunk at rim,14,20
53,1,4:54.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,14,20
54,1,4:51.0,,Defensive rebound by A. Drummond,14,20
55,1,4:50.0,,Personal foul by F. Kaminsky (drawn by B. Griffin),14,20
56,1,4:50.0,J. Lamb enters the game for D. Bacon,,14,20
57,1,4:37.0,,B. Griffin misses 3-pt jump shot from 26 ft,14,20
58,1,4:34.0,Defensive rebound by K. Walker,,14,20
59,1,4:31.0,K. Walker makes 2-pt layup from 1 ft,,16,20
60,1,4:07.0,,R. Jackson misses 2-pt layup from 3 ft,16,20
61,1,4:06.0,Defensive rebound by K. Walker,,16,20
62,1,4:04.0,K. Walker makes 3-pt jump shot from 25 ft,,19,20
63,1,4:04.0,Shooting foul by W. Ellington (drawn by K. Walker),,19,20
64,1,4:04.0,M. Bridges enters the game for B. Biyombo,,19,20
65,1,4:04.0,,T. Maker enters the game for B. Griffin,19,20
66,1,4:04.0,,I. Smith enters the game for R. Jackson,19,20
67,1,4:04.0,K. Walker misses free throw 1 of 1,,19,20
68,1,3:59.0,,Defensive rebound by I. Smith,19,20
69,1,3:45.0,,I. Smith misses 2-pt jump shot from 17 ft,19,20
70,1,3:42.0,Defensive rebound by N. Batum,,19,20
71,1,3:24.0,Turnover by K. Walker (lost ball; steal by B. Brown),,19,20
72,1,3:19.0,,B. Brown misses 2-pt dunk at rim,19,20
73,1,3:17.0,Defensive rebound by J. Lamb,,19,20
74,1,3:08.0,F. Kaminsky makes 2-pt jump shot from 9 ft (assist by M. Bridges),,21,20
75,1,3:08.0,Shooting foul by I. Smith (drawn by F. Kaminsky),,21,20
76,1,3:08.0,F. Kaminsky makes free throw 1 of 1,,22,20
77,1,3:05.0,,Detroit full timeout,22,20
78,1,3:05.0,D. Graham enters the game for N. Batum,,22,20
79,1,3:05.0,,L. Galloway enters the game for B. Brown,22,20
80,1,3:05.0,,L. Kennard enters the game for W. Ellington,22,20
81,1,2:56.0,,I. Smith misses 2-pt jump shot from 4 ft,22,20
82,1,2:55.0,,Offensive rebound by A. Drummond,22,20
83,1,2:54.0,,A. Drummond misses 2-pt dunk from 1 ft,22,20
84,1,2:51.0,Defensive rebound by J. Lamb,,22,20
85,1,2:41.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,22,20
86,1,2:39.0,Offensive rebound by Team,,22,20
87,1,2:35.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by K. Walker),,25,20
88,1,2:35.0,Shooting foul by L. Kennard (drawn by J. Lamb),,25,20
89,1,2:35.0,J. Lamb makes free throw 1 of 1,,26,20
90,1,2:16.0,,I. Smith makes 2-pt jump shot from 6 ft (assist by L. Kennard),26,22
91,1,2:02.0,Personal foul by A. Drummond (drawn by K. Walker),,26,22
92,1,2:02.0,K. Walker makes free throw 1 of 2,,27,22
93,1,2:02.0,K. Walker makes free throw 2 of 2,,28,22
94,1,1:43.0,,I. Smith makes 2-pt jump shot from 11 ft,28,24
95,1,1:27.0,K. Walker misses 3-pt jump shot from 26 ft,,28,24
96,1,1:25.0,Offensive rebound by K. Walker,,28,24
97,1,1:20.0,F. Kaminsky makes 2-pt layup from 2 ft,,30,24
98,1,1:01.0,,I. Smith makes 2-pt jump shot from 10 ft,30,26
99,1,0:47.0,F. Kaminsky misses 2-pt jump shot from 6 ft,,30,26
100,1,0:46.0,,Defensive rebound by L. Kennard,30,26
101,1,0:38.0,,Shooting foul by M. Bridges (drawn by A. Drummond),30,26
102,1,0:38.0,,A. Drummond makes free throw 1 of 2,30,27
103,1,0:38.0,,A. Drummond misses free throw 2 of 2,30,27
104,1,0:35.0,Defensive rebound by M. Bridges,,30,27
105,1,0:31.0,K. Walker misses 2-pt layup from 3 ft (block by L. Galloway),,30,27
