,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
0,1,11:44.0,,T. Prince makes 2-pt layup from 3 ft (assist by D. Bembry),0,2
1,1,11:24.0,N. Vučević makes 2-pt layup from 2 ft (assist by D. Augustin),,2,2
2,1,11:24.0,Shooting foul by D. Dedmon (drawn by N. Vučević),,2,2
3,1,11:24.0,N. Vučević makes free throw 1 of 1,,3,2
4,1,11:12.0,,T. Young misses 3-pt jump shot from 25 ft,3,2
5,1,11:09.0,Defensive rebound by N. Vučević,,3,2
6,1,10:54.0,N. Vučević makes 2-pt jump shot from 21 ft,,5,2
7,1,10:38.0,,T. Prince misses 2-pt jump shot from 13 ft,5,2
8,1,10:35.0,Defensive rebound by J. Isaac,,5,2
9,1,10:28.0,Offensive foul by D. Augustin (drawn by T. Young),,5,2
10,1,10:28.0,Turnover by D. Augustin (offensive foul),,5,2
11,1,10:20.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Bembry),5,4
12,1,10:01.0,E. Fournier misses 2-pt layup from 2 ft,,5,4
13,1,9:59.0,,Defensive rebound by T. Prince,5,4
14,1,9:51.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by J. Collins),5,7
15,1,9:38.0,Personal foul by T. Prince (drawn by E. Fournier),,5,7
16,1,9:24.0,J. Simmons misses 2-pt jump shot from 12 ft,,5,7
17,1,9:22.0,Offensive rebound by J. Simmons,,5,7
18,1,9:19.0,N. Vučević misses 2-pt hook shot from 11 ft,,5,7
19,1,9:17.0,,Defensive rebound by D. Dedmon,5,7
20,1,9:12.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by T. Young),5,10
21,1,8:50.0,N. Vučević misses 2-pt hook shot from 13 ft,,5,10
22,1,8:48.0,,Defensive rebound by J. Collins,5,10
23,1,8:38.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),5,12
24,1,8:16.0,N. Vučević makes 2-pt layup from 2 ft (assist by J. Simmons),,7,12
25,1,8:03.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by D. Dedmon),7,14
26,1,7:48.0,J. Isaac misses 3-pt jump shot from 25 ft,,7,14
27,1,7:48.0,Offensive rebound by Team,,7,14
28,1,7:48.0,,Loose ball foul by D. Dedmon (drawn by N. Vučević),7,14
29,1,7:48.0,,A. Len enters the game for D. Dedmon,7,14
30,1,7:42.0,Turnover by D. Augustin (bad pass; steal by D. Bembry),,7,14
31,1,7:38.0,,T. Prince makes 2-pt layup from 1 ft (assist by D. Bembry),7,16
32,1,7:38.0,Orlando full timeout,,7,16
33,1,7:28.0,Def 3 sec tech foul by Team,,7,16
34,1,7:28.0,D. Augustin makes technical free throw,,8,16
35,1,7:22.0,E. Fournier makes 2-pt layup from 6 ft,,10,16
36,1,7:22.0,Shooting foul by T. Prince (drawn by E. Fournier),,10,16
37,1,7:22.0,E. Fournier makes free throw 1 of 1,,11,16
38,1,7:06.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Prince),11,18
39,1,6:51.0,E. Fournier makes 2-pt jump shot from 16 ft,,13,18
40,1,6:36.0,,Turnover by T. Young (lost ball; steal by J. Simmons),13,18
41,1,6:32.0,J. Simmons makes 2-pt layup from 2 ft (assist by J. Isaac),,15,18
42,1,6:09.0,,Shooting foul by N. Vučević (drawn by T. Young),15,18
43,1,6:09.0,,T. Young makes free throw 1 of 3,15,19
44,1,6:09.0,,T. Young makes free throw 2 of 3,15,20
45,1,6:09.0,,J. Lin enters the game for J. Collins,15,20
46,1,6:09.0,,O. Spellman enters the game for T. Prince,15,20
47,1,6:09.0,,T. Young makes free throw 3 of 3,15,21
48,1,5:48.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),,17,21
49,1,5:36.0,,T. Young misses 2-pt jump shot from 12 ft,17,21
50,1,5:31.0,Defensive rebound by N. Vučević,,17,21
51,1,5:27.0,N. Vučević misses 3-pt jump shot from 25 ft,,17,21
52,1,5:24.0,,Defensive rebound by D. Bembry,17,21
53,1,5:19.0,,D. Bembry makes 2-pt layup from 2 ft,17,23
54,1,5:19.0,,Shooting foul by J. Isaac (drawn by D. Bembry),17,23
55,1,5:19.0,W. Iwundu enters the game for J. Simmons,,17,23
56,1,5:19.0,,D. Hamilton enters the game for T. Young,17,23
57,1,5:19.0,,D. Bembry makes free throw 1 of 1,17,24
58,1,5:19.0,I. Briscoe enters the game for D. Augustin,,17,24
59,1,5:03.0,Turnover by E. Fournier (bad pass),,17,24
60,1,4:40.0,,D. Bembry misses 2-pt layup from 5 ft,17,24
61,1,4:38.0,Defensive rebound by N. Vučević,,17,24
62,1,4:33.0,I. Briscoe misses 2-pt jump shot from 22 ft,,17,24
63,1,4:30.0,,Defensive rebound by O. Spellman,17,24
64,1,4:24.0,,D. Hamilton misses 2-pt layup from 2 ft,17,24
65,1,4:20.0,Defensive rebound by N. Vučević,,17,24
66,1,4:15.0,E. Fournier misses 2-pt layup from 3 ft,,17,24
67,1,4:13.0,,Defensive rebound by D. Hamilton,17,24
68,1,4:08.0,,D. Bembry misses 2-pt layup from 3 ft (block by W. Iwundu),17,24
69,1,4:05.0,Defensive rebound by W. Iwundu,,17,24
70,1,3:53.0,Shooting foul by D. Bembry (drawn by E. Fournier),,17,24
71,1,3:53.0,Orlando full timeout,,17,24
72,1,3:53.0,,T. Dorsey enters the game for D. Bembry,17,24
73,1,3:53.0,E. Fournier makes free throw 1 of 2,,18,24
74,1,3:53.0,E. Fournier makes free throw 2 of 2,,19,24
75,1,3:36.0,,J. Lin makes 2-pt jump shot from 18 ft,19,26
76,1,3:06.0,I. Briscoe misses 2-pt layup from 2 ft,,19,26
77,1,3:02.0,Offensive rebound by N. Vučević,,19,26
78,1,3:02.0,N. Vučević misses 2-pt layup at rim,,19,26
79,1,3:01.0,,Defensive rebound by A. Len,19,26
80,1,3:01.0,,Personal foul by I. Briscoe (drawn by J. Lin),19,26
81,1,3:01.0,J. Martin enters the game for E. Fournier,,19,26
82,1,3:01.0,T. Ross enters the game for J. Isaac,,19,26
83,1,2:50.0,,J. Lin misses 2-pt layup from 1 ft,19,26
84,1,2:46.0,Defensive rebound by I. Briscoe,,19,26
85,1,2:39.0,N. Vučević makes 2-pt dunk from 1 ft (assist by T. Ross),,21,26
86,1,2:24.0,,T. Dorsey makes 2-pt layup from 1 ft (assist by A. Len),21,28
87,1,1:59.0,T. Ross misses 3-pt jump shot from 26 ft,,21,28
88,1,1:55.0,,Defensive rebound by A. Len,21,28
89,1,1:47.0,,A. Len misses 2-pt jump shot from 21 ft,21,28
90,1,1:45.0,,Offensive rebound by D. Hamilton,21,28
91,1,1:44.0,,Shooting foul by W. Iwundu (drawn by A. Len),21,28
92,1,1:44.0,,A. Len misses free throw 1 of 2,21,28
93,1,1:44.0,,Offensive rebound by Team,21,28
94,1,1:44.0,M. Bamba enters the game for N. Vučević,,21,28
95,1,1:44.0,,V. Carter enters the game for O. Spellman,21,28
96,1,1:44.0,,A. Len misses free throw 2 of 2,21,28
97,1,1:42.0,Defensive rebound by W. Iwundu,,21,28
98,1,1:27.0,T. Ross misses 3-pt jump shot from 26 ft,,21,28
99,1,1:24.0,,Defensive rebound by V. Carter,21,28
100,1,1:11.0,,D. Hamilton misses 2-pt layup from 1 ft (block by J. Martin),21,28
101,1,1:11.0,,Offensive rebound by Team,21,28
102,1,1:11.0,,J. Collins enters the game for A. Len,21,28
103,1,1:11.0,,Offensive foul by J. Collins (drawn by W. Iwundu),21,28
104,1,1:11.0,,Turnover by J. Collins (offensive foul),21,28
105,1,1:02.0,Personal foul by D. Hamilton (drawn by M. Bamba),,21,28
106,1,1:02.0,M. Bamba makes free throw 1 of 2,,22,28
107,1,1:02.0,M. Bamba makes free throw 2 of 2,,23,28
108,1,0:55.0,,Shooting foul by I. Briscoe (drawn by J. Lin),23,28
109,1,0:55.0,,J. Lin makes free throw 1 of 3,23,29
110,1,0:55.0,,J. Lin makes free throw 2 of 3,23,30
111,1,0:55.0,,J. Lin makes free throw 3 of 3,23,31
112,1,0:40.0,M. Bamba makes 2-pt layup from 1 ft (assist by T. Ross),,25,31
113,1,0:30.0,,Turnover by J. Lin (bad pass; steal by T. Ross),25,31
114,1,0:20.0,T. Ross makes 2-pt jump shot from 10 ft,,27,31
115,1,0:20.0,Shooting foul by V. Carter (drawn by T. Ross),,27,31
116,1,0:20.0,T. Ross makes free throw 1 of 1,,28,31
117,1,0:00.0,,T. Dorsey misses 2-pt layup from 3 ft (block by M. Bamba),28,31
118,1,0:00.0,,Offensive rebound by Team,28,31
119,2,11:47.0,T. Ross makes 2-pt jump shot from 17 ft (assist by E. Fournier),,30,31
120,2,11:32.0,,T. Young makes 2-pt jump shot from 14 ft (assist by J. Collins),30,33
121,2,11:32.0,,Shooting foul by J. Martin (drawn by T. Young),30,33
122,2,11:32.0,,T. Young makes free throw 1 of 1,30,34
123,2,11:20.0,T. Ross makes 2-pt jump shot from 16 ft (assist by E. Fournier),,32,34
124,2,11:04.0,,T. Prince makes 2-pt jump shot from 7 ft,32,36
125,2,10:46.0,T. Ross misses 2-pt jump shot from 20 ft,,32,36
126,2,10:43.0,,Defensive rebound by T. Young,32,36
127,2,10:30.0,,D. Bembry misses 3-pt jump shot from 25 ft,32,36
128,2,10:27.0,Defensive rebound by T. Ross,,32,36
129,2,10:17.0,J. Martin makes 3-pt jump shot from 24 ft (assist by I. Briscoe),,35,36
130,2,10:16.0,,Atlanta full timeout,35,36
131,2,9:56.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),35,39
132,2,9:39.0,E. Fournier misses 2-pt jump shot from 13 ft,,35,39
133,2,9:37.0,,Defensive rebound by J. Collins,35,39
134,2,9:32.0,,Turnover by T. Young (bad pass; steal by T. Ross),35,39
135,2,9:27.0,T. Ross misses 3-pt jump shot from 26 ft,,35,39
136,2,9:22.0,Offensive rebound by M. Bamba,,35,39
137,2,9:22.0,Turnover by M. Bamba (lost ball; steal by D. Bembry),,35,39
138,2,9:13.0,,T. Prince misses 3-pt jump shot from 27 ft,35,39
139,2,9:10.0,Defensive rebound by J. Martin,,35,39
140,2,8:59.0,J. Martin misses 2-pt layup from 2 ft,,35,39
141,2,8:56.0,,Defensive rebound by T. Prince,35,39
142,2,8:53.0,,Turnover by T. Young (lost ball; steal by M. Bamba),35,39
143,2,8:39.0,E. Fournier makes 2-pt layup from 1 ft,,37,39
144,2,8:39.0,Shooting foul by D. Bembry (drawn by E. Fournier),,37,39
145,2,8:39.0,,J. Lin enters the game for T. Prince,37,39
146,2,8:39.0,E. Fournier makes free throw 1 of 1,,38,39
147,2,8:27.0,,T. Young makes 2-pt jump shot from 18 ft,38,41
148,2,8:14.0,Turnover by E. Fournier (bad pass),,38,41
149,2,8:05.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young),38,44
150,2,7:49.0,M. Bamba makes 2-pt layup from 3 ft (assist by T. Ross),,40,44
151,2,7:38.0,,Turnover by T. Young (bad pass),40,44
152,2,7:38.0,J. Simmons enters the game for E. Fournier,,40,44
153,2,7:25.0,T. Ross makes 2-pt jump shot from 8 ft,,42,44
154,2,7:16.0,,J. Lin misses 3-pt jump shot from 24 ft,42,44
155,2,7:15.0,,Offensive rebound by D. Bembry,42,44
156,2,7:15.0,,D. Bembry misses 2-pt dunk from 1 ft,42,44
157,2,7:14.0,,Offensive rebound by D. Dedmon,42,44
158,2,7:14.0,,D. Dedmon misses 2-pt jump shot from 16 ft (block by J. Simmons),42,44
159,2,7:14.0,Defensive rebound by J. Simmons,,42,44
160,2,7:12.0,Personal take foul by T. Young (drawn by J. Simmons),,42,44
161,2,6:55.0,J. Martin makes 3-pt jump shot from 23 ft (assist by I. Briscoe),,45,44
162,2,6:41.0,,T. Young misses 2-pt jump shot from 12 ft,45,44
163,2,6:38.0,Defensive rebound by M. Bamba,,45,44
164,2,6:28.0,T. Ross makes 3-pt jump shot from 26 ft,,48,44
165,2,6:27.0,,Atlanta full timeout,48,44
166,2,6:27.0,D. Augustin enters the game for M. Bamba,,48,44
167,2,6:27.0,J. Isaac enters the game for I. Briscoe,,48,44
168,2,6:27.0,N. Vučević enters the game for J. Martin,,48,44
169,2,6:27.0,,D. Hamilton enters the game for D. Bembry,48,44
170,2,6:27.0,,A. Len enters the game for D. Dedmon,48,44
171,2,6:27.0,,T. Prince enters the game for T. Young,48,44
172,2,6:12.0,,A. Len misses 3-pt jump shot from 23 ft,48,44
173,2,6:08.0,Defensive rebound by T. Ross,,48,44
174,2,5:55.0,J. Simmons misses 3-pt jump shot from 23 ft (block by A. Len),,48,44
175,2,5:52.0,,Defensive rebound by D. Hamilton,48,44
176,2,5:52.0,,Personal foul by J. Simmons (drawn by D. Hamilton),48,44
177,2,5:38.0,,A. Len misses 2-pt jump shot from 20 ft,48,44
178,2,5:33.0,Defensive rebound by T. Ross,,48,44
179,2,5:19.0,J. Simmons makes 2-pt dunk from 1 ft (assist by N. Vučević),,50,44
180,2,5:07.0,,J. Collins misses 3-pt jump shot from 26 ft,50,44
181,2,5:04.0,Defensive rebound by N. Vučević,,50,44
182,2,4:48.0,D. Augustin misses 3-pt jump shot from 25 ft,,50,44
183,2,4:45.0,,Defensive rebound by A. Len,50,44
