,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
205,2,4:18.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,59,60
206,2,3:51.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Mitchell),59,63
207,2,3:37.0,K. Durant makes 2-pt jump shot from 18 ft,,61,63
208,2,3:22.0,,R. Rubio misses 3-pt jump shot from 28 ft,61,63
209,2,3:19.0,Defensive rebound by K. Durant,,61,63
210,2,3:12.0,S. Curry misses 3-pt jump shot from 24 ft,,61,63
211,2,3:10.0,,Defensive rebound by R. Gobert,61,63
212,2,3:03.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by J. Crowder),61,66
213,2,2:52.0,Turnover by S. Curry (bad pass; steal by J. Crowder),,61,66
214,2,2:48.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Crowder),61,69
215,2,2:31.0,K. Durant misses 2-pt jump shot from 11 ft,,61,69
216,2,2:28.0,,Defensive rebound by J. Crowder,61,69
217,2,2:16.0,,Turnover by J. Ingles (lost ball; steal by D. Green),61,69
218,2,2:13.0,D. Green makes 2-pt dunk from 3 ft (assist by S. Curry),,63,69
219,2,1:58.0,,Shooting foul by D. Green (drawn by R. Gobert),63,69
220,2,1:58.0,,R. Gobert makes free throw 1 of 2,63,70
221,2,1:58.0,,R. Gobert misses free throw 2 of 2,63,70
222,2,1:56.0,Defensive rebound by D. Green,,63,70
223,2,1:46.0,D. Green misses 2-pt layup from 2 ft (block by R. Gobert),,63,70
224,2,1:45.0,,Defensive rebound by R. Gobert,63,70
225,2,1:39.0,,R. Rubio makes 3-pt jump shot from 26 ft,63,73
226,2,1:25.0,K. Durant makes 2-pt layup from 2 ft,,65,73
227,2,1:08.0,,D. Mitchell makes 2-pt hook shot from 1 ft (assist by R. Rubio),65,75
228,2,0:56.0,K. Durant makes 2-pt jump shot from 13 ft,,67,75
229,2,0:46.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),67,78
230,2,0:32.0,D. Green misses 2-pt layup from 3 ft,,67,78
231,2,0:29.0,,Defensive rebound by J. Ingles,67,78
232,2,0:27.0,,J. Crowder misses 3-pt jump shot from 29 ft,67,78
233,2,0:24.0,Defensive rebound by S. Curry,,67,78
234,2,0:22.0,K. Durant makes 2-pt dunk from 2 ft (assist by S. Curry),,69,78
235,2,0:02.0,,D. Mitchell makes 3-pt jump shot from 25 ft,69,81
236,3,11:39.0,K. Thompson misses 2-pt jump shot from 21 ft,,69,81
237,3,11:36.0,,Defensive rebound by R. Rubio,69,81
238,3,11:28.0,,D. Mitchell makes 2-pt layup from 1 ft (assist by R. Rubio),69,83
239,3,11:12.0,D. Jones makes 2-pt dunk from 2 ft (assist by S. Curry),,71,83
240,3,10:51.0,,J. Ingles makes 3-pt jump shot from 25 ft,71,86
241,3,10:34.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by D. Green),,73,86
242,3,10:27.0,,Turnover by R. Rubio (lost ball; steal by S. Curry),73,86
243,3,10:24.0,S. Curry makes 2-pt layup from 2 ft,,75,86
244,3,10:05.0,,R. Rubio misses 2-pt jump shot from 13 ft,75,86
245,3,10:02.0,Defensive rebound by K. Durant,,75,86
246,3,9:58.0,K. Durant makes 2-pt layup from 3 ft,,77,86
247,3,9:47.0,,Personal foul by K. Durant (drawn by J. Ingles),77,86
248,3,9:36.0,,D. Mitchell misses 2-pt jump shot from 11 ft,77,86
249,3,9:33.0,Defensive rebound by K. Thompson,,77,86
250,3,9:32.0,Turnover by K. Thompson (bad pass; steal by R. Gobert),,77,86
251,3,9:28.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Ingles),77,88
252,3,9:17.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,80,88
253,3,8:54.0,,R. Rubio makes 3-pt jump shot from 25 ft,80,91
254,3,8:41.0,Turnover by D. Green (bad pass; steal by D. Favors),,80,91
255,3,8:35.0,,D. Mitchell misses 3-pt jump shot from 23 ft,80,91
256,3,8:31.0,,Offensive rebound by R. Gobert,80,91
257,3,8:28.0,,R. Rubio misses 3-pt jump shot from 25 ft,80,91
258,3,8:25.0,Defensive rebound by D. Green,,80,91
259,3,8:19.0,S. Curry misses 2-pt jump shot from 14 ft,,80,91
260,3,8:15.0,,Defensive rebound by R. Gobert,80,91
261,3,8:08.0,,Personal foul by D. Green (drawn by R. Gobert),80,91
262,3,8:08.0,Technical foul by D. Green,,80,91
263,3,8:08.0,,Technical foul by D. Favors,80,91
264,3,7:56.0,,D. Favors misses 2-pt layup from 4 ft,80,91
265,3,7:56.0,Defensive rebound by Team,,80,91
266,3,7:43.0,S. Curry misses 3-pt jump shot from 25 ft,,80,91
267,3,7:40.0,,Defensive rebound by D. Favors,80,91
268,3,7:25.0,,Turnover by R. Rubio (bad pass),80,91
269,3,7:06.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),,82,91
270,3,6:47.0,,Personal foul by D. Jones (drawn by J. Ingles),82,91
271,3,6:47.0,,Utah full timeout,82,91
272,3,6:47.0,,J. Crowder enters the game for D. Favors,82,91
273,3,6:40.0,,D. Mitchell misses 2-pt layup from 4 ft,82,91
274,3,6:39.0,,Offensive rebound by R. Gobert,82,91
275,3,6:39.0,,Shooting foul by K. Thompson (drawn by R. Gobert),82,91
276,3,6:39.0,,R. Gobert makes free throw 1 of 2,82,92
277,3,6:39.0,,R. Gobert misses free throw 2 of 2,82,92
278,3,6:37.0,Defensive rebound by D. Green,,82,92
279,3,6:22.0,Personal foul by R. Rubio (drawn by S. Curry),,82,92
280,3,6:12.0,S. Curry misses 2-pt jump shot from 14 ft,,82,92
281,3,6:07.0,Offensive rebound by D. Jones,,82,92
282,3,6:07.0,D. Jones misses 2-pt layup from 1 ft,,82,92
283,3,6:07.0,,Defensive rebound by R. Gobert,82,92
284,3,6:05.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Ingles),82,95
285,3,5:46.0,Turnover by D. Green (bad pass; steal by R. Gobert),,82,95
286,3,5:46.0,,Turnover by R. Gobert (bad pass; steal by D. Jones),82,95
287,3,5:46.0,Turnover by D. Green (offensive foul),,82,95
288,3,5:46.0,Offensive foul by D. Green (drawn by D. Mitchell),,82,95
289,3,5:46.0,K. Looney enters the game for D. Green,,82,95
290,3,5:36.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Gobert),82,98
291,3,5:19.0,S. Curry makes 2-pt layup from 4 ft,,84,98
292,3,5:04.0,,R. Rubio misses 3-pt jump shot from 22 ft,84,98
293,3,5:01.0,Defensive rebound by S. Curry,,84,98
294,3,4:58.0,K. Durant makes 2-pt jump shot from 15 ft,,86,98
295,3,4:32.0,,J. Ingles misses 3-pt jump shot from 25 ft,86,98
296,3,4:28.0,Defensive rebound by K. Durant,,86,98
297,3,4:24.0,Turnover by S. Curry (bad pass; steal by J. Crowder),,86,98
298,3,4:19.0,,D. Mitchell misses 3-pt jump shot from 26 ft,86,98
299,3,4:17.0,Defensive rebound by D. Jones,,86,98
300,3,4:11.0,Golden State full timeout,,86,98
301,3,4:11.0,J. Jerebko enters the game for D. Jones,,86,98
302,3,4:11.0,S. Livingston enters the game for K. Thompson,,86,98
303,3,4:11.0,,D. Exum enters the game for J. Ingles,86,98
304,3,4:11.0,,R. O'Neale enters the game for R. Rubio,86,98
305,3,4:03.0,Turnover by J. Jerebko (bad pass; steal by R. Gobert),,86,98
306,3,3:52.0,,Offensive foul by R. Gobert (drawn by K. Durant),86,98
307,3,3:52.0,,Turnover by R. Gobert (offensive foul),86,98
308,3,3:42.0,K. Durant misses 2-pt jump shot from 13 ft,,86,98
309,3,3:40.0,,Defensive rebound by Team,86,98
310,3,3:27.0,,Turnover by R. Gobert (lost ball; steal by K. Looney),86,98
311,3,3:18.0,S. Curry makes 2-pt layup from 1 ft,,88,98
312,3,2:57.0,,D. Mitchell misses 2-pt jump shot from 13 ft,88,98
313,3,2:54.0,Defensive rebound by S. Livingston,,88,98
314,3,2:43.0,K. Durant makes 2-pt jump shot from 9 ft,,90,98
315,3,2:27.0,,Offensive foul by R. O'Neale (drawn by S. Curry),90,98
316,3,2:27.0,,Turnover by R. O'Neale (offensive foul),90,98
317,3,2:27.0,A. McKinnie enters the game for K. Durant,,90,98
318,3,2:27.0,,A. Burks enters the game for R. Gobert,90,98
319,3,2:27.0,,D. Favors enters the game for D. Mitchell,90,98
320,3,2:27.0,,J. Ingles enters the game for R. O'Neale,90,98
321,3,2:12.0,S. Curry makes 2-pt jump shot from 16 ft,,92,98
322,3,1:51.0,,A. Burks misses 2-pt layup from 4 ft,92,98
323,3,1:48.0,,Offensive rebound by D. Favors,92,98
324,3,1:37.0,,J. Ingles makes 2-pt jump shot from 21 ft,92,100
325,3,1:15.0,S. Curry makes 2-pt jump shot from 10 ft,,94,100
326,3,0:55.0,,A. Burks misses 2-pt jump shot from 6 ft,94,100
327,3,0:53.0,Defensive rebound by J. Jerebko,,94,100
328,3,0:47.0,J. Jerebko misses 3-pt jump shot from 27 ft,,94,100
329,3,0:43.0,Offensive rebound by J. Jerebko,,94,100
330,3,0:40.0,S. Curry makes 3-pt jump shot from 25 ft (assist by J. Jerebko),,97,100
331,3,0:40.0,,Utah full timeout,97,100
332,3,0:27.0,,A. Burks misses 2-pt jump shot from 18 ft,97,100
333,3,0:22.0,Defensive rebound by A. McKinnie,,97,100
334,3,0:05.0,S. Curry misses 2-pt jump shot from 24 ft,,97,100
335,3,0:01.0,,Defensive rebound by J. Ingles,97,100
336,3,0:00.0,,J. Ingles makes 3-pt jump shot from 36 ft,97,103
337,4,11:43.0,,J. Ingles misses 3-pt jump shot from 26 ft,97,103
338,4,11:39.0,Defensive rebound by K. Durant,,97,103
339,4,11:31.0,K. Durant misses 2-pt jump shot from 19 ft,,97,103
340,4,11:29.0,,Defensive rebound by J. Ingles,97,103
341,4,11:22.0,,A. Burks misses 3-pt jump shot from 25 ft,97,103
342,4,11:19.0,,Offensive rebound by G. Niang,97,103
343,4,11:14.0,,G. Niang misses 3-pt jump shot from 25 ft,97,103
344,4,11:11.0,,Offensive rebound by D. Favors,97,103
345,4,11:07.0,,Turnover by D. Favors (lost ball; steal by K. Durant),97,103
346,4,10:48.0,Turnover by K. Thompson (bad pass; steal by D. Favors),,97,103
347,4,10:43.0,,G. Niang makes 3-pt jump shot from 25 ft (assist by J. Ingles),97,106
348,4,10:22.0,K. Durant makes 2-pt jump shot from 11 ft,,99,106
349,4,10:01.0,,D. Favors makes 2-pt dunk from 2 ft (assist by G. Niang),99,108
350,4,9:49.0,S. Livingston misses 2-pt jump shot from 12 ft,,99,108
351,4,9:46.0,,Defensive rebound by G. Niang,99,108
352,4,9:37.0,,Shooting foul by K. Looney (drawn by D. Favors),99,108
353,4,9:37.0,,D. Favors makes free throw 1 of 2,99,109
354,4,9:37.0,D. Green enters the game for A. McKinnie,,99,109
355,4,9:37.0,,R. Rubio enters the game for A. Burks,99,109
356,4,9:37.0,,D. Favors misses free throw 2 of 2,99,109
357,4,9:35.0,Defensive rebound by K. Looney,,99,109
358,4,9:21.0,Shooting foul by J. Ingles (drawn by K. Durant),,99,109
359,4,9:21.0,K. Durant makes free throw 1 of 2,,100,109
360,4,9:21.0,K. Durant makes free throw 2 of 2,,101,109
361,4,9:07.0,,D. Favors misses 2-pt layup from 3 ft (block by D. Green),101,109
362,4,9:07.0,Defensive rebound by K. Durant,,101,109
363,4,8:57.0,Turnover by S. Livingston (bad pass; steal by J. Ingles),,101,109
364,4,8:53.0,,Shooting foul by K. Durant (drawn by D. Exum),101,109
365,4,8:53.0,,D. Exum makes free throw 1 of 2,101,110
366,4,8:53.0,,D. Exum makes free throw 2 of 2,101,111
367,4,8:40.0,S. Livingston makes 2-pt layup from 3 ft (assist by D. Green),,103,111
368,4,8:26.0,,G. Niang misses 3-pt jump shot from 22 ft,103,111
369,4,8:22.0,Defensive rebound by K. Durant,,103,111
370,4,8:11.0,K. Looney misses 2-pt layup from 3 ft,,103,111
371,4,8:08.0,Offensive rebound by D. Green,,103,111
372,4,8:01.0,D. Green makes 2-pt hook shot from 7 ft (assist by S. Livingston),,105,111
373,4,8:01.0,,Utah full timeout,105,111
374,4,8:01.0,S. Curry enters the game for K. Looney,,105,111
375,4,8:01.0,J. Jerebko enters the game for K. Thompson,,105,111
376,4,8:01.0,,R. Gobert enters the game for D. Exum,105,111
377,4,8:01.0,,D. Mitchell enters the game for D. Favors,105,111
378,4,8:01.0,,R. O'Neale enters the game for J. Ingles,105,111
379,4,7:48.0,,Turnover by R. Rubio (lost ball; steal by S. Livingston),105,111
380,4,7:46.0,Shooting foul by D. Mitchell (drawn by S. Livingston),,105,111
381,4,7:46.0,S. Livingston makes free throw 1 of 2,,106,111
382,4,7:46.0,S. Livingston makes free throw 2 of 2,,107,111
383,4,7:39.0,,R. Rubio misses 2-pt layup from 3 ft,107,111
384,4,7:37.0,Defensive rebound by J. Jerebko,,107,111
