,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,UTAH_ACTION,LA LAKERS_SCORE,UTAH_SCORE
0,1,11:41.0,Personal foul by D. Favors (drawn by J. McGee),,0,0
1,1,11:36.0,R. Rondo misses 2-pt jump shot from 14 ft,,0,0
2,1,11:35.0,,Defensive rebound by Team,0,0
3,1,11:19.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),0,3
4,1,11:01.0,K. Kuzma misses 2-pt jump shot from 18 ft,,0,3
5,1,10:58.0,,Defensive rebound by D. Favors,0,3
6,1,10:52.0,,D. Favors misses 2-pt jump shot from 11 ft,0,3
7,1,10:49.0,Defensive rebound by K. Caldwell-Pope,,0,3
8,1,10:37.0,L. Stephenson misses 3-pt jump shot from 23 ft,,0,3
9,1,10:34.0,,Defensive rebound by J. Ingles,0,3
10,1,10:24.0,,R. Rubio misses 2-pt layup from 4 ft,0,3
11,1,10:22.0,,Offensive rebound by R. Gobert,0,3
12,1,10:22.0,,R. Gobert misses 2-pt layup from 2 ft,0,3
13,1,10:22.0,Defensive rebound by R. Rondo,,0,3
14,1,10:17.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,0,3
15,1,10:15.0,,Defensive rebound by J. Ingles,0,3
16,1,10:02.0,,D. Favors misses 2-pt hook shot from 2 ft (block by J. McGee),0,3
17,1,10:00.0,,Offensive rebound by R. Gobert,0,3
18,1,9:58.0,,J. Ingles misses 3-pt jump shot from 25 ft,0,3
19,1,9:56.0,Defensive rebound by R. Rondo,,0,3
20,1,9:50.0,L. Stephenson misses 2-pt layup from 3 ft,,0,3
21,1,9:48.0,,Defensive rebound by J. Ingles,0,3
22,1,9:43.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by J. Ingles),0,6
23,1,9:25.0,K. Kuzma makes 3-pt jump shot from 27 ft (assist by L. Stephenson),,3,6
24,1,9:08.0,,D. Favors makes 2-pt layup from 2 ft (assist by D. Mitchell),3,8
25,1,8:53.0,R. Rondo misses 2-pt layup from 3 ft,,3,8
26,1,8:52.0,Offensive rebound by J. McGee,,3,8
27,1,8:52.0,Shooting foul by R. Gobert (drawn by J. McGee),,3,8
28,1,8:52.0,J. McGee makes free throw 1 of 2,,4,8
29,1,8:52.0,J. McGee makes free throw 2 of 2,,5,8
30,1,8:38.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Rubio),5,10
31,1,8:17.0,K. Kuzma makes 3-pt jump shot from 28 ft (assist by R. Rondo),,8,10
32,1,7:59.0,,R. Gobert makes 2-pt hook shot from 4 ft (assist by J. Ingles),8,12
33,1,7:48.0,K. Kuzma makes 2-pt jump shot from 18 ft (assist by R. Rondo),,10,12
34,1,7:32.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),10,14
35,1,7:13.0,K. Kuzma misses 3-pt jump shot from 27 ft,,10,14
36,1,7:09.0,,Defensive rebound by R. Gobert,10,14
37,1,7:00.0,,J. Ingles misses 3-pt jump shot from 24 ft,10,14
38,1,6:57.0,Defensive rebound by L. Stephenson,,10,14
39,1,6:45.0,J. McGee misses 2-pt hook shot from 8 ft,,10,14
40,1,6:42.0,,Defensive rebound by R. Gobert,10,14
41,1,6:39.0,,Personal foul by L. Stephenson (drawn by J. Ingles),10,14
42,1,6:39.0,,Utah full timeout,10,14
43,1,6:39.0,A. Caruso enters the game for J. McGee,,10,14
44,1,6:39.0,J. Williams enters the game for L. Stephenson,,10,14
45,1,6:39.0,,J. Crowder enters the game for D. Favors,10,14
46,1,6:39.0,,R. O'Neale enters the game for J. Ingles,10,14
47,1,6:39.0,Violation by Team (delay of game),,10,14
48,1,6:31.0,,R. Rubio makes 2-pt layup from 2 ft,10,16
49,1,6:04.0,J. Williams misses 2-pt hook shot from 4 ft,,10,16
50,1,6:03.0,,Defensive rebound by R. Rubio,10,16
51,1,5:55.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by R. Rubio),10,18
52,1,5:41.0,R. Rondo misses 2-pt jump shot from 16 ft,,10,18
53,1,5:38.0,,Defensive rebound by J. Crowder,10,18
54,1,5:29.0,,Shooting foul by A. Caruso (drawn by R. Rubio),10,18
55,1,5:29.0,,R. Rubio makes free throw 1 of 2,10,19
56,1,5:29.0,J. McGee enters the game for J. Williams,,10,19
57,1,5:29.0,,R. Rubio makes free throw 2 of 2,10,20
58,1,5:10.0,K. Kuzma makes 2-pt jump shot from 15 ft,,12,20
59,1,4:47.0,,R. Rubio misses 2-pt jump shot from 11 ft,12,20
60,1,4:45.0,Defensive rebound by J. McGee,,12,20
61,1,4:37.0,K. Kuzma misses 3-pt jump shot from 25 ft,,12,20
62,1,4:35.0,,Defensive rebound by Team,12,20
63,1,4:35.0,,Personal foul by K. Caldwell-Pope (drawn by D. Mitchell),12,20
64,1,4:35.0,,K. Korver enters the game for R. Rubio,12,20
65,1,4:26.0,,D. Mitchell misses 3-pt jump shot from 26 ft,12,20
66,1,4:23.0,Defensive rebound by R. Rondo,,12,20
67,1,4:17.0,A. Caruso makes 3-pt jump shot from 24 ft (assist by R. Rondo),,15,20
68,1,4:05.0,,K. Korver misses 3-pt jump shot from 25 ft,15,20
69,1,4:02.0,Defensive rebound by R. Rondo,,15,20
70,1,3:56.0,R. Rondo makes 3-pt jump shot from 27 ft,,18,20
71,1,3:40.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by K. Korver),18,23
72,1,3:26.0,J. McGee misses 2-pt hook shot from 5 ft,,18,23
73,1,3:24.0,,Defensive rebound by K. Korver,18,23
74,1,3:15.0,,Shooting foul by J. McGee (drawn by R. Gobert),18,23
